1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 564689.56),(2 881545.8),(3 965248.06),(4 1953299),(5 2598464.3),(6 2827826),(7 3941844),(8 4571123.5),(9 4660719.5),(10 5659115.5),(11 6155076),(12 6028346.5),(13 6821976.5),(14 7288952.5),(15 7246757.5),(16 8122223.5),(17 8950117),(18 9254118),(19 10384623),(20 11515251),(21 12012839),(22 13280197),(23 14614720),(24 15276637),(25 16749251),(26 18379926),(27 19364392),(28 21100018),(29 23064102),(30 24299902),(31 26286622),(32 28625686),(33 30355878),(34 32466570),(35 34836590),(36 36297460),(37 38124828),(38 39978388),(39 41066510),(40 42843340),(41 45004956),(42 46450764),(43 48297020),(44 50836028),(45 52492108),(46 54655060),(47 57385264),(48 59353120),(49 61651932),(50 64407310),(51 66150270),(52 68546310),(53 71215850),(54 72804380),(55 74698136),(56 76799050),(57 77830710),(58 79090104),(59 80679304),(60 81205720),(61 81984584),(62 83313140),(63 83509896),(64 84050840),(65 85141960),(66 85276250),(67 85679816),(68 86636504),(69 86857910),(70 87436280),(71 88674184),(72 89087256),(73 89901220),(74 91385320),(75 91680930),(76 92264760),(77 93453160),(78 93391650),(79 93909030),
(1 151870.27),(2 560421.4),(3 1181445.8),(4 2000540.5),(5 2974046),(6 4068882.8),(7 5261267),(8 6515399.5),(9 7802361),(10 9126695),(11 10502994),(12 11858529),(13 13142899),(14 14363147),(15 15513860),(16 16565621),(17 17581136),(18 18535784),(19 19464094),(20 20399206),(21 21339470),(22 22299860),(23 23263686),(24 24116472),(25 24895632),(26 25550884),(27 26009864),(28 26314602),(29 26521110),(30 26643806),(31 26775046),(32 26955558),(33 27199644),(34 27566776),(35 28200748),(36 28885634),(37 29617306),(38 30398594),(39 31150566),(40 31845154),(41 32442346),(42 32763856),(43 32804436),(44 32699174),(45 32444532),(46 32015232),(47 31444090),(48 30769228),(49 30032276),(50 29346318),(51 28751138),(52 28253634),(53 27865030),(54 27584038),(55 27317588),(56 27064250),(57 26789100),(58 26418658),(59 25966256),(60 25433488),(61 24839148),(62 24241784),(63 23716892),(64 23230148),(65 22825918),(66 22409882),(67 21955782),(68 21538366),(69 21150142),(70 20815650),(71 20500822),(72 20204806),(73 19908176),(74 19612006),(75 19329126),(76 19096666),(77 18949484),(78 18959254),(79 19169250),
(1 190852.02),(2 713359.2),(3 1513090.1),(4 2526922.3),(5 3676855.8),(6 4937093.5),(7 6229076.5),(8 7525262.5),(9 8795773),(10 10011053),(11 11154424),(12 12182424),(13 13105120),(14 13936923),(15 14685244),(16 15436353),(17 16214720),(18 17038218),(19 17896750),(20 18814312),(21 19855600),(22 20884626),(23 21880294),(24 22729498),(25 23486326),(26 24127674),(27 24567458),(28 24808058),(29 24921466),(30 24922728),(31 24871318),(32 24819798),(33 24803664),(34 24778626),(35 24844480),(36 24962374),(37 25151014),(38 25322144),(39 25470512),(40 25502542),(41 25402368),(42 25083398),(43 24536614),(44 23821002),(45 23018382),(46 22120092),(47 21226350),(48 20370794),(49 19544394),(50 18813318),(51 18196972),(52 17722644),(53 17283790),(54 16884658),(55 16591744),(56 16385043),(57 16330059),(58 16332691),(59 16397335),(60 16529703),(61 16664769),(62 16745568),(63 16805406),(64 16785334),(65 16667365),(66 16381864),(67 15956376),(68 15474868),(69 14973881),(70 14475003),(71 14009892),(72 13605036),(73 13250548),(74 12987755),(75 12890293),(76 12970920),(77 13200787),(78 13623651),(79 14179035),
(1 170884.84),(2 608002.25),(3 1242006.5),(4 2015672),(5 2864432.8),(6 3711758.8),(7 4517956),(8 5310358.5),(9 6058214.5),(10 6762470),(11 7460234),(12 8118740.5),(13 8717044),(14 9294638),(15 9805100),(16 10246589),(17 10631320),(18 10944055),(19 11203031),(20 11473576),(21 11670036),(22 11814982),(23 11926021),(24 11950634),(25 11956127),(26 11974186),(27 11992919),(28 12064476),(29 12241371),(30 12456402),(31 12690213),(32 12961290),(33 13227142),(34 13448143),(35 13681485),(36 13884703),(37 14044388),(38 14169606),(39 14265261),(40 14308570),(41 14317473),(42 14274884),(43 14126484),(44 13900138),(45 13658336),(46 13390916),(47 13140530),(48 12933554),(49 12782120),(50 12708657),(51 12668744),(52 12648584),(53 12631314),(54 12623834),(55 12650995),(56 12701381),(57 12762166),(58 12784602),(59 12795021),(60 12839722),(61 12900992),(62 12948989),(63 12990682),(64 13010301),(65 12991383),(66 12924580),(67 12785318),(68 12647363),(69 12543059),(70 12501307),(71 12473043),(72 12450793),(73 12474579),(74 12568133),(75 12748283),(76 12954813),(77 13152630),(78 13258811),(79 13262326),
(1 216424.56),(2 794666.8),(3 1656065),(4 2728651.5),(5 3944735.3),(6 5231716),(7 6543608.5),(8 7843996),(9 9050324),(10 10161997),(11 11209108),(12 12146006),(13 12935462),(14 13651786),(15 14260648),(16 14763329),(17 15139643),(18 15333249),(19 15370154),(20 15276852),(21 15062141),(22 14780664),(23 14471512),(24 14144379),(25 13810248),(26 13537836),(27 13302319),(28 13121336),(29 12989348),(30 12843163),(31 12750981),(32 12732481),(33 12708134),(34 12632431),(35 12546314),(36 12384721),(37 12154166),(38 11888163),(39 11586305),(40 11278213),(41 10974981),(42 10684806),(43 10382851),(44 10187279),(45 10095826),(46 10103959),(47 10239215),(48 10497489),(49 10803031),(50 11137673),(51 11487078),(52 11798574),(53 12140915),(54 12551286),(55 12961396),(56 13310659),(57 13561216),(58 13639528),(59 13609601),(60 13535252),(61 13437307),(62 13371791),(63 13363852),(64 13423987),(65 13579794),(66 13899516),(67 14278527),(68 14709061),(69 15092975),(70 15351255),(71 15494749),(72 15519756),(73 15385880),(74 15109364),(75 14737622),(76 14296786),(77 13837900),(78 13408852),(79 13002900),
(1 233305.06),(2 846688.44),(3 1747835),(4 2843578.8),(5 4020222.3),(6 5199261),(7 6352772.5),(8 7414178.5),(9 8359335.5),(10 9215872),(11 9942649),(12 10556120),(13 11035192),(14 11399077),(15 11683200),(16 11880751),(17 11984917),(18 11991109),(19 11948545),(20 11810823),(21 11615442),(22 11369538),(23 11107443),(24 10851243),(25 10626920),(26 10460087),(27 10347045),(28 10303343),(29 10367813),(30 10477909),(31 10607515),(32 10737676),(33 10831735),(34 10835963),(35 10777112),(36 10596948),(37 10291361),(38 9905805),(39 9503160),(40 9164156),(41 8878411),(42 8682438),(43 8536470),(44 8462084),(45 8457301),(46 8506711),(47 8575120),(48 8599935),(49 8585557),(50 8564646),(51 8595918),(52 8673470),(53 8781128),(54 8880935),(55 8986583),(56 9081519),(57 9155475),(58 9183665),(59 9218437),(60 9271211),(61 9348644),(62 9475210),(63 9630532),(64 9794248),(65 9975923),(66 10091983),(67 10192845),(68 10287795),(69 10357516),(70 10344367),(71 10269087),(72 10103557),(73 9909331),(74 9716689),(75 9538372),(76 9361241),(77 9224533),(78 9175393),(79 9198233),
(1 179183.69),(2 649942.44),(3 1319900.1),(4 2121732.3),(5 2982061.3),(6 3836728.8),(7 4641714),(8 5359063.5),(9 5970815),(10 6499490),(11 6943498.5),(12 7292172.5),(13 7564788.5),(14 7793489),(15 8022578),(16 8247969),(17 8440007),(18 8580379),(19 8678929),(20 8750926),(21 8779435),(22 8769589),(23 8740258),(24 8668191),(25 8533651),(26 8360162),(27 8177952.5),(28 7995296),(29 7884722),(30 7855680),(31 7876370),(32 7926690.5),(33 7985253.5),(34 7975626),(35 7897421),(36 7752199.5),(37 7554369),(38 7319914.5),(39 7080785.5),(40 6858075.5),(41 6682506),(42 6616970),(43 6645326),(44 6792937.5),(45 7025263),(46 7303533),(47 7610422),(48 7902192),(49 8140470.5),(50 8314641),(51 8442087),(52 8519355),(53 8564352),(54 8566187),(55 8542826),(56 8527539),(57 8536076),(58 8566176),(59 8680388),(60 8872097),(61 9066747),(62 9278075),(63 9432291),(64 9498220),(65 9466766),(66 9332396),(67 9122951),(68 8888475),(69 8686092),(70 8512597),(71 8395823),(72 8371926.5),(73 8435353),(74 8535102),(75 8630148),(76 8678095),(77 8658124),(78 8564982),(79 8354976),
(1 210597.3),(2 767499.25),(3 1578197.1),(4 2559537),(5 3638402.3),(6 4760123),(7 5835465),(8 6822037.5),(9 7703139.5),(10 8472758),(11 9107684),(12 9606318),(13 9984402),(14 10247697),(15 10428129),(16 10512252),(17 10526899),(18 10483692),(19 10400110),(20 10305639),(21 10246996),(22 10209175),(23 10171351),(24 10148189),(25 10118781),(26 10048430),(27 9883269),(28 9632169),(29 9333731),(30 9065978),(31 8828801),(32 8578321),(33 8324007.5),(34 8102508.5),(35 7930385),(36 7843506),(37 7884266.5),(38 8070353.5),(39 8345696),(40 8640882),(41 8952196),(42 9211640),(43 9423630),(44 9621750),(45 9770883),(46 9789706),(47 9668127),(48 9416316),(49 9103256),(50 8787429),(51 8512531),(52 8259966.5),(53 8062799.5),(54 7953525.5),(55 7937198),(56 8032943.5),(57 8242257.5),(58 8504628),(59 8759277),(60 8971313),(61 9105848),(62 9168729),(63 9145891),(64 9050211),(65 8933155),(66 8821671),(67 8774957),(68 8745645),(69 8763848),(70 8833462),(71 8893351),(72 8947326),(73 9017849),(74 9092406),(75 9121332),(76 9115108),(77 9079934),(78 9022534),(79 8932819),
(1 192361.73),(2 694347.4),(3 1401073.5),(4 2222310),(5 3075640.3),(6 3883869.5),(7 4578427.5),(8 5156898),(9 5625418.5),(10 6034872),(11 6394939.5),(12 6714549.5),(13 6966236),(14 7178840),(15 7380909),(16 7591242.5),(17 7793360.5),(18 7992087.5),(19 8126217.5),(20 8180752.5),(21 8175393),(22 8096290),(23 7965844),(24 7819205),(25 7639764.5),(26 7441829.5),(27 7219630),(28 6989510),(29 6761088.5),(30 6540409.5),(31 6340407.5),(32 6166603),(33 6022789),(34 5920423),(35 5869457.5),(36 5858968),(37 5877513.5),(38 5902043),(39 5915649.5),(40 5923841),(41 5948726.5),(42 6009865.5),(43 6092885.5),(44 6188444.5),(45 6303760),(46 6434569.5),(47 6603060.5),(48 6763466.5),(49 6868787.5),(50 6903952.5),(51 6889347),(52 6850732.5),(53 6805029),(54 6752642.5),(55 6704030),(56 6677217),(57 6660706.5),(58 6624584),(59 6551687),(60 6468768.5),(61 6387659.5),(62 6296280.5),(63 6204413),(64 6152916.5),(65 6100820),(66 6084834),(67 6115521),(68 6147956),(69 6178525),(70 6196630),(71 6183907.5),(72 6150096),(73 6106872),(74 6068745),(75 6038005.5),(76 5997023),(77 5966930.5),(78 5959771),(79 5970806.5),
(1 159755.1),(2 568300),(3 1110392),(4 1710794),(5 2295088),(6 2812127.3),(7 3242672.8),(8 3596551.5),(9 3882914.3),(10 4119835.5),(11 4321947),(12 4495734),(13 4637750),(14 4772839.5),(15 4904470),(16 5061349),(17 5226195),(18 5395277.5),(19 5570542),(20 5720084),(21 5829486),(22 5884529),(23 5892709.5),(24 5886172),(25 5861249),(26 5832303),(27 5781306),(28 5685802),(29 5561596),(30 5460024.5),(31 5430480),(32 5464344),(33 5544235),(34 5661504),(35 5805623),(36 5962008),(37 6083185),(38 6164713),(39 6181451),(40 6148536),(41 6076632),(42 5980750),(43 5848272),(44 5759599),(45 5736722),(46 5746552),(47 5793757),(48 5870524.5),(49 5961195.5),(50 6073556),(51 6177829),(52 6246102),(53 6251335),(54 6231998.5),(55 6204171),(56 6158536.5),(57 6103718),(58 6029639),(59 5974069),(60 5963139.5),(61 5996111.5),(62 6052782),(63 6127511),(64 6188913),(65 6232492),(66 6185608),(67 6081633.5),(68 5903977),(69 5702833),(70 5504703),(71 5343787),(72 5249862),(73 5226111.5),(74 5296759),(75 5479740.5),(76 5708510),(77 5943523),(78 6141017),(79 6305853),
(1 180076.66),(2 646205.3),(3 1262564.4),(4 1928176),(5 2567851.3),(6 3118017.5),(7 3563343),(8 3896452.3),(9 4148480),(10 4349851.5),(11 4484840),(12 4551621.5),(13 4551386),(14 4514005.5),(15 4476933),(16 4472101),(17 4461716),(18 4423648.5),(19 4393273.5),(20 4388539.5),(21 4409986.5),(22 4432019.5),(23 4431548),(24 4428639.5),(25 4407850.5),(26 4354870),(27 4298809.5),(28 4261854.5),(29 4275874.5),(30 4326999),(31 4416845.5),(32 4529870.5),(33 4637567.5),(34 4744301.5),(35 4859292),(36 4954165),(37 5035098),(38 5116393),(39 5171925),(40 5204477.5),(41 5221241),(42 5185711.5),(43 5094914.5),(44 4996366.5),(45 4922150),(46 4893320),(47 4912400),(48 4977577.5),(49 5045422),(50 5077373),(51 5063961.5),(52 4983263),(53 4862721.5),(54 4742076.5),(55 4654056.5),(56 4599492.5),(57 4590405),(58 4611645.5),(59 4648451),(60 4688312),(61 4724237),(62 4747797.5),(63 4761769),(64 4775301),(65 4763318),(66 4716475.5),(67 4651347),(68 4579333),(69 4492609.5),(70 4425502.5),(71 4405036),(72 4446613),(73 4556417.5),(74 4702226),(75 4858817),(76 5006144),(77 5137677.5),(78 5242332),(79 5295554.5),
(1 168774.2),(2 605697.2),(3 1190385.5),(4 1811087.5),(5 2391883.5),(6 2868761.5),(7 3246184.3),(8 3555792.8),(9 3830098.8),(10 4092172.3),(11 4350379),(12 4610208),(13 4858981),(14 5085444.5),(15 5328734),(16 5566372.5),(17 5757666.5),(18 5856481),(19 5901293.5),(20 5929173.5),(21 5912813.5),(22 5889862.5),(23 5859143.5),(24 5806434),(25 5726923.5),(26 5645234),(27 5578205.5),(28 5506142.5),(29 5470183.5),(30 5447698.5),(31 5423637),(32 5394048),(33 5304622.5),(34 5187593),(35 5095607),(36 5022880.5),(37 4945551.5),(38 4910637.5),(39 4930963.5),(40 5006482.5),(41 5120496.5),(42 5221267.5),(43 5248674.5),(44 5196381.5),(45 5077863),(46 4909484.5),(47 4729900.5),(48 4586519),(49 4498206),(50 4452738),(51 4450964),(52 4506907.5),(53 4573476.5),(54 4632566),(55 4682369),(56 4726802.5),(57 4767639),(58 4807698.5),(59 4838435),(60 4849862.5),(61 4804485.5),(62 4729823),(63 4627406.5),(64 4486797.5),(65 4373156),(66 4281559),(67 4275486),(68 4333994),(69 4465221),(70 4636004),(71 4829757.5),(72 5030976),(73 5227920.5),(74 5423776),(75 5564982),(76 5661614),(77 5711043.5),(78 5743044.5),(79 5754933),
(1 180230.97),(2 635648.6),(3 1230269.1),(4 1851246.6),(5 2415203.3),(6 2874551),(7 3215867),(8 3490729.5),(9 3715974.5),(10 3915894.8),(11 4080473),(12 4251925),(13 4438343),(14 4631494),(15 4836894),(16 5019088.5),(17 5132318.5),(18 5160065),(19 5120806),(20 4984921.5),(21 4774477),(22 4555737.5),(23 4345226.5),(24 4203866),(25 4143820.5),(26 4133037.3),(27 4157817),(28 4204602),(29 4288850),(30 4389802),(31 4500705),(32 4640033.5),(33 4786769),(34 4932418.5),(35 5040735),(36 5049466),(37 4983294.5),(38 4878906),(39 4749240),(40 4602139.5),(41 4476031.5),(42 4398482.5),(43 4349805),(44 4312931.5),(45 4273540),(46 4252345),(47 4257968.5),(48 4277694.5),(49 4283532),(50 4257206),(51 4236348),(52 4229477),(53 4211394.5),(54 4197752.5),(55 4242940.5),(56 4352994),(57 4495675.5),(58 4626778.5),(59 4686590),(60 4668009),(61 4584614.5),(62 4493245),(63 4440637),(64 4433428.5),(65 4505472.5),(66 4651970),(67 4853013),(68 5064361.5),(69 5242107.5),(70 5326297),(71 5310884),(72 5245226),(73 5152546),(74 5087603),(75 5066244.5),(76 5052714),(77 5027614),(78 4997435),(79 4976579.5),
(1 159236.81),(2 555669.25),(3 1065100.3),(4 1577428.6),(5 2032259.4),(6 2410045.8),(7 2712188.5),(8 2965679),(9 3179511),(10 3378281),(11 3560757.5),(12 3712403.8),(13 3815970.3),(14 3879666.5),(15 3890526.5),(16 3863303.8),(17 3815649.8),(18 3782913.5),(19 3747456),(20 3703695.8),(21 3645477.3),(22 3568551.5),(23 3465687.8),(24 3339519.3),(25 3215097.3),(26 3121107.3),(27 3065008),(28 3053983.8),(29 3096669),(30 3163572.8),(31 3213157.3),(32 3234674.5),(33 3223492.8),(34 3187427.8),(35 3144209),(36 3130643),(37 3145508.5),(38 3183390.3),(39 3248714),(40 3312525.5),(41 3372310),(42 3422462.5),(43 3469985.5),(44 3533491.3),(45 3599050.8),(46 3649188.5),(47 3681546),(48 3679392.8),(49 3635172.5),(50 3571388.3),(51 3503205.5),(52 3460079.8),(53 3439130.5),(54 3446455.8),(55 3466480),(56 3478794),(57 3469045.3),(58 3445517.5),(59 3451943.5),(60 3488163.8),(61 3542407.5),(62 3605700),(63 3675948),(64 3738455.8),(65 3774324.8),(66 3776158.5),(67 3789523.3),(68 3839357.8),(69 3899132),(70 3930698.8),(71 3931207.8),(72 3912134),(73 3840946.5),(74 3765887.3),(75 3692756.5),(76 3620698),(77 3569498),(78 3566901.5),(79 3591507.3),
(1 161662.5),(2 566385.1),(3 1079852.5),(4 1573342.3),(5 1975546),(6 2264429.5),(7 2466211),(8 2625757.8),(9 2785218.3),(10 2948256.8),(11 3106210.8),(12 3240467.3),(13 3348738.5),(14 3428146.8),(15 3461701.8),(16 3451126),(17 3415339),(18 3385477.3),(19 3344777),(20 3280716.8),(21 3216456.5),(22 3158480),(23 3119957),(24 3090214),(25 3083595.5),(26 3120042.8),(27 3187411.5),(28 3266186.8),(29 3355683.5),(30 3396448.3),(31 3390450.5),(32 3344621.3),(33 3265059.5),(34 3185260),(35 3147942.8),(36 3154983.8),(37 3180948),(38 3240400),(39 3307064.3),(40 3340024.3),(41 3340774.5),(42 3319186.3),(43 3273771.5),(44 3202151.5),(45 3132953),(46 3048614),(47 2955653.8),(48 2865309.5),(49 2791311.3),(50 2756839),(51 2754808.5),(52 2771067),(53 2809986.8),(54 2854901.8),(55 2884046.8),(56 2869430.5),(57 2823706),(58 2796043.3),(59 2826199.8),(60 2918068.3),(61 3050455),(62 3167283.3),(63 3241879.5),(64 3259702.5),(65 3252470),(66 3238302.5),(67 3230397.3),(68 3242416.8),(69 3292169.3),(70 3343687.5),(71 3373348.3),(72 3387406.5),(73 3393677.3),(74 3418227.3),(75 3449344.8),(76 3468597),(77 3464688.3),(78 3470628),(79 3462938.3),
(1 166937.73),(2 581279.6),(3 1092499.5),(4 1589257.6),(5 2005107.9),(6 2315329.8),(7 2543027.3),(8 2711233.3),(9 2834012.5),(10 2936862.8),(11 3017975),(12 3095029.3),(13 3155535),(14 3198281.3),(15 3221816.5),(16 3214082.3),(17 3165716),(18 3105679),(19 3021542.8),(20 2926357.8),(21 2836399.8),(22 2764608.5),(23 2701462.8),(24 2633194.3),(25 2616002.8),(26 2669983),(27 2771479.5),(28 2875033.5),(29 2950891.5),(30 3001833.3),(31 3030018.3),(32 3044148),(33 3068736),(34 3086285.3),(35 3126994.8),(36 3153957.8),(37 3174810.3),(38 3216489),(39 3264347.8),(40 3302010.3),(41 3339291),(42 3371759.8),(43 3383171.3),(44 3297622),(45 3132598),(46 2939966.8),(47 2790648.3),(48 2716636),(49 2713676.8),(50 2743774),(51 2813302.5),(52 2878539.5),(53 2918837.3),(54 2914483.5),(55 2867359),(56 2798547.3),(57 2776146.5),(58 2827867.8),(59 2938191.8),(60 3057515.8),(61 3146241.5),(62 3182665.5),(63 3173970.8),(64 3138362.3),(65 3089199.3),(66 3044228),(67 3013863.5),(68 3021243.5),(69 3069452),(70 3137426.3),(71 3216611.5),(72 3290250),(73 3355640.3),(74 3402454.8),(75 3433253.8),(76 3429245.8),(77 3393113.5),(78 3344132),(79 3299644),
(1 150052.28),(2 514707.56),(3 959674.5),(4 1389042.6),(5 1742475.8),(6 2007357.8),(7 2210338.8),(8 2376666.8),(9 2516503.5),(10 2645164),(11 2747034),(12 2827995.5),(13 2882034),(14 2917155.3),(15 2947383.5),(16 2949028.5),(17 2936686.8),(18 2942183.8),(19 2947282),(20 2917026),(21 2858890.3),(22 2781032),(23 2700186.8),(24 2622272.3),(25 2571812.3),(26 2533229.3),(27 2494523.3),(28 2440442.3),(29 2383334.8),(30 2338852.3),(31 2334903.5),(32 2379001.3),(33 2459953.5),(34 2520424.5),(35 2543522),(36 2548512),(37 2536195),(38 2540027.5),(39 2586426.8),(40 2659227.5),(41 2721340),(42 2722095.5),(43 2658031.3),(44 2571129.3),(45 2486961.3),(46 2432710.3),(47 2442192.3),(48 2513470.8),(49 2632610),(50 2755029),(51 2819051),(52 2839924.5),(53 2861603.8),(54 2878296.5),(55 2906996),(56 2963579.5),(57 3040491.5),(58 3117392.8),(59 3160478.3),(60 3146691),(61 3083126.5),(62 3021002.8),(63 3002016),(64 3028101),(65 3071722.8),(66 3098850.3),(67 3089313.3),(68 3054868.3),(69 3034570.5),(70 3049128.5),(71 3111902),(72 3182506),(73 3198788.5),(74 3185390.5),(75 3165311.5),(76 3152515.5),(77 3154504.8),(78 3152037.5),(79 3124066),
(1 153947.67),(2 522879.72),(3 958773),(4 1351921.6),(5 1652490.1),(6 1836933.9),(7 1930716.8),(8 1962259.5),(9 1976609.4),(10 2009055.6),(11 2060393.6),(12 2117755.8),(13 2175803.5),(14 2229389.5),(15 2265209.5),(16 2289585.8),(17 2302561.8),(18 2303410),(19 2289071),(20 2264772),(21 2234608),(22 2224978.5),(23 2260870.5),(24 2313562.3),(25 2366423.8),(26 2389055.8),(27 2341956.8),(28 2226792.3),(29 2092250.3),(30 1980322.1),(31 1923416.9),(32 1944148.1),(33 2015592.8),(34 2091252.8),(35 2161982.5),(36 2213025),(37 2244782.3),(38 2284490.5),(39 2329789.3),(40 2347781.3),(41 2315004.8),(42 2260584.3),(43 2225742),(44 2187498.3),(45 2179867.5),(46 2197861.8),(47 2223959.3),(48 2253887.3),(49 2274117),(50 2230447.8),(51 2133646.3),(52 2037238),(53 1980567.1),(54 1961917.4),(55 1982278),(56 2029537.1),(57 2089371),(58 2144511),(59 2157197.8),(60 2144759),(61 2141164.5),(62 2172961.5),(63 2230039.8),(64 2271527.5),(65 2300724.5),(66 2292642.3),(67 2285364.3),(68 2304206.5),(69 2343738.8),(70 2388086.5),(71 2415502),(72 2398581.3),(73 2356297.5),(74 2341060),(75 2375480.5),(76 2428206.5),(77 2489584.8),(78 2547985),(79 2574922.8),
(1 142888.28),(2 477937.1),(3 871508.56),(4 1232527.6),(5 1510740.9),(6 1691359.4),(7 1804340.9),(8 1872235.8),(9 1913943.3),(10 1938147.5),(11 1943072.4),(12 1938213.5),(13 1944456.4),(14 1971270.6),(15 2008116.8),(16 2034721.9),(17 2046969),(18 2038435.8),(19 2005961),(20 1964687),(21 1932756.1),(22 1920906.9),(23 1937027),(24 1965998),(25 1991450.5),(26 1993813.4),(27 1973868.9),(28 1945897.8),(29 1917060.8),(30 1887782.6),(31 1875755.9),(32 1872722.5),(33 1863925),(34 1846948.8),(35 1831385.6),(36 1843736),(37 1879517.1),(38 1942518),(39 1997099.3),(40 2011284.5),(41 1995683.8),(42 1964218),(43 1946251.9),(44 1956734.4),(45 2002307),(46 2045094.6),(47 2065043.1),(48 2067134.3),(49 2042722.3),(50 1997265.8),(51 1948313.8),(52 1901773.1),(53 1885152.5),(54 1885841.4),(55 1916784.4),(56 1970683.5),(57 2027627.3),(58 2068807.4),(59 2091291.3),(60 2089831.3),(61 2088531.8),(62 2092785.4),(63 2072513.9),(64 2074090.3),(65 2093489.8),(66 2093918.1),(67 2093927.3),(68 2101046.3),(69 2096942),(70 2094768),(71 2108572),(72 2130759.8),(73 2150459),(74 2170114.5),(75 2218024.3),(76 2278508.5),(77 2333713.5),(78 2358668.3),(79 2351107.5),
