1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13838.2705),(2 45987.62),(3 96651.88),(4 165204.31),(5 245178.83),(6 334187.47),(7 434552.84),(8 540736.94),(9 648596.2),(10 762617.8),(11 892403.94),(12 1038870.44),(13 1199529.1),(14 1369507.1),(15 1550542.4),(16 1734330.4),(17 1916714.5),(18 2101267.8),(19 2281900.5),(20 2470512.3),(21 2659524.3),(22 2847196.3),(23 3035655.3),(24 3228402.8),(25 3421169),(26 3604758.3),(27 3797664),(28 3981692.8),(29 4184064),(30 4396184.5),(31 4624106),(32 4854019.5),(33 5090926),(34 5321768),(35 5549020.5),(36 5777020),(37 6003821.5),(38 6233132.5),(39 6488404),(40 6740109.5),(41 6995722.5),(42 7249312),(43 7505554.5),(44 7744080),(45 7978536),(46 8211761.5),(47 8469017),(48 8748328),(49 9025819),(50 9330740),(51 9655867),(52 9976425),(53 10257557),(54 10556247),(55 10850288),(56 11132883),(57 11404597),(58 11667672),(59 11931576),(60 12169208),(61 12378655),(62 12579659),(63 12780565),(64 12973447),(65 13181576),(66 13374676),(67 13575543),(68 13789601),(69 13966403),(70 14135727),(71 14273255),(72 14389040),(73 14497048),(74 14617069),(75 14735809),(76 14850329),(77 14949397),(78 15022923),(79 15099229),
(1 6578.1313),(2 17395.328),(3 23527.02),(4 24616.318),(5 24220.115),(6 24015.385),(7 24635.625),(8 25053.238),(9 25292.898),(10 25627.229),(11 26234.334),(12 26970.125),(13 27022.898),(14 27009.758),(15 26585.566),(16 26234.096),(17 26301.438),(18 26387.793),(19 26630.188),(20 26442.95),(21 25950.041),(22 25609.625),(23 25623.877),(24 25737.777),(25 25233.318),(26 25142.193),(27 25719.494),(28 26340.893),(29 26885.115),(30 27189.154),(31 27265.063),(32 26910.785),(33 26659.244),(34 26369.29),(35 26525.537),(36 26813.904),(37 26689.88),(38 26550.95),(39 26522.531),(40 26463.752),(41 26737.004),(42 27211.053),(43 27728.959),(44 27914.867),(45 28317.818),(46 28608.186),(47 28686.824),(48 28674.787),(49 28192.941),(50 27604),(51 27225.178),(52 27201.482),(53 27578.852),(54 27675.023),(55 27563.742),(56 27151.697),(57 26632.768),(58 26825.125),(59 26879.08),(60 27005.68),(61 27216.473),(62 27109.2),(63 26903.783),(64 27017.447),(65 27614.738),(66 27813.447),(67 28046.738),(68 28300.697),(69 28520.79),(70 28354.977),(71 28227.115),(72 28155.426),(73 28295.453),(74 28130.414),(75 27858.947),(76 27476.832),(77 27374.64),(78 27492.543),(79 27873.701),
(1 6427.118),(2 16963.646),(3 23237.47),(4 24665.414),(5 24323.064),(6 24009.168),(7 24326.135),(8 24712.371),(9 25250.283),(10 25917.373),(11 26645.938),(12 27056.203),(13 26887.523),(14 26563.879),(15 25985.094),(16 25401.701),(17 25573.639),(18 25805.162),(19 25452.781),(20 24884.26),(21 24654.715),(22 24956.271),(23 25175.777),(24 25351.762),(25 25408.598),(26 25400.83),(27 25658.533),(28 25558.17),(29 25618.41),(30 25757.322),(31 26157.646),(32 26795.51),(33 27077.768),(34 27039.32),(35 27303.453),(36 27575.488),(37 27480.883),(38 26938.268),(39 26066.404),(40 25485.805),(41 25499.457),(42 25720.402),(43 26111.158),(44 26542.926),(45 26745.414),(46 26705.422),(47 26899.984),(48 27163.713),(49 27013.598),(50 26872.92),(51 27118.553),(52 27206.672),(53 27258.531),(54 27298.656),(55 27045.51),(56 26381.086),(57 25601.697),(58 25089.441),(59 25204.457),(60 26106.816),(61 26353.734),(62 26162.277),(63 25486.697),(64 25263.574),(65 25643.771),(66 26036.14),(67 26234.594),(68 26232.95),(69 26045.559),(70 25724.959),(71 25802.592),(72 26187.162),(73 26589.322),(74 26444.895),(75 26209.383),(76 26580.81),(77 26586.69),(78 26523.227),(79 26651.152),
(1 6340.933),(2 16699.836),(3 22571.275),(4 23407.125),(5 22949.508),(6 22625.945),(7 22685.275),(8 23121.613),(9 23936.582),(10 25125.418),(11 26180.535),(12 26657.059),(13 26431.5),(14 26006.434),(15 25503.086),(16 25009.486),(17 24795.125),(18 25335.08),(19 25780.902),(20 25631.654),(21 25119.701),(22 24732.44),(23 24841.94),(24 24976.447),(25 24925.262),(26 24765.969),(27 24737.5),(28 24950.361),(29 24923.957),(30 24817.967),(31 24696.545),(32 24478.926),(33 24315.672),(34 24414.162),(35 24945.906),(36 25279.002),(37 25429.883),(38 25278.293),(39 24835.752),(40 24509.355),(41 24759.93),(42 24995.066),(43 24840.197),(44 24494.742),(45 24385.002),(46 24686.273),(47 24838.45),(48 25027.709),(49 25370.99),(50 25500.83),(51 25582.541),(52 25629.752),(53 25989.832),(54 25705.51),(55 25093.018),(56 24643.748),(57 24427.617),(58 24580.553),(59 24540.908),(60 24768.951),(61 24857.8),(62 25018.725),(63 25136.904),(64 25388.14),(65 25590.846),(66 25280.268),(67 24609.871),(68 23954.525),(69 23940.902),(70 24249.066),(71 24658.01),(72 24775.293),(73 24847.76),(74 24543.744),(75 23980.61),(76 23809.879),(77 23807.402),(78 23716.5),(79 23969.525),
(1 6312.444),(2 16421.281),(3 22089.494),(4 22350.78),(5 21592.506),(6 21501.34),(7 21423.496),(8 21309.615),(9 21715.615),(10 22331.459),(11 22781.22),(12 22935.113),(13 23290.297),(14 23837.813),(15 24167.387),(16 24017.049),(17 23700.338),(18 23786.916),(19 23833.29),(20 23121.334),(21 22294.39),(22 22291.969),(23 22830.03),(24 23612.313),(25 23888.402),(26 23397.906),(27 22532.736),(28 22554.137),(29 23434.537),(30 23935.416),(31 23811.33),(32 23294.934),(33 23117.037),(34 23670.85),(35 24136.027),(36 24326.73),(37 23892.664),(38 23534.309),(39 23382.633),(40 23522.826),(41 24042.732),(42 24406.54),(43 24451.04),(44 24093.822),(45 23969.662),(46 24083.238),(47 24664.287),(48 25055.744),(49 25168.188),(50 25268.37),(51 25621.762),(52 25984.695),(53 26556.428),(54 26712.957),(55 26138.027),(56 26137.629),(57 26269.266),(58 26225.084),(59 25983.781),(60 25515.2),(61 24960.648),(62 24632.924),(63 24451.994),(64 24684.572),(65 25369.22),(66 25917.84),(67 26204.047),(68 26021.18),(69 25498.121),(70 25037.89),(71 24492.754),(72 24105.55),(73 23662.873),(74 23534.73),(75 23323.271),(76 22941.387),(77 22448.896),(78 22263.666),(79 22504.049),
(1 6274.6216),(2 16122.349),(3 21406.334),(4 21921.996),(5 21567.77),(6 21381.49),(7 20904.64),(8 20150.004),(9 20192.947),(10 21065.162),(11 21916.762),(12 22304.75),(13 22611.012),(14 22983.098),(15 23068.615),(16 22923.4),(17 23004.73),(18 23208.918),(19 23000.92),(20 22194.48),(21 22123.791),(22 22724.412),(23 23023.738),(24 22424.479),(25 21910.45),(26 21928.52),(27 22426.201),(28 22995.166),(29 23396.807),(30 23588.91),(31 23386.357),(32 22872.805),(33 22707.125),(34 23336.496),(35 24101.533),(36 24917.057),(37 24709.928),(38 24108.215),(39 23348.004),(40 22910.488),(41 23364.889),(42 23811.21),(43 23641.191),(44 23115.826),(45 23188.932),(46 23340.697),(47 23201.563),(48 23248.06),(49 23402.465),(50 23745.46),(51 23784.193),(52 23851.193),(53 23809.166),(54 23885.547),(55 23886.688),(56 23630.287),(57 23854.871),(58 24166.375),(59 24312.656),(60 24186.824),(61 24289.18),(62 24374.268),(63 24122.535),(64 23690.906),(65 23895.896),(66 24373.027),(67 25024.227),(68 25155.227),(69 24864.316),(70 24549.467),(71 24503.027),(72 24675.889),(73 24530.771),(74 24107.664),(75 24077.756),(76 23995.57),(77 23967.463),(78 24053.148),(79 23719.834),
(1 6048.267),(2 15370.144),(3 19856.662),(4 20353.459),(5 20087.322),(6 20070.809),(7 19812.82),(8 19288.207),(9 19570.037),(10 20351.402),(11 21117.945),(12 21533.19),(13 21763.268),(14 22021.291),(15 22264.883),(16 22045.625),(17 21997.79),(18 22271.98),(19 22433.717),(20 22206.018),(21 21710.191),(22 21434.945),(23 21888.62),(24 22587.256),(25 23128.482),(26 23322.559),(27 23354.137),(28 23566.488),(29 23883.938),(30 23551.248),(31 22943.543),(32 22598.582),(33 23016.43),(34 23708.67),(35 24105.281),(36 23776.69),(37 23601.855),(38 23666.14),(39 23631.457),(40 23305.898),(41 23097.61),(42 23056.316),(43 23170.068),(44 23156.541),(45 23180.328),(46 22714.52),(47 22334.111),(48 22087.355),(49 22040.598),(50 22073.566),(51 22289.844),(52 22510.994),(53 22401.756),(54 22247.111),(55 22189.805),(56 21983.777),(57 21933.332),(58 22175.705),(59 22373.773),(60 22603.33),(61 22781.172),(62 22715.451),(63 22339.27),(64 21862.879),(65 21730.037),(66 21769.117),(67 21936.697),(68 22093.328),(69 22630.773),(70 22894.363),(71 23130.59),(72 22972.686),(73 23051.467),(74 23225.727),(75 23182.014),(76 23147.748),(77 22923.389),(78 22490.076),(79 22357.094),
(1 5921.5747),(2 15145.502),(3 19497.555),(4 19415.438),(5 18818.025),(6 18703.902),(7 18634.115),(8 18204.73),(9 18301.375),(10 19116.986),(11 19978.244),(12 20393.988),(13 20669.238),(14 21340.56),(15 21447.398),(16 21108.896),(17 20878.91),(18 20925.174),(19 21260.549),(20 20978.068),(21 20653.209),(22 20726.176),(23 20896.645),(24 21230.598),(25 21538.041),(26 22138.455),(27 22765.828),(28 23193.418),(29 23464.799),(30 23143.773),(31 22440.266),(32 22230.354),(33 22782.102),(34 23369.88),(35 23556.586),(36 23468.398),(37 22931.668),(38 22580.502),(39 22416.979),(40 22252.402),(41 22399.385),(42 22668.266),(43 22763.926),(44 22597.16),(45 22291.484),(46 21944.602),(47 22011.533),(48 22144.479),(49 22539.057),(50 23155.03),(51 23439.104),(52 23343.088),(53 23049.836),(54 22751.896),(55 22421.367),(56 22431.11),(57 22452.762),(58 22237.172),(59 22133.77),(60 21876.729),(61 21939.2),(62 22120.275),(63 22093.57),(64 21497.658),(65 21167.105),(66 21533.27),(67 22457.467),(68 23008),(69 23379.12),(70 23328.05),(71 23332.209),(72 23055.16),(73 22479.863),(74 22062.736),(75 22060.035),(76 22383.678),(77 22964.914),(78 22999.922),(79 22583.75),
(1 5688.959),(2 14414.139),(3 18339.354),(4 18314.227),(5 17930.232),(6 18006.154),(7 17941.62),(8 17573.021),(9 17626.39),(10 18511.69),(11 19461.346),(12 19885.13),(13 19687.285),(14 19009.11),(15 19027.45),(16 19362.352),(17 19692.506),(18 19946.209),(19 19894.871),(20 19332.293),(21 18960.074),(22 18872.324),(23 19016.314),(24 19248.965),(25 19464.596),(26 19825.033),(27 20195.182),(28 20420.346),(29 21010.215),(30 21050.836),(31 20453.16),(32 20345.164),(33 20898.209),(34 21390.373),(35 21573.418),(36 21341.041),(37 21146.559),(38 21230.092),(39 21200.064),(40 20927.375),(41 20575.906),(42 20596.365),(43 21064.98),(44 21554.404),(45 21828.334),(46 21550.035),(47 21511.084),(48 21443.395),(49 21779.816),(50 22215.414),(51 22478.297),(52 22096.021),(53 21824.277),(54 21860.367),(55 21776.83),(56 21547.797),(57 21285.236),(58 21387.146),(59 21732.365),(60 21894.785),(61 21859.152),(62 21713.297),(63 21688.754),(64 21385.557),(65 21248.695),(66 21239.145),(67 21362.043),(68 21434.945),(69 21370.127),(70 21282.877),(71 21386.645),(72 21456.314),(73 21220.332),(74 20848.07),(75 20824.365),(76 21013.47),(77 21276.713),(78 21321.34),(79 21452.928),
(1 5442.67),(2 13660.095),(3 17375.135),(4 17328.373),(5 16988.588),(6 16814.074),(7 16746.773),(8 16286.278),(9 16481.242),(10 17351.469),(11 17910.676),(12 18484.293),(13 18879.46),(14 18724.744),(15 18246.443),(16 17967.518),(17 18263.514),(18 18794.955),(19 19084.457),(20 18420.88),(21 17590.227),(22 17216.01),(23 17375.781),(24 17916.37),(25 18242.54),(26 18478.387),(27 18928.855),(28 19329.018),(29 19183.586),(30 18678.422),(31 18116.465),(32 17976.355),(33 18378.31),(34 18616.566),(35 18848.383),(36 19129.326),(37 19129.041),(38 19193.313),(39 19276.164),(40 19322.596),(41 19405.404),(42 19429.84),(43 19733.252),(44 19956.168),(45 19942.662),(46 19733.76),(47 19623.855),(48 19821.248),(49 20336.365),(50 20870.414),(51 20751.252),(52 20630.604),(53 20776.871),(54 20878.543),(55 20956.92),(56 20773.068),(57 20389.082),(58 20554.902),(59 20942.918),(60 21020.871),(61 20898.717),(62 20532.586),(63 20257.365),(64 20203.205),(65 20368.836),(66 20417.764),(67 20079.11),(68 19537.902),(69 19235.645),(70 19321.531),(71 19340.11),(72 19401.367),(73 19465.713),(74 19590.951),(75 19542.127),(76 19396.803),(77 19176.795),(78 19298.88),(79 19619.096),
(1 5410.9287),(2 13645.105),(3 17511.5),(4 17589.516),(5 16896.412),(6 16763.516),(7 16881.17),(8 17093.887),(9 17523.3),(10 18264.213),(11 18803.695),(12 18951.193),(13 18911.725),(14 18715.682),(15 18281.877),(16 18119.412),(17 18417.545),(18 18543.697),(19 18510.105),(20 18218.326),(21 18070.441),(22 18240.44),(23 18699.64),(24 18870.24),(25 18939.592),(26 19168.686),(27 19260.645),(28 19289.896),(29 19062.775),(30 18590.92),(31 18453.135),(32 18714.943),(33 19086.67),(34 19289.076),(35 19307.9),(36 19293.86),(37 19411.94),(38 19639.559),(39 19512.521),(40 19303.447),(41 19262.92),(42 19421.201),(43 19916.791),(44 20455.81),(45 20512.06),(46 20020.49),(47 19574.79),(48 19428.1),(49 19730.217),(50 19952.47),(51 20127.975),(52 20043.285),(53 20036.625),(54 20437.814),(55 20695.67),(56 20156.7),(57 19669.229),(58 19477.713),(59 19586.246),(60 19597.32),(61 19357.93),(62 19403.46),(63 19605.035),(64 19703.504),(65 19531.75),(66 19429.7),(67 19392.037),(68 19256.953),(69 19343.047),(70 19442.424),(71 19790.855),(72 19951.807),(73 19890.576),(74 20016.64),(75 20015.414),(76 20080.766),(77 20129.625),(78 20279.432),(79 20416.1),
(1 5266.1113),(2 13022.229),(3 16425.742),(4 16442.531),(5 16114.789),(6 15963.752),(7 15937.897),(8 16015.2295),(9 16757.66),(10 17633.553),(11 17848.438),(12 17659.002),(13 17536.377),(14 17849.123),(15 17891.219),(16 17620.191),(17 17545.924),(18 17719),(19 17601.545),(20 17203.242),(21 17234.021),(22 17472.91),(23 17915.48),(24 18345.736),(25 18472.59),(26 18872.885),(27 19424.734),(28 19586.1),(29 19385.34),(30 18810.883),(31 18520.887),(32 18712.744),(33 18975.438),(34 18900.863),(35 18383.994),(36 18045.23),(37 18097.38),(38 18196.809),(39 18007.965),(40 17908.992),(41 17728.25),(42 17640.832),(43 18039.854),(44 18503.354),(45 18502.146),(46 18335.379),(47 18336),(48 18440.68),(49 18406.871),(50 18132.2),(51 18033.18),(52 18109.023),(53 18558.91),(54 18608.234),(55 18488.656),(56 18340.22),(57 18057.082),(58 17919.049),(59 17979.137),(60 18046.965),(61 18105.61),(62 18137.424),(63 18163.158),(64 18068.314),(65 17761.424),(66 17499.2),(67 17524.611),(68 17853.299),(69 18530.44),(70 18632.38),(71 18590.498),(72 18794.674),(73 18959.588),(74 18815.742),(75 18419.076),(76 18455.305),(77 18811.393),(78 18835.578),(79 18954.502),
(1 5002.212),(2 12389.039),(3 15821.686),(4 16087.478),(5 15633.097),(6 15391.578),(7 15271.707),(8 15237.575),(9 15994.833),(10 16709.018),(11 17002.55),(12 16810.318),(13 16658.73),(14 16598.95),(15 16751.35),(16 16869.082),(17 16759.912),(18 16644.406),(19 16822.62),(20 16933.44),(21 16798.777),(22 16594.959),(23 17094.854),(24 17521.48),(25 17624.521),(26 17565.645),(27 17532.953),(28 17595.71),(29 17905.367),(30 18025.99),(31 18346.871),(32 18824.49),(33 18971.572),(34 18783.678),(35 18640.695),(36 18718.06),(37 18574.734),(38 18254.203),(39 17855.205),(40 17624.123),(41 17862.957),(42 18300.652),(43 18436.623),(44 18260.256),(45 18061.75),(46 18058.9),(47 18207.441),(48 18592.404),(49 18641.023),(50 18167.414),(51 17800.932),(52 17748.63),(53 17770.803),(54 17872.494),(55 17974.262),(56 17928.904),(57 17787.428),(58 17674.436),(59 17783.62),(60 17964.81),(61 18152.004),(62 18426.94),(63 18460.588),(64 18179.752),(65 17895.01),(66 17911.477),(67 18161.082),(68 18038.666),(69 17824.758),(70 18062.074),(71 18419.594),(72 18354.984),(73 18093.03),(74 18004.34),(75 17873.135),(76 18216.1),(77 18380.844),(78 18437.164),(79 18730.203),
(1 4909.6807),(2 11944.429),(3 15121.029),(4 15276.532),(5 15216.616),(6 15008.626),(7 14872.451),(8 14867.487),(9 15625.305),(10 16095.913),(11 16061.168),(12 15891.678),(13 15935.826),(14 16054.253),(15 16019.631),(16 15987.121),(17 16032.683),(18 16167.953),(19 16311.606),(20 16208.032),(21 16039.358),(22 15784.91),(23 15718.995),(24 16072.188),(25 16009.732),(26 15887.084),(27 15703.639),(28 15908.5),(29 16301.549),(30 16349.116),(31 16400.05),(32 16446.094),(33 16289.611),(34 15872.304),(35 15707.282),(36 16071.1875),(37 16663.525),(38 16938.068),(39 16802.994),(40 16781.508),(41 16712.816),(42 16748.023),(43 16867.977),(44 17028.828),(45 17254.402),(46 17396.217),(47 17558.883),(48 17617.195),(49 17500.654),(50 17313.404),(51 17251.637),(52 17408.387),(53 17493.5),(54 17738.514),(55 18040.396),(56 18020.127),(57 17878.357),(58 17649.748),(59 17679.588),(60 18000.746),(61 18097.836),(62 17887.068),(63 17640.336),(64 17629.723),(65 17637.982),(66 17651.586),(67 17680.805),(68 17705.615),(69 17707.143),(70 17922.578),(71 17986.45),(72 17869.387),(73 17798.324),(74 17839.621),(75 17753.299),(76 17759.69),(77 18003.893),(78 18190.42),(79 18218.56),
(1 4753.9844),(2 11672.216),(3 14742.296),(4 14722.2705),(5 14434.2295),(6 14364.671),(7 14273.222),(8 14149.369),(9 14469.639),(10 15186.106),(11 15335.089),(12 15427.712),(13 15736.851),(14 15605.041),(15 15714.093),(16 15943.989),(17 15745.935),(18 15378.25),(19 15251.886),(20 15283.647),(21 15622.716),(22 15780.586),(23 15769.371),(24 15827.593),(25 16019.205),(26 15958.769),(27 15891.216),(28 15646.943),(29 15762.843),(30 16090.065),(31 16317.327),(32 16349.359),(33 16236.259),(34 16206.777),(35 16211.116),(36 16320.961),(37 16443.127),(38 16479.205),(39 16383.016),(40 16434.082),(41 16515.291),(42 16178.743),(43 15966.897),(44 16146.161),(45 16549.607),(46 16767.008),(47 16968.518),(48 16731.285),(49 16555.313),(50 16469.363),(51 16510.047),(52 16607.186),(53 16756.686),(54 16791.787),(55 16873.2),(56 16927.596),(57 16916.977),(58 16627.918),(59 16547.014),(60 16788.97),(61 16812.787),(62 16623.494),(63 16522.898),(64 16493.85),(65 16653.188),(66 16881.777),(67 17170.531),(68 17357.646),(69 17240.582),(70 17346.836),(71 17585.332),(72 17457.713),(73 17198.969),(74 17076.695),(75 17276.207),(76 17293.469),(77 17569.1),(78 17857.049),(79 17807.84),
(1 4796.5327),(2 11727.408),(3 14499.287),(4 14436.963),(5 14395.582),(6 14506.412),(7 14335.971),(8 14061.755),(9 14323.075),(10 14918.065),(11 15169.946),(12 14996.742),(13 14589.515),(14 14427.437),(15 14750.959),(16 15103.543),(17 15336.007),(18 15010.007),(19 14994.177),(20 15045.02),(21 14824.141),(22 14688.631),(23 14935.027),(24 15580.944),(25 15717.294),(26 15665.777),(27 15609.621),(28 15503.449),(29 15384.4375),(30 15543.441),(31 15850.752),(32 15923.054),(33 15938.049),(34 15669.242),(35 15448.702),(36 15778.838),(37 16367.521),(38 16220.238),(39 15627.98),(40 15413.204),(41 15576.478),(42 15754.716),(43 15800.289),(44 15610.893),(45 15560.397),(46 15802.0625),(47 15977.835),(48 15691.603),(49 15568.937),(50 15656.928),(51 15920.263),(52 15971.755),(53 15767.75),(54 15241.049),(55 15142.6045),(56 15451.162),(57 15769.299),(58 15823.102),(59 15622.068),(60 15850.248),(61 15821.003),(62 15666.774),(63 15617.021),(64 15476.964),(65 15603.697),(66 15695.791),(67 15583.367),(68 15388.617),(69 15654.01),(70 15795.405),(71 15791.952),(72 15992.894),(73 16194.879),(74 16092.407),(75 15870.738),(76 15710.757),(77 15855.827),(78 16042.922),(79 16210.177),
(1 4539.4204),(2 10852.93),(3 13486.555),(4 13510.276),(5 13177.555),(6 12720.462),(7 12541.073),(8 12586.427),(9 13275.409),(10 13965.173),(11 14150.478),(12 13871.103),(13 13557.32),(14 13631.351),(15 13987.519),(16 14280.301),(17 14426.396),(18 14182.972),(19 14085.178),(20 13893.002),(21 13604.737),(22 13459.616),(23 13758.58),(24 14335.763),(25 14769.01),(26 14965.895),(27 15042.123),(28 14925.441),(29 14913.851),(30 14943.272),(31 15160.401),(32 15133.933),(33 15071.717),(34 15246.945),(35 15651.454),(36 15944.231),(37 16102.4375),(38 15884.31),(39 15667.135),(40 15349.436),(41 15300.918),(42 15310.32),(43 15287.079),(44 15141.247),(45 15221.402),(46 15259),(47 15225.294),(48 15130.6875),(49 14948.225),(50 14707.203),(51 14567.208),(52 14490.467),(53 14382.325),(54 14139.018),(55 14146.778),(56 14377.639),(57 14334.276),(58 14332.421),(59 14247.934),(60 14185.387),(61 14072.412),(62 14207.198),(63 14203.66),(64 14383.278),(65 14609.327),(66 14631.025),(67 14574.387),(68 14472.665),(69 14818.494),(70 15144.151),(71 15093.421),(72 14993.242),(73 15078.659),(74 15207.299),(75 15332.1875),(76 15371.301),(77 15189.783),(78 15111.769),(79 15076.736),
(1 4717.9727),(2 11219.338),(3 13874.652),(4 13522.23),(5 13027.245),(6 12853.087),(7 12840.139),(8 13011.196),(9 13631.043),(10 13882.99),(11 13768.98),(12 13831.988),(13 13887.284),(14 13976.878),(15 14313.524),(16 14668.543),(17 15110.918),(18 15018.374),(19 14562.201),(20 14044.191),(21 13968.317),(22 14060.362),(23 14544.315),(24 14877.282),(25 14930.925),(26 14830.428),(27 14652.716),(28 14728.277),(29 14959.026),(30 15201.196),(31 15529.886),(32 15536.148),(33 15292.046),(34 15143.204),(35 15577.35),(36 16336.085),(37 16706.158),(38 16615.8),(39 16430.98),(40 16474.197),(41 16485.174),(42 16561.063),(43 16498.715),(44 16243.505),(45 16124.33),(46 16163.333),(47 16113.692),(48 15895.917),(49 15888.126),(50 15931.371),(51 15689.65),(52 15466.748),(53 15504.036),(54 15413.665),(55 15661.755),(56 15627.224),(57 15543.362),(58 15337.918),(59 15129.993),(60 15162.583),(61 15185.036),(62 15271.338),(63 15391.779),(64 15515.784),(65 15467.386),(66 15165.167),(67 14792.148),(68 14676.559),(69 14991.226),(70 15343.983),(71 15369.748),(72 15419.201),(73 15543.803),(74 15657.201),(75 15564.822),(76 15437.41),(77 15419.748),(78 15472.483),(79 15565.917),
