1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4525.6064),(2 11057.692),(3 16077.949),(4 19372.197),(5 21528.47),(6 22810.748),(7 23066.668),(8 23492.299),(9 23949.09),(10 24449.2),(11 25145.709),(12 25674.955),(13 26183.396),(14 26434.703),(15 26304.36),(16 25969.188),(17 25715.252),(18 25837.941),(19 26091.13),(20 26288.043),(21 26771.844),(22 27090.621),(23 27327.12),(24 27644.379),(25 27802.293),(26 27945.924),(27 27538.363),(28 27057.893),(29 26673.563),(30 26878.732),(31 27300.818),(32 27768.307),(33 27991.023),(34 28051.932),(35 28120.102),(36 28267.691),(37 28308.941),(38 28251.682),(39 28213.064),(40 28212.732),(41 28263.059),(42 28576.965),(43 28712.844),(44 28604.537),(45 28745.533),(46 29036.365),(47 29673.682),(48 30357.885),(49 31081.871),(50 31439.086),(51 31596.143),(52 31928.838),(53 32063.28),(54 31871.92),(55 31561.992),(56 31507.752),(57 31784.053),(58 32074.87),(59 32006.377),(60 31667.818),(61 31247.426),(62 31230.334),(63 31064.555),(64 30458.92),(65 29909.58),(66 29515.158),(67 29471.287),(68 29445.209),(69 29472.03),(70 29391.635),(71 29273.166),(72 29046.088),(73 28714.455),(74 28845.791),(75 28835.86),(76 28971.508),(77 28996.854),(78 28952.727),(79 28768.063),
(1 4642.008),(2 11463.029),(3 16701.62),(4 20188.732),(5 22235.574),(6 23204.336),(7 23473.928),(8 24234.428),(9 24869.283),(10 25285.98),(11 25949.29),(12 26532.574),(13 27001.068),(14 27387.066),(15 27626.229),(16 27512.314),(17 27160.578),(18 27251.68),(19 27607.262),(20 27804.912),(21 28256.51),(22 28762.96),(23 28840.424),(24 29055.88),(25 28861.133),(26 28821.887),(27 28446.424),(28 27810.285),(29 27279.762),(30 27150.232),(31 27671.871),(32 28266.604),(33 28625.084),(34 28700.836),(35 28712.941),(36 28515.232),(37 28006.66),(38 27572.172),(39 27357.264),(40 27360.758),(41 27650.107),(42 28003.82),(43 28234.678),(44 28313.336),(45 28609.342),(46 28628.322),(47 28586.99),(48 28659.998),(49 28703.748),(50 28412.045),(51 28241.209),(52 28301.898),(53 28320.662),(54 28192.152),(55 28264.729),(56 28691.55),(57 29072.635),(58 29468.191),(59 29675.064),(60 29680.867),(61 29758.936),(62 29972.623),(63 29897.688),(64 29834.648),(65 29745.21),(66 29337.633),(67 28995.459),(68 28834.45),(69 28863.65),(70 29159.385),(71 29308.662),(72 29347.434),(73 29726.47),(74 30157.361),(75 30176.828),(76 30230.252),(77 30154.64),(78 30065.8),(79 30281.088),
(1 4563.225),(2 11412.426),(3 16664.813),(4 19997.424),(5 21900.758),(6 22802.002),(7 23120.443),(8 23747.887),(9 24342.395),(10 24746.188),(11 25250.105),(12 25626.512),(13 25823.783),(14 26046.44),(15 26376.188),(16 26282.947),(17 26247.148),(18 26616.023),(19 26886.99),(20 27304.098),(21 27826.355),(22 28224.76),(23 28112.12),(24 28423.553),(25 28740.242),(26 28811.262),(27 28565.184),(28 28122.467),(29 27501.76),(30 27340.406),(31 27429.283),(32 27413.893),(33 27456.047),(34 27588.771),(35 27567.342),(36 27375.504),(37 27271.914),(38 26971.68),(39 26506.05),(40 26140.205),(41 26063.838),(42 26220.498),(43 26502.023),(44 27104.36),(45 27565.963),(46 27874.332),(47 28219.99),(48 28570.088),(49 28695.898),(50 28502.658),(51 28226.541),(52 28086),(53 28052.408),(54 28032.465),(55 27881.785),(56 27799.053),(57 28106.197),(58 28513.053),(59 28958.844),(60 29135.896),(61 29191.729),(62 29324.807),(63 29207.598),(64 29031.738),(65 29061.664),(66 28971.611),(67 28702.871),(68 28298.01),(69 27994.945),(70 28004.133),(71 28237.482),(72 28105.51),(73 28003.523),(74 27893.229),(75 27698.127),(76 27672.447),(77 27857.295),(78 28119.818),(79 28516.283),
(1 4633.54),(2 11403.728),(3 16333.18),(4 19416.24),(5 21140.729),(6 21936.703),(7 21953.93),(8 22304.65),(9 22864.475),(10 23431.916),(11 24220.402),(12 24821.025),(13 25096.35),(14 25180.758),(15 25259.008),(16 25241.887),(17 25012.725),(18 25039.578),(19 25161.076),(20 25278.537),(21 25378.773),(22 25439.395),(23 25371.727),(24 25442.402),(25 25726.89),(26 25951.656),(27 25839.291),(28 25638.367),(29 25496.635),(30 25339.58),(31 25086.809),(32 24904.156),(33 24784.787),(34 24868.617),(35 25099.568),(36 25434.477),(37 25673.33),(38 25735.377),(39 25695.854),(40 25645.758),(41 25470.105),(42 25463.207),(43 25503.76),(44 25688.754),(45 26228.799),(46 26563.701),(47 26802.674),(48 27081.59),(49 27064.045),(50 26778.975),(51 26577.027),(52 26685.693),(53 26858.803),(54 27137.871),(55 27383.852),(56 27350.338),(57 27518.441),(58 27530.783),(59 27695.932),(60 27941.025),(61 28027.383),(62 28214.25),(63 28522.65),(64 28659.262),(65 28680.879),(66 28527.645),(67 28495.92),(68 28327.656),(69 28177.297),(70 28100.127),(71 28305.807),(72 28378.514),(73 28537.06),(74 28523.66),(75 28347.297),(76 27973.844),(77 27985.797),(78 28042.566),(79 28108.193),
(1 4448.9424),(2 10948.786),(3 16110.746),(4 19285.064),(5 20967.67),(6 21676.932),(7 22213.398),(8 22922.225),(9 23593.936),(10 24394.332),(11 25206.518),(12 25671.768),(13 26211.248),(14 26778.973),(15 27150.563),(16 27261.273),(17 27069.402),(18 26942.943),(19 27202.773),(20 27477.654),(21 27643.775),(22 27660.176),(23 27361.055),(24 27170.547),(25 27202.129),(26 27593.105),(27 27937.705),(28 27981.064),(29 27740.438),(30 27558.805),(31 27404.336),(32 27330.006),(33 27333.445),(34 27403.275),(35 27785.605),(36 27756.582),(37 27525.266),(38 27399.893),(39 27437.535),(40 27508.129),(41 27762.809),(42 27962.445),(43 28070.824),(44 28335.135),(45 28612.629),(46 28640.195),(47 28485.072),(48 28255.47),(49 27970.775),(50 27859.121),(51 27869.295),(52 27876.916),(53 27800.113),(54 27696.465),(55 27728.338),(56 27845.094),(57 27899.084),(58 27822.8),(59 27838.078),(60 27864.385),(61 27933.36),(62 28048.914),(63 28232.54),(64 28282.932),(65 28240.387),(66 28249.531),(67 28302.252),(68 27981.066),(69 27714.445),(70 27619.906),(71 28002.012),(72 28538.176),(73 28948.55),(74 29282.021),(75 29161.412),(76 28780.744),(77 28327.271),(78 27878.822),(79 27574.469),
(1 4542.3364),(2 10858.687),(3 15461.687),(4 18298.563),(5 19801.818),(6 20551.592),(7 20966.121),(8 21781.951),(9 22543.967),(10 23205.277),(11 24007.994),(12 24555.633),(13 24991.713),(14 25459.895),(15 25749.697),(16 25689.54),(17 25570.502),(18 25939.436),(19 26331.002),(20 26435.55),(21 26470.969),(22 26582.012),(23 26360.547),(24 26373.01),(25 26556.709),(26 26534.13),(27 26134.928),(28 25635.563),(29 25348.762),(30 25335.725),(31 25491.344),(32 25568.928),(33 25646.36),(34 26034.678),(35 26356.928),(36 26284.207),(37 26226.111),(38 26312.225),(39 26392.045),(40 26336.156),(41 26331.805),(42 26371.57),(43 26697.111),(44 26876.814),(45 26754.877),(46 26358.09),(47 26444.07),(48 26539.852),(49 26653.64),(50 26908.479),(51 26961.863),(52 27118.264),(53 27381.436),(54 27626.87),(55 27799.797),(56 27740.307),(57 27938.488),(58 28169.646),(59 28268.816),(60 28580.793),(61 28693.777),(62 28522.37),(63 28442.236),(64 28460.64),(65 28394.367),(66 28290.396),(67 28152.713),(68 27795.178),(69 27539.87),(70 27581.87),(71 27658.277),(72 27713.404),(73 27809.604),(74 27871.285),(75 27682.316),(76 27228.604),(77 27159.236),(78 27285.914),(79 27195.178),
(1 4443.4844),(2 10843.632),(3 15638.224),(4 18614.654),(5 20289.422),(6 21034.51),(7 21435.791),(8 21971.164),(9 22754.926),(10 23261.89),(11 23750.383),(12 24304.453),(13 24715.309),(14 24995.482),(15 25196.352),(16 25241.674),(17 25473.541),(18 25993.01),(19 26455.607),(20 26604.865),(21 26696.504),(22 26982.695),(23 27103.162),(24 27418.416),(25 27582.285),(26 27457.375),(27 26942.658),(28 26516.42),(29 26305.213),(30 26209.598),(31 26158.596),(32 26327.732),(33 26235.314),(34 26460.143),(35 26500.357),(36 26442.28),(37 26429.115),(38 26271.65),(39 25980.209),(40 25910.627),(41 25949.723),(42 25849.047),(43 25692.885),(44 25713.121),(45 25622.973),(46 25805.303),(47 26317.836),(48 26914.314),(49 27329.39),(50 27583.996),(51 27775.215),(52 27762.086),(53 27711.223),(54 27807.049),(55 27876.092),(56 28099.21),(57 28203.68),(58 28254.988),(59 28282.158),(60 28522.373),(61 28707.701),(62 28717.232),(63 28697.893),(64 28534.018),(65 28621.291),(66 28879.393),(67 28751.563),(68 28384.324),(69 27899.31),(70 27735.625),(71 27889.047),(72 28002.6),(73 28129.754),(74 28187.635),(75 28089.379),(76 27933.398),(77 27693.104),(78 27614.412),(79 27631.863),
(1 4313.8145),(2 10361.151),(3 14782.283),(4 17338.023),(5 18993.957),(6 19891.361),(7 20334.563),(8 20923.373),(9 21715.477),(10 22365.54),(11 22976.99),(12 23419.436),(13 23756.342),(14 24284.066),(15 24674.85),(16 24650.775),(17 24864.053),(18 25391.393),(19 25784.133),(20 25749.205),(21 25811.127),(22 25699.42),(23 25298.111),(24 24950.63),(25 25009),(26 24820.945),(27 24638.719),(28 24661.266),(29 24625.273),(30 24893.666),(31 25070.402),(32 25216.918),(33 25290.309),(34 25450.633),(35 25367.063),(36 25054.896),(37 25060.74),(38 24948.059),(39 24954.605),(40 24842.436),(41 25080.275),(42 25183.465),(43 25189.578),(44 25081.701),(45 24885.873),(46 24850.865),(47 25184.465),(48 25557.3),(49 25763.54),(50 26009.443),(51 26237.479),(52 26279.287),(53 26134.896),(54 26097.592),(55 26350.914),(56 26805.559),(57 27019.072),(58 27100.646),(59 27038.84),(60 27043.848),(61 27078.027),(62 27037.49),(63 26743.887),(64 26586.184),(65 26529.488),(66 26582.242),(67 26488.17),(68 26542.697),(69 26430.713),(70 26362.045),(71 26614.557),(72 26601.09),(73 26349.715),(74 26190.26),(75 25927.623),(76 25554.648),(77 25081.434),(78 24753.918),(79 24758.666),
(1 4392.2207),(2 10497.457),(3 14932.023),(4 17546.482),(5 19064.12),(6 19751.023),(7 20392.717),(8 21384.844),(9 22087.816),(10 22683.014),(11 23043.797),(12 23102.139),(13 23187.498),(14 23655.393),(15 24100.193),(16 24177.992),(17 24542.64),(18 24832.77),(19 24898.885),(20 24829.309),(21 24912.277),(22 24866.762),(23 24757.754),(24 24744.615),(25 24852.97),(26 24916.451),(27 25056.754),(28 24985.158),(29 24788.156),(30 24812.047),(31 24961.922),(32 24979.023),(33 25050.313),(34 24961.076),(35 24748.793),(36 24731.912),(37 24991.479),(38 25049.012),(39 25209.057),(40 25299.748),(41 25502.145),(42 25685.273),(43 25693.926),(44 25637.309),(45 25668.535),(46 25780.676),(47 25912.03),(48 25917.855),(49 25903.652),(50 26113.756),(51 26497.557),(52 26702.521),(53 27044.012),(54 27437.023),(55 27581.984),(56 27621.816),(57 27899.246),(58 28125.115),(59 28148.004),(60 28155.154),(61 27974.178),(62 27935.777),(63 27805.08),(64 27638.62),(65 27615.26),(66 27636.172),(67 27531.984),(68 27271.19),(69 27301.816),(70 27147.871),(71 27005.979),(72 26873.78),(73 26650.684),(74 26532.023),(75 26237.727),(76 26091.338),(77 25704.602),(78 25540.352),(79 25420.19),
(1 4253.649),(2 10162.9),(3 14381.53),(4 16957.703),(5 18457.732),(6 19215.309),(7 19681.143),(8 19970.53),(9 20389.36),(10 20934.799),(11 21351.588),(12 21424.6),(13 21684.139),(14 21988.475),(15 21945.191),(16 21800.271),(17 22086.635),(18 22401.578),(19 22696.57),(20 22974.227),(21 23098.986),(22 23151.305),(23 23362.465),(24 23543.504),(25 23640.313),(26 23613.4),(27 23293.658),(28 23192.191),(29 23207.592),(30 23196.248),(31 23423.258),(32 23436.723),(33 23768.064),(34 24080.357),(35 24299.912),(36 24423.305),(37 24477.578),(38 24611.965),(39 24665.148),(40 24649.166),(41 24376.54),(42 24141.389),(43 23808.035),(44 23627.617),(45 23420.676),(46 23656.61),(47 23950.402),(48 24074.813),(49 24164.814),(50 24243.738),(51 24598.375),(52 24956.75),(53 25117.336),(54 25412.72),(55 25394.49),(56 25205.688),(57 25091.746),(58 25147.217),(59 25127.018),(60 25164.934),(61 25256.533),(62 25191.303),(63 25081.213),(64 25086.045),(65 25222.764),(66 25179.871),(67 24903.852),(68 24639.03),(69 24401.303),(70 24124.234),(71 23982.672),(72 23961.43),(73 23769.545),(74 23567.484),(75 23505.023),(76 23548.67),(77 23212.629),(78 22821.008),(79 22972.24),
(1 4273.012),(2 10063.696),(3 14310.584),(4 17073.145),(5 18596.309),(6 19455.465),(7 19937.373),(8 20302.082),(9 20693.352),(10 21378.3),(11 22014.994),(12 22573.875),(13 22987.275),(14 23203.693),(15 23095.365),(16 22920.67),(17 22997.795),(18 23139.502),(19 23087.145),(20 23242.58),(21 23345.322),(22 23239.479),(23 23226.588),(24 23191.68),(25 23078.7),(26 22790.313),(27 22610.143),(28 22548.53),(29 22721.918),(30 22860.346),(31 22853.23),(32 22893.055),(33 22871.02),(34 22724.678),(35 22627.357),(36 22674.746),(37 23001.895),(38 23147.184),(39 23207.633),(40 23176.94),(41 23188.012),(42 23243.17),(43 23334.236),(44 23536.393),(45 23873.092),(46 24199.553),(47 24465),(48 24650.223),(49 24856.2),(50 25251.773),(51 25412.777),(52 25414.715),(53 25237.53),(54 25008.242),(55 24626.412),(56 24400.813),(57 24213.24),(58 24048.191),(59 23918.277),(60 23795.582),(61 23847.777),(62 23919.434),(63 23896.273),(64 23874.018),(65 23740.518),(66 23527.604),(67 23634.893),(68 23855.719),(69 23823.295),(70 23723.56),(71 23478.848),(72 23557.328),(73 23598.146),(74 23754.742),(75 23872.43),(76 23760.852),(77 23492.418),(78 23158.594),(79 22932.701),
(1 4199.2593),(2 9955.7705),(3 14340.109),(4 17088.326),(5 18567.967),(6 19438.434),(7 19993.773),(8 20779.701),(9 21216.416),(10 21957.867),(11 22742.795),(12 23287.775),(13 23500.99),(14 23364.545),(15 23408.027),(16 23528.936),(17 23584.545),(18 23581.793),(19 23526.05),(20 23616.854),(21 23843.3),(22 24039.045),(23 24095.107),(24 24098.725),(25 24041.313),(26 23942.281),(27 23891.996),(28 23958.219),(29 24071.586),(30 24270.684),(31 24286.598),(32 24252.246),(33 24213.53),(34 24176.822),(35 24117.58),(36 24282.752),(37 24304.355),(38 24438.936),(39 24563.059),(40 24551.943),(41 24566.053),(42 24624.16),(43 24745.848),(44 25104.797),(45 25598.945),(46 26119.438),(47 26098.297),(48 26083.879),(49 26360.434),(50 26564.621),(51 26705.184),(52 26843.617),(53 26676.035),(54 26338.672),(55 25579.785),(56 25246.082),(57 24776.549),(58 24520),(59 24375.553),(60 24342.354),(61 24269.287),(62 24262.248),(63 24326.945),(64 24212.521),(65 24006.863),(66 23900.393),(67 23825.492),(68 23752.875),(69 23529.893),(70 23276.174),(71 22963.852),(72 22970.004),(73 23158.928),(74 23353.137),(75 23533.87),(76 23628.916),(77 23592.135),(78 23531.123),(79 23342.283),
(1 3975.0537),(2 9479.093),(3 13569.355),(4 15982.335),(5 17393.809),(6 18131.682),(7 18773.908),(8 19329.018),(9 19859.361),(10 20449.621),(11 21139.883),(12 21545.246),(13 21828.48),(14 22050.625),(15 22179.217),(16 21999.697),(17 21812.408),(18 21979.4),(19 22231.484),(20 22652.379),(21 23064.334),(22 23319.127),(23 23338.143),(24 23345.057),(25 23252.014),(26 22578.31),(27 22095.37),(28 21683.426),(29 21677.027),(30 21768.498),(31 21857.451),(32 22066.123),(33 22180.502),(34 22144.309),(35 22000.746),(36 21926.18),(37 22191.424),(38 22367.576),(39 22641.127),(40 22927.277),(41 23226.014),(42 23370.71),(43 23510.857),(44 23881.686),(45 24267.414),(46 24243.879),(47 23831.441),(48 23738.31),(49 23955.912),(50 24075.914),(51 24203.291),(52 24165.564),(53 23980.74),(54 23825.764),(55 23509.383),(56 23328.14),(57 23306.705),(58 23031.324),(59 22942.14),(60 22761.668),(61 22629.635),(62 22816.97),(63 23221.408),(64 23580.934),(65 23681.902),(66 23584.42),(67 23301.914),(68 23070.563),(69 22841.469),(70 22816.516),(71 22742.5),(72 22625.375),(73 22545.295),(74 22611.723),(75 22912.506),(76 23289.895),(77 23279.342),(78 23544.178),(79 23744.004),
(1 4106.2007),(2 9649.152),(3 13605.684),(4 16015.956),(5 17632.129),(6 18666.912),(7 19522.521),(8 20247.518),(9 20827.412),(10 21335.72),(11 21780.447),(12 21946.514),(13 22054.115),(14 22276.854),(15 22387.55),(16 22165.482),(17 22152.783),(18 22314.486),(19 22608.26),(20 23102.637),(21 23234.973),(22 23192.598),(23 23090.623),(24 23144.836),(25 22841.697),(26 22416.045),(27 22291.547),(28 22114.584),(29 22078.188),(30 22036.557),(31 21866.797),(32 21926.215),(33 21828.48),(34 21612.205),(35 21419.805),(36 21617.068),(37 21826.963),(38 22155.035),(39 22444.398),(40 22346.533),(41 22408.752),(42 22371.744),(43 22594.84),(44 23027.877),(45 23668.904),(46 23849.299),(47 23644.871),(48 23542.486),(49 23767.613),(50 23856.38),(51 23979.555),(52 24069.227),(53 24004.844),(54 24049.986),(55 23736.004),(56 23601.912),(57 23517.271),(58 23510.518),(59 23502.035),(60 23239.277),(61 23040.307),(62 22891.932),(63 23037.563),(64 23034.264),(65 23065.137),(66 23196.611),(67 23479.248),(68 23726.81),(69 23898.088),(70 23950.395),(71 23628.96),(72 23430.352),(73 23383.307),(74 23340.445),(75 23643.21),(76 24103.047),(77 24428.764),(78 24831.813),(79 24959.96),
(1 4150.2783),(2 9735.521),(3 13745.615),(4 16109.787),(5 17384.367),(6 17996.086),(7 18738.906),(8 19550.945),(9 20452.35),(10 21312.441),(11 21760.465),(12 21784.125),(13 21882.033),(14 21859.734),(15 21944.215),(16 21805.936),(17 21727.773),(18 21547.506),(19 21563.44),(20 21735.836),(21 21817.154),(22 21807.764),(23 21686.156),(24 21492.426),(25 21387.537),(26 21405.084),(27 21573.818),(28 21744.967),(29 22015.492),(30 21954.1),(31 21657.395),(32 21439.498),(33 21625.832),(34 21716.791),(35 21705.229),(36 21510.953),(37 21462.033),(38 21356.414),(39 21103.783),(40 20996.379),(41 21277.994),(42 21513.852),(43 21798.654),(44 22274.021),(45 22831.143),(46 23024.557),(47 22903.924),(48 22997.426),(49 23142.373),(50 23275.297),(51 23367.975),(52 23384.15),(53 23595.969),(54 23528.81),(55 22987.26),(56 22712.371),(57 22712.664),(58 22486.418),(59 22789.154),(60 22827.205),(61 22615.527),(62 22481.395),(63 22557.195),(64 22471.273),(65 22421.262),(66 22584.457),(67 22877.354),(68 22854.43),(69 22954.217),(70 22875.895),(71 22855.531),(72 22943.959),(73 22746.504),(74 22694.957),(75 22726.316),(76 22780.059),(77 22627.912),(78 22610.084),(79 22753.658),
(1 4087.1814),(2 9490.073),(3 13195.38),(4 15455.593),(5 16721.814),(6 17455.723),(7 18001.354),(8 18665.904),(9 19531.906),(10 20366.988),(11 21089.313),(12 21385.66),(13 21520.396),(14 21409.354),(15 21134.549),(16 20917.5),(17 20853.805),(18 21076.367),(19 21225.887),(20 21282.662),(21 21269.785),(22 21444.387),(23 21529.002),(24 21720.938),(25 21858.033),(26 21830.498),(27 21802.615),(28 21798.65),(29 21841.287),(30 21711.01),(31 21402.227),(32 20925.932),(33 20709.734),(34 20623.287),(35 20470.588),(36 20370.037),(37 20350.516),(38 20473.379),(39 20479.826),(40 20523.432),(41 20798.07),(42 20727.527),(43 20843.443),(44 20995.037),(45 21293.617),(46 21253.299),(47 21206.777),(48 21238.313),(49 21283.318),(50 21252.484),(51 21390.656),(52 21519.87),(53 21561.068),(54 21334.258),(55 21250.154),(56 21538.87),(57 22089.082),(58 22447.945),(59 22648.637),(60 22671.193),(61 22406.316),(62 22105.963),(63 22037.947),(64 21893.691),(65 21830.264),(66 21967.008),(67 22066.09),(68 22236.307),(69 22319.4),(70 22170.469),(71 22124.707),(72 22093.717),(73 22116.195),(74 22202.424),(75 22234.688),(76 21954.785),(77 21968.186),(78 22083.2),(79 22265.959),
(1 3988.863),(2 9272.152),(3 12970.191),(4 15271.274),(5 16609.979),(6 17547.31),(7 18274.611),(8 19018.168),(9 19833.18),(10 20748.422),(11 21274.81),(12 21442.1),(13 21576.682),(14 21569.057),(15 21428.926),(16 21358.492),(17 21214.57),(18 21252.014),(19 21311.352),(20 21473.535),(21 21576.02),(22 21642.879),(23 21790.252),(24 22155.713),(25 22128.12),(26 22004.049),(27 21857.11),(28 22063.707),(29 22324.002),(30 22232.707),(31 21988.762),(32 21824.77),(33 21539.576),(34 21171.73),(35 21094.396),(36 21019.582),(37 21006.418),(38 21088.816),(39 21323.768),(40 21567.346),(41 21813.6),(42 21857.666),(43 21676.443),(44 21696.607),(45 21835.064),(46 21809.346),(47 21866.453),(48 22295.988),(49 22686.734),(50 22699.697),(51 22564.592),(52 22326.508),(53 21966.44),(54 21802.555),(55 21855.814),(56 22222.303),(57 22530.213),(58 22901.764),(59 23109.744),(60 23038.213),(61 22805.479),(62 22668.912),(63 22681.883),(64 22456.775),(65 22385.482),(66 22440.725),(67 22367.838),(68 22144.898),(69 22040.531),(70 21875.5),(71 21589.855),(72 21493.65),(73 21540.389),(74 21718.092),(75 21802.016),(76 21706.975),(77 21488.654),(78 21389.283),(79 21501.486),
(1 3948.6943),(2 9111.14),(3 12646.768),(4 14959.974),(5 16334.694),(6 17241.662),(7 17980.209),(8 18871.074),(9 19922.488),(10 20655.596),(11 21142.848),(12 21454.287),(13 21638.08),(14 21790.053),(15 21849.436),(16 21746.953),(17 21655.824),(18 21705.217),(19 22052.627),(20 22440.846),(21 22624.564),(22 22705.076),(23 22766.342),(24 22877.203),(25 22926.2),(26 22965.264),(27 23003.424),(28 23012.037),(29 23158.047),(30 22986.678),(31 22732.035),(32 22519.115),(33 22279.842),(34 21997.848),(35 21905.908),(36 21784.736),(37 21821.162),(38 21799.6),(39 21556.607),(40 21493.537),(41 21689.66),(42 21800.566),(43 21620.371),(44 21694.936),(45 21838.959),(46 22007.818),(47 22152.393),(48 22430.273),(49 22997.34),(50 23188.023),(51 23239.463),(52 23038.613),(53 22751.336),(54 22789.043),(55 22904.629),(56 22948.969),(57 22835.5),(58 22839.813),(59 22921.293),(60 22880.648),(61 22759.082),(62 22646.912),(63 22515.014),(64 22276.465),(65 22264.037),(66 22077.629),(67 22017.42),(68 21715.22),(69 21356.328),(70 21223.34),(71 21113.896),(72 21093.123),(73 21373.758),(74 21510.984),(75 21468.299),(76 21123.123),(77 20910.559),(78 20930.52),(79 21134.635),
