1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64619.03),(2 233003.38),(3 513076.66),(4 853014.7),(5 1281927.8),(6 1774162.4),(7 2314274.5),(8 2895868.3),(9 3529353.8),(10 4191825),(11 4897408),(12 5628410),(13 6349399.5),(14 7077659.5),(15 7741486),(16 8410007),(17 9026871),(18 9608504),(19 10188523),(20 10771915),(21 11425648),(22 12111899),(23 12849555),(24 13577711),(25 14352589),(26 15179576),(27 16060507),(28 16880182),(29 17706550),(30 18518500),(31 19258980),(32 20038014),(33 20739398),(34 21488596),(35 22240594),(36 23047118),(37 23791696),(38 24504730),(39 25137570),(40 25718786),(41 26174470),(42 26502976),(43 26706154),(44 26872990),(45 27026614),(46 27159754),(47 27256294),(48 27234784),(49 27124434),(50 26852518),(51 26506282),(52 26155950),(53 25926790),(54 25643074),(55 25328706),(56 25017200),(57 24665938),(58 24283974),(59 23824938),(60 23389670),(61 22910974),(62 22486794),(63 22067690),(64 21680096),(65 21306468),(66 20906160),(67 20435370),(68 19932760),(69 19338900),(70 18810584),(71 18374630),(72 18119712),(73 17985578),(74 17829750),(75 17718626),(76 17617540),(77 17447842),(78 17274294),(79 17003506),
(1 88219.26),(2 331207.75),(3 691743.1),(4 1090474.6),(5 1547481.6),(6 2016303),(7 2471750),(8 2906137.5),(9 3308030),(10 3676897.5),(11 4024086),(12 4361230.5),(13 4678565),(14 4984469.5),(15 5281894.5),(16 5575963),(17 5855116.5),(18 6118488.5),(19 6362983.5),(20 6576819.5),(21 6754817.5),(22 6901189.5),(23 6996260),(24 7068430),(25 7124291),(26 7141616.5),(27 7140571),(28 7112609.5),(29 7080940.5),(30 7020356),(31 6945180),(32 6846478),(33 6732232.5),(34 6607420),(35 6476716.5),(36 6360638.5),(37 6265569.5),(38 6192510.5),(39 6154660),(40 6142555),(41 6158816.5),(42 6202246.5),(43 6274551),(44 6368467.5),(45 6469135.5),(46 6538169),(47 6569596.5),(48 6557269),(49 6497016.5),(50 6379113.5),(51 6231266),(52 6083385.5),(53 5954549),(54 5852386),(55 5781607.5),(56 5730006.5),(57 5687212.5),(58 5648265),(59 5625937.5),(60 5612430.5),(61 5630236.5),(62 5693638.5),(63 5800399.5),(64 5949294),(65 6112873.5),(66 6273411.5),(67 6428638),(68 6560360.5),(69 6656972.5),(70 6729875.5),(71 6783493),(72 6806347),(73 6802230.5),(74 6787525.5),(75 6767856.5),(76 6731795),(77 6699189),(78 6684997.5),(79 6655358.5),
(1 85083.77),(2 318192.22),(3 662643.56),(4 1033882.2),(5 1454767),(6 1881926.6),(7 2294983.3),(8 2694608.3),(9 3069056),(10 3428123.3),(11 3782207),(12 4122357),(13 4436003.5),(14 4732045.5),(15 5012075.5),(16 5281915.5),(17 5538747.5),(18 5766270),(19 5963416.5),(20 6128020.5),(21 6261046.5),(22 6336358),(23 6371161.5),(24 6376050.5),(25 6340726),(26 6262481.5),(27 6164254.5),(28 6039734.5),(29 5917235.5),(30 5786318.5),(31 5659005.5),(32 5535454.5),(33 5406706.5),(34 5292781),(35 5184156),(36 5101947),(37 5034412.5),(38 4994357),(39 4976026),(40 4976079.5),(41 4998416),(42 5022360),(43 5049980.5),(44 5084568),(45 5127343.5),(46 5169214.5),(47 5192719.5),(48 5198942),(49 5168888.5),(50 5095390),(51 4994088.5),(52 4883368.5),(53 4805376),(54 4753669),(55 4741353),(56 4764830.5),(57 4818984.5),(58 4881123.5),(59 4948526),(60 5011801.5),(61 5087770.5),(62 5187242.5),(63 5318930.5),(64 5486634.5),(65 5667138),(66 5845868.5),(67 6009609.5),(68 6144461.5),(69 6244674),(70 6318958),(71 6377845.5),(72 6389165.5),(73 6363724.5),(74 6306050.5),(75 6228318.5),(76 6124421.5),(77 6018832.5),(78 5914960),(79 5797353.5),
(1 81650.04),(2 302264.2),(3 624175.6),(4 958866.75),(5 1338188.9),(6 1725657),(7 2109571),(8 2487458.8),(9 2854667.5),(10 3210678.5),(11 3534062.8),(12 3827193.3),(13 4084019.3),(14 4317411.5),(15 4531041.5),(16 4723461),(17 4892038),(18 5039458.5),(19 5155106),(20 5252146),(21 5317756),(22 5340687),(23 5333407),(24 5309073.5),(25 5267043.5),(26 5211049.5),(27 5164300.5),(28 5110455.5),(29 5066279.5),(30 5020222.5),(31 4965243.5),(32 4914110),(33 4864100),(34 4824502.5),(35 4780403),(36 4746879.5),(37 4731231.5),(38 4730285.5),(39 4737824.5),(40 4752220),(41 4768541),(42 4787650.5),(43 4798898.5),(44 4811384.5),(45 4817387.5),(46 4830123),(47 4835077.5),(48 4823986),(49 4787128.5),(50 4713263.5),(51 4617942),(52 4538484.5),(53 4477383),(54 4481135),(55 4527577.5),(56 4593922.5),(57 4671097),(58 4732640.5),(59 4775897.5),(60 4794692),(61 4794647.5),(62 4795979),(63 4820606.5),(64 4869468),(65 4922167),(66 4956790),(67 4956566.5),(68 4933442),(69 4895187),(70 4852810),(71 4821554.5),(72 4796415),(73 4771880.5),(74 4725098),(75 4666341),(76 4594868),(77 4521591.5),(78 4455067),(79 4381712),
(1 81940.336),(2 299618.2),(3 608124.1),(4 924681.75),(5 1265295.4),(6 1603405.3),(7 1922470.9),(8 2215296.5),(9 2476123),(10 2711616.8),(11 2917755.8),(12 3098071),(13 3249547.8),(14 3367847),(15 3455561.3),(16 3517485),(17 3574030),(18 3621384.3),(19 3657814.8),(20 3691265.5),(21 3727934.5),(22 3754670.5),(23 3791390),(24 3831054.5),(25 3873448.3),(26 3915748.3),(27 3953693.5),(28 3984460.8),(29 4034611.3),(30 4063475),(31 4087359.3),(32 4100455.8),(33 4103735.8),(34 4097176.8),(35 4092269.5),(36 4103149),(37 4130044.5),(38 4170392.3),(39 4220045),(40 4255946),(41 4280896.5),(42 4290284),(43 4285291.5),(44 4270446),(45 4250334),(46 4233399),(47 4212545),(48 4180223.8),(49 4129847.8),(50 4052655.8),(51 3949596.8),(52 3847027.3),(53 3766915.5),(54 3720461),(55 3709053),(56 3713784),(57 3727689.5),(58 3738401.3),(59 3738053),(60 3721132.8),(61 3693196.3),(62 3675218.3),(63 3677214.8),(64 3697258.3),(65 3732706.5),(66 3775507.3),(67 3825657),(68 3893711.3),(69 3978054.5),(70 4062758.8),(71 4147559.3),(72 4232032),(73 4297996.5),(74 4326066),(75 4306180),(76 4249330),(77 4165716.3),(78 4096897),(79 4003514.5),
(1 82316.43),(2 299924.25),(3 603429.9),(4 916759.1),(5 1245656.9),(6 1555943.3),(7 1840211.5),(8 2101001),(9 2341690),(10 2566406),(11 2770944.3),(12 2956715),(13 3122036.5),(14 3266988.8),(15 3394398.8),(16 3515665.3),(17 3634262.3),(18 3744166.5),(19 3841661),(20 3931011),(21 4024038.8),(22 4101786),(23 4172838.8),(24 4228476),(25 4271662),(26 4281872),(27 4279204.5),(28 4251927),(29 4224331.5),(30 4170217.3),(31 4087215.8),(32 3982539.3),(33 3861466),(34 3743257.3),(35 3635808.3),(36 3547966),(37 3470597.8),(38 3402260.3),(39 3348856),(40 3294004.3),(41 3239135),(42 3183620.3),(43 3142382.3),(44 3117748.8),(45 3111314.8),(46 3117270.8),(47 3134789.3),(48 3147992.5),(49 3140565.8),(50 3112606),(51 3055249.8),(52 2992673.3),(53 2943442.3),(54 2916284.8),(55 2921031),(56 2943199.8),(57 2974767.5),(58 3004981.3),(59 3026447.8),(60 3028976),(61 3012254.3),(62 2993207.5),(63 2999931),(64 3032832),(65 3085925.8),(66 3147539),(67 3213427.8),(68 3284341.3),(69 3349441),(70 3398516.3),(71 3431256.3),(72 3460374.5),(73 3476352.3),(74 3469785.8),(75 3443385.3),(76 3394797.3),(77 3328774),(78 3251901),(79 3157504.5),
(1 68620.27),(2 248761.23),(3 498113.63),(4 741087.3),(5 985747.2),(6 1203126.1),(7 1394750.9),(8 1566459.3),(9 1725306),(10 1864276.3),(11 1994877.1),(12 2117853.8),(13 2222989.5),(14 2311109),(15 2381012.8),(16 2446367),(17 2511679.8),(18 2588541.3),(19 2669398.5),(20 2756447.8),(21 2846399.8),(22 2930892.8),(23 3020661.3),(24 3095887.5),(25 3152936),(26 3179180.8),(27 3192216.3),(28 3174781.8),(29 3156491.5),(30 3104298.5),(31 3031007.5),(32 2939291),(33 2831181.3),(34 2711837.3),(35 2585550.5),(36 2463792.5),(37 2354753.8),(38 2265801),(39 2203290.3),(40 2162624),(41 2134855.3),(42 2118131),(43 2103931.5),(44 2093472),(45 2095255.3),(46 2112890.5),(47 2144973.3),(48 2175757.5),(49 2193650.8),(50 2202465.5),(51 2179477.5),(52 2148661.8),(53 2131264.5),(54 2135628.5),(55 2171364.8),(56 2214039),(57 2255442.5),(58 2281825.8),(59 2286428.8),(60 2271662.5),(61 2236491),(62 2198873.3),(63 2172990.5),(64 2167537.8),(65 2178506.3),(66 2202416.3),(67 2227426.5),(68 2249338.8),(69 2267212.5),(70 2281640),(71 2301892.3),(72 2341976.8),(73 2386503.5),(74 2419542.8),(75 2444045),(76 2446516.8),(77 2428470.8),(78 2413950.3),(79 2378740.8),
(1 74458.11),(2 268917.1),(3 532168.8),(4 783289.75),(5 1040064.8),(6 1276261.8),(7 1483720.1),(8 1668893.1),(9 1830730.6),(10 1970336.8),(11 2091709.1),(12 2189862.3),(13 2267528.3),(14 2324447),(15 2362791.3),(16 2389778),(17 2419667.8),(18 2458327.8),(19 2504564.5),(20 2560593.5),(21 2628899),(22 2705278.5),(23 2779081),(24 2836529.5),(25 2869487.5),(26 2882113.5),(27 2885208.8),(28 2871802.5),(29 2844686),(30 2808045.5),(31 2754975.5),(32 2674732.5),(33 2573500.5),(34 2468653.5),(35 2367106),(36 2273070.8),(37 2184130.5),(38 2114618.5),(39 2058917.9),(40 2024244.6),(41 2001173.1),(42 1973226.9),(43 1941487.4),(44 1921838.5),(45 1914660.5),(46 1929988),(47 1964296.3),(48 2002427.6),(49 2030944.1),(50 2048774.4),(51 2045937.8),(52 2037631.3),(53 2044857.5),(54 2079424),(55 2146266.5),(56 2226239.5),(57 2309154.5),(58 2373583.3),(59 2402671),(60 2397642.3),(61 2355078.8),(62 2296288),(63 2231452.3),(64 2182768),(65 2156231.5),(66 2156768.8),(67 2177807),(68 2212431.5),(69 2257040.3),(70 2309431.8),(71 2371394.3),(72 2439637.8),(73 2503052.5),(74 2553564.8),(75 2588298.3),(76 2602751.5),(77 2599756.5),(78 2600289.5),(79 2586124.5),
(1 75578.73),(2 269907.5),(3 529320.6),(4 772436.4),(5 1018269.7),(6 1241121.5),(7 1434588.9),(8 1602955.1),(9 1740579.1),(10 1840073.4),(11 1904258),(12 1933416),(13 1942789.3),(14 1941999.5),(15 1933972.4),(16 1924050.6),(17 1917672.1),(18 1927873),(19 1959090),(20 2010054.4),(21 2078857.8),(22 2158184),(23 2236646.8),(24 2306339.8),(25 2367629.8),(26 2432296.8),(27 2497944.3),(28 2549387.3),(29 2560651.8),(30 2553542.8),(31 2514542.3),(32 2457158.3),(33 2400374.8),(34 2342232.3),(35 2272305.8),(36 2192884.8),(37 2114787.8),(38 2047375.5),(39 1992981),(40 1959938.8),(41 1940692.6),(42 1920803.1),(43 1893571.1),(44 1862929.8),(45 1837105.8),(46 1837324.4),(47 1871972.8),(48 1934986.1),(49 2009053.6),(50 2078610.4),(51 2123009),(52 2141162),(53 2162312.3),(54 2187580.5),(55 2230179.3),(56 2271413.3),(57 2302388.3),(58 2311528),(59 2295122.5),(60 2266570.3),(61 2233581.5),(62 2211120),(63 2206987),(64 2219476.8),(65 2251585.3),(66 2300057.3),(67 2361836.8),(68 2432882),(69 2505257),(70 2570172.8),(71 2621444),(72 2654927.5),(73 2673910.3),(74 2671850.8),(75 2650381.5),(76 2604292.3),(77 2537562.8),(78 2479406),(79 2412817.8),
(1 74065.81),(2 261862.81),(3 507151.44),(4 731506.25),(5 959650),(6 1166864.3),(7 1349954.5),(8 1505054.8),(9 1624541),(10 1713076),(11 1761019.5),(12 1777036),(13 1776660),(14 1766014),(15 1748383.3),(16 1732400.3),(17 1722706.1),(18 1731086.1),(19 1761919.1),(20 1811093.6),(21 1874502.8),(22 1944242),(23 2004889.8),(24 2045952.8),(25 2075743),(26 2101214),(27 2121057.5),(28 2126692.8),(29 2129316.5),(30 2109519.8),(31 2081688.4),(32 2055094.1),(33 2030505.3),(34 2002458.1),(35 1967402.9),(36 1926977),(37 1891195.3),(38 1863875.1),(39 1846572),(40 1843159),(41 1846061.6),(42 1847903.1),(43 1846649.8),(44 1843359),(45 1845010),(46 1869236),(47 1919890.8),(48 1989892),(49 2065491.8),(50 2134337.8),(51 2174862.3),(52 2189101.3),(53 2198780.8),(54 2199752.8),(55 2202724.5),(56 2204490),(57 2202143.8),(58 2195858.5),(59 2181123),(60 2169517.5),(61 2167608),(62 2185091.3),(63 2219200.8),(64 2262176),(65 2310890),(66 2368570.3),(67 2437148),(68 2508711.3),(69 2574393.5),(70 2629205.5),(71 2660999.3),(72 2664928),(73 2646622.8),(74 2609535.5),(75 2555176.5),(76 2483781.5),(77 2405148.8),(78 2339159.5),(79 2276938.8),
(1 72926.54),(2 257281.25),(3 492337.13),(4 699787.25),(5 908064.9),(6 1093014.1),(7 1259497.4),(8 1399441.9),(9 1511592.1),(10 1598052.1),(11 1647638),(12 1683592.4),(13 1707373.6),(14 1723597.3),(15 1739674.1),(16 1760283.4),(17 1783391.1),(18 1811435.6),(19 1846881.8),(20 1883384.9),(21 1923503.6),(22 1960013.3),(23 1981490.6),(24 1988098.1),(25 1978296.3),(26 1963042),(27 1938969.5),(28 1913828.8),(29 1887914.4),(30 1858522.4),(31 1813787.6),(32 1761467.1),(33 1709027.8),(34 1663691.3),(35 1618511.6),(36 1574513.3),(37 1532156.5),(38 1502283),(39 1492769.8),(40 1507695.1),(41 1546069),(42 1599547.9),(43 1656969.4),(44 1714822.5),(45 1777053.6),(46 1849128.3),(47 1928335.6),(48 2011363.5),(49 2088467.5),(50 2130787.8),(51 2118265.5),(52 2080599.6),(53 2041546),(54 2000165),(55 1980160.6),(56 1975842.1),(57 1983521.3),(58 1995653.6),(59 2005619.9),(60 2018256.3),(61 2039313.3),(62 2064758.9),(63 2091635.6),(64 2111876.8),(65 2131434.8),(66 2149807.8),(67 2179239.8),(68 2210522.5),(69 2226944.8),(70 2218979),(71 2191263.5),(72 2154642.3),(73 2118967.3),(74 2085824),(75 2056202.1),(76 2028529.3),(77 2003892.4),(78 1989802.1),(79 1983720.6),
(1 64310.535),(2 223296.08),(3 423178.56),(4 598744.94),(5 775646.2),(6 935818.8),(7 1074000.3),(8 1187085.8),(9 1272579.9),(10 1330928),(11 1366347.6),(12 1392613.5),(13 1404905.1),(14 1406845.9),(15 1402443.4),(16 1400921),(17 1403727.5),(18 1412549.3),(19 1432931.3),(20 1452932.9),(21 1471828.1),(22 1488437.9),(23 1502835.4),(24 1518365.3),(25 1541145.3),(26 1570204.6),(27 1594915.9),(28 1612263.3),(29 1613286.5),(30 1613408.8),(31 1605429.5),(32 1598031.6),(33 1584564.4),(34 1561852.8),(35 1534544.8),(36 1509533.6),(37 1494217.9),(38 1498883.3),(39 1527559),(40 1573160.9),(41 1640343.6),(42 1711756),(43 1775554),(44 1824236.6),(45 1853234.3),(46 1869744.3),(47 1878777.6),(48 1884164.1),(49 1878443.4),(50 1853697.1),(51 1810731.6),(52 1756574.9),(53 1703637.5),(54 1658097.9),(55 1635894.9),(56 1633373),(57 1640989.3),(58 1654616.5),(59 1672525.3),(60 1702444.8),(61 1744339.3),(62 1789748.1),(63 1829955.9),(64 1860235.9),(65 1889665.1),(66 1921754.8),(67 1956656),(68 1979927.5),(69 1979130),(70 1955855.8),(71 1919468.4),(72 1869272.8),(73 1823398.1),(74 1786162.5),(75 1769840.6),(76 1772259.6),(77 1791153.8),(78 1825123),(79 1863084.6),
(1 56167.547),(2 188275.98),(3 344401.97),(4 471377.16),(5 597042.75),(6 713103.1),(7 819641.3),(8 913735.6),(9 989271.56),(10 1047957.44),(11 1096363.1),(12 1134681.3),(13 1164134.5),(14 1179721),(15 1182820.8),(16 1183218),(17 1181096.9),(18 1185664.6),(19 1200378.1),(20 1214424.8),(21 1228033.5),(22 1240217.8),(23 1255034.9),(24 1272377.9),(25 1294821.6),(26 1314842.8),(27 1326584.6),(28 1332052.5),(29 1328986.8),(30 1331971.6),(31 1333972.5),(32 1338442.1),(33 1342824.9),(34 1349347.3),(35 1361370.1),(36 1380129),(37 1404640.3),(38 1438098),(39 1476055.3),(40 1516266.8),(41 1564443.1),(42 1615980.1),(43 1656116.4),(44 1680034.5),(45 1682973.3),(46 1671268.4),(47 1655232.5),(48 1643788.5),(49 1634606.5),(50 1620512.4),(51 1592998.3),(52 1565632),(53 1542774.4),(54 1524625.3),(55 1516129.3),(56 1510515.5),(57 1509181.8),(58 1510566.8),(59 1519348.5),(60 1539939.3),(61 1569163.5),(62 1599148.5),(63 1627013.6),(64 1649926.9),(65 1668559.3),(66 1681105.3),(67 1691638),(68 1689922.6),(69 1674430.8),(70 1643759.9),(71 1603274.8),(72 1558386.3),(73 1517163.1),(74 1486564.5),(75 1474645.6),(76 1476420.3),(77 1499676.3),(78 1517332.5),(79 1552193.5),
(1 57954.727),(2 193215.61),(3 346100.7),(4 461745.9),(5 562577),(6 644906.4),(7 709884.2),(8 764670.75),(9 808699),(10 848818.06),(11 888052.44),(12 932233.94),(13 979092.56),(14 1016177.9),(15 1031763.56),(16 1031211.6),(17 1021527.8),(18 1015714.44),(19 1013107.56),(20 1008255.56),(21 1002732),(22 1001340.94),(23 1009905.3),(24 1030170.44),(25 1054190.4),(26 1076841.6),(27 1095183.8),(28 1111036.5),(29 1119207.1),(30 1131683.1),(31 1135505.6),(32 1136699.8),(33 1131186),(34 1124120.9),(35 1119426.3),(36 1122584.9),(37 1129424.5),(38 1136721.1),(39 1139063.4),(40 1135527.9),(41 1136860.6),(42 1144854.4),(43 1156988.4),(44 1162637.9),(45 1155661.6),(46 1137574.6),(47 1121762.6),(48 1120514.9),(49 1128586),(50 1131893.3),(51 1119764.5),(52 1100053.6),(53 1082070.5),(54 1064919.3),(55 1062240.9),(56 1065245.4),(57 1074360.6),(58 1082145.9),(59 1089393.5),(60 1102012.9),(61 1121167.4),(62 1136167.6),(63 1150668),(64 1167101.3),(65 1185731.5),(66 1200815.9),(67 1221471.5),(68 1242393),(69 1263217.6),(70 1273548.1),(71 1270425.8),(72 1254100.5),(73 1229956.5),(74 1206941),(75 1191660.3),(76 1180779.8),(77 1183410),(78 1182479.9),(79 1196117.3),
(1 58631.383),(2 196242.69),(3 352838.5),(4 476035.2),(5 582061.5),(6 661469.06),(7 719595),(8 764984.56),(9 799501.25),(10 831086.06),(11 863603.75),(12 899117.1),(13 926086.06),(14 931022.9),(15 915767),(16 896434.5),(17 880569.06),(18 873211),(19 873184.9),(20 876518.94),(21 883541.1),(22 892592.2),(23 904592.25),(24 926784),(25 954845.5),(26 990077.94),(27 1029502.06),(28 1063297),(29 1085947.1),(30 1102436.9),(31 1108878),(32 1114078.4),(33 1111437.4),(34 1100148.3),(35 1081488.6),(36 1060600.4),(37 1039010.9),(38 1017224.06),(39 994720.56),(40 972006.25),(41 954599.44),(42 942265.5),(43 939959.8),(44 939680.06),(45 937867),(46 930187.4),(47 918934.3),(48 919921.1),(49 933749.75),(50 949471.1),(51 953673.06),(52 949229.7),(53 934653.9),(54 928755.4),(55 936758.94),(56 950469.75),(57 959608.06),(58 957126.5),(59 949962.7),(60 952554.1),(61 964787),(62 973580.25),(63 985849.5),(64 1000684.44),(65 1018300.6),(66 1034071.8),(67 1059629.8),(68 1095083.9),(69 1132624.1),(70 1155814.9),(71 1163263.5),(72 1155441),(73 1138058.8),(74 1113017.6),(75 1086499.8),(76 1060469.5),(77 1046590.4),(78 1034557.9),(79 1043343.56),
(1 56460.734),(2 185637.14),(3 329913.56),(4 443544.63),(5 541217.8),(6 617611.1),(7 678976.56),(8 727622.3),(9 761599.44),(10 785471.44),(11 804206.7),(12 821805.6),(13 835578.56),(14 833910.7),(15 819267.6),(16 803088.4),(17 790356.56),(18 787665.7),(19 798106.94),(20 817614.9),(21 843919.4),(22 867724),(23 886933.9),(24 903895.44),(25 921231.1),(26 943360.9),(27 970239.44),(28 992624.7),(29 1017462.56),(30 1030090.5),(31 1038070.75),(32 1042009.44),(33 1040100.25),(34 1031069.5),(35 1016026.1),(36 994808.9),(37 967885.1),(38 948435.4),(39 933452.25),(40 915889.94),(41 896378.9),(42 882504.7),(43 883408),(44 898471.2),(45 919114.1),(46 935352.8),(47 938990.5),(48 937385.06),(49 939119.3),(50 941891.2),(51 942703.44),(52 934597.75),(53 915079),(54 902820.6),(55 899728.2),(56 899986.9),(57 896163.56),(58 883722.56),(59 870610.9),(60 867041.06),(61 877937.06),(62 899280.56),(63 928994.5),(64 959336.6),(65 991308.56),(66 1020126.4),(67 1047429.3),(68 1070514.3),(69 1080580.8),(70 1074928.5),(71 1061694.6),(72 1042730.5),(73 1024825.75),(74 1006541.94),(75 991252.56),(76 972632),(77 956350.06),(78 935690.75),(79 924179.3),
(1 55332.67),(2 179998.53),(3 318374.44),(4 430793.9),(5 528712.1),(6 602844.06),(7 654894),(8 690488.75),(9 711097.94),(10 722374.9),(11 733139.1),(12 743797.9),(13 751213.1),(14 752787.9),(15 752780.44),(16 756401.8),(17 764770),(18 781017.25),(19 798313.8),(20 817063.8),(21 840408.2),(22 872588.9),(23 906697.5),(24 942447.44),(25 970513.3),(26 993087.7),(27 1015042.2),(28 1036525.3),(29 1056529.4),(30 1068010),(31 1068546.4),(32 1060595.4),(33 1045308.75),(34 1028817.1),(35 1009430.1),(36 986882.3),(37 961515.25),(38 948081.06),(39 945259.6),(40 942770.7),(41 940991.25),(42 950353.25),(43 964131.1),(44 978874.1),(45 987830.1),(46 988469.5),(47 975461.1),(48 958106.56),(49 946132.56),(50 942075.44),(51 937117.7),(52 931613.25),(53 916757.3),(54 902415.8),(55 884829.6),(56 865999.9),(57 846183.8),(58 824562.3),(59 812147.8),(60 817676.1),(61 842853.6),(62 881707.25),(63 924944.7),(64 965568.2),(65 1000980.56),(66 1024065.9),(67 1033628.94),(68 1028589.25),(69 1018257.1),(70 1003359.8),(71 985391.6),(72 968841.8),(73 956357.9),(74 946264.5),(75 936750.2),(76 921645.7),(77 901792),(78 876695.44),(79 849808),
(1 58880.75),(2 192146.8),(3 338137.4),(4 453214.34),(5 543207.3),(6 601753.94),(7 638184.4),(8 659972.25),(9 677779.44),(10 694890.25),(11 717686.94),(12 735395.56),(13 744397.3),(14 756544.9),(15 778550.3),(16 804152.06),(17 826765.1),(18 844619.75),(19 857946.94),(20 867782.56),(21 872388.4),(22 880712.06),(23 895441.5),(24 920614.9),(25 948081.44),(26 973136.4),(27 988149.1),(28 991069.94),(29 993504.9),(30 989560.7),(31 975547.2),(32 954093.9),(33 929738.06),(34 908714.56),(35 890486.06),(36 872739.56),(37 855116.56),(38 847004.4),(39 846188.25),(40 846236.4),(41 843084.9),(42 837778.06),(43 828654.4),(44 819268.6),(45 811976.8),(46 808043.6),(47 807872.44),(48 817306.5),(49 833825.6),(50 850359.75),(51 859328.2),(52 859282.9),(53 844820.6),(54 817723.56),(55 791433.75),(56 767845.3),(57 750797.44),(58 737663.94),(59 737515.1),(60 757957.9),(61 795350.94),(62 841569.6),(63 883749.9),(64 914013.1),(65 931822.94),(66 935673),(67 930588.6),(68 922607.75),(69 912424),(70 898579.44),(71 885405.94),(72 874812.2),(73 865954.56),(74 859489.7),(75 858627),(76 860888.06),(77 864767.3),(78 868159),(79 866086.06),
