1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 5835.792),(2 15306.5625),(3 24698.143),(4 32279.799),(5 38184.633),(6 42514.14),(7 46386.605),(8 49895.63),(9 53388.98),(10 56879.195),(11 59504.24),(12 62409.035),(13 65618.44),(14 68150.54),(15 69503.92),(16 70333.04),(17 69837.91),(18 69373.4),(19 69800.93),(20 69904.41),(21 70166.63),(22 70764.19),(23 70934.234),(24 71422.04),(25 72522.29),(26 73538.516),(27 75003.9),(28 75404.52),(29 74869.47),(30 75374.914),(31 75960.46),(32 76788.78),(33 77524.766),(34 77231.43),(35 76880.1),(36 77117.57),(37 77026.2),(38 76892.79),(39 76497.234),(40 75800.06),(41 74933.945),(42 74867.56),(43 74349.016),(44 73947.32),(45 73782.04),(46 73496.84),(47 73707.016),(48 74656.766),(49 75021.16),(50 75217.24),(51 75237.516),(52 74657.32),(53 74726.17),(54 75710.75),(55 76427.125),(56 76893.5),(57 77311.62),(58 77456.79),(59 77831.14),(60 78350.04),(61 78830.89),(62 79860),(63 81113.02),(64 82123.516),(65 83171.484),(66 83067.72),(67 83519.15),(68 84173.984),(69 83386.41),(70 82742.13),(71 82739.125),(72 82709.42),(73 82615.81),(74 82363.164),(75 82018.01),(76 81708.945),(77 82074.984),(78 81866.99),(79 81832.93),
(1 5738.6973),(2 14786.12),(3 23642.605),(4 30795.615),(5 37033.836),(6 41296.473),(7 45244.555),(8 48294.406),(9 50975.313),(10 53658.816),(11 55750.2),(12 57780.297),(13 60534.96),(14 62523.938),(15 63634.355),(16 64436.016),(17 64047.434),(18 64102.703),(19 64595.12),(20 64298.492),(21 64348.36),(22 64913.28),(23 65109.332),(24 65448.348),(25 66425.1),(26 67055.46),(27 67968.805),(28 68167.38),(29 67424.86),(30 67242.57),(31 67498.16),(32 67877.48),(33 68481.29),(34 68402.24),(35 68360.86),(36 68957.89),(37 69203.16),(38 68977.48),(39 69047.2),(40 68561.94),(41 67701.38),(42 67236.16),(43 66660.59),(44 66646.01),(45 66913.734),(46 67090.77),(47 67579.3),(48 68652.625),(49 69344.56),(50 70348.24),(51 71050.734),(52 71672.14),(53 72832.69),(54 73688.6),(55 74367.23),(56 75472.14),(57 76302.09),(58 76553.47),(59 77621.07),(60 77921.66),(61 78289.61),(62 79920.38),(63 80640.586),(64 81511.164),(65 81875.13),(66 81039.195),(67 80966.695),(68 81626.01),(69 81323.42),(70 80832.82),(71 80349.61),(72 80079.72),(73 80070.82),(74 80074.18),(75 79097.15),(76 78308.54),(77 78260.22),(78 77911.21),(79 77664.07),
(1 5424.0195),(2 14160.311),(3 22505.656),(4 29492.912),(5 35916.51),(6 40673.555),(7 45082.594),(8 48136.33),(9 50762.98),(10 53276.875),(11 54823.918),(12 56472.953),(13 58920.734),(14 60881.87),(15 62161.504),(16 63340.137),(17 63788.355),(18 64055.125),(19 64643.68),(20 64893.676),(21 65310.953),(22 66235.94),(23 66542.48),(24 66805.74),(25 67643.2),(26 68744.82),(27 69723.305),(28 70208.18),(29 70126.95),(30 70664.17),(31 70905.4),(32 71606.89),(33 72398.05),(34 72502.6),(35 72670.375),(36 73136.08),(37 73616.28),(38 74295.33),(39 74581.016),(40 74275.78),(41 73700.67),(42 73632.336),(43 73129.65),(44 72821.21),(45 72828.46),(46 72959.56),(47 73796.445),(48 74950.21),(49 75222.86),(50 76082.48),(51 75948.05),(52 75513.195),(53 75890.805),(54 76693.65),(55 77309.43),(56 77372.65),(57 77983.98),(58 78463.96),(59 79172.44),(60 80033.96),(61 81384.04),(62 83086.336),(63 83882.18),(64 84910.43),(65 86055.766),(66 85863.75),(67 85946.46),(68 86733.305),(69 86069.625),(70 85559.75),(71 85450.625),(72 85248.13),(73 84687.03),(74 83872.945),(75 82811.07),(76 82023.125),(77 81861.07),(78 81586.79),(79 81614.84),
(1 5265.918),(2 13811.241),(3 21924.441),(4 28495.31),(5 34260.313),(6 38474.17),(7 41991.184),(8 44594.92),(9 47284.543),(10 49838.727),(11 51901.03),(12 54251.297),(13 57009.445),(14 59005.48),(15 60305.13),(16 61539.207),(17 61884.23),(18 62094.383),(19 62802.125),(20 63136.023),(21 63779.227),(22 64340.09),(23 64437.113),(24 65056.277),(25 65486.438),(26 65928.266),(27 66177.52),(28 66540.336),(29 66552.43),(30 67685.27),(31 68296.695),(32 68795.52),(33 69320.445),(34 68985.41),(35 68868.88),(36 69276.06),(37 69219.13),(38 69193.83),(39 69365.375),(40 68801.59),(41 68636.49),(42 68848.21),(43 68770.26),(44 68868.87),(45 69279.11),(46 69773.336),(47 70802.94),(48 71680.73),(49 72075.055),(50 72396.11),(51 72480.92),(52 72651.83),(53 73054.64),(54 73451.484),(55 73686.59),(56 74056.67),(57 73939.34),(58 73743.16),(59 74592.13),(60 74548.984),(61 75096.02),(62 75811.734),(63 75727.89),(64 75826.086),(65 76241.36),(66 75857.2),(67 76206.52),(68 76802.46),(69 76233.62),(70 76262.03),(71 76455.31),(72 77099.61),(73 77613.2),(74 77899.484),(75 77544.37),(76 77316.43),(77 77868.46),(78 78100.58),(79 78252.94),
(1 5154.453),(2 13284.951),(3 20908.781),(4 26747.328),(5 32510.652),(6 36638.344),(7 40189.473),(8 42915.746),(9 45285.313),(10 47540.34),(11 49423.086),(12 51443.6),(13 53370.887),(14 54974.074),(15 55987.137),(16 56604.78),(17 56394.56),(18 56791.7),(19 57621.918),(20 57978.31),(21 58504.438),(22 59099.01),(23 59766.523),(24 60566.887),(25 61584.098),(26 62388.516),(27 62748.78),(28 63407.04),(29 63868.38),(30 65420.355),(31 66117.03),(32 66610.914),(33 67436.49),(34 67002.484),(35 66720.586),(36 66469.08),(37 66143.29),(38 65901.3),(39 65701.164),(40 65216.875),(41 65416.414),(42 65421.098),(43 65031.906),(44 65373.496),(45 66292.04),(46 67181.125),(47 68031.055),(48 68950.04),(49 69368.01),(50 70225.8),(51 70758.836),(52 70922.99),(53 71090.25),(54 71244.95),(55 71904.65),(56 72449.516),(57 73542.44),(58 74488.445),(59 75787.03),(60 75906.08),(61 75944.25),(62 76356.62),(63 75816.73),(64 75404.35),(65 75365.44),(66 74778.31),(67 74855.3),(68 75388.69),(69 75081.4),(70 75637.34),(71 75966.02),(72 75704.38),(73 75831.47),(74 76263.41),(75 76158.53),(76 76236.12),(77 76086.37),(78 76378.875),(79 76480.805),
(1 5294.383),(2 13579.191),(3 21226.754),(4 27157.36),(5 32611.357),(6 36422.363),(7 39940.26),(8 42857.445),(9 45449.527),(10 48273.793),(11 49976.72),(12 51586.863),(13 53247.285),(14 53871.43),(15 54133.695),(16 54099.62),(17 53738.06),(18 53844.94),(19 54398.594),(20 54617.926),(21 55256.76),(22 56362.2),(23 57102.473),(24 57628.23),(25 58174.125),(26 58139.348),(27 58025.24),(28 58042.58),(29 58114.965),(30 59820.22),(31 61203.64),(32 62244.48),(33 63214.58),(34 63563.293),(35 63851.2),(36 63852.84),(37 63421.93),(38 63332.086),(39 63296.83),(40 63192.152),(41 62850.996),(42 62979.17),(43 62893.46),(44 63187.43),(45 64411.824),(46 65301.543),(47 66008.164),(48 66639.91),(49 66621.29),(50 66269.36),(51 66825.234),(52 67053.16),(53 67182.79),(54 67503.23),(55 68227.16),(56 69185.2),(57 69274.375),(58 69883.45),(59 70673.7),(60 70680.836),(61 70395.75),(62 70475.68),(63 70119.04),(64 70123.84),(65 70233.52),(66 69982.89),(67 70034.984),(68 70565.93),(69 70610.516),(70 70565.055),(71 70841.05),(72 70921.43),(73 71017.86),(74 71356.02),(75 71739.75),(76 72740.26),(77 73764.48),(78 74334.67),(79 74904.35),
(1 5085.309),(2 13121.403),(3 20749.262),(4 26772.18),(5 32879.293),(6 37099.31),(7 41220.914),(8 44689.535),(9 47785.563),(10 50647.77),(11 52705.293),(12 54950.563),(13 56958),(14 58176.844),(15 59056.598),(16 59694.027),(17 59616.656),(18 59858.93),(19 60673.082),(20 60947.48),(21 61445.184),(22 62005.625),(23 62092.637),(24 62187.094),(25 62579.73),(26 62365.29),(27 62307.105),(28 62288.797),(29 62376.164),(30 64180.438),(31 65198.87),(32 66087.22),(33 67108.03),(34 67575.414),(35 68663.26),(36 69102.39),(37 68509.09),(38 67933.96),(39 67425.125),(40 66859.41),(41 66390.82),(42 66153.91),(43 66080.695),(44 66313.42),(45 67213.95),(46 67715.35),(47 68239.39),(48 68826.516),(49 68661.19),(50 68940.81),(51 68948.555),(52 69529.55),(53 69864.27),(54 69619.945),(55 69305.71),(56 70319.86),(57 70717.39),(58 71149.97),(59 71963.555),(60 71838.3),(61 71546.555),(62 71708.055),(63 71257.44),(64 71169.086),(65 71159.9),(66 70831.79),(67 71236.73),(68 71692.24),(69 71512.41),(70 72165.55),(71 72105.195),(72 72299.805),(73 72559.13),(74 73142.15),(75 73563.72),(76 74350.08),(77 75705.945),(78 76645.766),(79 77164.695),
(1 4976.1357),(2 12789.747),(3 20345.133),(4 26648.826),(5 32917.324),(6 37332.96),(7 41344.156),(8 44657.582),(9 47797.637),(10 50898.414),(11 52880.535),(12 55281.99),(13 57725.64),(14 59241.332),(15 60032.477),(16 61088.72),(17 61609.977),(18 62505.348),(19 63867.664),(20 64227.36),(21 64324.145),(22 64171.848),(23 63930.504),(24 64145.563),(25 64632.453),(26 64776.594),(27 65172.31),(28 65658.01),(29 65973.47),(30 67258.055),(31 68001.19),(32 68760.19),(33 70009.19),(34 70468.21),(35 70955.836),(36 71098.125),(37 70543.15),(38 69915.62),(39 69353.55),(40 68431.266),(41 67771.21),(42 67485.28),(43 67045.91),(44 67197.84),(45 68116.49),(46 68378.7),(47 68591.445),(48 69256.49),(49 69053.81),(50 69535.47),(51 70072.28),(52 69858.49),(53 69881.77),(54 70753.94),(55 71021.05),(56 70929.07),(57 71665.36),(58 71751.94),(59 72044.02),(60 72460.06),(61 72404.39),(62 72401.37),(63 72025.734),(64 71834.79),(65 72216.65),(66 72286.08),(67 72547.57),(68 73524.02),(69 73270.09),(70 73853.97),(71 74176.46),(72 74052.84),(73 73886.75),(74 73678.49),(75 72902.72),(76 72328.9),(77 72642.89),(78 72638.055),(79 72487.8),
(1 4879.737),(2 12537.36),(3 19965.813),(4 26158.137),(5 32130.793),(6 36180.547),(7 40086.914),(8 43370.29),(9 46251.83),(10 49141.742),(11 50903.2),(12 53053.47),(13 55563.367),(14 56479.004),(15 56854.09),(16 57362.168),(17 57767.973),(18 58023.113),(19 58618.04),(20 58623.523),(21 58595.063),(22 58585.47),(23 58346.547),(24 58282.258),(25 58655.742),(26 58420.633),(27 58637.32),(28 59054.65),(29 59477.61),(30 60673.65),(31 61329.2),(32 62069.582),(33 63224.445),(34 63635.33),(35 63825.523),(36 63909.035),(37 63527.563),(38 63381.86),(39 63565.38),(40 63040.066),(41 62704.8),(42 62695.96),(43 62255.582),(44 62399.91),(45 63307.207),(46 64008.375),(47 64919.08),(48 65509.47),(49 65601.734),(50 66002.234),(51 66742.336),(52 66932.29),(53 67058.71),(54 68321.8),(55 69665.914),(56 70407.98),(57 71150.17),(58 71314.12),(59 71536.07),(60 71331.2),(61 70782.305),(62 71241.67),(63 71836.38),(64 72550.914),(65 73043.82),(66 72620.16),(67 72335.27),(68 72707.24),(69 71904.42),(70 71969.12),(71 72363.5),(72 71836.695),(73 71499.85),(74 71352.266),(75 70995.44),(76 70749.19),(77 70583.29),(78 70174.49),(79 70311.42),
(1 4781.716),(2 11948.968),(3 18808.479),(4 24673.883),(5 30002.666),(6 33955.01),(7 37639.332),(8 40617.28),(9 42899.414),(10 44701.227),(11 46253.46),(12 47997.297),(13 49938.91),(14 50407.78),(15 51062.586),(16 51682.957),(17 52157.004),(18 52939.285),(19 53739.613),(20 53909.703),(21 54237.3),(22 54929.086),(23 54971.848),(24 55287.75),(25 55315.316),(26 54727.965),(27 54360.09),(28 54421.477),(29 54559.88),(30 55265.24),(31 55578.938),(32 55997.88),(33 56915.45),(34 57483.242),(35 58208.76),(36 58712.13),(37 58047.555),(38 57533.266),(39 57501.555),(40 57139.21),(41 56890.742),(42 57011.45),(43 56715.97),(44 56826.24),(45 58127.223),(46 59022.85),(47 60078.2),(48 60974.438),(49 61358.285),(50 62060.523),(51 62852.805),(52 63560.773),(53 64165.11),(54 64575.42),(55 65240.21),(56 66181.04),(57 66489.4),(58 67028.63),(59 67652.55),(60 67332.56),(61 67137.86),(62 66971.11),(63 66093.42),(64 65753.91),(65 65925.77),(66 65634.266),(67 65157.137),(68 64833.793),(69 64480.652),(70 64114.777),(71 64527.84),(72 64825.684),(73 64967.758),(74 65200.1),(75 64583.285),(76 64594.547),(77 65093.996),(78 64438.957),(79 63933.586),
(1 4746.155),(2 11727.34),(3 18358.03),(4 23879.924),(5 28928.307),(6 32525.74),(7 35878.7),(8 38485.266),(9 40822.56),(10 42924.715),(11 44474.39),(12 46475.137),(13 48518.703),(14 49063.492),(15 49239.082),(16 49502.797),(17 49462.137),(18 50023.453),(19 50816.586),(20 51083.797),(21 51354.547),(22 51860.824),(23 51871.195),(24 52092.05),(25 52391.934),(26 51987.656),(27 51795.82),(28 51572.594),(29 51597.15),(30 52403.645),(31 52464.65),(32 52641.477),(33 53138.984),(34 53310.098),(35 53495.918),(36 53876.547),(37 53673.016),(38 53553.53),(39 53644.94),(40 53762.88),(41 53755.55),(42 54045.44),(43 53463.49),(44 53379.914),(45 54281.67),(46 55384.65),(47 56407.973),(48 57302.137),(49 57587.504),(50 58209.688),(51 59314.426),(52 60233.88),(53 61143.594),(54 61930.055),(55 62722.63),(56 63603.613),(57 64287.016),(58 64872.355),(59 65473.164),(60 65511.203),(61 65597.18),(62 66342.336),(63 66318.05),(64 66177.625),(65 65770.36),(66 65056.56),(67 64906.586),(68 64884.793),(69 64268.51),(70 64152.824),(71 64419.71),(72 64513.395),(73 65481.426),(74 66137.44),(75 65733),(76 65419.64),(77 65500.914),(78 65354.684),(79 65253.94),
(1 4747.4727),(2 11740.184),(3 18265.78),(4 23626.678),(5 28708.39),(6 32024.648),(7 35025.1),(8 37289.793),(9 39267.727),(10 41087.176),(11 42879.75),(12 44776.414),(13 46795.84),(14 47146.094),(15 47356.883),(16 47646.04),(17 48098.5),(18 48642.633),(19 49591.824),(20 50038.977),(21 50580.99),(22 51357.902),(23 51738.09),(24 52126.97),(25 52338.758),(26 52113.81),(27 52182.91),(28 52494.313),(29 52328.984),(30 53054.51),(31 52877.813),(32 52549.363),(33 53134.39),(34 53445.258),(35 53638.477),(36 54037.38),(37 54153.133),(38 54254.797),(39 54616.977),(40 54438.215),(41 54008.766),(42 53819.72),(43 53060.234),(44 52804.836),(45 53222.117),(46 53706.01),(47 54226.11),(48 54669.203),(49 54970.727),(50 55686.813),(51 56355.164),(52 57230.895),(53 57957.895),(54 58768.234),(55 59593.04),(56 60318.164),(57 61126.44),(58 61797.637),(59 62630.867),(60 62666.3),(61 63369.8),(62 64133.95),(63 64285.883),(64 64319.34),(65 64642.773),(66 64089.902),(67 63970.66),(68 63687.984),(69 63603.367),(70 63724.59),(71 64251.984),(72 64940.67),(73 65508.176),(74 65758.85),(75 66183.36),(76 66732.68),(77 67754.58),(78 67379.266),(79 67458.53),
(1 4692.0176),(2 11702.422),(3 18444.137),(4 23988.613),(5 29551.822),(6 33526.375),(7 36772.934),(8 39038.586),(9 40979.906),(10 42751.87),(11 44020.477),(12 45496.734),(13 46719.547),(14 47046.6),(15 47275.813),(16 47723.2),(17 47933.66),(18 48420.848),(19 49462.01),(20 49610.86),(21 49791.285),(22 50076.58),(23 49931.2),(24 49894.902),(25 49904.715),(26 49458.406),(27 49313.953),(28 49468.97),(29 49494.875),(30 50299.99),(31 50677.953),(32 51004.773),(33 51939.918),(34 52593.535),(35 53346.38),(36 53917.453),(37 53522.9),(38 53424.2),(39 53853.18),(40 53822.906),(41 54235.793),(42 54688.723),(43 54162.777),(44 53725.266),(45 53859.074),(46 53870.367),(47 53929.35),(48 54643.184),(49 54852.785),(50 55242.86),(51 55679.703),(52 55480.832),(53 55679.277),(54 56696.777),(55 57676.32),(56 58538.363),(57 59022.277),(58 59737.934),(59 60933.227),(60 61036.785),(61 61039.348),(62 61529.32),(63 61127.676),(64 61145.93),(65 61283.195),(66 60526.508),(67 60149.832),(68 60528.934),(69 59636.285),(70 59543.746),(71 59238.1),(72 59253.156),(73 59801.33),(74 60081.324),(75 59696.06),(76 60066.836),(77 60863.688),(78 61197.04),(79 61023.418),
(1 4584.5303),(2 11483.537),(3 17992.176),(4 23329.348),(5 28331.309),(6 32188.72),(7 35331.918),(8 37788.25),(9 40074.12),(10 42239.066),(11 43928.688),(12 45568.617),(13 46713.91),(14 46762.938),(15 46758.063),(16 46955.875),(17 46918.785),(18 47144.43),(19 47626.535),(20 47420.89),(21 47495.34),(22 47726.617),(23 47665.14),(24 47709.32),(25 47899.37),(26 47364.664),(27 47150.996),(28 47597.75),(29 47838.63),(30 48846.293),(31 49502.867),(32 49900.754),(33 50564.09),(34 50843.71),(35 51269.34),(36 51250.08),(37 51011.836),(38 50928.004),(39 51720.902),(40 51769.844),(41 52080.387),(42 52594.496),(43 52497.95),(44 52770.33),(45 53646.63),(46 54115.813),(47 54827.043),(48 55667.36),(49 56090.113),(50 56479.28),(51 57047.45),(52 56826.18),(53 56403.37),(54 56317.754),(55 56948.613),(56 57825.234),(57 58602.8),(58 59823.35),(59 60510.03),(60 60661.887),(61 60354.734),(62 60751.06),(63 60219.51),(64 59712.418),(65 60053.918),(66 60567.67),(67 60503.25),(68 60820.85),(69 60920.555),(70 60336.57),(71 60427.34),(72 60459.38),(73 60085.535),(74 60276.613),(75 60401.97),(76 60473.77),(77 60741.957),(78 60430.51),(79 60090.242),
(1 4440.3516),(2 11026.259),(3 17263.111),(4 22653.148),(5 28139.5),(6 32131.38),(7 35104.207),(8 37193.395),(9 39307.688),(10 41320.66),(11 43235.27),(12 45028.28),(13 46216.41),(14 46097.91),(15 45968.27),(16 46226.547),(17 46310.34),(18 46774.105),(19 47205.094),(20 46971.37),(21 46774.125),(22 46878.64),(23 46853.816),(24 46795.957),(25 47077.594),(26 46749.996),(27 46761.55),(28 47217.88),(29 47377.91),(30 47840.375),(31 48094.01),(32 48346.598),(33 49165.918),(34 49667.418),(35 50176.215),(36 50998.285),(37 51197.254),(38 51701.19),(39 52485.875),(40 52688.797),(41 53205.26),(42 53730.348),(43 53609.387),(44 53475.496),(45 53847.668),(46 53880.13),(47 54250.293),(48 54817.566),(49 54909.73),(50 55207.906),(51 55608.895),(52 55702.566),(53 55912.234),(54 56206.535),(55 56318.797),(56 56935.098),(57 56867.98),(58 57124.58),(59 58209.25),(60 58049.387),(61 57740.574),(62 57952.38),(63 57912.152),(64 58096.324),(65 58709.254),(66 58580.17),(67 59072.234),(68 59891.42),(69 59764.28),(70 60061.637),(71 59746.137),(72 59680.03),(73 59770.83),(74 59773.816),(75 59959.62),(76 60543.234),(77 61273.016),(78 60991.62),(79 61221.887),
(1 4271.3545),(2 10383.856),(3 16133.119),(4 20961.297),(5 25863.648),(6 29393.592),(7 32549.166),(8 34751.87),(9 36627.938),(10 38188.05),(11 39479.953),(12 40944.055),(13 42499.324),(14 42615.637),(15 42777.918),(16 42997.563),(17 42818.953),(18 43305.754),(19 44001.008),(20 43900.727),(21 44078.246),(22 44476.89),(23 44703.16),(24 45107.344),(25 45451.996),(26 45258.414),(27 45222.445),(28 45479.176),(29 45843.563),(30 46620.855),(31 46693.832),(32 46715.75),(33 47564.93),(34 48262.637),(35 49062.996),(36 50368.414),(37 51016.03),(38 51586.16),(39 52159.69),(40 52171.688),(41 51926.207),(42 52261.97),(43 51980.234),(44 51381.09),(45 51446.703),(46 51263.617),(47 51114.57),(48 51250.29),(49 51297.29),(50 50959.34),(51 51117.676),(52 50912.21),(53 50781.703),(54 50950.586),(55 50983.12),(56 51366.195),(57 51576.355),(58 51480.863),(59 51717.4),(60 52083.508),(61 51690.668),(62 51777.03),(63 51299.3),(64 51276.78),(65 52003.69),(66 51975.51),(67 52207.953),(68 52573.152),(69 52572.7),(70 52806.06),(71 53562.805),(72 53813.406),(73 53917.11),(74 54258.727),(75 54259.195),(76 54732.99),(77 56101.46),(78 56574.406),(79 56476.2),
(1 4128.5234),(2 10088.898),(3 15577.16),(4 20073.8),(5 24533.24),(6 27662.361),(7 30411.11),(8 32340.203),(9 34259.223),(10 35776.29),(11 36720.195),(12 37816.637),(13 38790.57),(14 38908.914),(15 38922.67),(16 39161.26),(17 38989.023),(18 39119.52),(19 39299.598),(20 39093.758),(21 39239.01),(22 40051.39),(23 40635.207),(24 40819.184),(25 40840.508),(26 40539.496),(27 40768.063),(28 41370.85),(29 41770.207),(30 42581.81),(31 43013.484),(32 43531.99),(33 44238.75),(34 44651.51),(35 45040.043),(36 45601.7),(37 45967.13),(38 46878.53),(39 47939.113),(40 48149.49),(41 48455.273),(42 48732.49),(43 48757.277),(44 48840.242),(45 49098.984),(46 49103.914),(47 48634.14),(48 48677.57),(49 48681.33),(50 48691.19),(51 48395.406),(52 47907.93),(53 47853.633),(54 47898.203),(55 48108.996),(56 48677.836),(57 48910.176),(58 49216.695),(59 49740.42),(60 49993.133),(61 50048.316),(62 50284.67),(63 50540.258),(64 50652.36),(65 51141.438),(66 51302.566),(67 51850.02),(68 52786.523),(69 52884.184),(70 53352.555),(71 54083.633),(72 54255.332),(73 54636.348),(74 55273.652),(75 55556.477),(76 55859.32),(77 56343.17),(78 57234.332),(79 57549.156),
(1 4047.1094),(2 9835.987),(3 15227.079),(4 19784.355),(5 24445.719),(6 27594.586),(7 30359.105),(8 32147.943),(9 33735.402),(10 35105.305),(11 35642.84),(12 36472.77),(13 37350.53),(14 37611.93),(15 38009.285),(16 38338.92),(17 38132.914),(18 38259.637),(19 38501.035),(20 38474.555),(21 39102.87),(22 40322.68),(23 40946.234),(24 41345.03),(25 41767.18),(26 42019.85),(27 42472.35),(28 43037.004),(29 43174.668),(30 43882.582),(31 44524.406),(32 45081.168),(33 45721.656),(34 45856.203),(35 45971.215),(36 46161.664),(37 46082.63),(38 46331.01),(39 46609.863),(40 46457.254),(41 46309.797),(42 46493.934),(43 46268.133),(44 46219.766),(45 46431.5),(46 46222.715),(47 45985.156),(48 45918.23),(49 45841.77),(50 45774.22),(51 45849.594),(52 45401.15),(53 45344.902),(54 45061.617),(55 45676.094),(56 46372.684),(57 46720.68),(58 47285.703),(59 47949.9),(60 48068.863),(61 48692.93),(62 49660.535),(63 49877.406),(64 49939.734),(65 50828.754),(66 51578.35),(67 52543.23),(68 53704.754),(69 53687.137),(70 53872.5),(71 54196.203),(72 55066.15),(73 55101.95),(74 54923.402),(75 54794.78),(76 55518.844),(77 56241),(78 55663.516),(79 56140.453),
