1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 714008.2),(2 1067991.6),(3 1471366.1),(4 1868544.9),(5 2252515.8),(6 2607683.8),(7 2981090.3),(8 3402714.8),(9 3809187.3),(10 3231053.8),(11 3255935.3),(12 3251681.3),(13 3313253.3),(14 3403047),(15 3511021.8),(16 3639858),(17 3768470.3),(18 3854801.8),(19 3904216),(20 3937774),(21 3968401),(22 3849005.3),(23 3703113),(24 3520479),(25 3295528),(26 3025407),(27 2747708.3),(28 2465193.8),(29 2226918.8),(30 1960258),(31 2007884.5),(32 2020715),(33 2067974.9),(34 2135062.5),(35 2135757),(36 2151480),(37 2138730.3),(38 2123256.8),(39 2101949.3),(40 2053366.6),(41 2074621.9),(42 2079447.4),(43 2087235.6),(44 2145567.3),(45 2220987.3),(46 2316557.3),(47 2377820.3),(48 2454106),(49 2543483.8),(50 2579086.8),(51 2610677),(52 2626969.3),(53 2631613.3),(54 2616912.3),(55 2598973.3),(56 2598991.3),(57 2605653.3),(58 2585702),(59 2582663.3),(60 2523892),(61 2492739.3),(62 2445736),(63 2420694.5),(64 2396454.3),(65 2374963),(66 2330044.8),(67 2282474.8),(68 2274682.8),(69 2291338.5),(70 2296390),(71 2335079.3),(72 2376932),(73 2454037.8),(74 2533252.8),(75 2615904.8),(76 2689193.3),(77 2778577.5),(78 2831087),(79 2876738.8),
(1 80138.27),(2 200538.7),(3 366857.03),(4 557710.9),(5 757815.5),(6 962914.2),(7 1170078.5),(8 1382217.9),(9 1601104.4),(10 1775819),(11 1986034.4),(12 2197454),(13 2413429.3),(14 2628590.8),(15 2841714.5),(16 3052704.8),(17 3253277.3),(18 3441474),(19 3607494.3),(20 3766976.3),(21 3901558.3),(22 4001449),(23 4103133.3),(24 4187412.8),(25 4276203),(26 4387534.5),(27 4516282.5),(28 4677396),(29 4837266.5),(30 5000130.5),(31 5180722.5),(32 5340572.5),(33 5484378.5),(34 5631610),(35 5744799.5),(36 5847710.5),(37 5961374.5),(38 6072524.5),(39 6188686),(40 6314450),(41 6439798.5),(42 6566536.5),(43 6667083),(44 6779758),(45 6877463),(46 6978659.5),(47 7053397),(48 7116361.5),(49 7166545.5),(50 7225161),(51 7261822),(52 7307981),(53 7350700.5),(54 7412005),(55 7479635),(56 7550160),(57 7606624),(58 7645484.5),(59 7673817),(60 7701854),(61 7727639),(62 7746736.5),(63 7755240.5),(64 7757607),(65 7785826),(66 7808343.5),(67 7855401.5),(68 7907799),(69 7991192.5),(70 8086908),(71 8170798),(72 8286173),(73 8426795),(74 8580609),(75 8724510),(76 8847718),(77 8962389),(78 9065785),(79 9153692),
(1 67874.24),(2 178058.92),(3 340531.78),(4 532335.75),(5 742206.5),(6 960395.94),(7 1181401),(8 1405173),(9 1630093.5),(10 1858804.1),(11 2060082),(12 2247275),(13 2423392),(14 2583784.8),(15 2738492.3),(16 2884112.8),(17 3022439.3),(18 3162264.3),(19 3284562),(20 3411174),(21 3549295.8),(22 3666550.8),(23 3766082.8),(24 3844524.3),(25 3911362.8),(26 3975084),(27 4032701.3),(28 4100403.3),(29 4165881.3),(30 4242047.5),(31 4315963.5),(32 4389177.5),(33 4456197.5),(34 4548381.5),(35 4632431.5),(36 4704391.5),(37 4778138.5),(38 4851819.5),(39 4921462),(40 5019237.5),(41 5101843.5),(42 5185182),(43 5253921.5),(44 5328806),(45 5401794.5),(46 5495327.5),(47 5586759.5),(48 5690518.5),(49 5781842.5),(50 5880915.5),(51 5969228),(52 6041701.5),(53 6113030.5),(54 6191694.5),(55 6287241.5),(56 6380484.5),(57 6484262.5),(58 6617257.5),(59 6741607.5),(60 6865399.5),(61 6969348.5),(62 7065423.5),(63 7155829.5),(64 7238718.5),(65 7329349.5),(66 7419736),(67 7536848.5),(68 7637237.5),(69 7732674),(70 7824396.5),(71 7916286.5),(72 8004128),(73 8093681.5),(74 8184251.5),(75 8277682.5),(76 8346394),(77 8384480.5),(78 8410105),(79 8421432),
(1 65724.56),(2 185617.45),(3 364546.44),(4 578420.3),(5 808139.4),(6 1043370.25),(7 1261781),(8 1473548.5),(9 1678397.1),(10 1872499.6),(11 2036955.5),(12 2177688.3),(13 2304366.5),(14 2419137.5),(15 2504765.5),(16 2589388.8),(17 2669288),(18 2755465),(19 2840600.8),(20 2941353.3),(21 3056359.3),(22 3181285),(23 3301738.3),(24 3410357),(25 3524123.3),(26 3633462.5),(27 3745232.8),(28 3863321.5),(29 3975217),(30 4091009),(31 4205151.5),(32 4325485),(33 4435532),(34 4563264.5),(35 4687181),(36 4809507),(37 4926241.5),(38 5039483.5),(39 5145351),(40 5266384.5),(41 5381238.5),(42 5501514),(43 5618159.5),(44 5736950),(45 5861082),(46 6001086.5),(47 6133380.5),(48 6269709.5),(49 6389500),(50 6526052),(51 6643933),(52 6746747),(53 6837975),(54 6899010.5),(55 6960014),(56 6996037),(57 7017319.5),(58 7050226),(59 7066763.5),(60 7080139),(61 7067936),(62 7036203.5),(63 6995638),(64 6948946),(65 6913359.5),(66 6891984),(67 6900694),(68 6938440.5),(69 6984306),(70 7065226),(71 7138692),(72 7208787),(73 7286701.5),(74 7348994.5),(75 7421716.5),(76 7479035),(77 7547513.5),(78 7617173),(79 7678608),
(1 56690.18),(2 160350.16),(3 305677.3),(4 478493.44),(5 663930.8),(6 841285.25),(7 1005225.7),(8 1163981.9),(9 1313185.5),(10 1441543),(11 1561401.5),(12 1662576.6),(13 1759803.5),(14 1865209.1),(15 1957827),(16 2049241),(17 2135435),(18 2227355.3),(19 2330635.8),(20 2448037.3),(21 2558995.3),(22 2675693.8),(23 2789111.8),(24 2886898),(25 2975906.5),(26 3074473.3),(27 3176356.8),(28 3288496.3),(29 3402684.5),(30 3531384.8),(31 3660658),(32 3803625),(33 3945147.8),(34 4101217),(35 4257129.5),(36 4413452),(37 4580486),(38 4748054.5),(39 4902172.5),(40 5061578),(41 5197868),(42 5335640.5),(43 5473088),(44 5596584.5),(45 5700573),(46 5796747),(47 5888418.5),(48 5967051),(49 6032931),(50 6108511.5),(51 6187222.5),(52 6261149.5),(53 6324048),(54 6376538),(55 6433887.5),(56 6466482),(57 6491406.5),(58 6512069),(59 6501207.5),(60 6479659.5),(61 6438192.5),(62 6392516.5),(63 6350920.5),(64 6307316.5),(65 6277380),(66 6274852),(67 6298391),(68 6335862.5),(69 6390628.5),(70 6481659.5),(71 6566562.5),(72 6633784.5),(73 6708836.5),(74 6769865),(75 6830430),(76 6881028),(77 6947629.5),(78 7006499),(79 7051018),
(1 49932),(2 143521.97),(3 270188.06),(4 411013.47),(5 552122.06),(6 682834.56),(7 801367.5),(8 914549.5),(9 1019215.2),(10 1107668.9),(11 1178027.8),(12 1233102.1),(13 1287575.8),(14 1342424.3),(15 1408036.8),(16 1480121.6),(17 1557712.6),(18 1647905.5),(19 1741188.1),(20 1840999.9),(21 1937384.8),(22 2034100.9),(23 2124521.8),(24 2204596.5),(25 2282643.5),(26 2366012.3),(27 2459380.3),(28 2549936.5),(29 2648941.3),(30 2762222.8),(31 2869658.3),(32 2988395.3),(33 3111104),(34 3235912.5),(35 3342977.3),(36 3445280.3),(37 3550110.5),(38 3646921.5),(39 3735769.3),(40 3809837.8),(41 3882308.3),(42 3949734.8),(43 4011642),(44 4064916.8),(45 4125047),(46 4180199),(47 4238964.5),(48 4280330),(49 4322488),(50 4362300.5),(51 4401751.5),(52 4436415.5),(53 4475926.5),(54 4524801.5),(55 4563538.5),(56 4600890.5),(57 4626971),(58 4649052),(59 4656672.5),(60 4658271.5),(61 4659952.5),(62 4666813.5),(63 4670873),(64 4662887),(65 4665324),(66 4676906),(67 4707741),(68 4756290.5),(69 4821017.5),(70 4919218),(71 5011558),(72 5089972),(73 5178959),(74 5258751),(75 5333900),(76 5395937),(77 5442425),(78 5484294.5),(79 5532561),
(1 47931.727),(2 148728.08),(3 288544.84),(4 448991.38),(5 612752.6),(6 776694.8),(7 936853.7),(8 1096173.8),(9 1235516.9),(10 1359332.9),(11 1457081.6),(12 1538336.8),(13 1614649.4),(14 1688270.6),(15 1770081.6),(16 1861669.1),(17 1949723.8),(18 2047862.9),(19 2132758.3),(20 2215445),(21 2292960.3),(22 2371452.5),(23 2441557.3),(24 2520903.5),(25 2611024.5),(26 2714881.5),(27 2845238.3),(28 2985055.8),(29 3129176.5),(30 3267972.8),(31 3398188),(32 3528189.3),(33 3648823),(34 3758453.5),(35 3849433),(36 3911949.5),(37 3972089.5),(38 4016992.5),(39 4061281.8),(40 4105479.3),(41 4152839.3),(42 4196985),(43 4233598.5),(44 4279494),(45 4336539),(46 4419091.5),(47 4491052.5),(48 4566937.5),(49 4643550),(50 4710058.5),(51 4766501.5),(52 4818989),(53 4865181.5),(54 4931481),(55 4976358),(56 5024790.5),(57 5060333),(58 5089512.5),(59 5114019),(60 5138626),(61 5151893),(62 5172608.5),(63 5184807),(64 5191332.5),(65 5189542.5),(66 5189092.5),(67 5176515),(68 5157658),(69 5140842),(70 5120159.5),(71 5114237.5),(72 5097032.5),(73 5092311.5),(74 5084243.5),(75 5070266.5),(76 5063669),(77 5048387),(78 5041804.5),(79 5025058),
(1 46414.055),(2 150490.2),(3 295382.28),(4 460387.75),(5 633466.44),(6 804487.7),(7 969875.56),(8 1121741.8),(9 1258041.8),(10 1388092.4),(11 1493151.8),(12 1582889.8),(13 1672926.3),(14 1763519),(15 1850629.6),(16 1939936.6),(17 2033401.4),(18 2119344.5),(19 2207066.5),(20 2288403),(21 2374711.5),(22 2469335.8),(23 2564955),(24 2671203),(25 2791787),(26 2908911.8),(27 3035124.5),(28 3158328.8),(29 3276652.3),(30 3376068.8),(31 3466151.8),(32 3546612.8),(33 3629640.5),(34 3715055.5),(35 3781376.8),(36 3832897.5),(37 3874518.5),(38 3898167.3),(39 3912976),(40 3928799.5),(41 3942412.8),(42 3954432.3),(43 3971245.3),(44 4001830.5),(45 4025997),(46 4050311.8),(47 4078623.3),(48 4115830.5),(49 4160034),(50 4221834.5),(51 4280671.5),(52 4348442.5),(53 4410678),(54 4473381),(55 4518315.5),(56 4559918.5),(57 4590284.5),(58 4607219.5),(59 4629280),(60 4666606.5),(61 4687438.5),(62 4724589),(63 4761797.5),(64 4785013.5),(65 4812481.5),(66 4844148.5),(67 4870758),(68 4901259),(69 4935687.5),(70 4972752),(71 5011344),(72 5054396),(73 5109330.5),(74 5159819.5),(75 5209279.5),(76 5258403),(77 5307073.5),(78 5339498.5),(79 5367794),
(1 42413.13),(2 134814.94),(3 263860.28),(4 408043.72),(5 553699.06),(6 691468.5),(7 814948.75),(8 931707),(9 1043444.5),(10 1164960.6),(11 1265610),(12 1360662.9),(13 1451645.4),(14 1537223.3),(15 1622496.3),(16 1716987.1),(17 1804266.9),(18 1888940.4),(19 1967800.5),(20 2047698.6),(21 2135633.8),(22 2227368.3),(23 2305104),(24 2372688.8),(25 2443160),(26 2507240.3),(27 2582546),(28 2668180.8),(29 2751516),(30 2841690.3),(31 2924351.8),(32 3022258.8),(33 3116405.3),(34 3211635),(35 3306654.8),(36 3388237),(37 3464400.5),(38 3534059.8),(39 3592299.3),(40 3648466.8),(41 3689476),(42 3712804.8),(43 3735647.5),(44 3749820.8),(45 3757035.3),(46 3759689.3),(47 3755936),(48 3755604),(49 3759705.8),(50 3775869),(51 3808792.5),(52 3854357.3),(53 3917027.8),(54 3995140.8),(55 4094394.3),(56 4186331.3),(57 4278178),(58 4361343),(59 4420117.5),(60 4474938),(61 4520132),(62 4564622.5),(63 4620771),(64 4676337.5),(65 4745473.5),(66 4817339),(67 4895607.5),(68 4980767),(69 5062948.5),(70 5141264.5),(71 5211083),(72 5275048),(73 5358575),(74 5413784),(75 5459924.5),(76 5503438),(77 5537536),(78 5551253.5),(79 5543469.5),
(1 41978.15),(2 129295.6),(3 249420.88),(4 379116.88),(5 508086.7),(6 635686.5),(7 754399.8),(8 862840.6),(9 961966.75),(10 1056913.6),(11 1142979),(12 1230291.8),(13 1317967.6),(14 1411692),(15 1509511.5),(16 1608252.6),(17 1695833.8),(18 1783107.4),(19 1866607.3),(20 1953318.9),(21 2034995.8),(22 2112155.3),(23 2182029.8),(24 2248081.5),(25 2311538.8),(26 2366665.8),(27 2415085.5),(28 2454701.8),(29 2477342.3),(30 2497263.5),(31 2524089),(32 2577092.5),(33 2617932.5),(34 2667706.5),(35 2703886.3),(36 2726171),(37 2745985.8),(38 2766960),(39 2789264.5),(40 2821210.5),(41 2847152),(42 2856744.5),(43 2862479),(44 2875902.5),(45 2902477.8),(46 2937709.8),(47 2972962),(48 3014082),(49 3049184),(50 3093490.5),(51 3144167),(52 3203584),(53 3270301),(54 3347065.5),(55 3409846.5),(56 3471194.5),(57 3527647.8),(58 3576576),(59 3604900.3),(60 3635591.3),(61 3660617.5),(62 3695157.3),(63 3746674),(64 3797042.5),(65 3853884),(66 3905108.5),(67 3967270.3),(68 4029921),(69 4091426.3),(70 4135467),(71 4179301.8),(72 4225124.5),(73 4278402),(74 4336976),(75 4396128),(76 4447719.5),(77 4482636),(78 4514844),(79 4527799),
(1 41531.285),(2 126761.3),(3 238625.11),(4 363381.7),(5 490853.3),(6 607882.75),(7 714618.5),(8 810649.5),(9 891712.9),(10 966798.94),(11 1036156),(12 1112082.8),(13 1188680.3),(14 1276096.6),(15 1361805.6),(16 1443890.8),(17 1517909.5),(18 1585879.5),(19 1651618.1),(20 1717594.9),(21 1788216.1),(22 1861686),(23 1927691.9),(24 1994110.5),(25 2054821.6),(26 2102540),(27 2145755.8),(28 2184692.3),(29 2225405),(30 2273255.8),(31 2327207),(32 2379411.8),(33 2434879.3),(34 2481614.3),(35 2515309.5),(36 2548790.5),(37 2590170.3),(38 2636416.8),(39 2680049.5),(40 2729436.8),(41 2782790.5),(42 2826722.3),(43 2868036.8),(44 2917964.8),(45 2968580.3),(46 3018351.8),(47 3062262.3),(48 3094168.8),(49 3113985.5),(50 3130113.8),(51 3139317.5),(52 3148480),(53 3175024.8),(54 3185928.8),(55 3195864.8),(56 3213029.5),(57 3232959.3),(58 3253300.3),(59 3267742.8),(60 3281110),(61 3290361.8),(62 3302446.3),(63 3326852),(64 3350424.8),(65 3373136.8),(66 3391654.8),(67 3421416.5),(68 3448921),(69 3469189.3),(70 3503208.3),(71 3537329.3),(72 3582442.5),(73 3635717.3),(74 3679944.8),(75 3726805.5),(76 3761586.3),(77 3783586.5),(78 3801311.3),(79 3805111),
(1 43712.7),(2 129313.88),(3 236573.34),(4 350582.63),(5 466542.56),(6 573390.75),(7 668052.4),(8 742431.9),(9 801373),(10 842908.3),(11 896157.4),(12 959458.06),(13 1036803.44),(14 1123426.8),(15 1216108.9),(16 1310843),(17 1397375.9),(18 1481683),(19 1567364),(20 1646742),(21 1728153.8),(22 1813237.1),(23 1892990.6),(24 1974071.4),(25 2054112.9),(26 2127585),(27 2197767.3),(28 2270745.8),(29 2342122),(30 2399316.3),(31 2449320.8),(32 2494388),(33 2536795.3),(34 2571338),(35 2593475.3),(36 2610899),(37 2627425.8),(38 2646519.3),(39 2673942.3),(40 2704080),(41 2730877.3),(42 2754700),(43 2787566.5),(44 2819862.8),(45 2849523.3),(46 2902213.8),(47 2944883.5),(48 2993743.3),(49 3024631.3),(50 3057227.5),(51 3093138.5),(52 3130800.5),(53 3183834),(54 3228245),(55 3276166),(56 3319252),(57 3359819.5),(58 3392913.3),(59 3424483.3),(60 3449685),(61 3470130.3),(62 3489898.5),(63 3513750.5),(64 3540771.8),(65 3571561.8),(66 3601886.8),(67 3632241.3),(68 3657633.5),(69 3675388.8),(70 3699404),(71 3728065.8),(72 3765096.8),(73 3795513.5),(74 3814224),(75 3849614.3),(76 3869681.8),(77 3887598.3),(78 3899696.5),(79 3902958.3),
(1 44212.344),(2 130367.28),(3 240663.31),(4 353972.97),(5 468384.72),(6 576802.1),(7 673767.25),(8 755744.44),(9 820562.2),(10 879808.75),(11 940052.1),(12 1004845.1),(13 1080230.6),(14 1170503.1),(15 1276481.9),(16 1401654.1),(17 1526746.5),(18 1644702.3),(19 1747077.5),(20 1829502.3),(21 1904268.3),(22 1978539.8),(23 2053348.5),(24 2133380.5),(25 2209608.5),(26 2287311),(27 2367404),(28 2453335.8),(29 2540739),(30 2621887.5),(31 2692143),(32 2748107.3),(33 2793416),(34 2840172.3),(35 2881871),(36 2921240.8),(37 2961551.8),(38 2994831),(39 3025014),(40 3057354),(41 3069626.8),(42 3077338.3),(43 3086162.5),(44 3096319),(45 3105001.8),(46 3121121.3),(47 3134247.5),(48 3151320.5),(49 3158707),(50 3161476.5),(51 3161105),(52 3158621.3),(53 3163849.5),(54 3166910),(55 3159851),(56 3163008),(57 3166245.8),(58 3150807.5),(59 3146377),(60 3146581.5),(61 3130823.8),(62 3123347.3),(63 3120811.3),(64 3128157),(65 3138371.8),(66 3138582.8),(67 3132875),(68 3132684.3),(69 3139869.5),(70 3155754.5),(71 3176288.3),(72 3204094.5),(73 3230872.5),(74 3246805.5),(75 3269511),(76 3288067.5),(77 3295927.8),(78 3313174.8),(79 3329789.8),
(1 42568.176),(2 125361.36),(3 233080.39),(4 351598.13),(5 480917.3),(6 606077.06),(7 718049.56),(8 806603.44),(9 880984.56),(10 941040.4),(11 1000805.56),(12 1063971.9),(13 1137064.5),(14 1217468.9),(15 1296760.9),(16 1372973.5),(17 1447132.5),(18 1514826.8),(19 1566608.4),(20 1606503.1),(21 1646818.3),(22 1691159.9),(23 1729904.5),(24 1772542.5),(25 1817203.1),(26 1855933.6),(27 1888062.9),(28 1917221.8),(29 1947896.9),(30 1980710.9),(31 2009882),(32 2050262),(33 2090929.5),(34 2126868.8),(35 2166761),(36 2199148),(37 2225050.5),(38 2249956),(39 2267661.8),(40 2287941.8),(41 2307618.5),(42 2325767.5),(43 2347086.5),(44 2376045),(45 2413097.5),(46 2459166.8),(47 2495575.8),(48 2532871.5),(49 2563447.8),(50 2589062.3),(51 2620841.3),(52 2656217.5),(53 2699920.3),(54 2737961.5),(55 2773239),(56 2805109),(57 2835017.8),(58 2862501.3),(59 2895746.8),(60 2927905.5),(61 2954519.5),(62 2986976.3),(63 3018191.8),(64 3055692.8),(65 3097165.3),(66 3135622.8),(67 3165442.3),(68 3199907.8),(69 3221824),(70 3262106.8),(71 3296333.5),(72 3318207.8),(73 3338478.3),(74 3355438.3),(75 3380306.5),(76 3396314.5),(77 3413590.8),(78 3431055),(79 3451788),
(1 45516.387),(2 134665.6),(3 247349.98),(4 367982.88),(5 492403.28),(6 611651.44),(7 716923.94),(8 801408.25),(9 869668),(10 927048.44),(11 982176.2),(12 1034977.6),(13 1092336.5),(14 1157907.5),(15 1229171.4),(16 1299719.9),(17 1364273.5),(18 1420000.1),(19 1461826.4),(20 1489710.6),(21 1504777.8),(22 1528701.9),(23 1549194.5),(24 1578621.4),(25 1612072.9),(26 1643635.4),(27 1669373.8),(28 1691180.8),(29 1709417.8),(30 1727208.5),(31 1741679.1),(32 1760680.1),(33 1783165.9),(34 1811880.5),(35 1841043.9),(36 1865557),(37 1888897.1),(38 1904451.4),(39 1907619.5),(40 1916029.8),(41 1918838.8),(42 1925626),(43 1930923),(44 1939741.1),(45 1943789.5),(46 1954986.6),(47 1960402.5),(48 1961248.5),(49 1966529.4),(50 1969504.1),(51 1987511.9),(52 2005833.4),(53 2029719.1),(54 2041733.8),(55 2052883.5),(56 2061428.3),(57 2072772.1),(58 2087095.9),(59 2099361),(60 2111887.3),(61 2118523.5),(62 2131226.3),(63 2139360.8),(64 2162761.5),(65 2194744),(66 2224822.8),(67 2255494.8),(68 2285372.3),(69 2302903.3),(70 2325083.5),(71 2341913.5),(72 2355075.5),(73 2369765.8),(74 2385504.3),(75 2412645),(76 2439489),(77 2469590.8),(78 2502399.3),(79 2543302.3),
(1 43587.734),(2 129732.11),(3 239619.31),(4 358169.97),(5 478479.28),(6 587982.8),(7 682447.06),(8 754372.9),(9 808729.7),(10 854743.94),(11 894557.94),(12 935206.1),(13 985590.25),(14 1052966.1),(15 1133505.1),(16 1206205.6),(17 1271573.1),(18 1325978.3),(19 1364068.3),(20 1388705.3),(21 1408273.3),(22 1442065.8),(23 1465401.3),(24 1495253),(25 1522320),(26 1557573.4),(27 1602117.1),(28 1654010.9),(29 1699461.9),(30 1743472.9),(31 1781265.1),(32 1819442.6),(33 1852039.1),(34 1882547),(35 1910974.4),(36 1940047.6),(37 1977200.4),(38 2015520.4),(39 2047591.3),(40 2078172.6),(41 2106543.3),(42 2124967),(43 2138728.8),(44 2149746.3),(45 2151060.3),(46 2164155.5),(47 2172339.3),(48 2178713.3),(49 2187390.5),(50 2200695),(51 2214634.8),(52 2231125.3),(53 2255334.8),(54 2271314.5),(55 2289271),(56 2304796.5),(57 2325435.8),(58 2349384.3),(59 2368084.5),(60 2383224),(61 2394882.5),(62 2402130.8),(63 2414426.8),(64 2425087.3),(65 2440882),(66 2457293.5),(67 2463825),(68 2468368.8),(69 2463421.5),(70 2460897),(71 2455093.5),(72 2442595.5),(73 2426797.5),(74 2417175),(75 2418304.8),(76 2424996),(77 2428651.5),(78 2433163.5),(79 2439530.5),
(1 39356.855),(2 114459.81),(3 205505.73),(4 300303.1),(5 391605.97),(6 470701.66),(7 530885.7),(8 572241.1),(9 603893.1),(10 637927.3),(11 672679.3),(12 713674.4),(13 759197),(14 816338.7),(15 875215.5),(16 931750.94),(17 982836.7),(18 1032450.3),(19 1062812.3),(20 1078811.4),(21 1090900.8),(22 1121462.5),(23 1149923),(24 1183327.8),(25 1213787.3),(26 1248635.6),(27 1280960.6),(28 1305097),(29 1326264.4),(30 1338392.8),(31 1347705.4),(32 1359828.8),(33 1365971.9),(34 1373289),(35 1382661.8),(36 1401234.6),(37 1425194.1),(38 1450229.9),(39 1462329.4),(40 1472400.6),(41 1477879.6),(42 1488949.3),(43 1496960.9),(44 1513324.3),(45 1539626.1),(46 1581798.3),(47 1626757.5),(48 1673989.4),(49 1721841.1),(50 1774593),(51 1818721.1),(52 1850282.9),(53 1880056),(54 1903872.6),(55 1931731),(56 1961056.4),(57 1999043.6),(58 2041141.5),(59 2071747.4),(60 2102095.3),(61 2130789.3),(62 2156803.8),(63 2176490.8),(64 2194323.5),(65 2214058.3),(66 2234450.8),(67 2250119.8),(68 2266823.3),(69 2273576.3),(70 2285103.3),(71 2294811),(72 2304075),(73 2309477),(74 2318446.8),(75 2327331.8),(76 2338557),(77 2351070),(78 2362006),(79 2369431.3),
(1 41782.55),(2 120997.555),(3 220753.44),(4 327812.97),(5 438494.03),(6 539790.1),(7 629038.94),(8 702341.6),(9 762009.75),(10 821165.3),(11 870668.8),(12 922145.9),(13 974767.3),(14 1029827.8),(15 1081453.1),(16 1130690.4),(17 1173918),(18 1210277),(19 1233570),(20 1251302),(21 1269522.3),(22 1298102.5),(23 1318766.6),(24 1343243.5),(25 1372171),(26 1395633.8),(27 1419117),(28 1446477.8),(29 1478344),(30 1510054.4),(31 1535495.9),(32 1562478),(33 1590014.8),(34 1626175.1),(35 1660503.5),(36 1700616.1),(37 1747423.6),(38 1797637.9),(39 1842832.5),(40 1892517),(41 1925819.4),(42 1960756.5),(43 1987193.1),(44 2010176),(45 2026285),(46 2045940.6),(47 2071114),(48 2100103),(49 2135154.8),(50 2175796),(51 2218129.8),(52 2265331),(53 2312994.8),(54 2363812),(55 2408697.5),(56 2442314.8),(57 2474177.3),(58 2493547),(59 2506895),(60 2514554),(61 2510727.3),(62 2501471.3),(63 2489931.8),(64 2480943),(65 2471920.5),(66 2473154.3),(67 2483860.3),(68 2494764.5),(69 2508021),(70 2511202.3),(71 2510516.8),(72 2512678.5),(73 2512632.5),(74 2508198),(75 2506791.8),(76 2506373.8),(77 2512641.5),(78 2516899.5),(79 2518858),
