1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 6709.292),(2 6375.7646),(3 7108.5615),(4 6928.548),(5 6875.786),(6 6768.613),(7 7482.939),(8 7671.275),(9 8314.183),(10 8413.229),(11 8622.222),(12 8847.02),(13 9417.5625),(14 9690.42),(15 10043.7295),(16 10587.586),(17 10589.383),(18 10879.421),(19 11106.229),(20 11338.638),(21 11483.399),(22 11543.768),(23 11745.459),(24 11570.329),(25 11622.821),(26 11620.527),(27 11779.414),(28 11699.461),(29 11655.897),(30 11670.372),(31 11637.584),(32 11409.603),(33 11563.629),(34 11306.049),(35 11332.734),(36 11182.67),(37 11042.69),(38 11177.064),(39 10972.424),(40 10994.209),(41 10833.749),(42 10784.6),(43 10813.404),(44 10718.58),(45 10610.48),(46 10522.386),(47 10444.3125),(48 10587.503),(49 10470.599),(50 10385.57),(51 10266.929),(52 10208.529),(53 9907.502),(54 9853.206),(55 9591.79),(56 9631.826),(57 9474.501),(58 9031.856),(59 9182.478),(60 8863.216),(61 9068.378),(62 8979.686),(63 8993.247),(64 8980.796),(65 8980.932),(66 9030.064),(67 9213.643),(68 9356.787),(69 9414.763),(70 9707.014),(71 9558.882),(72 9787.93),(73 9961.55),(74 10066.503),(75 10237.703),(76 10208.984),(77 10344.377),(78 10327.361),(79 10541.624),
(1 6554.2935),(2 6330.7935),(3 6976.0693),(4 6750.935),(5 6724.914),(6 6635.357),(7 7291.1763),(8 7494.9624),(9 8024.566),(10 8013.5645),(11 8381.158),(12 8478.165),(13 8981.507),(14 9428.922),(15 9521.359),(16 10169.226),(17 10065.063),(18 10180.339),(19 10758.722),(20 10765.995),(21 10999.322),(22 10895.591),(23 11235.862),(24 11006.131),(25 11114.992),(26 11228.113),(27 11296.111),(28 11250.16),(29 11196.867),(30 11127.448),(31 11237.015),(32 11079.565),(33 11049.689),(34 10775.817),(35 10865.665),(36 10770.132),(37 10523.23),(38 10714.487),(39 10595.891),(40 10618.724),(41 10429.742),(42 10491.081),(43 10509.707),(44 10567.709),(45 10507.518),(46 10397.4),(47 10458.337),(48 10449.239),(49 10208.14),(50 10381.234),(51 10388.333),(52 10095.243),(53 9927.132),(54 9913.361),(55 9649.039),(56 9505.753),(57 9433.361),(58 9290.231),(59 9205.816),(60 9044.577),(61 8919.743),(62 9031.131),(63 8969.544),(64 8882.812),(65 8927.865),(66 8939.391),(67 8925.32),(68 9139.038),(69 9106.511),(70 9101.864),(71 9173.305),(72 9267.232),(73 9431.123),(74 9560.641),(75 9702.624),(76 9740.086),(77 9837.786),(78 9909.879),(79 10052.77),
(1 6279.43),(2 6011.2646),(3 6620.8667),(4 6550.601),(5 6423.938),(6 6427.3286),(7 6985.8877),(8 7238.23),(9 7783.1597),(10 7789.0376),(11 7856.503),(12 8029.4814),(13 8520.453),(14 8849.423),(15 9069.838),(16 9677.001),(17 9585.295),(18 9648.034),(19 10174.932),(20 10060.714),(21 10318.734),(22 10340.377),(23 10527.611),(24 10506.518),(25 10549.858),(26 10685.025),(27 10762.359),(28 10469.801),(29 10621.541),(30 10450.562),(31 10513.43),(32 10601.605),(33 10367.929),(34 10245.541),(35 10370.195),(36 10279.697),(37 9993.875),(38 10178.05),(39 9924.614),(40 10018.962),(41 10072.706),(42 9762.798),(43 9935.843),(44 9918.886),(45 9841.42),(46 9804.038),(47 9645.397),(48 9628.61),(49 9761.842),(50 9533.21),(51 9767.657),(52 9476.907),(53 9350.298),(54 9298.083),(55 9111.144),(56 8893.417),(57 9002.116),(58 8801.313),(59 8785.3),(60 8769.885),(61 8517.077),(62 8707.322),(63 8680.845),(64 8538.443),(65 8917.669),(66 8648.486),(67 8684.252),(68 8979.488),(69 8918.361),(70 9028.658),(71 9157.29),(72 9196.048),(73 9333.77),(74 9384.016),(75 9542.607),(76 9751.207),(77 9607.266),(78 9786.438),(79 9950.169),
(1 6024.9536),(2 5828.968),(3 6492.1206),(4 6332.2),(5 6285.258),(6 6281.108),(7 6820.647),(8 7224.654),(9 7518.219),(10 7765.383),(11 7843.654),(12 8041.1074),(13 8586.988),(14 8748.767),(15 9151.299),(16 9603.555),(17 9457.418),(18 9563.923),(19 10024.955),(20 10176.848),(21 10312.945),(22 10370.564),(23 10538.299),(24 10437.8545),(25 10576.556),(26 10558.006),(27 10675.281),(28 10528.663),(29 10479.899),(30 10385.854),(31 10387.401),(32 10604.2705),(33 10448.838),(34 10302.424),(35 10110.649),(36 10140.614),(37 9917.457),(38 9971.694),(39 10183.06),(40 9842.55),(41 9943.08),(42 9821.029),(43 9879.997),(44 9795.116),(45 9874.493),(46 9710.134),(47 9622.103),(48 9482.793),(49 9579.059),(50 9574.263),(51 9390.418),(52 9365.057),(53 9228.377),(54 9130.11),(55 8830.4795),(56 8848.032),(57 8645.215),(58 8539.127),(59 8585.376),(60 8390.358),(61 8302.466),(62 8319.612),(63 8557.713),(64 8309.2295),(65 8535.021),(66 8463.41),(67 8470.334),(68 8742.976),(69 8846.342),(70 8946.258),(71 9058.26),(72 9208.654),(73 9505.482),(74 9454.809),(75 9656.763),(76 9644.61),(77 9779.393),(78 9802.155),(79 9931.399),
(1 6073.415),(2 5703.845),(3 6493.531),(4 6274.5107),(5 6166.8784),(6 6179.003),(7 6621.6045),(8 7105.9097),(9 7172.6133),(10 7496.8696),(11 7487.752),(12 7740.909),(13 8138.623),(14 8313.457),(15 8669.492),(16 9025.102),(17 8981.581),(18 9112.203),(19 9347.1),(20 9375.533),(21 9636.516),(22 9682.249),(23 9659.907),(24 9737.472),(25 9789.528),(26 9737.749),(27 9798.139),(28 9709.215),(29 9615.878),(30 9568.09),(31 9555.488),(32 9732.231),(33 9496.334),(34 9554.013),(35 9451.076),(36 9307.329),(37 9290.691),(38 9235.848),(39 9113.275),(40 9152.267),(41 9156.84),(42 8977.277),(43 9031.545),(44 8989.222),(45 9079.457),(46 8862.963),(47 8827.519),(48 8781.081),(49 8973.537),(50 8805.897),(51 8936.259),(52 8780.697),(53 8672.681),(54 8679.278),(55 8257.241),(56 8380.28),(57 8258.632),(58 8182.882),(59 8140.3667),(60 8053.6157),(61 7844.069),(62 8185.2427),(63 8117.5254),(64 8021.359),(65 8133.8794),(66 8209.127),(67 8325.276),(68 8489.532),(69 8674.241),(70 8589.655),(71 8666.81),(72 8794.873),(73 8848.698),(74 9033.092),(75 9084.829),(76 9272.134),(77 9100.546),(78 9492.603),(79 9593.993),
(1 5952.676),(2 5722.316),(3 6353.314),(4 6224.9116),(5 6022.427),(6 6100.4243),(7 6464.3813),(8 7115.1333),(9 7456.686),(10 7462.296),(11 7495.9316),(12 7721.0146),(13 8279.442),(14 8555.123),(15 9014.955),(16 9213.162),(17 9167.416),(18 9326.21),(19 9650.106),(20 9777.3545),(21 9996.493),(22 10013.206),(23 10072.673),(24 10013.061),(25 10229.796),(26 10316.853),(27 10074.235),(28 10213.459),(29 9886.796),(30 9991.416),(31 9884.093),(32 9882.303),(33 9770.769),(34 9717.627),(35 9579.6455),(36 9448.289),(37 9450.709),(38 9440.286),(39 9378.3125),(40 9316.852),(41 9271.01),(42 9201.439),(43 9246.339),(44 9165.837),(45 9098.637),(46 8989.607),(47 8950.649),(48 8918.183),(49 9007.757),(50 8725.6045),(51 8809.833),(52 8607.06),(53 8499.494),(54 8375.845),(55 8336.029),(56 8081.524),(57 8320.985),(58 7994.385),(59 8065.4194),(60 7840.1294),(61 7826.2515),(62 7959.559),(63 7913.096),(64 8001.16),(65 8234.001),(66 8370.588),(67 8332.324),(68 8652.435),(69 8797.256),(70 8783.882),(71 9018.11),(72 9077.814),(73 8956.093),(74 9167.865),(75 9281.104),(76 9372.988),(77 9212.7295),(78 9443.562),(79 9273.634),
(1 5903.4805),(2 5595.2354),(3 6248.246),(4 6066.1953),(5 5932.826),(6 5848.5737),(7 6480.877),(8 6882.137),(9 7071.959),(10 7219.4),(11 7287.67),(12 7397.093),(13 7892.667),(14 7903.721),(15 8358.265),(16 8528.471),(17 8534.334),(18 8671.559),(19 8814.423),(20 8891.735),(21 9177.645),(22 9175.74),(23 9010.349),(24 9169.634),(25 9214.461),(26 9272.49),(27 9151.3545),(28 9282.22),(29 8969.004),(30 9149.637),(31 8996.513),(32 8940.069),(33 8919.904),(34 8910.827),(35 8780.511),(36 8623.734),(37 8738.804),(38 8595.016),(39 8690.84),(40 8582.078),(41 8448.548),(42 8466.327),(43 8474.479),(44 8369.353),(45 8478.686),(46 8253.946),(47 8285.776),(48 8150.253),(49 8185.6035),(50 8181.445),(51 8085.164),(52 8045.4404),(53 7942.0415),(54 7820.8003),(55 7760.04),(56 7587.089),(57 7784.219),(58 7533.0435),(59 7791.2676),(60 7598.473),(61 7613.3804),(62 7625.612),(63 7728.106),(64 7718.81),(65 7749.5986),(66 7841.5894),(67 7855.462),(68 7994.331),(69 8067.9385),(70 8151.048),(71 8203.646),(72 8249.439),(73 8253.086),(74 8393.602),(75 8395.528),(76 8543.132),(77 8467.655),(78 8580.743),(79 8499.889),
(1 5740.884),(2 5710.1206),(3 5918.947),(4 6001.647),(5 5765.3784),(6 5775.894),(7 6290.947),(8 6783.3237),(9 6922.937),(10 7002.704),(11 7137.454),(12 7229.2275),(13 7864.141),(14 7923.713),(15 8372.457),(16 8571.756),(17 8512.929),(18 8781.042),(19 8997.609),(20 9012.205),(21 9326.688),(22 9309.639),(23 9221.931),(24 9262.896),(25 9490.038),(26 9479.621),(27 9311.285),(28 9490.666),(29 9191.385),(30 9168.499),(31 9163.689),(32 9114.793),(33 9030.353),(34 8914.747),(35 8922.078),(36 8641.649),(37 8869.285),(38 8635.342),(39 8595.934),(40 8585.43),(41 8388.331),(42 8592.015),(43 8486.957),(44 8462.174),(45 8475.379),(46 8359.264),(47 8217.324),(48 8325.823),(49 8160.2896),(50 8106.5776),(51 7952.3447),(52 8023.5684),(53 7842.55),(54 7961.0474),(55 7575.8647),(56 7497.8066),(57 7532.761),(58 7319.7896),(59 7502.3135),(60 7315.173),(61 7399.2295),(62 7372.461),(63 7485.43),(64 7537.341),(65 7747.215),(66 7692.164),(67 7946.5405),(68 8084.4614),(69 8144.717),(70 8379.608),(71 8601.019),(72 8569.015),(73 8636.19),(74 8804.083),(75 8795.063),(76 8841.359),(77 8983.709),(78 8821.506),(79 8886.555),
(1 5634.595),(2 5489.4653),(3 5799.434),(4 5828.1836),(5 5652.7188),(6 5685.348),(7 6211.8135),(8 6603.0083),(9 6789.931),(10 6979.546),(11 7054.597),(12 7257.245),(13 7674.045),(14 7877.917),(15 8338.034),(16 8534.37),(17 8436.343),(18 8661.111),(19 8948.81),(20 8952.12),(21 9243.269),(22 9212.713),(23 9051.26),(24 9052.85),(25 9223.097),(26 9124.344),(27 9089.204),(28 9211.214),(29 9058.742),(30 9030.925),(31 8997.219),(32 8774.774),(33 8959.084),(34 8502.3955),(35 8485.557),(36 8510.059),(37 8419.556),(38 8420.582),(39 8431.559),(40 8323.703),(41 8288.009),(42 8284.324),(43 8190.0547),(44 8041.901),(45 8100.2783),(46 8026.322),(47 7950.334),(48 7897.643),(49 7856.2783),(50 7808.2705),(51 7692.157),(52 7667.9067),(53 7466.7524),(54 7509.83),(55 7337.5664),(56 7160.8457),(57 7216.216),(58 7221.9688),(59 7119.8335),(60 7088.3384),(61 7277.9185),(62 7292.607),(63 7398.2275),(64 7370.061),(65 7675.4473),(66 7819.555),(67 7747.4907),(68 7937.2837),(69 8029.2085),(70 8107.376),(71 8454.015),(72 8341.575),(73 8472.552),(74 8527.614),(75 8525.071),(76 8617.767),(77 8735.202),(78 8721.565),(79 8697.591),
(1 5871.5073),(2 5423.128),(3 6039.4277),(4 5827.674),(5 5787.264),(6 5741.18),(7 6328.542),(8 6578.22),(9 6917.6963),(10 6922.4575),(11 7057.4175),(12 7219.3374),(13 7629.2876),(14 7858.365),(15 8121.72),(16 8201.893),(17 8539.364),(18 8528.927),(19 8880.419),(20 8805.207),(21 9138.35),(22 9062),(23 9056.446),(24 9010.587),(25 9146.375),(26 9184.048),(27 9182.541),(28 9145.755),(29 9043.543),(30 9010.451),(31 9026.929),(32 8797.962),(33 9076.37),(34 8611.604),(35 8710.389),(36 8585.267),(37 8523.623),(38 8489.329),(39 8444.486),(40 8455.299),(41 8348.78),(42 8369.562),(43 8291.133),(44 8184.8066),(45 8153.273),(46 8155.3916),(47 8204.28),(48 7998.727),(49 7944.0205),(50 8018.574),(51 7803.1133),(52 7671),(53 7841.78),(54 7669.757),(55 7611.053),(56 7448.7944),(57 7272.1206),(58 7394.885),(59 7333.1846),(60 7340.4004),(61 7367.226),(62 7352.016),(63 7361.2285),(64 7375.2183),(65 7618.8184),(66 7852.311),(67 7772.652),(68 7915.9146),(69 7870.2715),(70 7963.5464),(71 8300.959),(72 8128.242),(73 8454.122),(74 8474.059),(75 8584.214),(76 8687.765),(77 8611.551),(78 8713.491),(79 8707.884),
(1 5698.7813),(2 5347.7754),(3 5798.316),(4 5692.278),(5 5571.911),(6 5664.604),(7 6072.289),(8 6471.993),(9 6664.501),(10 6823.0776),(11 6911.694),(12 7069.0264),(13 7438.5347),(14 7575.8574),(15 8121.2056),(16 8160.4517),(17 8248.074),(18 8326.735),(19 8672.254),(20 8711.428),(21 8962.505),(22 8960.88),(23 8857.749),(24 8883.826),(25 8923.482),(26 8840.772),(27 9042.385),(28 8803.63),(29 8712.476),(30 8658.2295),(31 8612.555),(32 8438.885),(33 8467.16),(34 8320.172),(35 8217.16),(36 8267.56),(37 8141.429),(38 8136.7764),(39 7991.6934),(40 8117.6455),(41 7951.011),(42 7947.2397),(43 7888.2114),(44 7934.4385),(45 7832.8877),(46 7820.2134),(47 7720.2837),(48 7763.7334),(49 7522.549),(50 7562.384),(51 7497.7754),(52 7316.4785),(53 7542.5835),(54 7346.2754),(55 7259.006),(56 7145.766),(57 7130.661),(58 6986.3643),(59 7074.948),(60 7108.8755),(61 7245.116),(62 7193.64),(63 7360.578),(64 7303.761),(65 7651.592),(66 7694.1475),(67 7847.347),(68 7932.183),(69 8100.603),(70 8139.396),(71 8314.3545),(72 8050.34),(73 8383.228),(74 8250.273),(75 8376.085),(76 8390.245),(77 8186.4717),(78 8282.047),(79 8240.867),
(1 5844.9395),(2 5402.8315),(3 5847.6274),(4 5790.8193),(5 5537.17),(6 5714.0522),(7 6147.075),(8 6516.7256),(9 6713.2905),(10 6756.0703),(11 6938.877),(12 7048.646),(13 7489.0103),(14 7651.5405),(15 8006.779),(16 8138.2236),(17 8290.501),(18 8421.301),(19 8699.284),(20 8783.032),(21 8930.395),(22 8956.856),(23 8897.533),(24 8993.715),(25 9091.985),(26 9025.716),(27 9088.891),(28 8800.889),(29 8813.901),(30 8736.59),(31 8664.571),(32 8543.121),(33 8482.164),(34 8261.435),(35 8260.039),(36 8220.572),(37 8024.949),(38 7909.1167),(39 8026.504),(40 7759.547),(41 7938.5264),(42 7661.9966),(43 7776.6978),(44 7632.3604),(45 7610.2),(46 7577.91),(47 7570.0366),(48 7474.2446),(49 7348.696),(50 7477.8257),(51 7285.8438),(52 7072.202),(53 7262.3076),(54 7112.442),(55 7107.035),(56 6897.2046),(57 7009.8853),(58 6898.693),(59 6987.72),(60 6943.084),(61 7151.5244),(62 7005.202),(63 7114.9385),(64 7137.8755),(65 7372.601),(66 7426.405),(67 7655.24),(68 7636.46),(69 7855.1855),(70 8029.647),(71 8203.861),(72 8024.544),(73 8296.735),(74 8175.0283),(75 8280.251),(76 8391.84),(77 8095.6333),(78 8318.012),(79 8313.435),
(1 5727.3784),(2 5323.134),(3 5753.9707),(4 5742.4155),(5 5536.299),(6 5518.081),(7 6158.881),(8 6383.509),(9 6724.889),(10 6639.7373),(11 6809.7666),(12 6954.372),(13 7297.271),(14 7540.7017),(15 7899.7983),(16 7873.5615),(17 7963.746),(18 8091.1274),(19 8255.136),(20 8441.341),(21 8571.258),(22 8602.065),(23 8580.282),(24 8592.319),(25 8683.88),(26 8699.823),(27 8669.858),(28 8474.752),(29 8442.052),(30 8411.253),(31 8373.185),(32 8276.364),(33 8150.8423),(34 8084.07),(35 8071.596),(36 8015.4917),(37 7935.9893),(38 7869.1445),(39 7906.7646),(40 7775.528),(41 7899.285),(42 7586.4956),(43 7770.2515),(44 7515.639),(45 7713.8394),(46 7522.7275),(47 7443.9507),(48 7591.707),(49 7446.2314),(50 7382.286),(51 7367.1274),(52 7056.5493),(53 7262.557),(54 7009.098),(55 6991.175),(56 6867.772),(57 6789.9927),(58 6766.065),(59 6707.1543),(60 6768.7075),(61 6839.6826),(62 6883.0884),(63 7019.1953),(64 6960.701),(65 7273.5215),(66 7367.549),(67 7422.3647),(68 7502.28),(69 7640.2153),(70 7794.3267),(71 7828.102),(72 7957.7407),(73 7914.3086),(74 7847.121),(75 7930.305),(76 8055.9277),(77 7931.885),(78 8045.7354),(79 7899.6313),
(1 5384.2144),(2 5068.385),(3 5480.429),(4 5533.025),(5 5265.9844),(6 5412.6797),(7 5967.9434),(8 6198.2183),(9 6564.501),(10 6390.1484),(11 6667.7197),(12 6909.6274),(13 7265.9907),(14 7435.363),(15 7805.824),(16 7805.279),(17 7968.729),(18 8110.7007),(19 8373.682),(20 8415.342),(21 8574.932),(22 8494.142),(23 8529.652),(24 8638.712),(25 8590.306),(26 8497.406),(27 8483.113),(28 8279.486),(29 8351.199),(30 8252.33),(31 8176.6416),(32 8149.245),(33 8000.8555),(34 7857.6816),(35 7945.959),(36 7868.088),(37 7798.681),(38 7583.823),(39 7717.1216),(40 7584.1685),(41 7565.315),(42 7497.539),(43 7515.133),(44 7319.975),(45 7546.503),(46 7381.815),(47 7250.8213),(48 7251.997),(49 7375.4346),(50 7104.7676),(51 7192.225),(52 6890.291),(53 6989.3823),(54 6884.5444),(55 6813.432),(56 6676.771),(57 6649.5522),(58 6643.2407),(59 6729.636),(60 6641.8794),(61 6759.7524),(62 6841.1426),(63 6978.4375),(64 7048.515),(65 7174.066),(66 7244.76),(67 7408.8745),(68 7379.2153),(69 7614.2017),(70 7665.0103),(71 7671.2944),(72 7871.6367),(73 7840.0986),(74 7722.3105),(75 7798.267),(76 7838.5503),(77 7830.356),(78 7787.6714),(79 7615.7046),
(1 5428.2847),(2 4962.4653),(3 5410.518),(4 5349.348),(5 5297.6885),(6 5294.5005),(7 5762.661),(8 6020.5815),(9 6345.645),(10 6338.694),(11 6537.344),(12 6803.8105),(13 7036.772),(14 7346.7334),(15 7582.58),(16 7546.147),(17 7681.4385),(18 7971.4336),(19 8152.444),(20 8213.361),(21 8439.886),(22 8292.096),(23 8302.083),(24 8459.181),(25 8445.082),(26 8431.818),(27 8366.47),(28 8300.528),(29 8193.472),(30 8105.1494),(31 8101.8496),(32 7922.92),(33 7801.6543),(34 7794.529),(35 7696.7383),(36 7731.58),(37 7729.201),(38 7551.712),(39 7642.7427),(40 7383.5464),(41 7495.332),(42 7411.74),(43 7390.6455),(44 7247.4277),(45 7399.934),(46 7343.5493),(47 7267.353),(48 7296.602),(49 7360.836),(50 7126.823),(51 7351.0913),(52 6991.9653),(53 7001.247),(54 7034.775),(55 6819.9277),(56 6866.8965),(57 6777.229),(58 6664.399),(59 6666.041),(60 6610.3423),(61 6597.9736),(62 6697.7114),(63 6776.607),(64 6750.393),(65 6845.3354),(66 7081.8477),(67 7053.1245),(68 7223.402),(69 7135.714),(70 7394.2964),(71 7213.6978),(72 7518.4287),(73 7412.57),(74 7440.589),(75 7495.706),(76 7639.071),(77 7491.4746),(78 7702.7607),(79 7643.8584),
(1 5275.653),(2 4897.857),(3 5222.0664),(4 5136.4033),(5 5118.473),(6 5145.1978),(7 5566.126),(8 5843.4346),(9 6123.3716),(10 6078.2256),(11 6360.656),(12 6711.312),(13 6876.452),(14 7299.3394),(15 7407.8037),(16 7561.1084),(17 7591.557),(18 7875.799),(19 7979.7056),(20 8231.66),(21 8191.248),(22 8128.546),(23 8095.6772),(24 8161.524),(25 8159.383),(26 8201.79),(27 8080.388),(28 8121.037),(29 8074.942),(30 7851.533),(31 8050.5386),(32 7842.964),(33 7830.0664),(34 7727.4517),(35 7671.193),(36 7508.035),(37 7568.335),(38 7433.3887),(39 7425.6606),(40 7308.809),(41 7220.951),(42 7247.415),(43 7139.6133),(44 7116.7397),(45 7050.405),(46 6986.6704),(47 6875.1157),(48 6885.4927),(49 6891.7607),(50 6748.5405),(51 6842.942),(52 6490.0083),(53 6531.2407),(54 6462.0425),(55 6492.7817),(56 6374.5796),(57 6400.256),(58 6306.537),(59 6418.109),(60 6509.5884),(61 6429.875),(62 6576.218),(63 6679.0874),(64 6762.604),(65 6927.0547),(66 6997.421),(67 7254.5044),(68 7287.4316),(69 7197.1694),(70 7378.088),(71 7318.5854),(72 7370.218),(73 7524.4688),(74 7300.2734),(75 7494.5913),(76 7437.3013),(77 7414.1626),(78 7285.997),(79 7342.872),
(1 5334.015),(2 4880.4634),(3 5189.2314),(4 5118.3696),(5 5112.3193),(6 5226.5293),(7 5558.6816),(8 5928.2544),(9 6132.444),(10 6200.9414),(11 6450.336),(12 6805.815),(13 7013.678),(14 7459.6045),(15 7588.6807),(16 7625.0654),(17 7804.5493),(18 7968.8877),(19 8296.061),(20 8409.095),(21 8375.871),(22 8358.026),(23 8279.569),(24 8472.648),(25 8365.593),(26 8341.936),(27 8334.496),(28 8257.65),(29 8224.505),(30 8161.495),(31 8152.6567),(32 7904.0493),(33 7865.6235),(34 7738.973),(35 7836.004),(36 7618.5293),(37 7631.346),(38 7467.0015),(39 7371.592),(40 7360.079),(41 7445.931),(42 7386.4326),(43 7314.306),(44 7241.7627),(45 7206.738),(46 7035.942),(47 6978.1953),(48 6982.606),(49 6971.7617),(50 6818.517),(51 6943.1772),(52 6572.205),(53 6759.546),(54 6591.1406),(55 6495.9614),(56 6453.871),(57 6425.8794),(58 6457.455),(59 6362.476),(60 6568.585),(61 6408.9917),(62 6550.923),(63 6525.9175),(64 6820.5396),(65 6913.224),(66 7007.5015),(67 7234.6787),(68 7154.8877),(69 7129.881),(70 7189.112),(71 7308.632),(72 7339.7744),(73 7439.472),(74 7288.045),(75 7389.0815),(76 7327.9873),(77 7384.509),(78 7241.066),(79 7195.692),
(1 5045.4575),(2 4654.3066),(3 4889.576),(4 4886.513),(5 4970.244),(6 5003.0967),(7 5297.1553),(8 5664.6177),(9 5785.462),(10 5725.413),(11 6127.3765),(12 6276.2534),(13 6607.6265),(14 6844.7397),(15 7049.4683),(16 7045.59),(17 7139.7134),(18 7392.552),(19 7556.524),(20 7708.5723),(21 7744.027),(22 7717.2266),(23 7639.992),(24 7826.4336),(25 7725.234),(26 7741.2485),(27 7710.2163),(28 7639.2026),(29 7672.617),(30 7645.2813),(31 7496.801),(32 7417.6675),(33 7360.767),(34 7233.048),(35 7121.8105),(36 7231.1904),(37 7018.777),(38 7059.1265),(39 6913.2725),(40 7005.3994),(41 6914.9907),(42 6818.206),(43 6841.5605),(44 6844.142),(45 6712.491),(46 6589.759),(47 6696.2563),(48 6557.0938),(49 6631.425),(50 6574.3057),(51 6507.392),(52 6313.252),(53 6413.5923),(54 6379.5347),(55 6351.2397),(56 6287.107),(57 6164.7993),(58 6104.368),(59 6173.9404),(60 6236.306),(61 6262.893),(62 6326.178),(63 6302.734),(64 6408.7007),(65 6565.876),(66 6603.5884),(67 6750.9146),(68 6663.581),(69 6778.7827),(70 6933.587),(71 6884.8545),(72 6936.68),(73 7053.362),(74 7004.685),(75 6914.7085),(76 7082.8325),(77 6964.729),(78 6890.1445),(79 6915.9634),
