1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 125462.445),(2 321048.4),(3 578234.5),(4 792892.06),(5 972583.75),(6 1075489.5),(7 1129777.9),(8 1184534.9),(9 1244091.4),(10 1318152.5),(11 1401288.1),(12 1578033),(13 1795823.4),(14 1993231.6),(15 2224850.8),(16 2394041.3),(17 2481464),(18 2544651.8),(19 2542898.3),(20 2529923.5),(21 2609949),(22 2757215.3),(23 2940562.8),(24 3165610.3),(25 3367151.8),(26 3474293.3),(27 3328171.8),(28 3268541.3),(29 3193056.8),(30 3117259.3),(31 3068676),(32 3130629),(33 3255203.8),(34 3544880.8),(35 3694840),(36 3754534),(37 3710283.8),(38 3565009.8),(39 3368935.3),(40 3152915.3),(41 2954947.8),(42 2870225),(43 2830822.3),(44 2807473.3),(45 2845730.3),(46 2837194),(47 2840235.3),(48 2854041.8),(49 2865780.8),(50 2872362.3),(51 2905374),(52 2936568.8),(53 2964906.3),(54 2993417.8),(55 3002146.3),(56 3037523.8),(57 3069757),(58 3043038.3),(59 3055297.3),(60 3105234.8),(61 3150295.3),(62 3183334),(63 3236827),(64 3336143.3),(65 3444642),(66 3523611),(67 3581698.8),(68 3704045.8),(69 3799491),(70 3810265),(71 3727769.3),(72 3694290.3),(73 3633607.3),(74 3625989.3),(75 3625089.3),(76 3616254.8),(77 3562490),(78 3502652.3),(79 3471499.8),
(1 3211.5234),(2 4983.662),(3 6333.3174),(4 6990.524),(5 7632.1006),(6 8109.159),(7 8501.815),(8 8485.192),(9 8578.012),(10 8728.11),(11 8914.981),(12 9130.07),(13 9308.419),(14 9386.6045),(15 9588.535),(16 9627.873),(17 9466.909),(18 9504.077),(19 9533.948),(20 9461.518),(21 9568.917),(22 9658.099),(23 9735.758),(24 9760.669),(25 9862.33),(26 9880.792),(27 9887.804),(28 9767.46),(29 9839.476),(30 9938.18),(31 9989.033),(32 10052.467),(33 9999.394),(34 9966.651),(35 10072.254),(36 10014.149),(37 10055.573),(38 10165.907),(39 10155.249),(40 10157.452),(41 10063.462),(42 10137.385),(43 10132.006),(44 10236.617),(45 10246.529),(46 10288.679),(47 10258.221),(48 10164.261),(49 10194.424),(50 10212.605),(51 10267.109),(52 10195.341),(53 10244.757),(54 10252.05),(55 10304.393),(56 10321.066),(57 10543.737),(58 10579.996),(59 10647.261),(60 10550.581),(61 10522.041),(62 10571.401),(63 10626.622),(64 10680.362),(65 10759.866),(66 10782.316),(67 10831.3545),(68 10741.295),(69 10687.799),(70 10741.926),(71 10785.081),(72 10838.966),(73 10776.847),(74 10672.666),(75 10495.572),(76 10401.04),(77 10321.301),(78 10382.876),(79 10369.915),
(1 3086.6323),(2 4806.028),(3 6048.6865),(4 6808.272),(5 7312.606),(6 7764.455),(7 8123.4106),(8 8220.098),(9 8386.046),(10 8379.582),(11 8565.842),(12 8761.497),(13 8927.992),(14 8928.037),(15 9073.449),(16 9077.85),(17 9140.332),(18 9182.829),(19 9326.391),(20 9228.772),(21 9300.58),(22 9298.46),(23 9360.895),(24 9445.973),(25 9539.21),(26 9615.034),(27 9723.2295),(28 9655.974),(29 9578.6455),(30 9570.515),(31 9676.408),(32 9639.973),(33 9715.066),(34 9871.529),(35 9951.872),(36 9989.606),(37 10071.759),(38 10235.968),(39 10233.961),(40 10176.259),(41 10047.712),(42 10203.253),(43 10255.928),(44 10312.051),(45 10322.594),(46 10306.171),(47 10186.017),(48 10168.894),(49 10116.176),(50 10070.183),(51 10089.479),(52 10005.912),(53 10117.926),(54 10069.911),(55 9971.938),(56 9966.926),(57 10020.531),(58 9971.686),(59 10016.109),(60 9987.931),(61 10024.543),(62 9900.004),(63 10007.73),(64 9971.819),(65 10111.813),(66 10154.879),(67 10324.413),(68 10292.235),(69 10347.075),(70 10260.305),(71 10211.888),(72 10235.379),(73 10183.921),(74 10132.403),(75 10169.601),(76 10235.811),(77 10260.608),(78 10376.721),(79 10367.808),
(1 2999.8862),(2 4678.241),(3 5875.381),(4 6564.0137),(5 7071.169),(6 7537.0044),(7 7710.858),(8 7766.579),(9 7873.8115),(10 8145.813),(11 8421.318),(12 8579.788),(13 8697.985),(14 8791.431),(15 9006.705),(16 9059.57),(17 9032.523),(18 9039.487),(19 9054.42),(20 9058.127),(21 9125.194),(22 9158.53),(23 9221.173),(24 9375.107),(25 9481.384),(26 9547.377),(27 9531.223),(28 9430.885),(29 9487.237),(30 9539.402),(31 9507.101),(32 9410.133),(33 9373.96),(34 9425.958),(35 9461.319),(36 9523.321),(37 9479.678),(38 9538.226),(39 9570.707),(40 9581.143),(41 9556.239),(42 9683.297),(43 9490.287),(44 9389.399),(45 9362.322),(46 9348.769),(47 9225.148),(48 9212.949),(49 9146.142),(50 9081.842),(51 9074.829),(52 9107.602),(53 9145.689),(54 9246.211),(55 9256.59),(56 9343.994),(57 9333.53),(58 9338.531),(59 9323.146),(60 9283.02),(61 9295.998),(62 9176.954),(63 9227.411),(64 9204.339),(65 9311.139),(66 9339.919),(67 9425.2),(68 9391.641),(69 9471.59),(70 9500.437),(71 9591.385),(72 9473.179),(73 9472.908),(74 9464.047),(75 9494.97),(76 9590.257),(77 9599.42),(78 9895.074),(79 9833.151),
(1 2896.773),(2 4509.8037),(3 5639.079),(4 6307.5264),(5 6921.4497),(6 7326.1685),(7 7616.749),(8 7730.1987),(9 7812.8633),(10 7858.3726),(11 8145.4316),(12 8255.33),(13 8367.883),(14 8459.976),(15 8599.283),(16 8593.569),(17 8656.467),(18 8695.864),(19 8713.456),(20 8687.113),(21 8727.827),(22 8689.18),(23 8702.113),(24 8851.045),(25 8988.081),(26 9093.242),(27 9048.589),(28 8956.946),(29 8908.802),(30 8934.614),(31 8907.604),(32 8823.607),(33 8836.328),(34 8998.512),(35 9059.246),(36 9145.234),(37 9173.793),(38 9261.613),(39 9268.37),(40 9217.691),(41 9230.792),(42 9378.699),(43 9390.294),(44 9515.06),(45 9461.525),(46 9311.146),(47 9264.678),(48 9221.043),(49 9193.06),(50 9160.328),(51 9146.596),(52 9113.748),(53 9041.183),(54 8947.791),(55 8848.393),(56 8748.649),(57 8748.245),(58 8819.381),(59 8863.654),(60 8766.269),(61 8891.226),(62 8897.081),(63 9060.818),(64 8992.16),(65 9079.905),(66 9121.539),(67 9183.231),(68 9223.861),(69 9235.775),(70 9331.508),(71 9365.208),(72 9351.456),(73 9410.006),(74 9391.563),(75 9341.352),(76 9224.552),(77 9236.729),(78 9344.364),(79 9272.42),
(1 2856.2568),(2 4432.7515),(3 5659.692),(4 6281.978),(5 6796.673),(6 7123.657),(7 7316.106),(8 7386.2056),(9 7620.003),(10 7739.0234),(11 7981.4214),(12 8048.0664),(13 8131.035),(14 8188.712),(15 8343.539),(16 8315.359),(17 8324.646),(18 8256.595),(19 8301.936),(20 8340.343),(21 8466.177),(22 8461.652),(23 8519.591),(24 8596.719),(25 8708.976),(26 8794.629),(27 8804.933),(28 8814.089),(29 8785.056),(30 8741.489),(31 8744.236),(32 8776.075),(33 8737.078),(34 8851.212),(35 8806.274),(36 8948.457),(37 8876.444),(38 8894.008),(39 8851.114),(40 8842.91),(41 8770.184),(42 8916.711),(43 8880.91),(44 9018.258),(45 8982.282),(46 8903.83),(47 8797.395),(48 8777.429),(49 8791.421),(50 8832.655),(51 8826.317),(52 8783.719),(53 8750.324),(54 8803.791),(55 8813.277),(56 8864.593),(57 8823.638),(58 8861.266),(59 8851.002),(60 8733.404),(61 8813.294),(62 8753.273),(63 8780.119),(64 8697.85),(65 8808.463),(66 8837.708),(67 8775.408),(68 8775.817),(69 8799.636),(70 8884.314),(71 8909),(72 8914.824),(73 8903.325),(74 8878.091),(75 8916.939),(76 8911.774),(77 8923.617),(78 9035.695),(79 9015.465),
(1 2728.0906),(2 4196.85),(3 5303.9727),(4 5871.1523),(5 6297.2427),(6 6632.035),(7 6888.391),(8 7060.5103),(9 7265.0146),(10 7454.5117),(11 7597.571),(12 7611.019),(13 7610.415),(14 7714.5215),(15 7841.547),(16 7817.694),(17 7888.777),(18 7877.5313),(19 7960.0874),(20 7861.3496),(21 7957.978),(22 7947.6733),(23 7987.837),(24 8005.2275),(25 8120.908),(26 8245.539),(27 8306.736),(28 8358.919),(29 8294.19),(30 8367.954),(31 8400.664),(32 8407.411),(33 8364.828),(34 8381.877),(35 8501.955),(36 8626.702),(37 8610.031),(38 8665.356),(39 8674.127),(40 8633.525),(41 8674.409),(42 8807.742),(43 8740.906),(44 8858.835),(45 8826.787),(46 8697.696),(47 8632.385),(48 8638.602),(49 8569.84),(50 8576.537),(51 8668.072),(52 8628.092),(53 8551.759),(54 8453.001),(55 8392.284),(56 8344.515),(57 8370.611),(58 8362.367),(59 8355.077),(60 8362.054),(61 8360.639),(62 8414.695),(63 8488.804),(64 8435.19),(65 8376.476),(66 8393.342),(67 8357.907),(68 8368.197),(69 8431.457),(70 8511.286),(71 8535.908),(72 8449.0625),(73 8494.509),(74 8598.968),(75 8611.892),(76 8660.089),(77 8583.873),(78 8643.229),(79 8643.567),
(1 2645.6475),(2 4008.1846),(3 5042.919),(4 5539.741),(5 5988.857),(6 6341.59),(7 6550.549),(8 6719.457),(9 6802.219),(10 6820.9385),(11 6955.293),(12 7002.872),(13 7110.406),(14 7125.8525),(15 7261.994),(16 7322.6445),(17 7464.7925),(18 7482.4097),(19 7489.596),(20 7461.325),(21 7445.1133),(22 7430.773),(23 7523.776),(24 7621.409),(25 7784.4854),(26 7827.827),(27 7929.239),(28 7947.741),(29 7901.341),(30 7917.0005),(31 7909.4473),(32 7947.8276),(33 7982.0884),(34 8080.424),(35 8129.062),(36 8144.1987),(37 8037.9966),(38 7969.8975),(39 7869.5),(40 7969.977),(41 7985.1445),(42 8005.487),(43 8064.7095),(44 8132.801),(45 8138.753),(46 8153.182),(47 8183.207),(48 8099.9956),(49 8131.3003),(50 8139.674),(51 8203.054),(52 8107.7695),(53 8070.3335),(54 8101.54),(55 8023.898),(56 8030.3364),(57 8013.418),(58 8007.2925),(59 7997.9863),(60 7897.847),(61 7914.5684),(62 7895.57),(63 7877.5176),(64 7825.625),(65 7844.434),(66 7868.587),(67 7879.6846),(68 7916.2207),(69 8005.328),(70 8081.341),(71 8080.4116),(72 8062.9775),(73 8076.7026),(74 8149.6367),(75 8252.0625),(76 8269.697),(77 8214.239),(78 8403.145),(79 8464.23),
(1 2559.4663),(2 3878.2375),(3 4793.6406),(4 5308.6094),(5 5744.5967),(6 6045.04),(7 6266.696),(8 6337.5947),(9 6460.1313),(10 6626.193),(11 6807.7163),(12 6919.25),(13 7057.0376),(14 7097.508),(15 7252.365),(16 7189.2393),(17 7199.837),(18 7205.5176),(19 7250.834),(20 7231.3574),(21 7240.058),(22 7151.133),(23 7252.3184),(24 7315.134),(25 7423.342),(26 7560.3135),(27 7741.2866),(28 7776.9023),(29 7745.0176),(30 7799.4893),(31 7754.9956),(32 7785.8438),(33 7775.3438),(34 7768.402),(35 7728.116),(36 7798.0547),(37 7786.54),(38 7852.101),(39 7776.757),(40 7749.726),(41 7688.3467),(42 7723.031),(43 7694.161),(44 7751.363),(45 7734.8164),(46 7785.17),(47 7715.6924),(48 7751.645),(49 7768.4434),(50 7777.6514),(51 7789.088),(52 7822.1885),(53 7864.0815),(54 7807.8975),(55 7759.9463),(56 7684.7964),(57 7632.932),(58 7593.1865),(59 7599.873),(60 7523.883),(61 7607.4956),(62 7588.7153),(63 7700.832),(64 7667.5303),(65 7676.6587),(66 7584.52),(67 7592.932),(68 7670.899),(69 7675.074),(70 7654.6484),(71 7675.1104),(72 7650.911),(73 7651.084),(74 7657.0527),(75 7661.871),(76 7762.359),(77 7841.054),(78 7980.972),(79 7901.8857),
(1 2535.1592),(2 3821.426),(3 4852.382),(4 5324.579),(5 5730.9097),(6 6086.4253),(7 6291.634),(8 6395.645),(9 6375.2715),(10 6466.7583),(11 6547.8213),(12 6713.8228),(13 6799.57),(14 6830.428),(15 6955.99),(16 6993.1006),(17 6970.2593),(18 6873.712),(19 6948.2744),(20 7014.427),(21 6980.416),(22 7072.0747),(23 7167.219),(24 7220.205),(25 7306.073),(26 7334.6606),(27 7344.458),(28 7453.94),(29 7495.7373),(30 7581.6494),(31 7664.8423),(32 7743.935),(33 7703.8457),(34 7734.894),(35 7743.6914),(36 7750.9688),(37 7707.608),(38 7763.2954),(39 7801.49),(40 7685.1807),(41 7682.4937),(42 7832.847),(43 7779.5117),(44 7775.7847),(45 7777.373),(46 7819.6724),(47 7782.6924),(48 7712.8794),(49 7657.0083),(50 7643.744),(51 7631.371),(52 7567.012),(53 7527.0396),(54 7557.545),(55 7562.285),(56 7563.897),(57 7616.993),(58 7583.8965),(59 7559.4785),(60 7503.6636),(61 7547.7417),(62 7639.329),(63 7659.2627),(64 7706.812),(65 7846.4683),(66 7843.6997),(67 7949.2944),(68 7937.023),(69 8000.909),(70 7938.225),(71 7953.7593),(72 7924.517),(73 7931.8545),(74 7874.687),(75 7891.409),(76 7905.108),(77 7916.8164),(78 7920.39),(79 7874.562),
(1 2438.301),(2 3740.5674),(3 4682.3706),(4 5264.173),(5 5678.241),(6 5937.3555),(7 6149.9175),(8 6256.967),(9 6303.2397),(10 6423.76),(11 6622.5293),(12 6688.9194),(13 6806.5493),(14 6814.6885),(15 6855.025),(16 6899.9956),(17 6988.522),(18 6974.955),(19 7042.837),(20 7086.645),(21 7080.0947),(22 7128.049),(23 7180.875),(24 7188.985),(25 7184.465),(26 7210.209),(27 7225.6284),(28 7279.6943),(29 7261.6055),(30 7256.848),(31 7184.89),(32 7229.7866),(33 7312.0977),(34 7414.9307),(35 7387.7217),(36 7426.6445),(37 7455.8477),(38 7494.545),(39 7415.803),(40 7410.751),(41 7330.946),(42 7386.9917),(43 7434.9395),(44 7521.499),(45 7516.4707),(46 7464.476),(47 7373.9995),(48 7342.8394),(49 7329.7725),(50 7334.2153),(51 7419.6533),(52 7408.2686),(53 7423.6216),(54 7460.831),(55 7474.227),(56 7396.098),(57 7382.058),(58 7310.8315),(59 7303.1104),(60 7339.3623),(61 7435.4907),(62 7432.114),(63 7481.9805),(64 7496.6655),(65 7562.494),(66 7539.263),(67 7531.0894),(68 7490.749),(69 7552.364),(70 7502.5415),(71 7432.609),(72 7352.309),(73 7360.053),(74 7404.726),(75 7508.381),(76 7552.1064),(77 7603.055),(78 7723.482),(79 7687.76),
(1 2322.2832),(2 3502.348),(3 4443.3193),(4 4959.8228),(5 5348.6387),(6 5540.1772),(7 5731.131),(8 5835.1157),(9 5956.367),(10 6100.629),(11 6156.341),(12 6202.077),(13 6313.1147),(14 6310.4395),(15 6391.09),(16 6376.1987),(17 6472.119),(18 6544.3965),(19 6585.3364),(20 6709.6943),(21 6752.0156),(22 6757.876),(23 6757.0186),(24 6770.4087),(25 6840.3804),(26 6907.1357),(27 6907.791),(28 6973.139),(29 6873.195),(30 6939.8657),(31 6924.9287),(32 6940.911),(33 7036.9873),(34 7105.667),(35 7136.466),(36 7162.964),(37 7246.99),(38 7191.848),(39 7191.781),(40 7217.616),(41 7184.083),(42 7204.158),(43 7165.8535),(44 7157.445),(45 7138.5977),(46 7182.893),(47 7068.931),(48 7028.177),(49 7004.845),(50 6918.8833),(51 6965.6104),(52 6925.902),(53 6974.145),(54 6854.621),(55 6890.955),(56 6878.408),(57 6858.5938),(58 6825.4463),(59 6893.2007),(60 6880.7837),(61 6930.3086),(62 6846.7456),(63 6850.879),(64 6781.4414),(65 6895.3022),(66 6854.4517),(67 6825.1797),(68 6862.883),(69 6892.2603),(70 6877.6733),(71 6939.2583),(72 6959.0273),(73 6991.5166),(74 6973.857),(75 7030.5938),(76 7024.999),(77 6966.708),(78 7039.5615),(79 6936.6377),
(1 2334.956),(2 3501.3499),(3 4311.12),(4 4773.284),(5 5120.08),(6 5384.3257),(7 5545.1675),(8 5594.231),(9 5785.2017),(10 5878.5396),(11 6087.756),(12 6135.22),(13 6204.638),(14 6196.423),(15 6252.581),(16 6202.8706),(17 6163.578),(18 6128.124),(19 6194.35),(20 6234.4785),(21 6274.748),(22 6342.558),(23 6383.6016),(24 6443.71),(25 6531.6973),(26 6582.651),(27 6568.837),(28 6651.676),(29 6678.3384),(30 6753.457),(31 6782.0923),(32 6810.9497),(33 6744.614),(34 6795.7085),(35 6752.1777),(36 6793.6177),(37 6775.4175),(38 6766.4736),(39 6785.5166),(40 6832.494),(41 6739.322),(42 6884.1724),(43 6853.447),(44 6826.5767),(45 6811.726),(46 6788.8066),(47 6675.412),(48 6622.0225),(49 6641.7427),(50 6699.572),(51 6769.0474),(52 6709.105),(53 6644.538),(54 6586.848),(55 6572.288),(56 6552.244),(57 6570.7363),(58 6527.5425),(59 6586.2705),(60 6662.2153),(61 6787.9297),(62 6800.946),(63 6896.4775),(64 6918.148),(65 6932.113),(66 6829.877),(67 6839.3525),(68 6847.7886),(69 6866.791),(70 6815.9907),(71 6822.8613),(72 6777.4937),(73 6741.124),(74 6754.5786),(75 6721.3257),(76 6744.7466),(77 6714.3486),(78 6810.76),(79 6810.7104),
(1 2224.537),(2 3320.0974),(3 4150.7217),(4 4566.592),(5 4945.9624),(6 5222.4883),(7 5349.738),(8 5362.7495),(9 5477.281),(10 5536.1978),(11 5703.935),(12 5811.096),(13 5893.932),(14 5954.492),(15 6028.4775),(16 5947.362),(17 5943.9194),(18 5955.301),(19 5920.0864),(20 5962.852),(21 6003.1304),(22 6078.2983),(23 6086.6567),(24 6093.0776),(25 6171.904),(26 6220.789),(27 6301.9736),(28 6336.891),(29 6367.2104),(30 6488.7334),(31 6489.893),(32 6468.986),(33 6407.862),(34 6395.83),(35 6417.194),(36 6499.1646),(37 6482.2007),(38 6528.559),(39 6487.3926),(40 6556.1104),(41 6554.9434),(42 6584.2236),(43 6611.6626),(44 6647.5957),(45 6539.9478),(46 6512.363),(47 6466.553),(48 6501.5703),(49 6486.915),(50 6512.5386),(51 6576.4775),(52 6567.6797),(53 6572.33),(54 6550.78),(55 6562.033),(56 6594.0186),(57 6511.0977),(58 6424.3413),(59 6383.691),(60 6393.703),(61 6377.695),(62 6372.902),(63 6370.339),(64 6313.9824),(65 6376.663),(66 6395.5728),(67 6433.5073),(68 6393.728),(69 6444.0815),(70 6415.3525),(71 6395.0522),(72 6422.6396),(73 6439.9106),(74 6500.7944),(75 6424.069),(76 6454.53),(77 6456.693),(78 6469.863),(79 6409.3774),
(1 2175.73),(2 3279.2668),(3 4071.0327),(4 4487.794),(5 4870.2964),(6 5091.892),(7 5341.146),(8 5367.3774),(9 5402.8286),(10 5397.6626),(11 5505.934),(12 5516.505),(13 5600.177),(14 5560.057),(15 5671.1763),(16 5660.9453),(17 5725.211),(18 5772.589),(19 5801.909),(20 5795.234),(21 5837.283),(22 5844.5977),(23 5914.3623),(24 6005.576),(25 6105.9683),(26 6165.982),(27 6199.4014),(28 6192.2466),(29 6116.1143),(30 6268.787),(31 6265.785),(32 6295.506),(33 6271.364),(34 6310.6816),(35 6392.553),(36 6374.2617),(37 6389.38),(38 6377.23),(39 6332.071),(40 6314.0293),(41 6198.443),(42 6232.414),(43 6203.539),(44 6320.1704),(45 6281.4746),(46 6269.3496),(47 6245.1924),(48 6188.935),(49 6172.514),(50 6139.2114),(51 6175.144),(52 6126.8525),(53 6117.5044),(54 6114.6245),(55 6100.0317),(56 6126.065),(57 6129.8203),(58 6109.4575),(59 6190.068),(60 6169.2075),(61 6227.6865),(62 6250.1987),(63 6279.722),(64 6274.599),(65 6298.697),(66 6308.718),(67 6307.5776),(68 6287.207),(69 6308.1997),(70 6380.513),(71 6386.2446),(72 6382.028),(73 6387.084),(74 6345.636),(75 6382.9375),(76 6337.0566),(77 6328.688),(78 6369.472),(79 6352.575),
(1 2113.1033),(2 3101.3945),(3 3849.1257),(4 4248.241),(5 4575.5894),(6 4778.565),(7 4920.107),(8 4945.867),(9 5076.7954),(10 5090.5273),(11 5187.792),(12 5215.0435),(13 5310.9805),(14 5358.769),(15 5426.69),(16 5387.427),(17 5535.487),(18 5572.922),(19 5632.537),(20 5680.2217),(21 5715.439),(22 5696.7886),(23 5698.1035),(24 5709.4927),(25 5869.847),(26 5885.512),(27 5948.3477),(28 5953.7744),(29 5911.8633),(30 5935.6816),(31 5855.225),(32 5823.243),(33 5854.173),(34 5941.797),(35 5893.295),(36 5928.7627),(37 5955.68),(38 6013.9883),(39 6004.978),(40 6010.3),(41 5955.096),(42 5973.364),(43 5952.252),(44 5997.57),(45 5892.6772),(46 5808.7446),(47 5819.1426),(48 5817.361),(49 5816.033),(50 5793.2026),(51 5862.6235),(52 5827.3545),(53 5814.5376),(54 5830.938),(55 5832.8613),(56 5911.86),(57 5984.6997),(58 5978.55),(59 5952.13),(60 5883.7583),(61 5913.489),(62 5847.2925),(63 5918.8267),(64 5923.9063),(65 6034.329),(66 6051.43),(67 6056.9263),(68 6017.781),(69 6028.6),(70 6038.4653),(71 5965.091),(72 5987.7593),(73 5971.317),(74 5983.458),(75 5979.061),(76 6010.1367),(77 5969.967),(78 6038.48),(79 6052.771),
(1 2041.4757),(2 3019.0684),(3 3683.897),(4 4043.3774),(5 4301.6563),(6 4495.42),(7 4663.2314),(8 4800.961),(9 4947.568),(10 5005.5337),(11 5083.846),(12 5027.5557),(13 5083.0327),(14 5085.4854),(15 5146.149),(16 5137.8027),(17 5210.7407),(18 5208.874),(19 5265.474),(20 5215.249),(21 5313.6426),(22 5322.866),(23 5465.264),(24 5540.358),(25 5563.624),(26 5614.77),(27 5597.3325),(28 5573.975),(29 5500.5825),(30 5578.581),(31 5580.438),(32 5620.5186),(33 5605.79),(34 5652.213),(35 5586.058),(36 5656.347),(37 5670.0527),(38 5669.3057),(39 5663.4063),(40 5663.392),(41 5634.178),(42 5668.985),(43 5608.0317),(44 5636.6807),(45 5547.2974),(46 5533.031),(47 5464.9233),(48 5461.2603),(49 5469.942),(50 5490.216),(51 5571.1777),(52 5553.4526),(53 5608.065),(54 5595.802),(55 5611.8545),(56 5652.659),(57 5654.6924),(58 5705.8774),(59 5714.685),(60 5658.5845),(61 5716.2324),(62 5700.807),(63 5780.502),(64 5760.9175),(65 5810.4604),(66 5841.198),(67 5860.2637),(68 5736.7134),(69 5786.7456),(70 5770.296),(71 5781.7305),(72 5778.518),(73 5756.506),(74 5788.1426),(75 5779.7354),(76 5787.542),(77 5790.6997),(78 5851.3096),(79 5880.968),
(1 2009.3368),(2 2979.843),(3 3706.921),(4 4087.7263),(5 4428.7197),(6 4638.089),(7 4833.5103),(8 4899.527),(9 4972.598),(10 5006.9917),(11 5152.8706),(12 5087.7153),(13 5112.4536),(14 5093.6416),(15 5079.6074),(16 5007.686),(17 5073.361),(18 5135.6177),(19 5144.676),(20 5171.4624),(21 5226.6284),(22 5278.71),(23 5393.556),(24 5406.7695),(25 5510.883),(26 5549.006),(27 5622.64),(28 5658.609),(29 5642.396),(30 5704.0723),(31 5719.3115),(32 5735.8447),(33 5702.697),(34 5778.4854),(35 5730.537),(36 5772.602),(37 5838.9824),(38 5801.1123),(39 5796.298),(40 5804.2285),(41 5773.582),(42 5775.423),(43 5725.681),(44 5741.752),(45 5730.3936),(46 5767.6157),(47 5750.8213),(48 5683.7397),(49 5672.6606),(50 5670.4385),(51 5771.7446),(52 5733.1636),(53 5766.631),(54 5744.9136),(55 5761.9595),(56 5732.684),(57 5709.3354),(58 5723.6426),(59 5750.942),(60 5777.0493),(61 5812.544),(62 5792.006),(63 5858.3525),(64 5852.1255),(65 5904.1357),(66 5928.285),(67 5970.1367),(68 6001.758),(69 6002.983),(70 5903.5977),(71 5886.108),(72 5805.194),(73 5748.814),(74 5719.492),(75 5718.8066),(76 5769.426),(77 5721.459),(78 5761.406),(79 5741.5635),
