1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12178.394),(2 37560.016),(3 71128.42),(4 101121.89),(5 125663.95),(6 142081.64),(7 152925.5),(8 159133.45),(9 163811.42),(10 168237.47),(11 173463.19),(12 179636.06),(13 187919.39),(14 196955.88),(15 205501.1),(16 213591.33),(17 219415.1),(18 223887.66),(19 228223.81),(20 231345.5),(21 234435.72),(22 235936.64),(23 237199.47),(24 238439.78),(25 239617.44),(26 242935.75),(27 245673.86),(28 246422.28),(29 246616.53),(30 247941.08),(31 249561.73),(32 250337.17),(33 251676.48),(34 254485.81),(35 258342.36),(36 261871.47),(37 264655.38),(38 265214.66),(39 264387.16),(40 262682.88),(41 260334.84),(42 258524.05),(43 257768.33),(44 255245.61),(45 252743.16),(46 249536.44),(47 244359.22),(48 241273.58),(49 239909.38),(50 238481.94),(51 237567.16),(52 237775.88),(53 237520.3),(54 239000.2),(55 240254.95),(56 240602.48),(57 241743.38),(58 243904.98),(59 244737.16),(60 245050),(61 244531.05),(62 244772.81),(63 244862.89),(64 246288.73),(65 247993.53),(66 250169.53),(67 252430.27),(68 252428.13),(69 253941.38),(70 255456.1),(71 256625.67),(72 256591.9),(73 255122.75),(74 252703.66),(75 251469.84),(76 251204.88),(77 251674.2),(78 251731.47),(79 252021.64),
(1 11898.015),(2 35884.164),(3 66876.67),(4 95960.3),(5 120755.266),(6 138689.2),(7 150941.95),(8 158882.83),(9 164831.53),(10 171080.28),(11 178510.13),(12 186615.48),(13 196157.39),(14 204068.89),(15 210649.7),(16 213341.33),(17 214027.77),(18 215008.3),(19 216843.03),(20 218832.28),(21 221914.58),(22 225959.1),(23 228750.81),(24 232485.5),(25 237907.8),(26 241280.47),(27 244532.6),(28 246837.02),(29 247417.27),(30 247647.75),(31 248694.88),(32 248354.16),(33 248366.67),(34 248807.78),(35 248564.1),(36 249235.88),(37 249671.4),(38 249908.31),(39 250299.72),(40 250090.9),(41 249310.34),(42 248830.39),(43 247469.5),(44 245207.9),(45 242974.2),(46 240377.72),(47 235506.13),(48 231897.39),(49 229403.55),(50 227276.97),(51 225996.14),(52 225572.66),(53 225991.55),(54 227476.13),(55 229902.05),(56 233139.34),(57 236959.31),(58 240064.2),(59 242480.6),(60 244040.8),(61 244937.86),(62 244876.94),(63 245532.72),(64 246655.25),(65 247604.44),(66 248601.72),(67 251322.69),(68 252576.83),(69 253961.7),(70 255459.05),(71 256745.23),(72 257323.78),(73 256506.05),(74 255094.84),(75 254439.2),(76 253840.22),(77 253252.22),(78 252316.97),(79 250269.75),
(1 12251.799),(2 36911.734),(3 68709.516),(4 97167.72),(5 120330.63),(6 137785.47),(7 150462.72),(8 158805.42),(9 164408.98),(10 169422.7),(11 175743.81),(12 184318.22),(13 194146.8),(14 203818.3),(15 211062.64),(16 216643.08),(17 220120.52),(18 223633.19),(19 226860.2),(20 229935.66),(21 232644.44),(22 235694.56),(23 240015.3),(24 244894.36),(25 251682.16),(26 257940.8),(27 263133.22),(28 265692.03),(29 267447.66),(30 268629.66),(31 268965.9),(32 269439.7),(33 269491.34),(34 271223.5),(35 270690.56),(36 269584.16),(37 266985.56),(38 264772.3),(39 262285.16),(40 260784.3),(41 258404.84),(42 256831.13),(43 255650.17),(44 254274.34),(45 253764.7),(46 252073.11),(47 249458.64),(48 247202.06),(49 245082.94),(50 242284.03),(51 239921.56),(52 238340.08),(53 236710.75),(54 235127.08),(55 233816.1),(56 232276.03),(57 231715.81),(58 230849.11),(59 230727.89),(60 231868.61),(61 233522.34),(62 235297.2),(63 236842.06),(64 238851.67),(65 239142.06),(66 240173.55),(67 241573.45),(68 242981.66),(69 244209.83),(70 244057.84),(71 242358.97),(72 240454.03),(73 238213.38),(74 235027.34),(75 232779.47),(76 230883.75),(77 230296.3),(78 231636.03),(79 232500.8),
(1 11959.998),(2 35891.836),(3 66096.26),(4 93340.21),(5 115397.8),(6 131500.73),(7 141152.44),(8 146671.36),(9 151224.25),(10 157399.66),(11 164515.19),(12 171802.66),(13 178949.14),(14 183498.11),(15 185753.61),(16 187466.64),(17 188453.4),(18 189596.45),(19 191520.53),(20 193317.4),(21 196522.66),(22 200909.33),(23 206052.42),(24 212264.39),(25 216605.22),(26 220986.5),(27 224950.86),(28 227567.5),(29 229653.61),(30 231010.06),(31 232148.23),(32 232263.72),(33 231288.61),(34 232171.6),(35 233101.81),(36 234849.9),(37 236051.27),(38 235794.72),(39 236233.27),(40 237172.98),(41 236357.92),(42 234948.81),(43 233368.28),(44 231291.81),(45 229284.03),(46 227035.86),(47 224260.6),(48 221881.92),(49 221630.53),(50 220286.95),(51 219983.98),(52 219477.3),(53 219779.16),(54 219438.13),(55 219158.77),(56 218518.42),(57 218491.5),(58 218817.27),(59 219266.17),(60 220194.98),(61 220419.28),(62 221239.02),(63 221804.9),(64 224135.9),(65 224490.81),(66 224696.52),(67 225830.45),(68 226608.95),(69 227608),(70 227621.19),(71 226446.97),(72 224536.78),(73 222663.45),(74 220734.83),(75 218684.66),(76 218145.05),(77 218067.45),(78 219185.34),(79 219512.2),
(1 11948.165),(2 36565.918),(3 69180.65),(4 97207.32),(5 120598.48),(6 138031.64),(7 149640.2),(8 156907.77),(9 161728.05),(10 166507.48),(11 171705.1),(12 176399.1),(13 182292.83),(14 187921.58),(15 191635.33),(16 193935.36),(17 194611.27),(18 195390.94),(19 196365.05),(20 198151.19),(21 202001.13),(22 207321.28),(23 213540.6),(24 219681.16),(25 225804.08),(26 231342.31),(27 236080.16),(28 238925.55),(29 240911.02),(30 241939.95),(31 242752.17),(32 241901.83),(33 242205.31),(34 241836.28),(35 240189.02),(36 238340.75),(37 237490.94),(38 237152.44),(39 238844.25),(40 240849.92),(41 242678.34),(42 245447.48),(43 246980.8),(44 247140.94),(45 245866.66),(46 243635.03),(47 240334.89),(48 237709.19),(49 235364.5),(50 233170.38),(51 230782.17),(52 228775.17),(53 227570.39),(54 227246.16),(55 227457.03),(56 228455.47),(57 229356.23),(58 230648.42),(59 232548.94),(60 233453.63),(61 235747.56),(62 237578.1),(63 239026.06),(64 240654.25),(65 241336.23),(66 241969.2),(67 242449.02),(68 241250.38),(69 239232.36),(70 236095.33),(71 233018.3),(72 229802.97),(73 227111.28),(74 225258.17),(75 224037.27),(76 223010.47),(77 222798.9),(78 224564.97),(79 224456.52),
(1 11722.598),(2 35412.6),(3 66849.78),(4 95358.23),(5 118994.59),(6 136151.27),(7 146987.08),(8 153532.67),(9 157709.55),(10 160486.23),(11 164183.64),(12 168051.61),(13 172690.95),(14 177978.44),(15 182573.83),(16 186920.6),(17 190622.14),(18 193714.11),(19 196874.92),(20 200376.08),(21 203920.34),(22 206834.06),(23 209393.98),(24 211283.7),(25 213490.97),(26 216314.86),(27 218178.84),(28 219433.5),(29 220681.55),(30 221638.64),(31 222481.08),(32 222704.7),(33 223510.64),(34 224699.02),(35 225142.4),(36 225596.53),(37 225368.13),(38 225018.2),(39 225171.28),(40 226513.34),(41 227372.22),(42 228556.73),(43 228503.52),(44 227167.7),(45 225905.66),(46 224427.67),(47 222816.56),(48 221737.52),(49 220735.25),(50 218824.64),(51 217191.3),(52 215227.4),(53 214541.33),(54 214549.08),(55 214986.61),(56 215372.23),(57 215324.4),(58 215812.77),(59 216975.75),(60 218161.08),(61 220711.56),(62 222165.17),(63 224147.34),(64 224881.88),(65 225990.52),(66 226007.88),(67 225341.6),(68 223779.77),(69 221796.67),(70 220300.06),(71 219018.61),(72 218209.5),(73 217819.45),(74 218194.25),(75 219468.39),(76 220935.75),(77 221884.06),(78 223216.63),(79 224451.38),
(1 11575.774),(2 34748.984),(3 63920.813),(4 90171.77),(5 110974.52),(6 125535.6),(7 134991.3),(8 140496.58),(9 143041.25),(10 145659.4),(11 149553.66),(12 154580.63),(13 159893.47),(14 164325.06),(15 167779.4),(16 170605.61),(17 173732.19),(18 176252.75),(19 179564.11),(20 183618.63),(21 188382.84),(22 192130.02),(23 196341.66),(24 200477.17),(25 202774.42),(26 204742.72),(27 203619.56),(28 201678.14),(29 199928.23),(30 199060.86),(31 199879.72),(32 201217.98),(33 203425.16),(34 206450.8),(35 208205.19),(36 209092.9),(37 209579.39),(38 208764.84),(39 209095.14),(40 210424.42),(41 211469.2),(42 212591.02),(43 213642.97),(44 213962.3),(45 214138.7),(46 213525.6),(47 211643.2),(48 209599.11),(49 207408.9),(50 205447.83),(51 203906.84),(52 202598.25),(53 202588.34),(54 202780.94),(55 202742.83),(56 203118.7),(57 203507.61),(58 203790.03),(59 204065.45),(60 205321.98),(61 206146.83),(62 206360.56),(63 207516.98),(64 208868.6),(65 210396.44),(66 211211.66),(67 212049.47),(68 212620.73),(69 213551.2),(70 214360.42),(71 214936.67),(72 216364.69),(73 218415.81),(74 219471.39),(75 220377.34),(76 222088.84),(77 222086.77),(78 222038.28),(79 223098.6),
(1 11459.37),(2 34412.37),(3 64849.34),(4 91601.17),(5 112711.9),(6 127840.875),(7 139057.48),(8 146665.23),(9 152000.1),(10 157098.02),(11 162557.16),(12 168068.02),(13 172927.02),(14 176599.92),(15 178913.39),(16 180405.73),(17 181687.03),(18 184302.45),(19 186934.31),(20 190594.73),(21 194620.78),(22 198588.3),(23 203404.69),(24 207037.02),(25 210039.81),(26 211889.89),(27 210582.77),(28 209112.67),(29 207900.56),(30 206185.48),(31 204962.2),(32 204678.83),(33 205012.38),(34 205720.56),(35 204196.16),(36 201943.73),(37 200634.1),(38 200141.13),(39 200924.92),(40 202247.11),(41 203010.1),(42 203843.66),(43 204427.56),(44 205153.88),(45 204718.75),(46 204765.88),(47 204252.13),(48 203395.97),(49 203156.97),(50 201784.03),(51 200865.8),(52 200008.94),(53 198943.45),(54 198704.78),(55 197924.22),(56 198016.19),(57 199229.6),(58 201064.94),(59 203262.69),(60 204746.75),(61 205934.89),(62 206315.7),(63 206119.42),(64 206038.48),(65 205311.75),(66 205910),(67 207803.6),(68 208197.53),(69 208398.36),(70 208533.33),(71 209143.25),(72 209645.5),(73 210507.89),(74 212630.47),(75 215148.86),(76 218453.31),(77 221490.66),(78 223333.16),(79 223711.22),
(1 10888.614),(2 32593.48),(3 59849.758),(4 83334.586),(5 100896.08),(6 112764.414),(7 120220.195),(8 125161.36),(9 129431.15),(10 135203.31),(11 142387.11),(12 149437.56),(13 156395.92),(14 161883.28),(15 165117.05),(16 168759.48),(17 171563.75),(18 173515.48),(19 175211.16),(20 177756.31),(21 180748.5),(22 184254.34),(23 188583.61),(24 191512.48),(25 193120.45),(26 194807.7),(27 195150.44),(28 195939.36),(29 195669.89),(30 194070.19),(31 192340.1),(32 190050.78),(33 187559.13),(34 185666.52),(35 182773.34),(36 180041.08),(37 178474.53),(38 177936.92),(39 179038.16),(40 181696.89),(41 184274.69),(42 187227.61),(43 190404.66),(44 192190.4),(45 192572.83),(46 191150.03),(47 189614.84),(48 188137.17),(49 187045.69),(50 185699.42),(51 185019.75),(52 185174.05),(53 185681.9),(54 186932.95),(55 189316.4),(56 191786.14),(57 194983.31),(58 196755.25),(59 197772.5),(60 198253.64),(61 199581.34),(62 200000.69),(63 200295.64),(64 201379.19),(65 202684.44),(66 203627.17),(67 205535.86),(68 205642.34),(69 205952.8),(70 205956.81),(71 204427.55),(72 203749.23),(73 203585.69),(74 204067.08),(75 204538.66),(76 205144.81),(77 206105.6),(78 207325.77),(79 207800.61),
(1 11173.164),(2 33634.566),(3 62101.35),(4 86777.04),(5 105262.945),(6 118150.64),(7 126783.44),(8 133155.28),(9 139711.56),(10 147125.78),(11 155754.3),(12 162395.4),(13 167671.86),(14 171176.89),(15 172777.88),(16 175165.5),(17 177228.83),(18 179181.11),(19 181874.69),(20 186523.53),(21 191436.42),(22 195943.06),(23 198505.69),(24 199408.73),(25 200271.14),(26 201179.7),(27 201689.11),(28 202984.11),(29 203079.5),(30 202580.22),(31 201997.06),(32 200312.1),(33 199073.48),(34 198599.47),(35 197079.31),(36 195997.22),(37 195462.42),(38 195410.78),(39 196242.14),(40 198435.38),(41 199664.56),(42 200310.97),(43 199858.33),(44 199033.28),(45 198768.48),(46 198421.7),(47 198122.92),(48 196953.42),(49 195209.73),(50 194483.2),(51 194809),(52 195317.11),(53 197130.14),(54 200029),(55 203140.3),(56 205556.77),(57 206394.63),(58 207169),(59 206928.4),(60 205841.88),(61 204197.67),(62 202053.98),(63 200566.78),(64 199308.72),(65 199128.78),(66 198946.63),(67 199276.03),(68 198601.58),(69 198168.31),(70 198543.48),(71 198021.42),(72 197683.72),(73 197594.81),(74 198041.5),(75 198923.2),(76 199107.11),(77 199490.4),(78 200561),(79 200908.2),
(1 10907.226),(2 32106.186),(3 58171.707),(4 79758.87),(5 95663.72),(6 107278.65),(7 115042.375),(8 120389.055),(9 125394.734),(10 130977.13),(11 136898.83),(12 141660.7),(13 145879.84),(14 149494.47),(15 150474.58),(16 151793.7),(17 151209.88),(18 151105.19),(19 152205.56),(20 154161.05),(21 157124.56),(22 160239.81),(23 163286.89),(24 166128.48),(25 168883.34),(26 171175.28),(27 172642.44),(28 173113.75),(29 173794.94),(30 173564.52),(31 173407.9),(32 172805.75),(33 172800.77),(34 173135.7),(35 172583.5),(36 172299.25),(37 172389.7),(38 173158.8),(39 174089.28),(40 174504.48),(41 175377.56),(42 176500.72),(43 177367.81),(44 177109.89),(45 176924.69),(46 176745.84),(47 175811.52),(48 173749.17),(49 171964.38),(50 170940.73),(51 172105.52),(52 173870.31),(53 176556.45),(54 179162.19),(55 181774.06),(56 184118.61),(57 184729.31),(58 185073.95),(59 184586.36),(60 183986.44),(61 184994.94),(62 186235.83),(63 188139.19),(64 190211.88),(65 191601.27),(66 192352.1),(67 192274.63),(68 191415.02),(69 190659.66),(70 190354.11),(71 189564.31),(72 189358.31),(73 189602.31),(74 189809.42),(75 189387.22),(76 189034.39),(77 188535.2),(78 189073.45),(79 188819.53),
(1 11046.404),(2 32018.316),(3 58162.01),(4 80141.89),(5 97008.26),(6 108925.17),(7 116846.984),(8 122357.734),(9 126925.875),(10 132484.72),(11 139045.77),(12 145775.03),(13 150648.39),(14 153972.48),(15 154510.72),(16 155142.95),(17 155377.2),(18 156024.1),(19 157714.92),(20 161536.08),(21 165946.86),(22 169561.81),(23 171754.4),(24 173202.34),(25 173459.84),(26 173424.61),(27 173248.98),(28 174301.61),(29 175136.84),(30 176386.63),(31 177551.48),(32 177632.14),(33 177342.1),(34 176548.23),(35 173933.81),(36 173019.6),(37 172698.52),(38 173400.52),(39 174822.48),(40 176230.03),(41 177289.13),(42 178641.52),(43 179876.63),(44 180424.81),(45 180154.05),(46 180780.84),(47 180967.28),(48 180667.94),(49 181769.56),(50 183293.05),(51 184735.63),(52 186241.83),(53 187447.83),(54 189532.73),(55 190793.72),(56 191258.95),(57 191445.13),(58 192295.6),(59 192701.28),(60 193041.56),(61 193987.5),(62 194859.83),(63 195944.5),(64 197490.98),(65 197947.3),(66 199103.77),(67 200136.38),(68 200297.03),(69 201331.28),(70 202464.84),(71 203431.86),(72 203618.17),(73 203946.42),(74 202973.88),(75 202055.05),(76 200806.83),(77 199463.69),(78 197816.17),(79 195762.3),
(1 10662.256),(2 31031.213),(3 56634.24),(4 77898.86),(5 94162.67),(6 105478.695),(7 113610.08),(8 120285.055),(9 126182.25),(10 131798.92),(11 137588.67),(12 141565.13),(13 143833.97),(14 144339.25),(15 143376.03),(16 142878.7),(17 142952.92),(18 143680.8),(19 145423.16),(20 147616.56),(21 150596.78),(22 153277.52),(23 155573.23),(24 156100.11),(25 155070.8),(26 153161.11),(27 151688.3),(28 150827.1),(29 150783.2),(30 151801.34),(31 153994.7),(32 154926.5),(33 155526.8),(34 155389.31),(35 155309.69),(36 155865.63),(37 157089.23),(38 156975.34),(39 157034.39),(40 156808.7),(41 156568.69),(42 157460.58),(43 159338.17),(44 160506.94),(45 162271.44),(46 163926.45),(47 165658.69),(48 167288.86),(49 169936.8),(50 173079.06),(51 176413.17),(52 179744.06),(53 181847.1),(54 184394.81),(55 185964.27),(56 187660.9),(57 188677.92),(58 190227.13),(59 190817.67),(60 191140.06),(61 191852.44),(62 191282.03),(63 190819.08),(64 190555.17),(65 189967.1),(66 189206.02),(67 188602.02),(68 187566.31),(69 187301.14),(70 187980.7),(71 188241.33),(72 188153.63),(73 188363.33),(74 187658.39),(75 186606.45),(76 186605.23),(77 186221.78),(78 185670.17),(79 185001.83),
(1 10499.065),(2 30134.043),(3 54995.477),(4 75780.63),(5 92322.41),(6 104188.74),(7 113558.3),(8 121752.17),(9 128769.664),(10 136850.3),(11 145073.69),(12 151228.03),(13 156282.81),(14 160047.83),(15 161010.64),(16 160452.5),(17 159280.64),(18 159070.39),(19 159475.72),(20 160948.78),(21 162242.02),(22 162566.42),(23 163085.2),(24 163795.28),(25 163848.83),(26 162702.28),(27 160538.73),(28 158836.17),(29 158151),(30 158180.8),(31 158319.81),(32 158835.61),(33 159272.89),(34 159738.36),(35 158995.3),(36 159050.44),(37 160986.11),(38 163279.64),(39 166108.14),(40 167931.5),(41 168253.55),(42 168726.27),(43 169317.17),(44 169206.27),(45 169892.33),(46 171324.4),(47 173198.84),(48 176483.11),(49 180333.84),(50 183663.8),(51 186052.23),(52 188292.75),(53 189098.86),(54 190075.97),(55 190392.28),(56 190570.72),(57 191422.4),(58 193084.2),(59 194225.39),(60 194661.03),(61 194633.33),(62 193059.23),(63 191609.5),(64 190816.58),(65 190073.3),(66 190264.1),(67 191723.44),(68 192141.11),(69 192839.19),(70 193580.95),(71 193657.17),(72 194359.1),(73 195520.42),(74 194986.05),(75 193421.77),(76 193235.36),(77 192096.9),(78 191239.66),(79 189460.6),
(1 10386.047),(2 30114.566),(3 53943.766),(4 73497.555),(5 87660.09),(6 97367.484),(7 104431.25),(8 110851.45),(9 117481.38),(10 124374.42),(11 132002.36),(12 138409.48),(13 143235.36),(14 146541.17),(15 147860.83),(16 148868.6),(17 150383.73),(18 151659.92),(19 153063.9),(20 155127.64),(21 157567.13),(22 159118.25),(23 161174.36),(24 162966.84),(25 163476.61),(26 163657.77),(27 164255.61),(28 165422.34),(29 166068.3),(30 166672.98),(31 167130.97),(32 165852.48),(33 164705.06),(34 163726.58),(35 161633.63),(36 161127.4),(37 160456.5),(38 159956.5),(39 160742.52),(40 162010.77),(41 162297.83),(42 163267.27),(43 164132.1),(44 164114.67),(45 164308.92),(46 164387.8),(47 164837.75),(48 166001.9),(49 167729.1),(50 170074.61),(51 172588.67),(52 175400.97),(53 178503.95),(54 182057.89),(55 184978.08),(56 186722.05),(57 187928.58),(58 189764.5),(59 190386.55),(60 191355.95),(61 192510.97),(62 192559.6),(63 192863.22),(64 192899.69),(65 192415.19),(66 192656.86),(67 192822.97),(68 192773.81),(69 193630.05),(70 193841.7),(71 193681.8),(72 193814.4),(73 193916.95),(74 192447.94),(75 190509.69),(76 188768.03),(77 186332.02),(78 184932.4),(79 183582.8),
(1 10381.143),(2 30171.133),(3 53766.9),(4 72646.164),(5 86852.26),(6 96123.695),(7 102065.555),(8 106465.94),(9 110045.18),(10 114643.46),(11 120259.164),(12 125503.64),(13 130375.25),(14 134599.47),(15 136634.17),(16 137521.95),(17 137820.86),(18 139110.72),(19 141790.11),(20 144450.61),(21 147662.78),(22 150373.1),(23 152631.77),(24 153939.78),(25 154588.83),(26 154063.08),(27 154672.94),(28 156434.16),(29 157762.48),(30 159130.77),(31 160097.77),(32 158952.47),(33 157901.55),(34 156710.25),(35 155304.84),(36 154311.25),(37 154529.45),(38 154926.56),(39 156241.1),(40 157700.69),(41 158698.31),(42 159925.97),(43 160859.45),(44 160015.97),(45 159016.63),(46 157518.22),(47 156336.13),(48 155160.3),(49 154102.05),(50 153781.2),(51 153394.08),(52 153950.56),(53 154218.02),(54 155579.5),(55 157041.95),(56 158346.83),(57 159496.4),(58 161659.95),(59 162784.16),(60 163178.2),(61 162969.97),(62 161412.95),(63 159914.89),(64 158592.44),(65 157437.05),(66 157343.95),(67 158190.72),(68 159494.58),(69 160233.81),(70 160646.4),(71 160383.45),(72 160681.31),(73 161637.33),(74 161905.33),(75 161328.52),(76 160830.97),(77 158975.5),(78 158277.72),(79 157222.83),
(1 10426.905),(2 29853.7),(3 53027.65),(4 71050.04),(5 84357.12),(6 93550.72),(7 99884.05),(8 104283.766),(9 108725.484),(10 113997.1),(11 119955.87),(12 124850.914),(13 129160.85),(14 133747.25),(15 136866.98),(16 139280.31),(17 140476.6),(18 140529.66),(19 141329.86),(20 143476.16),(21 145782.31),(22 148871.67),(23 151620.48),(24 153325.36),(25 153641.25),(26 155113.44),(27 157203.27),(28 160034.92),(29 162699.47),(30 164879.92),(31 165954.47),(32 165047.02),(33 164069.69),(34 163387.5),(35 162728.56),(36 162575.06),(37 162846.4),(38 162594.22),(39 163378.47),(40 163976.9),(41 163991.64),(42 164111.8),(43 163723.92),(44 162388.47),(45 160714.1),(46 158732.86),(47 156357.23),(48 154974.39),(49 153927.11),(50 153021.23),(51 151467.69),(52 151172.84),(53 150505.55),(54 150217.73),(55 149950.25),(56 149492),(57 149907.53),(58 151138.81),(59 153147.25),(60 154471.72),(61 156016.97),(62 156256.39),(63 156730.34),(64 158143.61),(65 158816.03),(66 159570.03),(67 161288.08),(68 162521.25),(69 163678.02),(70 165062.72),(71 165975.94),(72 167024.53),(73 167490.94),(74 166886.8),(75 165811.48),(76 165357.45),(77 164209.47),(78 163415.03),(79 162745.94),
(1 10570.029),(2 30608.64),(3 53679.465),(4 71431.984),(5 83983.31),(6 92566.01),(7 98392.17),(8 103658.42),(9 109056.45),(10 115139.234),(11 121179.9),(12 125980.85),(13 129864.77),(14 132148.94),(15 133058.11),(16 133719.95),(17 134296.84),(18 135411.6),(19 137634.58),(20 140618.34),(21 144126.47),(22 148039.03),(23 151155.73),(24 153209.05),(25 154561.88),(26 156032.58),(27 158127.52),(28 160825.61),(29 161974.69),(30 162061.64),(31 161809.84),(32 160429.6),(33 158986.45),(34 158914.89),(35 159187.83),(36 160212.72),(37 161087.55),(38 161550.23),(39 161666.61),(40 161638.6),(41 160298.44),(42 159790.28),(43 158337.66),(44 156735.22),(45 153998.39),(46 152051.38),(47 149977.97),(48 148967.22),(49 149067.55),(50 148149.25),(51 147361.7),(52 146892.84),(53 147245.77),(54 148941.6),(55 150506.6),(56 151254.75),(57 151843.42),(58 151811.55),(59 150963.28),(60 150157.55),(61 149692.9),(62 149387.38),(63 149494.78),(64 150356.67),(65 150078.03),(66 150118.88),(67 149922.11),(68 150023.34),(69 150285.66),(70 150002.22),(71 148680.1),(72 147693.53),(73 146732.7),(74 145035.77),(75 144262.1),(76 143755.75),(77 142917.88),(78 143143.11),(79 143363.4),
