1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 3156.4382),(2 6595.955),(3 7330.0464),(4 7313.4087),(5 7520.5117),(6 7900.258),(7 7870.229),(8 7768.1807),(9 8044.136),(10 8231.285),(11 8307.896),(12 8298.561),(13 8252.004),(14 8165.734),(15 8196.998),(16 8233.379),(17 8533.447),(18 8735.622),(19 8745.677),(20 8701.452),(21 8555.446),(22 8511.186),(23 8656.053),(24 8808.891),(25 8867.101),(26 8692.549),(27 8614.886),(28 8579.317),(29 8658.759),(30 8699.059),(31 8781.317),(32 8786.458),(33 8907.752),(34 9030.689),(35 9041.256),(36 8908.808),(37 8821.529),(38 8811.861),(39 8826.1875),(40 8587.874),(41 8388.465),(42 8418.474),(43 8431.011),(44 8317.529),(45 8469.437),(46 8552.738),(47 8614.376),(48 8532.993),(49 8507.895),(50 8543.219),(51 8521.722),(52 8671.64),(53 8744.897),(54 8662.132),(55 8674.651),(56 8904.512),(57 8942.023),(58 8841.292),(59 8958.594),(60 9079.606),(61 9101.858),(62 9019.372),(63 9134.13),(64 9063.821),(65 9089.8),(66 8969.381),(67 8980.432),(68 9038.499),(69 9115.523),(70 9108.859),(71 9184.245),(72 9253.898),(73 9244.66),(74 9151.368),(75 9320.37),(76 9219.256),(77 9124.004),(78 9156.861),(79 9170.702),
(1 2991.7214),(2 6272.9365),(3 7115.145),(4 7199.1797),(5 7445.6343),(6 7675.704),(7 7664.912),(8 7627.1133),(9 7896.697),(10 7992.778),(11 8118.089),(12 8189.035),(13 8164.1943),(14 8215.144),(15 8183.078),(16 8081.5195),(17 8383.705),(18 8541.651),(19 8563.098),(20 8567.364),(21 8547.282),(22 8594.065),(23 8564.7295),(24 8597.6875),(25 8649.785),(26 8471.651),(27 8268.511),(28 8328.753),(29 8480.142),(30 8428.623),(31 8249.077),(32 8339.4375),(33 8500.361),(34 8543.754),(35 8519.744),(36 8460.023),(37 8381.595),(38 8433.41),(39 8539.857),(40 8415.826),(41 8257.944),(42 8232.149),(43 8225.877),(44 8342.785),(45 8378.7705),(46 8376.011),(47 8521.381),(48 8631.799),(49 8662.028),(50 8667.757),(51 8678.983),(52 8644.891),(53 8713.514),(54 8751.511),(55 8704.585),(56 8643.023),(57 8623.944),(58 8770.133),(59 8844.852),(60 8904.135),(61 9022.438),(62 8878.1455),(63 8842.139),(64 8846.215),(65 8898.043),(66 8827.442),(67 8669.163),(68 8560.119),(69 8751.849),(70 8653.597),(71 8470.173),(72 8620.476),(73 8728.227),(74 8583.054),(75 8726.345),(76 8640.766),(77 8625.937),(78 8534.3955),(79 8598.05),
(1 2915.0552),(2 6081.647),(3 6924.1626),(4 6974.612),(5 7175.353),(6 7458.7446),(7 7491.441),(8 7520.5303),(9 7764.009),(10 7834.4683),(11 7941.9604),(12 7859.6133),(13 7655.713),(14 7705.216),(15 7795.244),(16 7800.3677),(17 8089.603),(18 8123.7104),(19 8056.8286),(20 8096.841),(21 8208.568),(22 8258.12),(23 8201.59),(24 8313.062),(25 8484.85),(26 8391.144),(27 8414.773),(28 8401.925),(29 8402.484),(30 8468.936),(31 8476.654),(32 8545.034),(33 8685.704),(34 8696.076),(35 8721.244),(36 8573.473),(37 8346.695),(38 8297.625),(39 8346.615),(40 8265.327),(41 8222.651),(42 8268.503),(43 8282.488),(44 8249.728),(45 8203.191),(46 8262.543),(47 8444.929),(48 8499.003),(49 8552.898),(50 8696.02),(51 8794.401),(52 8937.496),(53 8932.618),(54 8834.066),(55 8926.042),(56 9057.353),(57 9108.461),(58 9013.444),(59 8974.266),(60 8836.652),(61 8797.754),(62 8726.091),(63 8818.55),(64 8885.438),(65 9007.046),(66 9019.635),(67 8975.8125),(68 8936.407),(69 8989.152),(70 8936.6),(71 8857.954),(72 8903.404),(73 9065.663),(74 9029.402),(75 8846.354),(76 8694.362),(77 8794.638),(78 8900.145),(79 8833.128),
(1 2920.2695),(2 6064.121),(3 6811.0977),(4 6851.392),(5 7163.2637),(6 7479.9985),(7 7580.8633),(8 7576.504),(9 7699.0303),(10 7652.811),(11 7633.243),(12 7623.2686),(13 7444.521),(14 7379.551),(15 7413.8374),(16 7462.003),(17 7711.354),(18 7707.118),(19 7781.5894),(20 7883.847),(21 7942.029),(22 7862.83),(23 7744.7095),(24 7866.1177),(25 7889.206),(26 7801.546),(27 7912.306),(28 7981.1416),(29 8028.966),(30 8012.6924),(31 7863.798),(32 7891.3613),(33 8099.445),(34 8109.531),(35 8137.8784),(36 8159.2534),(37 8028.4507),(38 7922.5903),(39 7938.663),(40 8024.699),(41 8068.8613),(42 8144.866),(43 8191.343),(44 8041.8857),(45 8135.226),(46 8159.3345),(47 8157.5767),(48 8224.765),(49 8311.404),(50 8440.281),(51 8550.284),(52 8514.527),(53 8580.859),(54 8583.445),(55 8648.751),(56 8750.705),(57 8687.652),(58 8532.597),(59 8461.627),(60 8392.369),(61 8462.031),(62 8457.738),(63 8521.449),(64 8549.233),(65 8600.239),(66 8619.253),(67 8609.271),(68 8612.712),(69 8561.348),(70 8498.482),(71 8492.138),(72 8551.04),(73 8450.949),(74 8391.414),(75 8401.187),(76 8370.064),(77 8416.873),(78 8476.302),(79 8459.335),
(1 2865.0708),(2 5889.909),(3 6521.397),(4 6489.3315),(5 6874.496),(6 7226.253),(7 7213.106),(8 7094.8633),(9 7146.531),(10 7175.1655),(11 7271.65),(12 7198.606),(13 7088.574),(14 7030.353),(15 7034.0913),(16 7139.1777),(17 7300.409),(18 7415.7817),(19 7459.7856),(20 7461.6978),(21 7512.334),(22 7581.0005),(23 7593.24),(24 7570.1475),(25 7474.8677),(26 7456.338),(27 7577.368),(28 7663.0273),(29 7773.811),(30 7872.077),(31 7864.842),(32 7849.6567),(33 7975.496),(34 7972.3213),(35 7951.6167),(36 7995.6416),(37 7910.0645),(38 7761.0537),(39 7737.196),(40 7851.951),(41 7814.8813),(42 7873.9917),(43 7801.9),(44 7684.7773),(45 7743.3076),(46 7936.9863),(47 8077.0913),(48 8120.4395),(49 8137.2666),(50 8256.995),(51 8278.767),(52 8240.595),(53 8178.277),(54 8232.314),(55 8311.43),(56 8420.899),(57 8414.757),(58 8346.904),(59 8374.577),(60 8326.052),(61 8420.504),(62 8389.333),(63 8410.453),(64 8426.195),(65 8353.682),(66 8306.038),(67 8326.633),(68 8272.977),(69 8262.68),(70 8263.135),(71 8274.966),(72 8350.991),(73 8293.172),(74 8187.5283),(75 8113.975),(76 8080.1616),(77 8282.73),(78 8324.771),(79 8263.443),
(1 2826.4922),(2 5779.572),(3 6506.8447),(4 6456.6196),(5 6742.7935),(6 7060.8667),(7 7051.805),(8 7038.4995),(9 7180.5884),(10 7099.757),(11 7185.5933),(12 7223.801),(13 7159.5303),(14 7272.771),(15 7280.1484),(16 7228.495),(17 7447.965),(18 7522.604),(19 7576.6743),(20 7562.9063),(21 7568.5493),(22 7555.835),(23 7512.8535),(24 7538.046),(25 7534.512),(26 7429.1777),(27 7421.498),(28 7394.872),(29 7523.3438),(30 7570.324),(31 7551.305),(32 7616.164),(33 7663.717),(34 7625.7417),(35 7715.1304),(36 7770.1353),(37 7740.4863),(38 7669.419),(39 7672.192),(40 7691.335),(41 7759.1563),(42 7859.745),(43 7942.516),(44 7960.519),(45 8001.5957),(46 8072.4126),(47 8125.6494),(48 8162.1685),(49 8262.387),(50 8490.718),(51 8592.837),(52 8636.122),(53 8660.575),(54 8679.526),(55 8749.544),(56 8813.235),(57 8742.214),(58 8534.219),(59 8433.651),(60 8373.586),(61 8357.815),(62 8201.157),(63 8128.6484),(64 8230.2295),(65 8239.926),(66 8138.7295),(67 8114.919),(68 8256.162),(69 8296.519),(70 8230.372),(71 8232.068),(72 8234.677),(73 8213.497),(74 8179.041),(75 8069.0034),(76 8127.3345),(77 8176.3633),(78 8100.05),(79 8174.425),
(1 2678.8674),(2 5623.8584),(3 6302.0513),(4 6289.2773),(5 6497.625),(6 6728.39),(7 6634.9053),(8 6745.836),(9 6944.445),(10 7085.4424),(11 7210.271),(12 7113.2217),(13 7085.486),(14 7033.585),(15 6970.3467),(16 6985.8755),(17 7192.377),(18 7144.721),(19 7234.4795),(20 7439.41),(21 7490.1987),(22 7519.0186),(23 7518.9727),(24 7445.1978),(25 7162.156),(26 7102.8257),(27 7215.335),(28 7271.9976),(29 7370.1206),(30 7327.7407),(31 7309.002),(32 7423.2734),(33 7361.863),(34 7298.5996),(35 7360.6504),(36 7370.4526),(37 7454.8647),(38 7548.5205),(39 7598.233),(40 7472.829),(41 7381.822),(42 7456.212),(43 7503.4365),(44 7391.735),(45 7405.4907),(46 7554.102),(47 7659.8438),(48 7678.6387),(49 7722.4463),(50 7698.2686),(51 7692.606),(52 7811.527),(53 7957.7007),(54 7956.365),(55 7901.5967),(56 8026.452),(57 8046.83),(58 8045.314),(59 8076.17),(60 8067.6177),(61 8051.8325),(62 7979.1245),(63 7897.8438),(64 7897.742),(65 7838.311),(66 7705.6963),(67 7718.8457),(68 7753.737),(69 7721.236),(70 7579.7217),(71 7553.0303),(72 7547.8286),(73 7548.35),(74 7484.744),(75 7509.869),(76 7532.252),(77 7547.3247),(78 7553.5386),(79 7626.2983),
(1 2597.0872),(2 5356.625),(3 5921.4595),(4 5953.65),(5 6165.108),(6 6284.498),(7 6230.6167),(8 6364.97),(9 6575.852),(10 6657.268),(11 6753.1343),(12 6749.178),(13 6746.5024),(14 6712.65),(15 6735.1987),(16 6877.356),(17 7002.1406),(18 6827.201),(19 6948.8374),(20 7003.1978),(21 7005.3003),(22 7060.6772),(23 7091.8887),(24 7142.7188),(25 7061.5586),(26 6975.1133),(27 7050.4897),(28 7054.725),(29 7089.4414),(30 7035.8047),(31 7040.5435),(32 7128.119),(33 7131.252),(34 7196.4263),(35 7191.655),(36 7191.4497),(37 7313.807),(38 7305.2227),(39 7219.1763),(40 7141.0405),(41 7107.8247),(42 7120.699),(43 7113.715),(44 7052.596),(45 7111.8716),(46 7206.711),(47 7187.263),(48 7320.02),(49 7389.3633),(50 7310.4023),(51 7323.309),(52 7441.521),(53 7626.402),(54 7590.2905),(55 7522.0757),(56 7551.4),(57 7590.7954),(58 7489.5835),(59 7352.336),(60 7322.9097),(61 7484.013),(62 7543.2583),(63 7553.076),(64 7525.436),(65 7462.779),(66 7398.228),(67 7580.5137),(68 7552.6714),(69 7479.6333),(70 7491.979),(71 7635.3784),(72 7658.922),(73 7657.0347),(74 7486.2676),(75 7458.233),(76 7447.2866),(77 7526.572),(78 7458.267),(79 7362.1816),
(1 2522.4333),(2 5093.1494),(3 5658.894),(4 5668.7275),(5 5998.4023),(6 6193.0146),(7 6145.066),(8 6193.851),(9 6291.4404),(10 6408.907),(11 6504.184),(12 6457.007),(13 6316.53),(14 6286.377),(15 6444.203),(16 6729.164),(17 6797.4873),(18 6681.2275),(19 6810.142),(20 6882.901),(21 6894.6157),(22 6912.9727),(23 6977.9155),(24 6877.468),(25 6675.0425),(26 6682.1343),(27 6816.147),(28 6796.466),(29 6881.008),(30 6921.791),(31 6936.949),(32 7009.6255),(33 7009.3354),(34 6983.936),(35 6945.6563),(36 6948.27),(37 7050.0396),(38 7105.9565),(39 7222.6865),(40 7078.0483),(41 6985.9604),(42 6996.7456),(43 6935.4644),(44 6935.6387),(45 6936.9536),(46 7015.1733),(47 6969.5293),(48 7005.129),(49 7083.377),(50 7096.548),(51 7135.701),(52 7191.2554),(53 7268.9956),(54 7268.5703),(55 7182.59),(56 7269.5225),(57 7365.434),(58 7264.067),(59 7187.048),(60 7213.7295),(61 7237.089),(62 7224.5713),(63 7265.209),(64 7300.9067),(65 7203.5713),(66 7116.651),(67 7193.8447),(68 7191.0186),(69 7208.217),(70 7222.769),(71 7173.9927),(72 6993.636),(73 6958.513),(74 6960.172),(75 7082.424),(76 7215.968),(77 7152.6665),(78 7056.914),(79 7035.561),
(1 2484.5115),(2 4923.3394),(3 5428.565),(4 5417.482),(5 5618.828),(6 5817.6616),(7 5806.326),(8 5841.9414),(9 5889.617),(10 5970.8374),(11 6173.2666),(12 6274.801),(13 6284.0723),(14 6167.9316),(15 6132.5415),(16 6173.8335),(17 6329.625),(18 6399.0737),(19 6407.1245),(20 6372.2573),(21 6494.591),(22 6624.246),(23 6641.261),(24 6477.989),(25 6417.556),(26 6457.2793),(27 6514.2246),(28 6485.294),(29 6469.667),(30 6491.156),(31 6535.4463),(32 6563.4697),(33 6537.416),(34 6580.4077),(35 6595.203),(36 6413.2876),(37 6417.8853),(38 6451.4707),(39 6525.15),(40 6426.469),(41 6381.884),(42 6375.7974),(43 6318.714),(44 6384.8877),(45 6411.743),(46 6521.1177),(47 6591.6934),(48 6608.4526),(49 6667.5947),(50 6694.321),(51 6731.119),(52 6670.598),(53 6699.194),(54 6792.9424),(55 6778.1416),(56 6630.531),(57 6657.861),(58 6716.179),(59 6801.0996),(60 6794.8726),(61 6788.67),(62 6794.7476),(63 6810.4927),(64 6777.6357),(65 6750.94),(66 6567.0215),(67 6674.7285),(68 6774.781),(69 6813.2476),(70 6790.0576),(71 6690.663),(72 6641.262),(73 6574.716),(74 6631.168),(75 6760.688),(76 6787.235),(77 6637.4424),(78 6655.651),(79 6786.593),
(1 2413.6528),(2 4765.825),(3 5243.632),(4 5283.9546),(5 5544.8857),(6 5609.243),(7 5598.1284),(8 5760.25),(9 5793.544),(10 5863.4497),(11 6039.944),(12 6039.5464),(13 6039.9043),(14 5956.8936),(15 5984.713),(16 6030.6235),(17 6015.063),(18 6106.3105),(19 6293.725),(20 6275.584),(21 6338.6665),(22 6389.519),(23 6422.8403),(24 6383.009),(25 6450.704),(26 6577.2065),(27 6537.3564),(28 6484.6914),(29 6447.369),(30 6427.0005),(31 6439.2104),(32 6375.4243),(33 6399.3564),(34 6409.5317),(35 6368.996),(36 6307.69),(37 6338.4126),(38 6363.9785),(39 6392.668),(40 6323.293),(41 6339.832),(42 6350.6875),(43 6313.0977),(44 6385.252),(45 6366.296),(46 6236.018),(47 6177.7383),(48 6220.778),(49 6263.164),(50 6304.9063),(51 6357.306),(52 6342.8853),(53 6312.018),(54 6283.7305),(55 6276.315),(56 6331.1504),(57 6371.8193),(58 6329.4893),(59 6386.0044),(60 6436.6377),(61 6523.9766),(62 6571.107),(63 6525.867),(64 6422.857),(65 6344.87),(66 6290.2515),(67 6225.8105),(68 6270.269),(69 6411.373),(70 6539.302),(71 6459.12),(72 6306.79),(73 6271.3516),(74 6322.185),(75 6468.484),(76 6357.241),(77 6275.484),(78 6313.7153),(79 6291.495),
(1 2313.3694),(2 4542.1333),(3 4899.9126),(4 4955.504),(5 5234.612),(6 5302.3564),(7 5167.892),(8 5330.842),(9 5503.864),(10 5606.14),(11 5670.641),(12 5661.6855),(13 5738.892),(14 5692.4033),(15 5689.5947),(16 5778.062),(17 5821.0723),(18 5827.0356),(19 5952.38),(20 5931.406),(21 5976.456),(22 6039.85),(23 6143.242),(24 6132.6743),(25 6119.452),(26 6173.9673),(27 6173.2295),(28 6059.1396),(29 6050.178),(30 6139.947),(31 6127.703),(32 6170.795),(33 6185.249),(34 6100.4897),(35 6055.674),(36 6024.8677),(37 6108.2656),(38 6094.392),(39 6109.415),(40 6045.1626),(41 6127.393),(42 6094.626),(43 6016.649),(44 6057.6665),(45 6030.834),(46 6006.446),(47 6081.4565),(48 6154.725),(49 6138.497),(50 6056.016),(51 6140.399),(52 6168.556),(53 6173.5356),(54 6189.1655),(55 6231.858),(56 6277.3086),(57 6313.994),(58 6305.877),(59 6274.7764),(60 6294.426),(61 6392.715),(62 6391.142),(63 6259.0313),(64 6279.9805),(65 6360.8447),(66 6468.744),(67 6417.3345),(68 6281.8105),(69 6254.983),(70 6291.4893),(71 6227.0737),(72 6157.802),(73 6162.716),(74 6079.002),(75 6220.108),(76 6233.895),(77 6207.1963),(78 6156.865),(79 6078.043),
(1 2294.137),(2 4480.0435),(3 4873.4727),(4 4894.4688),(5 5162.307),(6 5370.09),(7 5352.2754),(8 5324.731),(9 5370.0205),(10 5473.674),(11 5583.5283),(12 5635.4873),(13 5653.3613),(14 5521.381),(15 5529.7314),(16 5621.8286),(17 5685.974),(18 5735.1646),(19 5763.4565),(20 5669.258),(21 5650.5024),(22 5781.9614),(23 5868.974),(24 5823.3213),(25 5821.031),(26 5818.231),(27 5861.942),(28 5882.8604),(29 5970.032),(30 6051.578),(31 5980.541),(32 6009.594),(33 6018.7383),(34 5827.527),(35 5777.709),(36 5793.123),(37 5843.733),(38 5870.464),(39 5880.7026),(40 5897.7476),(41 5934.108),(42 5999.6934),(43 6004.457),(44 6072.1636),(45 6134.8447),(46 6150.219),(47 6141.635),(48 6076.068),(49 6061.193),(50 6064.5923),(51 6150.1245),(52 6180.5723),(53 6062.198),(54 5971.552),(55 6077.5313),(56 6103.9243),(57 6039.3735),(58 6000.2847),(59 6128.615),(60 6181.6123),(61 6232.4688),(62 6317.5923),(63 6396.8696),(64 6322.8833),(65 6287.572),(66 6191.5015),(67 6140.551),(68 6084.323),(69 6107.786),(70 6122.541),(71 6116.266),(72 6116.5596),(73 6055.3),(74 6063.295),(75 6220.841),(76 6248.631),(77 6285.3286),(78 6229.6724),(79 6190.648),
(1 2264.4585),(2 4433.837),(3 4841.881),(4 4867.6333),(5 5036.6035),(6 5125.508),(7 5036.149),(8 5141.3296),(9 5325.2163),(10 5359.0913),(11 5359.7837),(12 5321.554),(13 5328.533),(14 5372.5903),(15 5415.524),(16 5546.614),(17 5645.308),(18 5645.2095),(19 5696.8994),(20 5766.077),(21 5738.459),(22 5745.3535),(23 5752.621),(24 5716.463),(25 5755.8438),(26 5767.1753),(27 5793.6343),(28 5747.429),(29 5795.4995),(30 5798.087),(31 5820.5396),(32 5867.1553),(33 5880.0396),(34 5807.101),(35 5714.089),(36 5695.929),(37 5797.241),(38 5808.227),(39 5795.394),(40 5804.5205),(41 5799.5605),(42 5841.0215),(43 5893.866),(44 5917.231),(45 5899.316),(46 5810.76),(47 5782.093),(48 5806.563),(49 5860.473),(50 5758.0713),(51 5712.723),(52 5750.8843),(53 5794.745),(54 5819.462),(55 5883.4175),(56 5859.1123),(57 5798.442),(58 5825.383),(59 5954.662),(60 5958.107),(61 6012.5938),(62 6012.8228),(63 6032.224),(64 5998.753),(65 6066.4126),(66 6064.195),(67 6119.4556),(68 6135.34),(69 6082.5244),(70 5934.382),(71 5845.08),(72 6019.0186),(73 6098.936),(74 6101.891),(75 6113.4956),(76 5948.133),(77 5838.226),(78 5902.846),(79 5952.476),
(1 2184.078),(2 4271.028),(3 4690.5806),(4 4740.489),(5 4945.7246),(6 4971.854),(7 4903.439),(8 4978.7544),(9 5140.245),(10 5242.1284),(11 5312.744),(12 5302.6143),(13 5245.569),(14 5125.431),(15 5186.324),(16 5204.6895),(17 5297.154),(18 5386.423),(19 5376.97),(20 5351.458),(21 5314.683),(22 5377.617),(23 5388.057),(24 5374.446),(25 5443.2354),(26 5415.95),(27 5487.1978),(28 5458.1074),(29 5456.0303),(30 5502.2837),(31 5602.7827),(32 5637.906),(33 5566.545),(34 5524.638),(35 5540.248),(36 5409.2437),(37 5443.1675),(38 5425.1094),(39 5364.318),(40 5241.2456),(41 5342.906),(42 5376.672),(43 5426.7847),(44 5601.2847),(45 5721.6074),(46 5700.9795),(47 5677.4893),(48 5651.2153),(49 5560.049),(50 5519.793),(51 5571.5776),(52 5544.041),(53 5468.709),(54 5469.596),(55 5508.5186),(56 5516.564),(57 5518.2236),(58 5545.3716),(59 5551.36),(60 5526.1294),(61 5606.962),(62 5674.6025),(63 5747.089),(64 5679.9463),(65 5653.1724),(66 5678.131),(67 5768.1494),(68 5748.291),(69 5733.875),(70 5677.3594),(71 5630.693),(72 5554.771),(73 5537.3413),(74 5613.6406),(75 5626.224),(76 5542.568),(77 5537.951),(78 5554.3955),(79 5535.2383),
(1 2086.708),(2 4021.6787),(3 4378.002),(4 4407.088),(5 4654.0503),(6 4762.389),(7 4724.1567),(8 4799.0903),(9 4830.6553),(10 4827.65),(11 4918.3916),(12 5011.048),(13 5003.8784),(14 4934.4043),(15 4960.1157),(16 4897.708),(17 4941.0303),(18 5026.456),(19 5127.272),(20 5270.052),(21 5158.8823),(22 5116.3623),(23 5205.451),(24 5196.7793),(25 5272.1543),(26 5260.279),(27 5233.2715),(28 5128.747),(29 5225.6333),(30 5320.8696),(31 5298.1455),(32 5302.1206),(33 5309.4043),(34 5262.205),(35 5250.657),(36 5255.895),(37 5277.9697),(38 5200.7334),(39 5138.568),(40 5138.4),(41 5139.355),(42 5147.27),(43 5190.334),(44 5274.6367),(45 5252.2417),(46 5238.9824),(47 5241.7495),(48 5277.792),(49 5251.338),(50 5149.806),(51 5217.2227),(52 5268.2007),(53 5300.5664),(54 5232.455),(55 5218.2173),(56 5247.76),(57 5310.601),(58 5320.5415),(59 5304.9673),(60 5349.3784),(61 5381.6665),(62 5314.0366),(63 5388.6523),(64 5469.9893),(65 5487.1157),(66 5576.357),(67 5641.4224),(68 5688.4194),(69 5660.412),(70 5581.9897),(71 5589.483),(72 5474.8047),(73 5417.377),(74 5380.1343),(75 5425.9893),(76 5473.411),(77 5457.2393),(78 5417.772),(79 5458.417),
(1 2057.5474),(2 3934.3887),(3 4221.756),(4 4293.1436),(5 4541.2397),(6 4665.7305),(7 4675.952),(8 4782.9844),(9 4781.0107),(10 4833.5186),(11 4903.33),(12 4863.7314),(13 4858.3037),(14 4859.6323),(15 4964.201),(16 4995.944),(17 5014.262),(18 5026.6245),(19 5066.7314),(20 5136.9917),(21 5117.9644),(22 5088.605),(23 4995.142),(24 5013.562),(25 5100.6973),(26 5080.9507),(27 4991.077),(28 4930.187),(29 5033.0986),(30 5025.1626),(31 5057.309),(32 5113.313),(33 5107.5747),(34 5099.184),(35 5054.312),(36 5002.79),(37 5057.796),(38 4990.2734),(39 4911.1714),(40 4906.9116),(41 4975.6587),(42 4970.0034),(43 5020.4653),(44 5135.5107),(45 5224.874),(46 5222.349),(47 5238.0938),(48 5294.016),(49 5329.869),(50 5266.4697),(51 5225.0596),(52 5238.8374),(53 5253.5825),(54 5162.927),(55 5145.2583),(56 5166.2266),(57 5173.757),(58 5140.983),(59 5141.512),(60 5279.23),(61 5397.799),(62 5443.416),(63 5470.1807),(64 5505.085),(65 5465.0234),(66 5377.352),(67 5377.117),(68 5373.7773),(69 5408.602),(70 5397.1104),(71 5346.2417),(72 5332.3486),(73 5396.9077),(74 5401.633),(75 5358.636),(76 5376.87),(77 5421.427),(78 5433.0273),(79 5397.627),
(1 2033.2344),(2 3882.9036),(3 4148.4517),(4 4179.983),(5 4381.1445),(6 4485.911),(7 4609.4746),(8 4750.6367),(9 4752.553),(10 4790.207),(11 4907.158),(12 4881.8203),(13 4788.664),(14 4740.2144),(15 4841.644),(16 4899.0903),(17 4953.207),(18 5003.0137),(19 5085.69),(20 5088.6763),(21 5103.47),(22 5080.93),(23 5004.1904),(24 5093.119),(25 5182.1006),(26 5136.5225),(27 5146.77),(28 5047.8467),(29 5075.0767),(30 5089.106),(31 5094.58),(32 5090.1426),(33 5085.7983),(34 5056.6094),(35 4952.1567),(36 4896.137),(37 4912.342),(38 4915.342),(39 4863.56),(40 4797.9897),(41 4822.9937),(42 4827.44),(43 4824.4893),(44 4948.6133),(45 5071.855),(46 5184.9873),(47 5162.426),(48 5143.875),(49 5055.4824),(50 5034.962),(51 5095.472),(52 5128.1753),(53 5181.955),(54 5134.763),(55 5159.8096),(56 5149.237),(57 5182.462),(58 5264.1943),(59 5249.183),(60 5229.425),(61 5227.65),(62 5218.5605),(63 5309.2646),(64 5270.0503),(65 5321.238),(66 5431.325),(67 5435.4443),(68 5422.14),(69 5522.3955),(70 5489.0835),(71 5467.883),(72 5442.5596),(73 5394.438),(74 5295.652),(75 5326.3857),(76 5334.392),(77 5393.0347),(78 5422.1016),(79 5378.619),
