1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 6360.6333),(2 15859.5625),(3 25280.736),(4 31631.93),(5 36181.836),(6 39430.21),(7 41731.59),(8 43140.492),(9 44486.707),(10 45995.945),(11 47072.445),(12 48417.445),(13 49970.066),(14 50683.7),(15 51117.645),(16 51649.043),(17 52202.61),(18 53030.22),(19 54489.137),(20 55388.527),(21 56313.85),(22 57214.746),(23 57899.715),(24 57998.105),(25 58178.836),(26 57538.38),(27 56592.9),(28 56245.53),(29 56448.746),(30 56774.77),(31 57360.332),(32 56954.74),(33 56488.203),(34 56825.703),(35 57425.727),(36 57994.7),(37 58157.47),(38 58237.76),(39 58548.105),(40 58829.344),(41 58908),(42 58881.47),(43 58610.797),(44 58257.297),(45 58262.824),(46 58598.023),(47 58741.652),(48 58343.285),(49 58502.543),(50 58439.45),(51 58833.29),(52 59417.992),(53 60479.53),(54 61124.16),(55 61302.71),(56 61791.957),(57 62357.324),(58 62686.87),(59 63108.516),(60 63525.74),(61 63375.06),(62 63396.043),(63 63674.715),(64 63835.953),(65 63846.45),(66 63750.438),(67 63483.152),(68 63390.195),(69 63529.62),(70 63771.824),(71 63955.883),(72 63947.797),(73 63653.195),(74 63566.25),(75 63865.17),(76 63638.445),(77 63357.953),(78 63530.383),(79 63326.53),
(1 6280.5),(2 15418.813),(3 24424.098),(4 30241.586),(5 34596.527),(6 37707.715),(7 40661.492),(8 43267.656),(9 45005.332),(10 46343.22),(11 47126.53),(12 48309.17),(13 49539.07),(14 49846.504),(15 50155.23),(16 50503.67),(17 50839.71),(18 51595.047),(19 52708.906),(20 53083.656),(21 53101.78),(22 52866.44),(23 52513.11),(24 52570.594),(25 53054.977),(26 52894.94),(27 53222.99),(28 53940.27),(29 54432.965),(30 54560.477),(31 54747.766),(32 54392.31),(33 54104.563),(34 54114.72),(35 54086.402),(36 54334.754),(37 54541.49),(38 54806.805),(39 55449.05),(40 56308.574),(41 56902.22),(42 57389.94),(43 57810.49),(44 58249.69),(45 58620.3),(46 58589.723),(47 58224.742),(48 57628.06),(49 57120.996),(50 56366.18),(51 56302.473),(52 56450.574),(53 57735.766),(54 58666.137),(55 58756.938),(56 59082.8),(57 59369.38),(58 58831.67),(59 58415.082),(60 58176.69),(61 58033.95),(62 58455.57),(63 59074.51),(64 59325.93),(65 59528.168),(66 59880.344),(67 59768.277),(68 59899.184),(69 59980.07),(70 60184.19),(71 60528.535),(72 60820.01),(73 60535.34),(74 60186.754),(75 60304.31),(76 59589.38),(77 58931.168),(78 58795.387),(79 58718.332),
(1 6094.6523),(2 14893.114),(3 23885.396),(4 29715.975),(5 34123.668),(6 37886.992),(7 41087.805),(8 43460.438),(9 44862.805),(10 45798.57),(11 46764.215),(12 47916.44),(13 49279.047),(14 49864.69),(15 50039.93),(16 50352.688),(17 50357.258),(18 51065.68),(19 51920.863),(20 52275.074),(21 52693.336),(22 52549.4),(23 52428.59),(24 52776.824),(25 53320.344),(26 53115.99),(27 53115.77),(28 53931.668),(29 55109.31),(30 55991.68),(31 56467.074),(32 55932.99),(33 55193.926),(34 54906.977),(35 54939.137),(36 54980.285),(37 55357.234),(38 55721.46),(39 56130.75),(40 57219.285),(41 58145.78),(42 58733.26),(43 59186.633),(44 59530.816),(45 60287.387),(46 60884.504),(47 60975.504),(48 60791.01),(49 60887.52),(50 60632.24),(51 60504.83),(52 60854.914),(53 61649.11),(54 62477.715),(55 62515.78),(56 62620.297),(57 63086.68),(58 63124.504),(59 62790.152),(60 62260.145),(61 61806.836),(62 62319.133),(63 63209.973),(64 63545.566),(65 63744.016),(66 64279.31),(67 64560.516),(68 64567.48),(69 64418.137),(70 64059.24),(71 63558.22),(72 62980.984),(73 62038.72),(74 61521.863),(75 61294.816),(76 60779.52),(77 60346.184),(78 60497.44),(79 60293.152),
(1 5895.79),(2 14285.3125),(3 22667.398),(4 28113.818),(5 32151.086),(6 35524.137),(7 38578.35),(8 41068.93),(9 42820.793),(10 44282.42),(11 45328.676),(12 46388.105),(13 47598.344),(14 48155.957),(15 48205.707),(16 48413.336),(17 48561.36),(18 48986.55),(19 49587.438),(20 49635.53),(21 50031.72),(22 49907.777),(23 49749.465),(24 49940.08),(25 50490.12),(26 50586.906),(27 51067.516),(28 52295.89),(29 53253),(30 53836.332),(31 54044.09),(32 53299.28),(33 53247.523),(34 53798.676),(35 53666.223),(36 53293.508),(37 53092.43),(38 53152.99),(39 53661.61),(40 54343.05),(41 54474.61),(42 54841.563),(43 55261.324),(44 55858.938),(45 56465.855),(46 56639.996),(47 56760.453),(48 57249.47),(49 57559.87),(50 57531.703),(51 57445.082),(52 57160.324),(53 56885.336),(54 57166.188),(55 57236.496),(56 57389.117),(57 57736.973),(58 57797.324),(59 57750.91),(60 58001.516),(61 57760.07),(62 57697.188),(63 57979.92),(64 58257.438),(65 58172.598),(66 58002.133),(67 57685.44),(68 57508.734),(69 57550.645),(70 57343.11),(71 57231.52),(72 57400.277),(73 57363.89),(74 57605.492),(75 57906.363),(76 57297.184),(77 56571.89),(78 55967.258),(79 55506.242),
(1 5978.516),(2 14553.081),(3 22974.488),(4 27987.059),(5 31833.227),(6 35319.234),(7 37828.473),(8 39437.81),(9 40323.293),(10 41042.97),(11 42237.85),(12 43596.285),(13 44327.92),(14 44259.113),(15 44632.715),(16 45260.105),(17 45889.996),(18 46446.184),(19 47175.46),(20 47462.316),(21 47540.707),(22 47343.863),(23 47051.38),(24 47107.773),(25 47660.973),(26 47885.684),(27 48414.37),(28 49725.535),(29 51142.605),(30 51897.715),(31 52036.906),(32 51491.05),(33 51204.063),(34 51299.016),(35 50974.332),(36 51007.863),(37 51094.473),(38 51105.49),(39 51362.09),(40 52278.793),(41 52464.82),(42 52427.4),(43 52290.82),(44 52372.63),(45 52523.676),(46 52753.645),(47 52764.645),(48 53212.977),(49 53637.58),(50 53558.656),(51 53330.73),(52 52945.176),(53 52531.375),(54 52807.117),(55 53055.242),(56 53188.5),(57 53252.1),(58 53145.1),(59 53322.785),(60 53554.496),(61 53055.574),(62 53226.504),(63 53579.1),(64 53527.754),(65 53639.504),(66 53938.336),(67 53683.746),(68 53438.516),(69 53804.293),(70 54169.695),(71 54569.613),(72 54715.293),(73 54519.496),(74 54350.27),(75 54960.566),(76 54502.074),(77 53837.906),(78 53416.4),(79 53048.05),
(1 5827.074),(2 14066.173),(3 21806.459),(4 26619.24),(5 30415.656),(6 33691.215),(7 36501.86),(8 38466.56),(9 39411.938),(10 40072.09),(11 40945.785),(12 42279.625),(13 43437.293),(14 44143.465),(15 44715.965),(16 45528.023),(17 45917.14),(18 46514.16),(19 47577.633),(20 48079.586),(21 48519.36),(22 48687.17),(23 48763.64),(24 49292.984),(25 49268.19),(26 49284.375),(27 49597.117),(28 50469.61),(29 51270.418),(30 51298.715),(31 51093.26),(32 51026.1),(33 51707.18),(34 52764.613),(35 53154.74),(36 53349.484),(37 53767.23),(38 54086.4),(39 54338.66),(40 54409.12),(41 54081.79),(42 53757.996),(43 53776.26),(44 54171.21),(45 54419.92),(46 54803.74),(47 54814.074),(48 55425.84),(49 55897.39),(50 55909.703),(51 55919.418),(52 56197.71),(53 55767.508),(54 55783.72),(55 55448.17),(56 55291.055),(57 55304.56),(58 55058.32),(59 54966.094),(60 55145.633),(61 54866.676),(62 54981.74),(63 55067.17),(64 54525.703),(65 54280.8),(66 54328.965),(67 54623.426),(68 54650.84),(69 54822.57),(70 54711.14),(71 55124.938),(72 55875.39),(73 56430.71),(74 56869.934),(75 57092.445),(76 56804.64),(77 56314.8),(78 55846.61),(79 55076.113),
(1 5465.3486),(2 12815.664),(3 20268.404),(4 25320.436),(5 29266.6),(6 32624.842),(7 35486.402),(8 37632.25),(9 38627.99),(10 39495.266),(11 40448.094),(12 41580.004),(13 42794.91),(14 43231.6),(15 43596.875),(16 44094.71),(17 44700.895),(18 45628.836),(19 46941.9),(20 47346.547),(21 48091.48),(22 48625.387),(23 48693.13),(24 48660.21),(25 48491.93),(26 48527.348),(27 48638.965),(28 49491.75),(29 50306.324),(30 50242.824),(31 50187.69),(32 49766.89),(33 50167.24),(34 51255.164),(35 51847.703),(36 52370.688),(37 52444.547),(38 52345.402),(39 52337.87),(40 52523.973),(41 52470.37),(42 52434.953),(43 52813.867),(44 53212.637),(45 53471.195),(46 53562.773),(47 53828.402),(48 54144.34),(49 54422.414),(50 54199.855),(51 54113.4),(52 54415.36),(53 54318.164),(54 54328.832),(55 53913.996),(56 53695.51),(57 53343.176),(58 52834.227),(59 52496.438),(60 52350.383),(61 52522.758),(62 53451.973),(63 54165.477),(64 53865.547),(65 53622.773),(66 53683.914),(67 53364.953),(68 53484.72),(69 53610.92),(70 53486.652),(71 53830.36),(72 54131.48),(73 53973.45),(74 53935.848),(75 54116.3),(76 54095.613),(77 54322.555),(78 54818.45),(79 54534.406),
(1 5361.3794),(2 12508.411),(3 19652.65),(4 24410.746),(5 28219.068),(6 31489.115),(7 34454.387),(8 36536.86),(9 37667.08),(10 38830.73),(11 39745.387),(12 40691.734),(13 41672.88),(14 41977.723),(15 42536.176),(16 43481.758),(17 44056.406),(18 44895.08),(19 46020.242),(20 46297.887),(21 46718.453),(22 46751.14),(23 46453.605),(24 46577.027),(25 46686.754),(26 46843.766),(27 47457.85),(28 48226.777),(29 48770.004),(30 48750.234),(31 49028.15),(32 48901.836),(33 48893.875),(34 49230.71),(35 49274.08),(36 49540.15),(37 49551.086),(38 49955.742),(39 50054.605),(40 49575.633),(41 48934.94),(42 49144.082),(43 49793.742),(44 50085.875),(45 49985.758),(46 49993.777),(47 50202.176),(48 50467.22),(49 50695.793),(50 50609.813),(51 50590.48),(52 50727.168),(53 50807.508),(54 51090.53),(55 51106.535),(56 51278.715),(57 51319.492),(58 50819.45),(59 50821.77),(60 51180.14),(61 51374.766),(62 51963.785),(63 52583.645),(64 52632.426),(65 52895.18),(66 53300.125),(67 53524.64),(68 53812.99),(69 53575.438),(70 53220.906),(71 53391.27),(72 53797.043),(73 53568.563),(74 53253.89),(75 53324.316),(76 53318.742),(77 53167.727),(78 53236.04),(79 53469.984),
(1 5174.858),(2 11906.011),(3 18837.828),(4 22984.582),(5 26168.295),(6 29209.434),(7 31936.068),(8 34320.395),(9 35780.723),(10 37025.645),(11 37493.504),(12 38399.188),(13 39225.46),(14 39414.223),(15 39667.47),(16 40800.83),(17 41990.75),(18 43286.652),(19 44440.7),(20 44709.375),(21 45409.87),(22 46083.094),(23 46485.39),(24 46608.16),(25 46779.18),(26 46873.645),(27 47352.637),(28 47719.188),(29 47593.633),(30 46696.34),(31 46022.215),(32 45549.805),(33 45426.793),(34 45641.207),(35 45662.246),(36 46202.598),(37 47055.484),(38 47616.44),(39 47931.875),(40 47618.78),(41 47118.59),(42 47521.54),(43 48064.664),(44 48251.977),(45 48613.95),(46 49083.38),(47 49378.176),(48 49335.82),(49 49587.88),(50 49848.41),(51 50343.027),(52 50631.016),(53 50562.793),(54 50756.484),(55 50332.83),(56 50264.11),(57 50415.42),(58 50258.984),(59 50144.773),(60 50042.676),(61 49797.906),(62 50088.73),(63 50635.95),(64 50490.652),(65 50596.754),(66 51307.44),(67 51278.164),(68 51530.27),(69 51879.17),(70 52039.152),(71 52051.5),(72 51936.89),(73 51605.996),(74 51698.81),(75 51917.945),(76 52174.09),(77 52367.97),(78 52729.957),(79 52989.836),
(1 5244.879),(2 12291.141),(3 19099.693),(4 23321.514),(5 26699.902),(6 29565.875),(7 32118.738),(8 33982.637),(9 35286.332),(10 36391.047),(11 37319.195),(12 38355.902),(13 39331.094),(14 39639.336),(15 39956.46),(16 40500.504),(17 41318.18),(18 42031.004),(19 42869.074),(20 43279.496),(21 43791.992),(22 44670.65),(23 45715.297),(24 45957.56),(25 46149.6),(26 45850.82),(27 45673.53),(28 45961.594),(29 45743.73),(30 45501.945),(31 45079.65),(32 44336.766),(33 43877.363),(34 43758.285),(35 43658.24),(36 43908.363),(37 44292.547),(38 44445.25),(39 44511.03),(40 44683.465),(41 44706.504),(42 45423.11),(43 46301.453),(44 47052.367),(45 47875.75),(46 48298.4),(47 48391.51),(48 48671.844),(49 48860.8),(50 48471.7),(51 48148.086),(52 48387.477),(53 49015.184),(54 49317.13),(55 49016.227),(56 49210.207),(57 49654.926),(58 49372.785),(59 49106.285),(60 49128.258),(61 48934.94),(62 49226.94),(63 49371.75),(64 48945.934),(65 48819.047),(66 48820.918),(67 48480.79),(68 48665.42),(69 48900.54),(70 48890.145),(71 49143.72),(72 49952.207),(73 50305.99),(74 50432.098),(75 50230.145),(76 50208.285),(77 50088.117),(78 50521.582),(79 50330.87),
(1 5031.186),(2 11672.995),(3 18405.094),(4 22894.18),(5 25971.047),(6 28462.225),(7 30615.105),(8 32129.654),(9 33130.49),(10 34062.953),(11 35147.543),(12 36099.535),(13 37132.273),(14 37667.49),(15 38131.06),(16 38738.824),(17 39363.215),(18 39931.18),(19 40571.37),(20 41136.66),(21 41736.965),(22 42336.285),(23 42619.742),(24 42368.48),(25 42242.3),(26 42135.8),(27 42166.367),(28 42868.133),(29 43308.168),(30 43163.555),(31 43233.164),(32 42749.965),(33 42638.97),(34 42661.72),(35 42716.938),(36 43146.668),(37 43831.94),(38 44315.2),(39 44740.906),(40 44927.227),(41 44600.83),(42 44920.863),(43 45324.414),(44 45477.55),(45 45608.74),(46 45702.535),(47 46079.25),(48 46523.313),(49 46572.004),(50 46045.664),(51 45784.02),(52 45737.297),(53 45687.55),(54 45800.28),(55 45770.164),(56 46126.45),(57 46563.86),(58 46481.723),(59 46917.098),(60 47545.6),(61 47725.016),(62 48178.336),(63 48855.723),(64 48845.79),(65 48848.297),(66 48820.703),(67 48675.773),(68 48440.707),(69 48345.574),(70 48247.066),(71 48508.297),(72 49392.867),(73 49687.89),(74 50102.168),(75 50018.598),(76 49685.875),(77 49284.383),(78 49547.734),(79 49752.727),
(1 4907.3105),(2 11379.797),(3 18013.844),(4 21999.11),(5 24907.33),(6 27273.482),(7 29501.053),(8 31003.775),(9 31702.14),(10 32107.584),(11 32744.518),(12 33559.297),(13 34382.082),(14 34713.137),(15 35055.86),(16 35800.652),(17 36931.152),(18 38189.42),(19 39080.87),(20 39520.277),(21 40107.98),(22 40645.113),(23 40875.746),(24 40590.324),(25 40136.17),(26 39994.332),(27 40211.785),(28 41100.113),(29 41391.797),(30 41319.746),(31 41226.797),(32 40930.84),(33 40969.41),(34 40839.332),(35 40844.41),(36 40884.234),(37 41195.395),(38 41434.16),(39 41700.547),(40 42019.523),(41 42162.08),(42 42459.105),(43 42642.816),(44 42706.465),(45 42981.457),(46 43211.06),(47 43171.77),(48 43027.902),(49 42921.336),(50 42785.785),(51 42862.402),(52 43122.914),(53 43106.316),(54 43300.234),(55 43416.223),(56 43653.785),(57 43775.465),(58 43348.332),(59 43658.934),(60 43993.613),(61 44181.05),(62 44196.26),(63 44436.41),(64 44483.582),(65 44554.723),(66 44649.59),(67 44254.3),(68 44391.543),(69 44470.14),(70 44448),(71 44834.918),(72 45481.887),(73 45756.098),(74 45703.426),(75 45634.918),(76 45527.91),(77 45395.77),(78 46050.62),(79 46593.52),
(1 4926.223),(2 11348.003),(3 17667.67),(4 21600.566),(5 24558.844),(6 26930.76),(7 28987.404),(8 30047.754),(9 30779.299),(10 31431.932),(11 32202.89),(12 32925.68),(13 33817.57),(14 34142.074),(15 34796.008),(16 35618.992),(17 36195.676),(18 37050.504),(19 37812.836),(20 38192.535),(21 38565.28),(22 38945.49),(23 39151.184),(24 39005.063),(25 38612.563),(26 38655.152),(27 39173.11),(28 40278.7),(29 41044.49),(30 41342.46),(31 41771.445),(32 41788.2),(33 41770.938),(34 41458.59),(35 41258.863),(36 41356.71),(37 41622.85),(38 41831.44),(39 41915.863),(40 41861.12),(41 41600.11),(42 41772.457),(43 41913.434),(44 41679.824),(45 41860.03),(46 41985.953),(47 41930.734),(48 41949.7),(49 41813.375),(50 41711.12),(51 41854.332),(52 42499.73),(53 43205.367),(54 43649.465),(55 43709.37),(56 43744.945),(57 43872.406),(58 43517.36),(59 43618.51),(60 44019.72),(61 44189.164),(62 44517.81),(63 45067.137),(64 45244.742),(65 45136.668),(66 45060.383),(67 44730.434),(68 44997.51),(69 45559.75),(70 45817.867),(71 46240.965),(72 46416.24),(73 46099.617),(74 45851.406),(75 45687.363),(76 45453.652),(77 45584.164),(78 46179.8),(79 46206.66),
(1 4736.265),(2 10947.324),(3 17040.787),(4 20910.016),(5 23812.31),(6 26271.57),(7 28709.506),(8 30268.125),(9 31352.088),(10 31952.846),(11 32657.332),(12 33672.043),(13 35059.83),(14 35597.39),(15 36598.39),(16 37635.88),(17 38407.75),(18 39084.945),(19 39530.207),(20 39525.254),(21 39805.49),(22 40121.156),(23 40027.8),(24 40054.426),(25 40006.848),(26 40394.996),(27 40735.297),(28 41512.98),(29 41815.33),(30 41389.62),(31 41230.098),(32 41372.74),(33 41249.453),(34 41218.684),(35 41458.195),(36 41628.53),(37 41667.84),(38 41720.625),(39 42060.605),(40 42339.223),(41 42057.75),(42 41610.99),(43 41383.65),(44 41243.594),(45 41237.418),(46 41350.04),(47 41028.223),(48 40954.35),(49 41336.65),(50 41766.53),(51 42148.254),(52 42636.58),(53 43114.7),(54 44136.145),(55 44558.883),(56 44897.99),(57 45086.01),(58 44872.52),(59 44690.844),(60 44729.53),(61 45123.914),(62 45818.51),(63 46583.508),(64 46511.496),(65 46599.39),(66 46758.77),(67 46742.656),(68 46969.164),(69 47268.887),(70 47342.04),(71 47642.727),(72 47651.348),(73 47381.176),(74 47181.336),(75 47083.59),(76 46932.766),(77 46978.67),(78 47323.45),(79 47044.15),
(1 4623.4844),(2 10659.713),(3 16702.889),(4 20722.395),(5 23712.4),(6 26334.26),(7 28259.516),(8 29453.844),(9 30403.094),(10 31255.893),(11 31997.139),(12 32513.709),(13 33434.695),(14 34023.344),(15 34984.445),(16 35946.992),(17 36371.367),(18 37063.37),(19 37909.668),(20 38257.96),(21 38528.92),(22 38548.7),(23 38569.023),(24 38663.223),(25 39187.848),(26 39708.83),(27 40050.625),(28 40277.656),(29 40438.47),(30 40603.97),(31 40852.676),(32 40909.17),(33 41052.098),(34 41449.625),(35 41440.848),(36 41639.027),(37 41730.703),(38 41466.223),(39 41747.152),(40 41712.605),(41 41667.55),(42 41292.293),(43 41154.99),(44 40942.777),(45 40723.92),(46 40462.645),(47 40264.906),(48 40370.85),(49 40737.65),(50 40825.652),(51 41070.76),(52 41152.52),(53 41170.855),(54 41385.92),(55 41459.453),(56 41472.9),(57 41669.402),(58 41815.836),(59 42181.305),(60 42577.223),(61 42758.914),(62 43279.23),(63 43706.848),(64 43717.48),(65 43900.867),(66 44113.082),(67 44067.7),(68 43939.03),(69 43987.71),(70 43929.58),(71 44207.99),(72 44234.6),(73 43733.504),(74 43481.586),(75 43725.637),(76 43746.082),(77 43725.77),(78 44209.17),(79 44369.8),
(1 4551.906),(2 10642.355),(3 16561.975),(4 20434.973),(5 23366.611),(6 25913.256),(7 27724.078),(8 28906.723),(9 29474.727),(10 30060.043),(11 30640.463),(12 31373.07),(13 32216.623),(14 32675.078),(15 33444.45),(16 34150.043),(17 34754.188),(18 35445.69),(19 36065.324),(20 36135.992),(21 36424.99),(22 36413.344),(23 36497.5),(24 36650.19),(25 37056.066),(26 37262.86),(27 37617.71),(28 38099.535),(29 37911.48),(30 37901.645),(31 38252.863),(32 38359.523),(33 38523.574),(34 39059.58),(35 39659.625),(36 40109.105),(37 40149.816),(38 39791.086),(39 39799.457),(40 39981.375),(41 40236.688),(42 40299.68),(43 40518.484),(44 40508.414),(45 40501.883),(46 40745.12),(47 40980.72),(48 41026.27),(49 41333.23),(50 41415.13),(51 41382.547),(52 41231.344),(53 40773.844),(54 40544.59),(55 39465.504),(56 39096.324),(57 39132.117),(58 39243.508),(59 39646.863),(60 40258.066),(61 40465.254),(62 40807.06),(63 41333.348),(64 41171.76),(65 41433.688),(66 41831.875),(67 42007.883),(68 42174.777),(69 42473.945),(70 42527.434),(71 42407.06),(72 42175.855),(73 41655.31),(74 41139.207),(75 40994.12),(76 41025.58),(77 41190.87),(78 41658.117),(79 41742.426),
(1 4373.651),(2 10139.425),(3 15712.719),(4 19499.639),(5 22465.95),(6 24936.902),(7 26696.795),(8 28032.895),(9 29140.203),(10 30245.563),(11 31126.459),(12 31949.982),(13 32504.6),(14 32812.9),(15 33520.277),(16 34090.3),(17 34173.363),(18 34381.445),(19 34825.984),(20 34902.688),(21 35119.12),(22 35352.797),(23 35563.465),(24 35582.94),(25 36256.094),(26 36624.6),(27 36956.81),(28 37188.355),(29 37229.79),(30 37372.22),(31 37533.914),(32 37459.293),(33 37356.13),(34 37627.9),(35 37888.906),(36 38078.977),(37 38041.99),(38 38083.137),(39 38236.46),(40 38520.84),(41 38482.89),(42 38595.22),(43 39102.055),(44 38977.36),(45 38830.617),(46 38802.973),(47 39149.555),(48 39572.586),(49 40032.633),(50 39878.465),(51 39983.242),(52 40160.66),(53 40279.605),(54 40503.6),(55 40131.793),(56 39785.863),(57 39747.707),(58 39622.637),(59 39827.406),(60 40183.58),(61 40338.445),(62 40629.742),(63 40987.355),(64 40660.117),(65 40468.21),(66 40506.1),(67 40655.67),(68 41043.78),(69 41179.074),(70 41494.203),(71 41685.43),(72 41680.547),(73 41104.242),(74 40638.867),(75 40861.168),(76 41022.98),(77 41337.79),(78 41785.555),(79 41756.836),
(1 4206.1196),(2 9865.592),(3 15332.41),(4 18628.332),(5 20896.293),(6 22812.525),(7 24399.83),(8 25376.434),(9 26057.803),(10 27037.314),(11 28097.057),(12 29001.88),(13 29842.426),(14 30111.3),(15 30638.139),(16 30961.62),(17 31024.629),(18 31446.066),(19 32073.346),(20 32189.938),(21 32717.531),(22 33221.31),(23 33525.13),(24 33599.87),(25 34052.617),(26 34437.1),(27 34954.203),(28 35507.676),(29 35945.277),(30 36271.844),(31 36590.74),(32 36192.816),(33 36175.477),(34 36158.336),(35 35982.438),(36 35999.547),(37 36013.17),(38 36069.32),(39 36057.64),(40 36082.25),(41 35672.97),(42 35584.8),(43 35646.555),(44 35726.605),(45 35763.73),(46 35717.523),(47 35952.902),(48 36144.25),(49 36462.863),(50 36429.62),(51 36603.297),(52 36755.73),(53 37028.492),(54 37375.285),(55 37137.88),(56 37283.75),(57 37405.836),(58 37098.305),(59 37256.35),(60 37734.074),(61 37947.383),(62 38169.48),(63 38302.004),(64 38055.45),(65 37602.43),(66 37558.344),(67 37740.047),(68 37983.063),(69 38057.883),(70 37705.62),(71 37355.887),(72 37329.355),(73 37264.176),(74 37454.97),(75 37510.418),(76 37369.418),(77 37678),(78 37983.363),(79 38123.03),
