1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 27811.287),(2 95046.914),(3 188727.94),(4 299039.28),(5 422699.22),(6 552014),(7 680975.06),(8 808070.6),(9 931136.7),(10 1045763.3),(11 1158087.9),(12 1269467.6),(13 1386568.6),(14 1506881.4),(15 1633576),(16 1763971.6),(17 1906804.4),(18 2054212.5),(19 2201432.8),(20 2353796),(21 2503112.3),(22 2646280.8),(23 2779438),(24 2896531.3),(25 3015961.5),(26 3125149.5),(27 3234222),(28 3341952.8),(29 3448068.3),(30 3558114.8),(31 3654604.8),(32 3750981.5),(33 3830666),(34 3899015.3),(35 3958354),(36 4011738.8),(37 4059746),(38 4110904.3),(39 4147381.5),(40 4169433),(41 4176556.8),(42 4159647.8),(43 4138266.8),(44 4115347.5),(45 4085931.8),(46 4052259.5),(47 4021314.8),(48 3997599.3),(49 3978025),(50 3964651.8),(51 3961051.8),(52 3966511.3),(53 3975077.5),(54 3999852.3),(55 4023312.8),(56 4044409),(57 4061582.5),(58 4088733.5),(59 4121126.3),(60 4157570.8),(61 4207872),(62 4253283.5),(63 4315985.5),(64 4389774),(65 4463705),(66 4555004),(67 4644412.5),(68 4730651),(69 4819239),(70 4901100),(71 4978967),(72 5047852),(73 5104936.5),(74 5140273.5),(75 5155874),(76 5170950),(77 5171438.5),(78 5177689),(79 5167456),
(1 28343.592),(2 97387.57),(3 196876.7),(4 315687.97),(5 441667.6),(6 574978.44),(7 705698.2),(8 833779.2),(9 961409.94),(10 1084638.3),(11 1204566.6),(12 1322364),(13 1439992.6),(14 1556492.5),(15 1672910),(16 1788925.6),(17 1903430),(18 2012930.4),(19 2120051.3),(20 2233736.5),(21 2350429),(22 2468247.3),(23 2569907.3),(24 2664359.5),(25 2755605.3),(26 2843543.8),(27 2930364),(28 3008383),(29 3080966.8),(30 3164677.3),(31 3244703.3),(32 3325579.8),(33 3406560.8),(34 3478054.3),(35 3539444.8),(36 3600554.3),(37 3669492.8),(38 3744886.8),(39 3817481.3),(40 3870364.3),(41 3912034),(42 3937609),(43 3944804.8),(44 3952852),(45 3948014),(46 3934563),(47 3915940),(48 3891213),(49 3854827),(50 3819060),(51 3773722),(52 3723810),(53 3674831.3),(54 3621814.3),(55 3568786.3),(56 3514814.8),(57 3465430),(58 3420352),(59 3374394),(60 3331238.3),(61 3299832.3),(62 3288564.3),(63 3301322.8),(64 3315485.8),(65 3339476),(66 3363086),(67 3397383),(68 3438379.3),(69 3483813.3),(70 3536912),(71 3587617.3),(72 3646918.3),(73 3703692.8),(74 3751075),(75 3790574),(76 3820755.3),(77 3848842.8),(78 3872530.8),(79 3892031.3),
(1 25356.293),(2 86359.13),(3 174432.92),(4 276255.25),(5 384481.97),(6 493416.8),(7 600553.2),(8 706472.2),(9 807617.6),(10 898323.6),(11 983753.75),(12 1060750.1),(13 1135879),(14 1209094.5),(15 1290134.1),(16 1372157.1),(17 1457082.3),(18 1535003),(19 1613166.3),(20 1691170.8),(21 1774361.3),(22 1849097.9),(23 1915963.9),(24 1973139.3),(25 2036237.8),(26 2092278.8),(27 2146399),(28 2188959.3),(29 2216863.3),(30 2246659.8),(31 2277280.5),(32 2307621),(33 2348453.8),(34 2388077.5),(35 2417131.5),(36 2434737),(37 2448512.3),(38 2466738),(39 2491110),(40 2519666),(41 2556278),(42 2598475.5),(43 2640546.8),(44 2681932.3),(45 2718749.8),(46 2747797),(47 2779040.8),(48 2814428.5),(49 2847497.3),(50 2885722),(51 2917176.3),(52 2954172.8),(53 2993142.5),(54 3026752),(55 3058915.8),(56 3092651),(57 3130656.3),(58 3175905.3),(59 3222472.3),(60 3282281.5),(61 3342806.8),(62 3410320),(63 3485388.3),(64 3553189.5),(65 3617187.8),(66 3678408.3),(67 3726780.8),(68 3778844.5),(69 3826123),(70 3875561),(71 3916363),(72 3952605.5),(73 3976045.8),(74 3991620.5),(75 4000096.3),(76 3994285.5),(77 3974492.5),(78 3958236.3),(79 3949404.3),
(1 25414.727),(2 88339.17),(3 176994.52),(4 280064.25),(5 390962.8),(6 502496.88),(7 611671.56),(8 722012.94),(9 832984.75),(10 944460),(11 1053516.6),(12 1159036.4),(13 1249529.5),(14 1339365.5),(15 1426135.3),(16 1509275),(17 1591624.1),(18 1668159.5),(19 1747823.5),(20 1828064.5),(21 1901804.4),(22 1971995.9),(23 2038789),(24 2097385.3),(25 2152889.8),(26 2199401.5),(27 2245287),(28 2286893.5),(29 2322275),(30 2355793.5),(31 2383359.8),(32 2413360.3),(33 2446274.8),(34 2474242.3),(35 2495433),(36 2507935.8),(37 2516099.8),(38 2527667),(39 2536395),(40 2549026),(41 2560506),(42 2577914),(43 2601787.3),(44 2618629),(45 2634838.5),(46 2648174.5),(47 2665865.5),(48 2675547.8),(49 2687612.5),(50 2694109.5),(51 2698378.5),(52 2705559.8),(53 2718804.8),(54 2730879.8),(55 2738180.3),(56 2744142.8),(57 2757867.3),(58 2773569.3),(59 2795116.3),(60 2822652.8),(61 2861819.8),(62 2891189),(63 2922597.8),(64 2944992),(65 2970460.3),(66 3008559),(67 3039391.8),(68 3069981),(69 3104660.5),(70 3144760.3),(71 3186500.3),(72 3242127),(73 3289232.3),(74 3334640),(75 3376142.8),(76 3408842.5),(77 3434541.8),(78 3462322),(79 3497048),
(1 25878.008),(2 89068.57),(3 177049.2),(4 281161.6),(5 396325.16),(6 516421.16),(7 636529.1),(8 760584),(9 881260.9),(10 997316.56),(11 1107817),(12 1213974.9),(13 1320449.5),(14 1419203.3),(15 1506966.3),(16 1593237.1),(17 1676639.8),(18 1757017.5),(19 1838431.1),(20 1932878.9),(21 2028364.8),(22 2123043.5),(23 2213350.8),(24 2297408),(25 2373433),(26 2444168.3),(27 2510595.8),(28 2578452.5),(29 2629030.5),(30 2675319.8),(31 2713833),(32 2741564.8),(33 2767874),(34 2795195.8),(35 2829823.8),(36 2864924.3),(37 2901397),(38 2934140.3),(39 2961070),(40 2979545.3),(41 2996056.5),(42 3013462),(43 3029592),(44 3052995.5),(45 3078263.8),(46 3095543.5),(47 3117195.5),(48 3136520.3),(49 3160518),(50 3188478.8),(51 3224479.5),(52 3272802),(53 3319393),(54 3375784.3),(55 3432174.3),(56 3481401.3),(57 3534975.8),(58 3592446.3),(59 3656803.8),(60 3724367.5),(61 3804277.8),(62 3889934.3),(63 3971082.8),(64 4046175.5),(65 4117508.5),(66 4171270.5),(67 4208982.5),(68 4233742),(69 4272212),(70 4312955.5),(71 4349413),(72 4380119.5),(73 4403393),(74 4419394),(75 4438797.5),(76 4447124),(77 4453396.5),(78 4457435),(79 4458198),
(1 26846.158),(2 93042.28),(3 186622.1),(4 298106.53),(5 423602.66),(6 555680.7),(7 689258),(8 826222.56),(9 964493.94),(10 1092730.6),(11 1213458.1),(12 1321073.1),(13 1423233.4),(14 1521527.9),(15 1612473.3),(16 1702163.5),(17 1792978),(18 1876943.3),(19 1954052.8),(20 2028044),(21 2094213.1),(22 2148381.3),(23 2196902.8),(24 2240359),(25 2275108.8),(26 2319030.3),(27 2362478.3),(28 2419257.3),(29 2481904),(30 2548733),(31 2604728.5),(32 2643933.3),(33 2674920.5),(34 2694489),(35 2710045),(36 2721077),(37 2724449.8),(38 2731333.8),(39 2740632),(40 2745904.5),(41 2750019.3),(42 2760879.5),(43 2770553.8),(44 2783340.5),(45 2801540.5),(46 2817409.5),(47 2828500.3),(48 2831769),(49 2827292.3),(50 2816755.8),(51 2796522.3),(52 2777919.8),(53 2768407),(54 2771503.5),(55 2786457.5),(56 2811949.3),(57 2847215.3),(58 2882546.3),(59 2913907.8),(60 2939388),(61 2966524.3),(62 2976386.5),(63 2982118.5),(64 2995228.5),(65 3020373.8),(66 3051825.5),(67 3085412.3),(68 3113924.5),(69 3148889),(70 3186280.5),(71 3226354.8),(72 3260426.8),(73 3282299),(74 3286768),(75 3291856.5),(76 3299866.5),(77 3313326.5),(78 3337417.3),(79 3358959.5),
(1 23929.805),(2 80478.94),(3 161127.2),(4 257976.48),(5 366250.3),(6 477066.38),(7 586948.56),(8 692775.75),(9 790849.94),(10 879372.2),(11 960984.1),(12 1036555.6),(13 1104642.5),(14 1169931),(15 1230296.1),(16 1286193.6),(17 1343732.4),(18 1399463.9),(19 1454327.6),(20 1509943.1),(21 1556812.5),(22 1602762.6),(23 1653715.1),(24 1702791.4),(25 1749882.1),(26 1790159.9),(27 1832199.3),(28 1879931.6),(29 1929210.9),(30 1979458.3),(31 2021933.5),(32 2054145.9),(33 2083808.3),(34 2096965.4),(35 2104944.3),(36 2108909),(37 2105938),(38 2099682.5),(39 2092572.5),(40 2078291.5),(41 2066208.8),(42 2056364.6),(43 2045727.1),(44 2034947.8),(45 2030086.4),(46 2025578.4),(47 2040785.9),(48 2055345.9),(49 2071896.3),(50 2085802.1),(51 2094994.6),(52 2106296.8),(53 2118195.8),(54 2135912.3),(55 2152659.5),(56 2168274),(57 2188866.3),(58 2204172.8),(59 2213466),(60 2224820.5),(61 2242425.3),(62 2259178.3),(63 2275526.3),(64 2294073),(65 2312168),(66 2333776),(67 2355312.5),(68 2370666.8),(69 2378096.3),(70 2377830.3),(71 2373777.5),(72 2366305),(73 2361191.3),(74 2359849.8),(75 2370670.3),(76 2389673.3),(77 2411605),(78 2448904.8),(79 2495794.5),
(1 24137.766),(2 80980.58),(3 160467.58),(4 251306.78),(5 350221.03),(6 455093.22),(7 557904.25),(8 658945.3),(9 761311.94),(10 855566.5),(11 947926.9),(12 1030821.06),(13 1105023),(14 1172276.4),(15 1233910.5),(16 1291304.5),(17 1346744),(18 1398581.6),(19 1446930),(20 1483591),(21 1515175.3),(22 1536839.3),(23 1553589.1),(24 1576222.8),(25 1594637),(26 1614226.9),(27 1631434),(28 1654244.5),(29 1680368.6),(30 1710138.3),(31 1735403.4),(32 1758484.6),(33 1780875.6),(34 1798474.3),(35 1820819.4),(36 1834704.8),(37 1848048.8),(38 1861369.4),(39 1873983),(40 1878108.6),(41 1883597.1),(42 1883439.3),(43 1879240.9),(44 1878204.9),(45 1878625.1),(46 1880613.8),(47 1883238.8),(48 1890201.5),(49 1898844.1),(50 1915127),(51 1935253.6),(52 1957122.4),(53 1975029.1),(54 1999208.8),(55 2019513),(56 2038478.5),(57 2058170),(58 2085834.1),(59 2116964.8),(60 2156687.3),(61 2202350.8),(62 2254551.8),(63 2301169),(64 2346234.8),(65 2393844),(66 2438255.5),(67 2477562.8),(68 2504643),(69 2520550),(70 2530337.5),(71 2542578.5),(72 2553692),(73 2563621),(74 2580570.8),(75 2598578),(76 2617552.5),(77 2642528.3),(78 2679467.5),(79 2711640.8),
(1 26833.484),(2 90860.59),(3 181801.28),(4 288534.13),(5 407441.13),(6 531561),(7 654239.1),(8 777101.9),(9 890318.7),(10 993690.75),(11 1087771.6),(12 1175737.8),(13 1258291.6),(14 1330636.8),(15 1398312),(16 1456299.9),(17 1511277),(18 1557906.5),(19 1593191.3),(20 1615160.3),(21 1627237.1),(22 1635850.3),(23 1643548.5),(24 1656493.6),(25 1680703.5),(26 1708935.1),(27 1744638.5),(28 1782925),(29 1821297.3),(30 1859090.8),(31 1895592.6),(32 1928202.8),(33 1954850),(34 1978936.3),(35 1999919),(36 2017818.4),(37 2042476.8),(38 2065173.8),(39 2086097.5),(40 2101753),(41 2118641.5),(42 2134456),(43 2141066),(44 2145884),(45 2143778.5),(46 2133205),(47 2114188),(48 2095894),(49 2079922.5),(50 2068613.5),(51 2060987.3),(52 2054097.5),(53 2043320.5),(54 2034572.4),(55 2023261.4),(56 2009012.8),(57 1998698.1),(58 1993169.8),(59 1990894.5),(60 1997399.8),(61 2010679),(62 2030016.1),(63 2055223),(64 2075156.6),(65 2098088),(66 2122260.5),(67 2146549.3),(68 2172890.8),(69 2196017.5),(70 2222879),(71 2258086.5),(72 2297068),(73 2329579.3),(74 2358242),(75 2389796.3),(76 2425297.8),(77 2471521.8),(78 2522566.5),(79 2571193.8),
(1 24305.895),(2 82745.164),(3 167194.7),(4 267478.16),(5 377067.3),(6 488688),(7 598428.44),(8 701983.8),(9 801495.4),(10 891635),(11 973474.94),(12 1046770.4),(13 1113370.5),(14 1173658.6),(15 1230221.9),(16 1282337.9),(17 1333114),(18 1379530),(19 1422406),(20 1467165.5),(21 1509743.4),(22 1549367.8),(23 1583161.1),(24 1615277),(25 1645499.9),(26 1676414.8),(27 1706571.6),(28 1737223.1),(29 1765800),(30 1791135.1),(31 1810843),(32 1822242.6),(33 1834336.9),(34 1840598.9),(35 1846949.3),(36 1853969.5),(37 1861038.9),(38 1868454),(39 1871762.4),(40 1872797.4),(41 1870374.9),(42 1874000),(43 1880032),(44 1893227.5),(45 1906828.1),(46 1919218.6),(47 1926048.6),(48 1926394.8),(49 1929373.3),(50 1930278.9),(51 1934285.3),(52 1940054.9),(53 1943788.5),(54 1942950),(55 1940385.3),(56 1938498.6),(57 1935221.4),(58 1929861.6),(59 1921184.4),(60 1913896.3),(61 1910432),(62 1910443.6),(63 1913880.9),(64 1926624.6),(65 1943710.9),(66 1967301.6),(67 1988997),(68 2013577.5),(69 2038705.3),(70 2064055.1),(71 2102387.8),(72 2146181.3),(73 2186561.5),(74 2227144.3),(75 2261367),(76 2299937.8),(77 2333856.8),(78 2367551.8),(79 2389221.3),
(1 23658.242),(2 80400.98),(3 161679.38),(4 256459.92),(5 359798.88),(6 467496.53),(7 573275.7),(8 674379.8),(9 773280.94),(10 867427.9),(11 957502.5),(12 1037427.44),(13 1114715.3),(14 1183269),(15 1248003.1),(16 1308702.9),(17 1369682.8),(18 1429509.1),(19 1486488.6),(20 1541235.4),(21 1590030.6),(22 1630948.4),(23 1674457.4),(24 1718547.4),(25 1761681.4),(26 1809381.6),(27 1853947.6),(28 1893543),(29 1926238.6),(30 1957656.3),(31 1977663.5),(32 1990297.6),(33 2003467.9),(34 2018016.9),(35 2034447.4),(36 2056597.3),(37 2077209.1),(38 2095598.4),(39 2111232.5),(40 2121044.8),(41 2131181.8),(42 2139292.3),(43 2150102.8),(44 2165394.3),(45 2174622.8),(46 2186908.3),(47 2197819.8),(48 2199112.8),(49 2195403),(50 2194275.8),(51 2187985.8),(52 2185071.5),(53 2184245.5),(54 2188434.3),(55 2195333.3),(56 2208721.3),(57 2228143.8),(58 2248074.5),(59 2263900),(60 2281252.3),(61 2299936.3),(62 2327324.8),(63 2360339.8),(64 2397947.5),(65 2441938.5),(66 2488633.3),(67 2534038),(68 2577988),(69 2616553.8),(70 2660929.3),(71 2702819),(72 2740041.3),(73 2772941.8),(74 2795866.8),(75 2814909.8),(76 2840132),(77 2858224),(78 2876172),(79 2887773.8),
(1 23770.262),(2 79773.16),(3 156735.67),(4 244070.56),(5 338451.38),(6 431877.72),(7 521589.94),(8 610544.56),(9 696441.25),(10 776726.44),(11 850076.94),(12 916212.75),(13 977181.25),(14 1034795.56),(15 1087755.1),(16 1141007.3),(17 1188057),(18 1232445.5),(19 1275877.1),(20 1320409.1),(21 1362357),(22 1408718.5),(23 1458508.3),(24 1504060.5),(25 1545662.5),(26 1584803.1),(27 1616372),(28 1637513.9),(29 1657698.9),(30 1679354.9),(31 1696042.3),(32 1708201.3),(33 1726655.5),(34 1748570.3),(35 1779245.9),(36 1820124),(37 1864623.1),(38 1906672.9),(39 1948208.5),(40 1988188.5),(41 2026090.3),(42 2058011.8),(43 2072820.3),(44 2082105.1),(45 2085445.8),(46 2091894.5),(47 2094143.1),(48 2094430.5),(49 2088316.9),(50 2088144.5),(51 2082856),(52 2079831.4),(53 2077946.9),(54 2077885.8),(55 2085955.1),(56 2098889),(57 2117828.3),(58 2139872.8),(59 2163187),(60 2182034),(61 2202412.8),(62 2219333),(63 2240372.8),(64 2263376.5),(65 2288625.8),(66 2309977.3),(67 2329290),(68 2338327.3),(69 2343949),(70 2350875),(71 2354107),(72 2357282.5),(73 2359909),(74 2361682.3),(75 2368830.8),(76 2373427),(77 2373360.5),(78 2376867.5),(79 2383003.5),
(1 27433.459),(2 93288.055),(3 183859.39),(4 288136.6),(5 401643.44),(6 521055.63),(7 638824.8),(8 755993.9),(9 865198.5),(10 966233.4),(11 1058181.1),(12 1143408.4),(13 1216014.6),(14 1280203.1),(15 1340055.6),(16 1399101.1),(17 1456198.5),(18 1514742.4),(19 1572366.8),(20 1624092.1),(21 1665322),(22 1697991.5),(23 1729648.1),(24 1754606.4),(25 1776657.6),(26 1795444.1),(27 1811215.5),(28 1814819.9),(29 1812879.6),(30 1807304.4),(31 1800342.5),(32 1793744.1),(33 1793774.5),(34 1796542.9),(35 1800022.1),(36 1806130.8),(37 1808329.1),(38 1802987.4),(39 1793458),(40 1784774.4),(41 1780860.1),(42 1776006.4),(43 1773385.6),(44 1770543.3),(45 1770214.5),(46 1772483.4),(47 1774885.6),(48 1777236.5),(49 1777474),(50 1775970.6),(51 1771277.4),(52 1768997.3),(53 1769389.4),(54 1767138.4),(55 1764608.4),(56 1760989.4),(57 1760097.9),(58 1760430.4),(59 1763130.6),(60 1765628.1),(61 1771772.9),(62 1782247.5),(63 1798062.8),(64 1818173),(65 1842389.6),(66 1865275.5),(67 1887276.6),(68 1912493),(69 1929470.4),(70 1948392.5),(71 1968472.9),(72 1990345.3),(73 2001550.1),(74 2013320),(75 2022927.1),(76 2034729.9),(77 2047681.5),(78 2067817.6),(79 2093415.5),
(1 24300.965),(2 81368.266),(3 159978.53),(4 248903.69),(5 342653.66),(6 438546.97),(7 533998.2),(8 633201.6),(9 721692.6),(10 803977.1),(11 874071),(12 936900.06),(13 990035.3),(14 1032810.9),(15 1069182.9),(16 1100838.9),(17 1131819.9),(18 1168357.9),(19 1205523.9),(20 1244246.8),(21 1283375.9),(22 1319958.9),(23 1354686.6),(24 1386722),(25 1415340.1),(26 1442369.5),(27 1467789.4),(28 1487775.5),(29 1505444.8),(30 1525826.5),(31 1534970),(32 1542374.9),(33 1550255.3),(34 1561753.1),(35 1576379.4),(36 1589793.6),(37 1601561.3),(38 1609922.1),(39 1613643.8),(40 1620108.3),(41 1626213.4),(42 1634987.5),(43 1644879.6),(44 1653017.4),(45 1657129.8),(46 1656310.8),(47 1649669.4),(48 1638317.1),(49 1623064.9),(50 1608256.1),(51 1594069.5),(52 1582542.8),(53 1579942),(54 1582192.8),(55 1583868.1),(56 1585208.5),(57 1591912.9),(58 1604055.5),(59 1617581.1),(60 1636966.9),(61 1651743.5),(62 1664596.5),(63 1679041.4),(64 1689706),(65 1700238.9),(66 1707165.1),(67 1719809.4),(68 1738470.3),(69 1759673.3),(70 1782871.3),(71 1801735.9),(72 1817159.9),(73 1823498.6),(74 1823534.8),(75 1821279.1),(76 1823814.3),(77 1833555.3),(78 1847340.6),(79 1861354.9),
(1 24831.117),(2 84019.78),(3 164901.23),(4 257225.94),(5 356247.7),(6 455893.16),(7 552831.94),(8 647908.1),(9 736766.44),(10 816682.25),(11 884899.94),(12 939570.25),(13 983538.94),(14 1023459.44),(15 1052873.6),(16 1077857),(17 1095293.8),(18 1109850.9),(19 1121003.5),(20 1134968.8),(21 1148590.6),(22 1164748.4),(23 1180233.8),(24 1195440.3),(25 1213261.1),(26 1228166.9),(27 1238874),(28 1248221.1),(29 1260113.1),(30 1275481.1),(31 1290007.6),(32 1305259.5),(33 1321163.3),(34 1340204.4),(35 1363633.1),(36 1383768.3),(37 1405731),(38 1430712.1),(39 1458934.6),(40 1485078.3),(41 1512440.9),(42 1543347.9),(43 1573842),(44 1597482),(45 1614864.8),(46 1628408),(47 1637182.3),(48 1643329.6),(49 1649728.9),(50 1655361.6),(51 1656540.8),(52 1655312.4),(53 1656958.3),(54 1661048),(55 1662768.1),(56 1658966.8),(57 1655972.5),(58 1654344.9),(59 1654265.8),(60 1653492.6),(61 1655200.1),(62 1655390.3),(63 1656670.9),(64 1658861.5),(65 1666485.8),(66 1680706),(67 1693443.3),(68 1705144.5),(69 1715189.8),(70 1730039.5),(71 1750792.4),(72 1778273.1),(73 1809341.4),(74 1838595.3),(75 1862635.8),(76 1882820.5),(77 1899458.9),(78 1909428.3),(79 1912800),
(1 24730.36),(2 82845.88),(3 162280.97),(4 249165.17),(5 339922.25),(6 431015.84),(7 518106.75),(8 602044.9),(9 686368.56),(10 765897.44),(11 839620.1),(12 899885.9),(13 947335.44),(14 988654),(15 1022048.75),(16 1048607.6),(17 1070395.3),(18 1090062.3),(19 1108514.5),(20 1124337.4),(21 1142297),(22 1158869.8),(23 1180274.9),(24 1201044.9),(25 1224978.6),(26 1248871.6),(27 1273034.4),(28 1291036.8),(29 1311829.8),(30 1327480.3),(31 1341524.4),(32 1352030.3),(33 1366455.4),(34 1379795.3),(35 1393758.6),(36 1401967),(37 1407732.4),(38 1407986.9),(39 1412615),(40 1415809.1),(41 1426707.9),(42 1436227),(43 1451111.8),(44 1465597.8),(45 1482638.3),(46 1496071.3),(47 1512525.6),(48 1526165),(49 1540319.6),(50 1554097.5),(51 1570107.3),(52 1593089.5),(53 1620436.4),(54 1645533.8),(55 1662041.4),(56 1675223.6),(57 1681924.6),(58 1686553.1),(59 1686945.4),(60 1689964.3),(61 1691267.6),(62 1693822.5),(63 1695830.9),(64 1694856),(65 1692183.3),(66 1689828.4),(67 1687470.6),(68 1682958.1),(69 1685174.1),(70 1693836),(71 1702034.6),(72 1706275.3),(73 1708125.8),(74 1704504.6),(75 1700198.1),(76 1691740.6),(77 1685449.1),(78 1685780.3),(79 1685950.1),
(1 24831.684),(2 85766.37),(3 171332.42),(4 267921.2),(5 365787.88),(6 459697.06),(7 549165.75),(8 634044.06),(9 713443.1),(10 785156.44),(11 847512),(12 903110.5),(13 952392.9),(14 999577.5),(15 1047710.94),(16 1095182.8),(17 1141301.8),(18 1182051.4),(19 1218142.9),(20 1252630),(21 1281052.5),(22 1306045.1),(23 1326890.6),(24 1343683.5),(25 1352332.5),(26 1358132.8),(27 1365321.3),(28 1375591.3),(29 1386454.4),(30 1399838.8),(31 1414841.4),(32 1427473.1),(33 1438250.3),(34 1448101.4),(35 1451932.1),(36 1454561.4),(37 1459156.6),(38 1466147.9),(39 1477663.4),(40 1494517),(41 1516924.1),(42 1538026.6),(43 1558150.8),(44 1574085.9),(45 1588218.6),(46 1597749.5),(47 1609937.3),(48 1624615.5),(49 1639528.4),(50 1656390),(51 1672421.8),(52 1689644.8),(53 1704435),(54 1712493.8),(55 1716518.9),(56 1727488.4),(57 1740630.4),(58 1753646.6),(59 1759937.1),(60 1759334.4),(61 1752388.3),(62 1738792),(63 1725702.3),(64 1715746.3),(65 1708541.5),(66 1704069.4),(67 1699569.8),(68 1692731.8),(69 1684335.9),(70 1670429.9),(71 1654133.4),(72 1648276.6),(73 1647307.9),(74 1655445),(75 1670140.1),(76 1684103.1),(77 1695126.9),(78 1702898.9),(79 1701467.4),
