1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 5961.311),(2 16857.693),(3 31795.281),(4 47788.06),(5 66183.29),(6 85849.875),(7 105640.15),(8 126123.35),(9 146261.88),(10 167213.63),(11 192444.23),(12 218201.08),(13 237527.73),(14 255165.89),(15 271576.34),(16 286466.97),(17 301259.16),(18 315892.13),(19 326739.9),(20 340322.25),(21 351651.9),(22 360513.25),(23 371968.16),(24 380161.88),(25 384526.84),(26 386650.78),(27 387796.78),(28 386648.38),(29 382989.97),(30 377595),(31 376205.53),(32 381216.6),(33 380668.6),(34 384886.47),(35 396625.16),(36 405586.4),(37 416415.38),(38 430795.34),(39 445734.38),(40 466112.9),(41 482324),(42 498180.84),(43 511705.88),(44 523742.16),(45 537091.3),(46 548712.7),(47 559648.56),(48 569105.8),(49 575333.8),(50 575568.06),(51 575823),(52 573615.06),(53 570043),(54 568396.06),(55 564777.4),(56 558027.44),(57 547184.06),(58 538374),(59 523885.4),(60 511006.25),(61 489646.6),(62 470769.84),(63 451655.9),(64 436048.88),(65 418766.1),(66 398706.4),(67 378224.4),(68 362539.9),(69 354766.34),(70 347954.16),(71 344025.03),(72 342975.66),(73 337462.38),(74 331885.16),(75 328141.9),(76 327870.63),(77 326140.3),(78 330261.6),(79 338120.9),
(1 4593.5225),(2 12852.754),(3 25422.59),(4 39007.793),(5 52985.316),(6 69361.95),(7 87067.56),(8 105969.56),(9 126001.06),(10 146841.31),(11 167451.33),(12 187566.52),(13 207565.73),(14 228255.3),(15 247413.77),(16 266552.1),(17 285590.1),(18 305930.9),(19 325022.8),(20 342736.63),(21 360250.6),(22 379601),(23 397776.53),(24 417160.8),(25 435846.22),(26 452568.7),(27 469511.56),(28 484747.8),(29 498728.78),(30 511885.88),(31 526613.94),(32 544814.06),(33 563822.6),(34 579482.94),(35 595644.5),(36 611893.2),(37 626152.5),(38 641807.3),(39 657410.25),(40 673638.2),(41 684095.25),(42 695548.8),(43 706528.44),(44 719370.06),(45 732284.8),(46 744304.4),(47 758102),(48 772827.56),(49 789488.94),(50 804674.25),(51 820994.2),(52 836855.8),(53 854617.8),(54 870188.5),(55 888009.06),(56 903198.44),(57 915770.9),(58 929088),(59 939461.75),(60 951318.8),(61 963181.5),(62 973780.2),(63 987057.56),(64 994486.2),(65 1004810.5),(66 1014560.5),(67 1023062.8),(68 1030609.06),(69 1031666.7),(70 1038830.8),(71 1046662.7),(72 1056869.3),(73 1063978.4),(74 1068570.6),(75 1071861.5),(76 1072970.1),(77 1072363),(78 1073677),(79 1075046.5),
(1 4576.0493),(2 13280.151),(3 25653.422),(4 40214.61),(5 55250.25),(6 72652.445),(7 91326.164),(8 111101.695),(9 131340.95),(10 153606.48),(11 175750.42),(12 196525.77),(13 217325.39),(14 239840.3),(15 262633.28),(16 286852.1),(17 310874.2),(18 336588.9),(19 359072.97),(20 382582.5),(21 405865.78),(22 429036.75),(23 450797.4),(24 472759.16),(25 492535),(26 511966.84),(27 531272.06),(28 547497),(29 563281.4),(30 579089.94),(31 593951.9),(32 610720.6),(33 629707.8),(34 645617.06),(35 662316.94),(36 678600.06),(37 690421.44),(38 703436),(39 712741.5),(40 721014.7),(41 726338.3),(42 733119.8),(43 737393.94),(44 741054),(45 749893.3),(46 759167.8),(47 770926),(48 783192.2),(49 795876.7),(50 806859.3),(51 818426.75),(52 828688.3),(53 837638),(54 848070.5),(55 859194.3),(56 866472.25),(57 873639.44),(58 879323.44),(59 884111.06),(60 890160.8),(61 897710),(62 903845),(63 909900.8),(64 914518.56),(65 920360.25),(66 923749.44),(67 927875.94),(68 932771.3),(69 935784.5),(70 939520.44),(71 944406.5),(72 952270.8),(73 961381.2),(74 968440),(75 977133.44),(76 984380.75),(77 990414.94),(78 995861.44),(79 999438.44),
(1 4470.45),(2 13365.13),(3 25919.965),(4 40263.14),(5 56496.8),(6 75645.11),(7 96443.13),(8 119334.64),(9 142048.88),(10 166813.31),(11 191737.48),(12 216207.28),(13 241013.92),(14 265833.28),(15 291390.3),(16 317991.22),(17 344338.16),(18 371746.56),(19 393876),(20 418668.84),(21 441348.25),(22 465011.53),(23 486920.47),(24 509459.53),(25 528926.94),(26 548910.25),(27 565337),(28 580952.75),(29 593967.44),(30 608397.25),(31 620967.25),(32 634064.4),(33 649357.6),(34 663525.06),(35 679183.4),(36 695045.75),(37 708148.4),(38 720401.94),(39 731670.8),(40 744496.8),(41 756710),(42 769874.25),(43 782317.4),(44 796141.06),(45 812711.4),(46 830166.75),(47 852164.8),(48 875079.44),(49 899010.6),(50 922355.2),(51 948421.5),(52 972646.5),(53 999728),(54 1028180.8),(55 1057223.9),(56 1084584.4),(57 1115006.8),(58 1141457.1),(59 1168218.8),(60 1191830.8),(61 1218671.3),(62 1240915.5),(63 1261805.5),(64 1283034.4),(65 1304788.5),(66 1324605.3),(67 1344011.6),(68 1365201.6),(69 1383532.5),(70 1399597.8),(71 1413223.4),(72 1424089.9),(73 1435461.6),(74 1449144.6),(75 1461899.3),(76 1476240.6),(77 1488469.8),(78 1500859.6),(79 1510042.4),
(1 4366.451),(2 12607.665),(3 24673.27),(4 37877.375),(5 51768.52),(6 68058.2),(7 85924.52),(8 105875.9),(9 126167.14),(10 149540.69),(11 173158.4),(12 195462.73),(13 219654.38),(14 244685.78),(15 269345.78),(16 294459.9),(17 321174.4),(18 346343.56),(19 368858.7),(20 391181.28),(21 413777.63),(22 436422.1),(23 457412.6),(24 475188.53),(25 490354.47),(26 505041.1),(27 516463.25),(28 525923),(29 533331.5),(30 541668.25),(31 547367.25),(32 552820.4),(33 558516.6),(34 563257.06),(35 568547.75),(36 573946.4),(37 579043.56),(38 582557.8),(39 585607.7),(40 589877.9),(41 594888.1),(42 599385.75),(43 604631.3),(44 609746.2),(45 617778.06),(46 625445.06),(47 635961.8),(48 647589.6),(49 660935.2),(50 673251.44),(51 688257.06),(52 700846.6),(53 715122.5),(54 730592.6),(55 746918),(56 762802.56),(57 779209.44),(58 793809.6),(59 807233.1),(60 821313.2),(61 838953.2),(62 856643.4),(63 874476.06),(64 892637.94),(65 912808.5),(66 930358.25),(67 949118.5),(68 969910.4),(69 992368.6),(70 1016210.6),(71 1039867.94),(72 1059064.8),(73 1080033.6),(74 1102451.5),(75 1126520.9),(76 1151821.4),(77 1172769),(78 1192830.6),(79 1214453.6),
(1 4715.789),(2 13755.237),(3 26910.45),(4 40861.477),(5 56600.484),(6 74700.63),(7 94058.016),(8 115570.14),(9 138520.88),(10 164346.9),(11 189786.06),(12 214001.9),(13 238274.69),(14 262297.66),(15 287916.63),(16 313841.25),(17 338951.25),(18 361380.97),(19 383652),(20 403482.34),(21 424021.34),(22 442830.13),(23 459740.2),(24 473478.8),(25 485980.06),(26 498044.66),(27 508104.28),(28 516750.16),(29 524546.56),(30 530966.94),(31 538418.9),(32 547708.44),(33 558497.1),(34 567624.75),(35 575734.7),(36 582833.9),(37 590663.75),(38 599755.06),(39 608552.4),(40 618024.9),(41 628790.44),(42 640387.56),(43 653461.1),(44 666629.5),(45 683226.94),(46 699614.3),(47 717706.44),(48 737635.75),(49 756077.94),(50 776899.44),(51 802609.2),(52 825863.56),(53 846527.2),(54 870531.25),(55 893261.6),(56 917562.5),(57 940356.25),(58 961561.5),(59 978727.06),(60 993488.25),(61 1014548.4),(62 1032404.94),(63 1046079.44),(64 1058539.8),(65 1073195.8),(66 1085604.1),(67 1096097.8),(68 1107831.9),(69 1119052.3),(70 1130466.1),(71 1141118.1),(72 1146962.6),(73 1152040.6),(74 1156306),(75 1161536.1),(76 1166146.9),(77 1170900.4),(78 1173393.3),(79 1174445.9),
(1 5139.5366),(2 15133.998),(3 28814.62),(4 43539.184),(5 59444.453),(6 77053.93),(7 96277.336),(8 117572.15),(9 140338.6),(10 164698.58),(11 190617.47),(12 215974.06),(13 241692.75),(14 268260.84),(15 295803),(16 323449.13),(17 352234.2),(18 380777.2),(19 405294.44),(20 429306.94),(21 454476.56),(22 478291),(23 500765.78),(24 521266.28),(25 539878.94),(26 557201.7),(27 574018.8),(28 592452.94),(29 605740.6),(30 620122.94),(31 635768.75),(32 652283.06),(33 671971.06),(34 690109),(35 706438.44),(36 722526.25),(37 738452.56),(38 756330.1),(39 774322.3),(40 793908.06),(41 812986.3),(42 829725.06),(43 846508.4),(44 865441.44),(45 887443.9),(46 909230.4),(47 930330.94),(48 948091.06),(49 963182.7),(50 978607.06),(51 997466.8),(52 1014766.4),(53 1029980.06),(54 1042710.8),(55 1055934.1),(56 1067666.6),(57 1077311.8),(58 1086619.5),(59 1092966.5),(60 1096933.3),(61 1107071.1),(62 1117376.5),(63 1128515.5),(64 1140091.4),(65 1149655.6),(66 1158804.4),(67 1166519.8),(68 1173820.9),(69 1181045.9),(70 1187168.8),(71 1192998.5),(72 1199083.1),(73 1206342.9),(74 1212229.8),(75 1216197.5),(76 1222540.8),(77 1228732.5),(78 1237759.3),(79 1245191.9),
(1 5672.638),(2 17734.396),(3 34544.152),(4 52432.95),(5 72337.53),(6 94962.77),(7 120466.53),(8 147459.27),(9 175956.17),(10 207251.63),(11 239288.67),(12 270269.97),(13 301157.03),(14 332682.03),(15 362229.8),(16 390117.7),(17 419833.94),(18 448591.2),(19 472521.4),(20 495405.28),(21 515860.03),(22 533384.25),(23 547836.75),(24 559996.5),(25 569284.6),(26 575703.8),(27 582683.9),(28 590620.6),(29 594096.1),(30 598888.94),(31 602376.9),(32 605887.6),(33 611065.8),(34 613190.8),(35 615744.94),(36 616794.94),(37 618051.1),(38 617272.1),(39 615112.25),(40 615232.94),(41 616326.3),(42 616120.94),(43 617165.6),(44 620666.6),(45 627393.2),(46 634709.94),(47 641250.94),(48 646188.06),(49 650832.6),(50 656887.06),(51 664815.3),(52 671384.25),(53 679063.4),(54 686415.2),(55 696172.3),(56 702384.4),(57 708524.3),(58 715428.3),(59 722562.7),(60 731370.06),(61 741603.4),(62 751866.2),(63 762678.5),(64 777406.75),(65 789588),(66 802022.94),(67 812942.25),(68 826403.5),(69 838188.7),(70 849400.7),(71 859155.75),(72 867679.5),(73 876693.94),(74 885820.6),(75 890070.1),(76 894724),(77 895693.44),(78 896398.2),(79 897118),
(1 5206.766),(2 15748.859),(3 30477.053),(4 46955.492),(5 65304.38),(6 86379.23),(7 109506.016),(8 134800.06),(9 161706.25),(10 192603.39),(11 224397.9),(12 256083.52),(13 287743.53),(14 318813.03),(15 347507.63),(16 375055.28),(17 402138.84),(18 429233.34),(19 449595.75),(20 469358.72),(21 487205.4),(22 501776.97),(23 513473.8),(24 524508.1),(25 532954.44),(26 539744.6),(27 544539.94),(28 548215.8),(29 550647.6),(30 553848.5),(31 557589.25),(32 561156.44),(33 565404.2),(34 569832.5),(35 573757.3),(36 577099.44),(37 583521.75),(38 588806.94),(39 591515),(40 595856.1),(41 603393.3),(42 610568.1),(43 617864.25),(44 626960.9),(45 638395.9),(46 649648.6),(47 661538.94),(48 675468.7),(49 688416.44),(50 702126.3),(51 718168.3),(52 731896.8),(53 744222.94),(54 758118.06),(55 769113.3),(56 778526.94),(57 786392.4),(58 795350.56),(59 803606.3),(60 811197.3),(61 820028.94),(62 827416),(63 834354.8),(64 840359.56),(65 846670.3),(66 852821.6),(67 858125.7),(68 864231.5),(69 869259.25),(70 873047.3),(71 874030.2),(72 872100.5),(73 869617.4),(74 869093.25),(75 866612.6),(76 863559.1),(77 859659.2),(78 855367.75),(79 849565.44),
(1 5117.1973),(2 15421.149),(3 29735.988),(4 46300.32),(5 65364.043),(6 87291.16),(7 110886.875),(8 136971.47),(9 165795.53),(10 198957.17),(11 235391.06),(12 273214.63),(13 307963.16),(14 341674.9),(15 374717.56),(16 405883.16),(17 436038.5),(18 465955.9),(19 492562.9),(20 519402.34),(21 541264.6),(22 559744.8),(23 573637.8),(24 585665.9),(25 595517.6),(26 605093.8),(27 614313.5),(28 621900.25),(29 627848.4),(30 630130.7),(31 632325.9),(32 635412.5),(33 635260.4),(34 634578.1),(35 635005.4),(36 632880.94),(37 632433.5),(38 633253.6),(39 633499.8),(40 637710.1),(41 644457.9),(42 652044.3),(43 661192.75),(44 671168.1),(45 683662.06),(46 696116.94),(47 710715.8),(48 726413.4),(49 744211.7),(50 765117.4),(51 786601.7),(52 808351.9),(53 827461.3),(54 852897.8),(55 873875.75),(56 892227.56),(57 907286.6),(58 919788.2),(59 931153.6),(60 940526),(61 949485),(62 956674.4),(63 961677.9),(64 963797.6),(65 964498.44),(66 967045.4),(67 967244.3),(68 965891.7),(69 968299.4),(70 968859.25),(71 970246),(72 969119.44),(73 966288),(74 967335.44),(75 968019.7),(76 967294.94),(77 970056),(78 974657.1),(79 976405.9),
(1 5499.1943),(2 16605.621),(3 33417.77),(4 52296.727),(5 71913.09),(6 95433.68),(7 120586.08),(8 148854.73),(9 179605.39),(10 214169.81),(11 251089.63),(12 289427.06),(13 328909),(14 369179.47),(15 409519.7),(16 450052.3),(17 487858.8),(18 523870.1),(19 556843.4),(20 588085.75),(21 615561.5),(22 638796.3),(23 657450.4),(24 672290.5),(25 683882.25),(26 692116.75),(27 698362.56),(28 702591.1),(29 705750.4),(30 706396.4),(31 705793.1),(32 703583.8),(33 698931.4),(34 691200),(35 682607.2),(36 672459.4),(37 660439),(38 649482.2),(39 638016.9),(40 629051.7),(41 620240.8),(42 611594.25),(43 603453),(44 598270.4),(45 596676.6),(46 597847.7),(47 603312.75),(48 610002.56),(49 617870.5),(50 628413.4),(51 642451.1),(52 659454.25),(53 676076.5),(54 696771.4),(55 715481.8),(56 734243.44),(57 753174.8),(58 768979.25),(59 782621.44),(60 795481),(61 808927.8),(62 821606.6),(63 829860.06),(64 837567.5),(65 845119.9),(66 853163.4),(67 859122.5),(68 862147.25),(69 866610.8),(70 868051.2),(71 869922.2),(72 867988.75),(73 864936.8),(74 864171.25),(75 863265.9),(76 863226.06),(77 864090.6),(78 863721.1),(79 864287.1),
(1 5672.73),(2 16975.508),(3 33335.93),(4 52471.785),(5 73378.375),(6 97275.07),(7 123729.3),(8 152377.94),(9 182397.81),(10 216088.56),(11 251111.23),(12 286366.06),(13 322390.78),(14 357172.7),(15 391911.97),(16 428652.63),(17 463391.16),(18 495775.44),(19 523535.1),(20 550375.44),(21 575215.5),(22 597955.06),(23 617145.06),(24 633228.94),(25 645485),(26 656404.25),(27 664544.3),(28 673998.94),(29 683760.3),(30 689680.6),(31 696773.2),(32 702938.06),(33 709838.6),(34 713252.6),(35 716896.7),(36 719724.25),(37 718446.6),(38 717978.7),(39 716878.6),(40 715778.4),(41 713645),(42 710382.06),(43 706518),(44 702842.06),(45 701047),(46 701416.3),(47 702636.3),(48 705497.6),(49 708451.75),(50 711835),(51 718041),(52 724123),(53 730263.1),(54 738142.5),(55 747194.25),(56 754548.3),(57 760897.5),(58 765092.8),(59 768056.44),(60 770895.25),(61 773972.7),(62 777884.5),(63 782535.44),(64 788499.5),(65 793780.5),(66 799333.7),(67 804277.7),(68 808271),(69 815219.3),(70 819731.6),(71 824903.7),(72 827730.06),(73 828131.9),(74 830454.6),(75 833888.1),(76 836172.75),(77 840047.7),(78 842076.44),(79 845472.8),
(1 5451.9087),(2 16643.346),(3 33331.906),(4 52578.508),(5 74525.63),(6 100300.984),(7 128805.766),(8 159961.34),(9 192270.19),(10 227876.06),(11 262872.06),(12 297044.4),(13 333222.3),(14 368302.97),(15 401910.38),(16 434946.03),(17 466268.66),(18 495720.66),(19 519914.44),(20 543490.06),(21 564639.75),(22 581475.06),(23 595262.06),(24 605925.4),(25 615170.2),(26 622937.25),(27 630357.9),(28 637744.25),(29 643680.4),(30 647981.7),(31 653623.7),(32 658732.7),(33 664182.2),(34 664829.94),(35 664074.94),(36 661118.9),(37 658129.2),(38 654187.7),(39 649777.25),(40 647404.94),(41 646231.94),(42 645003.4),(43 644351.4),(44 644128.25),(45 645709.25),(46 648696.6),(47 653926.94),(48 658866.25),(49 664018.1),(50 670020.5),(51 679992.9),(52 688447.56),(53 695603.5),(54 701740.44),(55 708391.9),(56 714506.8),(57 718669.06),(58 723280.25),(59 726814.25),(60 730430.25),(61 736216.1),(62 742061.9),(63 748798.56),(64 754549.3),(65 762290),(66 769277.25),(67 774370.94),(68 781803.1),(69 790773.75),(70 800131.75),(71 809752.3),(72 818206.7),(73 826961.5),(74 838117.2),(75 846202.4),(76 853825.75),(77 861982.2),(78 869194.5),(79 877255.9),
(1 5846.633),(2 18129.195),(3 35594.973),(4 56218.86),(5 79563.67),(6 106969.375),(7 137636.11),(8 171033.34),(9 206490.44),(10 244689.2),(11 281534.78),(12 317910.94),(13 353915.94),(14 390063.22),(15 423729.44),(16 455523.44),(17 484870.6),(18 513877.78),(19 537297.25),(20 558788.75),(21 576015.7),(22 588684),(23 598502.6),(24 605056.25),(25 609774.06),(26 613162.44),(27 615388.44),(28 617333.56),(29 617918.25),(30 616893.06),(31 616642.44),(32 616867.44),(33 617819.2),(34 615501.75),(35 611912.06),(36 606844.44),(37 601214.06),(38 597428.9),(39 594974.3),(40 594245.2),(41 593735),(42 592414.25),(43 591491.94),(44 591879.25),(45 594391),(46 598557.75),(47 603680.5),(48 608955.3),(49 614348.2),(50 620690),(51 631055),(52 641006),(53 652328.44),(54 661963.94),(55 671158.5),(56 678375),(57 685986.7),(58 692379.5),(59 696608),(60 700022.06),(61 703843),(62 708175.4),(63 712072.8),(64 715820),(65 719703.7),(66 722629.94),(67 724051.9),(68 726939.8),(69 729931.5),(70 734708.75),(71 740922.94),(72 748960.6),(73 756567.1),(74 764488.6),(75 768311.2),(76 772904.06),(77 782810.5),(78 792213.3),(79 803645.9),
(1 5469.9653),(2 16427.8),(3 31968.617),(4 50095.195),(5 70490.53),(6 94462.49),(7 120424.18),(8 147498.5),(9 176384.6),(10 207932.75),(11 238875.2),(12 268939.72),(13 297591.6),(14 326601.88),(15 352346.44),(16 377148.75),(17 400824.3),(18 424636.56),(19 445534.28),(20 464807.06),(21 480169.97),(22 492850.2),(23 502181.6),(24 508128.3),(25 511694.97),(26 513992.53),(27 515662.22),(28 516561.88),(29 517698.63),(30 517512.44),(31 518104.5),(32 521017.6),(33 524812.8),(34 526356.9),(35 527308.1),(36 527344.9),(37 528028.2),(38 530021.4),(39 532904.75),(40 538891),(41 543893.44),(42 549465.8),(43 555766.9),(44 563334.8),(45 571252.9),(46 579104.56),(47 588838.06),(48 599857.6),(49 611676.06),(50 623973.9),(51 636615.6),(52 648750.2),(53 661833.3),(54 671609.25),(55 681568.9),(56 689198.25),(57 697129),(58 704628.56),(59 709803.9),(60 714015.3),(61 720063.94),(62 724575.94),(63 726390.1),(64 728778.7),(65 731443),(66 732270.56),(67 730870.7),(68 729642.4),(69 728037.7),(70 727721.25),(71 728120.44),(72 730472.56),(73 733625.94),(74 737424.7),(75 740024.44),(76 745437.1),(77 758108.7),(78 773914.56),(79 789337),
(1 4962.683),(2 14969.059),(3 29220.262),(4 45826.16),(5 65260.67),(6 88269.05),(7 113489.914),(8 141486.05),(9 171925.63),(10 207100.83),(11 241913.02),(12 276402.6),(13 311040),(14 347297.28),(15 381486.72),(16 413752.53),(17 444615.16),(18 476151.16),(19 504107.9),(20 529964.6),(21 550826.94),(22 569899),(23 587570.56),(24 600868.6),(25 610529.56),(26 617679.2),(27 622649.94),(28 626450.7),(29 629022.06),(30 631066.75),(31 630489.2),(32 629097.94),(33 626673.06),(34 622672.3),(35 617622.44),(36 611909.44),(37 608033.8),(38 605149.6),(39 600903.7),(40 600008.3),(41 599938.25),(42 601363.4),(43 604272.5),(44 607796.44),(45 613008.3),(46 617369.6),(47 621934.44),(48 627190.25),(49 632678.7),(50 639444.9),(51 646605.3),(52 653608.75),(53 661744.7),(54 667761.44),(55 673311.2),(56 677486.25),(57 679886.56),(58 681804.9),(59 684516.25),(60 686428),(61 689856.4),(62 693779.44),(63 699490.5),(64 702420.94),(65 706061.3),(66 710024.75),(67 713374.56),(68 714500.06),(69 714651.44),(70 715564.6),(71 717486),(72 718630.5),(73 720706.1),(74 723768.6),(75 727944.6),(76 734849.3),(77 744466.3),(78 756726.5),(79 769724.25),
(1 4976.56),(2 14992.767),(3 29278.309),(4 45296.145),(5 63711.535),(6 85544.63),(7 108545.7),(8 133973.38),(9 160687.47),(10 189681.97),(11 218561.03),(12 247836.67),(13 275285.03),(14 302791.06),(15 329825.16),(16 355599.72),(17 379957.84),(18 404075),(19 424095.94),(20 443189.63),(21 459547.38),(22 474976.56),(23 489249.8),(24 502143.56),(25 512611.53),(26 521736.25),(27 529842.06),(28 536568.4),(29 542793.8),(30 548133.7),(31 552442.25),(32 555859.1),(33 559331.1),(34 559726.75),(35 560304.4),(36 559435.9),(37 559063.5),(38 557787.44),(39 555581.25),(40 555229.7),(41 555566.7),(42 558572.94),(43 561904.75),(44 564786.9),(45 569276.8),(46 576127.5),(47 582567.4),(48 591228.06),(49 598289.75),(50 606333),(51 614061.7),(52 620871.1),(53 624637.8),(54 630320.3),(55 633154.1),(56 634191),(57 635699.8),(58 637262.94),(59 637891.8),(60 638748.9),(61 640449.9),(62 642689.7),(63 647006.9),(64 649943.9),(65 652264.2),(66 656972.5),(67 662661.8),(68 668069.9),(69 674550.9),(70 681861.4),(71 688655.1),(72 695384.4),(73 703834.94),(74 711649.56),(75 720260.7),(76 729266.9),(77 741858.06),(78 754992.3),(79 767793.9),
(1 4784.4487),(2 13924.6045),(3 26746.06),(4 40390.027),(5 55057.965),(6 71928.055),(7 89709.805),(8 108305.63),(9 127340.336),(10 147841.14),(11 167615.33),(12 187750.42),(13 208049.56),(14 229422.47),(15 250659.56),(16 272436.78),(17 294925.28),(18 319021.44),(19 338690.97),(20 358326.72),(21 376779.25),(22 396554.53),(23 413928.84),(24 431019.72),(25 445929.44),(26 459960.97),(27 472990.2),(28 483687.34),(29 493551.28),(30 502129.06),(31 512064.53),(32 521987.5),(33 532015),(34 538077.1),(35 544221.94),(36 549074.25),(37 553133.6),(38 558633.25),(39 561994.8),(40 564431.3),(41 568444.56),(42 573518.56),(43 577363.2),(44 580774.94),(45 585074.5),(46 591358.4),(47 599043.6),(48 607826.4),(49 617762.44),(50 629462.06),(51 643075.1),(52 654079.94),(53 662937.6),(54 674627.3),(55 684589.94),(56 692981.25),(57 700083.7),(58 706389),(59 710296.25),(60 712919.25),(61 717420.06),(62 721292.4),(63 723926.9),(64 726307.9),(65 728787.75),(66 730797.1),(67 733466.1),(68 733667.4),(69 734924.56),(70 735272.06),(71 733664.6),(72 729351.25),(73 727477.44),(74 725875.44),(75 726089.25),(76 726532.06),(77 727009.25),(78 728192.4),(79 728654.7),
(1 5038.8335),(2 14729.711),(3 27718.941),(4 42148.02),(5 59216.89),(6 78249.66),(7 98319.32),(8 119365.414),(9 140326.44),(10 162940.02),(11 186252.9),(12 208975.08),(13 232235.06),(14 256537.1),(15 279735.72),(16 302670.56),(17 325656.66),(18 351267.2),(19 373514.03),(20 395543.75),(21 416849.84),(22 438526.78),(23 458625.03),(24 477081.06),(25 495326.97),(26 511455.25),(27 526705.75),(28 541395.6),(29 554477.1),(30 565689.44),(31 577412.2),(32 587609.75),(33 595485.6),(34 600481.5),(35 602357.44),(36 602135.3),(37 600922.9),(38 600536.25),(39 597741.56),(40 594776.9),(41 591569.44),(42 589616.06),(43 586874.3),(44 584286.8),(45 582056),(46 583105.6),(47 584629.2),(48 588258.06),(49 592442.75),(50 599162.25),(51 608318.06),(52 617262.5),(53 626339.75),(54 636336.1),(55 646215.5),(56 656311.1),(57 666491.6),(58 674588.6),(59 682301.56),(60 690820),(61 700607.06),(62 711446.9),(63 722432.3),(64 732296.4),(65 743655.1),(66 754980.5),(67 764691.3),(68 771664.5),(69 778630.25),(70 784092.25),(71 787027.7),(72 788120.7),(73 788457.44),(74 788011.2),(75 787361),(76 785439.75),(77 783183.7),(78 779498.1),(79 775876),
