1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 26228.86),(2 52948.527),(3 77552.914),(4 141332.45),(5 195573.14),(6 255319.08),(7 363613.34),(8 470907),(9 591714.25),(10 759448.2),(11 895347.5),(12 1019971.06),(13 1185994),(14 1327261.4),(15 1476992.9),(16 1672933.4),(17 1883198.4),(18 2078582.4),(19 2324101.8),(20 2575799.8),(21 2828888.8),(22 3126508.8),(23 3423248.3),(24 3731554.8),(25 4087911.8),(26 4406404),(27 4683978.5),(28 4968781.5),(29 5209909),(30 5447856.5),(31 5735946),(32 6011569.5),(33 6301000),(34 6613760.5),(35 6932843.5),(36 7252310.5),(37 7578171.5),(38 7883507.5),(39 8207806),(40 8542255),(41 8992852),(42 9824504),(43 10925981),(44 12309291),(45 13300801),(46 14057496),(47 14925796),(48 15791615),(49 16612387),(50 17488594),(51 18420546),(52 19147066),(53 19906954),(54 20669504),(55 21351760),(56 22099408),(57 22899254),(58 23464018),(59 24052510),(60 24610518),(61 25041402),(62 25494784),(63 25881154),(64 25953970),(65 25930086),(66 25896430),(67 25780790),(68 25667728),(69 25658266),(70 25515974),(71 25471222),(72 25413898),(73 25358866),(74 25317554),(75 25401912),(76 25425338),(77 25577904),(78 25725686),(79 25894982),
(1 22980.965),(2 85864.77),(3 184449.13),(4 316670.47),(5 478587.9),(6 669612.4),(7 888044.7),(8 1132158.8),(9 1396427.4),(10 1674773.9),(11 1972103.1),(12 2281441.8),(13 2588030.3),(14 2903157.8),(15 3214969),(16 3534939.3),(17 3849363.5),(18 4163020.5),(19 4471599.5),(20 4768978),(21 5049497.5),(22 5314161.5),(23 5556529.5),(24 5781467),(25 5982134.5),(26 6147543.5),(27 6294007.5),(28 6414208),(29 6516062.5),(30 6606441),(31 6693837),(32 6767072),(33 6837402.5),(34 6896707),(35 6958383.5),(36 7010585.5),(37 7055784.5),(38 7113239.5),(39 7173221.5),(40 7241820),(41 7323353),(42 7422568.5),(43 7539282),(44 7670688),(45 7797484.5),(46 7931841.5),(47 8095727.5),(48 8282418),(49 8485359),(50 8704496),(51 8959249),(52 9222090),(53 9498731),(54 9787865),(55 10073186),(56 10338419),(57 10595329),(58 10821058),(59 11051477),(60 11252509),(61 11409230),(62 11528375),(63 11627081),(64 11690051),(65 11734641),(66 11756910),(67 11747425),(68 11704993),(69 11652847),(70 11574047),(71 11474118),(72 11350072),(73 11193642),(74 11012179),(75 10800612),(76 10565393),(77 10300736),(78 10019664),(79 9728929),
(1 24684.744),(2 93395.9),(3 200576.89),(4 342562.97),(5 514050.03),(6 710386.56),(7 926685.3),(8 1158482.1),(9 1398881),(10 1644066),(11 1895372.6),(12 2143892.3),(13 2377435.3),(14 2612903.5),(15 2838804),(16 3062685.3),(17 3275618.8),(18 3475258),(19 3664983.3),(20 3840056.8),(21 4000480.8),(22 4148992.3),(23 4284913.5),(24 4415671.5),(25 4531977.5),(26 4641422.5),(27 4752207),(28 4845735.5),(29 4931882.5),(30 5011714.5),(31 5087942.5),(32 5165101.5),(33 5241450),(34 5318099.5),(35 5396455.5),(36 5465491),(37 5539723),(38 5615838.5),(39 5693041.5),(40 5766522),(41 5835566),(42 5903276),(43 5970152),(44 6027010.5),(45 6075033.5),(46 6110502.5),(47 6145774.5),(48 6179028.5),(49 6203236.5),(50 6228405.5),(51 6252403.5),(52 6277110.5),(53 6301460),(54 6323849.5),(55 6337986.5),(56 6341860.5),(57 6346372.5),(58 6341710),(59 6341289.5),(60 6328376),(61 6312290),(62 6272585.5),(63 6229896.5),(64 6170209.5),(65 6103695.5),(66 6028976),(67 5952678),(68 5874026),(69 5800252.5),(70 5725509.5),(71 5652853.5),(72 5576153.5),(73 5500186),(74 5433159.5),(75 5379298),(76 5352195.5),(77 5342988.5),(78 5357065.5),(79 5391231.5),
(1 24798.596),(2 92821.56),(3 198443.69),(4 338509.9),(5 506359.56),(6 696579.5),(7 905168),(8 1126345),(9 1354506.9),(10 1582035.4),(11 1808055.4),(12 2024056.6),(13 2223313.5),(14 2409098.3),(15 2577868.8),(16 2736011),(17 2878628.3),(18 3000584.8),(19 3109938.5),(20 3200571.8),(21 3279971.8),(22 3352075),(23 3417493.8),(24 3473725),(25 3520829.5),(26 3576566.8),(27 3643020.8),(28 3707697.3),(29 3778587),(30 3855747.8),(31 3938093),(32 4011451.8),(33 4098257.5),(34 4183274.5),(35 4272673),(36 4355588.5),(37 4442112.5),(38 4534445.5),(39 4625501.5),(40 4710532),(41 4788912.5),(42 4864236.5),(43 4933442.5),(44 4978282),(45 5003600.5),(46 5021739.5),(47 5030210.5),(48 5027502),(49 5030942.5),(50 5031393),(51 5025168.5),(52 5022186.5),(53 5023039),(54 5023478.5),(55 5039417.5),(56 5053542.5),(57 5073810),(58 5090253),(59 5105021),(60 5113107),(61 5106131),(62 5086518),(63 5061932),(64 5037874),(65 5011759.5),(66 4978919),(67 4942207),(68 4899459),(69 4851764),(70 4799430),(71 4744503),(72 4684677.5),(73 4629927),(74 4569089.5),(75 4508559),(76 4449853),(77 4387460),(78 4344206),(79 4309949.5),
(1 17936.21),(2 66890.74),(3 143347.55),(4 246107.72),(5 371549.75),(6 514199.44),(7 670446.25),(8 836689.7),(9 1007837.4),(10 1180526.1),(11 1356323.4),(12 1529687.4),(13 1697936),(14 1861417.3),(15 2012739.5),(16 2160370.5),(17 2297143.5),(18 2417162),(19 2521532.8),(20 2613975.5),(21 2690998),(22 2757219.8),(23 2813612.3),(24 2858139.3),(25 2886779),(26 2902212.8),(27 2897931.8),(28 2890218),(29 2874199.3),(30 2858039.3),(31 2850196.8),(32 2840569),(33 2834546),(34 2826119.3),(35 2820466.5),(36 2816458.3),(37 2815352.8),(38 2812205.8),(39 2807793.5),(40 2806406.5),(41 2809715.8),(42 2812082.5),(43 2828023),(44 2834289.3),(45 2837513.5),(46 2852446.8),(47 2874702.8),(48 2906026.3),(49 2944849.5),(50 2980305),(51 3017115),(52 3050619),(53 3078246.8),(54 3100684.5),(55 3120505),(56 3137110),(57 3155884.3),(58 3173752.3),(59 3205248.8),(60 3246800.8),(61 3297177),(62 3352988.3),(63 3413878.8),(64 3469521.5),(65 3530199.8),(66 3587364.8),(67 3635828.3),(68 3679539.3),(69 3719717),(70 3760778.3),(71 3808372.8),(72 3854624),(73 3905709.8),(74 3976387.5),(75 4047063),(76 4117174.5),(77 4187329.5),(78 4258056.5),(79 4316231.5),
(1 17846.31),(2 66949.81),(3 145744.33),(4 252819.17),(5 382679.47),(6 531536.5),(7 696145.9),(8 869011.6),(9 1048983.4),(10 1229538.3),(11 1408097.9),(12 1583128.9),(13 1739379.3),(14 1878024.8),(15 2002579.3),(16 2113413.8),(17 2208206),(18 2286591.8),(19 2348501.8),(20 2396725),(21 2435481.3),(22 2465760.5),(23 2485127.5),(24 2498783.8),(25 2505065.3),(26 2510827),(27 2518137.3),(28 2526566.5),(29 2540514),(30 2559938.8),(31 2582572.5),(32 2612850),(33 2643897.5),(34 2674720),(35 2708711.8),(36 2746583),(37 2791124.3),(38 2832255.5),(39 2877723.8),(40 2920273.5),(41 2969785.3),(42 3037020.3),(43 3108017.5),(44 3185167.5),(45 3267638),(46 3351251.5),(47 3440235),(48 3523318),(49 3599526.8),(50 3670119),(51 3732610.3),(52 3782080),(53 3818863.5),(54 3838310.8),(55 3845490),(56 3839137.8),(57 3818414.3),(58 3778806),(59 3725046),(60 3656648.5),(61 3576215.8),(62 3497649.8),(63 3420370.8),(64 3352340.3),(65 3297060.3),(66 3256742.8),(67 3231976.3),(68 3229768.3),(69 3247054.3),(70 3275745.3),(71 3318477.8),(72 3369170.3),(73 3426505.8),(74 3488107.5),(75 3548878),(76 3593354),(77 3633839.8),(78 3661879),(79 3668739.5),
(1 20059.021),(2 74912.26),(3 159528.95),(4 272402.8),(5 407418.84),(6 561670.1),(7 732804.2),(8 919412.7),(9 1115605.4),(10 1311432.6),(11 1505923.9),(12 1691804.3),(13 1857672.5),(14 2006578.3),(15 2138401.3),(16 2253474.5),(17 2356158.5),(18 2446092.8),(19 2532212),(20 2608383.5),(21 2682116.3),(22 2750872.3),(23 2816085.8),(24 2880956.3),(25 2938899.5),(26 2998350.3),(27 3055796),(28 3118662.8),(29 3178085.8),(30 3230705),(31 3279633.3),(32 3324665),(33 3374509.3),(34 3421784.5),(35 3468112.5),(36 3510105.8),(37 3554870.8),(38 3599237),(39 3639589.3),(40 3677467.8),(41 3711888.3),(42 3745901.8),(43 3771729.8),(44 3780732.8),(45 3779189.3),(46 3769236.3),(47 3750641.5),(48 3715707.8),(49 3664133),(50 3601068.3),(51 3528066.3),(52 3456624.5),(53 3381328),(54 3297880.5),(55 3216217.5),(56 3131975.8),(57 3053652.3),(58 2990873.8),(59 2934908.8),(60 2893970.8),(61 2863378.3),(62 2847293.3),(63 2845309),(64 2862839),(65 2885395.8),(66 2912927.5),(67 2949246.3),(68 2983980.8),(69 3026453.8),(70 3072055.5),(71 3117335.5),(72 3153058.8),(73 3187977.8),(74 3221944),(75 3252248.5),(76 3278919.8),(77 3304531.5),(78 3324648),(79 3320335.5),
(1 22007.484),(2 83417.53),(3 178441.92),(4 302853.7),(5 450813.75),(6 618358.06),(7 799373.56),(8 987764.5),(9 1176992.5),(10 1362326.8),(11 1540012),(12 1709116.8),(13 1859828.9),(14 1994770.4),(15 2115943),(16 2221012.8),(17 2312677),(18 2394595),(19 2474484.3),(20 2542439.8),(21 2601488.8),(22 2649291.3),(23 2694350.5),(24 2733429.5),(25 2756142),(26 2777313.3),(27 2793472.3),(28 2812998.8),(29 2827038.3),(30 2839367.8),(31 2855339.8),(32 2862656.5),(33 2869104.5),(34 2872622.5),(35 2876197),(36 2878505.5),(37 2878595.8),(38 2876273.5),(39 2868787.3),(40 2853763.5),(41 2834488.8),(42 2813783.3),(43 2790255.3),(44 2754849.5),(45 2712905),(46 2671310.3),(47 2633063.3),(48 2594530.8),(49 2558261.5),(50 2523095),(51 2490763.5),(52 2461768.3),(53 2435555),(54 2410086),(55 2397418.5),(56 2388555),(57 2381957.3),(58 2381485.5),(59 2388692.8),(60 2405137),(61 2424336),(62 2453409),(63 2487742.3),(64 2522593.5),(65 2554394.8),(66 2581112),(67 2601012.8),(68 2617774),(69 2622369.8),(70 2616482),(71 2598829.3),(72 2577524.5),(73 2550703),(74 2530313.3),(75 2510538.5),(76 2492662.3),(77 2483953.8),(78 2494042.3),(79 2522226),
(1 18446.19),(2 68076.04),(3 144107.34),(4 245181.61),(5 364995.66),(6 499794.8),(7 645966.2),(8 801132.25),(9 959742.25),(10 1120938.3),(11 1278652.6),(12 1429122.5),(13 1568855.6),(14 1696603.1),(15 1806874.6),(16 1907601.4),(17 1990640.1),(18 2057132.4),(19 2102894.8),(20 2132031.8),(21 2151105.5),(22 2164070.8),(23 2171181),(24 2176898.3),(25 2181709),(26 2196465.5),(27 2216962.5),(28 2243734.3),(29 2277076.3),(30 2308795.8),(31 2338887.8),(32 2366037),(33 2392609),(34 2414976.8),(35 2431526),(36 2443980.3),(37 2452223.5),(38 2454727),(39 2448775.8),(40 2438549.8),(41 2429705.3),(42 2417270.3),(43 2408054.3),(44 2394013.5),(45 2372126.3),(46 2345650.8),(47 2312301.5),(48 2272285.5),(49 2228846.3),(50 2187432.3),(51 2147418.3),(52 2105908.5),(53 2067373.4),(54 2033544.8),(55 2007186.9),(56 1989143.8),(57 1975389.4),(58 1968581.4),(59 1971732.1),(60 1989742),(61 2026051.6),(62 2075546),(63 2126286),(64 2176887),(65 2226487.5),(66 2273274.3),(67 2315109.3),(68 2352125.8),(69 2388975.8),(70 2427226),(71 2465893.5),(72 2497010.5),(73 2521791.5),(74 2540301.8),(75 2546396),(76 2541142.8),(77 2532152.8),(78 2519010),(79 2502541.3),
(1 17413.502),(2 63907.4),(3 134573.13),(4 224423.63),(5 329793.8),(6 443388.8),(7 562516.9),(8 686417.25),(9 810523.6),(10 930047.2),(11 1044960.44),(12 1152689.3),(13 1243862.3),(14 1318482.5),(15 1380159.8),(16 1430996.5),(17 1470136),(18 1498824.5),(19 1522208.8),(20 1540031),(21 1555464),(22 1569383),(23 1583698.3),(24 1605487.1),(25 1629006.5),(26 1663742.1),(27 1708234.5),(28 1755636.3),(29 1806953.3),(30 1855572.8),(31 1901360.5),(32 1944507.9),(33 1987448.9),(34 2027864.8),(35 2062985.1),(36 2093045.5),(37 2119560),(38 2139654),(39 2156836),(40 2169496),(41 2180096.8),(42 2182165.8),(43 2184186),(44 2177395.5),(45 2166229.5),(46 2153370.8),(47 2141068),(48 2131139.3),(49 2121588),(50 2117850),(51 2126846),(52 2143999),(53 2176276.5),(54 2218645.5),(55 2266216.3),(56 2318688),(57 2375404),(58 2434475),(59 2496312.5),(60 2546243),(61 2582577),(62 2607686.3),(63 2613834.5),(64 2603365.5),(65 2582997.5),(66 2552021),(67 2512180),(68 2469584.3),(69 2428182),(70 2387479),(71 2349282.5),(72 2315563),(73 2293319),(74 2285194),(75 2279653.8),(76 2274856.5),(77 2280204.8),(78 2295132),(79 2306031.3),
(1 18363.162),(2 67565.664),(3 141100.83),(4 235070.75),(5 342704.8),(6 458797.94),(7 581848.2),(8 709157.06),(9 836838.6),(10 957685.94),(11 1071548.4),(12 1177691),(13 1270114.8),(14 1354687.5),(15 1428581.8),(16 1491473.8),(17 1547885.4),(18 1596281),(19 1643449.1),(20 1691862),(21 1740447.6),(22 1790718),(23 1840616.6),(24 1889338.1),(25 1936744.4),(26 1981201.3),(27 2023051.6),(28 2059419.6),(29 2087825.8),(30 2105881),(31 2119748),(32 2122509),(33 2123081),(34 2113388.5),(35 2097166),(36 2077995.6),(37 2055165.3),(38 2029681.3),(39 2004957.4),(40 1977409.3),(41 1951016.3),(42 1928839.8),(43 1905318.3),(44 1883017.5),(45 1860827),(46 1840923.6),(47 1822320.4),(48 1803159.4),(49 1781267.1),(50 1764853.9),(51 1754801.3),(52 1750786.4),(53 1750595.6),(54 1752455.4),(55 1758960.5),(56 1768200.4),(57 1779322.8),(58 1791357.8),(59 1810604.3),(60 1831851.3),(61 1850228.8),(62 1870825.1),(63 1888190.8),(64 1899867),(65 1903844.4),(66 1902494.8),(67 1891076.1),(68 1873274.6),(69 1859298.6),(70 1849527.4),(71 1847114.8),(72 1859679.6),(73 1879124.8),(74 1907758),(75 1942527.8),(76 1972792),(77 1996521.1),(78 2015758.3),(79 2025846.9),
(1 16846.047),(2 61152.7),(3 127553.73),(4 210638.6),(5 306050.28),(6 408466.03),(7 513723.88),(8 622719.56),(9 727484.44),(10 829446.3),(11 925019.9),(12 1009949.5),(13 1082790.1),(14 1146527),(15 1202779.3),(16 1254059.6),(17 1298245.8),(18 1334942.3),(19 1369879.5),(20 1401700.1),(21 1426133.5),(22 1443839.8),(23 1457544.1),(24 1468134.6),(25 1480699),(26 1495860.6),(27 1514073.9),(28 1529968.9),(29 1542007.1),(30 1547485.5),(31 1550435.4),(32 1556101.3),(33 1559207),(34 1560724.4),(35 1559292.1),(36 1555728.3),(37 1550754.5),(38 1543369.6),(39 1528218.3),(40 1509768.8),(41 1488069.5),(42 1465912.5),(43 1449350.5),(44 1433583.3),(45 1421208.3),(46 1412443.4),(47 1408907.9),(48 1401020.8),(49 1392832.8),(50 1392002.8),(51 1392191.4),(52 1392477.9),(53 1397485.5),(54 1401446.8),(55 1405338),(56 1410335.1),(57 1409928.9),(58 1407694),(59 1402400.9),(60 1393780.1),(61 1381674.5),(62 1369347),(63 1358150),(64 1349818.1),(65 1349182.6),(66 1359257),(67 1380361.1),(68 1407880.5),(69 1445410.3),(70 1483890.3),(71 1522616.5),(72 1563621.9),(73 1603392.3),(74 1637482.5),(75 1666277),(76 1683931.8),(77 1695695.1),(78 1704306),(79 1710711.5),
(1 16824.348),(2 60328.89),(3 123503.97),(4 202854.31),(5 294368.88),(6 394607.1),(7 501169.88),(8 611261.5),(9 721491.56),(10 825845.9),(11 923398.94),(12 1012144),(13 1090958.4),(14 1161172.6),(15 1226615.3),(16 1288312.8),(17 1346044.4),(18 1394662.8),(19 1439576.4),(20 1475949.5),(21 1506826.5),(22 1532888.9),(23 1562899.3),(24 1592908.4),(25 1630762.4),(26 1674382.9),(27 1723590.5),(28 1773159.9),(29 1817199),(30 1856559),(31 1889793.1),(32 1919740.6),(33 1943104.9),(34 1961102.6),(35 1968475.8),(36 1965785.1),(37 1951901.1),(38 1927014.3),(39 1892125.8),(40 1854341.8),(41 1818641.8),(42 1787977.3),(43 1764166.6),(44 1745166.6),(45 1732143.3),(46 1725928.3),(47 1720704.5),(48 1713273.6),(49 1706997.6),(50 1700960.3),(51 1695178.4),(52 1691191.5),(53 1685940.8),(54 1684071.5),(55 1681881.6),(56 1674252.5),(57 1666213.9),(58 1657952.6),(59 1650194.6),(60 1641068.1),(61 1638167.5),(62 1646126),(63 1666707.1),(64 1691883.5),(65 1723191.3),(66 1754034.3),(67 1788993.5),(68 1824610.5),(69 1864420.6),(70 1901237.5),(71 1936431.8),(72 1961340.6),(73 1974787.4),(74 1980141.8),(75 1970174.9),(76 1943577.5),(77 1911693.1),(78 1874444.3),(79 1832035.1),
(1 18184.344),(2 67221.21),(3 140501.72),(4 231401.48),(5 333993.63),(6 443951.4),(7 555998.9),(8 665536.75),(9 767456.6),(10 857150.3),(11 933473.5),(12 995492.8),(13 1044227.56),(14 1082872.5),(15 1112110.5),(16 1136812.1),(17 1159647.1),(18 1185091.9),(19 1211032.5),(20 1243050.1),(21 1280825.5),(22 1327332.5),(23 1379995.5),(24 1442411.5),(25 1507817.5),(26 1568516.5),(27 1630184.9),(28 1684503.6),(29 1733698.3),(30 1773905.5),(31 1814418.8),(32 1853940.9),(33 1889228.3),(34 1918901.3),(35 1939206.9),(36 1948791.1),(37 1945871.9),(38 1936352.8),(39 1917987.8),(40 1894982.9),(41 1871684.5),(42 1848980.9),(43 1821727.3),(44 1794760.5),(45 1765502.4),(46 1735521.9),(47 1710802.4),(48 1689943.5),(49 1674751.6),(50 1667534.5),(51 1666384),(52 1668722),(53 1671429.4),(54 1672556.9),(55 1669384.4),(56 1666134.9),(57 1664147.4),(58 1661579.9),(59 1660976),(60 1659915.8),(61 1652343.9),(62 1648834.3),(63 1647687.6),(64 1648808.5),(65 1653378.6),(66 1659161.3),(67 1670180.9),(68 1681566.9),(69 1692919.5),(70 1702958),(71 1714845.8),(72 1726441.3),(73 1730887.6),(74 1721936),(75 1701003.9),(76 1678381.6),(77 1652507.8),(78 1622527.5),(79 1587109.6),
(1 18295.574),(2 66064.195),(3 135539.53),(4 219746.25),(5 312486.94),(6 406725.44),(7 500082.75),(8 588375.9),(9 670719.75),(10 744181.44),(11 807492.4),(12 858312.9),(13 897467.6),(14 930854.94),(15 963076.25),(16 993581.44),(17 1028023.3),(18 1065696.1),(19 1106604.8),(20 1150581),(21 1198858.9),(22 1250419.4),(23 1303160),(24 1353951.3),(25 1399156.8),(26 1437018.9),(27 1468224.9),(28 1492667.8),(29 1509824.4),(30 1519800.9),(31 1528668.6),(32 1536798.6),(33 1541398),(34 1541623.9),(35 1538952),(36 1529904.5),(37 1515561.6),(38 1495820.3),(39 1476284.4),(40 1458516.8),(41 1446037.5),(42 1438331.3),(43 1433574.3),(44 1432043),(45 1440430.5),(46 1454945.1),(47 1476626.5),(48 1502475),(49 1529891.5),(50 1556599.5),(51 1579728.8),(52 1597885.8),(53 1607707),(54 1610053.5),(55 1602696.5),(56 1586134.8),(57 1558881.1),(58 1522403.5),(59 1484393.3),(60 1449803.1),(61 1422680.1),(62 1405400.9),(63 1399800),(64 1397985.9),(65 1397756.5),(66 1396456.4),(67 1396120.5),(68 1391832.8),(69 1386786.9),(70 1379857.6),(71 1367837.9),(72 1353548.6),(73 1339796.6),(74 1324696.4),(75 1312715.3),(76 1303564.8),(77 1293918.3),(78 1285401.1),(79 1278781.4),
(1 19989.244),(2 72693.82),(3 148916.16),(4 240163.36),(5 339458.3),(6 439112.94),(7 534786.25),(8 623241.9),(9 700387.94),(10 763289.3),(11 815527.2),(12 856424),(13 886326.25),(14 908823.56),(15 930001.9),(16 948991.3),(17 972936),(18 1002352.4),(19 1040074.94),(20 1080031.1),(21 1124699.4),(22 1173066.1),(23 1221250),(24 1262060.1),(25 1292337.8),(26 1317916.1),(27 1343982.5),(28 1367374),(29 1387905.1),(30 1401855.5),(31 1417841.1),(32 1430876),(33 1440538.8),(34 1446049.4),(35 1448829.9),(36 1448860.5),(37 1446877.4),(38 1442243.9),(39 1438426.6),(40 1437466.5),(41 1442944.5),(42 1450816.3),(43 1457606.3),(44 1463365.6),(45 1469036.5),(46 1475326.4),(47 1482154),(48 1485725.9),(49 1485856.9),(50 1482248.3),(51 1472678.1),(52 1456070.9),(53 1435426.5),(54 1409491.9),(55 1381175),(56 1355616.8),(57 1334122.3),(58 1317706.3),(59 1304479.1),(60 1291488.6),(61 1278835.6),(62 1269686.6),(63 1259846.6),(64 1250426.3),(65 1243628.3),(66 1236257.1),(67 1228836.8),(68 1220358.9),(69 1209672.9),(70 1194378.1),(71 1177452.8),(72 1160326.6),(73 1145927.4),(74 1135629.4),(75 1133909.4),(76 1142059.5),(77 1159439.3),(78 1185826.3),(79 1218368),
(1 20939.89),(2 76205.36),(3 157040.95),(4 254979.38),(5 363128.34),(6 475737.44),(7 585671.25),(8 689633.9),(9 784974.1),(10 867722.3),(11 939602.1),(12 994899.3),(13 1036749.9),(14 1067197.8),(15 1084669.8),(16 1092771.8),(17 1100436.4),(18 1105865.5),(19 1120037.5),(20 1140076.6),(21 1169051.5),(22 1204082.3),(23 1240732.1),(24 1276261.4),(25 1306018.8),(26 1329394.8),(27 1344418.5),(28 1349125.8),(29 1345525.3),(30 1331991.8),(31 1316163.3),(32 1295300.4),(33 1273696.3),(34 1249074.6),(35 1224070.3),(36 1204217.9),(37 1189885.3),(38 1184680.9),(39 1189645.5),(40 1202709.9),(41 1218924),(42 1233401),(43 1246761.4),(44 1257526.1),(45 1264672.8),(46 1268882.5),(47 1265218.3),(48 1253915.4),(49 1239814.5),(50 1222849.8),(51 1204138.4),(52 1180442.6),(53 1154315.9),(54 1131720.3),(55 1115946.8),(56 1108966.6),(57 1109125.8),(58 1118117.6),(59 1132555.8),(60 1150058.9),(61 1167329),(62 1179647.8),(63 1184465),(64 1190523.1),(65 1198895.5),(66 1205345.1),(67 1214380),(68 1221821.5),(69 1225647.6),(70 1222386.9),(71 1219130.9),(72 1217412.6),(73 1218366),(74 1223876.6),(75 1233935.6),(76 1246421.1),(77 1262378.9),(78 1283600.9),(79 1305585.9),
(1 18262.912),(2 66013.914),(3 135541.64),(4 218012.75),(5 306936.38),(6 397652.2),(7 485333.2),(8 566628.8),(9 637116.9),(10 696845),(11 743491.44),(12 775941.9),(13 794498.3),(14 804812.44),(15 804516.56),(16 802218.1),(17 802831.1),(18 803190.75),(19 809909.6),(20 822067),(21 837858.06),(22 854580.8),(23 872943.3),(24 892866.06),(25 912830.9),(26 930790.3),(27 947775.6),(28 958219),(29 964682.06),(30 961251.94),(31 951199.6),(32 929630.75),(33 902724.8),(34 873541.94),(35 846550.06),(36 824389.6),(37 811650.5),(38 808973.94),(39 809002.06),(40 811222.56),(41 818344.8),(42 829856.4),(43 846273.9),(44 858165.94),(45 863858.1),(46 863654.56),(47 857712.8),(48 846936.56),(49 834747.75),(50 822438.94),(51 812952.25),(52 804959.94),(53 800727.6),(54 801966.25),(55 809196.25),(56 821290.94),(57 838224.7),(58 855494.06),(59 874639.1),(60 891833.3),(61 907004.44),(62 918020.25),(63 922019.44),(64 923043),(65 927435.94),(66 930766.94),(67 931591.94),(68 931299.94),(69 930693.06),(70 928086.75),(71 925535.6),(72 927252.06),(73 934866.9),(74 952416.56),(75 977235.44),(76 1003209.3),(77 1031906.7),(78 1058196.1),(79 1079587.5),
