1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 55807.098),(2 234004.11),(3 512866.28),(4 875149.8),(5 1369981.1),(6 1970798),(7 2688426.3),(8 3463521.3),(9 4350168.5),(10 5270167.5),(11 6234834.5),(12 7281378),(13 8282425.5),(14 9412445),(15 10557404),(16 11811053),(17 13093293),(18 14408119),(19 15708771),(20 16959704),(21 18102714),(22 19212688),(23 20171482),(24 21052922),(25 21833458),(26 22519888),(27 23062176),(28 23487018),(29 23807750),(30 24012848),(31 24149034),(32 24198310),(33 24200954),(34 24167834),(35 24100096),(36 24013210),(37 23791942),(38 23564424),(39 23266592),(40 22992000),(41 22662762),(42 22430098),(43 22257560),(44 22188158),(45 22107874),(46 22041506),(47 21886642),(48 21783190),(49 21761978),(50 21822370),(51 21898654),(52 22060790),(53 22258764),(54 22569222),(55 22841198),(56 23016062),(57 23119494),(58 23265962),(59 23390142),(60 23639602),(61 23876914),(62 24145042),(63 24500742),(64 24865424),(65 25234246),(66 25596488),(67 25928046),(68 26217864),(69 26501110),(70 26752778),(71 26977624),(72 27208486),(73 27463024),(74 27767562),(75 28010760),(76 28246288),(77 28460262),(78 28659046),(79 28827018),
(1 96678.42),(2 363699.8),(3 761739.06),(4 1252666.1),(5 1811934.4),(6 2423233.5),(7 3053753),(8 3698521.8),(9 4360891.5),(10 5008220.5),(11 5618610),(12 6189345.5),(13 6630393.5),(14 7056046.5),(15 7402407.5),(16 7659280.5),(17 7841405),(18 7955608.5),(19 7995045.5),(20 7977327.5),(21 7911464.5),(22 7818279),(23 7727509),(24 7657385.5),(25 7625884),(26 7628838.5),(27 7658172),(28 7676414),(29 7688889),(30 7717316),(31 7779714),(32 7867978.5),(33 7976585.5),(34 8078981),(35 8184247.5),(36 8272532),(37 8339306.5),(38 8402586),(39 8437853),(40 8425727),(41 8360023.5),(42 8253324),(43 8128713.5),(44 7977298),(45 7803627),(46 7619264),(47 7432705.5),(48 7260675.5),(49 7112434),(50 6998626),(51 6918702),(52 6857801.5),(53 6811764),(54 6793095),(55 6819973.5),(56 6903605.5),(57 7035697.5),(58 7194315),(59 7371834.5),(60 7559294),(61 7726818),(62 7838693.5),(63 7942140),(64 8017987),(65 8063600),(66 8083564.5),(67 8071242.5),(68 8039786.5),(69 7989948.5),(70 7932937.5),(71 7881370.5),(72 7839535.5),(73 7809345.5),(74 7788918.5),(75 7767071.5),(76 7739250),(77 7705155),(78 7687809.5),(79 7681244.5),
(1 93838.76),(2 352200.78),(3 730274.7),(4 1185338.6),(5 1694510.4),(6 2250567),(7 2842809),(8 3455449.3),(9 4087627.3),(10 4691958),(11 5254637.5),(12 5777032.5),(13 6195281.5),(14 6594766.5),(15 6919975.5),(16 7168662),(17 7352613.5),(18 7465672),(19 7524388),(20 7526673.5),(21 7482724),(22 7417613.5),(23 7335625.5),(24 7241334.5),(25 7146224),(26 7047316.5),(27 6930753.5),(28 6815106.5),(29 6720673.5),(30 6675157.5),(31 6689041.5),(32 6753986.5),(33 6863732),(34 6995642.5),(35 7163125.5),(36 7337143.5),(37 7491751.5),(38 7631682.5),(39 7721044),(40 7755064.5),(41 7710402.5),(42 7614080.5),(43 7458738.5),(44 7258724.5),(45 7015052.5),(46 6765254),(47 6522770.5),(48 6306854),(49 6141216),(50 6015973.5),(51 5924346.5),(52 5845164),(53 5790222.5),(54 5760001.5),(55 5767484),(56 5813266.5),(57 5890992.5),(58 5977208),(59 6079830.5),(60 6195064),(61 6304752),(62 6408372),(63 6497405.5),(64 6577848.5),(65 6637841.5),(66 6691022.5),(67 6728185.5),(68 6758081.5),(69 6786206.5),(70 6800441.5),(71 6783664.5),(72 6746774),(73 6687107.5),(74 6603542.5),(75 6503464.5),(76 6387557.5),(77 6266156),(78 6154286.5),(79 6045222),
(1 98234.17),(2 365038.72),(3 744386.06),(4 1180555.9),(5 1644123.4),(6 2125156.3),(7 2616209.3),(8 3107199),(9 3615385.3),(10 4112761.3),(11 4597800.5),(12 5057715),(13 5426295.5),(14 5781138),(15 6079764),(16 6310859.5),(17 6463284.5),(18 6548152.5),(19 6582361.5),(20 6583670.5),(21 6553906),(22 6495183.5),(23 6408206.5),(24 6290675),(25 6160646.5),(26 6035923),(27 5921486.5),(28 5836220),(29 5779041.5),(30 5741830.5),(31 5720801.5),(32 5707910.5),(33 5699429),(34 5686863.5),(35 5697385.5),(36 5718651),(37 5767174.5),(38 5789974.5),(39 5807928.5),(40 5809556),(41 5805796.5),(42 5802775.5),(43 5804109.5),(44 5804956),(45 5805697.5),(46 5810702),(47 5818653.5),(48 5842798.5),(49 5883224.5),(50 5923062),(51 5957806),(52 5981705),(53 5989982.5),(54 5986348),(55 5980070.5),(56 5961738),(57 5939508),(58 5909622),(59 5890147),(60 5877588),(61 5864798),(62 5841403),(63 5815708),(64 5765824.5),(65 5704648.5),(66 5637102),(67 5571918.5),(68 5513892),(69 5452311),(70 5400613),(71 5341397),(72 5269429),(73 5177758),(74 5064834.5),(75 4949122.5),(76 4811082.5),(77 4665054.5),(78 4520753.5),(79 4380624.5),
(1 94825.99),(2 353277.44),(3 717754.8),(4 1124572),(5 1543301.3),(6 1981168),(7 2425209.3),(8 2875361.5),(9 3323003),(10 3742457.3),(11 4116419.5),(12 4423818.5),(13 4678763),(14 4862449),(15 4982062.5),(16 5037922),(17 5047105.5),(18 5037584),(19 5030208.5),(20 5034216),(21 5030444),(22 5011949),(23 4980241),(24 4934671.5),(25 4887930.5),(26 4849717.5),(27 4807733),(28 4755227),(29 4684534),(30 4597006.5),(31 4499591.5),(32 4393472.5),(33 4289415.5),(34 4185637.8),(35 4092606),(36 4014000),(37 3979115.8),(38 3934885),(39 3908452.8),(40 3909530),(41 3956020.8),(42 4052194),(43 4188770),(44 4349151),(45 4519295.5),(46 4675015),(47 4819918.5),(48 4941489.5),(49 5039388),(50 5099950),(51 5120561),(52 5097860),(53 5042619),(54 4961256.5),(55 4874200.5),(56 4782168),(57 4687857.5),(58 4602655),(59 4531447.5),(60 4486202),(61 4461254.5),(62 4439102.5),(63 4425776.5),(64 4417341.5),(65 4405256.5),(66 4391108),(67 4399010),(68 4425942.5),(69 4468368),(70 4515137.5),(71 4554916),(72 4563717),(73 4539128.5),(74 4478530),(75 4401503.5),(76 4301362.5),(77 4198470.5),(78 4116403),(79 4049669.5),
(1 95800.45),(2 348516.97),(3 696641.1),(4 1071992.6),(5 1434970.1),(6 1777723.4),(7 2092400.8),(8 2381104),(9 2657275.3),(10 2902661.8),(11 3115395.3),(12 3288874.8),(13 3413355.8),(14 3502632.3),(15 3554378.3),(16 3584097.8),(17 3599723.3),(18 3616075.3),(19 3630333.3),(20 3639355.8),(21 3645337),(22 3658091.5),(23 3676628.3),(24 3704004.8),(25 3750352.3),(26 3809625),(27 3875550.3),(28 3939258.8),(29 3963700.8),(30 3952803.3),(31 3912082.8),(32 3843976.3),(33 3768011.3),(34 3681564.8),(35 3607814.8),(36 3557723.3),(37 3533514),(38 3537076.8),(39 3574351.8),(40 3653417),(41 3782369.5),(42 3945080),(43 4126605),(44 4306131),(45 4469876),(46 4598625),(47 4694940),(48 4740490.5),(49 4745255),(50 4707758),(51 4654703.5),(52 4585934),(53 4512667),(54 4451359.5),(55 4404584.5),(56 4369384.5),(57 4354472.5),(58 4368053.5),(59 4414939),(60 4503236.5),(61 4607022.5),(62 4719635),(63 4825138),(64 4913042.5),(65 4978902),(66 5021798),(67 5053754.5),(68 5072697.5),(69 5089039),(70 5084287.5),(71 5060322),(72 4996345.5),(73 4916422),(74 4822979),(75 4714736.5),(76 4595517),(77 4484282),(78 4383441),(79 4301676),
(1 94216.04),(2 342174.47),(3 682787.94),(4 1044828.7),(5 1373219.4),(6 1660491.6),(7 1900622.1),(8 2091906.9),(9 2262893.3),(10 2406782.8),(11 2523652.8),(12 2608577.3),(13 2668410.3),(14 2705716.3),(15 2721553.3),(16 2726389.8),(17 2733875),(18 2750980.3),(19 2771498.8),(20 2793587),(21 2826370.8),(22 2871083),(23 2938578.8),(24 3026216),(25 3131218.5),(26 3251773.8),(27 3377393.5),(28 3498154.8),(29 3600675.5),(30 3680359),(31 3735073.5),(32 3758586.3),(33 3751372.3),(34 3715438.8),(35 3666337.5),(36 3619376),(37 3578622.3),(38 3545604.8),(39 3520875.3),(40 3510236.3),(41 3518405),(42 3550897),(43 3603563.5),(44 3670555.8),(45 3737117.8),(46 3787283.3),(47 3814589.3),(48 3814178.3),(49 3798729),(50 3761050.3),(51 3703225.8),(52 3625385),(53 3538295.5),(54 3455466.5),(55 3389466.3),(56 3345054.5),(57 3335367.5),(58 3364068.3),(59 3428092.3),(60 3520583.5),(61 3628706.8),(62 3733289.8),(63 3843375.5),(64 3935724.5),(65 4013450.8),(66 4070020.3),(67 4107158.8),(68 4123535.5),(69 4117626.3),(70 4083538.3),(71 4014848.5),(72 3913006.5),(73 3798661.3),(74 3671903.5),(75 3550369.5),(76 3441169.5),(77 3353342.5),(78 3271708),(79 3206193.5),
(1 89029.586),(2 318623.78),(3 633766.56),(4 968798.25),(5 1278644.9),(6 1553783.9),(7 1792434.9),(8 1987545.1),(9 2145327.8),(10 2263581.3),(11 2343258.3),(12 2396715),(13 2437713),(14 2454908.3),(15 2450264.3),(16 2435243.3),(17 2421962.3),(18 2409731.3),(19 2396399.5),(20 2388663.8),(21 2395366.8),(22 2424567.8),(23 2476472.5),(24 2549070.8),(25 2636101.3),(26 2744826.8),(27 2868263.3),(28 3000511.5),(29 3135621.8),(30 3259058.5),(31 3365310.5),(32 3444519.3),(33 3496654.8),(34 3523467.3),(35 3523995.8),(36 3508061.5),(37 3471937.5),(38 3435409.8),(39 3387226.5),(40 3333016.5),(41 3277844.8),(42 3229996.5),(43 3205706.8),(44 3210087.3),(45 3238148.3),(46 3274921.3),(47 3310432),(48 3339248.5),(49 3354504.3),(50 3345895.3),(51 3310750.3),(52 3256053.3),(53 3192199.8),(54 3134927.8),(55 3089827),(56 3059189.8),(57 3052474),(58 3077713.3),(59 3133265),(60 3216406.8),(61 3304922.5),(62 3373977.8),(63 3457010.5),(64 3526201),(65 3570195.8),(66 3580941.3),(67 3566977),(68 3529903.5),(69 3481945.8),(70 3426050.8),(71 3373669.3),(72 3315889.5),(73 3260512.5),(74 3207810.3),(75 3165180.5),(76 3121869),(77 3082769.3),(78 3048984.8),(79 3034990),
(1 97040.61),(2 345566.34),(3 680024.6),(4 1030915.25),(5 1345972.6),(6 1610127.1),(7 1814327.1),(8 1961052.6),(9 2062027.6),(10 2128703.3),(11 2181907.3),(12 2232877.5),(13 2265038.5),(14 2305618.5),(15 2334960.8),(16 2363954),(17 2397369.3),(18 2433738.8),(19 2473315.5),(20 2519767.5),(21 2571975.3),(22 2627172),(23 2678552.3),(24 2718499.3),(25 2740313.5),(26 2757960.3),(27 2786548),(28 2836183.5),(29 2904353.5),(30 2976258.5),(31 3047174.3),(32 3111996),(33 3169093.8),(34 3213005),(35 3240273.5),(36 3250558),(37 3239731),(38 3217219.5),(39 3182156),(40 3125564.5),(41 3046527.5),(42 2961659.3),(43 2886077),(44 2832932),(45 2803665.3),(46 2797187),(47 2812367.8),(48 2844254.8),(49 2893478.3),(50 2954674),(51 3016702.8),(52 3066704.5),(53 3109544.8),(54 3129221.8),(55 3134180),(56 3130323.8),(57 3121574.8),(58 3101012.5),(59 3071892),(60 3040116),(61 3004272.5),(62 2995605.3),(63 2976237.3),(64 2962091.3),(65 2951593),(66 2930961.5),(67 2912407),(68 2887324.5),(69 2864900),(70 2838444.8),(71 2807946.8),(72 2763961.8),(73 2717408.3),(74 2666674.5),(75 2625615.5),(76 2595767.3),(77 2590221.8),(78 2602665.8),(79 2623999.8),
(1 105593.64),(2 380758.7),(3 747521.4),(4 1131883),(5 1478738.6),(6 1762518.3),(7 1978095.5),(8 2125227),(9 2218333.3),(10 2268182.5),(11 2282916.5),(12 2267647.5),(13 2238118.3),(14 2193553.5),(15 2147983),(16 2108254.5),(17 2078568.4),(18 2063594.3),(19 2068925),(20 2090925.9),(21 2134516),(22 2184926.8),(23 2227886.3),(24 2248022.8),(25 2249893.5),(26 2238562),(27 2231984),(28 2230503.3),(29 2242362.8),(30 2262138.3),(31 2291733),(32 2330678.5),(33 2377632.3),(34 2425500.5),(35 2474855.3),(36 2526807.5),(37 2561734.5),(38 2598364.5),(39 2608152.3),(40 2581572.8),(41 2515983.5),(42 2433126.5),(43 2360507),(44 2310131),(45 2284311.5),(46 2288221.8),(47 2314377.5),(48 2369527.5),(49 2450990.3),(50 2547206),(51 2646064),(52 2734070.5),(53 2811274),(54 2870377.5),(55 2917684),(56 2936745.5),(57 2913364),(58 2859968),(59 2769790),(60 2668761),(61 2571407.5),(62 2518833.5),(63 2466828.5),(64 2436925.5),(65 2426122.5),(66 2425818),(67 2437523.8),(68 2449535.5),(69 2469923),(70 2484864.8),(71 2485160.5),(72 2462809.3),(73 2426776),(74 2371156.3),(75 2315189.8),(76 2263309),(77 2232565.3),(78 2218852.5),(79 2224640.8),
(1 87023.65),(2 307418.8),(3 599786.5),(4 912572.56),(5 1202889.5),(6 1459001.3),(7 1675549),(8 1847547.6),(9 1973234.1),(10 2053609.3),(11 2087112.4),(12 2089723.9),(13 2068038),(14 2028975.8),(15 1982072.6),(16 1934505.5),(17 1894392.9),(18 1858724.5),(19 1835057.5),(20 1824158.8),(21 1839594),(22 1872105.8),(23 1911044.1),(24 1940463.6),(25 1956853.9),(26 1963599.8),(27 1963639.1),(28 1954654),(29 1945674.8),(30 1941623.1),(31 1945853.4),(32 1962429.9),(33 1987223.8),(34 2019869),(35 2049784.4),(36 2077741.9),(37 2101782),(38 2128519.3),(39 2143674.8),(40 2138966.3),(41 2108299.8),(42 2062910),(43 2017625.5),(44 1982138.1),(45 1960806),(46 1955218.8),(47 1967875.9),(48 2006029.3),(49 2061750.3),(50 2128622.8),(51 2198742),(52 2264832.8),(53 2323489.3),(54 2370347.3),(55 2396153.8),(56 2389081.3),(57 2347104.3),(58 2279519.5),(59 2196263.5),(60 2120467.8),(61 2061526),(62 2030171.6),(63 2020612.8),(64 2035826.6),(65 2064542.5),(66 2097534),(67 2131599.5),(68 2161256.3),(69 2189128.5),(70 2204126.8),(71 2203186.3),(72 2191895),(73 2177004),(74 2152922),(75 2126708.3),(76 2090720.6),(77 2058499.5),(78 2031331),(79 2015449.1),
(1 72153.15),(2 249891.34),(3 477553.53),(4 715290.4),(5 939768.7),(6 1141263.5),(7 1323090),(8 1479437.1),(9 1611432.8),(10 1712727.3),(11 1781767.1),(12 1827165.4),(13 1853192.6),(14 1859191.1),(15 1848440.5),(16 1836665.1),(17 1823706.5),(18 1809562.1),(19 1809409.4),(20 1827885),(21 1869995.4),(22 1926893.5),(23 1989161.1),(24 2043267),(25 2079318),(26 2096838.6),(27 2097231.5),(28 2085573.5),(29 2071015.1),(30 2052788.4),(31 2028164.6),(32 2008881.4),(33 1990484.1),(34 1973270.1),(35 1955812.4),(36 1944578.8),(37 1933011.9),(38 1932371),(39 1935290.3),(40 1933472.9),(41 1925507),(42 1908945.1),(43 1886858.4),(44 1864122.3),(45 1834165.4),(46 1803966.6),(47 1778991.4),(48 1767555.8),(49 1768788.6),(50 1783025),(51 1798484.6),(52 1816882.8),(53 1831285),(54 1835990),(55 1827243.1),(56 1809433.9),(57 1775383.9),(58 1731144.4),(59 1695769.6),(60 1675695.1),(61 1669790.6),(62 1669412.6),(63 1688602.5),(64 1715231.4),(65 1741810.1),(66 1771034.8),(67 1801781.1),(68 1833994.1),(69 1859592.6),(70 1874901.6),(71 1882040.6),(72 1872556),(73 1850763.8),(74 1821771),(75 1799083.9),(76 1782755.4),(77 1782186.6),(78 1796468),(79 1822599.3),
(1 68714.87),(2 236891.33),(3 447431.06),(4 661240.75),(5 856944.5),(6 1031585.1),(7 1191235),(8 1328763.5),(9 1451495.8),(10 1556675.5),(11 1643068.4),(12 1717716.5),(13 1774730.1),(14 1817320),(15 1840277.9),(16 1854250.6),(17 1866609.1),(18 1881814.5),(19 1901786.6),(20 1919827.4),(21 1938029.5),(22 1952716),(23 1961291.5),(24 1960009.8),(25 1948893.1),(26 1935756.5),(27 1922169.8),(28 1907610.9),(29 1887935.8),(30 1859994.1),(31 1826416.1),(32 1794136.4),(33 1758015.4),(34 1712926.9),(35 1666995.6),(36 1624688.3),(37 1599329.3),(38 1581432.6),(39 1569336.1),(40 1570864.5),(41 1582052.1),(42 1587775.5),(43 1582543.9),(44 1580457.5),(45 1573605.6),(46 1575365.8),(47 1578743.3),(48 1586888.5),(49 1591415.3),(50 1596961.6),(51 1608708.8),(52 1623426.9),(53 1634032.4),(54 1645616.9),(55 1658518.5),(56 1670750.3),(57 1676366.1),(58 1681663.6),(59 1686324.9),(60 1693902.1),(61 1694830.3),(62 1703646.5),(63 1712561.9),(64 1726527.3),(65 1751049.5),(66 1787059),(67 1819239),(68 1839766.4),(69 1852914.5),(70 1857326.6),(71 1849466.4),(72 1823707.5),(73 1791401.8),(74 1769120.9),(75 1760010.8),(76 1753593),(77 1752808.8),(78 1746496.9),(79 1736300.9),
(1 66970.695),(2 231350),(3 438120),(4 646677.2),(5 838523.94),(6 1003139.6),(7 1135168),(8 1244042.1),(9 1338322.9),(10 1409925.9),(11 1463579.1),(12 1499484.9),(13 1523737.4),(14 1530710),(15 1521965.6),(16 1507678.4),(17 1498339.4),(18 1496610),(19 1502225.5),(20 1504612.5),(21 1505646.4),(22 1503879.5),(23 1498129.6),(24 1484959.6),(25 1474719.5),(26 1476464.3),(27 1496342),(28 1526459.9),(29 1558595.4),(30 1579518.5),(31 1588251),(32 1584688.1),(33 1575750.4),(34 1553166),(35 1531870.4),(36 1519783.9),(37 1514969.9),(38 1518577.5),(39 1525269.1),(40 1529994.3),(41 1531716.1),(42 1525715.4),(43 1505673.1),(44 1478091.8),(45 1453120.1),(46 1436555.5),(47 1423773.4),(48 1407986.4),(49 1384840.9),(50 1359570.8),(51 1335924.1),(52 1321926),(53 1316631.1),(54 1326175.5),(55 1350398.5),(56 1379511.1),(57 1405814.5),(58 1423976.6),(59 1429803.9),(60 1427802.8),(61 1418617.6),(62 1405838.4),(63 1404007.3),(64 1409006.6),(65 1418567.5),(66 1429017),(67 1439027.4),(68 1438288.5),(69 1436328.9),(70 1432891.9),(71 1420920.5),(72 1405505),(73 1385058.6),(74 1369554.1),(75 1358084.6),(76 1343458.1),(77 1325726.5),(78 1309275.1),(79 1293680.3),
(1 71042.99),(2 247210.16),(3 466245.9),(4 685186.4),(5 891782.5),(6 1073786.6),(7 1223753.4),(8 1346778.3),(9 1448261.4),(10 1521621.9),(11 1571383.5),(12 1604003.4),(13 1624301.9),(14 1636842.1),(15 1639933.8),(16 1634912.1),(17 1625544.1),(18 1604578.5),(19 1578739.5),(20 1553762.9),(21 1528824),(22 1502989.1),(23 1474612.6),(24 1441859.6),(25 1417192.5),(26 1404429.1),(27 1408981.5),(28 1423943.1),(29 1447006),(30 1467329.4),(31 1481448.8),(32 1486860.8),(33 1487819.4),(34 1481451.1),(35 1474029.4),(36 1470477.8),(37 1465462.8),(38 1472475.9),(39 1483018),(40 1495135.9),(41 1502721.1),(42 1502797.8),(43 1485863),(44 1459145.4),(45 1432096.5),(46 1410709.5),(47 1392169.8),(48 1380893),(49 1367491.4),(50 1360138.1),(51 1357918.9),(52 1362832.1),(53 1379894.3),(54 1406238.6),(55 1439646.5),(56 1472403.9),(57 1494466.1),(58 1506622.3),(59 1499723.3),(60 1486039.5),(61 1464594),(62 1443047.4),(63 1425788.9),(64 1414793.8),(65 1407286.6),(66 1398455.9),(67 1393353.8),(68 1393669.6),(69 1407442.3),(70 1430693.9),(71 1450317.4),(72 1467368.6),(73 1486419.5),(74 1507471.3),(75 1522196.8),(76 1517281.4),(77 1511178),(78 1516938),(79 1531898.3),
(1 68146.18),(2 229688.22),(3 426386.94),(4 622184.6),(5 806410.7),(6 960988.44),(7 1082148.5),(8 1172997.9),(9 1241344.8),(10 1284721.4),(11 1309160),(12 1325590.4),(13 1339361.3),(14 1346588.8),(15 1348941.1),(16 1346696.5),(17 1346826),(18 1349490.1),(19 1351284),(20 1350667),(21 1342803.1),(22 1326178.5),(23 1301975.1),(24 1272963.6),(25 1248263.6),(26 1234243.6),(27 1234464.5),(28 1247968.8),(29 1272994.3),(30 1300678.6),(31 1323770.9),(32 1333403.1),(33 1331660.3),(34 1330525.3),(35 1333062.6),(36 1340884.1),(37 1344797.5),(38 1356997),(39 1367939.8),(40 1377819.9),(41 1382130),(42 1384025.1),(43 1377934.3),(44 1368632.9),(45 1357772.5),(46 1356627.9),(47 1361681.8),(48 1372493.4),(49 1374519.5),(50 1369189.8),(51 1358382),(52 1351722.3),(53 1352753.4),(54 1359255.1),(55 1361064),(56 1359441.8),(57 1353474.3),(58 1345197.6),(59 1333276.1),(60 1319091.9),(61 1299843.3),(62 1277022.8),(63 1262550.4),(64 1250702.9),(65 1239745.6),(66 1231172.8),(67 1226021.8),(68 1229115.9),(69 1241430.8),(70 1263718.6),(71 1289158.8),(72 1315304),(73 1340686),(74 1359659.4),(75 1366157.4),(76 1361029.1),(77 1356957.3),(78 1354697.9),(79 1349025.3),
(1 68670.664),(2 229081.14),(3 422701.63),(4 609333),(5 771732.7),(6 905574.5),(7 1006920.9),(8 1083160.5),(9 1135490.1),(10 1162771.6),(11 1177797.8),(12 1190638.1),(13 1197043.8),(14 1194519),(15 1186867.1),(16 1178483.8),(17 1179340.3),(18 1184548.4),(19 1190828.8),(20 1193944.6),(21 1189202.1),(22 1171638.9),(23 1142051.3),(24 1107917.8),(25 1083574.1),(26 1082347.6),(27 1095474.5),(28 1120960.8),(29 1153133.1),(30 1183148.4),(31 1207555.8),(32 1221270.1),(33 1217400.1),(34 1203305),(35 1186372.6),(36 1172752.3),(37 1164343.6),(38 1155288.8),(39 1144430.1),(40 1137197.9),(41 1138027.8),(42 1142982.5),(43 1148353.5),(44 1152151.5),(45 1156486.6),(46 1170592.4),(47 1191134.6),(48 1210221.8),(49 1224014.9),(50 1228922.4),(51 1227250.1),(52 1228744.6),(53 1227174.1),(54 1220576.8),(55 1211033.1),(56 1203666.5),(57 1189877),(58 1179119.4),(59 1173173.5),(60 1167914.1),(61 1156924),(62 1144713.6),(63 1129387.4),(64 1109085.4),(65 1085913.4),(66 1059766.3),(67 1034080.56),(68 1018196.56),(69 1016396.75),(70 1028016.5),(71 1046663.44),(72 1063299.8),(73 1074342.3),(74 1081840.1),(75 1092660.8),(76 1113116.4),(77 1138883),(78 1160316.8),(79 1172291),
(1 70129.914),(2 233397.47),(3 425766),(4 604444.3),(5 761624),(6 895709.3),(7 998297.06),(8 1077142.4),(9 1124756.5),(10 1143535.5),(11 1151540.8),(12 1154119.5),(13 1142145.1),(14 1126423.3),(15 1103126.8),(16 1075450.5),(17 1048304.2),(18 1020819),(19 994600.9),(20 971689.94),(21 950144.6),(22 929191.8),(23 900734.94),(24 870860.56),(25 847501.5),(26 839101.44),(27 836642.4),(28 834839.1),(29 836645.9),(30 842831.6),(31 854688.56),(32 865474.4),(33 868274.5),(34 862864.6),(35 855256.06),(36 849135.6),(37 850953.25),(38 858745.44),(39 868923.3),(40 882929.1),(41 901573),(42 924439.1),(43 946997.7),(44 962536.25),(45 969510.25),(46 975928.56),(47 982842.56),(48 991581.75),(49 994269.5),(50 992871.1),(51 989095.44),(52 981197.75),(53 965759.4),(54 953926.4),(55 945188.44),(56 938417.5),(57 932687.8),(58 939619),(59 947533),(60 953586.94),(61 957338.1),(62 959050.7),(63 958711.3),(64 950999.44),(65 940256.2),(66 929815.8),(67 923425.6),(68 921955.6),(69 925674.25),(70 932804.06),(71 940188.8),(72 948078.1),(73 954215.75),(74 961100.6),(75 964347.4),(76 963424.4),(77 963902.06),(78 962834.94),(79 959766.7),
