1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46687.23),(2 149804.8),(3 279786.9),(4 419611.78),(5 566404.2),(6 708056.5),(7 853714.56),(8 1028839.44),(9 1229043.4),(10 1461704.9),(11 1700223.4),(12 1982257.6),(13 2298247.5),(14 2624305.8),(15 2946527.3),(16 3269242.3),(17 3586318),(18 3908954.3),(19 4204434),(20 4492245.5),(21 4853613.5),(22 5274897.5),(23 5786781.5),(24 6360954.5),(25 6928202.5),(26 7458757.5),(27 8020489.5),(28 8606711),(29 9168779),(30 9626471),(31 10135313),(32 10607572),(33 11081071),(34 11542692),(35 12030627),(36 12503597),(37 12981804),(38 13470141),(39 14009812),(40 14541108),(41 15104248),(42 15590608),(43 16110847),(44 16595680),(45 17177386),(46 17753718),(47 18360958),(48 18936112),(49 19530646),(50 20087020),(51 20723118),(52 21337832),(53 22051824),(54 22827682),(55 23616360),(56 24393626),(57 25198944),(58 25983174),(59 26741128),(60 27433792),(61 28139174),(62 28918752),(63 29782496),(64 30660074),(65 31568114),(66 32262478),(67 32962882),(68 33608200),(69 34322050),(70 35114316),(71 36027284),(72 36844828),(73 37612170),(74 38184340),(75 38796820),(76 39297732),(77 39834256),(78 40194500),(79 40618700),
(1 72340.13),(2 253760.88),(3 519154.53),(4 834500),(5 1175592.3),(6 1519522.1),(7 1852510.3),(8 2153617.5),(9 2413631),(10 2609978.8),(11 2754849.8),(12 2851819.5),(13 2923368.3),(14 2962391),(15 3009998.3),(16 3060228.8),(17 3121388.3),(18 3188499.5),(19 3276479.8),(20 3348616.3),(21 3395267.8),(22 3418855),(23 3420045.3),(24 3385902.3),(25 3333254),(26 3268974),(27 3188705.5),(28 3082258.8),(29 2949614.3),(30 2800713.5),(31 2642126),(32 2488683),(33 2366326.3),(34 2267960),(35 2209082),(36 2178028.5),(37 2178651.3),(38 2198782.5),(39 2250798.5),(40 2319353),(41 2405570.3),(42 2493698.5),(43 2582839.8),(44 2677586.8),(45 2785100),(46 2890573),(47 2982332.8),(48 3066872.3),(49 3134186.5),(50 3181935),(51 3217563.3),(52 3248799.3),(53 3264889.8),(54 3276676.5),(55 3286250.5),(56 3291134.5),(57 3288131.8),(58 3283582.5),(59 3261056),(60 3232189.3),(61 3209199),(62 3194033.8),(63 3188677.5),(64 3194651.8),(65 3227728),(66 3270511.3),(67 3328371.8),(68 3379000.3),(69 3448087),(70 3520537),(71 3597173.5),(72 3672149.5),(73 3753175.3),(74 3827294.3),(75 3893600),(76 3949880.3),(77 3992327.8),(78 4020156.5),(79 4037276.3),
(1 63123.7),(2 223888.3),(3 460965.13),(4 736743.8),(5 1028295.2),(6 1309815.4),(7 1572223.9),(8 1799203.6),(9 1994692.6),(10 2154263.3),(11 2275328.3),(12 2362263),(13 2427427.3),(14 2480806.3),(15 2548651.5),(16 2621874),(17 2712357),(18 2801618),(19 2894089.3),(20 2946455.3),(21 2969918),(22 2953977),(23 2929270.8),(24 2890942),(25 2852232),(26 2797746.8),(27 2724504.8),(28 2619510.3),(29 2503139),(30 2379915.3),(31 2276896.5),(32 2182594.8),(33 2123309),(34 2092895.6),(35 2093809.1),(36 2118759.5),(37 2171252.3),(38 2221979.8),(39 2278840.8),(40 2334131),(41 2398866.8),(42 2467483.8),(43 2551060),(44 2641046.5),(45 2741519.8),(46 2842828),(47 2948885.3),(48 3040484.8),(49 3122689),(50 3192670.8),(51 3242464),(52 3277999),(53 3282632.8),(54 3275500),(55 3262300),(56 3229192.8),(57 3197182.8),(58 3159882.8),(59 3104741),(60 3032194.8),(61 2956854.8),(62 2869059.8),(63 2784236.8),(64 2706838.5),(65 2639120),(66 2583422.3),(67 2539530),(68 2503820),(69 2487883.3),(70 2493428.8),(71 2513573.3),(72 2540441),(73 2578466.3),(74 2616626.3),(75 2653997.8),(76 2693124.3),(77 2724654.3),(78 2759189.8),(79 2782204.8),
(1 53324.57),(2 186748.84),(3 383737.6),(4 608994.44),(5 849535.6),(6 1075550.6),(7 1289395.5),(8 1461597.1),(9 1606947),(10 1722168),(11 1821794.5),(12 1909097.3),(13 1993908.1),(14 2080689.3),(15 2187301),(16 2303830),(17 2435044.5),(18 2558699.8),(19 2676494),(20 2763903),(21 2807404.8),(22 2815312.8),(23 2796802.3),(24 2762926.8),(25 2712721.3),(26 2649216.8),(27 2589738.5),(28 2543612.8),(29 2512501),(30 2494851.5),(31 2487632.8),(32 2493697.5),(33 2512909.5),(34 2537680),(35 2562641),(36 2588421.5),(37 2611424.5),(38 2633249.5),(39 2661541.5),(40 2710787.8),(41 2768078.8),(42 2839686.8),(43 2913668.3),(44 3001394),(45 3080394.3),(46 3156067.8),(47 3209637.5),(48 3257142.5),(49 3276500.5),(50 3273924.8),(51 3242110),(52 3192620.5),(53 3120130.5),(54 3025816.3),(55 2919470),(56 2812081),(57 2701582.8),(58 2592318),(59 2487493.5),(60 2385563.3),(61 2291416.3),(62 2210002),(63 2149396.8),(64 2112022.5),(65 2089905.9),(66 2089246.1),(67 2095534.1),(68 2117071.3),(69 2142473),(70 2179643),(71 2209507.3),(72 2235772.3),(73 2259729.3),(74 2281924.8),(75 2305772),(76 2337430),(77 2376301.8),(78 2423500.5),(79 2479852.8),
(1 56772.71),(2 202993.36),(3 414635.38),(4 646639.5),(5 873737.2),(6 1074988.4),(7 1234803.3),(8 1352434.9),(9 1442066.4),(10 1512308.8),(11 1569329.1),(12 1627552.1),(13 1691213.9),(14 1767747.6),(15 1877022.8),(16 1992553.6),(17 2112381.5),(18 2210875),(19 2277813.8),(20 2305777),(21 2300649.5),(22 2271736),(23 2225984.3),(24 2169910.5),(25 2116363.3),(26 2079346.8),(27 2051616.4),(28 2036669.3),(29 2027948.8),(30 2041562.3),(31 2062278.4),(32 2094633),(33 2128576),(34 2163363.8),(35 2197608.3),(36 2230051.5),(37 2250706.5),(38 2263741.5),(39 2271058.3),(40 2292923.8),(41 2305486.3),(42 2329923.8),(43 2352823.8),(44 2385511.5),(45 2415208.8),(46 2449612.3),(47 2470264.8),(48 2495415.3),(49 2500201.5),(50 2503564.5),(51 2488446),(52 2465584.5),(53 2427524.8),(54 2393735.5),(55 2354907.8),(56 2315713),(57 2271703.5),(58 2235163.8),(59 2216089),(60 2201293),(61 2191176.5),(62 2180750.5),(63 2179422.8),(64 2192037.5),(65 2208414.5),(66 2234460.3),(67 2265219.3),(68 2302618.5),(69 2338084),(70 2371543.5),(71 2396239.5),(72 2411761),(73 2423767.8),(74 2426074),(75 2434233),(76 2439017.5),(77 2448161.5),(78 2453018.3),(79 2458089),
(1 56577.36),(2 199358.52),(3 410191),(4 643102.06),(5 869745.94),(6 1065901.9),(7 1219238.6),(8 1329066.5),(9 1408888.3),(10 1465078.4),(11 1512973.9),(12 1553683.9),(13 1604510.1),(14 1667827.9),(15 1759945.1),(16 1856507.5),(17 1955085.9),(18 2045096.6),(19 2109014),(20 2140743.5),(21 2138847.8),(22 2119678.8),(23 2094904.3),(24 2076400.3),(25 2077082.3),(26 2087502.5),(27 2105541),(28 2122392.8),(29 2141711.8),(30 2167338.3),(31 2198654.3),(32 2203631.8),(33 2201528.3),(34 2184201.8),(35 2166959),(36 2142784.5),(37 2119342.8),(38 2103244.3),(39 2095070.3),(40 2093283.8),(41 2102438),(42 2123224),(43 2139885.8),(44 2156093.5),(45 2158558.3),(46 2146035.8),(47 2123279),(48 2096051.9),(49 2079164.5),(50 2072257.1),(51 2072610.3),(52 2078825.9),(53 2080598.3),(54 2082096.3),(55 2089201.5),(56 2090383.4),(57 2113395),(58 2138517.8),(59 2174211.5),(60 2202762.5),(61 2236370.8),(62 2256465.8),(63 2284366.5),(64 2314182.5),(65 2339787.8),(66 2358203.5),(67 2378788.3),(68 2395714.5),(69 2412705),(70 2425871.8),(71 2438619),(72 2439705.8),(73 2432252.3),(74 2411829.3),(75 2376930.3),(76 2323942.3),(77 2272435.5),(78 2216089.5),(79 2167811),
(1 54815.246),(2 190775.77),(3 379436.47),(4 580557.7),(5 782280.06),(6 961060.8),(7 1094891.8),(8 1183946.5),(9 1245354.8),(10 1284145.1),(11 1310541.4),(12 1327578.8),(13 1351615.8),(14 1374997.9),(15 1413362.8),(16 1450103.8),(17 1480658.4),(18 1489321.4),(19 1476961.8),(20 1446058.1),(21 1410846.1),(22 1380196.4),(23 1359934.8),(24 1353963.6),(25 1363460),(26 1385109.5),(27 1412753.9),(28 1449000.5),(29 1482542),(30 1514458.4),(31 1523676.9),(32 1538941.4),(33 1546037.6),(34 1558758.8),(35 1577506.1),(36 1606232.6),(37 1641000.5),(38 1685518.1),(39 1726210.4),(40 1770140.5),(41 1809530),(42 1853213.6),(43 1880109.4),(44 1905972.3),(45 1927929.6),(46 1949283.5),(47 1955722.4),(48 1964004.8),(49 1958876.9),(50 1943288.8),(51 1919651.6),(52 1894534.4),(53 1867432.9),(54 1841940),(55 1811700.5),(56 1788197.6),(57 1771471.8),(58 1759538.1),(59 1750484.9),(60 1741743.8),(61 1740235.3),(62 1732037.4),(63 1728739.4),(64 1733766),(65 1746097.9),(66 1765040.3),(67 1786945.6),(68 1814718.6),(69 1842869.8),(70 1875076.5),(71 1906419.6),(72 1933466.8),(73 1954142.4),(74 1978003.3),(75 1999417.9),(76 2023632.3),(77 2042286.5),(78 2062557.4),(79 2076862),
(1 49575.12),(2 172847.77),(3 350033.6),(4 537328.25),(5 709130),(6 849868.5),(7 960120.1),(8 1036863.06),(9 1101089.9),(10 1145510.5),(11 1186459.8),(12 1221088.6),(13 1251529.5),(14 1269429.8),(15 1284696),(16 1283562.6),(17 1266626.8),(18 1228945.8),(19 1181854.5),(20 1135996.6),(21 1104310.3),(22 1097745.3),(23 1116306.4),(24 1139071.6),(25 1157694.5),(26 1178827.6),(27 1191595),(28 1191970.8),(29 1184672.5),(30 1176018.3),(31 1174677.4),(32 1177760),(33 1192770.8),(34 1226525.5),(35 1276350.9),(36 1328787.3),(37 1383482.4),(38 1435843.9),(39 1480520.6),(40 1523566.6),(41 1560865.4),(42 1596140.5),(43 1618131.1),(44 1631439.1),(45 1636408.8),(46 1640084.9),(47 1642565.5),(48 1649809.5),(49 1659605.1),(50 1668029.5),(51 1674040.1),(52 1673391.5),(53 1665777.3),(54 1654333.1),(55 1633741.4),(56 1609608.9),(57 1586636.6),(58 1562211.8),(59 1545722.6),(60 1536814.8),(61 1534735.3),(62 1526987.1),(63 1516595.4),(64 1510969.9),(65 1503331.9),(66 1503594.4),(67 1508631),(68 1515077.6),(69 1521451.3),(70 1533228.9),(71 1557856.3),(72 1576913.6),(73 1591248.1),(74 1596465),(75 1601193.9),(76 1601134.4),(77 1598497.6),(78 1590725.1),(79 1584745.4),
(1 44303.418),(2 149408.58),(3 289827.56),(4 435010),(5 581875.25),(6 706106.56),(7 809251.75),(8 879570.4),(9 938024.44),(10 980940),(11 1019947),(12 1049781.4),(13 1088056.4),(14 1116564.9),(15 1137996.1),(16 1137365.6),(17 1127526),(18 1103437.8),(19 1078295.5),(20 1052555.9),(21 1046338.94),(22 1056292.6),(23 1076001.9),(24 1092734.5),(25 1109795.5),(26 1117789.8),(27 1113561.8),(28 1095861),(29 1073908),(30 1050637.3),(31 1030004.25),(32 1020682.94),(33 1035789.06),(34 1066088.3),(35 1116383.5),(36 1165906.6),(37 1215730.1),(38 1256472.8),(39 1286064),(40 1291238),(41 1292725.9),(42 1280942.3),(43 1264056.3),(44 1243356.6),(45 1228957.3),(46 1217262.9),(47 1210302.9),(48 1209039.5),(49 1221612.4),(50 1240365.9),(51 1267576),(52 1297882.5),(53 1325984.3),(54 1349613.1),(55 1368447.8),(56 1379613.5),(57 1384100.9),(58 1388818.8),(59 1393158.3),(60 1398591.9),(61 1405998.3),(62 1407293.6),(63 1404011.3),(64 1397590.9),(65 1395112.5),(66 1395775.8),(67 1399347),(68 1407820.1),(69 1421349.5),(70 1438255),(71 1463026.6),(72 1485845.4),(73 1518948.6),(74 1555966.6),(75 1594877.1),(76 1633049.8),(77 1669780.9),(78 1701615.1),(79 1723135.4),
(1 41455.285),(2 136926.23),(3 260210.31),(4 378135),(5 483396.63),(6 571250.75),(7 644434.5),(8 696513.75),(9 745486.25),(10 785185.94),(11 826194.44),(12 865097.25),(13 900475.7),(14 918983.6),(15 920228.06),(16 904240.25),(17 878270.25),(18 848263.1),(19 827629.1),(20 822185.4),(21 832617.7),(22 854374.6),(23 876608.9),(24 900450.7),(25 923789.44),(26 940845.5),(27 951725),(28 956161.94),(29 965391.75),(30 979466.6),(31 1006559.3),(32 1032716.6),(33 1069458),(34 1104323.5),(35 1137207),(36 1157415.4),(37 1172341),(38 1175667.6),(39 1175012.1),(40 1169472),(41 1168024.5),(42 1166150.8),(43 1170715.8),(44 1179666.3),(45 1196352),(46 1213338.5),(47 1226453.3),(48 1242596.8),(49 1259515.3),(50 1271407),(51 1278028.5),(52 1277062.8),(53 1271211.3),(54 1266469.1),(55 1265408.8),(56 1274224.6),(57 1291967.3),(58 1309392.8),(59 1322191.8),(60 1332409.1),(61 1337820.9),(62 1336390),(63 1332699.3),(64 1334358.8),(65 1343910.8),(66 1356828.8),(67 1369556.8),(68 1384093.8),(69 1399967.3),(70 1418668.3),(71 1432092.4),(72 1444086.8),(73 1461349.8),(74 1489250.6),(75 1517619),(76 1538897),(77 1560093),(78 1574262.1),(79 1581221.6),
(1 38428.168),(2 127295.15),(3 242949.89),(4 355483.97),(5 461072.1),(6 548177.2),(7 613273.75),(8 651802.5),(9 681762.06),(10 703841.6),(11 733751.2),(12 767267.06),(13 802286.6),(14 824582.25),(15 835889.75),(16 835661.1),(17 824275.8),(18 812772.6),(19 811346.2),(20 815538.5),(21 831171.2),(22 852274.1),(23 875813.94),(24 896467.25),(25 913398.06),(26 920780.1),(27 923322.25),(28 917126.5),(29 914276.75),(30 917716.3),(31 931201.75),(32 942141.3),(33 954679.9),(34 960884.75),(35 966611.44),(36 968523.7),(37 971721),(38 977774.5),(39 988283.8),(40 1002544.6),(41 1019310.8),(42 1028251.1),(43 1039611.44),(44 1044267.44),(45 1048840.6),(46 1051100.4),(47 1057094.5),(48 1062034.4),(49 1071779.5),(50 1079509.5),(51 1087397.4),(52 1090291),(53 1088679.4),(54 1086843.6),(55 1083414.1),(56 1076284.4),(57 1071571.1),(58 1070146.4),(59 1068071),(60 1072544.5),(61 1078799.1),(62 1087220.3),(63 1097653.4),(64 1108107.9),(65 1118905.3),(66 1121584.3),(67 1122104.4),(68 1114958.5),(69 1107285.4),(70 1094870.5),(71 1094741.4),(72 1096303.1),(73 1100198),(74 1099695.5),(75 1099848.6),(76 1093917),(77 1091007.8),(78 1090034.8),(79 1096879.3),
(1 37964.08),(2 121331.914),(3 226066.52),(4 325997.84),(5 415540.16),(6 488378.06),(7 548038.3),(8 592272.9),(9 634410.3),(10 675642.3),(11 722565.3),(12 767597.2),(13 811002.9),(14 841929.6),(15 864292.4),(16 872906.44),(17 880253.44),(18 896399.5),(19 919046.06),(20 945414.75),(21 968672.25),(22 982261.4),(23 991453.25),(24 990851.56),(25 987452.56),(26 975084.1),(27 968706.3),(28 969735.7),(29 980581.5),(30 994834.75),(31 1003981.94),(32 1005119.75),(33 999846.6),(34 990432.44),(35 975745.8),(36 951682.75),(37 931817.6),(38 915671.7),(39 899231.9),(40 889133.6),(41 884308.3),(42 880048.56),(43 878737),(44 878445.56),(45 880601.2),(46 883176.8),(47 885098.75),(48 882547),(49 877755),(50 872321.4),(51 864420.56),(52 857599),(53 850227.25),(54 841934.75),(55 833531.1),(56 824282.9),(57 824163.75),(58 829293.7),(59 843483.7),(60 859259.1),(61 880734.7),(62 901236.56),(63 919197.25),(64 935489.6),(65 960382.9),(66 981311.7),(67 1006860.7),(68 1020816),(69 1039529),(70 1056457.1),(71 1085932.4),(72 1113632.5),(73 1139486),(74 1158188.1),(75 1179080.6),(76 1192319.8),(77 1212667),(78 1229951.1),(79 1250835.8),
(1 33209.68),(2 105443.86),(3 200549.28),(4 297625.13),(5 396753.38),(6 481138.63),(7 546746.8),(8 595231),(9 639756.5),(10 682092.25),(11 726258),(12 767040.2),(13 801874),(14 827422.9),(15 846946.94),(16 861141.44),(17 875173.5),(18 896227.25),(19 918919.2),(20 937012.3),(21 947582.44),(22 948083.3),(23 943051.25),(24 933424),(25 924935.94),(26 923968.44),(27 930262.75),(28 938280.75),(29 946479.3),(30 950414.3),(31 941125.75),(32 923582),(33 907909.25),(34 890209.75),(35 879088.8),(36 873299.25),(37 869804.7),(38 864116.06),(39 853991.9),(40 840016.3),(41 827519.75),(42 815901.75),(43 811463.25),(44 805939.94),(45 802187.44),(46 799553.7),(47 800286.94),(48 806965.56),(49 816863.25),(50 828389),(51 834771.7),(52 840920.25),(53 850471.5),(54 862353.94),(55 873975.75),(56 884334),(57 893417.94),(58 903051.7),(59 920118.4),(60 941247.9),(61 965712.56),(62 988154.25),(63 1009054.1),(64 1021192.25),(65 1028827.7),(66 1030517.25),(67 1034212.3),(68 1036274.1),(69 1041509.44),(70 1049745.8),(71 1062985.1),(72 1072283.1),(73 1088200.1),(74 1092889.5),(75 1094629),(76 1086782.6),(77 1084336.5),(78 1077380.1),(79 1071985.3),
(1 32104.916),(2 100201.375),(3 188353.44),(4 270366.25),(5 343734.78),(6 399555.53),(7 446628.75),(8 476542.4),(9 515891.34),(10 551594.8),(11 589027.44),(12 615960.8),(13 640957.56),(14 654855.4),(15 667300.5),(16 672670.3),(17 686378.06),(18 701913.75),(19 720481.9),(20 727886.6),(21 732377.9),(22 730511.44),(23 729526.1),(24 720235.94),(25 717682.25),(26 719130.3),(27 736225.94),(28 749107.75),(29 760379.56),(30 762080.6),(31 759486.7),(32 757180),(33 762187.6),(34 763729.3),(35 769887.7),(36 769921.8),(37 770997.94),(38 765577.75),(39 765196.6),(40 763562.06),(41 767424.3),(42 770475.4),(43 778957.2),(44 787101.5),(45 799152.06),(46 809180.2),(47 820641),(48 826125.4),(49 832597.94),(50 837183.2),(51 844157.3),(52 849683.8),(53 856991.94),(54 862228.75),(55 863725.75),(56 861965.5),(57 865225),(58 870840.4),(59 880214.25),(60 886486.25),(61 890497),(62 888370.8),(63 885208.2),(64 874456.06),(65 866751.6),(66 853481.94),(67 845518.6),(68 837574.44),(69 836979.4),(70 838672),(71 841202.6),(72 847611),(73 861798.3),(74 875815.2),(75 890811.25),(76 905577.1),(77 920939.75),(78 930296.6),(79 938996.25),
(1 30619.887),(2 96595.84),(3 181598.36),(4 259862.75),(5 327818.94),(6 374562.84),(7 413659.97),(8 438502.22),(9 471359.8),(10 502424.75),(11 536657.7),(12 562190),(13 583910.75),(14 597503.94),(15 610302.94),(16 621923.8),(17 638700.94),(18 657772.06),(19 685019.5),(20 705772.4),(21 714987.44),(22 714085.06),(23 708223.5),(24 697727.6),(25 693492.06),(26 696162.25),(27 702572.6),(28 707862.56),(29 709009.9),(30 706509.94),(31 698404.25),(32 690513.1),(33 689893.1),(34 685583.5),(35 683575.44),(36 678274.7),(37 674391.6),(38 670319.1),(39 669715.3),(40 668301.44),(41 674732.25),(42 685166.3),(43 701983.44),(44 716420.7),(45 731164.4),(46 737311.75),(47 741369.5),(48 739333.2),(49 742980.25),(50 745326.5),(51 750544.9),(52 755110.9),(53 759207.8),(54 760170.06),(55 761942.4),(56 760362.4),(57 765005.75),(58 768818.7),(59 774406.9),(60 771106.7),(61 770996.44),(62 763334.5),(63 756443.1),(64 739341.75),(65 726192.25),(66 710026.3),(67 703009.75),(68 695009.3),(69 696869.56),(70 697929.7),(71 705421.7),(72 705515.56),(73 711673.8),(74 716961.44),(75 725019.75),(76 725422.1),(77 728230.8),(78 722956.9),(79 716991.75),
(1 31032.441),(2 97295.086),(3 181239.89),(4 258943.53),(5 327241.03),(6 379029.28),(7 425874.5),(8 457983.16),(9 497698.28),(10 530195.3),(11 563003.6),(12 582066.94),(13 597155.4),(14 606838.75),(15 623140.7),(16 634028.5),(17 649758.1),(18 665258.94),(19 684730.1),(20 689602.94),(21 686873.8),(22 669322.7),(23 650847.1),(24 631594.9),(25 622120.4),(26 618208.25),(27 619448.8),(28 617209.75),(29 615935.75),(30 611352.06),(31 612462),(32 609869.94),(33 616201.1),(34 620197.1),(35 626577),(36 623772.75),(37 625568.2),(38 627013.6),(39 632835.1),(40 634708.7),(41 643361.6),(42 652637.56),(43 667438.1),(44 678289.3),(45 690106.25),(46 699791.56),(47 714157.94),(48 723319.1),(49 741214.25),(50 751515.94),(51 757003.75),(52 757550.7),(53 762577.75),(54 761759.8),(55 758496.6),(56 750382.75),(57 750971.1),(58 747459.56),(59 747631.4),(60 746131.56),(61 749994.25),(62 754759.8),(63 760743.6),(64 759616.7),(65 763321.1),(66 765987.94),(67 771996.56),(68 774908.44),(69 778100.8),(70 778766.9),(71 778316.44),(72 771426.9),(73 775946.06),(74 778008.6),(75 786165),(76 790623.56),(77 799640),(78 801710.4),(79 808585.75),
(1 31607.988),(2 97024.22),(3 177903.9),(4 251290.78),(5 316341.56),(6 367055.75),(7 410619),(8 442802.28),(9 475632.9),(10 503664.66),(11 526405.7),(12 534206.56),(13 537635.1),(14 541505.5),(15 549749.94),(16 557241.9),(17 571902.5),(18 583070.1),(19 595291.5),(20 602846.94),(21 601822.2),(22 593469.1),(23 588996.2),(24 583052),(25 585824.5),(26 590607.75),(27 598611.9),(28 599959.3),(29 602785.56),(30 603091.4),(31 607832.3),(32 610397.1),(33 620767.44),(34 631533.7),(35 642900.7),(36 650013.1),(37 656703.9),(38 661145.44),(39 668757.4),(40 679508.6),(41 691563),(42 702097.7),(43 709676.1),(44 709265.7),(45 707364.8),(46 709728.2),(47 715871.1),(48 720029.3),(49 730607.5),(50 740026.06),(51 745946.94),(52 747408.2),(53 743581.06),(54 739965.1),(55 734145.25),(56 728326.5),(57 727580.4),(58 726618.5),(59 721410.5),(60 720485.25),(61 723245.5),(62 726535.44),(63 728973.6),(64 726601.5),(65 722395.5),(66 718175.8),(67 713838.3),(68 710073.6),(69 707772.7),(70 699905.5),(71 691773.7),(72 682654.1),(73 680412.06),(74 680242.3),(75 687349.5),(76 690757.4),(77 699109.6),(78 700092.4),(79 708052.9),
(1 29036.045),(2 88380.24),(3 160679.06),(4 227901.9),(5 289866.7),(6 336491.88),(7 375537.72),(8 394381.88),(9 411485.25),(10 426134.13),(11 438278.22),(12 442375.47),(13 449204.56),(14 454864.4),(15 465884),(16 471051.8),(17 483991.9),(18 499791.28),(19 517403.8),(20 529782.56),(21 534971.1),(22 536523.8),(23 539603.3),(24 537004.75),(25 537310.44),(26 531948.7),(27 525469.3),(28 519478.84),(29 526136.4),(30 532316.6),(31 549418.9),(32 569653.5),(33 592817.3),(34 611725.1),(35 629734.9),(36 646310.3),(37 661398.06),(38 674075.94),(39 681846.06),(40 687155.4),(41 685458.1),(42 681074.2),(43 678950.9),(44 674365.75),(45 670348.9),(46 665438),(47 663792.5),(48 661836.4),(49 665922.56),(50 666541.1),(51 668255.2),(52 666704.2),(53 663265.3),(54 655912.56),(55 646557.94),(56 637004.9),(57 628000.44),(58 616366.7),(59 602116.4),(60 585989.3),(61 575031.8),(62 566240.44),(63 561427.44),(64 554974.9),(65 548935.06),(66 542453.94),(67 541275.56),(68 540977.6),(69 545490),(70 548240.2),(71 555144.06),(72 563136.94),(73 573367.75),(74 577262.25),(75 582428.4),(76 583882.5),(77 587840.8),(78 592897.6),(79 598724.8),
