1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64354),(2 199728.61),(3 424289.9),(4 737001.3),(5 1125724),(6 1600681.6),(7 2175078.8),(8 2790770.3),(9 3467397),(10 4199146.5),(11 4962874.5),(12 5775506.5),(13 6652462.5),(14 7617696),(15 8604471),(16 9692388),(17 10807944),(18 12084757),(19 13447115),(20 14974432),(21 16711649),(22 18523774),(23 20518132),(24 22544632),(25 24436864),(26 26307038),(27 27960554),(28 29690142),(29 31373848),(30 33035098),(31 34691824),(32 36527916),(33 38461810),(34 40404820),(35 42368292),(36 44424644),(37 46489988),(38 48772124),(39 50859892),(40 52835180),(41 54762076),(42 56564464),(43 58237724),(44 59693852),(45 60969940),(46 62310656),(47 63582188),(48 65160780),(49 66881744),(50 68539770),(51 70675896),(52 72774616),(53 74787240),(54 77025590),(55 79061150),(56 81022920),(57 82801544),(58 84949896),(59 86904790),(60 88843280),(61 90723416),(62 92584900),(63 94337210),(64 96092930),(65 98047320),(66 100092936),(67 102243110),(68 104567130),(69 106607944),(70 108765180),(71 111103360),(72 113407670),(73 115478720),(74 117871544),(75 120266300),(76 122755080),(77 125287464),(78 128245560),(79 131177690),
(1 156223.6),(2 597441.94),(3 1290141.3),(4 2196338.8),(5 3279325.5),(6 4482046.5),(7 5792729.5),(8 7164988),(9 8540781),(10 9824536),(11 11035194),(12 12165082),(13 13136710),(14 13971534),(15 14657088),(16 15202129),(17 15581752),(18 15835382),(19 15987253),(20 16063834),(21 16081174),(22 16031794),(23 15954387),(24 15879936),(25 15832913),(26 15847126),(27 15920845),(28 16047115),(29 16237795),(30 16437184),(31 16679100),(32 16976626),(33 17330452),(34 17758146),(35 18208198),(36 18687062),(37 19179598),(38 19612994),(39 20000628),(40 20283968),(41 20473472),(42 20553318),(43 20572048),(44 20519592),(45 20416550),(46 20247452),(47 20056100),(48 19804844),(49 19538926),(50 19290136),(51 19100986),(52 18961928),(53 18880986),(54 18912044),(55 19006770),(56 19155164),(57 19309698),(58 19524910),(59 19778170),(60 20078208),(61 20444972),(62 20830860),(63 21228628),(64 21586632),(65 21947270),(66 22285764),(67 22596742),(68 22836560),(69 23059006),(70 23257070),(71 23437596),(72 23573950),(73 23627854),(74 23691202),(75 23683854),(76 23571066),(77 23449784),(78 23231668),(79 22977046),
(1 157864.22),(2 594364.56),(3 1275196.6),(4 2169661.3),(5 3225397.3),(6 4391712),(7 5667739.5),(8 6992200),(9 8346292),(10 9680337),(11 10975771),(12 12181569),(13 13234264),(14 14139659),(15 14876777),(16 15492209),(17 15897949),(18 16172712),(19 16285931),(20 16266635),(21 16117429),(22 15861955),(23 15525203),(24 15108009),(25 14691411),(26 14292933),(27 13920712),(28 13568048),(29 13243832),(30 12966412),(31 12720448),(32 12513236),(33 12370988),(34 12293219),(35 12269557),(36 12305139),(37 12367031),(38 12451320),(39 12540495),(40 12615432),(41 12640689),(42 12648885),(43 12650523),(44 12616943),(45 12556045),(46 12450093),(47 12312643),(48 12132088),(49 11958204),(50 11784320),(51 11639909),(52 11532284),(53 11458856),(54 11462192),(55 11544712),(56 11664992),(57 11837067),(58 12089367),(59 12381803),(60 12727759),(61 13162979),(62 13668853),(63 14185813),(64 14695547),(65 15161893),(66 15570139),(67 15905060),(68 16126032),(69 16244841),(70 16276020),(71 16206205),(72 16077427),(73 15872248),(74 15666951),(75 15383021),(76 15003553),(77 14670844),(78 14221644),(79 13800917),
(1 114444.89),(2 427727.13),(3 904774.25),(4 1516536.1),(5 2214763.8),(6 2950082),(7 3715681.3),(8 4463947),(9 5208396),(10 5923888.5),(11 6604687.5),(12 7238333),(13 7765019),(14 8219204),(15 8606414),(16 8962868),(17 9276867),(18 9568784),(19 9834408),(20 10098387),(21 10355506),(22 10600175),(23 10811212),(24 10967316),(25 11114975),(26 11279876),(27 11463875),(28 11663268),(29 11880310),(30 12109765),(31 12308317),(32 12485907),(33 12652047),(34 12808421),(35 12956886),(36 13097526),(37 13246039),(38 13389838),(39 13505175),(40 13592192),(41 13632796),(42 13639720),(43 13634888),(44 13598760),(45 13575526),(46 13538924),(47 13484465),(48 13415903),(49 13332023),(50 13260595),(51 13232237),(52 13215977),(53 13206643),(54 13228234),(55 13207492),(56 13218042),(57 13223149),(58 13255700),(59 13298993),(60 13401403),(61 13574150),(62 13756759),(63 13983780),(64 14235784),(65 14444586),(66 14633221),(67 14809706),(68 14977738),(69 15048232),(70 15132746),(71 15217951),(72 15240692),(73 15193902),(74 15119578),(75 14995405),(76 14763692),(77 14536876),(78 14210752),(79 13857795),
(1 118507.97),(2 442323.03),(3 936621.44),(4 1567428.8),(5 2271985.8),(6 3007238.8),(7 3732357.5),(8 4406781.5),(9 5031024),(10 5601901),(11 6107502),(12 6535803),(13 6859983.5),(14 7091419.5),(15 7251037.5),(16 7334491),(17 7371380.5),(18 7356998),(19 7305719.5),(20 7226788.5),(21 7119168.5),(22 6996528.5),(23 6893403),(24 6786783.5),(25 6705611.5),(26 6658871),(27 6625871.5),(28 6621126.5),(29 6663981),(30 6750535),(31 6869832.5),(32 7019838.5),(33 7203938.5),(34 7427880.5),(35 7664255.5),(36 7925336.5),(37 8211634),(38 8505560),(39 8769123),(40 9000943),(41 9198675),(42 9369159),(43 9515709),(44 9626003),(45 9705676),(46 9756285),(47 9780287),(48 9790986),(49 9758778),(50 9673220),(51 9558844),(52 9397423),(53 9198644),(54 9006785),(55 8796936),(56 8589695),(57 8374901),(58 8192222.5),(59 8026148.5),(60 7919143),(61 7905430),(62 7954414),(63 8064494.5),(64 8223880.5),(65 8416202),(66 8652780),(67 8901386),(68 9189289),(69 9444806),(70 9722109),(71 10047979),(72 10362677),(73 10647327),(74 10917100),(75 11095082),(76 11192618),(77 11353029),(78 11334465),(79 11311448),
(1 132276.77),(2 495242.25),(3 1052595.3),(4 1765760.6),(5 2560328),(6 3369286.5),(7 4144453.3),(8 4813002.5),(9 5379959.5),(10 5844569),(11 6238975),(12 6559267.5),(13 6767113.5),(14 6910210.5),(15 7006455),(16 7040859.5),(17 7063866),(18 7086068.5),(19 7109534),(20 7156813),(21 7209159.5),(22 7290687.5),(23 7373158.5),(24 7433695),(25 7486914),(26 7546459.5),(27 7623861.5),(28 7728800.5),(29 7856137),(30 8013880.5),(31 8191372.5),(32 8374464.5),(33 8548273),(34 8714587),(35 8864953),(36 9014206),(37 9155540),(38 9273799),(39 9392109),(40 9485900),(41 9546817),(42 9582956),(43 9570584),(44 9520292),(45 9447036),(46 9365201),(47 9268992),(48 9180344),(49 9090777),(50 9015585),(51 8971516),(52 8934738),(53 8920921),(54 8936857),(55 8981262),(56 9056745),(57 9132985),(58 9201638),(59 9249984),(60 9292259),(61 9320922),(62 9363416),(63 9395480),(64 9422108),(65 9453160),(66 9488399),(67 9510479),(68 9529829),(69 9572402),(70 9575536),(71 9548214),(72 9516961),(73 9478148),(74 9404107),(75 9318140),(76 9224914),(77 9061106),(78 8927089),(79 8786251),
(1 134591.77),(2 505193.9),(3 1062445.4),(4 1764045.4),(5 2540666.8),(6 3330448),(7 4085674.3),(8 4745542),(9 5300230.5),(10 5712601),(11 5999741),(12 6174603),(13 6241752.5),(14 6248408.5),(15 6228934),(16 6181402.5),(17 6139248),(18 6121734.5),(19 6117729),(20 6148625),(21 6206197),(22 6291821),(23 6387497.5),(24 6477952.5),(25 6563741.5),(26 6659529.5),(27 6753717.5),(28 6867119),(29 6988804.5),(30 7127943.5),(31 7294464),(32 7489636.5),(33 7700889),(34 7911992.5),(35 8108808.5),(36 8272019.5),(37 8390767),(38 8471657),(39 8516434),(40 8521909),(41 8492999),(42 8449494),(43 8369427.5),(44 8278748.5),(45 8177474),(46 8095323.5),(47 8028711.5),(48 7978128.5),(49 7948698.5),(50 7961058.5),(51 8039249),(52 8169257),(53 8348835),(54 8588605),(55 8876782),(56 9186615),(57 9483866),(58 9779890),(59 10057892),(60 10293472),(61 10498900),(62 10657585),(63 10765498),(64 10854117),(65 10898791),(66 10916015),(67 10888094),(68 10793711),(69 10694848),(70 10544911),(71 10387776),(72 10183193),(73 9941537),(74 9671023),(75 9386503),(76 9108015),(77 8754097),(78 8473075),(79 8190126),
(1 98449.75),(2 364102.63),(3 773527.5),(4 1292260.8),(5 1865815.8),(6 2460384.3),(7 3055878.5),(8 3611320.3),(9 4109898.8),(10 4492715.5),(11 4810840.5),(12 5088519.5),(13 5291087),(14 5432387),(15 5534745),(16 5607618),(17 5657829),(18 5704631.5),(19 5731966.5),(20 5758455),(21 5768937.5),(22 5766812),(23 5761147),(24 5754391),(25 5750389),(26 5767169.5),(27 5812084.5),(28 5882073),(29 5989430.5),(30 6138176),(31 6300719.5),(32 6447066),(33 6586817),(34 6692663),(35 6762705.5),(36 6790062.5),(37 6778419.5),(38 6728754.5),(39 6654031.5),(40 6539255.5),(41 6397966),(42 6260690),(43 6140954),(44 6041321),(45 5954093),(46 5889975.5),(47 5837287.5),(48 5788381.5),(49 5751886.5),(50 5722200.5),(51 5692126),(52 5648898),(53 5612938.5),(54 5589706.5),(55 5579910),(56 5563588.5),(57 5534685),(58 5501604.5),(59 5475188.5),(60 5448187.5),(61 5423293),(62 5409821.5),(63 5396726.5),(64 5397287),(65 5403623),(66 5417590.5),(67 5438263.5),(68 5477394.5),(69 5517727),(70 5551752.5),(71 5575554.5),(72 5613713),(73 5635983),(74 5653083.5),(75 5651584),(76 5626413),(77 5607468),(78 5583315),(79 5568855.5),
(1 95133.164),(2 349809.1),(3 731197.8),(4 1200311.5),(5 1711279.9),(6 2215306.3),(7 2679153.5),(8 3082066),(9 3423109.3),(10 3669488.5),(11 3839452.3),(12 3957930.8),(13 4045501),(14 4107961.3),(15 4153543.8),(16 4191848.8),(17 4224860),(18 4272248),(19 4311694.5),(20 4361147),(21 4391951),(22 4405904.5),(23 4422029.5),(24 4428914.5),(25 4430648),(26 4443458.5),(27 4480096.5),(28 4569401),(29 4696737),(30 4869676.5),(31 5095109),(32 5331296.5),(33 5572129),(34 5811543.5),(35 6013931.5),(36 6163100),(37 6249236),(38 6275814.5),(39 6233275.5),(40 6116747),(41 5967852.5),(42 5810822.5),(43 5653283.5),(44 5506029),(45 5381319),(46 5289194),(47 5233963),(48 5216664.5),(49 5231375.5),(50 5273237.5),(51 5342172),(52 5420160),(53 5510931),(54 5624308),(55 5743364.5),(56 5861634.5),(57 5959899),(58 6047925.5),(59 6118569),(60 6170394),(61 6216093.5),(62 6256234.5),(63 6270490),(64 6270265),(65 6245899.5),(66 6200938.5),(67 6148290),(68 6086597.5),(69 6022249.5),(70 5953346),(71 5902169),(72 5855734),(73 5798452.5),(74 5759864),(75 5738811),(76 5724720),(77 5725753.5),(78 5741719.5),(79 5754894.5),
(1 106626.7),(2 391442.16),(3 816202.1),(4 1335923.3),(5 1880687.3),(6 2386565.8),(7 2820896.5),(8 3161508.8),(9 3422532.5),(10 3593507.8),(11 3704337.8),(12 3782285.5),(13 3837650.5),(14 3896060.5),(15 3963418.3),(16 4050327),(17 4150036.5),(18 4264628),(19 4374712),(20 4491120.5),(21 4593792.5),(22 4685321),(23 4779618.5),(24 4849451),(25 4893975),(26 4928486),(27 4970065.5),(28 5029994),(29 5100442.5),(30 5172580),(31 5267601),(32 5364722.5),(33 5480686),(34 5597214),(35 5702139),(36 5766552.5),(37 5775184),(38 5719721.5),(39 5614836),(40 5456413.5),(41 5278752.5),(42 5106498),(43 4952591),(44 4815768),(45 4723645),(46 4676700),(47 4678957),(48 4719531.5),(49 4788862),(50 4889483.5),(51 5003172),(52 5114560),(53 5214653),(54 5304992),(55 5361317),(56 5392807),(57 5400551),(58 5392646.5),(59 5368837.5),(60 5314827.5),(61 5246075),(62 5158403.5),(63 5075080),(64 4999025.5),(65 4935014),(66 4897107),(67 4891335),(68 4904089),(69 4918880),(70 4950729),(71 4979670.5),(72 4991290),(73 4986305),(74 5005163),(75 5024330.5),(76 5029857.5),(77 5071149),(78 5089371),(79 5116932.5),
(1 105795.93),(2 390707.56),(3 813996),(4 1334333.6),(5 1880200.4),(6 2391477.5),(7 2838771),(8 3180708),(9 3407938),(10 3507083.8),(11 3515270.5),(12 3467458.5),(13 3392536.8),(14 3315366.8),(15 3259786.8),(16 3240389.3),(17 3263925),(18 3340113.8),(19 3453875.5),(20 3609771.8),(21 3788509),(22 3961683),(23 4128410.8),(24 4287961.5),(25 4426943),(26 4536437),(27 4605157),(28 4660019),(29 4706282.5),(30 4750362),(31 4799237.5),(32 4853069),(33 4914820.5),(34 4970642),(35 5021868),(36 5070855.5),(37 5092741),(38 5096722),(39 5085745.5),(40 5068969.5),(41 5044668.5),(42 5017652),(43 4999768),(44 4976837.5),(45 4948000),(46 4914743.5),(47 4862774),(48 4802135.5),(49 4727834),(50 4663874.5),(51 4602772.5),(52 4551293.5),(53 4509514),(54 4488782.5),(55 4466225.5),(56 4449550.5),(57 4423957.5),(58 4403254),(59 4390847.5),(60 4384614),(61 4389436.5),(62 4406293),(63 4425340.5),(64 4445067),(65 4456485.5),(66 4476660),(67 4505740),(68 4541579),(69 4566176),(70 4584944),(71 4600154),(72 4612619.5),(73 4627735.5),(74 4657500),(75 4692947),(76 4737077),(77 4791729.5),(78 4845656),(79 4906452.5),
(1 107081.336),(2 389191.6),(3 801001.5),(4 1303419.1),(5 1826010.3),(6 2308484.3),(7 2730060.3),(8 3051597.8),(9 3282551),(10 3406527.8),(11 3426756.5),(12 3369152.3),(13 3276138.5),(14 3163941),(15 3065890.8),(16 3003114.3),(17 2979275.8),(18 3010941.5),(19 3084854.8),(20 3201451.5),(21 3346624),(22 3508577.3),(23 3668466.8),(24 3800437.5),(25 3899218.3),(26 3972876.8),(27 4013008),(28 4025965.8),(29 4020451.8),(30 3998108.3),(31 3961505),(32 3912297.5),(33 3860766.3),(34 3809706.5),(35 3769758.8),(36 3733913.3),(37 3714074.8),(38 3731972),(39 3779193.3),(40 3855911.8),(41 3959093.5),(42 4080968.3),(43 4204852.5),(44 4312272.5),(45 4394552.5),(46 4436669.5),(47 4434503.5),(48 4393111.5),(49 4324386),(50 4229710),(51 4124950),(52 4026017.3),(53 3933142.8),(54 3864326.8),(55 3822716),(56 3805779.3),(57 3819324),(58 3859018.5),(59 3905436.3),(60 3950021),(61 3993387),(62 4028484.5),(63 4042028.8),(64 4053282.8),(65 4053625.5),(66 4064526.3),(67 4088304.5),(68 4138920.3),(69 4222072),(70 4315304.5),(71 4422425.5),(72 4520244),(73 4605421),(74 4694909.5),(75 4754788.5),(76 4787718.5),(77 4803251.5),(78 4794634),(79 4769937.5),
(1 107161.09),(2 390165.34),(3 794499.4),(4 1271941.5),(5 1757422.3),(6 2195908),(7 2571550.5),(8 2850346.8),(9 3034262.5),(10 3116588.3),(11 3108009),(12 3041039.5),(13 2934382.8),(14 2819615),(15 2714987.8),(16 2636969),(17 2610417.3),(18 2637105.5),(19 2701303.8),(20 2816472),(21 2971382.8),(22 3144760.5),(23 3314006.3),(24 3460978.8),(25 3576351.5),(26 3669961.8),(27 3741166.3),(28 3794347),(29 3817895.5),(30 3808551),(31 3773969.8),(32 3721922.5),(33 3668662.5),(34 3614675),(35 3576617.8),(36 3556987),(37 3561551),(38 3586015),(39 3616070),(40 3640275.3),(41 3647599.5),(42 3646011.8),(43 3631952),(44 3607678.8),(45 3583646),(46 3557306.5),(47 3521715.8),(48 3488896),(49 3457871.3),(50 3435284.3),(51 3443891.3),(52 3481053.8),(53 3531086.5),(54 3598183.8),(55 3661553.3),(56 3719943),(57 3768017.8),(58 3800645),(59 3826275),(60 3837521),(61 3835291),(62 3801834.8),(63 3776677),(64 3751120.5),(65 3714925),(66 3695911.5),(67 3713237.3),(68 3765910.8),(69 3836234.8),(70 3941005.3),(71 4064588.5),(72 4176958.3),(73 4262418),(74 4345644.5),(75 4383529.5),(76 4372508.5),(77 4379082),(78 4330148),(79 4280024.5),
(1 96489.14),(2 348387.47),(3 702662.94),(4 1108664),(5 1507163.1),(6 1857890.4),(7 2146749.8),(8 2355440),(9 2484896.8),(10 2547868.8),(11 2560941.5),(12 2547446.8),(13 2528215.3),(14 2509078.8),(15 2502167.5),(16 2526678.8),(17 2577758.3),(18 2664196.8),(19 2771717.3),(20 2887866.5),(21 3000822.3),(22 3096582.5),(23 3163996.8),(24 3211485.5),(25 3220283.5),(26 3200015),(27 3163564),(28 3120752.8),(29 3076404),(30 3035993.5),(31 3003781.5),(32 2992901.3),(33 2992956.8),(34 3006411.3),(35 3038517.3),(36 3083537),(37 3134767.3),(38 3201640.3),(39 3291183.8),(40 3393630.5),(41 3500918.8),(42 3586786.3),(43 3647013.5),(44 3676199.8),(45 3669927.5),(46 3620265),(47 3543039.3),(48 3453132.8),(49 3365227.5),(50 3293039.8),(51 3248110.5),(52 3223993),(53 3211640.3),(54 3205248.3),(55 3200135),(56 3179953.8),(57 3151864.3),(58 3121838.5),(59 3080761.3),(60 3020747),(61 2951867.5),(62 2883753.8),(63 2819553.8),(64 2773418.8),(65 2746139),(66 2750366.5),(67 2791122.5),(68 2860899),(69 2944319.8),(70 3047408.3),(71 3146863.8),(72 3240201.3),(73 3314924),(74 3389737),(75 3448425.8),(76 3486772),(77 3523854.3),(78 3523839.8),(79 3510291.8),
(1 99649.03),(2 356494.63),(3 715130.7),(4 1116197.6),(5 1501076.1),(6 1830660.5),(7 2094006.8),(8 2278613.3),(9 2383369),(10 2417631.5),(11 2387714.8),(12 2318464.3),(13 2232075.5),(14 2147845.8),(15 2089560.5),(16 2077565.5),(17 2115035.5),(18 2203433),(19 2322804),(20 2457040.3),(21 2600324.5),(22 2740149.8),(23 2854867.3),(24 2933717.3),(25 2973058.3),(26 2989506.8),(27 2997361),(28 3009465.3),(29 3023670.8),(30 3042718.5),(31 3066882.8),(32 3105314.3),(33 3152675.5),(34 3199435.5),(35 3243441.8),(36 3283931.8),(37 3323193.5),(38 3363945.5),(39 3400646.5),(40 3435390.5),(41 3473527.5),(42 3489631.8),(43 3476379.5),(44 3429416.5),(45 3358891.5),(46 3261036.5),(47 3146518.8),(48 3035949.8),(49 2942127.8),(50 2873938.8),(51 2842773.3),(52 2843773.3),(53 2862302.3),(54 2893538.8),(55 2929442.3),(56 2968674.8),(57 3004850.8),(58 3033333.8),(59 3040988.5),(60 3012142.3),(61 2951153.3),(62 2862091.8),(63 2776330.3),(64 2715492.5),(65 2674949.8),(66 2667491.3),(67 2687687),(68 2724832.8),(69 2758334.3),(70 2806898.5),(71 2867610.3),(72 2921270.5),(73 2954305),(74 2990025),(75 3007317),(76 3007072),(77 3040053),(78 3042394.3),(79 3052478.5),
(1 92922.25),(2 330098.88),(3 648319.56),(4 992336.2),(5 1306411.5),(6 1562676.3),(7 1748006.6),(8 1858987.3),(9 1913879.1),(10 1928667),(11 1921912.5),(12 1912113.6),(13 1908305.8),(14 1917407.9),(15 1949480.1),(16 2011485.9),(17 2094064.4),(18 2213777.5),(19 2350557),(20 2489532.5),(21 2622388.3),(22 2738325.8),(23 2830793),(24 2902720.3),(25 2941545),(26 2947561.3),(27 2926352.8),(28 2881007.3),(29 2826805.3),(30 2775393.5),(31 2737712.3),(32 2726922.3),(33 2739895),(34 2765542),(35 2802049.3),(36 2836103.5),(37 2856380.3),(38 2862949.8),(39 2855436.3),(40 2824547.5),(41 2778936.3),(42 2724890.3),(43 2674262),(44 2629643.8),(45 2606381.8),(46 2596332),(47 2591734.5),(48 2578673.8),(49 2555012),(50 2520584.3),(51 2491268.5),(52 2466312.3),(53 2450339.8),(54 2450551),(55 2449813.5),(56 2450176.3),(57 2457988),(58 2468615.5),(59 2476246),(60 2480186),(61 2471383.8),(62 2452432),(63 2443287.8),(64 2442297.5),(65 2456740.5),(66 2492534),(67 2546111.8),(68 2601244.3),(69 2643485.8),(70 2680044),(71 2721140.3),(72 2753219.3),(73 2765852.8),(74 2774031.3),(75 2763910.8),(76 2741045.5),(77 2746784.5),(78 2712149.5),(79 2681756),
(1 86206.914),(2 304748.56),(3 599623.3),(4 919035.1),(5 1207122.6),(6 1426172.5),(7 1575055),(8 1657741.1),(9 1687085.5),(10 1673845),(11 1649080.8),(12 1637447),(13 1631791.8),(14 1634628.4),(15 1642822.9),(16 1667313.8),(17 1705064.4),(18 1753909.4),(19 1815168),(20 1888078.5),(21 1967925),(22 2057984.4),(23 2157307.8),(24 2265864.5),(25 2354906),(26 2413001.3),(27 2425709),(28 2402857.3),(29 2357797.3),(30 2299590),(31 2256533),(32 2242051),(33 2259891.5),(34 2298740.5),(35 2352564.3),(36 2417714.3),(37 2482452),(38 2516785.5),(39 2517656.5),(40 2482341),(41 2427791.5),(42 2367558),(43 2311688),(44 2276970.5),(45 2266277.3),(46 2272663.3),(47 2285717.8),(48 2305904.8),(49 2323126.8),(50 2318639.3),(51 2302802.8),(52 2277979.8),(53 2254487.5),(54 2235410.8),(55 2222423),(56 2227941.8),(57 2245819),(58 2271273.3),(59 2289906.3),(60 2304039.5),(61 2309216.3),(62 2303722.8),(63 2306514),(64 2326005.3),(65 2365283.8),(66 2416499.5),(67 2479426.8),(68 2545375.5),(69 2621379.3),(70 2680906),(71 2727410.8),(72 2778031),(73 2825381),(74 2867658.8),(75 2887350),(76 2887450),(77 2894059.5),(78 2876063.5),(79 2876768.8),
(1 93190.8),(2 327819.34),(3 642700.6),(4 980634.9),(5 1284432.9),(6 1519970),(7 1677648.8),(8 1739671.3),(9 1736043),(10 1702812.8),(11 1661538.1),(12 1626912.1),(13 1612465.6),(14 1619445.4),(15 1638992.5),(16 1677299.4),(17 1723205.9),(18 1775656.4),(19 1833471.3),(20 1902161.4),(21 1979058.1),(22 2057823.6),(23 2129726.5),(24 2194076),(25 2243372.5),(26 2268586.3),(27 2273695),(28 2258460.5),(29 2226617.3),(30 2192220),(31 2170903),(32 2173587.5),(33 2201745),(34 2253313.5),(35 2319138.8),(36 2384949.8),(37 2444023.8),(38 2474569.8),(39 2474051.3),(40 2428002),(41 2353165.8),(42 2259838.3),(43 2163356),(44 2084566.6),(45 2033745.4),(46 2008184.4),(47 2010317.9),(48 2030475),(49 2052576.1),(50 2077777.4),(51 2112146.8),(52 2143367),(53 2173625),(54 2202759.8),(55 2213714.8),(56 2216786.3),(57 2209556.3),(58 2204522.3),(59 2196528.8),(60 2190519),(61 2190707.5),(62 2188980),(63 2201598.5),(64 2224575.3),(65 2257538.3),(66 2302671.3),(67 2364323.5),(68 2434095),(69 2490170.3),(70 2536608.8),(71 2567730.3),(72 2589141.8),(73 2606482.3),(74 2609607),(75 2602856.8),(76 2590797.5),(77 2590928),(78 2611587.5),(79 2644629.8),
