1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42611.33),(2 152481.08),(3 331447),(4 570750.44),(5 862734.5),(6 1199642.3),(7 1589821.4),(8 2037098.5),(9 2439309.8),(10 2834958.8),(11 3215639),(12 3587766),(13 3956514),(14 4282105.5),(15 4581404.5),(16 4857129.5),(17 5098765.5),(18 5360585.5),(19 5612566.5),(20 5864004.5),(21 6120026.5),(22 6366212),(23 6628169.5),(24 6855410.5),(25 7058902),(26 7238155.5),(27 7412186),(28 7543448),(29 7632901.5),(30 7714183.5),(31 7821576.5),(32 7912129.5),(33 7990794),(34 8056834.5),(35 8110555.5),(36 8182371.5),(37 8265905.5),(38 8378173.5),(39 8484129),(40 8576789),(41 8663435),(42 8749552),(43 8837339),(44 8921824),(45 9019118),(46 9125651),(47 9261045),(48 9385691),(49 9479891),(50 9590031),(51 9709287),(52 9815499),(53 9935544),(54 10063925),(55 10182703),(56 10294311),(57 10388243),(58 10445551),(59 10466478),(60 10460636),(61 10476990),(62 10499401),(63 10553481),(64 10593099),(65 10641004),(66 10671091),(67 10698131),(68 10694245),(69 10675788),(70 10644111),(71 10623083),(72 10589457),(73 10507450),(74 10391472),(75 10261127),(76 10076737),(77 9880427),(78 9657988),(79 9483186),
(1 4711.8545),(2 8519.667),(3 10814.8),(4 11404.233),(5 12702.312),(6 13000.1),(7 13604.539),(8 13429.031),(9 14173.9),(10 13861.226),(11 14419.47),(12 14205.735),(13 14968.83),(14 14458.591),(15 14744.65),(16 14028.167),(17 14634.771),(18 14419.075),(19 15042.443),(20 14788.244),(21 15340.309),(22 14764.182),(23 15064.313),(24 14661.88),(25 15049.738),(26 14506.597),(27 14988.845),(28 14797.966),(29 15439.396),(30 15267.83),(31 15566.444),(32 15264.578),(33 15425.089),(34 15145.9795),(35 15574.156),(36 15603.021),(37 16084.834),(38 15694.436),(39 15898.874),(40 15501.866),(41 16129.019),(42 15749.534),(43 16271.608),(44 15896.579),(45 16480.984),(46 16218.669),(47 16621.78),(48 16328.313),(49 16699.313),(50 16395.084),(51 16661.586),(52 16383.069),(53 16902.807),(54 16655.16),(55 16734.916),(56 16525.78),(57 16732.168),(58 16321.191),(59 16573.303),(60 16082.866),(61 16391.168),(62 16104.404),(63 16575.365),(64 16167.196),(65 16638.992),(66 16336.55),(67 16554.217),(68 16236.76),(69 16517.516),(70 16102.309),(71 16460.906),(72 16357.949),(73 16889.07),(74 16747.572),(75 17171.938),(76 16949.11),(77 17360.027),(78 17105.166),(79 17203.398),
(1 4566.4673),(2 8310.84),(3 10635.7295),(4 11125.543),(5 12345.427),(6 12663.511),(7 13258.544),(8 13357.722),(9 14082.302),(10 13837.609),(11 14317.406),(12 14158.629),(13 14696.401),(14 14367.511),(15 14680.62),(16 14225.894),(17 14631.739),(18 14348.455),(19 14992.987),(20 15027.495),(21 15323.495),(22 14919.827),(23 15297.95),(24 15029.449),(25 15450.162),(26 14954.804),(27 15268.021),(28 15084.761),(29 15565.831),(30 15550.393),(31 15599.777),(32 15275.855),(33 15544.145),(34 15233.432),(35 15518.417),(36 15335.894),(37 15732.166),(38 15645.829),(39 15792.959),(40 15610.767),(41 15988.109),(42 15744.666),(43 16143.383),(44 15825.535),(45 16411.43),(46 16205.291),(47 16472.607),(48 16083.949),(49 16289.417),(50 15921.385),(51 16167.995),(52 15972.231),(53 16502.71),(54 16418.078),(55 16581.75),(56 16452.898),(57 16763.545),(58 16456.707),(59 16415.592),(60 16039.102),(61 16397.88),(62 16147.669),(63 16249.295),(64 15779.442),(65 16063.296),(66 15879.329),(67 16132.726),(68 15801.698),(69 16063.831),(70 15779.566),(71 16154.684),(72 16011.06),(73 16449.102),(74 16222.843),(75 16606.809),(76 16352.637),(77 16753.824),(78 16543.188),(79 16633.37),
(1 4484.149),(2 8035.038),(3 10399.044),(4 11194.886),(5 12444.193),(6 12574.368),(7 13259.443),(8 13137.83),(9 13987.226),(10 13829.308),(11 14695.869),(12 14740.612),(13 14963.366),(14 14352.829),(15 14597.5),(16 14154.619),(17 14696.869),(18 14398.143),(19 14841.707),(20 14853.643),(21 15395.699),(22 15125.425),(23 15737.256),(24 15473.128),(25 15653.938),(26 15241.911),(27 15474.75),(28 15236.519),(29 15809.447),(30 15806.906),(31 15817.341),(32 15437.245),(33 15643.826),(34 15300.5),(35 15384.584),(36 15152.604),(37 15519.631),(38 15564.259),(39 15851.759),(40 15439.08),(41 15665.6045),(42 15219.773),(43 15484.985),(44 15164.987),(45 15584.332),(46 15622.926),(47 16116.74),(48 16053.681),(49 16291.727),(50 15978.911),(51 15987.534),(52 15805.826),(53 16245.057),(54 16117.133),(55 16234.232),(56 16261.308),(57 16659.738),(58 16511.814),(59 16594.242),(60 16198.623),(61 16579.023),(62 16215.364),(63 16186.647),(64 15894.56),(65 16355.579),(66 16171.396),(67 16558.225),(68 16435.232),(69 16721.064),(70 16380.596),(71 16661.945),(72 16535.686),(73 16826.055),(74 16626.336),(75 16936.97),(76 16751.309),(77 16981.441),(78 17019.969),(79 17157.457),
(1 4446.5996),(2 7618.016),(3 9797.574),(4 10464.182),(5 11694.307),(6 11804.322),(7 12553.126),(8 12383.086),(9 13126.443),(10 12972.664),(11 13974.71),(12 13930.203),(13 14385.326),(14 13764.929),(15 14243.454),(16 13758.345),(17 14263.422),(18 14033.693),(19 14493.333),(20 14340.589),(21 14670.209),(22 14214.81),(23 14703.463),(24 14310.083),(25 14805.588),(26 14629.926),(27 14967.799),(28 14724.418),(29 15162.354),(30 14826.878),(31 14871.455),(32 14439.37),(33 14668.318),(34 14379.404),(35 14725.6045),(36 14678.851),(37 15143.415),(38 14909.808),(39 15260.575),(40 14675.21),(41 14947.752),(42 14525.415),(43 15007.819),(44 14723.1455),(45 15429.345),(46 15184.564),(47 15527.754),(48 15403.009),(49 15820.531),(50 15317.509),(51 15410.873),(52 15019.41),(53 15439.169),(54 15282.671),(55 15461.156),(56 15545.178),(57 15897.918),(58 15581.254),(59 15844.524),(60 15461.346),(61 15906.174),(62 15512.341),(63 15937.744),(64 15522.976),(65 16037.283),(66 15817.714),(67 16163.151),(68 15790.726),(69 15963.094),(70 15609.495),(71 15902.889),(72 15608.06),(73 16134.204),(74 16042.852),(75 16419.488),(76 15875.44),(77 15990.995),(78 15786.474),(79 15975.585),
(1 4274.331),(2 7260.2725),(3 9394.361),(4 10189.875),(5 11473.8955),(6 11484.424),(7 12092.326),(8 12054.092),(9 12888.284),(10 12769.111),(11 13842.965),(12 13547.528),(13 14133.102),(14 13704.67),(15 14227.325),(16 13629.772),(17 14245.102),(18 13984.859),(19 14276.425),(20 13995.063),(21 14485.277),(22 14120.807),(23 14737.417),(24 14276.007),(25 14632.78),(26 14364.401),(27 14730.889),(28 14360.965),(29 14891.399),(30 14501.246),(31 14415.316),(32 14092.602),(33 14407.998),(34 14049.402),(35 14510.752),(36 14496.263),(37 14767.125),(38 14411.192),(39 14599.941),(40 14094.526),(41 14420.377),(42 13862.683),(43 14215.627),(44 13941.188),(45 14553.479),(46 14316.885),(47 14928.079),(48 14837.149),(49 15125.567),(50 14623.268),(51 14693.873),(52 14602.939),(53 15196.09),(54 15089.591),(55 15335.233),(56 15270.016),(57 15553.849),(58 15171.691),(59 15419.527),(60 15148.079),(61 15461.024),(62 15181.349),(63 15731.113),(64 15543.625),(65 15951.47),(66 15648.748),(67 15826.231),(68 15503.805),(69 15719.87),(70 15336.718),(71 15688.837),(72 15539.9795),(73 16150.012),(74 15957.934),(75 16124.146),(76 15411.289),(77 15500.867),(78 15167.6045),(79 15464.795),
(1 4280.376),(2 7374.2285),(3 9310.3125),(4 9836.895),(5 11046.971),(6 11106.821),(7 11602.231),(8 11319.938),(9 12031.132),(10 11838.56),(11 12524.953),(12 12308.929),(13 12877.893),(14 12638.17),(15 13275.489),(16 12711.357),(17 13218.582),(18 13078.694),(19 13592.32),(20 13250.902),(21 13650.008),(22 13477.418),(23 14014.75),(24 13761.99),(25 14192.914),(26 13992.566),(27 14322.484),(28 14040.446),(29 14417.514),(30 14168.897),(31 14253.453),(32 13969.718),(33 14277.461),(34 14205.599),(35 14516.495),(36 14323.189),(37 14536.391),(38 14441.935),(39 14562.851),(40 14104.181),(41 14180.399),(42 13756.194),(43 14181.122),(44 13933.909),(45 14275.1),(46 14102.396),(47 14700.062),(48 14556.905),(49 14921.756),(50 14614.104),(51 14763.987),(52 14507.986),(53 14827.486),(54 14603.864),(55 14656.1045),(56 14426.06),(57 14638.129),(58 14417.053),(59 14597.982),(60 14387.594),(61 14762.992),(62 14567.034),(63 15093.478),(64 14833.382),(65 15239.825),(66 14934.904),(67 15110.571),(68 14822.796),(69 14908.348),(70 14565.614),(71 14955.822),(72 14870.94),(73 15351.277),(74 15060.359),(75 15262.815),(76 14766.3955),(77 14944.099),(78 14638.692),(79 14836.142),
(1 4116.4497),(2 7097.5645),(3 8922.003),(4 9360.616),(5 10394.589),(6 10470.196),(7 11083.043),(8 10893.6045),(9 11642.077),(10 11477.449),(11 12199.941),(12 11931.467),(13 12407.44),(14 12231.687),(15 12810.541),(16 12299.886),(17 12682.12),(18 12433.297),(19 12785.356),(20 12612.361),(21 12967.8125),(22 12757.227),(23 13282.751),(24 13079.81),(25 13553.4375),(26 13254.568),(27 13503.04),(28 13310.164),(29 13686.4795),(30 13605.303),(31 13734.581),(32 13546.568),(33 13881.237),(34 13875.765),(35 14217.335),(36 13834.452),(37 14044.35),(38 13891.949),(39 14158.15),(40 13774.796),(41 14025.849),(42 13587.614),(43 14029.34),(44 13812.871),(45 14361.735),(46 14088.33),(47 14439.984),(48 14267.217),(49 14715.085),(50 14354.2705),(51 14480.227),(52 14178.793),(53 14462.933),(54 14397.552),(55 14683.949),(56 14455.689),(57 14631.734),(58 14335.577),(59 14638.495),(60 14286.54),(61 14502.0625),(62 14257.174),(63 14717.3125),(64 14472.838),(65 14986.779),(66 14767.59),(67 15020.12),(68 14677.531),(69 14836.692),(70 14439.21),(71 14782.41),(72 14614.998),(73 14898.062),(74 14544.721),(75 14798.9795),(76 14344.709),(77 14659.128),(78 14514.907),(79 14810.918),
(1 4059.4573),(2 6876.863),(3 8551.688),(4 9064.315),(5 10216.007),(6 10398.133),(7 10927.773),(8 10789.717),(9 11340.648),(10 11212.5),(11 12042.167),(12 11819.515),(13 12398.14),(14 12235.139),(15 12597.304),(16 12057.42),(17 12498.91),(18 12306.568),(19 12619.933),(20 12441.639),(21 12784.592),(22 12525.65),(23 12859.876),(24 12542.3),(25 12868.839),(26 12659.777),(27 13024.616),(28 12829.901),(29 13098.98),(30 12893.871),(31 13093.507),(32 12883.446),(33 13130.954),(34 13186.663),(35 13451.983),(36 13401.645),(37 13757.12),(38 13620.0205),(39 13864.743),(40 13573.533),(41 13773.301),(42 13295.054),(43 13519.495),(44 13343.27),(45 13985.149),(46 13909.595),(47 14256.114),(48 14327.973),(49 14792.001),(50 14512.044),(51 14745.059),(52 14357.639),(53 14627.196),(54 14531.125),(55 14771.531),(56 14659.6),(57 14817.586),(58 14583.611),(59 14808.614),(60 14483.711),(61 14622.619),(62 14337.389),(63 14608.261),(64 14481.763),(65 14965.892),(66 14761.215),(67 15050.263),(68 14869.759),(69 14879.407),(70 14447.601),(71 14738.227),(72 14645.545),(73 15054.752),(74 14810.476),(75 14970.743),(76 14586.933),(77 14872.879),(78 14751.87),(79 15089.915),
(1 4019.992),(2 6858.7183),(3 8375.583),(4 8693.736),(5 9728.176),(6 9914.356),(7 10566.612),(8 10667.621),(9 11261.592),(10 11180.838),(11 11864.836),(12 11605.481),(13 12112.214),(14 11854.649),(15 12357.318),(16 11807.281),(17 12407.246),(18 12327.178),(19 12831.917),(20 12766.458),(21 13153.547),(22 12853.918),(23 13235.405),(24 12908.32),(25 13251.241),(26 12940.79),(27 13508.5),(28 13279.496),(29 13528.818),(30 13213.86),(31 13327.365),(32 13047.309),(33 13450.254),(34 13481.234),(35 13660.502),(36 13466.6),(37 13757.545),(38 13619.155),(39 13853.13),(40 13516.587),(41 13803.363),(42 13418.559),(43 13816.001),(44 13509.82),(45 14034.937),(46 13842.347),(47 14080.007),(48 14084.104),(49 14466.101),(50 14085.119),(51 14515.664),(52 14408.283),(53 14772.991),(54 14415.637),(55 14574.872),(56 14546.961),(57 14693.728),(58 14394.897),(59 14604.6),(60 14316.018),(61 14485.491),(62 14235.732),(63 14775.133),(64 14713.34),(65 15166.201),(66 14910.052),(67 15211.478),(68 14937.408),(69 14978.518),(70 14518.143),(71 14962.785),(72 14944.885),(73 15344.372),(74 14931.569),(75 15132.913),(76 14815.912),(77 14990.515),(78 14682.4),(79 14975.996),
(1 3963.66),(2 6821.352),(3 8495.88),(4 8822.431),(5 9860.172),(6 9791.717),(7 10388.37),(8 10342.64),(9 11024.23),(10 10734.359),(11 11364.543),(12 11255.89),(13 11764.457),(14 11324.568),(15 11812.245),(16 11129.366),(17 11707.097),(18 11597.619),(19 12233.349),(20 11988.097),(21 12408.761),(22 12159.499),(23 12667.654),(24 12261.14),(25 12517.139),(26 12328.693),(27 12825.946),(28 12570.977),(29 12934.592),(30 12693.918),(31 12868.242),(32 12570.621),(33 12739.992),(34 12726.389),(35 13218.849),(36 12858.989),(37 13223.751),(38 13026.3955),(39 13404.41),(40 13150.82),(41 13522.778),(42 13146.839),(43 13483.808),(44 13181.575),(45 13846.492),(46 13505.328),(47 13854.7),(48 13603.006),(49 13897.096),(50 13426.246),(51 13710.848),(52 13575.113),(53 13899.325),(54 13625.3955),(55 13770.937),(56 13492.7705),(57 13751.756),(58 13501.088),(59 13737.379),(60 13339.729),(61 13564.008),(62 13173.934),(63 13776.365),(64 13658.519),(65 14083.504),(66 13672.825),(67 13927.333),(68 13514.981),(69 13706.7),(70 13441.192),(71 13976.523),(72 13826.39),(73 14200.834),(74 13799.339),(75 14079.154),(76 13784.496),(77 14158.179),(78 13965.81),(79 14271.631),
(1 3980.6309),(2 6763.8564),(3 8306.462),(4 8750.051),(5 9940.112),(6 9914.592),(7 10397.308),(8 10361.789),(9 11107.527),(10 10716.073),(11 11213.587),(12 10942.861),(13 11364.224),(14 11122.873),(15 11787.245),(16 11322.946),(17 11895.3),(18 11706.575),(19 12098.539),(20 11876.0625),(21 12343.055),(22 12088.623),(23 12500.337),(24 12085.491),(25 12423.076),(26 12200.325),(27 12686.978),(28 12611.287),(29 12879.394),(30 12468.077),(31 12597.238),(32 12458.181),(33 12775.238),(34 12735.392),(35 13268.325),(36 13244.187),(37 13478.314),(38 13188.202),(39 13387.832),(40 12893.727),(41 13165.988),(42 12797.53),(43 13096.884),(44 12938.081),(45 13534.863),(46 13211.223),(47 13556.9),(48 13156.039),(49 13404.106),(50 12989.096),(51 13084.531),(52 12900.512),(53 13331.88),(54 13354.4795),(55 13535.12),(56 13327.494),(57 13576.531),(58 13171.043),(59 13322.397),(60 12922.133),(61 13271.131),(62 12959.8),(63 13522.739),(64 13389.557),(65 13912.745),(66 13600.991),(67 13861.97),(68 13588.191),(69 13815.493),(70 13450.424),(71 13812.874),(72 13619.952),(73 13884.202),(74 13566.576),(75 13928.386),(76 13671.259),(77 13919.468),(78 13642.504),(79 13974.727),
(1 3811.9902),(2 6517.804),(3 8106.666),(4 8387.525),(5 9348.345),(6 9276.509),(7 9959.833),(8 10030.707),(9 10713.891),(10 10551.593),(11 11042.321),(12 10632.666),(13 11016.31),(14 10773.315),(15 11275.599),(16 10715.803),(17 11194.228),(18 11139.442),(19 11637.841),(20 11488.559),(21 11845.601),(22 11489.858),(23 11799.504),(24 11329.633),(25 11701.1),(26 11554.865),(27 11990.256),(28 11980.646),(29 12420.424),(30 12197.845),(31 12363.763),(32 12039.111),(33 12390.964),(34 12280.1875),(35 12736.382),(36 12673.017),(37 12925.559),(38 12717.28),(39 12960.783),(40 12560.492),(41 12830.099),(42 12593.305),(43 13038.467),(44 12932.173),(45 13399.948),(46 13225.4),(47 13518.605),(48 13100.168),(49 13164.924),(50 12727.244),(51 13111.442),(52 12997.362),(53 13385.068),(54 13186.397),(55 13190.926),(56 12999.103),(57 13321.927),(58 12971.351),(59 13222.02),(60 13025.618),(61 13384.964),(62 13043.552),(63 13320.259),(64 12998.422),(65 13394.852),(66 13304.81),(67 13591.19),(68 13106.299),(69 13300.802),(70 13073.781),(71 13332.45),(72 13042.787),(73 13436.864),(74 13167.277),(75 13530.483),(76 13180.914),(77 13424.437),(78 13302.79),(79 13635.347),
(1 3734.7297),(2 6293.2256),(3 7930.9487),(4 8471.602),(5 9356.296),(6 9344.657),(7 9840.134),(8 9933.434),(9 10716.516),(10 10603.205),(11 11056.315),(12 10720.75),(13 11174.974),(14 11025.987),(15 11405.837),(16 10919.433),(17 11565.816),(18 11627.608),(19 11933.075),(20 11746.7295),(21 12166.363),(22 11894.952),(23 12130.381),(24 11797.3125),(25 12232.547),(26 12038.193),(27 12360.862),(28 12242.355),(29 12659.319),(30 12556.322),(31 12746.015),(32 12319.8),(33 12461.621),(34 12166.885),(35 12520.053),(36 12469.695),(37 12819.641),(38 12796.994),(39 12996.988),(40 12727.056),(41 12830.934),(42 12507.799),(43 12881.738),(44 12748.226),(45 13291.099),(46 13268.207),(47 13663.096),(48 13701.377),(49 13801.795),(50 13324.77),(51 13475.444),(52 13256.214),(53 13552.292),(54 13419.857),(55 13543.045),(56 13555.296),(57 13775.126),(58 13595.178),(59 13676.775),(60 13492.268),(61 13756.637),(62 13540.459),(63 13873.189),(64 13785.961),(65 14328.096),(66 14136.968),(67 14261.504),(68 13907.481),(69 14233.905),(70 14072.319),(71 14209.288),(72 14047.655),(73 14458.37),(74 14295.629),(75 14632.69),(76 14170.173),(77 14396.229),(78 13862.553),(79 14012.605),
(1 3675.767),(2 6110.8794),(3 7659.474),(4 8116.3843),(5 9027.933),(6 9100.579),(7 9590.32),(8 9447.861),(9 10291.88),(10 10264.13),(11 10835.174),(12 10467.321),(13 10996.598),(14 10729.54),(15 11042.114),(16 10454.684),(17 11090.923),(18 11049.169),(19 11350.105),(20 11068.603),(21 11440.367),(22 11137.216),(23 11340.894),(24 11093.255),(25 11657.297),(26 11517.328),(27 11861.69),(28 11804.33),(29 12219.518),(30 11910.413),(31 11846.065),(32 11497.736),(33 11730.74),(34 11468.731),(35 11884.043),(36 11758.956),(37 11970.406),(38 11802.484),(39 12070.405),(40 11798.612),(41 12087.472),(42 11772.293),(43 12146.179),(44 12155.094),(45 12638.96),(46 12314.183),(47 12551.55),(48 12416.27),(49 12764.054),(50 12337.816),(51 12561.132),(52 12432.215),(53 12874.388),(54 12821.5),(55 12933.782),(56 12811.7705),(57 13118.782),(58 12922.973),(59 12875.653),(60 12539.597),(61 12850.742),(62 12649.265),(63 12910.275),(64 12694.81),(65 13160.315),(66 12962.051),(67 13141.282),(68 12937.621),(69 13229.943),(70 12824.329),(71 12973.519),(72 12921.919),(73 13428.791),(74 13161.964),(75 13385.245),(76 13046.348),(77 13218.633),(78 12758.934),(79 12908.144),
(1 3819.946),(2 6302.008),(3 7895.504),(4 8189.3057),(5 9008.967),(6 9090.856),(7 9413.98),(8 9146.198),(9 9858.97),(10 9823.686),(11 10577.656),(12 10234.598),(13 10730.678),(14 10465.856),(15 10899.018),(16 10329.265),(17 10779.902),(18 10693.609),(19 11180.635),(20 11003.69),(21 11239.814),(22 10945.863),(23 11203.45),(24 10815.911),(25 11428.543),(26 11340.966),(27 11710.927),(28 11508.156),(29 12061.948),(30 11833.289),(31 11802.603),(32 11566.337),(33 11960.931),(34 11583.325),(35 11800.992),(36 11749.156),(37 12234.098),(38 12111.327),(39 12355.932),(40 11988.077),(41 12191.033),(42 11870.734),(43 12221.093),(44 12198.5),(45 12751.614),(46 12517.35),(47 12799.557),(48 12646.889),(49 12957.961),(50 12521.76),(51 12766.701),(52 12691.757),(53 13050.624),(54 12946.231),(55 13031.076),(56 13085.985),(57 13176.577),(58 12676.188),(59 12618.141),(60 12259.406),(61 12498.422),(62 12275.464),(63 12599.566),(64 12392.17),(65 12823.153),(66 12610.977),(67 12830.359),(68 12936.033),(69 13127.678),(70 12670.489),(71 12788.739),(72 12834.531),(73 13180.63),(74 13017.465),(75 13135.078),(76 12863.134),(77 13126.212),(78 12807.286),(79 12908.457),
(1 3783.776),(2 6209.81),(3 7736.897),(4 8093.576),(5 8990.777),(6 9042.261),(7 9366.576),(8 9175.07),(9 9932.867),(10 9823.423),(11 10575.684),(12 10187.195),(13 10616.815),(14 10227.104),(15 10734.173),(16 10181.352),(17 10656.469),(18 10458.604),(19 10768.25),(20 10521.093),(21 10700.84),(22 10439.58),(23 10791.517),(24 10488.048),(25 10958.523),(26 10865.466),(27 11212.387),(28 10915.025),(29 11374.329),(30 11274.203),(31 11229.224),(32 11029.049),(33 11344.226),(34 11043.472),(35 11256.557),(36 11080.831),(37 11404.781),(38 11150.318),(39 11442.876),(40 11271.399),(41 11742.673),(42 11507.256),(43 11871.76),(44 11650.067),(45 12133.106),(46 11966.188),(47 12261.212),(48 12162.558),(49 12627.683),(50 12312.603),(51 12526.832),(52 12455.325),(53 12585.777),(54 12472.393),(55 12636.8955),(56 12536.482),(57 12703.048),(58 12397.541),(59 12339.245),(60 11942.416),(61 12169.809),(62 12039.531),(63 12336.363),(64 12093.58),(65 12520.618),(66 12348.167),(67 12371.504),(68 12238.873),(69 12335.93),(70 11907.946),(71 12224.472),(72 12171.231),(73 12394.768),(74 12130.974),(75 12313.99),(76 11979.312),(77 12097.723),(78 11877.696),(79 12019.787),
(1 3638.293),(2 6013.6484),(3 7471.6),(4 7823.706),(5 8567.544),(6 8680.701),(7 9065.2705),(8 8923.535),(9 9610.238),(10 9567.844),(11 10146.363),(12 9879.492),(13 10130.698),(14 9773.554),(15 10156.691),(16 9674.419),(17 10164.946),(18 10086.05),(19 10405.609),(20 10106.881),(21 10458.607),(22 10295.177),(23 10539.689),(24 10234.097),(25 10667.206),(26 10517.399),(27 10826.722),(28 10855.383),(29 11375.62),(30 11241.352),(31 11202.82),(32 10944.45),(33 11173.328),(34 10929.026),(35 11268.596),(36 11155.573),(37 11461.105),(38 11329.406),(39 11319.226),(40 10932.0625),(41 11260.912),(42 11057.16),(43 11400.458),(44 11253.226),(45 11838.792),(46 11693.711),(47 11762.7705),(48 11709.323),(49 12176.791),(50 11894.006),(51 12102.366),(52 11948.828),(53 12352.145),(54 12124.8545),(55 12218.923),(56 12279.644),(57 12260.859),(58 12005.731),(59 11952.081),(60 11709.677),(61 11907.168),(62 11716.338),(63 12002.835),(64 11727.514),(65 12146.459),(66 11988.188),(67 12024.577),(68 11823.153),(69 12011.517),(70 11786.069),(71 11997.191),(72 11853.423),(73 12196.934),(74 11903.578),(75 11967.015),(76 11679.711),(77 11811.622),(78 11617.844),(79 11703.464),
