1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 15290.611),(2 27108.47),(3 30875.223),(4 32390.01),(5 32803.145),(6 32428.41),(7 33384.305),(8 33864.82),(9 34834.215),(10 35623.85),(11 36703.633),(12 37421.945),(13 37506.055),(14 36965.59),(15 37034.668),(16 37132.66),(17 37196.83),(18 36694.58),(19 37649.633),(20 38493.84),(21 38591.063),(22 38182.066),(23 38635.402),(24 38823.313),(25 38301.29),(26 37451.773),(27 36848.89),(28 36641.293),(29 36730.94),(30 36876.207),(31 37149.363),(32 36574.69),(33 35891.52),(34 35608.07),(35 35661.746),(36 35710.27),(37 34916.516),(38 34834.57),(39 36220.06),(40 36723.957),(41 37089.086),(42 37629.344),(43 38189.152),(44 38497.824),(45 38893.43),(46 39104.855),(47 39379.43),(48 40195.863),(49 40189.566),(50 40429.664),(51 40514.68),(52 41138.055),(53 41804.637),(54 41879.363),(55 42653.11),(56 44019.594),(57 44653.13),(58 44296.35),(59 44725.387),(60 45733.625),(61 45758.14),(62 45923.15),(63 45555.797),(64 45895.81),(65 46760.27),(66 47035.574),(67 47771.977),(68 48148.64),(69 47127.09),(70 47156.973),(71 47387.586),(72 47697.207),(73 48002.3),(74 48065.42),(75 47549.566),(76 47194.074),(77 47153.8),(78 47694.414),(79 47659.324),
(1 15302.954),(2 27073.19),(3 30674.021),(4 32309.998),(5 32674.588),(6 32450.764),(7 33164.004),(8 34296.92),(9 34226.84),(10 35008.75),(11 35952.4),(12 36346.34),(13 37170.563),(14 37033.258),(15 37001.047),(16 37090.555),(17 37224.16),(18 37277.75),(19 37582.277),(20 37697.805),(21 36841.043),(22 37066.707),(23 37337.805),(24 37847.24),(25 37709.98),(26 37505.117),(27 37875.777),(28 37601.42),(29 38120.688),(30 38120.508),(31 37994.152),(32 37815.27),(33 36866.027),(34 36276.07),(35 36337.89),(36 35892.66),(37 34966.67),(38 35211.82),(39 35946.176),(40 36676.297),(41 36842.96),(42 37339.832),(43 38056.527),(44 38769.324),(45 39719.074),(46 40208.39),(47 40577.906),(48 40465.535),(49 40478.043),(50 40970.16),(51 41657.71),(52 42752.29),(53 43768.66),(54 43381.258),(55 43617.137),(56 44512.74),(57 45297.207),(58 45776.234),(59 46039.875),(60 45955.363),(61 46272.824),(62 46218.543),(63 46527.348),(64 46953.547),(65 47159.43),(66 47390.9),(67 47199.035),(68 47430.273),(69 47754.465),(70 47143.848),(71 46126.95),(72 46149.273),(73 45911.027),(74 45985.984),(75 46424.98),(76 46443.496),(77 47553.98),(78 48047.145),(79 47595.1),
(1 14497.379),(2 25291.799),(3 28227.955),(4 30037.197),(5 30534.484),(6 30254.076),(7 31074.242),(8 31474.33),(9 31969.959),(10 33223.215),(11 33954.97),(12 34797.516),(13 35361.17),(14 34965.02),(15 35050.156),(16 35206.414),(17 35475.188),(18 35336.17),(19 35311.77),(20 35279.043),(21 34869.465),(22 35319.133),(23 35791.74),(24 36196.688),(25 35940.477),(26 35061.855),(27 34692.17),(28 34010.01),(29 34000.664),(30 34313.797),(31 34578.6),(32 34531.094),(33 33539.652),(34 33283.11),(35 33186.305),(36 32884.906),(37 32690.643),(38 33149.43),(39 33490.355),(40 33971.477),(41 33856.414),(42 34471.637),(43 35270.55),(44 35820.4),(45 36747.16),(46 36823.785),(47 37469.58),(48 38304.734),(49 38319.926),(50 38528.17),(51 39026.92),(52 39537.523),(53 39504.477),(54 40137.41),(55 40782.824),(56 41725.625),(57 42592.242),(58 43341.35),(59 44166.938),(60 45215.484),(61 45267.89),(62 45105.23),(63 45587.742),(64 46040.06),(65 46483.08),(66 46555.773),(67 47039.69),(68 46133.33),(69 45908.094),(70 45427.13),(71 45694.57),(72 46351.49),(73 46431.906),(74 46158.13),(75 45158.195),(76 44525.535),(77 44553.527),(78 44529.395),(79 44094.89),
(1 13857.711),(2 24503.6),(3 27990.727),(4 30260.168),(5 30402.295),(6 29968.076),(7 30530.623),(8 31216.09),(9 31284.49),(10 31384.469),(11 31639.395),(12 32577.727),(13 33729.348),(14 34125.793),(15 34273.348),(16 34666.758),(17 34553.79),(18 34128.32),(19 34101.58),(20 33852.074),(21 34316.277),(22 34428.18),(23 35664.64),(24 35978.527),(25 35019.07),(26 34355.61),(27 34326.406),(28 33627.918),(29 34857.133),(30 34903.027),(31 34628.5),(32 34019.1),(33 32772.785),(34 33234.8),(35 33730.33),(36 33321.805),(37 32807.105),(38 32697.887),(39 32698.607),(40 33090.77),(41 33761.484),(42 34441.02),(43 35138.74),(44 35202.973),(45 36168.05),(46 36606.68),(47 36762.02),(48 36867.227),(49 37403.027),(50 37907.676),(51 38974.06),(52 39286.656),(53 39878.52),(54 40686.65),(55 40672.48),(56 41536.285),(57 42376.64),(58 43499.305),(59 43878.47),(60 44332.563),(61 44583.695),(62 44324.105),(63 44955.133),(64 45214.586),(65 45111.746),(66 45686.777),(67 45884.633),(68 45947.063),(69 45903.2),(70 44965.938),(71 44605.695),(72 44817.875),(73 44867.39),(74 45152.773),(75 44797.254),(76 44737.33),(77 44058.496),(78 44095.184),(79 44245.03),
(1 13954.8545),(2 24251.873),(3 26704.55),(4 28158.596),(5 28200.871),(6 28446.69),(7 29613.68),(8 30322.076),(9 30946.316),(10 32186.389),(11 32397.658),(12 32389.62),(13 33086.844),(14 33632.86),(15 34224.668),(16 34163.465),(17 34245.645),(18 34174.926),(19 34343.273),(20 34228.94),(21 33862.734),(22 34484.582),(23 35616.152),(24 35403.27),(25 34765.184),(26 34279.566),(27 33564.875),(28 32912.3),(29 33309.406),(30 33602.24),(31 32976.527),(32 33294.74),(33 33126.105),(34 32970.75),(35 33496.35),(36 33117.723),(37 32425.568),(38 32564.148),(39 32675.576),(40 33304.496),(41 33558.652),(42 33573.313),(43 34629.914),(44 34612.523),(45 35916.445),(46 36460.535),(47 36654.418),(48 36884.918),(49 37044.797),(50 37517.484),(51 38291.844),(52 38988.4),(53 38985.098),(54 39593.74),(55 40310.914),(56 40209.707),(57 40494.426),(58 40883.715),(59 41723.37),(60 42392.496),(61 42908.004),(62 43146.746),(63 43537.76),(64 43797.723),(65 43865.176),(66 44106.81),(67 44709.53),(68 44438.28),(69 44257.426),(70 43520.766),(71 43725.84),(72 43385.08),(73 43574.06),(74 43842.043),(75 43275.277),(76 42982.254),(77 42434.195),(78 42079.414),(79 42806.742),
(1 13525.551),(2 23424.855),(3 27074.867),(4 29574.486),(5 30408.398),(6 29838.6),(7 30561.037),(8 30381.338),(9 30580.275),(10 31856.941),(11 32869.4),(12 34028.492),(13 34992.074),(14 35253.273),(15 35300.547),(16 34532.91),(17 34729.227),(18 35042.406),(19 35662.164),(20 36100.82),(21 36249.71),(22 36482.87),(23 36781.73),(24 36834.344),(25 35998.3),(26 34909.47),(27 34377.94),(28 33669.535),(29 34238.383),(30 34628.902),(31 34128.1),(32 33120.87),(33 32395.594),(34 33514.914),(35 33392.777),(36 32595.355),(37 32575.62),(38 32646.266),(39 32609.227),(40 33068.516),(41 33583.21),(42 33720.777),(43 34116.16),(44 35022.117),(45 35860.047),(46 35869.125),(47 36896.914),(48 37179.16),(49 37912.246),(50 38567.543),(51 39608.457),(52 40270.605),(53 41200.49),(54 42141.43),(55 43181.77),(56 43646.176),(57 43884.29),(58 44126.613),(59 44669.414),(60 44911.508),(61 45167.1),(62 45981.363),(63 46239.33),(64 46123.484),(65 47004.61),(66 46931.063),(67 46998.76),(68 46843.79),(69 45791.605),(70 45691.055),(71 45449.574),(72 45748.94),(73 46338.25),(74 46286.918),(75 45984.023),(76 45700.44),(77 45707.695),(78 45427.57),(79 45682.445),
(1 13767.13),(2 23735.438),(3 26898.28),(4 29073.457),(5 29505.867),(6 29607.2),(7 30030.496),(8 30010.729),(9 30545.71),(10 31692.37),(11 32480.373),(12 33552.098),(13 35305.965),(14 35482.137),(15 35066.758),(16 34768.41),(17 34565.637),(18 34981.035),(19 35158.656),(20 35885.473),(21 36293.82),(22 36522.336),(23 36651.34),(24 36010.266),(25 35425.902),(26 34685.625),(27 33515.527),(28 33474.38),(29 34048.867),(30 33442.367),(31 33344.336),(32 33256.945),(33 32545.008),(34 32509.523),(35 31858.232),(36 30908.322),(37 31465.58),(38 31774.65),(39 31920.22),(40 32288.06),(41 33040.277),(42 33234.414),(43 33075.27),(44 33696.934),(45 33961.7),(46 34419.234),(47 34621.883),(48 34781.9),(49 35710.06),(50 37392.758),(51 37732.94),(52 37735.383),(53 38770.66),(54 38443.504),(55 39249.277),(56 40319.22),(57 40913.92),(58 41597.543),(59 42671.492),(60 42969.508),(61 43701.44),(62 43817.633),(63 43714.703),(64 43618.3),(65 44156.98),(66 44937.92),(67 45344.64),(68 44575.438),(69 44494.734),(70 44880.66),(71 44765.54),(72 45050.46),(73 45133.758),(74 45417.54),(75 45661.773),(76 45457.24),(77 44934.22),(78 44393.62),(79 44073.023),
(1 12961.344),(2 22153.414),(3 25295.082),(4 27114.182),(5 27527.889),(6 27168.785),(7 27760.334),(8 27690.514),(9 27824.275),(10 29107.115),(11 30117.486),(12 31310.236),(13 32591.068),(14 32606.076),(15 32725.992),(16 32418.957),(17 32149.633),(18 32711.88),(19 33807.184),(20 33481.94),(21 33284.766),(22 33632.734),(23 33605.926),(24 33641.19),(25 33320.496),(26 32289.664),(27 31844.734),(28 31886.592),(29 32185.2),(30 31945.074),(31 31982.576),(32 31924.463),(33 30995.969),(34 30589.412),(35 30414.998),(36 30325.936),(37 31415.398),(38 31108.943),(39 30858.385),(40 30466.09),(41 30511.203),(42 31437.053),(43 32562.365),(44 32852.695),(45 33940.6),(46 34746.69),(47 34980.035),(48 35055.87),(49 36143.766),(50 36529.664),(51 36410.05),(52 36811.57),(53 37573.883),(54 37643.594),(55 38277.54),(56 39579.617),(57 40505.574),(58 41134.87),(59 41703.83),(60 42003.93),(61 42808.207),(62 42831.77),(63 42783.74),(64 42980.93),(65 43347.77),(66 44247.85),(67 44400.137),(68 44483.97),(69 44595.18),(70 44675.24),(71 45244.24),(72 45213.824),(73 44933.14),(74 44500.363),(75 44157.535),(76 43858.246),(77 43065.89),(78 43361.38),(79 43283.742),
(1 12354.155),(2 21010.64),(3 24173.98),(4 26215.145),(5 26222.785),(6 25893.945),(7 26548.969),(8 26619.732),(9 27070.264),(10 27791.8),(11 28373.037),(12 29956.66),(13 30809.773),(14 30643.338),(15 30087.71),(16 30224.623),(17 30011.492),(18 30478.896),(19 31359.994),(20 31786.559),(21 31917.969),(22 32736.143),(23 32154.107),(24 31406.049),(25 31532.771),(26 31521.742),(27 31447.314),(28 31102.055),(29 31501.588),(30 30814.803),(31 30132.18),(32 30268.219),(33 29903.355),(34 30063.96),(35 29891.396),(36 29862.951),(37 30178.102),(38 30370.365),(39 29652.152),(40 29431.01),(41 29339.506),(42 29528.516),(43 30984.654),(44 31616.953),(45 32870.92),(46 33482.47),(47 33796.895),(48 34025.71),(49 34659.473),(50 34719.793),(51 34877.965),(52 35589.832),(53 35919.664),(54 36323.137),(55 37077.074),(56 37991.21),(57 38668.254),(58 38140.957),(59 38267.848),(60 39519.73),(61 40568.215),(62 40652.797),(63 40407.785),(64 39867.52),(65 39876.137),(66 40533.93),(67 40713.297),(68 40465.457),(69 40959.945),(70 40908.01),(71 40775.94),(72 40115.594),(73 40004.637),(74 40025.277),(75 40633.598),(76 40291.313),(77 39828.957),(78 40073.375),(79 40156.69),
(1 12565.312),(2 21038.19),(3 24238.582),(4 26429.535),(5 26090.785),(6 25647.334),(7 25705.125),(8 25189.313),(9 25335.813),(10 26637.193),(11 27592.432),(12 28436.328),(13 29124.748),(14 29277.936),(15 29103.818),(16 28916.934),(17 28319.305),(18 28939.975),(19 30006.156),(20 30609.998),(21 30649.617),(22 30536.016),(23 30325.908),(24 29847.533),(25 29766.35),(26 29555.088),(27 29187.537),(28 29194.305),(29 29585.662),(30 29502.512),(31 28898.605),(32 29090.543),(33 29009.922),(34 28712.158),(35 28341.459),(36 28495.195),(37 29006.479),(38 29182.697),(39 29318.42),(40 29373.197),(41 29075.395),(42 29281.81),(43 29988.158),(44 30677.803),(45 31967.574),(46 32552.99),(47 33002.92),(48 32898.996),(49 33190.71),(50 33439.633),(51 33428.035),(52 33731.547),(53 34135.918),(54 34550.56),(55 34919.605),(56 35519.176),(57 36190.16),(58 35786.156),(59 35892.984),(60 36977.004),(61 37564.086),(62 37631.56),(63 38349.605),(64 38261.203),(65 37984.246),(66 38283.613),(67 38784.395),(68 39077.297),(69 38956.633),(70 38298.004),(71 38623.07),(72 39289.344),(73 38892.746),(74 38987),(75 38655.816),(76 38451.977),(77 38831.02),(78 38122.195),(79 37811.52),
(1 12192.709),(2 20083.252),(3 22441.06),(4 24049.137),(5 23796.463),(6 23663.36),(7 24281.459),(8 24434.707),(9 24492.24),(10 25304.316),(11 26301.68),(12 27152.264),(13 27221.73),(14 27191.66),(15 27459.764),(16 28185.146),(17 28325.92),(18 29201.406),(19 29273.158),(20 29477.352),(21 29907.943),(22 29678.617),(23 29710.383),(24 29574.58),(25 29234.363),(26 29103.848),(27 28248.463),(28 28077.238),(29 28579.547),(30 28325.725),(31 28275.156),(32 28173.936),(33 27820.885),(34 27952.416),(35 27819.707),(36 28173.1),(37 28031.64),(38 28366.186),(39 28415.088),(40 28211.592),(41 27864.645),(42 28254.816),(43 28667.568),(44 29147.834),(45 29957.559),(46 29849.24),(47 30296.092),(48 30971.453),(49 30813.227),(50 31039.89),(51 31177.27),(52 31235.104),(53 31328.455),(54 31831.6),(55 32849.28),(56 33483.105),(57 33794.176),(58 34679.49),(59 35359.07),(60 35654.438),(61 35767.28),(62 35752.547),(63 35402.3),(64 35395.246),(65 35211.85),(66 35426.973),(67 35473.938),(68 35479.57),(69 35659.203),(70 35511.742),(71 35191.234),(72 35962.63),(73 36006.313),(74 35352.844),(75 35574.55),(76 35231.508),(77 34974.6),(78 34484.332),(79 34329.324),
(1 11746.464),(2 19416.97),(3 21680.715),(4 23106.072),(5 22967.701),(6 23310.941),(7 23724.959),(8 23571.885),(9 23994.879),(10 25186.482),(11 26454.422),(12 26814.908),(13 26918.742),(14 26895.115),(15 27053.994),(16 27478.602),(17 27716.172),(18 28209.398),(19 28023.512),(20 27836.541),(21 28544.926),(22 29069.428),(23 28605.082),(24 27938.654),(25 27627.72),(26 27230.025),(27 27014.746),(28 27666.365),(29 27618.2),(30 27139.434),(31 27290.541),(32 26911.705),(33 27198.623),(34 26980.145),(35 26683.926),(36 27351.346),(37 27369.887),(38 26784.83),(39 26948.244),(40 27072.55),(41 26990.941),(42 27196.342),(43 27691.842),(44 28248.459),(45 29222.893),(46 29411.227),(47 30119.885),(48 30586.324),(49 30487.951),(50 30678.123),(51 30894.426),(52 30871.572),(53 31356.8),(54 31371.113),(55 31635.102),(56 32879.426),(57 33578.95),(58 33950.203),(59 34726.953),(60 35192.56),(61 35234.035),(62 35384.25),(63 35293.742),(64 34840.79),(65 35184.023),(66 34788.547),(67 34651.684),(68 34020.773),(69 33985.246),(70 34068.4),(71 33961.305),(72 33808.297),(73 33775.848),(74 33593.53),(75 33426.215),(76 33441.83),(77 33366.633),(78 33058.26),(79 32333.818),
(1 11427.605),(2 18486.42),(3 20905.215),(4 22611.836),(5 22704.928),(6 22754.62),(7 23303.354),(8 23088.697),(9 23249.79),(10 24069.025),(11 24856.086),(12 25459.406),(13 25450.459),(14 25479.135),(15 25790.684),(16 25576.453),(17 25465.602),(18 25987.688),(19 26273.256),(20 26557.986),(21 26644.66),(22 26452.395),(23 26573.135),(24 26213.93),(25 26329.283),(26 26679.959),(27 26775.328),(28 26925.758),(29 26774.467),(30 26234.064),(31 26314.229),(32 26286.26),(33 25810.617),(34 25610.51),(35 25481.893),(36 25611.775),(37 26120.602),(38 26118.873),(39 26017.426),(40 25980.041),(41 25888.117),(42 26437.953),(43 26745.623),(44 27367.184),(45 28331.203),(46 28452.78),(47 28815.377),(48 29630.59),(49 29788.695),(50 30107.488),(51 30089.385),(52 29919.332),(53 30658.602),(54 31084.44),(55 31765.377),(56 32392.762),(57 32377.16),(58 32447.861),(59 32954.414),(60 33496.367),(61 33961.453),(62 34165.35),(63 33685.504),(64 33453.332),(65 33911.645),(66 33584.746),(67 33459.336),(68 33239.277),(69 32997.6),(70 32659.64),(71 32511.65),(72 32583.838),(73 32575.896),(74 32363.059),(75 31692.078),(76 31857.021),(77 31464.207),(78 31161.08),(79 30809.54),
(1 11175.017),(2 18541.104),(3 21410.553),(4 22810.598),(5 22642.604),(6 22507.227),(7 22809.297),(8 22827.496),(9 23396.697),(10 24152.047),(11 24767.428),(12 25303.357),(13 25290.805),(14 24930.592),(15 25585.209),(16 25925.238),(17 25563.898),(18 25957.123),(19 26363.617),(20 26892.504),(21 27642.2),(22 27324.063),(23 26921.273),(24 26506.076),(25 26027.89),(26 25735.184),(27 26154.584),(28 26500.482),(29 26225.752),(30 26121.979),(31 25729.445),(32 25839.97),(33 26059.44),(34 25342.861),(35 25093.158),(36 25262.963),(37 25762.404),(38 25576.504),(39 25071.965),(40 25002.533),(41 25240.346),(42 25772.79),(43 26361.695),(44 26959.162),(45 27776.99),(46 27947.383),(47 28808.916),(48 29247.967),(49 28780.629),(50 29111.354),(51 29596.037),(52 29770.607),(53 30046.385),(54 30542.82),(55 31103.232),(56 31819.76),(57 31742.477),(58 32442.93),(59 33237.547),(60 33554.258),(61 34117.707),(62 34265.16),(63 34251.37),(64 34002.254),(65 34214.29),(66 34176.613),(67 34515.887),(68 34020.484),(69 34284.4),(70 34063.367),(71 33849.535),(72 33710.813),(73 33775.02),(74 33772.37),(75 33246.93),(76 33335.86),(77 33193.72),(78 32993.32),(79 32583.44),
(1 10961.881),(2 17825.39),(3 20185.24),(4 21666.82),(5 21507.092),(6 21807.19),(7 21909.133),(8 21915.563),(9 22208.037),(10 23149.238),(11 24004.828),(12 24518.5),(13 24806.584),(14 24756.502),(15 25079.752),(16 25153.922),(17 25296.021),(18 25620.71),(19 25639.07),(20 26030.271),(21 26857.191),(22 26737.389),(23 26465.379),(24 26154.79),(25 25983.604),(26 25973.658),(27 25859.51),(28 25676.406),(29 25431.72),(30 25305.238),(31 25430.457),(32 25415.727),(33 25163.549),(34 24803.463),(35 24622.826),(36 24418.49),(37 24637.662),(38 24480.992),(39 23882.402),(40 24087.824),(41 24651.164),(42 24747.225),(43 25704.375),(44 26275.463),(45 26683.836),(46 26823.275),(47 27639.191),(48 27559.59),(49 28008.12),(50 28243.246),(51 28269.396),(52 28711.883),(53 29054.28),(54 29249.646),(55 29733.941),(56 30272.594),(57 30968.521),(58 31162.324),(59 31841.973),(60 32377.035),(61 32762.268),(62 33022.207),(63 33012.227),(64 32718.955),(65 32634.521),(66 32668.008),(67 32492.7),(68 32770.156),(69 32594.795),(70 32403.7),(71 32128.402),(72 32310.059),(73 32598.904),(74 32353.637),(75 31934.32),(76 32034.693),(77 32161.414),(78 31562.557),(79 31062.738),
(1 10778.858),(2 17359.912),(3 19842.934),(4 21245.729),(5 20873.094),(6 20905),(7 21127.568),(8 21036.828),(9 21313.36),(10 21915.521),(11 22975.432),(12 23510.723),(13 23358.578),(14 23595.887),(15 23603.463),(16 23615.77),(17 24313.465),(18 24643.523),(19 25098.762),(20 25200.496),(21 25580.37),(22 25183.549),(23 25489.984),(24 24901.99),(25 24900.514),(26 25035.018),(27 24979.342),(28 25016.105),(29 24810.65),(30 24489.867),(31 24161.5),(32 24042.928),(33 23912.377),(34 23905.557),(35 23875.68),(36 23746.076),(37 23741.262),(38 23427.922),(39 23276.479),(40 23456.967),(41 24111.65),(42 24292.553),(43 24608.95),(44 25469.633),(45 26324.338),(46 26499.406),(47 27206.004),(48 27349.28),(49 27501.803),(50 27455.203),(51 27228.168),(52 27790.86),(53 28383.393),(54 28857.31),(55 29244.41),(56 29241.217),(57 30030.842),(58 30831.793),(59 31058.805),(60 31204.992),(61 31482.38),(62 31656.697),(63 31395.201),(64 31396.895),(65 31352.03),(66 31270.324),(67 31080.967),(68 31081.271),(69 30868.447),(70 30442.371),(71 30390.068),(72 31117.574),(73 30995.098),(74 30583.041),(75 30482.375),(76 30114.87),(77 29616.887),(78 29446.78),(79 29080.33),
(1 10426.2705),(2 16636.516),(3 18898.342),(4 20136.813),(5 20018.305),(6 20514.559),(7 20918.377),(8 20618.775),(9 21053.47),(10 21570.334),(11 22042.371),(12 22265.32),(13 22498.213),(14 22787.686),(15 22689.89),(16 22844.771),(17 23300.05),(18 23821.404),(19 23973.514),(20 24355.734),(21 24990.691),(22 24654.184),(23 24283.162),(24 23606.016),(25 23622.76),(26 23604.373),(27 23682.43),(28 23438.018),(29 23193.61),(30 22819.72),(31 22519.428),(32 22456.549),(33 22617.002),(34 22571.498),(35 22691.184),(36 22653.371),(37 22406.537),(38 22006.143),(39 22235.1),(40 22569.732),(41 22830.816),(42 23033.977),(43 23524.904),(44 24292.42),(45 25127.688),(46 25508.852),(47 26306.1),(48 26825.342),(49 27178.01),(50 27437.055),(51 27351.313),(52 27516.902),(53 27882.785),(54 28417.926),(55 28592.072),(56 28765.574),(57 29523.94),(58 29849.762),(59 30347.766),(60 30968.4),(61 31540.814),(62 31702.313),(63 31226.84),(64 31078.69),(65 31037.588),(66 31118.357),(67 30441.018),(68 29835.89),(69 29276.684),(70 29228.352),(71 29658.36),(72 29945.338),(73 29646.674),(74 29578.17),(75 29680.203),(76 29369.361),(77 29132.732),(78 28831.627),(79 28844.865),
(1 9994.04),(2 16128.956),(3 17784.215),(4 18826.957),(5 18638.523),(6 19009.893),(7 19786.723),(8 19843.7),(9 20720.12),(10 21258.512),(11 21335.53),(12 21494.887),(13 21429.441),(14 21619.34),(15 21992.104),(16 21895.715),(17 22023.941),(18 21964.44),(19 22197.982),(20 22770.896),(21 22713.3),(22 22362.904),(23 22418.13),(24 22006.738),(25 22001.217),(26 22359.477),(27 22357.797),(28 22112.246),(29 22401.883),(30 22092.334),(31 21934.932),(32 22037.074),(33 21935.807),(34 22005.816),(35 21617.82),(36 21561.432),(37 21849.432),(38 21743.992),(39 22433.555),(40 22637.637),(41 22434.182),(42 22424.404),(43 22603.227),(44 23263.098),(45 24017.648),(46 24480.701),(47 24844.215),(48 25207.76),(49 25511.705),(50 25612.418),(51 25893.09),(52 25930.74),(53 25960.521),(54 26585.441),(55 26537.656),(56 27282.643),(57 27618.66),(58 27943.014),(59 28540.06),(60 28423.37),(61 28594.922),(62 28804.82),(63 28426.807),(64 28644.766),(65 28968.832),(66 28585.686),(67 28153.508),(68 27970.248),(69 27824.525),(70 27924.217),(71 28177.672),(72 28347.338),(73 27925.709),(74 27578.963),(75 27364.793),(76 26770.41),(77 26094.498),(78 26077.629),(79 26189.512),
