1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1283028.4),(2 1563248.4),(3 576805.44),(4 2167921.8),(5 2713113.3),(6 1768585),(7 3511879.3),(8 4278501),(9 3405531.8),(10 5211541.5),(11 6275086.5),(12 5514569.5),(13 7500734.5),(14 8893720),(15 8231968),(16 10490421),(17 12231883),(18 11445931),(19 13924336),(20 15757255),(21 15120407),(22 17490108),(23 19429942),(24 18839714),(25 21246854),(26 23376528),(27 22870480),(28 25143530),(29 27388998),(30 26619186),(31 28759166),(32 30821238),(33 29858408),(34 31801944),(35 34000930),(36 33187008),(37 34694656),(38 36563108),(39 35597572),(40 36662108),(41 38388180),(42 37369990),(43 38401844),(44 40173576),(45 39126372),(46 39960730),(47 41493700),(48 40188220),(49 40942940),(50 42420284),(51 41187204),(52 41840700),(53 43715160),(54 42622370),(55 43229556),(56 45136320),(57 44053052),(58 44570020),(59 46508596),(60 45451424),(61 45746284),(62 47527776),(63 46176532),(64 46472796),(65 48570964),(66 47734988),(67 48282828),(68 50748284),(69 50249292),(70 50825052),(71 53499330),(72 53053908),(73 53446212),(74 56010268),(75 55305984),(76 55389908),(77 58159124),(78 57653684),(79 57919104),
(1 124782.67),(2 446222.47),(3 937271.1),(4 1578225.8),(5 2338751.3),(6 3203695.3),(7 4124778.5),(8 5100451),(9 6119257),(10 7157862.5),(11 8183171),(12 9171805),(13 10120206),(14 10985625),(15 11780719),(16 12504557),(17 13145508),(18 13681223),(19 14128840),(20 14464480),(21 14736992),(22 14970123),(23 15113081),(24 15182500),(25 15228406),(26 15224367),(27 15200273),(28 15178961),(29 15176743),(30 15143633),(31 15128406),(32 15108499),(33 15153283),(34 15285647),(35 15449295),(36 15640726),(37 15874093),(38 16101571),(39 16356281),(40 16621604),(41 16875166),(42 17137858),(43 17373420),(44 17568756),(45 17743024),(46 17886022),(47 18000038),(48 18086116),(49 18155578),(50 18155294),(51 18136742),(52 18096240),(53 18021536),(54 17887450),(55 17706198),(56 17448334),(57 17165332),(58 16846074),(59 16511151),(60 16185212),(61 15851464),(62 15528114),(63 15227110),(64 14947277),(65 14701546),(66 14452922),(67 14224650),(68 14031321),(69 13855431),(70 13696607),(71 13537753),(72 13338296),(73 13132043),(74 12919798),(75 12710808),(76 12511118),(77 12359457),(78 12233860),(79 12156986),
(1 131076.55),(2 471196.75),(3 993541.25),(4 1664721),(5 2456234.8),(6 3339042.8),(7 4276876.5),(8 5253017.5),(9 6261048.5),(10 7277706.5),(11 8266688.5),(12 9218121),(13 10100024),(14 10858645),(15 11486625),(16 12013648),(17 12419725),(18 12655680),(19 12848803),(20 12976093),(21 13049989),(22 13089800),(23 13091827),(24 13022420),(25 12943743),(26 12890053),(27 12855267),(28 12875984),(29 12942504),(30 12996040),(31 13084400),(32 13171179),(33 13191999),(34 13267609),(35 13340407),(36 13360153),(37 13370779),(38 13346339),(39 13304995),(40 13216176),(41 13107467),(42 12961696),(43 12819828),(44 12641208),(45 12492971),(46 12362077),(47 12278137),(48 12249007),(49 12228461),(50 12247388),(51 12284493),(52 12333448),(53 12384956),(54 12425231),(55 12463925),(56 12503401),(57 12552867),(58 12566284),(59 12561272),(60 12545603),(61 12485984),(62 12426288),(63 12338592),(64 12238905),(65 12129199),(66 11966603),(67 11806823),(68 11669173),(69 11545773),(70 11418725),(71 11330325),(72 11271209),(73 11222621),(74 11228684),(75 11199864),(76 11156199),(77 11141513),(78 11069387),(79 11025465),
(1 143074.97),(2 524542.06),(3 1132175.3),(4 1947793),(5 2939219.5),(6 4062377.5),(7 5282949),(8 6601841.5),(9 7955036),(10 9355665),(11 10735291),(12 12039511),(13 13237171),(14 14209677),(15 14965358),(16 15520927),(17 15858783),(18 15911931),(19 15773213),(20 15526856),(21 15244349),(22 14940780),(23 14638957),(24 14305548),(25 13989750),(26 13655910),(27 13327698),(28 13041792),(29 12841577),(30 12660244),(31 12564571),(32 12500979),(33 12475907),(34 12473812),(35 12472305),(36 12431570),(37 12369667),(38 12340119),(39 12310344),(40 12326802),(41 12402249),(42 12495316),(43 12565783),(44 12622017),(45 12674985),(46 12675103),(47 12674066),(48 12673485),(49 12671032),(50 12681586),(51 12674092),(52 12663677),(53 12640151),(54 12543020),(55 12422414),(56 12266486),(57 12083023),(58 11868157),(59 11648888),(60 11474209),(61 11340069),(62 11256541),(63 11186004),(64 11164460),(65 11173901),(66 11212989),(67 11235996),(68 11253978),(69 11269548),(70 11272799),(71 11284372),(72 11263877),(73 11206171),(74 11113852),(75 10969014),(76 10773484),(77 10558160),(78 10331923),(79 10144179),
(1 141738.94),(2 509497.84),(3 1074968.4),(4 1799835.5),(5 2657787.5),(6 3592866),(7 4555923.5),(8 5526992.5),(9 6475170),(10 7412048),(11 8268466.5),(12 9046972),(13 9711301),(14 10248970),(15 10639542),(16 10913673),(17 11093910),(18 11093321),(19 11027496),(20 10932803),(21 10732616),(22 10546282),(23 10361536),(24 10138911),(25 9894006),(26 9674812),(27 9437180),(28 9233444),(29 9127146),(30 9066499),(31 9038425),(32 9069365),(33 9099386),(34 9162067),(35 9244609),(36 9334602),(37 9407188),(38 9472375),(39 9549488),(40 9664862),(41 9790136),(42 9926557),(43 10080325),(44 10210124),(45 10326661),(46 10385441),(47 10396543),(48 10389711),(49 10338819),(50 10267948),(51 10148346),(52 10022895),(53 9892595),(54 9740155),(55 9573194),(56 9403899),(57 9256129),(58 9157850),(59 9091411),(60 9112236),(61 9177659),(62 9322616),(63 9495231),(64 9703223),(65 9945704),(66 10168717),(67 10350752),(68 10518450),(69 10676013),(70 10837220),(71 10982707),(72 11135246),(73 11258479),(74 11376728),(75 11448704),(76 11467633),(77 11453325),(78 11358038),(79 11266802),
(1 136825.83),(2 487153.78),(3 1009335.1),(4 1674627.5),(5 2423489),(6 3203211),(7 3958404.3),(8 4697356.5),(9 5368830),(10 5958601),(11 6435694),(12 6783913.5),(13 7032775),(14 7171954),(15 7209917.5),(16 7189338.5),(17 7127292),(18 7052911.5),(19 6965542),(20 6913158.5),(21 6902684.5),(22 6958191),(23 7055028),(24 7150243),(25 7253258),(26 7327891.5),(27 7378767),(28 7381804),(29 7357766),(30 7303989.5),(31 7227884),(32 7152913),(33 7089277.5),(34 7064016.5),(35 7120697.5),(36 7191252),(37 7296624.5),(38 7436074),(39 7587494),(40 7756591.5),(41 7956516.5),(42 8162103.5),(43 8373784.5),(44 8605484),(45 8814252),(46 9036153),(47 9255172),(48 9432680),(49 9573619),(50 9662404),(51 9699502),(52 9669370),(53 9598478),(54 9468180),(55 9281558),(56 9061278),(57 8821704),(58 8570682),(59 8319528.5),(60 8085577),(61 7860463.5),(62 7663552),(63 7507890),(64 7370891.5),(65 7255709),(66 7155463),(67 7072780),(68 7011130),(69 6984097),(70 6951049.5),(71 6932032),(72 6948242),(73 6985933),(74 7079770),(75 7205042),(76 7368529),(77 7572770),(78 7795841),(79 8013388),
(1 143009.97),(2 513575.8),(3 1065723.6),(4 1757109.9),(5 2507721.5),(6 3272970.8),(7 4008660),(8 4695981),(9 5318047.5),(10 5852992),(11 6268718.5),(12 6555818),(13 6719019),(14 6775895.5),(15 6720249.5),(16 6611747),(17 6440164.5),(18 6242370),(19 6047048.5),(20 5860216.5),(21 5720286),(22 5631402.5),(23 5591288.5),(24 5608508.5),(25 5672931),(26 5762638),(27 5882958),(28 5983067.5),(29 6059847),(30 6127274.5),(31 6180666),(32 6220589.5),(33 6259618),(34 6325798.5),(35 6411169.5),(36 6519556.5),(37 6639743.5),(38 6794598.5),(39 6935478),(40 7060368),(41 7205735.5),(42 7348155.5),(43 7497464.5),(44 7635855),(45 7744403.5),(46 7819624.5),(47 7841750.5),(48 7828305),(49 7784258),(50 7733516.5),(51 7666748.5),(52 7563218),(53 7432436.5),(54 7271722.5),(55 7103987),(56 6950013),(57 6817820.5),(58 6708384),(59 6627525),(60 6568886),(61 6530731.5),(62 6501313),(63 6455069),(64 6374864),(65 6254725.5),(66 6124103),(67 5988093),(68 5855633),(69 5726710.5),(70 5618363.5),(71 5553549),(72 5545874.5),(73 5596746),(74 5707185),(75 5830820.5),(76 5991480),(77 6164869),(78 6348009.5),(79 6500937),
(1 141385.64),(2 510195.38),(3 1054831.6),(4 1725609.8),(5 2444906.8),(6 3171832.3),(7 3855232.5),(8 4483380.5),(9 5034600.5),(10 5480372.5),(11 5805406),(12 6001303.5),(13 6084402.5),(14 6082039.5),(15 6005732),(16 5879846.5),(17 5741032.5),(18 5573321.5),(19 5434527.5),(20 5326056.5),(21 5236231),(22 5184939),(23 5177593),(24 5222450),(25 5315436),(26 5462909),(27 5669171),(28 5891412.5),(29 6141689.5),(30 6379041),(31 6599069),(32 6793739.5),(33 6927678.5),(34 7043270.5),(35 7101666.5),(36 7098953.5),(37 7052700),(38 6965273),(39 6846944),(40 6717974.5),(41 6588085.5),(42 6438598),(43 6277711),(44 6130215),(45 5965288.5),(46 5798386),(47 5618020.5),(48 5426885),(49 5235471),(50 5053836.5),(51 4889001.5),(52 4744841),(53 4639827.5),(54 4595915),(55 4607445.5),(56 4696709.5),(57 4832493.5),(58 5005148),(59 5212798),(60 5403108.5),(61 5566545.5),(62 5677582.5),(63 5715597.5),(64 5707939),(65 5660449),(66 5591190.5),(67 5526731.5),(68 5464739.5),(69 5427447),(70 5419558),(71 5464932),(72 5552150.5),(73 5679569.5),(74 5853157.5),(75 6050114),(76 6251609),(77 6449572.5),(78 6626810),(79 6796035),
(1 125450.91),(2 442990.13),(3 904526.44),(4 1453584.6),(5 2033142.4),(6 2601513),(7 3140977),(8 3658797.5),(9 4159892.8),(10 4624118.5),(11 5007730),(12 5314539.5),(13 5548188),(14 5703942),(15 5765936),(16 5764825),(17 5736463.5),(18 5702091.5),(19 5679941),(20 5669521.5),(21 5650176),(22 5660709),(23 5704990.5),(24 5744966.5),(25 5779821.5),(26 5807805),(27 5808449),(28 5779841.5),(29 5740441),(30 5678286),(31 5587998.5),(32 5470945.5),(33 5349604),(34 5229125),(35 5130146),(36 5062815.5),(37 5024272.5),(38 5008605),(39 5021535.5),(40 5052477),(41 5084570),(42 5121551.5),(43 5140095),(44 5133600),(45 5123567.5),(46 5096065),(47 5045680.5),(48 4988943.5),(49 4913766),(50 4835069),(51 4759351.5),(52 4691745.5),(53 4654081.5),(54 4643463),(55 4667849.5),(56 4724369.5),(57 4820915),(58 4932999),(59 5070370),(60 5220633),(61 5355023),(62 5475070),(63 5561582),(64 5581278),(65 5574645.5),(66 5549748),(67 5531373.5),(68 5531930.5),(69 5533888),(70 5555868),(71 5606960.5),(72 5665048),(73 5725187),(74 5776903),(75 5842646.5),(76 5885944),(77 5916072),(78 5916603),(79 5894914.5),
(1 110171.484),(2 389887.94),(3 795087.4),(4 1277043),(5 1790343.5),(6 2296387),(7 2774170.3),(8 3232633),(9 3657294),(10 4056230),(11 4394822.5),(12 4663335),(13 4865341),(14 5001789.5),(15 5068925),(16 5090752),(17 5090168),(18 5075830.5),(19 5065096),(20 5065224),(21 5080794),(22 5115072),(23 5145076),(24 5167269.5),(25 5207215),(26 5265175),(27 5345991.5),(28 5424620),(29 5507373),(30 5583023.5),(31 5623426),(32 5621347),(33 5581277),(34 5533937),(35 5472045.5),(36 5400708.5),(37 5324196.5),(38 5247430.5),(39 5169513),(40 5082033.5),(41 5005001.5),(42 4951153),(43 4924856),(44 4932505.5),(45 4932797),(46 4955169.5),(47 4963632.5),(48 4945415),(49 4917123.5),(50 4857828),(51 4802163),(52 4741056),(53 4698171.5),(54 4665175),(55 4643377.5),(56 4624272),(57 4612821),(58 4610043.5),(59 4609184),(60 4597534),(61 4592362),(62 4595056.5),(63 4623272),(64 4689308.5),(65 4784954),(66 4920482),(67 5062653),(68 5188811),(69 5275223),(70 5296971.5),(71 5285884.5),(72 5226161),(73 5137588),(74 5022312),(75 4868893.5),(76 4703136.5),(77 4540002),(78 4374225),(79 4219544.5),
(1 113482.33),(2 399086.72),(3 801274.56),(4 1259765.6),(5 1722989.4),(6 2156096),(7 2529204),(8 2853179.8),(9 3113296),(10 3309756.5),(11 3457505.8),(12 3541786.8),(13 3580185.5),(14 3575548.3),(15 3560356.3),(16 3544017.8),(17 3550788.8),(18 3561914),(19 3597053.5),(20 3652326),(21 3686505.5),(22 3726064.8),(23 3753446),(24 3770170.8),(25 3814956.5),(26 3884788.8),(27 3987807.5),(28 4102713),(29 4217215),(30 4298521),(31 4348243),(32 4340956.5),(33 4285239.5),(34 4218985.5),(35 4129507.5),(36 4013272.3),(37 3881804.5),(38 3732088.3),(39 3596182.3),(40 3498378),(41 3440448.8),(42 3423571),(43 3461023.3),(44 3543002.8),(45 3653989.3),(46 3786642.3),(47 3918580),(48 4026844.5),(49 4074159.3),(50 4079148),(51 4040107.8),(52 3967415.3),(53 3876239.5),(54 3777101.8),(55 3669420),(56 3589988),(57 3550333.3),(58 3552147.3),(59 3585684),(60 3634494.3),(61 3690676.8),(62 3732597.3),(63 3760059.8),(64 3761565.8),(65 3744278),(66 3738158.3),(67 3749759.5),(68 3780276.8),(69 3828487.8),(70 3900829.5),(71 4002008.3),(72 4127526),(73 4272437.5),(74 4444717.5),(75 4621697.5),(76 4795840.5),(77 4941389),(78 5042087),(79 5098655.5),
(1 116047.71),(2 403345.44),(3 795636.2),(4 1224693.5),(5 1655256.1),(6 2053674.5),(7 2407325),(8 2706812.8),(9 2931567.8),(10 3109006.5),(11 3229261.5),(12 3311390.5),(13 3366238.3),(14 3395988.8),(15 3412155.5),(16 3413413.5),(17 3418284.8),(18 3425461.8),(19 3446904.5),(20 3483436.3),(21 3508524.8),(22 3536041.5),(23 3533386),(24 3527614),(25 3537646.5),(26 3571619.5),(27 3620626),(28 3669169),(29 3715534.5),(30 3749986.8),(31 3782640),(32 3799530.3),(33 3771168.5),(34 3717541.8),(35 3617408.5),(36 3492183.3),(37 3357411.8),(38 3228917.3),(39 3140418.8),(40 3099731.3),(41 3123350),(42 3205199),(43 3332530),(44 3480500),(45 3645847),(46 3797538.5),(47 3900714),(48 3939165.3),(49 3954528),(50 3939954.8),(51 3896330),(52 3834552),(53 3771256),(54 3727106.3),(55 3711471),(56 3732356),(57 3783629.5),(58 3864641),(59 3962375.8),(60 4052074.5),(61 4129809.3),(62 4175371),(63 4180043),(64 4152157.8),(65 4098877.3),(66 4011969),(67 3906774.8),(68 3807617.8),(69 3725386.3),(70 3681556.8),(71 3668507.5),(72 3681105.8),(73 3708577),(74 3735809.3),(75 3738846.8),(76 3707013.8),(77 3650385.3),(78 3584210.8),(79 3540109.8),
(1 129364.59),(2 455364.88),(3 922491.5),(4 1468720.5),(5 2031931.1),(6 2558728),(7 3014953),(8 3350414.8),(9 3547727.8),(10 3623503.8),(11 3602764.5),(12 3524176.8),(13 3430516.5),(14 3344738.3),(15 3289905),(16 3266599.3),(17 3287346.8),(18 3341593),(19 3396203),(20 3445849.8),(21 3481131),(22 3490659.5),(23 3458667.5),(24 3389365.8),(25 3309540.3),(26 3242304.3),(27 3194021),(28 3181465),(29 3201318.8),(30 3247521),(31 3310459.5),(32 3364940.5),(33 3397828.8),(34 3393472.3),(35 3346699),(36 3262431),(37 3182285.3),(38 3120041),(39 3095442.5),(40 3104552),(41 3152521),(42 3238683.3),(43 3367207),(44 3531048),(45 3707377.8),(46 3856438.8),(47 3972606.3),(48 4034919.5),(49 4048281),(50 4018142.8),(51 3952502.3),(52 3869660),(53 3791279.5),(54 3724279.3),(55 3704772),(56 3736098.3),(57 3800921.8),(58 3870901.8),(59 3933074.8),(60 3967147),(61 3980237.8),(62 3963914.8),(63 3926376),(64 3880830.3),(65 3832546.3),(66 3786081),(67 3756177),(68 3747781),(69 3762265.8),(70 3791397),(71 3832817),(72 3856446.3),(73 3851133.8),(74 3812992),(75 3740203),(76 3627508.8),(77 3496760),(78 3371436),(79 3264908.8),
(1 127245.72),(2 444226.84),(3 881482.1),(4 1366193),(5 1830059.4),(6 2249981.5),(7 2602716.3),(8 2884889.8),(9 3065787.5),(10 3162934.8),(11 3191875.8),(12 3180244),(13 3152380.8),(14 3106363.5),(15 3066912),(16 3051364.8),(17 3052132.5),(18 3054660),(19 3050483.3),(20 3042083.3),(21 3032061.5),(22 3015344.3),(23 3014556.8),(24 3034710.8),(25 3072918.8),(26 3125652.8),(27 3192157.8),(28 3262167.5),(29 3324954),(30 3376998.8),(31 3414024.5),(32 3424088.3),(33 3377936.8),(34 3292868.8),(35 3177305),(36 3050103.3),(37 2939964),(38 2842113.8),(39 2790530.3),(40 2778559.8),(41 2800592.3),(42 2850866.5),(43 2928823.8),(44 3019831),(45 3110987),(46 3180667.3),(47 3208228.8),(48 3213352.3),(49 3177056.3),(50 3120571.5),(51 3045304),(52 2972248.5),(53 2920464.3),(54 2912957),(55 2961070),(56 3045758.3),(57 3151826.3),(58 3248763.5),(59 3332569),(60 3399599.3),(61 3441841.8),(62 3471581),(63 3502593.8),(64 3517047),(65 3542492),(66 3589395.8),(67 3650499.3),(68 3702558.5),(69 3747822.5),(70 3779706.5),(71 3791947.3),(72 3779318.3),(73 3736072.3),(74 3683200),(75 3609245.8),(76 3527040),(77 3456637.5),(78 3387483.5),(79 3326404.8),
(1 113612.086),(2 398492.53),(3 791019.56),(4 1218124.3),(5 1627444.6),(6 1987330.1),(7 2272514.5),(8 2457298.5),(9 2542558.5),(10 2557359.8),(11 2524847),(12 2467684),(13 2409434.5),(14 2356973.8),(15 2327561),(16 2328620.8),(17 2356637.3),(18 2396970.3),(19 2456788.5),(20 2535694),(21 2606475.5),(22 2652520.3),(23 2681872.3),(24 2695605.3),(25 2713361.5),(26 2736609.8),(27 2759704),(28 2785315.8),(29 2812004),(30 2833324.5),(31 2852853),(32 2865972),(33 2841960.8),(34 2799122.8),(35 2719912.3),(36 2613079),(37 2507737.8),(38 2399831),(39 2328404),(40 2297284.5),(41 2306118.8),(42 2353993.3),(43 2436116.5),(44 2542003),(45 2639629.8),(46 2724165.8),(47 2778829.8),(48 2810708.5),(49 2819445.5),(50 2800510.3),(51 2759730.3),(52 2694987.8),(53 2615400.3),(54 2546172.8),(55 2489436.8),(56 2449639.8),(57 2435632.3),(58 2436077.3),(59 2442977.5),(60 2433545),(61 2413533),(62 2386097),(63 2367458.3),(64 2368558.3),(65 2400133.5),(66 2454069.3),(67 2526423.8),(68 2618972),(69 2717125),(70 2786181),(71 2816100),(72 2812205.5),(73 2777195.3),(74 2732528.8),(75 2689492.5),(76 2671964.3),(77 2667165.8),(78 2669296.8),(79 2670122.8),
(1 112501.22),(2 386799.03),(3 757907.4),(4 1161023.4),(5 1540718.4),(6 1869342.3),(7 2129166.5),(8 2316964),(9 2432607.3),(10 2493620.3),(11 2522480),(12 2525961.5),(13 2517497),(14 2501664),(15 2483917.3),(16 2480789.8),(17 2505679),(18 2546542),(19 2607095.5),(20 2673741),(21 2724644.8),(22 2762837),(23 2788970.8),(24 2788421.3),(25 2760113.5),(26 2719315.5),(27 2677248),(28 2623805.3),(29 2565947),(30 2510355.5),(31 2472283),(32 2457375),(33 2438571.5),(34 2424648.3),(35 2404529.5),(36 2377092.3),(37 2364459.5),(38 2373888.3),(39 2395542.5),(40 2434580.3),(41 2470352.3),(42 2510801.8),(43 2534736.3),(44 2549344.3),(45 2554177),(46 2561705.3),(47 2574692),(48 2579393),(49 2583829),(50 2598374),(51 2612582.5),(52 2638189.3),(53 2691340.8),(54 2769047.8),(55 2841024.5),(56 2903425),(57 2947107.5),(58 2971024.8),(59 2966852.3),(60 2944093.3),(61 2887945.8),(62 2823511.5),(63 2766752),(64 2733628),(65 2738070.5),(66 2776667),(67 2814945),(68 2838423.3),(69 2856399),(70 2867515.8),(71 2879625.5),(72 2888810.3),(73 2893605.8),(74 2896851.8),(75 2898990),(76 2908656),(77 2919065),(78 2938797.5),(79 2934144.8),
(1 104267.14),(2 357903.06),(3 692335),(4 1030582.3),(5 1332306.5),(6 1595112.9),(7 1809432.6),(8 1981104.4),(9 2101783),(10 2179423),(11 2236304.5),(12 2262054),(13 2271042.3),(14 2259624.5),(15 2240985.3),(16 2240738.5),(17 2257322.8),(18 2288194.8),(19 2325816.5),(20 2364248.8),(21 2410768.5),(22 2445432),(23 2470864),(24 2491012.8),(25 2517862.8),(26 2547617.3),(27 2573082.8),(28 2576229.3),(29 2549654.8),(30 2492529.3),(31 2416533.3),(32 2337793),(33 2257105.8),(34 2193511),(35 2163419.8),(36 2141948.3),(37 2126743),(38 2113664.3),(39 2113958.8),(40 2138468),(41 2169563.3),(42 2184507.8),(43 2194732.5),(44 2197086.5),(45 2188250.3),(46 2180508.5),(47 2179667.5),(48 2186216.5),(49 2209891.5),(50 2243701.8),(51 2299387.5),(52 2356632.8),(53 2408999.3),(54 2469621.3),(55 2543710.8),(56 2612854.8),(57 2672556.5),(58 2718936.5),(59 2740462.5),(60 2729611.3),(61 2691549.8),(62 2649904.3),(63 2613533.3),(64 2591970.5),(65 2594999),(66 2624231.5),(67 2670717.3),(68 2719024.8),(69 2764249.5),(70 2804025.3),(71 2834078),(72 2850665.3),(73 2848243.5),(74 2852399.3),(75 2850903.3),(76 2858097.3),(77 2860169.5),(78 2876386.8),(79 2887760),
(1 105849.93),(2 354732.16),(3 671036.8),(4 997518.75),(5 1290542.6),(6 1538967.1),(7 1730147.9),(8 1867692.5),(9 1959657.3),(10 2024731),(11 2072370.5),(12 2084273.4),(13 2068983.3),(14 2036965),(15 1990272.1),(16 1957513.4),(17 1929615.9),(18 1910883.3),(19 1896811.8),(20 1889947.8),(21 1899448.1),(22 1913556.3),(23 1920521.4),(24 1940828.3),(25 1971893),(26 2010554.1),(27 2031754.6),(28 2036054.6),(29 2029345.8),(30 2006806),(31 1973912.8),(32 1945258.6),(33 1925340.3),(34 1923923.9),(35 1933058.3),(36 1943542.8),(37 1943772.6),(38 1942098.1),(39 1942918.8),(40 1946243.3),(41 1944950.8),(42 1939945.4),(43 1944472.1),(44 1945362.5),(45 1950544.8),(46 1958277.8),(47 1963467.4),(48 1971118.3),(49 1985586.5),(50 2007691),(51 2033149.1),(52 2064181.8),(53 2095880.4),(54 2117424),(55 2129979),(56 2137208.3),(57 2136522.8),(58 2141831.8),(59 2139419),(60 2120088.5),(61 2096317.1),(62 2068151.5),(63 2055782.3),(64 2065590.9),(65 2096331.9),(66 2144471.5),(67 2208291.3),(68 2271056),(69 2316379),(70 2347802.8),(71 2369318.5),(72 2379485.3),(73 2373133.3),(74 2352989.8),(75 2324715.5),(76 2294019.3),(77 2273409.5),(78 2271379.3),(79 2272010.3),
(1 105261.16),(2 356090.34),(3 678386.4),(4 989581.6),(5 1250716.4),(6 1464167.6),(7 1619410),(8 1714314),(9 1762474.5),(10 1798895.4),(11 1821597.8),(12 1839187.1),(13 1864559.6),(14 1893137),(15 1935549.1),(16 1986021),(17 2028813.6),(18 2046884.4),(19 2038311.5),(20 2017695.4),(21 1991286),(22 1974725),(23 1969302.4),(24 1982510.4),(25 2029847.3),(26 2070381.8),(27 2095434.3),(28 2100759.8),(29 2086961.9),(30 2045927.3),(31 2012489.1),(32 2011468.4),(33 2031750.6),(34 2055377),(35 2066068.8),(36 2068921.1),(37 2069825),(38 2073624.1),(39 2084710.6),(40 2098067.5),(41 2110221),(42 2116247.3),(43 2123859.5),(44 2131200.3),(45 2146684.8),(46 2163428),(47 2177260),(48 2193714),(49 2194662.8),(50 2182145.8),(51 2159004),(52 2126297.5),(53 2099384.5),(54 2082862.8),(55 2084968.6),(56 2094879),(57 2106045.3),(58 2110841),(59 2098593.5),(60 2078644.9),(61 2055148.5),(62 2026925.8),(63 2006849.1),(64 1994237.1),(65 1995022.8),(66 2017456.4),(67 2049826.5),(68 2090313.9),(69 2128743.3),(70 2155285.3),(71 2169468.3),(72 2169251),(73 2160324),(74 2147172.5),(75 2138563.3),(76 2139006.8),(77 2154413.5),(78 2186617.8),(79 2214749.5),
