1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 79536.01),(2 282891.63),(3 592443.8),(4 968519.3),(5 1388657.1),(6 1802003.4),(7 2212640),(8 2600696.8),(9 2937166.8),(10 3220376),(11 3444015),(12 3595228),(13 3681372.3),(14 3699900),(15 3706602),(16 3726112),(17 3718508),(18 3760019.8),(19 3913669.3),(20 4166115),(21 4486752.5),(22 4901677.5),(23 5382964.5),(24 5957830.5),(25 6583076.5),(26 7310844),(27 8180611.5),(28 9219488),(29 10386760),(30 11699080),(31 13107420),(32 14484901),(33 15966563),(34 17542190),(35 19128684),(36 20761946),(37 22454432),(38 24183194),(39 25918838),(40 27644602),(41 29361592),(42 31099306),(43 32740834),(44 34274170),(45 35678620),(46 37074130),(47 38194412),(48 39141292),(49 39904764),(50 40448696),(51 40673890),(52 40792188),(53 40662932),(54 40402790),(55 40038310),(56 39689600),(57 39332444),(58 38906224),(59 38330156),(60 37700316),(61 36977932),(62 36187852),(63 35282440),(64 34391684),(65 33515018),(66 32692472),(67 31777768),(68 30858174),(69 29964290),(70 29092942),(71 28265168),(72 27550688),(73 26889498),(74 26337592),(75 25848178),(76 25510950),(77 25289728),(78 25084256),(79 24979920),
(1 56419.89),(2 209478),(3 439962.44),(4 738369.4),(5 1088240.4),(6 1476891.9),(7 1891427.3),(8 2318957.5),(9 2765620.5),(10 3223032.8),(11 3675932.3),(12 4115386.5),(13 4542519),(14 4934143.5),(15 5304617.5),(16 5639369),(17 5944296.5),(18 6212368),(19 6453753),(20 6664772),(21 6879023.5),(22 7104362.5),(23 7334590.5),(24 7564588.5),(25 7791252),(26 7997444),(27 8182743),(28 8349899),(29 8515556),(30 8671614),(31 8790680),(32 8898257),(33 8984231),(34 9033177),(35 9089053),(36 9113137),(37 9137561),(38 9173313),(39 9218657),(40 9280626),(41 9362346),(42 9455155),(43 9556676),(44 9677770),(45 9818055),(46 9986119),(47 10156410),(48 10345057),(49 10524167),(50 10704668),(51 10881370),(52 11084829),(53 11288456),(54 11508017),(55 11722200),(56 11923129),(57 12102190),(58 12213856),(59 12286311),(60 12297779),(61 12266218),(62 12218212),(63 12157006),(64 12082335),(65 12009912),(66 11967517),(67 11932423),(68 11902545),(69 11832762),(70 11761611),(71 11683245),(72 11604613),(73 11525960),(74 11463814),(75 11419583),(76 11383330),(77 11370034),(78 11361375),(79 11361717),
(1 47003.152),(2 173246.14),(3 362443.5),(4 600724.75),(5 878107.2),(6 1187996.5),(7 1515379.4),(8 1853826.9),(9 2188274.5),(10 2514165.3),(11 2815065.3),(12 3103481),(13 3379518.8),(14 3630149.3),(15 3858770.3),(16 4070203.8),(17 4258914.5),(18 4433766.5),(19 4592940.5),(20 4746950),(21 4899345),(22 5055868.5),(23 5215955),(24 5394892.5),(25 5584109.5),(26 5785809.5),(27 6000154.5),(28 6225590.5),(29 6447777.5),(30 6658670.5),(31 6846802.5),(32 7023145.5),(33 7176812.5),(34 7315078.5),(35 7435237.5),(36 7535291.5),(37 7632351.5),(38 7715086.5),(39 7773969.5),(40 7824629.5),(41 7863384),(42 7904088.5),(43 7971065.5),(44 8045122.5),(45 8099086.5),(46 8154162.5),(47 8179636.5),(48 8174979.5),(49 8140484),(50 8088010.5),(51 8033848),(52 7981176.5),(53 7923790),(54 7872192),(55 7824059.5),(56 7790704),(57 7758241.5),(58 7714795.5),(59 7659477.5),(60 7608471.5),(61 7559142),(62 7527917.5),(63 7510981.5),(64 7495746.5),(65 7472293.5),(66 7482814.5),(67 7487820),(68 7479406.5),(69 7470056),(70 7475781.5),(71 7476378.5),(72 7483020.5),(73 7495000.5),(74 7511546.5),(75 7542778.5),(76 7581236),(77 7626724),(78 7683542.5),(79 7722063.5),
(1 51456.266),(2 189042.48),(3 397408.53),(4 661627.8),(5 974994.3),(6 1321838.5),(7 1690929),(8 2063334.5),(9 2434412.5),(10 2783831.8),(11 3108816.8),(12 3401405.5),(13 3658550.5),(14 3871888),(15 4041201.3),(16 4177787.5),(17 4301693.5),(18 4417048.5),(19 4530029.5),(20 4645682.5),(21 4775738.5),(22 4932637),(23 5127886),(24 5361967),(25 5596695.5),(26 5829906.5),(27 6062835),(28 6291826),(29 6484709),(30 6647052),(31 6779879.5),(32 6898951.5),(33 7004787),(34 7096581),(35 7163773.5),(36 7238321.5),(37 7329712),(38 7422752),(39 7520134.5),(40 7623274),(41 7718646),(42 7851504.5),(43 8007644),(44 8163190.5),(45 8283785),(46 8384759.5),(47 8449055),(48 8468548),(49 8457690),(50 8426007),(51 8370296.5),(52 8303756),(53 8214608.5),(54 8099056),(55 7961933),(56 7808418.5),(57 7638901),(58 7470987),(59 7304672),(60 7150608.5),(61 7013426.5),(62 6906656),(63 6837161.5),(64 6802800.5),(65 6817251),(66 6890281),(67 6982147),(68 7067930),(69 7133984.5),(70 7219769.5),(71 7319241),(72 7439764.5),(73 7574406),(74 7697143),(75 7825298),(76 7961078),(77 8092125.5),(78 8224660.5),(79 8355886),
(1 45948.62),(2 165455.95),(3 344342.44),(4 566811.6),(5 822320.5),(6 1101129.1),(7 1399213.5),(8 1715873.6),(9 2036652.8),(10 2362360.3),(11 2671076.8),(12 2960537.3),(13 3231015),(14 3466149.5),(15 3676315.5),(16 3869193.5),(17 4041715.5),(18 4206856.5),(19 4387546),(20 4581038.5),(21 4791998),(22 5012798),(23 5222576.5),(24 5432035),(25 5600840.5),(26 5775685),(27 5933377.5),(28 6091735.5),(29 6214372),(30 6306489.5),(31 6389543.5),(32 6468265.5),(33 6547145.5),(34 6647550.5),(35 6759426.5),(36 6896045),(37 7046899),(38 7190125),(39 7343133.5),(40 7503706),(41 7664663),(42 7832685.5),(43 8013979),(44 8203421),(45 8374931),(46 8560029),(47 8733336),(48 8911025),(49 9074412),(50 9221985),(51 9371718),(52 9533780),(53 9702562),(54 9875606),(55 10015706),(56 10119549),(57 10206528),(58 10266260),(59 10310760),(60 10343953),(61 10385562),(62 10430104),(63 10469060),(64 10507672),(65 10532016),(66 10561674),(67 10574474),(68 10558229),(69 10489437),(70 10392508),(71 10289440),(72 10177729),(73 10061852),(74 9935283),(75 9812063),(76 9706260),(77 9631767),(78 9562411),(79 9523255),
(1 50647.42),(2 186750.47),(3 393447.47),(4 657122.7),(5 956726.7),(6 1280218.4),(7 1614189.5),(8 1947043.8),(9 2271443),(10 2577822.3),(11 2866321.5),(12 3141782),(13 3399307),(14 3629134.3),(15 3826392.5),(16 3994424.3),(17 4142902.5),(18 4286826),(19 4431586),(20 4589026.5),(21 4758166),(22 4932998),(23 5099933),(24 5244224.5),(25 5346451.5),(26 5439136.5),(27 5517593.5),(28 5576265),(29 5614234),(30 5638816),(31 5677133.5),(32 5749199.5),(33 5847028.5),(34 5982080),(35 6141239.5),(36 6318096),(37 6499278),(38 6677365.5),(39 6852807.5),(40 7021105),(41 7171497),(42 7312176),(43 7430395.5),(44 7540694.5),(45 7644144.5),(46 7750905.5),(47 7862955.5),(48 7973619),(49 8065900),(50 8155245),(51 8243322.5),(52 8321208.5),(53 8380076.5),(54 8436015),(55 8485229),(56 8562268),(57 8667737),(58 8783685),(59 8899278),(60 9032471),(61 9171140),(62 9291061),(63 9379623),(64 9448644),(65 9481427),(66 9491679),(67 9469006),(68 9432798),(69 9366956),(70 9310567),(71 9244711),(72 9167332),(73 9078854),(74 8985825),(75 8886141),(76 8795607),(77 8711305),(78 8629078),(79 8542537),
(1 59843.273),(2 221184.4),(3 463096.1),(4 762876.7),(5 1098730.1),(6 1452919.5),(7 1812036.3),(8 2156724.5),(9 2479319.3),(10 2778325.8),(11 3043124.3),(12 3280919.5),(13 3498663.5),(14 3691471),(15 3857554.3),(16 3994541.3),(17 4127324.3),(18 4253205),(19 4376915),(20 4489011.5),(21 4591970),(22 4682206.5),(23 4759597.5),(24 4821925.5),(25 4876333.5),(26 4917753),(27 4954609),(28 4970151),(29 4977829),(30 4977240),(31 4979053),(32 4980776),(33 4991252.5),(34 5020571),(35 5066365),(36 5118863),(37 5187457),(38 5272617.5),(39 5366303),(40 5478005),(41 5601519),(42 5734505.5),(43 5875929.5),(44 5998393.5),(45 6106790),(46 6193912.5),(47 6283667.5),(48 6356546.5),(49 6433323.5),(50 6497636.5),(51 6543031.5),(52 6572785),(53 6590113),(54 6610855),(55 6656644.5),(56 6711062),(57 6787721),(58 6863355),(59 6924535),(60 6991224.5),(61 7047647),(62 7086934.5),(63 7094114),(64 7097912),(65 7095065.5),(66 7094315),(67 7098661),(68 7096672),(69 7108408.5),(70 7122023.5),(71 7129700.5),(72 7149611),(73 7163711),(74 7169683),(75 7161665.5),(76 7148242.5),(77 7129874),(78 7099258.5),(79 7054741.5),
(1 47006.582),(2 173202.97),(3 362521.4),(4 596371.94),(5 852631.1),(6 1113029.1),(7 1367204.3),(8 1602060.8),(9 1808446.1),(10 1986378.8),(11 2134306.5),(12 2259643.3),(13 2369186.5),(14 2470602.8),(15 2573805.3),(16 2673741.3),(17 2775217),(18 2881473.5),(19 2989223.3),(20 3106618.8),(21 3244397.8),(22 3390693.5),(23 3534927.5),(24 3655143.3),(25 3759234.3),(26 3852340.3),(27 3933959.8),(28 3989677.3),(29 4031419.8),(30 4059215.5),(31 4078160.3),(32 4091537),(33 4097055.5),(34 4103269.3),(35 4111707.8),(36 4123303.3),(37 4151536.5),(38 4196939.5),(39 4236224.5),(40 4291247.5),(41 4344388.5),(42 4390320),(43 4420520.5),(44 4442210),(45 4481746.5),(46 4541151.5),(47 4615237.5),(48 4704871.5),(49 4801660),(50 4895380.5),(51 4978418),(52 5038378.5),(53 5094553),(54 5149728.5),(55 5219534),(56 5306083),(57 5388382),(58 5461824),(59 5531473.5),(60 5609389),(61 5688946),(62 5773976.5),(63 5856378),(64 5937876),(65 6030676.5),(66 6122674.5),(67 6200272.5),(68 6255129),(69 6296673.5),(70 6322675.5),(71 6324021.5),(72 6315747),(73 6307918.5),(74 6286689),(75 6261873),(76 6238927.5),(77 6215205.5),(78 6196942.5),(79 6190486),
(1 53640.383),(2 197847.06),(3 414185.2),(4 679149.6),(5 967769.1),(6 1260918.5),(7 1540284.3),(8 1793260.3),(9 2024240.5),(10 2241338.8),(11 2444809),(12 2642072.3),(13 2834040.8),(14 3023946.3),(15 3204595),(16 3374301.5),(17 3531645.5),(18 3689569.5),(19 3854723.5),(20 4031289.5),(21 4212914),(22 4374946),(23 4508314),(24 4622472),(25 4732071),(26 4831645),(27 4933566),(28 5042624.5),(29 5141372),(30 5228695.5),(31 5303060.5),(32 5363816.5),(33 5421679.5),(34 5458237),(35 5477348),(36 5480005),(37 5484165),(38 5493718.5),(39 5513413),(40 5531778),(41 5537087.5),(42 5538370),(43 5554897.5),(44 5584365),(45 5629473.5),(46 5680995.5),(47 5725133.5),(48 5758334),(49 5780713.5),(50 5796743.5),(51 5812579),(52 5817154),(53 5804709),(54 5778180),(55 5739652.5),(56 5704857),(57 5667586),(58 5649082.5),(59 5636022),(60 5646950.5),(61 5662851.5),(62 5673302.5),(63 5677481),(64 5669525.5),(65 5656560),(66 5640857),(67 5609970.5),(68 5563545.5),(69 5510608),(70 5461992),(71 5424645.5),(72 5408427.5),(73 5407115.5),(74 5413049),(75 5406087),(76 5419849.5),(77 5446056.5),(78 5484265.5),(79 5536417),
(1 51400.68),(2 185501.63),(3 376523.38),(4 603083.2),(5 846079.44),(6 1091172.6),(7 1333924.3),(8 1566995.9),(9 1789823.4),(10 2011452.1),(11 2232794.8),(12 2445059.5),(13 2632443),(14 2779380.5),(15 2891140.5),(16 2985672),(17 3069324.5),(18 3158402.5),(19 3251303.5),(20 3344654.8),(21 3442211.3),(22 3533204),(23 3597389.5),(24 3649183.5),(25 3692787),(26 3744387.3),(27 3810303),(28 3901393.5),(29 4008909.3),(30 4124641.5),(31 4250592.5),(32 4376094),(33 4500464.5),(34 4611488),(35 4698307.5),(36 4760322.5),(37 4807974),(38 4832763),(39 4853232),(40 4864199),(41 4884458.5),(42 4921307.5),(43 4984760),(44 5065771),(45 5139614),(46 5205885.5),(47 5239028),(48 5251995),(49 5252396),(50 5236377.5),(51 5213780.5),(52 5174595),(53 5128770),(54 5064583.5),(55 4989956),(56 4914500.5),(57 4867990),(58 4844470),(59 4856492),(60 4909793.5),(61 4981816),(62 5069061),(63 5159378.5),(64 5262273.5),(65 5346693.5),(66 5411192),(67 5467581.5),(68 5504459.5),(69 5529523),(70 5537650),(71 5545542),(72 5546097),(73 5554234.5),(74 5558965),(75 5563431),(76 5573098),(77 5585782),(78 5602515),(79 5603386),
(1 45151.63),(2 160134.9),(3 326555.3),(4 520433.3),(5 726295.25),(6 925519.8),(7 1112449.3),(8 1288945.3),(9 1451148.4),(10 1604272),(11 1749304.9),(12 1883640),(13 2005075.5),(14 2125414.5),(15 2251301.5),(16 2380727.3),(17 2513885),(18 2643009.8),(19 2766411.3),(20 2884289.5),(21 3009670),(22 3121251.3),(23 3204093.8),(24 3269828.3),(25 3320581.5),(26 3370916.3),(27 3421228),(28 3478643),(29 3543501.8),(30 3612557.5),(31 3685123),(32 3750610.3),(33 3797640.8),(34 3838107.3),(35 3867078.5),(36 3894832.8),(37 3930209.8),(38 3967656.8),(39 4011456.8),(40 4067589.3),(41 4132819),(42 4195102.5),(43 4271777.5),(44 4325427),(45 4356142.5),(46 4357992.5),(47 4339917),(48 4314680),(49 4289303.5),(50 4259457),(51 4236530),(52 4214830.5),(53 4188982.5),(54 4176304.5),(55 4173782.5),(56 4202996.5),(57 4262369.5),(58 4328424),(59 4404881.5),(60 4491607),(61 4577067),(62 4648171),(63 4707285),(64 4755028.5),(65 4784803.5),(66 4815531),(67 4829045),(68 4826569.5),(69 4818402),(70 4797736),(71 4778739),(72 4749333),(73 4722809),(74 4705488),(75 4692836.5),(76 4691859),(77 4703105.5),(78 4713855),(79 4715365.5),
(1 46525.5),(2 166282.42),(3 337790.13),(4 536014.44),(5 746289.3),(6 952662.6),(7 1147128.5),(8 1324982.9),(9 1481637.8),(10 1620595.9),(11 1747731.4),(12 1873699.6),(13 2000089.1),(14 2117343),(15 2234257),(16 2353328.8),(17 2483605),(18 2627135),(19 2780278.8),(20 2933333),(21 3076592.5),(22 3207788.3),(23 3328740.8),(24 3439215.3),(25 3535328.3),(26 3634155.3),(27 3737631.5),(28 3847602.8),(29 3953104),(30 4050324.5),(31 4149506.8),(32 4244222),(33 4321520.5),(34 4385486.5),(35 4444345.5),(36 4502777),(37 4570937.5),(38 4649832),(39 4719545.5),(40 4771164.5),(41 4796571.5),(42 4808017),(43 4830452),(44 4837200),(45 4844394.5),(46 4844158),(47 4842528),(48 4832711.5),(49 4812223),(50 4788006),(51 4769380.5),(52 4754450.5),(53 4736898),(54 4726518),(55 4720853),(56 4716638),(57 4710269.5),(58 4702013.5),(59 4700930),(60 4710816),(61 4713715.5),(62 4718988),(63 4730857.5),(64 4737224),(65 4734021.5),(66 4721474),(67 4706420),(68 4666906.5),(69 4618229),(70 4562156.5),(71 4502367),(72 4444484.5),(73 4411628.5),(74 4393124.5),(75 4377247.5),(76 4359585),(77 4345348),(78 4330662),(79 4315911),
(1 42113.316),(2 150532.23),(3 306647.78),(4 483638.63),(5 665282.4),(6 834564),(7 985358.44),(8 1115169),(9 1224962.5),(10 1318839.8),(11 1397484),(12 1468272.5),(13 1540148.9),(14 1610328.4),(15 1690033.5),(16 1779127.4),(17 1881719.4),(18 1995306.3),(19 2106468.3),(20 2213138),(21 2311527.8),(22 2410970.8),(23 2508884.3),(24 2612631),(25 2724393),(26 2829575.5),(27 2926951.3),(28 3025915),(29 3120486.3),(30 3215894.3),(31 3304103.8),(32 3391059.5),(33 3482132.5),(34 3572021.3),(35 3665194),(36 3764073.3),(37 3862873),(38 3950107),(39 4019612),(40 4071433.3),(41 4106456.5),(42 4134993.3),(43 4166449),(44 4189265.3),(45 4201655.5),(46 4208044.5),(47 4225826),(48 4263901),(49 4298956),(50 4335653.5),(51 4366649),(52 4392084),(53 4402362),(54 4392011.5),(55 4360204),(56 4299534),(57 4214410),(58 4112532),(59 3999437.3),(60 3880478.8),(61 3771807),(62 3678255.3),(63 3608184.3),(64 3550786.5),(65 3511831.8),(66 3472596.5),(67 3436626.8),(68 3397721.8),(69 3351399.3),(70 3304059.5),(71 3253440),(72 3209090.8),(73 3197254.8),(74 3210268),(75 3238163.8),(76 3279206.3),(77 3323196),(78 3365956.8),(79 3397035.5),
(1 46955.902),(2 166418.9),(3 333164.47),(4 522305.5),(5 713610.3),(6 893714.06),(7 1059216),(8 1203892.6),(9 1324959.4),(10 1430904.8),(11 1523429.6),(12 1609614.8),(13 1692407.9),(14 1773239.5),(15 1868640),(16 1976220.6),(17 2092256.1),(18 2216676.5),(19 2332502.3),(20 2439349.5),(21 2528410),(22 2604020.5),(23 2665652.8),(24 2719425.3),(25 2774138.8),(26 2813336.3),(27 2845198.5),(28 2878493.3),(29 2915204.8),(30 2946628),(31 2977642.3),(32 3016905),(33 3060689.8),(34 3117948.3),(35 3182011.3),(36 3232356.8),(37 3273678.3),(38 3307921.5),(39 3337575),(40 3352627.3),(41 3355659.3),(42 3357479.5),(43 3353674.8),(44 3346618.8),(45 3346799),(46 3364233),(47 3401259.5),(48 3468870.3),(49 3546335.8),(50 3616865.5),(51 3676842.5),(52 3725581.8),(53 3736615.5),(54 3729929.8),(55 3702272.8),(56 3671273.3),(57 3647140.5),(58 3627979.5),(59 3599341.5),(60 3562503.5),(61 3536763.3),(62 3522365),(63 3530082.5),(64 3546902.3),(65 3566237.8),(66 3582847.3),(67 3583036.8),(68 3572459.3),(69 3545185),(70 3499528.3),(71 3446939.5),(72 3401132.3),(73 3371501.5),(74 3359766.3),(75 3366175),(76 3389599),(77 3410294.3),(78 3425944.3),(79 3423635.3),
(1 41456.22),(2 149031.02),(3 301720.4),(4 476820.63),(5 658073.1),(6 828504),(7 989781.5),(8 1143139),(9 1282438.6),(10 1417933),(11 1540860.8),(12 1655015.6),(13 1760877.5),(14 1863039.6),(15 1964862.6),(16 2057029.8),(17 2132610.8),(18 2193210),(19 2243095),(20 2287393.5),(21 2329232.5),(22 2370785.5),(23 2409600),(24 2458337.8),(25 2509157),(26 2563274.3),(27 2613065.3),(28 2662048.3),(29 2708335.5),(30 2745305.3),(31 2777460),(32 2803292.8),(33 2830793),(34 2865170.8),(35 2892598),(36 2910239.8),(37 2924551.8),(38 2936687.3),(39 2951642.8),(40 2950467.3),(41 2948989.3),(42 2951732.5),(43 2967671),(44 2997100.8),(45 3035253.3),(46 3077495.8),(47 3130475.5),(48 3197335.5),(49 3265759),(50 3336126.3),(51 3400758),(52 3456780.8),(53 3498631),(54 3535853.8),(55 3555689.5),(56 3560126.5),(57 3571271),(58 3568182.8),(59 3553841),(60 3526617.5),(61 3502384.8),(62 3481352.5),(63 3470841),(64 3472468.5),(65 3480077.3),(66 3489718),(67 3504251),(68 3526212.3),(69 3549686.5),(70 3565879.8),(71 3574554.8),(72 3580604.5),(73 3582582),(74 3583351.5),(75 3583771),(76 3591422.3),(77 3597875.3),(78 3600322.3),(79 3597733),
(1 35271.2),(2 123851.82),(3 246614.64),(4 385293.56),(5 524387.4),(6 655897.6),(7 781405.7),(8 893942.3),(9 994339.94),(10 1085821.4),(11 1167505.1),(12 1243823.1),(13 1318676.6),(14 1378085.1),(15 1428250.9),(16 1463923.8),(17 1493969.8),(18 1532148.1),(19 1578571.8),(20 1634957.8),(21 1690629.1),(22 1753461),(23 1824203.9),(24 1908992),(25 1993623.5),(26 2063591.1),(27 2125437.3),(28 2178112.3),(29 2227470.8),(30 2279765.3),(31 2332276.3),(32 2378842.3),(33 2419359),(34 2450365.5),(35 2482160.3),(36 2513821.3),(37 2551646.3),(38 2588976.3),(39 2630484.5),(40 2667001),(41 2696455),(42 2729942.5),(43 2760251.5),(44 2777403),(45 2784854.5),(46 2778785.8),(47 2763076.3),(48 2734421.8),(49 2697362.8),(50 2657671.3),(51 2616546.3),(52 2586446),(53 2560362.8),(54 2545872),(55 2543692.8),(56 2544273.5),(57 2548742.8),(58 2546281.5),(59 2537508),(60 2522893),(61 2513560.3),(62 2505330.3),(63 2496988),(64 2483613.8),(65 2474627.3),(66 2467726.5),(67 2461029.8),(68 2459206.5),(69 2451083.5),(70 2443878.5),(71 2433008.8),(72 2429029),(73 2432818.5),(74 2445737.3),(75 2463214.5),(76 2478727.3),(77 2495091.5),(78 2511146.3),(79 2530295.8),
(1 33376.504),(2 117695.16),(3 235737.05),(4 369325.25),(5 503151.16),(6 632404.7),(7 752035.25),(8 857990.3),(9 950394.7),(10 1025131.9),(11 1093707),(12 1163768.9),(13 1238485),(14 1314791.1),(15 1394810.1),(16 1470088.8),(17 1540631.6),(18 1616440.4),(19 1696187.8),(20 1779635.3),(21 1860731.3),(22 1936066.5),(23 2002737.5),(24 2064220.6),(25 2122173.8),(26 2181325),(27 2237583.5),(28 2289089.3),(29 2336219.8),(30 2380639.3),(31 2426438.8),(32 2467120.3),(33 2502768),(34 2532688.8),(35 2554322),(36 2570496.3),(37 2579899.8),(38 2584425.5),(39 2589080.3),(40 2583089.3),(41 2567169.3),(42 2543281.3),(43 2511975.3),(44 2482362.3),(45 2457227.8),(46 2441275.3),(47 2430300.3),(48 2419842.5),(49 2401739.5),(50 2380539.5),(51 2355337.3),(52 2336261),(53 2325651.5),(54 2327632.8),(55 2340708.5),(56 2351029.3),(57 2360681.5),(58 2382910.8),(59 2413077),(60 2446982.8),(61 2481972.3),(62 2516149),(63 2546653.3),(64 2583523.8),(65 2621710),(66 2656769.5),(67 2686728.3),(68 2706069.3),(69 2721426.3),(70 2738892.3),(71 2751253),(72 2762360.8),(73 2775074.8),(74 2787137.3),(75 2790072.8),(76 2788743.5),(77 2784342.8),(78 2778670.5),(79 2771799.5),
(1 33854.266),(2 117473.266),(3 232615.78),(4 359706.75),(5 485705.5),(6 606914),(7 718292.4),(8 816906.56),(9 901009.94),(10 979780.6),(11 1044871.75),(12 1103022.6),(13 1154086),(14 1201892),(15 1250670.4),(16 1304641),(17 1365232.9),(18 1430834.6),(19 1497242.3),(20 1565204.6),(21 1629885.5),(22 1686504),(23 1746151.1),(24 1807952.8),(25 1863190.6),(26 1905395.3),(27 1941242.9),(28 1974657.6),(29 2003220.6),(30 2026511.6),(31 2054035.9),(32 2080176.5),(33 2101185.5),(34 2119659.8),(35 2133787.5),(36 2152703),(37 2172386.8),(38 2185585.8),(39 2198296.3),(40 2205132),(41 2204182.8),(42 2201394.8),(43 2193517.8),(44 2182652.3),(45 2173336.3),(46 2165847.5),(47 2157532),(48 2143199),(49 2122171.8),(50 2106465.5),(51 2103460.5),(52 2102115.8),(53 2102471.5),(54 2110197.8),(55 2121392.8),(56 2142361.3),(57 2164841.8),(58 2187084.5),(59 2205236.5),(60 2217291.8),(61 2224614.5),(62 2227341.3),(63 2231492),(64 2239333.3),(65 2252440.5),(66 2273991.5),(67 2303861.8),(68 2330925),(69 2356378.3),(70 2383196),(71 2405601.5),(72 2425902.8),(73 2441226.3),(74 2447027.5),(75 2444139.8),(76 2442818),(77 2444162),(78 2452997.8),(79 2460866.5),
