1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 107753.164),(2 381777.9),(3 790978.7),(4 1308021.1),(5 1911924),(6 2571432),(7 3281298),(8 3999480.8),(9 4707892),(10 5381842.5),(11 6039045.5),(12 6688770),(13 7348641.5),(14 8066492),(15 8820223),(16 9621199),(17 10515011),(18 11401632),(19 12352816),(20 13293339),(21 14223340),(22 15198772),(23 16218181),(24 17259614),(25 18295214),(26 19277454),(27 20358168),(28 21516392),(29 22785730),(30 24098064),(31 25476606),(32 26859326),(33 28292970),(34 29918888),(35 31652912),(36 33436680),(37 35319790),(38 37213020),(39 38935330),(40 40660370),(41 42393790),(42 44247860),(43 46013036),(44 47787170),(45 49613468),(46 51397664),(47 53485760),(48 55671230),(49 57936428),(50 60077790),(51 62206690),(52 64162948),(53 65946160),(54 67947030),(55 69875460),(56 71799030),(57 73452216),(58 75062750),(59 76737544),(60 78541750),(61 80336640),(62 82037280),(63 83657496),(64 85236040),(65 86864170),(66 88328870),(67 89890560),(68 91440860),(69 93509290),(70 95287304),(71 97295100),(72 99356200),(73 101611390),(74 103988800),(75 106288840),(76 108539720),(77 110549464),(78 112479030),(79 113831624),
(1 180222.44),(2 663385.3),(3 1373876.5),(4 2203254.8),(5 3032940.5),(6 3792709.8),(7 4375616.5),(8 4741003.5),(9 4903310),(10 4877515.5),(11 4724894.5),(12 4520114.5),(13 4332473.5),(14 4210110),(15 4160919),(16 4189582),(17 4265367),(18 4320817),(19 4363746),(20 4340604),(21 4325837.5),(22 4285878),(23 4215442),(24 4115599.5),(25 4021039.5),(26 3950135),(27 3912802.3),(28 3903606),(29 3923926.5),(30 3978511),(31 4059465),(32 4154931),(33 4253918.5),(34 4339898.5),(35 4406173.5),(36 4445845),(37 4452027.5),(38 4438112.5),(39 4425121),(40 4401177),(41 4362069.5),(42 4305930.5),(43 4243067.5),(44 4160362.8),(45 4065198.3),(46 3944697.8),(47 3778457.5),(48 3610112.5),(49 3471969.8),(50 3370488.5),(51 3368535),(52 3477427.5),(53 3697731),(54 3968785.3),(55 4269591.5),(56 4530514.5),(57 4708226.5),(58 4755714.5),(59 4672263),(60 4456651.5),(61 4190132.8),(62 3916940.5),(63 3711495.8),(64 3619106.3),(65 3674709.3),(66 3846757.3),(67 4104864.5),(68 4434007),(69 4809657.5),(70 5151018.5),(71 5458947.5),(72 5683991.5),(73 5802186.5),(74 5769849),(75 5621600),(76 5355023),(77 5016862),(78 4657986),(79 4347235.5),
(1 173208.97),(2 631958.94),(3 1291072.5),(4 2007761.3),(5 2645345),(6 3103333.3),(7 3357504.8),(8 3434832),(9 3381215.8),(10 3236353.5),(11 3069832.5),(12 2940515.3),(13 2886185.5),(14 2904696.8),(15 2988166.5),(16 3099466.8),(17 3211761),(18 3310866.3),(19 3391714.8),(20 3416154.8),(21 3435517.3),(22 3426348.8),(23 3385602.8),(24 3304794.3),(25 3217217),(26 3150591.8),(27 3118992.3),(28 3116190.3),(29 3130242.5),(30 3162985.5),(31 3224940.8),(32 3327897),(33 3463624),(34 3613652.8),(35 3761091),(36 3886706.3),(37 4008431.3),(38 4104674.5),(39 4167348.3),(40 4194466),(41 4191339),(42 4148180),(43 4079854.8),(44 3969583),(45 3830961),(46 3689398.3),(47 3561708.5),(48 3444639.3),(49 3360188.3),(50 3313893.8),(51 3342071.5),(52 3438322.8),(53 3596279.3),(54 3800045.8),(55 3993469.8),(56 4114864.5),(57 4152678.3),(58 4081220.5),(59 3921427.8),(60 3723566.5),(61 3547753.5),(62 3423580),(63 3407333.8),(64 3499410.8),(65 3693859.8),(66 3937980.5),(67 4194827),(68 4428973.5),(69 4633373),(70 4753384.5),(71 4816804.5),(72 4817802.5),(73 4761707),(74 4629343),(75 4417155.5),(76 4169596.3),(77 3929725.3),(78 3731311),(79 3595537),
(1 212331.94),(2 767956.75),(3 1531081.8),(4 2322503.8),(5 2986582.3),(6 3389189.3),(7 3504358.5),(8 3369344.8),(9 3074277.8),(10 2727213.8),(11 2423755.8),(12 2226367),(13 2158784.3),(14 2216456.8),(15 2366935.8),(16 2550502.8),(17 2714465.5),(18 2840547),(19 2940465.5),(20 2996943.3),(21 3059286.8),(22 3125439.5),(23 3183271),(24 3241135.8),(25 3342079.5),(26 3458632.5),(27 3589554.5),(28 3687414.5),(29 3749974),(30 3759517.8),(31 3774921),(32 3786677),(33 3805788.3),(34 3822324.8),(35 3824904.8),(36 3802211.3),(37 3789469.8),(38 3789229.5),(39 3825692.5),(40 3909202.8),(41 4041226.8),(42 4171858),(43 4270202.5),(44 4288640),(45 4237095.5),(46 4106965.8),(47 3928365.5),(48 3757292.5),(49 3628297.3),(50 3542236.5),(51 3532038.3),(52 3577689.8),(53 3681182.5),(54 3824636.5),(55 3957289.5),(56 4034670.5),(57 4043387.5),(58 3989325),(59 3875609.3),(60 3712778),(61 3549298.5),(62 3419282),(63 3348973),(64 3360189.5),(65 3452548.5),(66 3594903.5),(67 3785870.3),(68 3986027.5),(69 4196107),(70 4372801),(71 4530522),(72 4622780),(73 4600273.5),(74 4455553),(75 4207190),(76 3941237.3),(77 3705891.5),(78 3558881.5),(79 3523270.5),
(1 188812.9),(2 668972.7),(3 1303591),(4 1961619.4),(5 2535621.5),(6 2927238.5),(7 3062717.8),(8 2981716.3),(9 2756176.5),(10 2485751.8),(11 2251622.3),(12 2129593),(13 2139349),(14 2261232.5),(15 2448644.3),(16 2636596.3),(17 2776434.5),(18 2844722.8),(19 2849532),(20 2806173.3),(21 2788004),(22 2814167.8),(23 2899101.5),(24 3061284.3),(25 3256705.8),(26 3450085.5),(27 3580331.8),(28 3597114.5),(29 3526775.3),(30 3382628),(31 3212660.8),(32 3037844.3),(33 2890723.5),(34 2792956),(35 2760517.3),(36 2780176),(37 2862571.8),(38 2994336),(39 3145440.3),(40 3314577.8),(41 3472972.5),(42 3560179.5),(43 3558232),(44 3488493.8),(45 3338202.8),(46 3165257),(47 2993072.8),(48 2847285.8),(49 2746840.3),(50 2697723.8),(51 2682938.8),(52 2689346),(53 2706019.8),(54 2728306.8),(55 2746803.3),(56 2765217),(57 2822445.5),(58 2928633.5),(59 3073712),(60 3255203.5),(61 3422888.3),(62 3507562.3),(63 3517975.8),(64 3454531),(65 3320629.8),(66 3172934.3),(67 3074907.8),(68 3042934.3),(69 3081256.8),(70 3178342.3),(71 3318171),(72 3465838.8),(73 3580019.5),(74 3649443.5),(75 3683723),(76 3675728),(77 3661101.8),(78 3657827.8),(79 3676373.5),
(1 139525.69),(2 483119.3),(3 919165.3),(4 1351774),(5 1702401.3),(6 1916819.4),(7 2001027.8),(8 2007667),(9 1969151.6),(10 1916251.3),(11 1877824.6),(12 1887678.5),(13 1940200.3),(14 2014390.5),(15 2091508.5),(16 2142231.3),(17 2162673.5),(18 2149353),(19 2118261.3),(20 2100627),(21 2132748),(22 2204758.5),(23 2307736.3),(24 2423565.3),(25 2505171),(26 2532730),(27 2505004),(28 2430099.8),(29 2349165.3),(30 2274918),(31 2218655.5),(32 2191603),(33 2207051.5),(34 2255816.5),(35 2342132.5),(36 2437062.3),(37 2544911.8),(38 2639022),(39 2717616.5),(40 2788167.3),(41 2840782.3),(42 2864216.8),(43 2861622),(44 2831940.3),(45 2777815.5),(46 2731552.8),(47 2709240.5),(48 2711184),(49 2729412),(50 2766464),(51 2796755.8),(52 2813719.3),(53 2834704.3),(54 2874668.5),(55 2896240.3),(56 2912422.8),(57 2945407.5),(58 3025524),(59 3133492.5),(60 3242259.5),(61 3351464.8),(62 3421038),(63 3461359),(64 3475898),(65 3477663.8),(66 3477260.3),(67 3473476),(68 3447353),(69 3407394.5),(70 3372037.8),(71 3367069),(72 3423874.3),(73 3539465.3),(74 3685970),(75 3818756.5),(76 3931967),(77 4009343.5),(78 4048916),(79 4028794.8),
(1 142021.94),(2 487093.63),(3 911549.06),(4 1295139.5),(5 1563040.4),(6 1689381.3),(7 1712673.6),(8 1674911.1),(9 1616107.1),(10 1571325.6),(11 1571233.1),(12 1631131.6),(13 1746186.1),(14 1873366.5),(15 1979162),(16 2036906),(17 2041926.8),(18 1998541),(19 1940120.6),(20 1889619),(21 1886538.8),(22 1947967.1),(23 2058771.6),(24 2186575.5),(25 2303254.5),(26 2372802),(27 2376884),(28 2325717.5),(29 2259478.3),(30 2189228),(31 2156187.5),(32 2173338),(33 2248160.5),(34 2358058.5),(35 2484486.5),(36 2585821.3),(37 2638096),(38 2610923.8),(39 2522944.8),(40 2391674.3),(41 2267035),(42 2169328.5),(43 2131548),(44 2153909.8),(45 2218377),(46 2292561),(47 2362657.3),(48 2417551.5),(49 2440873.5),(50 2439843),(51 2412433.8),(52 2372914.5),(53 2317211.8),(54 2275219.5),(55 2245949.8),(56 2237964.3),(57 2271048.3),(58 2344831),(59 2462267.5),(60 2595499),(61 2736993.8),(62 2853222.8),(63 2939442.5),(64 2967083.8),(65 2934978),(66 2844682),(67 2744135.8),(68 2681409.5),(69 2686843.8),(70 2754855.8),(71 2879037),(72 3042341.8),(73 3215669.3),(74 3339415.3),(75 3365727.8),(76 3293224.8),(77 3179098.3),(78 3052161.8),(79 2928970.5),
(1 137837.75),(2 467248.6),(3 867984.44),(4 1213994),(5 1447979.9),(6 1555049.9),(7 1582939.3),(8 1552230.4),(9 1510536.9),(10 1480539.3),(11 1474788.5),(12 1488483.8),(13 1538799.6),(14 1600007.8),(15 1663924.4),(16 1702795.6),(17 1726604.1),(18 1729060),(19 1720582.5),(20 1723354.4),(21 1794090.6),(22 1912623.1),(23 2064848.5),(24 2204681.3),(25 2286390.8),(26 2279370.8),(27 2196475.5),(28 2065757.3),(29 1940897.6),(30 1855989),(31 1828385.4),(32 1878185.6),(33 2013655.4),(34 2190493.8),(35 2375165),(36 2524733.8),(37 2606339.8),(38 2567512.3),(39 2463363.3),(40 2332810),(41 2227987.5),(42 2143587),(43 2093443.6),(44 2086883.6),(45 2112009.5),(46 2174751.8),(47 2266698),(48 2356857.3),(49 2444531.8),(50 2510982.5),(51 2536877.3),(52 2510975),(53 2427454.3),(54 2311798.8),(55 2188435.3),(56 2081952),(57 2042488.3),(58 2079814.6),(59 2196081),(60 2340634),(61 2489686.5),(62 2602542.5),(63 2680286.8),(64 2703867),(65 2691719.8),(66 2661350),(67 2618796.5),(68 2571401.3),(69 2542685.3),(70 2521283.3),(71 2546134),(72 2606720),(73 2676245),(74 2745853.3),(75 2788887),(76 2792037),(77 2751049.3),(78 2674182),(79 2575920.5),
(1 143959.83),(2 494252.5),(3 921628.7),(4 1289119.3),(5 1545776.9),(6 1679804.1),(7 1699130.6),(8 1630496.8),(9 1538746),(10 1455105.8),(11 1406903.1),(12 1419322.4),(13 1485721),(14 1583499.8),(15 1696628.8),(16 1792150.5),(17 1889032.6),(18 1956961.5),(19 2000345.1),(20 2010048.3),(21 2016750.9),(22 2016345.8),(23 2016253.5),(24 2010996.5),(25 1995650.9),(26 1970202),(27 1932044),(28 1886481.8),(29 1867044.6),(30 1867070.6),(31 1889391.4),(32 1932117.8),(33 1987008),(34 2014355.8),(35 2026132.9),(36 2019334.9),(37 1996937.1),(38 1961434.5),(39 1945569.8),(40 1944814.5),(41 1967223.5),(42 1987289.1),(43 2008224.9),(44 2004986),(45 1999518),(46 1983349.5),(47 1977262.6),(48 1981754.6),(49 1992222.5),(50 1992700.3),(51 2011959.4),(52 2043531.5),(53 2052702.3),(54 2029169.1),(55 1994647.8),(56 1950427.8),(57 1915614.9),(58 1915837.1),(59 1971098.6),(60 2082140.3),(61 2209656.8),(62 2309176.8),(63 2388746.5),(64 2410965),(65 2381219.5),(66 2303861.3),(67 2222671.3),(68 2156607.3),(69 2114714.5),(70 2109319),(71 2161049.8),(72 2248249.8),(73 2347393),(74 2424884.8),(75 2493509.3),(76 2538848.3),(77 2558245),(78 2564623.8),(79 2582254),
(1 147496.06),(2 507980.94),(3 950001.2),(4 1345513.9),(5 1633488.9),(6 1784390.1),(7 1795965),(8 1696176.4),(9 1561331.4),(10 1434033.3),(11 1380517),(12 1407332.3),(13 1501913.6),(14 1626708.5),(15 1748736.5),(16 1844267.5),(17 1914201.3),(18 1939375.3),(19 1939893.8),(20 1915676.3),(21 1885421.6),(22 1842678.9),(23 1809459.8),(24 1775211),(25 1748231.6),(26 1710999.3),(27 1689863.1),(28 1680582.4),(29 1704474.6),(30 1743469.6),(31 1803815.3),(32 1865796.5),(33 1907006.9),(34 1893830),(35 1853224.5),(36 1787802.4),(37 1739257.6),(38 1726207.9),(39 1766284.3),(40 1816038),(41 1867470.1),(42 1916771.8),(43 1967336),(44 1984515.5),(45 1972928.4),(46 1935382),(47 1899214.1),(48 1872825.6),(49 1884568.4),(50 1924862.9),(51 1998704.4),(52 2050956.3),(53 2078209.1),(54 2091766.4),(55 2097015.9),(56 2092830.4),(57 2093706.3),(58 2105159),(59 2136550),(60 2170923.3),(61 2184808.5),(62 2155759.5),(63 2109355),(64 2058402.3),(65 2045622.1),(66 2079796.9),(67 2153516),(68 2233430),(69 2299310.3),(70 2334902.8),(71 2365587.8),(72 2391591.5),(73 2431257.8),(74 2469486.3),(75 2506992.3),(76 2546523.3),(77 2579795.8),(78 2601132.8),(79 2602760.8),
(1 140339.94),(2 474781.97),(3 876777.75),(4 1221395),(5 1457382),(6 1580333.4),(7 1594668.1),(8 1545094),(9 1473790.9),(10 1402308.8),(11 1374888.4),(12 1385219),(13 1444292.6),(14 1544264),(15 1663625.3),(16 1751653.1),(17 1799608.9),(18 1800269.9),(19 1777535.3),(20 1737533.9),(21 1698213.4),(22 1663765.4),(23 1647605.4),(24 1637324.5),(25 1632175.5),(26 1634004.3),(27 1631862.4),(28 1599175.9),(29 1569766.6),(30 1555340.5),(31 1570489.6),(32 1593762.9),(33 1608043.4),(34 1594139.9),(35 1565534.9),(36 1526930.6),(37 1521238.4),(38 1548500.6),(39 1585598),(40 1612978.1),(41 1626819.9),(42 1640220.5),(43 1669672.9),(44 1704989.9),(45 1726622.4),(46 1741330.5),(47 1767504),(48 1792306.9),(49 1839652.8),(50 1887166.3),(51 1926038),(52 1934231.5),(53 1935897.1),(54 1948158.4),(55 1978226.9),(56 2011976.9),(57 2046187.5),(58 2073240.9),(59 2081812.6),(60 2054053),(61 2014784.8),(62 1971324.1),(63 1957070.6),(64 1978211.8),(65 2035365.5),(66 2119023.8),(67 2229073.5),(68 2346650),(69 2441579.8),(70 2491612.5),(71 2504016.3),(72 2478100.3),(73 2447970.8),(74 2421301),(75 2429001.5),(76 2464612.5),(77 2545278.8),(78 2627559),(79 2681327.3),
(1 121987.68),(2 391448.2),(3 686537.7),(4 913317.5),(5 1039331.56),(6 1075107.5),(7 1059017.4),(8 1039400.56),(9 1027897.94),(10 1010613.75),(11 1012432.44),(12 1040726.4),(13 1103427),(14 1184970.6),(15 1264061.1),(16 1298595.4),(17 1294332.5),(18 1260247),(19 1224671),(20 1214696.1),(21 1241415.3),(22 1269803.8),(23 1308304),(24 1346801.4),(25 1386388.5),(26 1413216.1),(27 1425378.6),(28 1392563.5),(29 1333366.5),(30 1275139.1),(31 1271813),(32 1296400.3),(33 1330669.1),(34 1362790.4),(35 1394013.8),(36 1411864.4),(37 1432283.1),(38 1459159.9),(39 1490556.4),(40 1520065.8),(41 1558577.1),(42 1600815.3),(43 1632503.9),(44 1634844.6),(45 1597881.8),(46 1539004.8),(47 1480061.8),(48 1450539.9),(49 1483530.9),(50 1546716.5),(51 1606457.3),(52 1628367.9),(53 1620541.1),(54 1594721.6),(55 1553851.4),(56 1527926.8),(57 1532620.3),(58 1541559.1),(59 1570884.5),(60 1612789.4),(61 1666114.9),(62 1714150.6),(63 1753205.1),(64 1779520.4),(65 1799242.5),(66 1811743.9),(67 1833561.3),(68 1863407.6),(69 1904647.5),(70 1936156.3),(71 1969807.6),(72 1989011.3),(73 1993263.3),(74 1983152.8),(75 1967730.6),(76 1963588.8),(77 1986405.9),(78 2022872.8),(79 2062962.1),
(1 114182.52),(2 361574.75),(3 627522.94),(4 827823.06),(5 931574.5),(6 949449.25),(7 931931.25),(8 904957.06),(9 886628.2),(10 876673.5),(11 896044.94),(12 937674.9),(13 994130.4),(14 1065640.8),(15 1124849),(16 1150100),(17 1150977.8),(18 1144343),(19 1155798.6),(20 1183353),(21 1223074.3),(22 1246521.8),(23 1261214.1),(24 1264399.3),(25 1274541.3),(26 1287386.9),(27 1322576.8),(28 1370756),(29 1434939.1),(30 1490566.6),(31 1534556.3),(32 1536805.8),(33 1494342.1),(34 1419887.4),(35 1352800.8),(36 1307505.9),(37 1307027.4),(38 1350303),(39 1433232.6),(40 1521587.4),(41 1594586.4),(42 1618238.3),(43 1582624.3),(44 1497172.6),(45 1407608.4),(46 1335744.5),(47 1305173),(48 1321157.4),(49 1378769.1),(50 1439987.3),(51 1491697.4),(52 1504881.6),(53 1492239.4),(54 1494817.1),(55 1503139.4),(56 1520051.1),(57 1559440.4),(58 1602320.8),(59 1647955),(60 1676247.3),(61 1700736.8),(62 1710474.5),(63 1718131.8),(64 1735737.8),(65 1768486.3),(66 1786482.3),(67 1790136.8),(68 1812242.1),(69 1858778.3),(70 1904278.5),(71 1951487),(72 1987999.3),(73 2023506.6),(74 2054652.6),(75 2066868.3),(76 2059168.6),(77 2050865.4),(78 2052563),(79 2071888),
(1 117045.76),(2 374649.06),(3 645176.9),(4 839203),(5 932926.7),(6 945368.4),(7 921306.75),(8 875327.6),(9 840092.7),(10 836173.94),(11 868487.3),(12 928605.75),(13 1012280.2),(14 1093571.9),(15 1160799.6),(16 1168661.1),(17 1144361.8),(18 1109508.1),(19 1081598.5),(20 1057423),(21 1080393.1),(22 1112195.8),(23 1146934.1),(24 1173302),(25 1199649.6),(26 1221321.6),(27 1241756.1),(28 1263094.6),(29 1289124.9),(30 1314452.5),(31 1329233.6),(32 1302637.1),(33 1248536),(34 1195157.8),(35 1167693.1),(36 1161670.5),(37 1177483),(38 1220116.6),(39 1283957.8),(40 1329808.9),(41 1357804.8),(42 1356800),(43 1323117.6),(44 1253215),(45 1184258.9),(46 1151442),(47 1163190.6),(48 1211480.5),(49 1268881.3),(50 1294592.4),(51 1297576.4),(52 1277640.4),(53 1255032.9),(54 1251057.5),(55 1262582.6),(56 1278493.3),(57 1305437.3),(58 1324966.9),(59 1324448),(60 1311736.5),(61 1332741),(62 1355266.9),(63 1376853.4),(64 1406189.8),(65 1445015.3),(66 1492232.4),(67 1540939.5),(68 1584208),(69 1612990.8),(70 1610446.3),(71 1608453.4),(72 1633791.5),(73 1681804.1),(74 1743521.8),(75 1807082),(76 1833333.4),(77 1840395.5),(78 1839360.5),(79 1829504.1),
(1 104374.78),(2 320905.72),(3 532781.2),(4 681480.6),(5 761414.06),(6 776298.06),(7 766975.4),(8 754366.56),(9 747157),(10 756425.44),(11 785217.2),(12 829524.9),(13 881942.1),(14 916877),(15 932968.06),(16 931944.2),(17 928485.75),(18 923914.4),(19 923557.94),(20 921757.56),(21 927183.4),(22 929380.06),(23 961031.4),(24 1009322.25),(25 1054741.8),(26 1072231.3),(27 1062707.9),(28 1027997.44),(29 989997.44),(30 970559.1),(31 973022.2),(32 979062.75),(33 989525.5),(34 1004507.1),(35 1018045.5),(36 1025315.75),(37 1040317.8),(38 1062635.6),(39 1088219.1),(40 1110576.5),(41 1116650.9),(42 1098278.6),(43 1074167.5),(44 1048229),(45 1036421.3),(46 1035314.2),(47 1053970.4),(48 1083722),(49 1104549),(50 1111291),(51 1103709.4),(52 1093960),(53 1095643.6),(54 1098644.4),(55 1095382.1),(56 1097143.5),(57 1127601),(58 1182198.3),(59 1239446.9),(60 1260151),(61 1262699.9),(62 1252578.9),(63 1248475),(64 1265588.5),(65 1294429.4),(66 1320802),(67 1347328.6),(68 1355370.6),(69 1351984.5),(70 1358970.3),(71 1389572.5),(72 1419028.3),(73 1450056.1),(74 1466053.1),(75 1475873.3),(76 1489190.3),(77 1511244.8),(78 1535475.8),(79 1572475.5),
(1 107443.6),(2 330906.13),(3 548794.94),(4 695852.25),(5 773646.94),(6 791897.56),(7 787886),(8 785359.75),(9 786162.8),(10 784351.44),(11 792882.25),(12 817987.75),(13 868363.44),(14 911308),(15 935641.3),(16 941582),(17 942048.8),(18 924870.06),(19 900144.75),(20 876820.2),(21 875969.25),(22 882166.44),(23 911009),(24 947607.2),(25 979841.75),(26 993412.8),(27 997716.8),(28 993639.06),(29 986380.8),(30 990225.5),(31 996879.8),(32 991328.7),(33 991349.8),(34 991533),(35 998953),(36 1003640.3),(37 1011242.5),(38 1022587.7),(39 1037091.2),(40 1053629.9),(41 1073809.1),(42 1067905.6),(43 1041719.8),(44 999477.44),(45 979876),(46 994205.7),(47 1032129.2),(48 1078101.4),(49 1114871.6),(50 1125029.6),(51 1110287.4),(52 1074005.4),(53 1028787),(54 984593.5),(55 977238.2),(56 1021414.2),(57 1104805.1),(58 1192850.9),(59 1256274.6),(60 1242397.8),(61 1207091.4),(62 1171826.4),(63 1165961),(64 1193257.9),(65 1242260),(66 1303565.1),(67 1361266.4),(68 1409799.9),(69 1432483.6),(70 1430800.1),(71 1431153),(72 1447859.5),(73 1491631.5),(74 1550591.6),(75 1619373),(76 1669786.1),(77 1690668),(78 1665686.6),(79 1618273.6),
(1 99711.78),(2 294839.94),(3 473115.3),(4 577419.7),(5 619526.8),(6 629921.44),(7 646409.5),(8 683602.3),(9 723054.56),(10 742451.25),(11 745203.6),(12 739410.94),(13 744619.75),(14 766396),(15 787346.56),(16 800700.25),(17 812438.9),(18 812420.7),(19 816944.06),(20 822770.2),(21 839927.56),(22 846905.44),(23 857183.2),(24 873985.3),(25 887596.44),(26 888656.8),(27 891368.6),(28 900287.6),(29 913120.06),(30 926476.6),(31 933119.3),(32 925883.94),(33 921461.44),(34 919585.2),(35 915094.2),(36 912261.06),(37 918083),(38 928828.9),(39 946523.5),(40 966801),(41 984032.75),(42 980790.8),(43 971762.3),(44 960121.75),(45 964753.1),(46 962282.8),(47 961888),(48 964218.94),(49 975374.8),(50 978660.75),(51 969393.7),(52 941991.3),(53 920371.1),(54 917888.7),(55 942735.5),(56 970473.8),(57 1002022.7),(58 1024505.2),(59 1040343.1),(60 1044042.2),(61 1064856.3),(62 1099307),(63 1139140.3),(64 1175005.6),(65 1201898.3),(66 1211308.8),(67 1220396.4),(68 1233335.9),(69 1259976.8),(70 1282286),(71 1307115.1),(72 1315215.8),(73 1317881.4),(74 1326085),(75 1341344.1),(76 1350470),(77 1359674.3),(78 1361412.4),(79 1371225.8),
(1 108970.98),(2 318069.6),(3 503153.9),(4 614547),(5 659633.94),(6 669884.25),(7 692599.1),(8 708130.7),(9 715095.94),(10 713781.75),(11 717554.06),(12 737352.5),(13 771123.2),(14 793407.4),(15 790752.25),(16 772683.2),(17 759950.06),(18 753659.3),(19 759984.9),(20 770021.9),(21 796578.7),(22 831944.7),(23 880259.94),(24 918847),(25 941077.75),(26 942730.7),(27 932327.3),(28 905549),(29 877392.25),(30 847781),(31 844617.6),(32 870721.75),(33 914373.6),(34 944343.44),(35 949429.1),(36 929336.06),(37 909555.8),(38 901227),(39 919177.94),(40 950454.9),(41 979896.6),(42 992863.4),(43 997500.94),(44 987282.2),(45 979381.5),(46 968698.2),(47 955602.1),(48 940551.8),(49 940923.75),(50 941227.06),(51 953756.56),(52 959670.56),(53 957897.75),(54 954719.5),(55 957071.44),(56 955983.8),(57 963894.8),(58 975194.2),(59 992872.06),(60 1019480.7),(61 1039587.94),(62 1059843),(63 1088246.5),(64 1120335.3),(65 1156493.8),(66 1178358.4),(67 1209461),(68 1236764.4),(69 1261045.5),(70 1271205.4),(71 1293435.5),(72 1309771.6),(73 1332447.5),(74 1364547.8),(75 1391929.3),(76 1407713.9),(77 1421800.1),(78 1433850.5),(79 1466321.9),
