1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 98929.31),(2 175696.88),(3 179070.39),(4 370665.72),(5 546388.3),(6 618307.2),(7 878761.3),(8 1121797.4),(9 1248442.1),(10 1556484.6),(11 1859105.9),(12 2036394.6),(13 2402938.8),(14 2789540.8),(15 3041900.8),(16 3504452.8),(17 4014474),(18 4354541),(19 4909367),(20 5495757.5),(21 5891613.5),(22 6504763.5),(23 7224536.5),(24 7676736),(25 8383912),(26 9151975),(27 9716160),(28 10527325),(29 11461568),(30 12160568),(31 13155380),(32 14294231),(33 15184099),(34 16282605),(35 17524954),(36 18472272),(37 19657778),(38 21040984),(39 22104910),(40 23374590),(41 24881734),(42 26046832),(43 27425482),(44 28991744),(45 30171128),(46 31472854),(47 32986922),(48 34259588),(49 35610396),(50 37185720),(51 38450692),(52 39821276),(53 41377116),(54 42647684),(55 43966240),(56 45545164),(57 46819788),(58 48145708),(59 49699244),(60 50914572),(61 52228576),(62 53753950),(63 55053428),(64 56247636),(65 57752990),(66 58899360),(67 60175620),(68 61733836),(69 62873044),(70 63990804),(71 65514652),(72 66649844),(73 67641896),(74 68859270),(75 69561180),(76 70103030),(77 71097520),(78 71683650),(79 72205560),
(1 52939.695),(2 202616.5),(3 440130.44),(4 757791.6),(5 1145785.8),(6 1591739),(7 2086039.5),(8 2611827.8),(9 3150521),(10 3699179.5),(11 4250064.5),(12 4783313.5),(13 5293422.5),(14 5787758.5),(15 6242644),(16 6664334),(17 7052951.5),(18 7398183),(19 7703539.5),(20 7974819),(21 8203907.5),(22 8389064),(23 8527326),(24 8636583),(25 8708769),(26 8755479),(27 8792946),(28 8806355),(29 8810952),(30 8796983),(31 8788115),(32 8777134),(33 8767253),(34 8778056),(35 8804163),(36 8843454),(37 8902998),(38 8980474),(39 9081390),(40 9193315),(41 9332419),(42 9483633),(43 9649953),(44 9833440),(45 10021515),(46 10215603),(47 10420186),(48 10629265),(49 10834392),(50 11039471),(51 11227332),(52 11405311),(53 11575432),(54 11704095),(55 11780666),(56 11812017),(57 11802275),(58 11745404),(59 11660814),(60 11535386),(61 11394498),(62 11227560),(63 11082638),(64 10914368),(65 10747840),(66 10584994),(67 10438918),(68 10311254),(69 10203878),(70 10106454),(71 10022000),(72 9954030),(73 9903393),(74 9856181),(75 9814150),(76 9785382),(77 9784507),(78 9776182),(79 9787464),
(1 45037.652),(2 169368.86),(3 362982),(4 618288.94),(5 926195.8),(6 1273008.9),(7 1654346.6),(8 2063220.6),(9 2490195.8),(10 2922497.8),(11 3360771.3),(12 3795505.3),(13 4223840.5),(14 4647187.5),(15 5049378),(16 5432513.5),(17 5794292.5),(18 6128180),(19 6438227.5),(20 6713605.5),(21 6957857.5),(22 7157738),(23 7302432),(24 7417297.5),(25 7495362.5),(26 7533171.5),(27 7547979.5),(28 7545721.5),(29 7529658),(30 7506282.5),(31 7497560),(32 7498150.5),(33 7509616),(34 7542638.5),(35 7592804),(36 7655169.5),(37 7732894.5),(38 7831043.5),(39 7946246),(40 8078884),(41 8241921.5),(42 8406173),(43 8571179),(44 8749748),(45 8919479),(46 9071164),(47 9213614),(48 9355592),(49 9472535),(50 9579461),(51 9682180),(52 9766319),(53 9844128),(54 9884897),(55 9894360),(56 9866538),(57 9808097),(58 9721355),(59 9612182),(60 9484470),(61 9335104),(62 9172361),(63 9016759),(64 8855352),(65 8704744),(66 8560911),(67 8431151),(68 8336670),(69 8264581.5),(70 8208905.5),(71 8183515.5),(72 8172775.5),(73 8165075.5),(74 8158744.5),(75 8124810),(76 8083918.5),(77 8040489.5),(78 7977862.5),(79 7905896),
(1 39512.09),(2 148863.38),(3 319102.03),(4 540327.1),(5 805193.8),(6 1106787.9),(7 1431963.9),(8 1774990.1),(9 2129069.5),(10 2486184),(11 2843518),(12 3193033),(13 3532013.5),(14 3861219),(15 4170007),(16 4446621.5),(17 4693812.5),(18 4910971.5),(19 5094262),(20 5255908),(21 5392366),(22 5499618),(23 5581518),(24 5649735.5),(25 5701668),(26 5735490.5),(27 5750898),(28 5748555),(29 5731943.5),(30 5700682),(31 5664491.5),(32 5624822.5),(33 5587645.5),(34 5548706.5),(35 5508311.5),(36 5469103.5),(37 5439766.5),(38 5414836),(39 5407678.5),(40 5408679.5),(41 5430238.5),(42 5459202.5),(43 5498213),(44 5551740),(45 5605812.5),(46 5658276),(47 5701017.5),(48 5751628),(49 5801586.5),(50 5861145),(51 5922603),(52 5990896.5),(53 6061364.5),(54 6132367.5),(55 6202373),(56 6279657),(57 6368055),(58 6457935.5),(59 6556912),(60 6656182.5),(61 6752950),(62 6837886),(63 6935892.5),(64 7024185.5),(65 7112772),(66 7194564),(67 7268559.5),(68 7352922),(69 7434638),(70 7496673.5),(71 7543118.5),(72 7569499),(73 7578986),(74 7568425),(75 7534822.5),(76 7481273.5),(77 7410034.5),(78 7317851),(79 7212891),
(1 37386.98),(2 139246.73),(3 296984.3),(4 501848.1),(5 745666.06),(6 1017180.56),(7 1310654.8),(8 1611058.1),(9 1909636.1),(10 2203779.8),(11 2486256.3),(12 2746971),(13 2985213.5),(14 3211120.3),(15 3411392.3),(16 3584722),(17 3730195.8),(18 3851029),(19 3943854),(20 4015333),(21 4062203.3),(22 4091248.3),(23 4108718.8),(24 4117274),(25 4120440.3),(26 4111816.3),(27 4093537),(28 4069992.8),(29 4044207),(30 4025496.3),(31 4017345.3),(32 4015494.5),(33 4019047),(34 4045645),(35 4086003),(36 4128821.8),(37 4182153.5),(38 4242009.5),(39 4324564.5),(40 4416773.5),(41 4525790.5),(42 4646763),(43 4779452.5),(44 4929281.5),(45 5089312.5),(46 5261186),(47 5425038.5),(48 5601041.5),(49 5772429.5),(50 5924368.5),(51 6047810.5),(52 6144831.5),(53 6202754.5),(54 6229729.5),(55 6219524.5),(56 6185489.5),(57 6131256.5),(58 6069445),(59 6016446.5),(60 5950443.5),(61 5883124),(62 5808065.5),(63 5737976.5),(64 5679056.5),(65 5632984.5),(66 5594026),(67 5564659),(68 5552032.5),(69 5544848.5),(70 5529600),(71 5524877),(72 5524251),(73 5525959.5),(74 5541952.5),(75 5562488.5),(76 5578618),(77 5595901),(78 5618472.5),(79 5629622),
(1 38774.023),(2 145553.1),(3 312170.06),(4 529187.3),(5 786609.06),(6 1070854.9),(7 1374027.8),(8 1678471.5),(9 1970075.3),(10 2246404),(11 2502864.3),(12 2725921.8),(13 2922122.3),(14 3100456.3),(15 3250697.3),(16 3381655.8),(17 3492775.8),(18 3573849),(19 3641473.5),(20 3690497.3),(21 3714671),(22 3722083.8),(23 3727827.3),(24 3720481.3),(25 3709427),(26 3691755),(27 3657287),(28 3607877.3),(29 3547320),(30 3480734.8),(31 3419470.5),(32 3364375),(33 3318094.3),(34 3286520),(35 3262886),(36 3246654.3),(37 3240151.5),(38 3250184.5),(39 3266381.8),(40 3287670),(41 3316288.5),(42 3350210.3),(43 3397280),(44 3456627.5),(45 3535815),(46 3628274.3),(47 3723686.5),(48 3832434),(49 3941517.3),(50 4051608.3),(51 4163667.8),(52 4272298),(53 4372868),(54 4459617),(55 4526416.5),(56 4572091.5),(57 4597196.5),(58 4612264.5),(59 4617027),(60 4607690),(61 4596154),(62 4577683.5),(63 4561452.5),(64 4543853.5),(65 4522448),(66 4485692),(67 4438127.5),(68 4384694.5),(69 4332054),(70 4278777),(71 4234588.5),(72 4199559),(73 4172509),(74 4161614.3),(75 4159073.8),(76 4156941.3),(77 4157384.5),(78 4164740.3),(79 4176208),
(1 41905.96),(2 157401.94),(3 336142.47),(4 564264.1),(5 833205.44),(6 1127652),(7 1439628.6),(8 1753454.6),(9 2059041.1),(10 2346195.8),(11 2608604.5),(12 2837095.3),(13 3030111),(14 3195196.3),(15 3330589.8),(16 3440681.8),(17 3527256.5),(18 3595973.5),(19 3648504),(20 3698170.3),(21 3741824.8),(22 3775838.5),(23 3804927.8),(24 3837042.3),(25 3863714.8),(26 3883570.3),(27 3891605.8),(28 3887869.8),(29 3874039.5),(30 3847956.3),(31 3823142.5),(32 3796587),(33 3770428.8),(34 3751041.5),(35 3738674.3),(36 3722188.3),(37 3710811),(38 3708319.5),(39 3715733.5),(40 3734682.3),(41 3766073.8),(42 3807038.5),(43 3858304.8),(44 3913858.8),(45 3973559.5),(46 4026536.3),(47 4074254.5),(48 4116960),(49 4159739.3),(50 4198290),(51 4230663.5),(52 4248725.5),(53 4253465.5),(54 4240567),(55 4206484),(56 4155388.8),(57 4092191),(58 4025437.5),(59 3955396.3),(60 3889658.8),(61 3830612.3),(62 3774698.3),(63 3729111.5),(64 3687570.8),(65 3654864.3),(66 3623274.5),(67 3611117.8),(68 3617155.8),(69 3630419.3),(70 3650701),(71 3678160),(72 3703539.8),(73 3733005.8),(74 3765429.5),(75 3792865.3),(76 3821985.5),(77 3855555.3),(78 3884490.5),(79 3912612.8),
(1 40315.105),(2 152511.81),(3 325937.22),(4 547038.44),(5 801155.3),(6 1077593.8),(7 1359247.3),(8 1638093.5),(9 1903243.3),(10 2153750.5),(11 2387813.8),(12 2600744.5),(13 2788484.5),(14 2951246),(15 3075935),(16 3155884.5),(17 3192438.3),(18 3188778),(19 3153909),(20 3102989.5),(21 3042655),(22 2979878),(23 2915952.3),(24 2862078),(25 2822725.8),(26 2794873.8),(27 2775969.5),(28 2774264),(29 2796903),(30 2842083.5),(31 2904100.3),(32 2974054.3),(33 3040039.8),(34 3111311.5),(35 3181524.5),(36 3245398),(37 3309917),(38 3373331.8),(39 3431067.3),(40 3490525),(41 3546081),(42 3600323.5),(43 3652546.8),(44 3701282),(45 3754888.8),(46 3803570.8),(47 3847366.3),(48 3899804.8),(49 3937422.5),(50 3959344.8),(51 3952367.8),(52 3918000.3),(53 3866538),(54 3793013.3),(55 3711765.3),(56 3629183.3),(57 3550120.5),(58 3479798.3),(59 3416233.5),(60 3352992.3),(61 3303348.3),(62 3264565.3),(63 3231411.8),(64 3212408.8),(65 3212054),(66 3227131),(67 3267531.3),(68 3335668.8),(69 3414888),(70 3505095.8),(71 3603311),(72 3699260.5),(73 3794110),(74 3881097.8),(75 3946108.5),(76 4005637.8),(77 4053701.5),(78 4078419.3),(79 4085142.8),
(1 38819.4),(2 145444.88),(3 306726.2),(4 510502.5),(5 743895.1),(6 993377.7),(7 1244072.4),(8 1485586.6),(9 1710818.4),(10 1920584.5),(11 2109040.8),(12 2273351.5),(13 2408479.5),(14 2520954.3),(15 2604444.5),(16 2655922),(17 2678302.5),(18 2677537.5),(19 2660842.5),(20 2634022.3),(21 2599309),(22 2558121.8),(23 2517066.8),(24 2486824.3),(25 2474438.8),(26 2472478),(27 2486861.3),(28 2520436),(29 2575914),(30 2643966.8),(31 2723404),(32 2806393.3),(33 2893029.5),(34 2972286.8),(35 3038296.8),(36 3091319.8),(37 3134886.3),(38 3160380.5),(39 3168667.8),(40 3159819.8),(41 3139511.8),(42 3117884.3),(43 3099614),(44 3085797.8),(45 3077566.5),(46 3074948.5),(47 3071804),(48 3068543),(49 3061342.5),(50 3052695.8),(51 3041113.3),(52 3032047.5),(53 3025530.3),(54 3021131.5),(55 3023071.5),(56 3038200),(57 3060378.3),(58 3082497),(59 3103432),(60 3118329.8),(61 3132986.3),(62 3144030.5),(63 3160025.8),(64 3171274),(65 3196515),(66 3224872.8),(67 3265449.8),(68 3315460),(69 3373661.5),(70 3432471.8),(71 3495543.8),(72 3560931.5),(73 3626820.5),(74 3681905),(75 3722040),(76 3738962),(77 3730367),(78 3686494.5),(79 3622354.8),
(1 32162.088),(2 120443.016),(3 254094.73),(4 419882.6),(5 607875.4),(6 808228.9),(7 1012917.1),(8 1213404.5),(9 1404063.8),(10 1583170.5),(11 1743306.8),(12 1885100.4),(13 2004350.5),(14 2098643),(15 2169559.5),(16 2218744),(17 2244940.3),(18 2254169.5),(19 2253001.3),(20 2249673.3),(21 2243206.8),(22 2233478),(23 2227341),(24 2234447.5),(25 2248700.3),(26 2272581.5),(27 2307800.3),(28 2352476.8),(29 2410172.5),(30 2479610.5),(31 2555898),(32 2628562),(33 2697576.3),(34 2756617.3),(35 2805128),(36 2842683.3),(37 2875429.8),(38 2900457.5),(39 2918077),(40 2934291.5),(41 2951913),(42 2975006.3),(43 3010024.5),(44 3049543.5),(45 3094126),(46 3138734.3),(47 3175515),(48 3202597),(49 3212698),(50 3216147.3),(51 3211136.3),(52 3204037.8),(53 3190427),(54 3168161.5),(55 3141894.5),(56 3115098.5),(57 3087852.5),(58 3062063.5),(59 3040804.8),(60 3020979),(61 3002987),(62 2986953.5),(63 2974451.3),(64 2968264),(65 2965702),(66 2966526.3),(67 2968651.8),(68 2973964),(69 2981404.3),(70 2991523),(71 2997855.5),(72 2997849),(73 2990066.8),(74 2972621.8),(75 2954238),(76 2932660),(77 2900890.5),(78 2862344.8),(79 2824979.5),
(1 31601.838),(2 117765.58),(3 245596.55),(4 404263.63),(5 582665.94),(6 771530.06),(7 962341.75),(8 1149676.4),(9 1325558.8),(10 1486018),(11 1625920.8),(12 1746616.1),(13 1846893.4),(14 1930037.3),(15 1987419.9),(16 2024440.3),(17 2046227.9),(18 2050492.1),(19 2044185.1),(20 2032440.6),(21 2012580.1),(22 1982953.8),(23 1953460.5),(24 1930958.3),(25 1912189),(26 1900287.1),(27 1896236.4),(28 1901104),(29 1917492.8),(30 1943830.9),(31 1975418.6),(32 2017539.6),(33 2067872.3),(34 2125315),(35 2187862.5),(36 2253296),(37 2320847.8),(38 2388577.5),(39 2455480.8),(40 2517267),(41 2572384.5),(42 2615209.5),(43 2646358),(44 2662377),(45 2658143.5),(46 2634442.5),(47 2583323.8),(48 2513917.5),(49 2432465),(50 2347231.3),(51 2268237.8),(52 2199584.8),(53 2140473),(54 2097346.3),(55 2068822.8),(56 2052628.8),(57 2050268.5),(58 2054923.3),(59 2068379.3),(60 2093052.8),(61 2121621.3),(62 2152522.8),(63 2187585.3),(64 2225344.8),(65 2259609),(66 2291616.8),(67 2313142.3),(68 2327051.3),(69 2335726.8),(70 2337031.8),(71 2331731),(72 2322984),(73 2305303.8),(74 2280845.8),(75 2250796.5),(76 2213625),(77 2176816),(78 2144328.5),(79 2117678.5),
(1 31656.182),(2 117537.414),(3 243918.72),(4 397502.16),(5 566651.94),(6 738828.56),(7 903539.44),(8 1052161.4),(9 1182879.9),(10 1293940.3),(11 1386831.4),(12 1461019.5),(13 1518997),(14 1565741),(15 1598623.4),(16 1619763.3),(17 1630592.4),(18 1630948.9),(19 1628495),(20 1628092.9),(21 1626447.8),(22 1618304.3),(23 1611855.5),(24 1612279),(25 1610994),(26 1611655.1),(27 1613988.6),(28 1616613.5),(29 1625998.1),(30 1640873.9),(31 1662263.5),(32 1688953.1),(33 1722269.9),(34 1760139),(35 1802152.6),(36 1844560.9),(37 1882114.3),(38 1915692.5),(39 1951704),(40 1990434.5),(41 2027795.3),(42 2058935.4),(43 2078744.3),(44 2083699.9),(45 2080460.8),(46 2064966),(47 2040035.4),(48 2011703.4),(49 1992847.5),(50 1984955.9),(51 1991508.6),(52 2005930),(53 2028842.5),(54 2062052.1),(55 2105203.5),(56 2154763.3),(57 2207969),(58 2259325),(59 2305620),(60 2351001.5),(61 2390331.5),(62 2415452),(63 2432989.8),(64 2442903.3),(65 2449124),(66 2450858),(67 2443660.8),(68 2429084.8),(69 2414722.8),(70 2396847),(71 2376875.5),(72 2352215.8),(73 2323216.8),(74 2293927.3),(75 2263355),(76 2228006.5),(77 2192159),(78 2163171.3),(79 2139047.3),
(1 29345.986),(2 108224.53),(3 223182.17),(4 361753.4),(5 514156.5),(6 670435.94),(7 822013.4),(8 960137.9),(9 1079589.9),(10 1178011),(11 1256839.5),(12 1318238.8),(13 1360842.5),(14 1391391),(15 1404291.6),(16 1405557.4),(17 1404513.1),(18 1401809.5),(19 1404863.3),(20 1418286.8),(21 1434927.4),(22 1455995.8),(23 1473820.5),(24 1495545.5),(25 1518622.5),(26 1540975.4),(27 1559755.4),(28 1572886.5),(29 1580878.6),(30 1587197),(31 1593864.6),(32 1602236.1),(33 1612172.3),(34 1630273.5),(35 1655654.5),(36 1686231.4),(37 1726394.5),(38 1775359.6),(39 1830009.4),(40 1884680),(41 1931554.3),(42 1966746.3),(43 1989429.1),(44 1996503.5),(45 1991952.6),(46 1976803.5),(47 1955443.1),(48 1932477.8),(49 1912830.5),(50 1901128.9),(51 1898154.3),(52 1903810.3),(53 1924176.5),(54 1952242.9),(55 1985592.9),(56 2015032),(57 2040189.8),(58 2060771.8),(59 2077584.9),(60 2088070.5),(61 2093918.9),(62 2093599.4),(63 2095258.6),(64 2092333.8),(65 2091734.9),(66 2089024.9),(67 2094285.1),(68 2107612.8),(69 2124772.8),(70 2146194.5),(71 2170932.8),(72 2193627.8),(73 2214889),(74 2227415),(75 2238413.3),(76 2242052.8),(77 2238056.5),(78 2221316.3),(79 2197050.8),
(1 30019.965),(2 110665.93),(3 227293.2),(4 367173.63),(5 517725.7),(6 668479.3),(7 809846.8),(8 936427.4),(9 1047170.25),(10 1139338.8),(11 1208545.6),(12 1257710.9),(13 1286316.9),(14 1301930),(15 1297769),(16 1283274),(17 1268207.5),(18 1258241.6),(19 1257301.9),(20 1265111.9),(21 1277915.4),(22 1293571.5),(23 1312928.9),(24 1340465.1),(25 1372066.4),(26 1407491.8),(27 1439163.1),(28 1468928.3),(29 1497155.3),(30 1521183.3),(31 1543008.8),(32 1564823.3),(33 1592778.6),(34 1626793.9),(35 1667231.6),(36 1709803),(37 1748256.4),(38 1774632.9),(39 1786537.3),(40 1785418.4),(41 1765121.9),(42 1730569.5),(43 1687286.1),(44 1641494.1),(45 1598765.8),(46 1557667.9),(47 1522407.1),(48 1501937.6),(49 1492164.8),(50 1492615.1),(51 1508239.9),(52 1533753.4),(53 1561997),(54 1589877),(55 1616727.1),(56 1632967.3),(57 1637946.6),(58 1633570.3),(59 1622193.5),(60 1611696.8),(61 1601097.3),(62 1589277),(63 1582025.3),(64 1582295.1),(65 1593619.1),(66 1613393.9),(67 1631990.9),(68 1653688.5),(69 1672401.3),(70 1688818.4),(71 1699706.3),(72 1702203),(73 1693190.4),(74 1674806),(75 1649051),(76 1619884.6),(77 1591351.9),(78 1568985.5),(79 1555485.3),
(1 26000.395),(2 96307.49),(3 199521.42),(4 322168.84),(5 453804.97),(6 587404.4),(7 715523.9),(8 828648.56),(9 923646.94),(10 1000853),(11 1059656.4),(12 1104395.9),(13 1136284.5),(14 1154505),(15 1159424.8),(16 1161381.1),(17 1170566.8),(18 1192206.9),(19 1227211.9),(20 1276379.4),(21 1335691.5),(22 1401633.1),(23 1471945.5),(24 1544676.6),(25 1610651),(26 1664872.1),(27 1709074.5),(28 1741995.8),(29 1766438),(30 1783039.3),(31 1793615.6),(32 1799677.8),(33 1802716.6),(34 1804493),(35 1808098.9),(36 1814444.8),(37 1819104.8),(38 1824659.4),(39 1828654.4),(40 1826522.6),(41 1814830.9),(42 1797644.5),(43 1778875),(44 1758476.5),(45 1736890),(46 1714413.1),(47 1695525.8),(48 1688160.4),(49 1693149.1),(50 1703221),(51 1713776.1),(52 1726894.9),(53 1743698.5),(54 1760590.3),(55 1779934.6),(56 1789318.4),(57 1789258.3),(58 1780427.8),(59 1762182.8),(60 1738306.5),(61 1707625.1),(62 1675119.6),(63 1643267.5),(64 1618315.8),(65 1601565.4),(66 1588600.8),(67 1583938.5),(68 1585657.4),(69 1593175.9),(70 1604964.3),(71 1614780.5),(72 1626160.1),(73 1634055.1),(74 1640095.1),(75 1646083.5),(76 1652409.1),(77 1654966.4),(78 1656556.5),(79 1660635.8),
(1 24171.6),(2 88673.58),(3 181805.83),(4 291593.66),(5 407021.34),(6 520078.44),(7 625577.94),(8 719799.06),(9 800247.56),(10 865065.06),(11 911444.25),(12 946657.25),(13 975531.94),(14 1000979.8),(15 1020695.8),(16 1036749.5),(17 1056307.8),(18 1080205.8),(19 1110954.5),(20 1145959.1),(21 1180240.6),(22 1213186.9),(23 1244459.9),(24 1278072),(25 1308581.9),(26 1335517),(27 1356887.1),(28 1373620.5),(29 1388036.5),(30 1401870.6),(31 1417795.4),(32 1432356.5),(33 1450541.4),(34 1466219.5),(35 1475634.8),(36 1478923.3),(37 1473926.9),(38 1458160.8),(39 1433190.3),(40 1401831.6),(41 1367687.4),(42 1335891.3),(43 1310182.3),(44 1293578),(45 1281093.5),(46 1274132.5),(47 1272236.5),(48 1278889.3),(49 1289183.3),(50 1297701.9),(51 1301634.6),(52 1305656),(53 1314755.6),(54 1324540.4),(55 1334030.3),(56 1339297.3),(57 1337805),(58 1330275.5),(59 1317605),(60 1309342.5),(61 1306475.3),(62 1307474.6),(63 1316046.8),(64 1325087.4),(65 1332523.5),(66 1338512.5),(67 1342010.5),(68 1342342.1),(69 1341741.8),(70 1340486.3),(71 1337331),(72 1335146.6),(73 1334002),(74 1334104.1),(75 1336174.8),(76 1339633.3),(77 1342274.6),(78 1343249.8),(79 1345168.8),
(1 23851.164),(2 86523.945),(3 175810.95),(4 278011.22),(5 383527.16),(6 486797.53),(7 581199.06),(8 663765.1),(9 734256.1),(10 793382.4),(11 838986.9),(12 874588.56),(13 902766.3),(14 924771.8),(15 942851.06),(16 960720),(17 979368),(18 999130.1),(19 1018331.06),(20 1033567.8),(21 1043111.25),(22 1050732.8),(23 1054119.3),(24 1058222.5),(25 1061739.8),(26 1069220.8),(27 1081509),(28 1097123.8),(29 1116699.6),(30 1141582.5),(31 1167905.1),(32 1192408),(33 1214753.9),(34 1232813.4),(35 1243400.4),(36 1240426.1),(37 1224244.5),(38 1197328.6),(39 1162929.4),(40 1127276.6),(41 1097081.6),(42 1076054.6),(43 1065450.6),(44 1066792.3),(45 1078573.9),(46 1094731.4),(47 1112972.6),(48 1128495.3),(49 1134959.8),(50 1135168),(51 1128927.6),(52 1122579.8),(53 1116241),(54 1109831.9),(55 1104654.8),(56 1100764.8),(57 1093703),(58 1087903.8),(59 1086319),(60 1090144.5),(61 1098720.8),(62 1110516.6),(63 1125921.4),(64 1136873.9),(65 1143035.3),(66 1144784.3),(67 1143118.3),(68 1142069.4),(69 1141323.4),(70 1138644.8),(71 1134446.5),(72 1131378.8),(73 1131949),(74 1135203.6),(75 1143077.1),(76 1150632.5),(77 1159551.9),(78 1167969.8),(79 1177595.4),
(1 24438.465),(2 89352.54),(3 183277.36),(4 293823.03),(5 412949.6),(6 534374.5),(7 648619.6),(8 750373),(9 838662.3),(10 911258.5),(11 967245.3),(12 1009882.94),(13 1041000.2),(14 1062961.1),(15 1075433.6),(16 1079648.5),(17 1080301.1),(18 1080829.1),(19 1080969.1),(20 1076604.8),(21 1070585.8),(22 1062874.4),(23 1054826.1),(24 1051539.3),(25 1053784.1),(26 1061291.5),(27 1075821.6),(28 1096052.3),(29 1119749.8),(30 1144536),(31 1164671.1),(32 1180923.5),(33 1184029.8),(34 1174069.4),(35 1151640.1),(36 1121974.5),(37 1091519.8),(38 1060919.8),(39 1032675),(40 1013165.3),(41 1003841.06),(42 1005735.6),(43 1017270.3),(44 1037302.7),(45 1064632.5),(46 1091479),(47 1114052.8),(48 1126470.1),(49 1122586.5),(50 1112122),(51 1099993.3),(52 1089440.9),(53 1082083),(54 1077512.1),(55 1074337.5),(56 1069240),(57 1062863.9),(58 1059120.9),(59 1058607.5),(60 1058086.4),(61 1054460.4),(62 1048128.06),(63 1044400.4),(64 1042089.75),(65 1036661.3),(66 1028064.2),(67 1020429.3),(68 1018474.9),(69 1020865.94),(70 1028163.2),(71 1039855.2),(72 1058283.3),(73 1080100.8),(74 1101944.3),(75 1119005.8),(76 1128504.1),(77 1132714.8),(78 1134793.4),(79 1131844.4),
