1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 35743.23),(2 98789.54),(3 168930.11),(4 258892.58),(5 369556.22),(6 451583.4),(7 538595.56),(8 628524.3),(9 692866.5),(10 727929),(11 762758.06),(12 817670.3),(13 853348.44),(14 894308.3),(15 945578.25),(16 999408.8),(17 1030121.8),(18 1053802),(19 1098626.9),(20 1123214.1),(21 1144571.9),(22 1147932.9),(23 1166932.9),(24 1157092.5),(25 1141526.6),(26 1149904.1),(27 1174470.5),(28 1169530.4),(29 1186531.5),(30 1217129.3),(31 1254209.5),(32 1334595.6),(33 1406774),(34 1467367.4),(35 1502769),(36 1566995),(37 1653533.9),(38 1730602.4),(39 1835855.4),(40 1964802.4),(41 2054592),(42 2149555),(43 2211270.3),(44 2309677),(45 2369492.5),(46 2424202.3),(47 2449697.8),(48 2504796.3),(49 2510439),(50 2539962.3),(51 2572880.5),(52 2621299.3),(53 2647377.5),(54 2731169),(55 2840482.3),(56 2933530.3),(57 3045830.3),(58 3204482),(59 3378081.3),(60 3539474.8),(61 3652608.8),(62 3795036.8),(63 3913239.3),(64 4039266.8),(65 4135471),(66 4203498.5),(67 4266993.5),(68 4367585.5),(69 4477463.5),(70 4584557.5),(71 4677721),(72 4783538.5),(73 4883433.5),(74 4996182),(75 5105633.5),(76 5208387.5),(77 5269212.5),(78 5294791.5),(79 5327500.5),
(1 2246.324),(2 3948.322),(3 4963.4766),(4 5494.3794),(5 5932.293),(6 6357.3447),(7 6704.3394),(8 6960.4824),(9 6984.365),(10 6968.1563),(11 6937.972),(12 7095.9097),(13 7209.337),(14 7312.9946),(15 7293.7427),(16 7374.033),(17 7527.3735),(18 7659.153),(19 7656.6),(20 7667.7324),(21 7703.2715),(22 7882.8477),(23 7913.7563),(24 7907.507),(25 7901.789),(26 7862.056),(27 8026.311),(28 8040.794),(29 8049.1997),(30 8044.3706),(31 8149.811),(32 8237.997),(33 8301.325),(34 8313.718),(35 8251.447),(36 8211.622),(37 8205.399),(38 8222.645),(39 8223.064),(40 8194.3125),(41 8198.737),(42 8276.953),(43 8266.748),(44 8326.301),(45 8365.467),(46 8398.091),(47 8427.081),(48 8419.6045),(49 8454.368),(50 8528.975),(51 8518.898),(52 8513.018),(53 8468.335),(54 8447.197),(55 8453.725),(56 8469.946),(57 8509.424),(58 8584.041),(59 8629.129),(60 8645.609),(61 8683.868),(62 8738.249),(63 8827.646),(64 8886.523),(65 8887.648),(66 8865.938),(67 8860.34),(68 8857.814),(69 8838.09),(70 8851.054),(71 8816.097),(72 8760.318),(73 8807.88),(74 8767.559),(75 8770.229),(76 8737.741),(77 8713.108),(78 8674.701),(79 8638.237),
(1 2144.0413),(2 3678.6492),(3 4682.498),(4 5226.413),(5 5631.959),(6 6013.9443),(7 6312.2607),(8 6494.7817),(9 6500.91),(10 6504.9243),(11 6471.8433),(12 6675.857),(13 6846.23),(14 6897.9023),(15 6901.643),(16 6960.8296),(17 7102.296),(18 7211.5825),(19 7301.04),(20 7327.027),(21 7423.0747),(22 7502.3467),(23 7552.1772),(24 7572.3027),(25 7551.639),(26 7498.8477),(27 7619.6294),(28 7615.173),(29 7605.272),(30 7565.2017),(31 7632.391),(32 7704.849),(33 7757.711),(34 7820.471),(35 7762.7),(36 7744.9565),(37 7784.7207),(38 7784.657),(39 7814.5737),(40 7888.61),(41 7972.21),(42 7956.244),(43 7984.1187),(44 8024.8794),(45 8052.573),(46 8068.632),(47 8081.376),(48 8153.4307),(49 8216.569),(50 8259.652),(51 8301.103),(52 8236.365),(53 8193.755),(54 8171.6304),(55 8140.395),(56 8110.404),(57 8088.226),(58 8058.9214),(59 8076.592),(60 8050.0713),(61 8038.257),(62 8108.6426),(63 8242.916),(64 8256.493),(65 8244.212),(66 8257.851),(67 8214.477),(68 8256.153),(69 8206.337),(70 8220.13),(71 8178.444),(72 8113.841),(73 8034.344),(74 8052.7163),(75 8086.277),(76 8048.9463),(77 8059.2544),(78 8135.9014),(79 8171.7524),
(1 2104.0854),(2 3624.9087),(3 4528.676),(4 4984.182),(5 5391.7153),(6 5809.2666),(7 6143.5884),(8 6340.2183),(9 6397.4487),(10 6423.742),(11 6497.1426),(12 6680.8003),(13 6773.0127),(14 6797.9043),(15 6822.544),(16 6788.722),(17 6962.3887),(18 7071.854),(19 7174.9087),(20 7213.5454),(21 7258.139),(22 7314.8057),(23 7427.962),(24 7489.587),(25 7469.946),(26 7406.0776),(27 7505.2295),(28 7551.9863),(29 7534.276),(30 7499.536),(31 7523.251),(32 7560.1963),(33 7605.701),(34 7661.375),(35 7672.868),(36 7724.2817),(37 7801.277),(38 7794.114),(39 7843.9575),(40 7890.1226),(41 7989.3447),(42 8059.2437),(43 8097.1455),(44 8059.9624),(45 7982.1294),(46 8031.7134),(47 8018.3076),(48 8032.219),(49 8117.5503),(50 8130.173),(51 8104.866),(52 8107.266),(53 8143.0864),(54 8152.1025),(55 8152.5713),(56 8129.101),(57 8090.085),(58 8014.091),(59 7986.848),(60 7916.718),(61 7842.505),(62 7869.9634),(63 7943.4155),(64 7945.193),(65 7911.472),(66 7932.15),(67 7982.1284),(68 8003.406),(69 7984.8613),(70 7975.4663),(71 7938.324),(72 7945.331),(73 7880.2153),(74 7897.2676),(75 7921.404),(76 7942.788),(77 7941.275),(78 8014.972),(79 8073.0024),
(1 2016.9279),(2 3424.0796),(3 4283.181),(4 4766.1963),(5 5141.2656),(6 5509.066),(7 5861.123),(8 6104.2305),(9 6171.5537),(10 6207.4766),(11 6371.976),(12 6555.565),(13 6600.827),(14 6598.6064),(15 6638.355),(16 6619.2876),(17 6730.636),(18 6838.7),(19 6855.766),(20 6894.155),(21 6976.719),(22 7043.7646),(23 7104.3496),(24 7058.81),(25 7004.2173),(26 6986.2344),(27 7081.1743),(28 7176.8477),(29 7162.5347),(30 7183.691),(31 7239.1846),(32 7335.1777),(33 7333.499),(34 7340.842),(35 7389.508),(36 7407.7124),(37 7444.5747),(38 7502.959),(39 7492.616),(40 7487.9307),(41 7499.9404),(42 7550.347),(43 7579.104),(44 7573.1743),(45 7644.65),(46 7718.6045),(47 7724.019),(48 7731.7573),(49 7782.961),(50 7787.9253),(51 7764.6343),(52 7811.4165),(53 7804.7695),(54 7798.64),(55 7881.638),(56 7872.3633),(57 7819.3433),(58 7791.283),(59 7769.705),(60 7765.021),(61 7715.494),(62 7702.947),(63 7712.6616),(64 7720.202),(65 7765.6416),(66 7781.814),(67 7788.8774),(68 7804.5864),(69 7868.6953),(70 7911.921),(71 7867.655),(72 7780.7344),(73 7742.2886),(74 7692.224),(75 7715.998),(76 7664.5054),(77 7636.7456),(78 7669.005),(79 7699.8765),
(1 1978.3704),(2 3370.168),(3 4261.453),(4 4761.942),(5 5112.838),(6 5480.96),(7 5873.499),(8 6093.713),(9 6175.3086),(10 6226.553),(11 6243.7646),(12 6301.8076),(13 6346.0674),(14 6382.896),(15 6387.623),(16 6395.098),(17 6530.566),(18 6524.803),(19 6562.9785),(20 6576.1304),(21 6640.9395),(22 6713.385),(23 6799.822),(24 6822.818),(25 6755.967),(26 6798.603),(27 6878.918),(28 6907.7666),(29 6975.3535),(30 7104.8105),(31 7139.5938),(32 7246.3535),(33 7328.419),(34 7365.734),(35 7360.0234),(36 7386.052),(37 7419.541),(38 7498.095),(39 7517.998),(40 7492.1216),(41 7523.564),(42 7529.292),(43 7542.8027),(44 7536.9155),(45 7631.477),(46 7709.4897),(47 7714.413),(48 7707.649),(49 7713.0034),(50 7788.629),(51 7728.138),(52 7649.7915),(53 7580.6133),(54 7635.3687),(55 7671.876),(56 7678.8423),(57 7687.6426),(58 7642.8433),(59 7625.867),(60 7556.1343),(61 7517.6406),(62 7493.3647),(63 7529.1514),(64 7528.714),(65 7534.042),(66 7512.979),(67 7476.1104),(68 7478.642),(69 7467.5684),(70 7501.7446),(71 7444.404),(72 7335.732),(73 7320.6875),(74 7303.7114),(75 7316.611),(76 7319.586),(77 7314.0376),(78 7358.5576),(79 7343.341),
(1 1912.5203),(2 3270.7273),(3 4138.1235),(4 4590.6523),(5 4896.428),(6 5203.018),(7 5522.018),(8 5758.5894),(9 5866.983),(10 5922.456),(11 5948.074),(12 6010.4727),(13 6118.2305),(14 6172.658),(15 6190.365),(16 6231.0903),(17 6342.9688),(18 6403.584),(19 6408.0654),(20 6393.181),(21 6463.1787),(22 6555.23),(23 6555.335),(24 6606.3823),(25 6577.575),(26 6622.4634),(27 6736.833),(28 6806.963),(29 6830.324),(30 6867.1772),(31 6863.1763),(32 6882.3926),(33 6908.38),(34 6945.383),(35 6927.643),(36 6917.8447),(37 6942.572),(38 6985.8867),(39 7082.5283),(40 7102.379),(41 7112.7563),(42 7177.4907),(43 7272.02),(44 7304.153),(45 7320.046),(46 7354.577),(47 7359.4346),(48 7412.3423),(49 7470.2915),(50 7562.3486),(51 7589.3447),(52 7523.61),(53 7495.64),(54 7526.2134),(55 7534.8374),(56 7549.976),(57 7523.466),(58 7395.6904),(59 7407.332),(60 7342.0576),(61 7286.11),(62 7257.3755),(63 7329.2217),(64 7381.555),(65 7462.719),(66 7417.7114),(67 7333.306),(68 7308.478),(69 7270.7974),(70 7357.854),(71 7344.9253),(72 7311.3257),(73 7286.8984),(74 7259.308),(75 7210.4814),(76 7178.7207),(77 7155.496),(78 7190.988),(79 7188.833),
(1 1913.9207),(2 3249.7517),(3 4101.909),(4 4521.1885),(5 4812.7646),(6 5079.343),(7 5318.0347),(8 5560.2925),(9 5631.9336),(10 5697.0493),(11 5799.3613),(12 5856.7285),(13 5894.804),(14 5915.572),(15 5951.109),(16 5971.9673),(17 6075.693),(18 6136.364),(19 6151.2236),(20 6145.991),(21 6208.5513),(22 6293.269),(23 6368.6855),(24 6400.873),(25 6333.574),(26 6348.0903),(27 6385.08),(28 6423.2085),(29 6475.8965),(30 6519.7563),(31 6524.384),(32 6533.131),(33 6553.1367),(34 6605.1816),(35 6637.295),(36 6600.776),(37 6640.5566),(38 6669.8726),(39 6854.3867),(40 6880.9873),(41 6918.6714),(42 6963.8174),(43 7027.576),(44 7052.4365),(45 7101.036),(46 7165.396),(47 7236.6772),(48 7280.735),(49 7342.617),(50 7317.9214),(51 7298.7085),(52 7171.166),(53 7096.3496),(54 7110.6797),(55 7087.6416),(56 7075.23),(57 7110.0444),(58 7112.436),(59 7113.1934),(60 7081.526),(61 7054.376),(62 7064.9956),(63 7128.254),(64 7081.943),(65 7037.6294),(66 7019.1826),(67 6961.0967),(68 6945.1387),(69 6859.178),(70 6863.216),(71 6843.223),(72 6803.448),(73 6795.4043),(74 6841.147),(75 6945.104),(76 6960.8647),(77 7001.509),(78 6983.9463),(79 7048.303),
(1 1843.4652),(2 3144.4287),(3 3958.3508),(4 4348.3174),(5 4666.533),(6 4946.6167),(7 5184.916),(8 5360.6846),(9 5378.5923),(10 5385.4614),(11 5374.1284),(12 5493.398),(13 5597.9116),(14 5552.703),(15 5546.882),(16 5617.944),(17 5768.4277),(18 5808.325),(19 5836.961),(20 5812.1587),(21 5809.908),(22 5883.5425),(23 5946.5874),(24 5950.853),(25 5924.049),(26 5905.4136),(27 5991.003),(28 5994.0615),(29 6039.284),(30 6115.0703),(31 6179.4033),(32 6202.2236),(33 6254.041),(34 6309.063),(35 6313.0347),(36 6297.4575),(37 6349.978),(38 6399.656),(39 6486.989),(40 6532.1084),(41 6549.8257),(42 6550.471),(43 6539.1343),(44 6568.618),(45 6630.2783),(46 6662.9756),(47 6657.256),(48 6689.07),(49 6683.958),(50 6677.7803),(51 6709.784),(52 6676.1147),(53 6653.3833),(54 6628.8887),(55 6658.361),(56 6683.5737),(57 6683.1523),(58 6681.139),(59 6657.271),(60 6644.5454),(61 6707.849),(62 6704.918),(63 6741.0977),(64 6696.123),(65 6682.515),(66 6678.6465),(67 6610.7773),(68 6644.628),(69 6602.2227),(70 6663.7974),(71 6663.0244),(72 6657.1045),(73 6633.434),(74 6581.104),(75 6635.6523),(76 6618.509),(77 6569.4854),(78 6507.026),(79 6547.7407),
(1 1807.5552),(2 3013.2053),(3 3745.3574),(4 4145.951),(5 4433.071),(6 4721.1357),(7 4925.202),(8 5010.756),(9 5048.074),(10 5046.8354),(11 5036.884),(12 5161.054),(13 5262.246),(14 5262.9517),(15 5308.694),(16 5400.0186),(17 5610.3394),(18 5665.0356),(19 5669.38),(20 5669.996),(21 5669.1294),(22 5733.6724),(23 5740.559),(24 5800.1904),(25 5800.611),(26 5834.6187),(27 5876.8643),(28 5868.7793),(29 5920.1978),(30 5943.5713),(31 6006.43),(32 6095.459),(33 6167.9565),(34 6271.7354),(35 6279.516),(36 6238.0835),(37 6213.6855),(38 6197.607),(39 6288.8086),(40 6295.883),(41 6291.224),(42 6296.942),(43 6288.305),(44 6320.091),(45 6303.663),(46 6307.657),(47 6297.912),(48 6316.7275),(49 6354.7393),(50 6426.1055),(51 6438.181),(52 6468.4707),(53 6494.5186),(54 6498.482),(55 6479.413),(56 6442.5186),(57 6459.758),(58 6492.8506),(59 6528.2065),(60 6508.7876),(61 6512.1606),(62 6501.806),(63 6582.3066),(64 6514.104),(65 6487.858),(66 6466.214),(67 6431.994),(68 6357.3774),(69 6313.387),(70 6306.9346),(71 6296.2437),(72 6297.3877),(73 6292.3994),(74 6230.45),(75 6221.1816),(76 6201.387),(77 6203.8022),(78 6216.5874),(79 6264.6284),
(1 1772.2501),(2 2899.3743),(3 3640.786),(4 4024.1726),(5 4321.288),(6 4568.805),(7 4747.571),(8 4898.6377),(9 4940.356),(10 4933.433),(11 4958.6685),(12 5122.991),(13 5294.474),(14 5377.633),(15 5375.781),(16 5407.682),(17 5530.166),(18 5640.7334),(19 5691.0513),(20 5716.184),(21 5808.6377),(22 5838.606),(23 5895.903),(24 5893.894),(25 5921.6646),(26 5901.608),(27 5968.788),(28 6009.9146),(29 5980.099),(30 6062.884),(31 6056.7324),(32 6104.2935),(33 6167.667),(34 6218.843),(35 6243.303),(36 6210.6733),(37 6192.631),(38 6184.129),(39 6266.5728),(40 6314.577),(41 6339.8667),(42 6329.3335),(43 6290.5996),(44 6254.4624),(45 6217.2207),(46 6224.3853),(47 6246.689),(48 6262.6094),(49 6281.706),(50 6336.0186),(51 6379.4663),(52 6408.9717),(53 6484.2397),(54 6482.75),(55 6516.365),(56 6514.3184),(57 6476.5894),(58 6488.8257),(59 6559.5146),(60 6562.733),(61 6551.5303),(62 6544.6563),(63 6603.025),(64 6580.272),(65 6494.9546),(66 6446.1025),(67 6421.806),(68 6389.072),(69 6384.9087),(70 6414.7793),(71 6424.0713),(72 6420.9575),(73 6367.612),(74 6353.3047),(75 6368.461),(76 6304.089),(77 6202.2026),(78 6218.274),(79 6267.94),
(1 1740.0387),(2 2860.4497),(3 3571.3206),(4 3900.5564),(5 4120.6294),(6 4373.0117),(7 4591.454),(8 4733.2095),(9 4784.9717),(10 4801.952),(11 4792.5513),(12 4903.9126),(13 5032.692),(14 5103.1216),(15 5114.6597),(16 5143.1943),(17 5205.688),(18 5287.3496),(19 5324.113),(20 5342.5293),(21 5399.1895),(22 5532.943),(23 5633.707),(24 5662.8906),(25 5653.1494),(26 5641.354),(27 5638.5425),(28 5685.4165),(29 5654.313),(30 5752.8447),(31 5860.016),(32 5938.2495),(33 6002.069),(34 6100.6836),(35 6110.2275),(36 6132.6963),(37 6092.89),(38 6085.088),(39 6130.0986),(40 6171.0493),(41 6192.5703),(42 6210.822),(43 6187.4814),(44 6236.025),(45 6208.1997),(46 6184.206),(47 6186.2666),(48 6158.008),(49 6198.5938),(50 6246.2056),(51 6255.2095),(52 6230.382),(53 6249.4087),(54 6224.109),(55 6217.5117),(56 6198.9956),(57 6144.4067),(58 6183.429),(59 6195.474),(60 6234.9214),(61 6204.768),(62 6212.774),(63 6266.5703),(64 6253.2505),(65 6188.4673),(66 6155.071),(67 6100.3325),(68 6056.352),(69 6072.42),(70 6147.3486),(71 6153.784),(72 6201.5107),(73 6185.674),(74 6184.2256),(75 6232.5176),(76 6200.93),(77 6173.1704),(78 6157.004),(79 6183.8984),
(1 1657.0342),(2 2773.0776),(3 3467.2253),(4 3813.3723),(5 4061.2102),(6 4290.0313),(7 4466.215),(8 4613.166),(9 4657.6665),(10 4731.662),(11 4747.7485),(12 4853.546),(13 4950.18),(14 4959.1133),(15 4926.1074),(16 4893.217),(17 4949.202),(18 5009.1743),(19 5010.3687),(20 5041.4453),(21 5100.3394),(22 5233.4063),(23 5303.1274),(24 5351.7544),(25 5314.931),(26 5330.699),(27 5360.123),(28 5375.076),(29 5328.3857),(30 5311.37),(31 5341.3022),(32 5404.7153),(33 5526.067),(34 5572.5664),(35 5544.314),(36 5510.8413),(37 5516.3364),(38 5527.9116),(39 5572.733),(40 5570.081),(41 5557.9976),(42 5572.223),(43 5570.881),(44 5580.69),(45 5592.7734),(46 5591.141),(47 5623.743),(48 5638.269),(49 5649.615),(50 5681.6553),(51 5707.7227),(52 5717.499),(53 5731.059),(54 5743.445),(55 5747.224),(56 5758.7974),(57 5762.8716),(58 5798.354),(59 5823.855),(60 5808.189),(61 5839.6855),(62 5863.793),(63 5877.894),(64 5841.9395),(65 5830.6875),(66 5783.037),(67 5758.295),(68 5755.9673),(69 5740.6387),(70 5788.6943),(71 5756.2993),(72 5769.1885),(73 5784.189),(74 5775.0625),(75 5821.1934),(76 5782.7544),(77 5769.0586),(78 5755.112),(79 5764.745),
(1 1617.3385),(2 2664.3955),(3 3319.6267),(4 3676.86),(5 3898.6365),(6 4143.167),(7 4305.0938),(8 4441.2188),(9 4422.8047),(10 4486.47),(11 4474.2275),(12 4557.7754),(13 4666.361),(14 4704.873),(15 4699.2095),(16 4788.272),(17 4911.7324),(18 4968.141),(19 4967.67),(20 4949.7197),(21 5026.914),(22 5088.1665),(23 5134.758),(24 5137.6313),(25 5138.749),(26 5147.498),(27 5198.358),(28 5161.908),(29 5159.149),(30 5172.6133),(31 5148.317),(32 5182.986),(33 5284.454),(34 5401.734),(35 5422.065),(36 5468.312),(37 5462.3203),(38 5479.443),(39 5540.81),(40 5532.127),(41 5592.2153),(42 5637.403),(43 5643.4756),(44 5661.562),(45 5688.8213),(46 5668.179),(47 5660.83),(48 5593.1816),(49 5597.9473),(50 5617.4585),(51 5643.5747),(52 5673.3096),(53 5696.4434),(54 5765.8667),(55 5745.128),(56 5726.067),(57 5726.3193),(58 5716.5796),(59 5736.281),(60 5701.546),(61 5725.9395),(62 5719.243),(63 5726.9365),(64 5724.8906),(65 5724.122),(66 5715.351),(67 5766.077),(68 5776.573),(69 5789.827),(70 5836.198),(71 5794.4526),(72 5804.808),(73 5776.0225),(74 5757.0923),(75 5732.8345),(76 5701.6563),(77 5675.162),(78 5697.323),(79 5716.097),
(1 1591.9381),(2 2594.4316),(3 3207.4993),(4 3529.732),(5 3751.5269),(6 4012.665),(7 4165.808),(8 4253.4365),(9 4304.04),(10 4366.557),(11 4408.7266),(12 4504.956),(13 4588.8174),(14 4608.7803),(15 4583.5923),(16 4653.3315),(17 4754.6294),(18 4755.4224),(19 4745.541),(20 4762.654),(21 4806.9683),(22 4930.6074),(23 4955.0835),(24 4948.392),(25 4897.728),(26 4910.413),(27 4910.351),(28 4949.852),(29 4930.684),(30 4937.0117),(31 4947.0405),(32 4981.9287),(33 4988.648),(34 5106.6846),(35 5156.275),(36 5204.0054),(37 5190.957),(38 5182.0273),(39 5230.884),(40 5244.467),(41 5301.0464),(42 5365.582),(43 5357.2886),(44 5347.521),(45 5391.8667),(46 5364.1206),(47 5350.1953),(48 5344.749),(49 5385.039),(50 5462.59),(51 5479.639),(52 5473.4404),(53 5497.397),(54 5510.521),(55 5499.0044),(56 5451.3813),(57 5423.9814),(58 5404.509),(59 5414.1826),(60 5398.074),(61 5399.9854),(62 5386.4263),(63 5441.575),(64 5445.3853),(65 5477.647),(66 5482.9126),(67 5502.2153),(68 5456.791),(69 5433.2065),(70 5472.5396),(71 5478.831),(72 5425.238),(73 5394.751),(74 5341.9185),(75 5329.8013),(76 5289.1143),(77 5313.541),(78 5322.317),(79 5342.682),
(1 1542.9755),(2 2517.3025),(3 3100.3616),(4 3344.3843),(5 3563.5232),(6 3778.9448),(7 3959.363),(8 4096.6313),(9 4193.7944),(10 4253.6143),(11 4318.1333),(12 4441.202),(13 4461.156),(14 4506.462),(15 4521.279),(16 4526.096),(17 4568.535),(18 4616.3745),(19 4593.707),(20 4576.99),(21 4573.498),(22 4657.583),(23 4655.7295),(24 4691.9165),(25 4654.8335),(26 4681.908),(27 4737.3125),(28 4793.5557),(29 4785.9155),(30 4764.0854),(31 4747.0454),(32 4729.2593),(33 4759.511),(34 4858.961),(35 4897.2188),(36 4922.4385),(37 4947.6045),(38 4969.734),(39 5073.9746),(40 5095.489),(41 5126.87),(42 5155.2944),(43 5206.089),(44 5190.742),(45 5160.9087),(46 5186.7935),(47 5152.6216),(48 5188.8687),(49 5226.4272),(50 5259.945),(51 5287.8726),(52 5272.097),(53 5269.973),(54 5258.8296),(55 5260.226),(56 5273.7437),(57 5258.008),(58 5280.7397),(59 5262.1367),(60 5221.777),(61 5208.1265),(62 5194.926),(63 5235.1055),(64 5249.08),(65 5267.933),(66 5251.954),(67 5202.813),(68 5212.569),(69 5230.6563),(70 5298.449),(71 5326.015),(72 5344.5674),(73 5331.01),(74 5310.0522),(75 5306.377),(76 5279.143),(77 5302.471),(78 5320.0454),(79 5364.6553),
(1 1526.5154),(2 2458.5327),(3 3005.9705),(4 3265.6433),(5 3495.895),(6 3737.5405),(7 3903.7126),(8 4062.335),(9 4120.495),(10 4146.1455),(11 4149.229),(12 4267.13),(13 4343.2793),(14 4370.7827),(15 4394.106),(16 4408.9097),(17 4457.1167),(18 4487.8364),(19 4450.1006),(20 4460.031),(21 4448.5977),(22 4463.102),(23 4510.27),(24 4511.2793),(25 4490.8857),(26 4516.463),(27 4564.7285),(28 4600.5176),(29 4555.413),(30 4485.8477),(31 4507.9414),(32 4542.654),(33 4614.429),(34 4684.6206),(35 4729.885),(36 4702.6987),(37 4659.617),(38 4703.6235),(39 4774.4097),(40 4759.2017),(41 4814.9385),(42 4826.679),(43 4819.2344),(44 4827.613),(45 4839.188),(46 4910.4873),(47 4889.852),(48 4855.8223),(49 4887.792),(50 4923.8066),(51 4983.7896),(52 5021.7446),(53 4999.979),(54 5010.5186),(55 5017.4634),(56 5069.54),(57 5071.4077),(58 5063.92),(59 5074.418),(60 5048.435),(61 5086.0425),(62 5108.456),(63 5200.693),(64 5178.6865),(65 5194.061),(66 5180.635),(67 5143.1147),(68 5141.2495),(69 5090.9883),(70 5081.08),(71 5075.2915),(72 5071.153),(73 5044.572),(74 5043.3647),(75 5094.2266),(76 5063.9014),(77 5086.74),(78 5122.664),(79 5180.617),
