1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11023.171),(2 28125.387),(3 42312.297),(4 51566.47),(5 57746.97),(6 63403.145),(7 66899.5),(8 70041.16),(9 73229.22),(10 75975.77),(11 78780.945),(12 81063.37),(13 82822.7),(14 83096.16),(15 82974.03),(16 82807.36),(17 83473.82),(18 84577.53),(19 85171.86),(20 85308.43),(21 85532.79),(22 85708.63),(23 85022.52),(24 84983.69),(25 84992.305),(26 85023.45),(27 85621.695),(28 86220.414),(29 86199.78),(30 86065.945),(31 85911.78),(32 85408.05),(33 85099.38),(34 84288.05),(35 83869.35),(36 83616.016),(37 83956.91),(38 84332.5),(39 84971.016),(40 85664.18),(41 85684.414),(42 85555.37),(43 85550.76),(44 86476.18),(45 87804.77),(46 88946.266),(47 90016.555),(48 91310.82),(49 92362.54),(50 92185.46),(51 92002.1),(52 92326.25),(53 92578.84),(54 92388),(55 92385.484),(56 91267.89),(57 90846.58),(58 91269.95),(59 91712.37),(60 91624.234),(61 91699.97),(62 91442.445),(63 90854.92),(64 91097.72),(65 91684.41),(66 92154.836),(67 91320.81),(68 91204.81),(69 91778.336),(70 91616),(71 91231.71),(72 90666.27),(73 90066.836),(74 89624.44),(75 89832.84),(76 89463.875),(77 89625.445),(78 90539.11),(79 90290.414),
(1 11342.889),(2 29461.127),(3 43938.605),(4 52776.75),(5 58468.43),(6 63479.027),(7 67134.34),(8 71012.22),(9 74268.46),(10 77283.22),(11 80101.51),(12 81487.64),(13 82710.82),(14 84092.75),(15 84941.875),(16 85331.26),(17 85457.39),(18 86556.66),(19 87148.81),(20 87199.02),(21 86404.805),(22 85294.57),(23 84440.09),(24 84602.35),(25 85020.555),(26 84861.12),(27 84990.28),(28 85086.21),(29 85027.516),(30 84814.21),(31 84596.06),(32 84336.58),(33 83856.41),(34 83756.13),(35 84557.74),(36 85059.18),(37 86295.18),(38 87689.84),(39 88290.22),(40 88676.195),(41 89548.92),(42 90700.84),(43 91485.914),(44 91766.22),(45 91629.34),(46 91057.78),(47 91182.34),(48 92120.086),(49 92705.65),(50 92632.81),(51 93638.06),(52 94346.18),(53 94845.97),(54 95571.97),(55 96870.97),(56 97383.56),(57 96331.1),(58 95613.95),(59 95226.93),(60 95481.38),(61 94874.97),(62 93799.484),(63 93473.53),(64 93485.516),(65 93160.69),(66 92768.29),(67 92166.38),(68 91101.48),(69 90750.06),(70 90779.02),(71 90527.58),(72 90483.21),(73 90743.92),(74 90854.78),(75 90867.94),(76 90271.07),(77 90435.53),(78 90225.91),(79 89567.02),
(1 10676.508),(2 27496.71),(3 41469.008),(4 49889.066),(5 55481.375),(6 59994.574),(7 62873.156),(8 65184.203),(9 67392.3),(10 69628.84),(11 72136.87),(12 74066.234),(13 75533.36),(14 76523.83),(15 77167.625),(16 77604.74),(17 77950.29),(18 78858.15),(19 79576.27),(20 79809.02),(21 79826.56),(22 79986.734),(23 80317.42),(24 80108.35),(25 79827.22),(26 79548.97),(27 79469.76),(28 79477.57),(29 79691.45),(30 80548.98),(31 81100.805),(32 81134.055),(33 80837.086),(34 80394.66),(35 80338.484),(36 81184.13),(37 81714.97),(38 81815.45),(39 82461.35),(40 82231.9),(41 82458.67),(42 83798.85),(43 84112.24),(44 83454.85),(45 82997.555),(46 83235.8),(47 84172.45),(48 85184.234),(49 85533.664),(50 85026.41),(51 85047.23),(52 84811.67),(53 84424.17),(54 84508.516),(55 84528.25),(56 84824.836),(57 84674),(58 84685.15),(59 84251.58),(60 84349.47),(61 85240.46),(62 85841.21),(63 86624.914),(64 86894.02),(65 86906.18),(66 86655.484),(67 85862.125),(68 85388.305),(69 85324.59),(70 85678.28),(71 85410.625),(72 85640.5),(73 85973.65),(74 86224.66),(75 86266.14),(76 86223.85),(77 86301.195),(78 86255.945),(79 86121.42),
(1 11263.022),(2 27897.246),(3 40780.473),(4 49276.13),(5 55599.266),(6 60847.547),(7 63382.492),(8 64743.574),(9 66079.08),(10 68147.65),(11 70599.29),(12 72678.48),(13 74677.28),(14 75830.38),(15 75776.98),(16 75579.055),(17 75280.43),(18 76027.29),(19 77768.85),(20 78651.21),(21 79527.164),(22 79595.33),(23 79689.21),(24 80065.1),(25 80456.586),(26 80745.86),(27 81251.73),(28 81969.75),(29 82256.64),(30 82307.53),(31 81911.39),(32 81641.37),(33 82121.88),(34 82413.01),(35 83100.89),(36 84199.89),(37 84860.39),(38 85438.734),(39 85787.336),(40 85353.62),(41 85056.84),(42 85375.93),(43 85562.03),(44 85607.586),(45 85639.92),(46 85371.01),(47 85116.39),(48 85317.89),(49 85571.04),(50 85323.055),(51 85041.35),(52 84918.54),(53 85137.805),(54 84994.12),(55 84750.8),(56 84969.47),(57 84573.64),(58 83997.52),(59 83039.984),(60 83372.516),(61 83621.61),(62 83994.4),(63 85035.57),(64 85947.57),(65 86575.76),(66 86477.67),(67 86885.24),(68 86767.7),(69 86457.305),(70 86201.39),(71 85476.914),(72 84597.086),(73 83938.57),(74 83160.734),(75 83117.95),(76 83073.22),(77 83184.2),(78 82603.87),(79 82087.24),
(1 10682.21),(2 27029.016),(3 39457.074),(4 47853.434),(5 53497.992),(6 57821.188),(7 60807.457),(8 63587.137),(9 65920.4),(10 68715.95),(11 70807.8),(12 71882.305),(13 72289.01),(14 72252.984),(15 72229.266),(16 72349.57),(17 73358.48),(18 74627.58),(19 75064.39),(20 75040.16),(21 74931.96),(22 74145.6),(23 73246.11),(24 72508.26),(25 73194.58),(26 74446.43),(27 76295.016),(28 77293.31),(29 76543.3),(30 76184.71),(31 75767.49),(32 75406.02),(33 75313.74),(34 75349.22),(35 75958.5),(36 76232.53),(37 76379.77),(38 76831),(39 77049.766),(40 77074.984),(41 76389.04),(42 76327.63),(43 76584.79),(44 76841.234),(45 76823.46),(46 76685.695),(47 76964.87),(48 77972.086),(49 79100.33),(50 79391.45),(51 79492.34),(52 79684.25),(53 80623.01),(54 81425.49),(55 81710.84),(56 82107.47),(57 82568.17),(58 82136.5),(59 82030.33),(60 81895.445),(61 81431.13),(62 81355.336),(63 82126.63),(64 83313.4),(65 83316.84),(66 82890.65),(67 82240.96),(68 82249.94),(69 81546.41),(70 81092.875),(71 80621.94),(72 79870.16),(73 79467.234),(74 79326.06),(75 79069.93),(76 78979.016),(77 78876.305),(78 78594.61),(79 78103.32),
(1 10527.756),(2 26412.887),(3 38693.234),(4 47206.676),(5 52423.95),(6 56417.66),(7 59654.254),(8 63066.477),(9 66482.086),(10 69709.02),(11 72138.24),(12 73953.28),(13 75010.69),(14 74972.85),(15 74970.984),(16 75123.69),(17 75882.55),(18 77275.55),(19 77996.35),(20 77720.05),(21 76985.234),(22 76169.06),(23 76174.125),(24 76394.13),(25 76690.77),(26 77618.72),(27 78292.21),(28 78782.46),(29 78857.016),(30 78772.414),(31 78461.664),(32 78629.43),(33 78632.57),(34 78243.78),(35 78221.07),(36 78423.76),(37 78215.57),(38 77694.1),(39 77610.42),(40 77309.94),(41 77021.49),(42 77635.78),(43 77986.164),(44 77994.81),(45 77307.1),(46 77433.516),(47 76949.45),(48 76948.05),(49 77445.43),(50 78192.625),(51 78546.66),(52 79324.98),(53 80264.05),(54 80785.61),(55 82106.34),(56 82521.766),(57 82519.74),(58 82543.83),(59 81841.57),(60 80983.07),(61 80897.44),(62 81588.84),(63 81967.586),(64 82117.73),(65 81914.945),(66 81744.2),(67 81689.29),(68 82060.29),(69 82139.31),(70 81751.38),(71 81414.555),(72 80805.664),(73 80138.555),(74 80563.86),(75 80471.63),(76 79906.96),(77 79567.93),(78 79289.71),(79 78740.28),
(1 10279.396),(2 25889.645),(3 37315.914),(4 44695.742),(5 49882.95),(6 53764.156),(7 56343.95),(8 58137.42),(9 60713.36),(10 63361.33),(11 65664.15),(12 66692.54),(13 67009.195),(14 67028.67),(15 66929.92),(16 66525.84),(17 66935.08),(18 68076.5),(19 68602.29),(20 68961.72),(21 69023.26),(22 69456.91),(23 70047.28),(24 70275.17),(25 70738.22),(26 70816.29),(27 71497.625),(28 72068.375),(29 72168.76),(30 72599.984),(31 72310.27),(32 72021.85),(33 72026.21),(34 72149.08),(35 72038.89),(36 72161.48),(37 72260.04),(38 72478.08),(39 72989.76),(40 72914.14),(41 72508.12),(42 71919.88),(43 71570.984),(44 72214.2),(45 73362.375),(46 74277.21),(47 74298.19),(48 74589.164),(49 74976.59),(50 74690.484),(51 74577.125),(52 74498.47),(53 74788.74),(54 75322.766),(55 75656.766),(56 75366.76),(57 75422.305),(58 74918.36),(59 74276.14),(60 74568.39),(61 75566.81),(62 76493.94),(63 76999.24),(64 77559.17),(65 77873.56),(66 78716.79),(67 79120.06),(68 78972.65),(69 79025.93),(70 78907.63),(71 78492.016),(72 78370.14),(73 77885.06),(74 77896.21),(75 77776.734),(76 77705.37),(77 78082.98),(78 78622.43),(79 78463.86),
(1 10029.142),(2 25260.283),(3 36530.93),(4 44211.563),(5 49289.965),(6 52720.367),(7 54853.168),(8 56773.625),(9 58332.813),(10 60346.258),(11 62628.074),(12 64625.703),(13 65444.016),(14 65384.74),(15 65408.344),(16 65861.36),(17 66840.09),(18 68760.9),(19 69558.41),(20 69378.47),(21 68893.43),(22 68978.02),(23 68827.33),(24 69084.74),(25 69446.81),(26 69412.34),(27 69524.47),(28 69762.195),(29 69644.51),(30 69534.055),(31 68915.195),(32 68822.516),(33 69013.1),(34 69126.8),(35 69072.02),(36 68721.5),(37 68481.77),(38 67837.25),(39 68041.13),(40 68635.9),(41 68991.164),(42 69162.47),(43 70005.98),(44 71131.945),(45 72001.95),(46 72453.48),(47 73096.1),(48 73541.336),(49 73278.84),(50 72795.41),(51 72725.32),(52 73362.1),(53 74154.805),(54 75628.055),(55 77059.41),(56 77610.89),(57 77420.72),(58 77134.22),(59 77137.305),(60 77489.49),(61 77818.07),(62 77903.03),(63 78247.93),(64 78261.4),(65 78451.59),(66 78351.45),(67 78050.445),(68 77127.18),(69 76572.695),(70 76227.984),(71 76193.69),(72 76505.41),(73 76793.08),(74 77277.17),(75 77320.34),(76 77068.055),(77 77050.766),(78 77657.63),(79 77935.945),
(1 9606.747),(2 23840.254),(3 34851.8),(4 41900.727),(5 46799.367),(6 50850.508),(7 53434.52),(8 54864.273),(9 56126.73),(10 57551.51),(11 59534.39),(12 61199.152),(13 62360.953),(14 63152.793),(15 63791.316),(16 64677.695),(17 65784.26),(18 66965.32),(19 67491.15),(20 68308.555),(21 68204.586),(22 67836.61),(23 67624.75),(24 67682.086),(25 68142.73),(26 68586.04),(27 68494.61),(28 68134.336),(29 68508.445),(30 68797.87),(31 68883.98),(32 69266.04),(33 70224.19),(34 70715.41),(35 70368.58),(36 69987.71),(37 69912.27),(38 69691.93),(39 70564.516),(40 71123.734),(41 71409.01),(42 71809.555),(43 72208.16),(44 72477.836),(45 73168.77),(46 73433.65),(47 73342.04),(48 73275.66),(49 72741.71),(50 72992.87),(51 73375.23),(52 74271.38),(53 75299.66),(54 76353.266),(55 76976.46),(56 77030.2),(57 76097.016),(58 75689.164),(59 76074),(60 75810.59),(61 75748.66),(62 75983.91),(63 75159.68),(64 74555.28),(65 74241.914),(66 74105.95),(67 74055.08),(68 74255.46),(69 74261.516),(70 74153.13),(71 74220.53),(72 74156.11),(73 74898.23),(74 75304.836),(75 75507.79),(76 74959.734),(77 74213.016),(78 73809.07),(79 73931.164),
(1 9376.507),(2 23363.602),(3 34249.113),(4 40723.324),(5 45029.09),(6 48327.72),(7 50663.484),(8 52676.293),(9 54359.63),(10 56206.17),(11 58145.83),(12 59510.977),(13 60121.46),(14 60339.605),(15 60928.484),(16 62247.164),(17 63387.64),(18 64387.645),(19 65078.355),(20 65952.27),(21 66315.695),(22 67071.55),(23 67384.57),(24 67345.65),(25 67375.695),(26 67627.586),(27 68110.664),(28 68167.76),(29 68201.09),(30 68696.45),(31 69419.48),(32 70247.85),(33 70810.12),(34 71258.18),(35 71253.5),(36 70674.91),(37 69882.71),(38 69097.3),(39 68816.734),(40 68558.76),(41 68184.24),(42 67887.35),(43 67661.71),(44 67891.12),(45 68441.36),(46 69133.39),(47 69869.305),(48 70240.19),(49 70173.31),(50 70387.625),(51 70759.71),(52 71207.31),(53 71564.4),(54 72029.44),(55 73044.484),(56 73648.92),(57 73732.87),(58 73114.734),(59 72650.49),(60 72160.67),(61 71642.77),(62 71719.96),(63 72036.41),(64 71849.46),(65 71503.55),(66 70868),(67 70592.08),(68 70625.734),(69 70862.125),(70 71052.984),(71 71379.04),(72 72086.12),(73 72348.86),(74 72216.62),(75 71604.64),(76 71246.92),(77 71206.05),(78 71318.37),(79 71869.35),
(1 9583.706),(2 23658.57),(3 34031.29),(4 39862.445),(5 43863.887),(6 46640),(7 49156.973),(8 51103.633),(9 53520.52),(10 55630.746),(11 57051.598),(12 57734.395),(13 58334.758),(14 58398.117),(15 58811.195),(16 59698.164),(17 61052.37),(18 62915.83),(19 63178.297),(20 63179.785),(21 63533.527),(22 63733.137),(23 64133.53),(24 64936.203),(25 65630.8),(26 65936.56),(27 65886.35),(28 65723.57),(29 65162.48),(30 64772.87),(31 64650.92),(32 64782.527),(33 64771.92),(34 64992.367),(35 65311.188),(36 65002.082),(37 63942.17),(38 62980.555),(39 62604.574),(40 62797.13),(41 62888.344),(42 63159.715),(43 62962.94),(44 63002.617),(45 63056.484),(46 63268.86),(47 63464.24),(48 64160.785),(49 64554.25),(50 64237.723),(51 64510.934),(52 64917.543),(53 64730.426),(54 65107.105),(55 65913.445),(56 65904.25),(57 66012.88),(58 66656.59),(59 66739.41),(60 66202.59),(61 66194.96),(62 66354.47),(63 66832.79),(64 66783.336),(65 67119.9),(66 67567.03),(67 67926.43),(68 68486.42),(69 68849.02),(70 69044.52),(71 69028.26),(72 69288.625),(73 69310.164),(74 69343.36),(75 69192.08),(76 68840.914),(77 69057.53),(78 69486.46),(79 70202.03),
(1 9597.38),(2 23870.887),(3 34631.805),(4 41244.46),(5 44963.21),(6 47612.816),(7 49823.55),(8 52120.297),(9 54301.195),(10 56355.656),(11 58189.87),(12 59467.94),(13 60058.01),(14 59888.3),(15 59828.273),(16 60206.17),(17 60683.598),(18 61998.58),(19 62599.324),(20 63135.61),(21 62680.805),(22 62689.895),(23 63200.047),(24 63219.207),(25 63430.863),(26 63683.977),(27 63183.26),(28 62471.563),(29 61959.9),(30 61855.875),(31 61313.9),(32 61624.906),(33 61980.195),(34 62541.824),(35 62817.824),(36 62205.883),(37 62160.457),(38 61955.473),(39 61834.813),(40 62074.105),(41 62774.285),(42 63361.887),(43 63489.965),(44 63462.71),(45 63036.633),(46 62764.484),(47 62873.74),(48 62860.176),(49 63047.188),(50 63464.543),(51 64040.848),(52 64889.734),(53 65456.85),(54 65886.93),(55 66250.97),(56 66677.59),(57 66847.81),(58 67597.625),(59 68178.914),(60 67815.08),(61 67468.125),(62 66656.79),(63 65684.53),(64 65074.035),(65 64965.773),(66 65269.16),(67 65491.273),(68 65447.83),(69 64623.39),(70 64439.17),(71 64121.438),(72 64231.758),(73 64598.457),(74 64600.875),(75 64839.76),(76 64903.52),(77 65126.41),(78 65491.848),(79 66166.625),
(1 9244.638),(2 22783.166),(3 33121.605),(4 39319.867),(5 43002.23),(6 46042.082),(7 48588.547),(8 50897.72),(9 52761.1),(10 54682.242),(11 56081.887),(12 57114.723),(13 57663.332),(14 58101.887),(15 59148.195),(16 60533.22),(17 61183.902),(18 61647.77),(19 61594.355),(20 61563.754),(21 61117.293),(22 60923.293),(23 61077.637),(24 61614.777),(25 62584.793),(26 63173.95),(27 62853.754),(28 62011.207),(29 61588.32),(30 61964.656),(31 62127.793),(32 62358.38),(33 62385.51),(34 62153.918),(35 61784.54),(36 61292.01),(37 61130.79),(38 61661.69),(39 62096.84),(40 62338.184),(41 62611.035),(42 62306.375),(43 62121.887),(44 61522.06),(45 61023.242),(46 60877.316),(47 60954.035),(48 60983.906),(49 61113.45),(50 60985.21),(51 61736.156),(52 62514.56),(53 63286.535),(54 64484.9),(55 65344.04),(56 64974.125),(57 64467.414),(58 64652.254),(59 64465.613),(60 63811.723),(61 63820.914),(62 64072.33),(63 63972.656),(64 63724.027),(65 64017.656),(66 64701.16),(67 64869.81),(68 64878.965),(69 64336.563),(70 64290.996),(71 64675.31),(72 65659.44),(73 66351.31),(74 67424.78),(75 67766.47),(76 67480.41),(77 67189.49),(78 67479.31),(79 67383.38),
(1 9416.216),(2 23326.445),(3 33549.92),(4 39288.324),(5 42939.15),(6 46320.42),(7 48922.15),(8 50945.73),(9 53161.31),(10 55243.57),(11 56929.05),(12 57655.824),(13 58367.418),(14 59198.855),(15 60892.44),(16 62309.04),(17 62636.22),(18 63335.383),(19 63215.21),(20 62793.27),(21 62196.855),(22 61975.297),(23 62256.695),(24 62972.754),(25 63486.17),(26 63209.848),(27 62779.496),(28 61910.938),(29 61451.984),(30 61627.53),(31 61863.15),(32 61970.504),(33 62224.152),(34 62088.188),(35 61781.004),(36 61073.395),(37 60877.652),(38 61303.152),(39 61586.848),(40 62023.84),(41 62912.57),(42 63149.547),(43 63242.324),(44 62976.152),(45 62887.453),(46 63190.72),(47 63727.473),(48 64179.85),(49 64480.133),(50 64269.48),(51 64365.688),(52 64838.766),(53 65377.805),(54 65666.12),(55 65550.84),(56 65488.582),(57 65587.22),(58 65692.56),(59 65661.54),(60 65615.26),(61 65264.59),(62 64629.234),(63 64443.32),(64 64712.547),(65 64994.36),(66 64473.137),(67 64328.75),(68 64031.688),(69 64309.902),(70 64945.004),(71 64959.902),(72 64974.2),(73 64825.79),(74 65204.996),(75 65516.863),(76 66357.9),(77 66511.6),(78 66558.25),(79 66719.83),
(1 9218.8545),(2 22499.016),(3 32665.541),(4 38855.45),(5 42232.418),(6 44848.027),(7 46766.12),(8 49024.36),(9 51335.242),(10 52923.977),(11 54165.03),(12 54146.426),(13 53657.863),(14 53600.07),(15 54231.227),(16 55406.617),(17 56771.094),(18 57871.676),(19 57717.402),(20 57233.723),(21 56925.184),(22 57313.17),(23 58311.59),(24 58988.598),(25 59351.996),(26 59372.023),(27 58808.363),(28 58281.863),(29 58503.066),(30 58559.742),(31 58926.746),(32 59477.625),(33 59488.355),(34 59378.645),(35 59476.355),(36 59303.195),(37 59411.824),(38 59953.24),(39 60296.29),(40 60333.215),(41 60288.07),(42 60352.984),(43 60128.945),(44 60065.324),(45 60152.31),(46 60338.938),(47 60655.05),(48 60937.664),(49 61077.69),(50 60628.59),(51 60854.55),(52 61506.484),(53 61753.855),(54 62093.637),(55 62883.97),(56 63640.984),(57 64133.004),(58 64206.785),(59 64310.08),(60 63839.785),(61 63086.76),(62 62769.984),(63 63137.938),(64 63561.89),(65 64027.098),(66 64664.574),(67 65003.902),(68 64965.484),(69 64551.684),(70 64109.93),(71 64048.645),(72 63900.87),(73 63130.8),(74 62958.402),(75 62935.344),(76 63020.574),(77 63254.36),(78 63580.8),(79 63607.27),
(1 9251.83),(2 22205),(3 31826.45),(4 37732.164),(5 41298.965),(6 44155.484),(7 46485.086),(8 48782.234),(9 50953.46),(10 52479.793),(11 53697.926),(12 53768.59),(13 53166.926),(14 53142.82),(15 52782.875),(16 52974.355),(17 53420.383),(18 54250.137),(19 54576.285),(20 54756.496),(21 54315.906),(22 54276.855),(23 55355.348),(24 56415.758),(25 56495.27),(26 55334.977),(27 54847.984),(28 54754.484),(29 54690.832),(30 54842.586),(31 55369.41),(32 55937.676),(33 55823.6),(34 55366.395),(35 54689.363),(36 54852.938),(37 55368.95),(38 55633),(39 55959.152),(40 56740.355),(41 57201.938),(42 57397.715),(43 57469.4),(44 57398.297),(45 57065.92),(46 57013.18),(47 57432.01),(48 58234.37),(49 58449.414),(50 57985.4),(51 58085.973),(52 58131.816),(53 57623.445),(54 57204.465),(55 57813.59),(56 58667.4),(57 59285.695),(58 59415.063),(59 59682.445),(60 59785.984),(61 59867.81),(62 59663.594),(63 59540.785),(64 59441.55),(65 59542.926),(66 59873.77),(67 60035.42),(68 60029.844),(69 60251.676),(70 60072.297),(71 60149.684),(72 60446.348),(73 60661.746),(74 61040.316),(75 61206.652),(76 61414.625),(77 61565.305),(78 61639.527),(79 61770.715),
(1 9094.967),(2 21989.037),(3 31095.34),(4 35989.88),(5 38900.652),(6 41535.977),(7 43468.875),(8 45254.438),(9 47093.848),(10 48726.367),(11 49557.22),(12 49934.79),(13 49901.18),(14 50215.65),(15 50317.234),(16 50582.715),(17 51359.535),(18 51945.367),(19 52258.88),(20 52337.855),(21 52440.484),(22 53215.867),(23 54432.43),(24 55023.297),(25 55560.547),(26 55907.418),(27 55687.516),(28 55501.063),(29 55075.05),(30 54543.67),(31 54799.67),(32 55366.586),(33 55706.18),(34 55421.83),(35 55213.867),(36 55608.855),(37 56513.72),(38 56363.234),(39 56215.62),(40 56026.926),(41 56089.27),(42 55470.035),(43 54547.508),(44 54080.21),(45 54014.285),(46 54586.23),(47 55362.258),(48 55954.6),(49 55748.793),(50 56055.043),(51 56478.055),(52 56543.246),(53 56723.71),(54 56596.19),(55 56619.664),(56 57510.75),(57 58483.742),(58 59133.28),(59 58796.29),(60 58803.586),(61 59127.805),(62 59169.637),(63 59571.34),(64 59807.258),(65 59781.4),(66 59646.445),(67 59395.703),(68 59979.004),(69 61025.336),(70 61699.7),(71 62116.156),(72 62431.145),(73 61721.66),(74 61526.523),(75 61755.34),(76 61794.14),(77 61962.7),(78 62116.016),(79 62167.855),
(1 9023.455),(2 21639.088),(3 30410.396),(4 35229.293),(5 37848.7),(6 40075.01),(7 41992.31),(8 44001.83),(9 45778.387),(10 47291.316),(11 48415.473),(12 48889.58),(13 48354.945),(14 48244.93),(15 48946.71),(16 50055.2),(17 51058.9),(18 51554.105),(19 51466),(20 51300.824),(21 51260.473),(22 52005.42),(23 53050.39),(24 53558.316),(25 53554.02),(26 53150.273),(27 53346.773),(28 53881.758),(29 53964.434),(30 53804.824),(31 53529.81),(32 53187.12),(33 53076.563),(34 52800.97),(35 52548.434),(36 52977.504),(37 53233.7),(38 53098.332),(39 53715.836),(40 53938.73),(41 54319.2),(42 54602.266),(43 53976.496),(44 53758.746),(45 53772.133),(46 54243.645),(47 54545.78),(48 54884.8),(49 54266.49),(50 54001.94),(51 54242.227),(52 54174.965),(53 54595.496),(54 54573.816),(55 54721.387),(56 55107.734),(57 55082.668),(58 54987.07),(59 55356.586),(60 55646.617),(61 55627.73),(62 55926.7),(63 56362.117),(64 56551.895),(65 56420.316),(66 56583.438),(67 56597.242),(68 57046.24),(69 56806.242),(70 56814.645),(71 56879.414),(72 57010.266),(73 57374.89),(74 57875.18),(75 58514.24),(76 58475.21),(77 58502.926),(78 58282.984),(79 58270.535),
