1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7576.91),(2 21768.705),(3 45630.387),(4 70960.73),(5 101285.48),(6 136511.03),(7 175540.95),(8 225951.8),(9 283540.72),(10 340751.16),(11 406329.5),(12 473646.75),(13 564699.3),(14 656580.44),(15 763811),(16 865850.56),(17 975373.8),(18 1082824),(19 1205350.1),(20 1322107.9),(21 1444901),(22 1558679.9),(23 1671198.5),(24 1774918.9),(25 1886094),(26 1995419.9),(27 2123185),(28 2246086.8),(29 2354830.8),(30 2455114.8),(31 2521281.8),(32 2576751),(33 2657502.3),(34 2730145.3),(35 2812722),(36 2890453.8),(37 2971611.3),(38 3042280.8),(39 3128059),(40 3197452.8),(41 3285604.8),(42 3362763),(43 3464036.8),(44 3580076.3),(45 3699278.8),(46 3825633.3),(47 3978969.3),(48 4150686.8),(49 4361102),(50 4546998),(51 4787552),(52 4995018.5),(53 5295973.5),(54 5562700.5),(55 5843246.5),(56 6115394.5),(57 6396952.5),(58 6689878),(59 6991916),(60 7298752),(61 7667769.5),(62 8066513.5),(63 8469143),(64 8839437),(65 9209713),(66 9549711),(67 9873103),(68 10157612),(69 10467191),(70 10796734),(71 11149065),(72 11486380),(73 11827972),(74 12150493),(75 12474912),(76 12736947),(77 12977875),(78 13210663),(79 13426781),
(1 29905.879),(2 74127.04),(3 99474.48),(4 114431.94),(5 122955.67),(6 131361.1),(7 134810.67),(8 139806.78),(9 146579.44),(10 151277.16),(11 154410.64),(12 156399.94),(13 153785.38),(14 150612.19),(15 150471.23),(16 158496.53),(17 160595.83),(18 161991.2),(19 166741.56),(20 175402.89),(21 178345.1),(22 178894.67),(23 181244.98),(24 184612.23),(25 190514.81),(26 195544.23),(27 201245.75),(28 198702.66),(29 198712.2),(30 205348.75),(31 211770.6),(32 212802.16),(33 213346.72),(34 220649.06),(35 231179.17),(36 234603.55),(37 235225.66),(38 239532.52),(39 242888.83),(40 242532.2),(41 244617.88),(42 248559.25),(43 253352.61),(44 257043.61),(45 255270.8),(46 250923.45),(47 251569.9),(48 252143.9),(49 254460.05),(50 258353.39),(51 259140.52),(52 260615.88),(53 263722.22),(54 261537.9),(55 260572.45),(56 263226.38),(57 264702.16),(58 267047.13),(59 269774.56),(60 271147.16),(61 269136.78),(62 264578.72),(63 260167.17),(64 256982.81),(65 255113.47),(66 255957.98),(67 257820.13),(68 257659.69),(69 258408.23),(70 257813.42),(71 257994.13),(72 260248.83),(73 260036.66),(74 256672.25),(75 256074.2),(76 256725.28),(77 256319.8),(78 255211.84),(79 253903.13),
(1 28713.223),(2 68237.516),(3 93259.42),(4 110442.195),(5 119049.96),(6 129621.45),(7 132240.36),(8 135255.28),(9 139065.81),(10 144157.25),(11 150275.67),(12 153617.25),(13 153426.78),(14 153931.03),(15 156125.77),(16 158888.58),(17 159758.72),(18 167133.97),(19 178979.38),(20 188660.36),(21 191784.45),(22 192404.63),(23 190723.19),(24 190839.48),(25 195010.66),(26 201004.28),(27 201382.33),(28 201098.8),(29 206006.7),(30 214575.47),(31 214385.47),(32 213969.72),(33 220191.56),(34 229592.28),(35 234632.08),(36 238305.38),(37 242472.25),(38 244031.92),(39 244170.89),(40 244413.28),(41 247537.39),(42 252219.13),(43 256269.22),(44 259302.13),(45 258500.28),(46 255711.52),(47 256597.73),(48 262213.7),(49 266436.84),(50 266503.1),(51 263432.6),(52 261064.81),(53 262369.9),(54 262418.44),(55 261068.55),(56 262609.6),(57 261253.81),(58 258308.98),(59 259999.16),(60 262723.34),(61 260548.1),(62 257352.66),(63 256170.03),(64 255881.08),(65 252495.94),(66 248449.7),(67 248967.89),(68 252492.84),(69 254629.39),(70 255629.2),(71 255999.73),(72 256932.9),(73 256887.72),(74 256356.42),(75 254396.58),(76 253558.36),(77 254058.92),(78 253801),(79 253245.73),
(1 30211.934),(2 70132.25),(3 91623.836),(4 105011.72),(5 116191.39),(6 124545.72),(7 123523.7),(8 125107.93),(9 128080.72),(10 132506.19),(11 139326.33),(12 144389.36),(13 146222.38),(14 146386.02),(15 149804.48),(16 153244.4),(17 154765.1),(18 159923.05),(19 166985.34),(20 173646.67),(21 176706.73),(22 177451.36),(23 177047.3),(24 179375.52),(25 185405.6),(26 189593.66),(27 187070.22),(28 186913.47),(29 193189.61),(30 197009.19),(31 198257.58),(32 202815.7),(33 208943.66),(34 209928.55),(35 210660.22),(36 214120.9),(37 213764.83),(38 214984.84),(39 220569.34),(40 222528.95),(41 225207.22),(42 229827.92),(43 232804.3),(44 235804.06),(45 239778.97),(46 240919.02),(47 241193.58),(48 246878.81),(49 251505.88),(50 251409.17),(51 251950.81),(52 254350.31),(53 255616.53),(54 255705.06),(55 257106.55),(56 259458.75),(57 258530.22),(58 259678.39),(59 263652.1),(60 260614.98),(61 254618.13),(62 252921.1),(63 253366.64),(64 253203.8),(65 253327.72),(66 253843.05),(67 255261.58),(68 256952.23),(69 257518.83),(70 258610.02),(71 258085.13),(72 257474.02),(73 257826.44),(74 259955.86),(75 261419.14),(76 259377.81),(77 254319.56),(78 250450.39),(79 249552.31),
(1 29995.805),(2 68025.44),(3 84354.44),(4 95996.86),(5 108206.086),(6 120354.04),(7 122436.1),(8 126130.125),(9 129426.66),(10 130308.62),(11 130222.14),(12 132987.13),(13 136057.25),(14 135762.9),(15 139827.56),(16 143834.97),(17 147906.8),(18 151621.38),(19 161048.95),(20 164926.38),(21 165807.58),(22 166355.77),(23 166945.94),(24 170468.8),(25 176286.08),(26 183204),(27 187878.14),(28 190645.63),(29 197104.39),(30 201656.1),(31 201165.03),(32 202667.61),(33 207557.8),(34 208329.45),(35 209254.2),(36 216396.05),(37 221918.83),(38 220989.28),(39 222231.34),(40 226877.64),(41 229423.95),(42 233005.33),(43 236717.47),(44 240646.38),(45 242130.47),(46 238471.25),(47 239992.02),(48 241316.6),(49 241109.16),(50 243875.27),(51 245848.13),(52 247442.23),(53 251390.94),(54 253835.17),(55 255799.25),(56 258183.03),(57 257043.17),(58 258051.94),(59 260119.77),(60 257593.63),(61 256228.94),(62 257433.77),(63 254274.25),(64 251004.13),(65 250771.98),(66 251935.4),(67 253149.17),(68 252237.7),(69 254625.06),(70 257003.84),(71 254950.22),(72 254033.83),(73 253900.52),(74 253016.97),(75 251687.56),(76 247912.52),(77 243189.34),(78 243180.95),(79 243250.94),
(1 28591.227),(2 65862.56),(3 86348.96),(4 97293.914),(5 108014.89),(6 116189.91),(7 118399.64),(8 124566.27),(9 128729.43),(10 131313.17),(11 136210.05),(12 139110.98),(13 140320.61),(14 140544.42),(15 148626.19),(16 151934.4),(17 154843.7),(18 160313.33),(19 166488.31),(20 165284.3),(21 164899.02),(22 170809.38),(23 173890.6),(24 173815.83),(25 178391.94),(26 183436.08),(27 183474.28),(28 189271.19),(29 198275.02),(30 199355.77),(31 197399.78),(32 204585.66),(33 210447.13),(34 209761.33),(35 211597.92),(36 221603.61),(37 227685.48),(38 227766.06),(39 230398.36),(40 232645.8),(41 234143.02),(42 237564.83),(43 237514.25),(44 238221.64),(45 242400.67),(46 243729.56),(47 246133.3),(48 246380.53),(49 244556.19),(50 249539.1),(51 252149.17),(52 253287.23),(53 257949.08),(54 259446.5),(55 259923.6),(56 261941.44),(57 263395.7),(58 262606.38),(59 261134.88),(60 260420.5),(61 259686.95),(62 259436.83),(63 260152.7),(64 260033.14),(65 256276.44),(66 253077.81),(67 252666.36),(68 252417.48),(69 249778.42),(70 247376.77),(71 247230.66),(72 247369.06),(73 246362.5),(74 246037.23),(75 244190.08),(76 240748.84),(77 239010.9),(78 236927.88),(79 233984.31),
(1 26242.18),(2 61140.563),(3 83600.07),(4 96477.52),(5 104326.12),(6 112399.58),(7 116077.984),(8 120727.55),(9 122863.17),(10 125385.914),(11 130689.91),(12 132766.98),(13 133890.3),(14 134964.83),(15 138584.58),(16 140668.8),(17 145567.9),(18 152068.4),(19 157588.19),(20 158910.34),(21 160690.19),(22 163584.6),(23 166515.13),(24 169640.25),(25 175218.95),(26 179321.19),(27 181602.67),(28 187138.11),(29 191749.13),(30 194532.1),(31 198309.52),(32 202536.45),(33 203520),(34 203993.39),(35 207978.81),(36 213271.67),(37 215435.28),(38 218180.19),(39 224655.06),(40 230680.39),(41 234214.39),(42 233829.88),(43 232321.27),(44 233240.03),(45 235665.34),(46 236570.7),(47 238207.52),(48 240282.98),(49 242757.94),(50 243637.58),(51 244480.53),(52 245672.16),(53 247630.7),(54 249444.3),(55 251864.84),(56 254013.33),(57 252809.33),(58 252340.95),(59 252683.52),(60 251597.47),(61 249938.28),(62 248228.31),(63 247918.34),(64 247515.3),(65 246194.89),(66 243763.14),(67 244468.86),(68 242250.48),(69 239834.31),(70 240095.11),(71 244102.95),(72 248046.77),(73 248112.52),(74 247101.47),(75 243165.58),(76 239319.16),(77 239250.4),(78 240826.7),(79 245101.81),
(1 26094.348),(2 60119.457),(3 79043.65),(4 89859.42),(5 99011.73),(6 102950.27),(7 102008.09),(8 105501.51),(9 108006.94),(10 111450.016),(11 116073.516),(12 117775.195),(13 120457.87),(14 121889.06),(15 121927.125),(16 122998.15),(17 126741.516),(18 133656.84),(19 137548.4),(20 138631.97),(21 138977.3),(22 138931.2),(23 142311.06),(24 148636.95),(25 148858.3),(26 151384.08),(27 162474.66),(28 169165.84),(29 166247.2),(30 169359.75),(31 176570.8),(32 175643.6),(33 173326.94),(34 179818.83),(35 183982.6),(36 185566.8),(37 192341.45),(38 200097.5),(39 204991.72),(40 211748.38),(41 214794.28),(42 212861.42),(43 214456.67),(44 218390.69),(45 222461.64),(46 226723.66),(47 228955.03),(48 229495.48),(49 229966.8),(50 230414.27),(51 230928.5),(52 232181.5),(53 236850.45),(54 240510.03),(55 242408.17),(56 244616.7),(57 241120.86),(58 238416.17),(59 239077.2),(60 239961.16),(61 240702.13),(62 242567.61),(63 243718.36),(64 243647.25),(65 243833.4),(66 244478.56),(67 246152.98),(68 244661.97),(69 244652.3),(70 244413.63),(71 245857.42),(72 247358.47),(73 247562.83),(74 246614.97),(75 244124.44),(76 241626.38),(77 240657.25),(78 239786.66),(79 237049.98),
(1 26588.52),(2 59367.426),(3 74776.484),(4 84068.266),(5 95403.29),(6 102269.74),(7 102585.945),(8 105184.34),(9 107100.34),(10 109634.266),(11 111100.23),(12 113875.82),(13 113696.23),(14 115831.79),(15 118773.89),(16 122008.2),(17 124218.38),(18 130959.33),(19 135947.38),(20 137190.08),(21 136274.36),(22 137582.92),(23 142706.25),(24 145314.23),(25 146587.97),(26 151977.86),(27 160568.14),(28 165090.13),(29 167641.23),(30 171897.7),(31 176306.77),(32 177561.52),(33 180418.4),(34 184283.5),(35 187622.19),(36 190166.63),(37 192145.08),(38 194310.75),(39 198041.97),(40 203178.78),(41 205313.66),(42 205971.58),(43 208804.64),(44 212465.06),(45 216733.23),(46 219571.5),(47 220589.86),(48 223243.86),(49 224908.89),(50 224630.61),(51 225426.1),(52 226931.33),(53 228486.23),(54 228902.94),(55 229589.61),(56 227854.4),(57 226764.77),(58 229913.6),(59 232346.88),(60 230735.28),(61 231027.25),(62 232820.03),(63 231770),(64 230125.89),(65 226156.89),(66 225036.25),(67 225314.45),(68 226184.39),(69 227919.17),(70 226890.52),(71 226980.08),(72 225996.53),(73 224851.11),(74 226979.77),(75 228418.83),(76 230378.36),(77 232040.9),(78 230820.78),(79 230298.02),
(1 28459.7),(2 61704.926),(3 75181.984),(4 84328.76),(5 96273.945),(6 99167.11),(7 99323.3),(8 102680.14),(9 105035.21),(10 108912.664),(11 114710.38),(12 118904.74),(13 115203.695),(14 118662.75),(15 122543),(16 124421.22),(17 127028.69),(18 135492.08),(19 140421.97),(20 139810.03),(21 141638.2),(22 145299.02),(23 148517.63),(24 151453.53),(25 152418.44),(26 151138.86),(27 156784.19),(28 161513.11),(29 163711.38),(30 168700.9),(31 177096.4),(32 177965.69),(33 179171.14),(34 188521.1),(35 194153.14),(36 195355.06),(37 199329.92),(38 203378.67),(39 209753.92),(40 216922.38),(41 221787.89),(42 225386.44),(43 226953.78),(44 229538),(45 234120.81),(46 233930.72),(47 235141.6),(48 237024.33),(49 237747.38),(50 239530.38),(51 239313.38),(52 240073.47),(53 245004.22),(54 245608.19),(55 243716.23),(56 241042.67),(57 242672.6),(58 246312.6),(59 245051.06),(60 243408.42),(61 242128),(62 239250.08),(63 240298.27),(64 240705.52),(65 236639.14),(66 233590.1),(67 234015.11),(68 235045.02),(69 235096.08),(70 234113.31),(71 233322.63),(72 232944.38),(73 234316.13),(74 238128.52),(75 236723.5),(76 236277.56),(77 239721.78),(78 238918.3),(79 235412.69),
(1 25914.979),(2 57833.496),(3 74417.664),(4 85022.89),(5 94230.55),(6 95963.8),(7 97601.99),(8 101305.99),(9 103503.8),(10 111712.89),(11 117879.98),(12 117696.78),(13 118270.695),(14 121204.586),(15 122215.555),(16 120401.28),(17 125788.77),(18 132145.08),(19 132268.66),(20 133814.28),(21 136245.44),(22 137772.95),(23 141132.94),(24 146768.98),(25 146460.08),(26 144888.5),(27 150504.22),(28 155576.16),(29 159595.06),(30 166536.66),(31 170488.64),(32 173720.97),(33 178513.13),(34 182021.08),(35 181896.58),(36 184537.11),(37 190585.69),(38 194694.39),(39 199666.9),(40 201443.34),(41 200600.64),(42 203563.69),(43 207663.16),(44 212472.1),(45 215406.22),(46 215525.69),(47 215088.1),(48 214744.27),(49 216936.77),(50 221097.64),(51 224412.84),(52 227325.48),(53 229332.47),(54 229601.56),(55 230261.17),(56 230417.56),(57 232540.5),(58 235388.38),(59 238130.3),(60 239809.2),(61 239444.31),(62 239943.6),(63 239745.13),(64 236627.23),(65 235945.72),(66 237078.4),(67 237989.14),(68 238591.72),(69 239472.27),(70 239528.44),(71 235090.45),(72 228925.3),(73 228890.89),(74 229581.48),(75 229510.67),(76 230195.1),(77 226478.23),(78 221793.1),(79 220224.03),
(1 24110.412),(2 54673.023),(3 71457.57),(4 78759.64),(5 86070.914),(6 89298.92),(7 89881.34),(8 91739.51),(9 96006.875),(10 101350.08),(11 103499.9),(12 104421.125),(13 105580.2),(14 106354.68),(15 106201.45),(16 107625.984),(17 113291.78),(18 118717.83),(19 121650.7),(20 124947.75),(21 130062.78),(22 135207.38),(23 138450.31),(24 138742.72),(25 141497.6),(26 147284.42),(27 148864.83),(28 151066.84),(29 156996.23),(30 161723.48),(31 164814.36),(32 169798.48),(33 172722.92),(34 174193.25),(35 179374.23),(36 184739.48),(37 190360.97),(38 196849.94),(39 199947.7),(40 201493.2),(41 203898.22),(42 206543.63),(43 209994),(44 214342.73),(45 217367.7),(46 217068.05),(47 218287.39),(48 219948.61),(49 221070.22),(50 222768.94),(51 225914.28),(52 230579.88),(53 232863.11),(54 233308.95),(55 231462.42),(56 230402.13),(57 229537.17),(58 229012.36),(59 230146.88),(60 230224.58),(61 228770.36),(62 226319.81),(63 222375.75),(64 219328.38),(65 218503.13),(66 217696.84),(67 216209.08),(68 215606.44),(69 215242.5),(70 214203.86),(71 211745.9),(72 210302.83),(73 210150.98),(74 210129.27),(75 208791.13),(76 206508.97),(77 204269.39),(78 203239.05),(79 203581.31),
(1 24462.914),(2 54841.4),(3 67911.375),(4 75433.945),(5 85741.33),(6 89365.85),(7 90925.31),(8 94265.57),(9 98114.12),(10 101037.984),(11 104625.97),(12 105756.24),(13 108676.125),(14 111469.766),(15 113994.414),(16 113186.49),(17 118651.06),(18 125046.42),(19 129477.24),(20 129229.04),(21 131265.02),(22 135363.4),(23 133310.63),(24 131233.19),(25 136412.13),(26 140939.1),(27 142378.34),(28 149322.22),(29 155776.66),(30 156509.4),(31 162136.81),(32 169351.7),(33 170082.7),(34 171304.64),(35 176464.81),(36 180592.47),(37 185857.6),(38 191211.38),(39 193426.48),(40 195674.33),(41 199483.25),(42 200402.48),(43 200857.17),(44 202938.31),(45 205251.39),(46 204999.78),(47 205908.33),(48 208546.13),(49 208950.52),(50 209616.45),(51 213413.39),(52 215251.98),(53 215863.27),(54 215868.66),(55 216492.06),(56 217126.03),(57 216431.4),(58 218999.81),(59 218571.97),(60 215574.86),(61 214635.77),(62 212107.22),(63 209337.4),(64 208468.66),(65 208521.3),(66 207481.66),(67 208384.38),(68 209091.06),(69 207963.5),(70 208116.95),(71 208535.84),(72 208760.05),(73 209450.56),(74 207567.61),(75 205468.5),(76 205216.61),(77 204671.22),(78 204155.23),(79 204724.03),
(1 25992.373),(2 56195.617),(3 69768.64),(4 80573.25),(5 91224.2),(6 92605.35),(7 95161.97),(8 99226.875),(9 101572.93),(10 101489.2),(11 104147.445),(12 103250.37),(13 101353.66),(14 102223.15),(15 105765.54),(16 108753.18),(17 114262.195),(18 120192.68),(19 122003.99),(20 121009.836),(21 124665.04),(22 127451.83),(23 125920.766),(24 126624.99),(25 131222.94),(26 136139.34),(27 138053.02),(28 140388.73),(29 143003.7),(30 144584.1),(31 149654.02),(32 155852.78),(33 157249.17),(34 157563.52),(35 160900.8),(36 164237.97),(37 168730.36),(38 172528.9),(39 174077.19),(40 174865.98),(41 175557.86),(42 176863.6),(43 179243.97),(44 182790.31),(45 185836.22),(46 185716.77),(47 186254.05),(48 188819.14),(49 190588.47),(50 190891.55),(51 195528.44),(52 198419.5),(53 201621),(54 205911.9),(55 206434.56),(56 202369.8),(57 202113.77),(58 203025.95),(59 200417.98),(60 200496.98),(61 200466.33),(62 197643.98),(63 196551.2),(64 196135.31),(65 194736.8),(66 195867.52),(67 199384.98),(68 198279.86),(69 196964.53),(70 197403.6),(71 195969.55),(72 193843.39),(73 195073.66),(74 192552),(75 189295.53),(76 190256.48),(77 188799.4),(78 186371.9),(79 187242.45),
(1 26482.566),(2 55454.37),(3 67960.086),(4 78589.336),(5 87159.266),(6 86864.016),(7 89544.2),(8 92427.08),(9 94955.06),(10 98160.48),(11 101235.12),(12 96786.76),(13 95905.48),(14 99408.98),(15 100857.305),(16 103806.99),(17 109902.71),(18 111504.24),(19 112882.9),(20 116863.95),(21 119007.914),(22 119331.17),(23 120028.39),(24 119216.05),(25 120782.81),(26 125352.125),(27 126948.84),(28 128324.62),(29 132804.53),(30 135208.11),(31 138784.84),(32 144199.02),(33 146539.06),(34 148381.2),(35 156325.95),(36 161500.17),(37 162096.63),(38 163282.25),(39 165362.22),(40 170218.55),(41 174655.83),(42 176579.8),(43 176779.17),(44 176727.19),(45 177274.5),(46 178956.31),(47 182402.55),(48 184722.52),(49 184628.05),(50 185645.48),(51 186004.45),(52 187418.27),(53 190271.75),(54 191820.19),(55 192006.33),(56 193374.86),(57 193828.8),(58 193208.27),(59 194068),(60 193989.39),(61 190326.31),(62 188926.27),(63 186644.27),(64 182856.8),(65 183077.06),(66 185761.95),(67 186661.95),(68 184830.3),(69 184538.94),(70 185848.78),(71 185504.5),(72 187365.1),(73 186651.53),(74 184765.64),(75 185001.39),(76 182581.22),(77 179447.13),(78 179469.92),(79 179101.53),
(1 24194.373),(2 52920.402),(3 66380.75),(4 74674.08),(5 82195.33),(6 83995.81),(7 85133.43),(8 86370.11),(9 91371.04),(10 95845.664),(11 96134.59),(12 96407.77),(13 100141.28),(14 101877.9),(15 102047.66),(16 106185.586),(17 110027.055),(18 109450.03),(19 112312.586),(20 117064.99),(21 119422.3),(22 123400.31),(23 125093.9),(24 124184.41),(25 127479.46),(26 130272.695),(27 131353.66),(28 136961.75),(29 143106.42),(30 146477.2),(31 149844.97),(32 151303.4),(33 151299.92),(34 154462.38),(35 158495.19),(36 163160.27),(37 168038.36),(38 168714.52),(39 168494.31),(40 172480.44),(41 174728.56),(42 175053.05),(43 175084.36),(44 173188.8),(45 175373.02),(46 177051.44),(47 177277.92),(48 178370.3),(49 180683.9),(50 181889.08),(51 183904.53),(52 185066.23),(53 185243.52),(54 185249.55),(55 185787.06),(56 186240.16),(57 185754.61),(58 186550.86),(59 186220.45),(60 183563.56),(61 182516.88),(62 180893.58),(63 180233.88),(64 181132.2),(65 182378.23),(66 183124.94),(67 182924.72),(68 182833.11),(69 182364.75),(70 181342.27),(71 183103.45),(72 183621.86),(73 180548.19),(74 178244.56),(75 177180.47),(76 175273.61),(77 175162.36),(78 177895.06),(79 179764.63),
(1 23412.82),(2 52427.38),(3 66817.99),(4 74586.805),(5 82200.37),(6 85239.05),(7 87290.01),(8 88383.29),(9 90740.32),(10 91832.51),(11 93685.664),(12 95770.01),(13 97731.59),(14 97127.68),(15 98502.805),(16 105078.016),(17 109194.12),(18 110973.5),(19 112612.62),(20 117437.17),(21 122462.35),(22 122212.3),(23 122473.29),(24 126625.61),(25 128515.28),(26 130884.5),(27 134455.92),(28 136379.66),(29 142257.3),(30 152577.08),(31 155642.44),(32 156411.42),(33 158635.92),(34 159576.7),(35 162246.67),(36 168276.5),(37 170055.33),(38 170884.47),(39 174449.7),(40 177160.2),(41 178532.14),(42 181681.9),(43 183642.81),(44 185182.6),(45 187668.23),(46 187974.44),(47 188123.66),(48 191626.66),(49 195205.1),(50 196483),(51 196774.19),(52 196486.08),(53 194399.6),(54 193912.53),(55 191754.86),(56 190046.67),(57 189836.66),(58 191695.44),(59 190597.48),(60 188971.5),(61 187749.06),(62 187005),(63 185943.73),(64 184959.67),(65 184889.9),(66 184320.28),(67 183932.7),(68 184206.25),(69 183958.47),(70 183946.52),(71 183083.3),(72 182072.67),(73 181916.61),(74 181073.52),(75 179934.72),(76 181110.23),(77 181221.72),(78 181442.25),(79 182803.39),
(1 23436.492),(2 49129.813),(3 60279.844),(4 69182.3),(5 77823.36),(6 80378.22),(7 82082.8),(8 84157.21),(9 84898.016),(10 85029.26),(11 86062.195),(12 85730.04),(13 87798.13),(14 90153.89),(15 92117.43),(16 95699.27),(17 100983.805),(18 103127.305),(19 104870.87),(20 111444.6),(21 116103.086),(22 115319.7),(23 118169.28),(24 122921.86),(25 121955.17),(26 123182.33),(27 126995.58),(28 127317.29),(29 130199.79),(30 137107.4),(31 137510.64),(32 137537.75),(33 141700.33),(34 143570.38),(35 148830.25),(36 155348.25),(37 154470.66),(38 153942.61),(39 154495.06),(40 156252.47),(41 158200.84),(42 157269.34),(43 157599.77),(44 160361.92),(45 162399.45),(46 163750.89),(47 165962.84),(48 168286.95),(49 169609.58),(50 170436.7),(51 170679.45),(52 170330.52),(53 168609.06),(54 168417.19),(55 167963.78),(56 167105.17),(57 168808.7),(58 167415.63),(59 164238.72),(60 162942.42),(61 160586.23),(62 157757.97),(63 158109.17),(64 158069.98),(65 156790.39),(66 156019.6),(67 155712.78),(68 155330.92),(69 156130.06),(70 156554.48),(71 154278.4),(72 154103.1),(73 151978.53),(74 147953.34),(75 148198.61),(76 148388.52),(77 147377.72),(78 147452.66),(79 146484.97),
