1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 60828.26),(2 194573.88),(3 441969.66),(4 722235.3),(5 1094955.9),(6 1534794),(7 2055939.9),(8 2661674.3),(9 3387317),(10 4261489),(11 5169142.5),(12 6160847.5),(13 7271282.5),(14 8478819),(15 9775812),(16 11160460),(17 12673383),(18 14308249),(19 16113435),(20 18048820),(21 20138574),(22 22367074),(23 24794224),(24 27348714),(25 30136618),(26 33084506),(27 36118492),(28 39405276),(29 42690704),(30 46221020),(31 49699980),(32 53265748),(33 56783404),(34 60308624),(35 63854320),(36 67352184),(37 70893260),(38 74398250),(39 77971910),(40 81573090),(41 85310696),(42 88740470),(43 92146616),(44 95483656),(45 98760510),(46 101910180),(47 104954070),(48 107785976),(49 110407900),(50 112793830),(51 115004610),(52 117039944),(53 118989080),(54 120868490),(55 122657210),(56 124312584),(57 126085944),(58 127531784),(59 129023990),(60 130399450),(61 131863416),(62 133126744),(63 134355860),(64 135498510),(65 136604430),(66 137564050),(67 138471790),(68 139396370),(69 140362990),(70 141290820),(71 142234690),(72 143122220),(73 144015120),(74 144900540),(75 145681680),(76 146420510),(77 147116830),(78 147573380),(79 148042770),
(1 46.30555),(2 55.13512),(3 60.38496),(4 62.428318),(5 64.14006),(6 65.6332),(7 67.26971),(8 68.19165),(9 69.24191),(10 70.32356),(11 71.07962),(12 71.21758),(13 72.01409),(14 72.25706),(15 73.25546),(16 73.58311),(17 74.954834),(18 75.86131),(19 76.05783),(20 76.79221),(21 76.7816),(22 77.07057),(23 77.20377),(24 77.10041),(25 77.63903),(26 77.87868),(27 79.062706),(28 79.29072),(29 79.275215),(30 79.07361),(31 79.4018),(32 78.96446),(33 79.10557),(34 79.13118),(35 78.829834),(36 78.12425),(37 78.002205),(38 77.50308),(39 77.957985),(40 77.94901),(41 77.27885),(42 77.40726),(43 77.87625),(44 77.44221),(45 78.14434),(46 77.44685),(47 77.32651),(48 77.17265),(49 76.99606),(50 77.964386),(51 77.19528),(52 77.37794),(53 77.88817),(54 78.334816),(55 77.7737),(56 77.763855),(57 77.37764),(58 77.68834),(59 77.6119),(60 76.83307),(61 76.6002),(62 76.9633),(63 77.53789),(64 76.84176),(65 76.225945),(66 75.707016),(67 75.81972),(68 75.65999),(69 76.01531),(70 75.19424),(71 74.78612),(72 74.757675),(73 74.98035),(74 74.53579),(75 74.05887),(76 74.75534),(77 74.92001),(78 73.47496),(79 72.61625),
(1 46.34059),(2 54.971676),(3 59.889984),(4 61.940933),(5 64.30632),(6 65.1879),(7 67.1157),(8 67.73144),(9 68.8872),(10 69.74711),(11 70.748985),(12 70.94525),(13 71.92263),(14 72.80892),(15 72.31421),(16 72.69121),(17 73.2348),(18 74.61132),(19 75.468925),(20 75.44596),(21 75.72703),(22 76.21928),(23 76.35462),(24 76.860115),(25 77.387314),(26 77.19025),(27 77.903534),(28 77.71565),(29 76.97115),(30 77.33869),(31 77.72321),(32 78.18353),(33 77.75386),(34 76.82598),(35 76.985825),(36 76.43406),(37 77.22991),(38 76.85426),(39 77.68347),(40 77.19708),(41 76.700836),(42 76.770134),(43 76.4169),(44 76.74776),(45 76.47829),(46 76.05369),(47 76.37536),(48 75.51626),(49 76.19283),(50 76.497505),(51 76.381714),(52 75.79456),(53 76.20715),(54 76.59812),(55 76.9867),(56 76.64976),(57 76.41762),(58 76.178116),(59 76.251434),(60 75.170334),(61 74.51158),(62 74.99851),(63 75.30435),(64 75.12983),(65 75.29236),(66 75.31555),(67 75.01711),(68 75.16973),(69 74.562775),(70 74.69764),(71 73.92484),(72 74.192375),(73 73.76447),(74 73.677124),(75 73.36502),(76 72.66387),(77 72.728065),(78 72.75116),(79 71.946434),
(1 45.18402),(2 54.570625),(3 59.596897),(4 61.011295),(5 62.62993),(6 64.68194),(7 65.69441),(8 66.25128),(9 67.82674),(10 68.5883),(11 69.08542),(12 69.44037),(13 70.48272),(14 71.01358),(15 71.56184),(16 71.79523),(17 72.78257),(18 74.077934),(19 73.83895),(20 74.13422),(21 74.52229),(22 75.58553),(23 75.60363),(24 75.54339),(25 76.0513),(26 76.47645),(27 76.50132),(28 76.971306),(29 76.50863),(30 75.84957),(31 75.868484),(32 75.66984),(33 75.60939),(34 76.20633),(35 75.54375),(36 75.22573),(37 74.133255),(38 73.77686),(39 74.846054),(40 74.847),(41 74.61815),(42 74.57398),(43 74.52089),(44 74.73047),(45 74.64711),(46 73.808365),(47 73.66844),(48 73.33817),(49 72.972244),(50 74.02872),(51 74.67353),(52 75.03374),(53 74.977356),(54 74.87047),(55 75.204185),(56 74.61375),(57 75.632675),(58 75.82591),(59 75.56432),(60 75.12383),(61 75.383675),(62 75.270424),(63 76.14003),(64 75.91882),(65 75.97493),(66 76.13523),(67 75.41658),(68 75.55623),(69 75.49578),(70 75.33967),(71 74.19099),(72 74.56752),(73 74.62676),(74 73.87951),(75 74.149605),(76 74.201),(77 73.36966),(78 72.89912),(79 72.42923),
(1 44.4223),(2 54.426556),(3 58.912807),(4 60.47893),(5 62.621464),(6 63.83148),(7 65.01237),(8 65.921745),(9 66.38985),(10 67.540985),(11 68.219604),(12 68.595924),(13 69.83821),(14 70.6357),(15 70.80877),(16 72.05351),(17 73.056656),(18 73.75977),(19 73.80169),(20 74.75376),(21 74.5516),(22 75.86149),(23 75.38398),(24 76.04221),(25 76.33348),(26 77.45325),(27 77.44602),(28 76.8334),(29 76.49036),(30 76.25142),(31 76.081),(32 76.12141),(33 75.65807),(34 76.07422),(35 75.75804),(36 75.19072),(37 75.56197),(38 75.8322),(39 76.02145),(40 75.46043),(41 75.52716),(42 74.99486),(43 75.4018),(44 75.15153),(45 75.629814),(46 75.32485),(47 75.74223),(48 75.12357),(49 75.314316),(50 76.28523),(51 75.570335),(52 75.690506),(53 76.35222),(54 76.68396),(55 76.48854),(56 76.41804),(57 76.70873),(58 75.0663),(59 74.90653),(60 75.19925),(61 75.00278),(62 74.80456),(63 75.14158),(64 74.63613),(65 74.19054),(66 73.91082),(67 73.589584),(68 73.73686),(69 72.78492),(70 72.61071),(71 72.00419),(72 71.23723),(73 71.887764),(74 71.964874),(75 71.54419),(76 71.39862),(77 71.4342),(78 70.758644),(79 70.76213),
(1 43.978188),(2 53.271393),(3 57.80188),(4 59.613106),(5 62.036724),(6 64.11567),(7 66.035164),(8 66.7936),(9 67.6232),(10 68.36905),(11 68.33056),(12 69.06044),(13 70.34801),(14 70.39114),(15 71.93832),(16 72.23872),(17 72.172935),(18 72.53525),(19 72.838104),(20 72.80428),(21 73.08337),(22 73.51451),(23 73.93461),(24 73.681),(25 74.91513),(26 75.3267),(27 76.333786),(28 75.309204),(29 74.832375),(30 74.69265),(31 74.96642),(32 74.894485),(33 74.74513),(34 74.71257),(35 74.5849),(36 73.85534),(37 73.63359),(38 73.02558),(39 73.48417),(40 73.24459),(41 73.97845),(42 72.995514),(43 73.70613),(44 73.31805),(45 74.19566),(46 73.975685),(47 73.79221),(48 73.77493),(49 74.369545),(50 74.80709),(51 74.2523),(52 74.37882),(53 74.42603),(54 73.98103),(55 74.368866),(56 74.67142),(57 74.51156),(58 74.33528),(59 74.256836),(60 73.64928),(61 73.045364),(62 72.24788),(63 73.37228),(64 72.982285),(65 73.97565),(66 73.2762),(67 73.57595),(68 73.033936),(69 72.5854),(70 72.59167),(71 72.95232),(72 72.33232),(73 72.9975),(74 73.468544),(75 73.49153),(76 72.6972),(77 72.06464),(78 70.842804),(79 70.48903),
(1 43.390316),(2 51.873253),(3 57.760933),(4 59.219112),(5 61.473442),(6 62.430878),(7 64.430885),(8 65.43659),(9 66.85362),(10 67.74831),(11 68.08581),(12 68.671165),(13 69.10844),(14 68.81792),(15 70.25179),(16 71.06413),(17 71.444466),(18 72.24803),(19 72.648636),(20 72.98971),(21 72.92387),(22 73.02171),(23 73.57445),(24 73.33016),(25 73.59985),(26 73.94166),(27 74.66507),(28 74.43296),(29 74.722374),(30 74.10043),(31 74.09204),(32 73.97508),(33 73.76755),(34 73.70369),(35 74.36185),(36 73.259705),(37 73.53976),(38 73.82279),(39 73.10947),(40 73.71945),(41 73.79046),(42 73.40461),(43 73.47958),(44 73.96249),(45 73.31424),(46 74.32877),(47 74.39548),(48 74.68257),(49 74.5526),(50 74.442986),(51 74.81867),(52 74.51331),(53 74.860886),(54 74.47358),(55 75.40887),(56 76.231636),(57 75.96507),(58 76.22019),(59 75.60907),(60 75.02039),(61 75.04604),(62 74.07636),(63 74.96077),(64 74.59352),(65 74.63739),(66 74.19583),(67 73.97547),(68 73.650734),(69 72.27662),(70 71.87625),(71 72.111275),(72 71.80908),(73 71.32429),(74 71.2227),(75 71.39992),(76 70.51497),(77 70.55033),(78 70.115),(79 70.22248),
(1 43.728886),(2 52.57945),(3 57.825287),(4 59.526188),(5 61.761513),(6 62.7068),(7 63.869495),(8 64.510254),(9 65.43128),(10 65.95038),(11 66.68693),(12 67.09111),(13 68.35919),(14 69.11079),(15 70.177956),(16 70.88244),(17 71.601944),(18 72.4939),(19 72.90064),(20 73.86352),(21 73.457375),(22 74.20077),(23 74.18984),(24 74.47831),(25 74.306755),(26 75.036194),(27 75.65267),(28 75.77211),(29 75.80316),(30 75.55867),(31 75.354004),(32 74.69906),(33 75.8165),(34 74.912865),(35 74.996),(36 74.17723),(37 73.51709),(38 73.802826),(39 73.64921),(40 73.28074),(41 74.08301),(42 74.05531),(43 74.259636),(44 73.31738),(45 72.353676),(46 73.62917),(47 72.67653),(48 72.33833),(49 72.428154),(50 73.09606),(51 73.12356),(52 73.237595),(53 73.92727),(54 72.91969),(55 72.94962),(56 72.6269),(57 72.90865),(58 73.45957),(59 73.59081),(60 73.21552),(61 73.603836),(62 73.23055),(63 73.118004),(64 72.93195),(65 72.92807),(66 73.11591),(67 72.5375),(68 72.096504),(69 71.86423),(70 71.50131),(71 71.32406),(72 71.42097),(73 71.05196),(74 70.78918),(75 71.888824),(76 71.69616),(77 71.30269),(78 70.928764),(79 70.542206),
(1 43.484524),(2 51.61073),(3 56.12323),(4 57.066437),(5 60.252605),(6 61.988003),(7 62.909634),(8 63.007294),(9 63.715405),(10 64.63537),(11 65.73399),(12 66.04443),(13 67.580864),(14 67.57586),(15 68.65166),(16 69.066826),(17 69.924446),(18 70.42548),(19 70.765236),(20 72.27525),(21 72.93004),(22 72.829285),(23 72.74201),(24 73.383705),(25 74.08777),(26 73.97444),(27 74.34511),(28 74.99541),(29 74.84481),(30 75.616974),(31 75.307045),(32 74.18284),(33 74.53164),(34 73.87426),(35 73.80742),(36 73.17354),(37 73.02011),(38 73.079926),(39 72.549965),(40 72.56151),(41 72.37185),(42 72.189514),(43 72.29658),(44 71.890205),(45 71.38126),(46 72.524445),(47 72.365654),(48 71.45804),(49 71.96779),(50 72.5025),(51 72.346634),(52 72.26444),(53 72.53218),(54 72.621445),(55 72.54877),(56 73.25542),(57 73.40949),(58 73.70848),(59 72.84811),(60 73.515045),(61 72.96696),(62 72.56051),(63 72.738304),(64 72.46246),(65 72.6939),(66 72.60866),(67 72.06441),(68 72.1423),(69 71.68763),(70 71.46752),(71 70.69983),(72 70.46739),(73 70.914505),(74 70.90144),(75 71.508934),(76 71.13313),(77 70.65143),(78 70.329056),(79 70.422035),
(1 43.515884),(2 51.770123),(3 55.91248),(4 57.41433),(5 59.771683),(6 61.155342),(7 62.37483),(8 64.01249),(9 64.87112),(10 65.49126),(11 65.593704),(12 66.26908),(13 65.93599),(14 66.596085),(15 67.81996),(16 68.36279),(17 69.37742),(18 70.88511),(19 70.94433),(20 71.289665),(21 71.24386),(22 72.274216),(23 72.597496),(24 72.52904),(25 72.99063),(26 73.4864),(27 73.742035),(28 73.76237),(29 73.69181),(30 73.431206),(31 73.37563),(32 73.070854),(33 72.63667),(34 72.98513),(35 72.74552),(36 72.54556),(37 72.7689),(38 71.857376),(39 71.631485),(40 72.242836),(41 72.29104),(42 72.316574),(43 72.00581),(44 72.54672),(45 71.86928),(46 71.941864),(47 71.917656),(48 71.69905),(49 71.77893),(50 72.05407),(51 72.842415),(52 72.834435),(53 72.41087),(54 72.38393),(55 72.76325),(56 72.98306),(57 74.04614),(58 73.680786),(59 73.14435),(60 72.519554),(61 72.58459),(62 71.64937),(63 72.106155),(64 71.672295),(65 72.2851),(66 72.067726),(67 71.89616),(68 71.82788),(69 71.53079),(70 71.90797),(71 71.55321),(72 70.73909),(73 71.00701),(74 69.83119),(75 70.33584),(76 70.11005),(77 68.812355),(78 68.24987),(79 68.26617),
(1 43.25179),(2 51.100582),(3 55.290543),(4 57.68639),(5 60.245544),(6 61.255985),(7 62.792027),(8 62.86318),(9 63.545033),(10 65.05013),(11 66.01707),(12 65.79388),(13 66.53374),(14 67.26088),(15 68.01991),(16 68.82075),(17 69.66709),(18 69.001656),(19 68.77956),(20 69.87788),(21 69.30894),(22 69.7075),(23 70.13729),(24 70.44018),(25 70.93526),(26 71.82352),(27 71.807846),(28 70.93945),(29 71.87298),(30 72.00586),(31 71.93975),(32 71.95676),(33 71.694954),(34 72.04303),(35 71.345),(36 70.93391),(37 70.857635),(38 71.04941),(39 70.85212),(40 71.38013),(41 70.967255),(42 70.94826),(43 70.220825),(44 70.89273),(45 71.13231),(46 70.79753),(47 70.31193),(48 70.39259),(49 70.08598),(50 70.7522),(51 71.375786),(52 70.774475),(53 71.8207),(54 72.20222),(55 71.782936),(56 71.954445),(57 71.91063),(58 71.47242),(59 71.15929),(60 70.254295),(61 70.06106),(62 69.71705),(63 70.20116),(64 69.9715),(65 69.939575),(66 69.8162),(67 70.13215),(68 69.67289),(69 69.94071),(70 69.99166),(71 69.74171),(72 69.870766),(73 69.524734),(74 69.166985),(75 69.5092),(76 68.978065),(77 67.9481),(78 68.153114),(79 68.36918),
(1 42.98103),(2 51.079594),(3 56.010082),(4 57.567493),(5 60.190735),(6 61.667416),(7 63.14217),(8 63.538155),(9 64.781235),(10 65.81014),(11 66.8474),(12 68.15954),(13 68.91424),(14 68.81516),(15 69.440956),(16 70.44187),(17 71.01552),(18 71.471344),(19 72.22632),(20 72.52286),(21 73.01721),(22 73.11808),(23 73.00072),(24 73.65089),(25 73.8581),(26 74.827065),(27 74.29757),(28 74.86758),(29 74.03238),(30 74.53506),(31 73.891205),(32 74.44227),(33 74.034706),(34 74.272316),(35 72.98839),(36 73.10101),(37 72.93581),(38 73.1485),(39 73.61258),(40 73.373146),(41 73.22116),(42 73.33292),(43 72.899185),(44 73.368324),(45 73.94928),(46 73.57022),(47 72.99472),(48 72.72668),(49 72.8198),(50 73.77992),(51 73.675995),(52 73.659706),(53 74.029465),(54 73.8989),(55 74.28484),(56 73.90779),(57 73.85374),(58 73.84421),(59 73.14039),(60 72.32778),(61 72.75891),(62 71.16373),(63 71.81388),(64 71.43192),(65 71.26597),(66 71.660095),(67 72.0675),(68 71.250336),(69 71.51638),(70 70.55606),(71 70.82939),(72 70.98845),(73 70.30849),(74 69.3307),(75 68.82844),(76 67.6449),(77 67.90387),(78 67.95139),(79 67.52015),
(1 43.40629),(2 51.442562),(3 55.92681),(4 57.924835),(5 59.91922),(6 61.263935),(7 62.795406),(8 63.67228),(9 64.35402),(10 65.90291),(11 66.22376),(12 67.38603),(13 67.907166),(14 67.862206),(15 68.63376),(16 69.35858),(17 70.33143),(18 70.97373),(19 70.72184),(20 71.114815),(21 70.79286),(22 71.30627),(23 72.497444),(24 72.646736),(25 72.746704),(26 72.92399),(27 72.92833),(28 73.78753),(29 73.99664),(30 73.49972),(31 73.17766),(32 73.2851),(33 72.54445),(34 71.85605),(35 71.33829),(36 71.53178),(37 71.118866),(38 70.75266),(39 71.49036),(40 72.13179),(41 72.21735),(42 71.33759),(43 72.16775),(44 72.21935),(45 72.746346),(46 73.29786),(47 72.6926),(48 72.296265),(49 72.42904),(50 72.20376),(51 72.61772),(52 72.140114),(53 72.44611),(54 72.96677),(55 73.26734),(56 73.361595),(57 73.19123),(58 73.42476),(59 73.595764),(60 73.37309),(61 73.11027),(62 72.0417),(63 73.02976),(64 72.70682),(65 72.0878),(66 72.225464),(67 72.26248),(68 72.184006),(69 71.92576),(70 71.707275),(71 70.794945),(72 70.71013),(73 69.81861),(74 69.752144),(75 69.58571),(76 68.514015),(77 68.909966),(78 68.83614),(79 68.98114),
(1 42.97715),(2 50.80769),(3 55.469273),(4 57.55197),(5 59.34168),(6 60.34446),(7 62.35565),(8 62.35228),(9 63.498722),(10 64.1138),(11 65.73307),(12 65.55619),(13 66.515335),(14 67.00202),(15 67.77735),(16 69.23553),(17 70.30167),(18 70.16376),(19 70.531166),(20 70.34673),(21 70.658966),(22 71.53954),(23 72.69733),(24 72.93651),(25 72.69543),(26 73.07757),(27 73.38041),(28 73.45767),(29 73.36703),(30 73.153984),(31 72.87902),(32 73.0776),(33 73.21658),(34 72.844345),(35 72.42993),(36 72.09651),(37 71.794235),(38 71.81244),(39 71.55572),(40 71.492035),(41 72.76198),(42 72.29738),(43 72.01064),(44 71.70788),(45 72.085724),(46 72.20202),(47 72.44559),(48 71.53613),(49 72.28221),(50 72.09108),(51 72.181145),(52 71.61565),(53 71.410286),(54 71.23438),(55 71.95755),(56 71.486),(57 71.41203),(58 70.6105),(59 71.69947),(60 71.33533),(61 71.79578),(62 71.36799),(63 71.469795),(64 70.90958),(65 71.29257),(66 71.028625),(67 70.76508),(68 70.833885),(69 70.40268),(70 70.67111),(71 69.789894),(72 69.513466),(73 68.706184),(74 69.12849),(75 69.09987),(76 68.120605),(77 67.49218),(78 67.712494),(79 67.2426),
(1 42.671017),(2 50.459545),(3 54.532906),(4 57.13498),(5 58.69),(6 59.75291),(7 60.428726),(8 61.258686),(9 62.740726),(10 63.372528),(11 63.53458),(12 64.51108),(13 65.5039),(14 65.66807),(15 66.845566),(16 67.92459),(17 67.8795),(18 68.10837),(19 68.25237),(20 68.95933),(21 69.64705),(22 69.8204),(23 70.20091),(24 70.428696),(25 69.85788),(26 70.50854),(27 70.31916),(28 71.37765),(29 71.20521),(30 70.75176),(31 70.46985),(32 70.81753),(33 70.498276),(34 69.76266),(35 70.339645),(36 70.16556),(37 70.21438),(38 69.269),(39 69.51939),(40 70.00199),(41 70.48632),(42 70.17851),(43 70.146675),(44 70.41518),(45 70.49097),(46 70.21369),(47 70.11536),(48 70.17398),(49 70.319214),(50 69.83243),(51 70.88499),(52 71.133385),(53 70.84369),(54 71.911804),(55 71.70933),(56 71.41003),(57 70.97429),(58 70.92531),(59 70.570015),(60 70.23484),(61 70.16567),(62 69.78197),(63 70.61657),(64 70.77031),(65 70.73026),(66 70.451996),(67 70.39062),(68 70.41004),(69 70.26643),(70 70.02137),(71 69.52926),(72 69.02414),(73 68.02398),(74 67.99902),(75 67.49534),(76 66.68567),(77 66.71449),(78 66.422646),(79 66.68941),
(1 42.053955),(2 49.467552),(3 54.02325),(4 55.626865),(5 57.866962),(6 58.515087),(7 60.08324),(8 61.326077),(9 61.593376),(10 62.347557),(11 63.71152),(12 63.846153),(13 64.84747),(14 65.01704),(15 65.90221),(16 66.41148),(17 66.649666),(18 67.766426),(19 68.521355),(20 68.93481),(21 69.31089),(22 69.81868),(23 70.717316),(24 70.56353),(25 69.92559),(26 70.3792),(27 70.25454),(28 70.05549),(29 68.985565),(30 69.60915),(31 69.71787),(32 69.82857),(33 70.32196),(34 69.81037),(35 69.38768),(36 68.48282),(37 68.90042),(38 68.43802),(39 68.785095),(40 68.54089),(41 68.55012),(42 68.458275),(43 69.07512),(44 68.578896),(45 68.750275),(46 68.66974),(47 69.32637),(48 69.52743),(49 68.85551),(50 69.20694),(51 69.52963),(52 69.61275),(53 69.76539),(54 69.94032),(55 70.30514),(56 70.35752),(57 69.89136),(58 70.2767),(59 70.60666),(60 69.8177),(61 69.6239),(62 69.641785),(63 69.94082),(64 69.53224),(65 69.79894),(66 69.57423),(67 70.1661),(68 70.26779),(69 69.82338),(70 69.772736),(71 69.90103),(72 68.24124),(73 68.05876),(74 67.53553),(75 67.19414),(76 66.878204),(77 67.359535),(78 66.50102),(79 67.11083),
(1 42.224144),(2 49.586437),(3 54.797977),(4 56.378365),(5 58.478275),(6 59.831722),(7 61.393845),(8 61.305233),(9 62.082733),(10 63.00257),(11 63.87444),(12 64.3772),(13 65.98321),(14 65.88205),(15 66.88346),(16 67.80952),(17 69.09643),(18 69.14268),(19 69.36226),(20 69.54077),(21 70.295876),(22 70.78515),(23 71.79759),(24 72.02082),(25 71.99126),(26 71.70699),(27 72.40298),(28 71.75425),(29 71.595604),(30 71.21414),(31 71.290504),(32 71.05169),(33 70.900475),(34 70.34351),(35 70.69448),(36 70.28399),(37 70.47445),(38 70.12491),(39 70.31317),(40 69.075874),(41 69.322426),(42 68.77765),(43 69.59367),(44 69.588554),(45 68.63788),(46 68.558014),(47 68.54085),(48 69.20311),(49 69.17456),(50 69.77443),(51 69.61186),(52 69.706),(53 69.22297),(54 68.9855),(55 69.31837),(56 69.33802),(57 69.46587),(58 69.696106),(59 69.20085),(60 68.58827),(61 68.75585),(62 67.85517),(63 67.880684),(64 68.01122),(65 67.63102),(66 68.75511),(67 68.89031),(68 68.81902),(69 68.81216),(70 67.70297),(71 67.640396),(72 67.91118),(73 68.09832),(74 67.4327),(75 68.582504),(76 68.08056),(77 68.302155),(78 67.1524),(79 67.61512),
(1 40.975365),(2 49.280468),(3 53.52188),(4 55.472267),(5 57.704185),(6 58.916683),(7 60.991344),(8 61.287174),(9 62.210564),(10 63.566048),(11 64.52115),(12 65.14709),(13 65.77249),(14 65.98159),(15 66.7624),(16 67.43473),(17 68.31873),(18 68.08017),(19 69.47822),(20 69.25838),(21 69.66879),(22 70.86623),(23 71.0613),(24 70.803665),(25 71.23523),(26 71.94045),(27 72.48004),(28 71.48671),(29 71.889626),(30 71.438484),(31 71.43877),(32 71.50408),(33 70.795044),(34 70.60222),(35 71.087715),(36 70.183975),(37 70.50073),(38 70.00754),(39 70.564835),(40 69.94452),(41 70.06658),(42 69.36461),(43 70.12719),(44 70.144806),(45 70.92466),(46 70.688156),(47 70.88972),(48 70.73155),(49 70.65677),(50 71.09928),(51 71.45177),(52 71.94618),(53 71.8689),(54 71.804695),(55 71.75211),(56 71.45206),(57 71.576866),(58 72.196526),(59 71.55998),(60 70.70419),(61 70.68671),(62 70.337326),(63 71.21723),(64 70.64024),(65 70.41235),(66 70.9334),(67 69.99942),(68 69.88068),(69 69.30615),(70 68.313126),(71 68.10986),(72 68.09918),(73 68.11782),(74 67.484474),(75 67.2982),(76 66.76888),(77 66.27575),(78 66.30294),(79 65.74053),
(1 40.965218),(2 49.07977),(3 53.61947),(4 55.636345),(5 57.74946),(6 59.115543),(7 60.15807),(8 60.899284),(9 62.296474),(10 62.6347),(11 63.324593),(12 63.953278),(13 65.11203),(14 65.01592),(15 65.55913),(16 66.210144),(17 66.56214),(18 67.10921),(19 68.28851),(20 68.15885),(21 68.23019),(22 68.82743),(23 69.13886),(24 68.752174),(25 69.43993),(26 69.94672),(27 70.70889),(28 70.3614),(29 70.424034),(30 70.46716),(31 70.569595),(32 71.26338),(33 70.50148),(34 70.74257),(35 70.47858),(36 70.4178),(37 69.67629),(38 69.21135),(39 69.71832),(40 69.639595),(41 69.14229),(42 69.04094),(43 69.42772),(44 68.92274),(45 68.95923),(46 68.997795),(47 69.1292),(48 69.00731),(49 68.59299),(50 69.0072),(51 69.06891),(52 69.005745),(53 69.01212),(54 70.164665),(55 69.90856),(56 69.41755),(57 69.36231),(58 69.25194),(59 68.92743),(60 68.863655),(61 68.22013),(62 67.530525),(63 68.63676),(64 68.386185),(65 68.31136),(66 68.05504),(67 67.949684),(68 68.09175),(69 67.724014),(70 67.13637),(71 66.79472),(72 66.74294),(73 66.30422),(74 66.224365),(75 66.39836),(76 65.81433),(77 66.02764),(78 65.448814),(79 65.52571),
