1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88917.37),(2 272410.25),(3 573039.75),(4 932303),(5 1345503),(6 1771057),(7 2261737.3),(8 2797396.3),(9 3350852.8),(10 3933190.3),(11 4436184.5),(12 4948993),(13 5496287.5),(14 6073665.5),(15 6807194.5),(16 7613162.5),(17 8389167),(18 9181328),(19 9987395),(20 10792154),(21 11512547),(22 12303016),(23 12986232),(24 13768025),(25 14624884),(26 15607603),(27 16622495),(28 17740066),(29 18885926),(30 20039846),(31 21144438),(32 22265380),(33 23508274),(34 24779926),(35 26005510),(36 27143766),(37 28201130),(38 29108800),(39 30039370),(40 30970560),(41 31989530),(42 33100162),(43 34134276),(44 35286690),(45 36356572),(46 37342756),(47 38295636),(48 39220796),(49 40013456),(50 40691756),(51 41381330),(52 41937732),(53 42421844),(54 42878240),(55 43265028),(56 43575870),(57 43894576),(58 44195132),(59 44453880),(60 44923892),(61 45397376),(62 46035412),(63 46528404),(64 47071196),(65 47498484),(66 48017540),(67 48510050),(68 49148276),(69 49866260),(70 50545984),(71 51474892),(72 52455136),(73 53817492),(74 55200196),(75 56716428),(76 58305570),(77 60071892),(78 61823516),(79 63797332),
(1 96965.695),(2 348452.28),(3 734658.25),(4 1209719.5),(5 1754600.9),(6 2331176.8),(7 2926997.5),(8 3513295.3),(9 4091204.3),(10 4637852.5),(11 5161167.5),(12 5632215.5),(13 6071342.5),(14 6491516.5),(15 6903538),(16 7315787),(17 7726211),(18 8150336),(19 8569079),(20 8992119),(21 9401992),(22 9765028),(23 10089050),(24 10369045),(25 10565013),(26 10691488),(27 10754934),(28 10767601),(29 10711446),(30 10642365),(31 10534972),(32 10381722),(33 10182897),(34 9929221),(35 9672189),(36 9411139),(37 9171173),(38 8963491),(39 8757980),(40 8581848),(41 8452498),(42 8348091),(43 8281864.5),(44 8228373),(45 8177756.5),(46 8146287.5),(47 8111024.5),(48 8046168.5),(49 7952009.5),(50 7854358.5),(51 7747854),(52 7625797),(53 7483627),(54 7339402.5),(55 7203355),(56 7077191.5),(57 6959779),(58 6876452),(59 6794249.5),(60 6762697.5),(61 6783696.5),(62 6850595.5),(63 6954568.5),(64 7110993.5),(65 7315546.5),(66 7543744),(67 7777132.5),(68 8038074.5),(69 8310815.5),(70 8587253),(71 8857664),(72 9119705),(73 9386618),(74 9619435),(75 9834641),(76 10015719),(77 10240417),(78 10441502),(79 10619099),
(1 83776.59),(2 298801.22),(3 620414.7),(4 1002376),(5 1419768.4),(6 1841197),(7 2254539.8),(8 2657633.8),(9 3050771.3),(10 3412084.3),(11 3745863.3),(12 4036464.3),(13 4303399.5),(14 4541616.5),(15 4750766.5),(16 4951956.5),(17 5141414),(18 5326936),(19 5531023.5),(20 5738726),(21 5940328.5),(22 6138769.5),(23 6330193.5),(24 6524210),(25 6702845.5),(26 6883822.5),(27 7055750),(28 7213236.5),(29 7346596.5),(30 7475186.5),(31 7579802),(32 7673622),(33 7757453.5),(34 7842750),(35 7916436),(36 7982628),(37 8041033.5),(38 8086476),(39 8095208),(40 8097905.5),(41 8072346.5),(42 8035954.5),(43 7985762.5),(44 7915692),(45 7830673.5),(46 7732685.5),(47 7613632),(48 7476501.5),(49 7347025.5),(50 7207226),(51 7073235.5),(52 6937188),(53 6816800),(54 6688119.5),(55 6579157.5),(56 6468356),(57 6390983.5),(58 6341856.5),(59 6321326),(60 6330578),(61 6392001.5),(62 6498965.5),(63 6628074.5),(64 6799177.5),(65 6996526.5),(66 7229811.5),(67 7444268.5),(68 7684585.5),(69 7900678.5),(70 8101240),(71 8286868),(72 8434989),(73 8573498),(74 8667257),(75 8759855),(76 8831072),(77 8888900),(78 8903417),(79 8886835),
(1 89240.06),(2 316055.63),(3 653449.75),(4 1058309.9),(5 1499836.1),(6 1960722.3),(7 2413779),(8 2854156.3),(9 3284382),(10 3687621),(11 4049308.3),(12 4361450),(13 4642687.5),(14 4893638),(15 5132510.5),(16 5352166.5),(17 5513936),(18 5661426.5),(19 5769152),(20 5841693),(21 5894695),(22 5924841.5),(23 5943262.5),(24 5976438),(25 6005856),(26 6052065.5),(27 6092208.5),(28 6128580),(29 6141072),(30 6139680),(31 6099828.5),(32 6058423),(33 6013940.5),(34 5941479.5),(35 5857319.5),(36 5771926),(37 5691198),(38 5628857),(39 5586356.5),(40 5544441.5),(41 5506277),(42 5500050),(43 5504256),(44 5548656.5),(45 5599006.5),(46 5666866.5),(47 5734007.5),(48 5798004),(49 5869396.5),(50 5947716),(51 6035402),(52 6133999.5),(53 6257204.5),(54 6373413),(55 6512524),(56 6628030),(57 6735748),(58 6825169.5),(59 6870436.5),(60 6901515.5),(61 6919870.5),(62 6918837),(63 6919918),(64 6944121.5),(65 6954185.5),(66 6966384),(67 6983353.5),(68 7003010),(69 7020806.5),(70 7053629),(71 7086494.5),(72 7122334.5),(73 7157915),(74 7188199.5),(75 7223261),(76 7254228.5),(77 7287131),(78 7301661),(79 7313300.5),
(1 90223.04),(2 325119.53),(3 678496.6),(4 1095585.5),(5 1536693.8),(6 1971262.9),(7 2362362),(8 2708031),(9 3003291),(10 3255934.5),(11 3463729),(12 3639037.8),(13 3804141.5),(14 3962087),(15 4132077.8),(16 4335292),(17 4538379.5),(18 4763086.5),(19 4978927),(20 5188625.5),(21 5389348),(22 5563251),(23 5705412),(24 5803952),(25 5866338),(26 5900045.5),(27 5903783.5),(28 5875392),(29 5812349.5),(30 5743024.5),(31 5664434.5),(32 5595502.5),(33 5540444),(34 5498655.5),(35 5464714),(36 5437808.5),(37 5402456.5),(38 5364645),(39 5327657),(40 5268775.5),(41 5208108),(42 5149400.5),(43 5077392),(44 5016008),(45 4962315.5),(46 4916680.5),(47 4862954.5),(48 4799664),(49 4735202),(50 4675143.5),(51 4618389),(52 4562649.5),(53 4530740.5),(54 4508820),(55 4523451),(56 4552734.5),(57 4610926.5),(58 4704547.5),(59 4806795.5),(60 4918576.5),(61 5039409),(62 5163874.5),(63 5294675.5),(64 5417456.5),(65 5527065),(66 5634639.5),(67 5723201.5),(68 5796602),(69 5851245),(70 5908499),(71 5972873),(72 6027940.5),(73 6078270),(74 6113097),(75 6142740),(76 6155033.5),(77 6159685),(78 6162688.5),(79 6146542.5),
(1 77572.46),(2 273709.72),(3 567652.3),(4 914172.4),(5 1285077.8),(6 1650737.8),(7 1986362.6),(8 2279119.5),(9 2531995.8),(10 2741963.8),(11 2932496),(12 3104714.8),(13 3292946.3),(14 3474819.8),(15 3661680.5),(16 3882661.3),(17 4073981.3),(18 4272953),(19 4466128.5),(20 4644495.5),(21 4813281),(22 4966868),(23 5099207),(24 5215741.5),(25 5315777),(26 5378848),(27 5420691),(28 5453804),(29 5475121),(30 5504618.5),(31 5532477),(32 5556431),(33 5580831),(34 5615327),(35 5654823),(36 5707216),(37 5750968.5),(38 5806708.5),(39 5868767.5),(40 5939951.5),(41 6003522),(42 6074053.5),(43 6122036),(44 6170902),(45 6210929),(46 6235652),(47 6224850),(48 6207591.5),(49 6180851.5),(50 6161706.5),(51 6152103),(52 6135792),(53 6108620),(54 6072599.5),(55 6033793),(56 5979327.5),(57 5924010.5),(58 5869696),(59 5796102.5),(60 5709657),(61 5624194.5),(62 5531542.5),(63 5445324),(64 5352296.5),(65 5264334),(66 5207660),(67 5147077.5),(68 5102900),(69 5073162),(70 5061634.5),(71 5060819),(72 5078794),(73 5113006),(74 5154787.5),(75 5212572.5),(76 5260727),(77 5320259.5),(78 5387925.5),(79 5477214),
(1 86761.75),(2 310260.97),(3 647875.44),(4 1051189.3),(5 1471516.3),(6 1879950.8),(7 2251914.5),(8 2569129.3),(9 2824450.8),(10 3039698.3),(11 3225435.3),(12 3379963),(13 3530083.3),(14 3671769.3),(15 3801816.5),(16 3936600),(17 4043807.8),(18 4138931.8),(19 4228085.5),(20 4306572.5),(21 4370408.5),(22 4429858.5),(23 4468598),(24 4529435.5),(25 4584977.5),(26 4640709),(27 4695933.5),(28 4737697),(29 4796173.5),(30 4850335.5),(31 4895250),(32 4936078),(33 4974248),(34 5008357.5),(35 5031786),(36 5047598.5),(37 5048430),(38 5018663.5),(39 4962143),(40 4902903.5),(41 4840373),(42 4778535.5),(43 4716558),(44 4677730),(45 4629898.5),(46 4598915),(47 4595692.5),(48 4609401.5),(49 4637253.5),(50 4676397.5),(51 4722631),(52 4755995),(53 4781853),(54 4795423),(55 4818419),(56 4822596.5),(57 4816609),(58 4791291.5),(59 4755885.5),(60 4715234.5),(61 4685385),(62 4667360.5),(63 4658667.5),(64 4672150.5),(65 4688578),(66 4729929.5),(67 4772497.5),(68 4844102),(69 4927611),(70 5022605),(71 5114913.5),(72 5216901.5),(73 5303452.5),(74 5359942.5),(75 5388895),(76 5387082),(77 5369044.5),(78 5360266.5),(79 5347729),
(1 85845.8),(2 303961.3),(3 619347.75),(4 976819.06),(5 1350186.9),(6 1696671.5),(7 2014158.8),(8 2272225.3),(9 2463952),(10 2604319.3),(11 2687414.3),(12 2738990.3),(13 2784428.5),(14 2830328.5),(15 2884186.8),(16 2945896),(17 3019192.3),(18 3099232),(19 3173561),(20 3247115.5),(21 3317756.5),(22 3381170),(23 3432497.8),(24 3473450),(25 3490434),(26 3493926.3),(27 3487955.5),(28 3487871),(29 3497802.5),(30 3509490),(31 3529248),(32 3557555.8),(33 3595848.8),(34 3628862.5),(35 3649541.3),(36 3647195),(37 3627605.5),(38 3607575.8),(39 3558557),(40 3519692.8),(41 3477301.8),(42 3430574.3),(43 3389440.8),(44 3357399.3),(45 3339775.3),(46 3343948.8),(47 3363645.5),(48 3403978.3),(49 3455411.3),(50 3512376.3),(51 3573202.3),(52 3623960.3),(53 3651891.3),(54 3657123.5),(55 3643848.3),(56 3595573),(57 3528605.5),(58 3449555),(59 3369494.8),(60 3306318.5),(61 3264954.8),(62 3251893.8),(63 3250654.5),(64 3263497.3),(65 3283408.5),(66 3306509.5),(67 3342217.8),(68 3383270.8),(69 3437464.8),(70 3499640.8),(71 3569527.3),(72 3635539.5),(73 3712414.5),(74 3776006.3),(75 3818527),(76 3850938.8),(77 3859576.8),(78 3837080.8),(79 3798320),
(1 83848.37),(2 293944.44),(3 585868),(4 914013.5),(5 1239956),(6 1540610),(7 1806994),(8 2033376.3),(9 2217964.3),(10 2357086.5),(11 2455648),(12 2527322.3),(13 2589561.3),(14 2647657.3),(15 2701118.3),(16 2753250.5),(17 2808608.5),(18 2871348.5),(19 2926350),(20 2978342.8),(21 3020234.8),(22 3035944),(23 3040226.3),(24 3029363.3),(25 3013729.3),(26 3005225.3),(27 2997892),(28 2997956.5),(29 3006017.8),(30 3004525.5),(31 3004885),(32 3003960.8),(33 3004131.3),(34 3002465.8),(35 3005875.3),(36 3010801),(37 3019343.5),(38 3040137.8),(39 3060604.8),(40 3080379.3),(41 3093586.5),(42 3088040.3),(43 3068025.5),(44 3048297.5),(45 3014218),(46 2989131),(47 2966600.5),(48 2958300.5),(49 2958267.3),(50 2967871),(51 2986830),(52 3007957.8),(53 3019341.8),(54 3035239.3),(55 3046892),(56 3041003.8),(57 3030897.3),(58 3011638.5),(59 2978562),(60 2939892.8),(61 2902068.8),(62 2878991.8),(63 2871091.8),(64 2890450),(65 2918654.3),(66 2955487.5),(67 3015947.8),(68 3074365.5),(69 3140850.5),(70 3208514.8),(71 3273758.8),(72 3330155.8),(73 3386503.8),(74 3424380),(75 3434439.8),(76 3435809.5),(77 3421998.8),(78 3409517.3),(79 3391567.8),
(1 82418.2),(2 291804.28),(3 584671.6),(4 913974.3),(5 1232307.9),(6 1514011.4),(7 1746354.4),(8 1917272.4),(9 2030209.5),(10 2096234.3),(11 2134214.8),(12 2171053),(13 2202961.5),(14 2243043),(15 2294283),(16 2373275),(17 2456962),(18 2543983),(19 2625575.3),(20 2695157.5),(21 2748832),(22 2787269.5),(23 2820039.5),(24 2849348.5),(25 2875036),(26 2898608),(27 2920157.3),(28 2934762.5),(29 2956363.5),(30 2966796.3),(31 2981445.8),(32 2989233),(33 2991554),(34 2998476.5),(35 3017417),(36 3054053.3),(37 3112853.8),(38 3187426.5),(39 3280048.8),(40 3363743.5),(41 3448650.8),(42 3510192.5),(43 3543297.5),(44 3549818.5),(45 3541111.3),(46 3522972.5),(47 3504370),(48 3504706.5),(49 3511161),(50 3532229.8),(51 3563397.8),(52 3616191.5),(53 3668189.5),(54 3725158.5),(55 3779564.5),(56 3821818.8),(57 3831479),(58 3812288),(59 3774592.3),(60 3735735),(61 3696632),(62 3665651.8),(63 3646017),(64 3653414.8),(65 3667054.8),(66 3684618.8),(67 3710691.8),(68 3721044.3),(69 3739697.8),(70 3746368),(71 3745980.5),(72 3722134.5),(73 3683448.5),(74 3635404),(75 3574130.3),(76 3501924.3),(77 3432726.3),(78 3362332),(79 3301815.3),
(1 81981.11),(2 288027.1),(3 576190.6),(4 890617.6),(5 1205319.4),(6 1486012.9),(7 1714809.5),(8 1886337.5),(9 1997962.8),(10 2064822.8),(11 2108498.3),(12 2149542.5),(13 2206737.8),(14 2254697.5),(15 2301896),(16 2356070.8),(17 2422256.8),(18 2502936.3),(19 2591842.5),(20 2684105.5),(21 2758384.8),(22 2806382.3),(23 2839158.8),(24 2862534),(25 2872435),(26 2877348.3),(27 2874193.3),(28 2880956),(29 2891195.3),(30 2899282.8),(31 2897112.3),(32 2888756),(33 2865373),(34 2832010.8),(35 2806974),(36 2779276),(37 2784802),(38 2805202.3),(39 2844316.8),(40 2899836),(41 2953440.5),(42 3001501),(43 3026608.8),(44 3034101.3),(45 3031699),(46 3028385.8),(47 3024732.8),(48 3022963.5),(49 3013715.8),(50 3010856.3),(51 3016117.5),(52 3024954.8),(53 3039448.8),(54 3055157.5),(55 3070844),(56 3080603.3),(57 3088143),(58 3085101.5),(59 3071254),(60 3044350.5),(61 3028081.8),(62 3008631.3),(63 2994568.8),(64 3001430.5),(65 3004498.5),(66 3026170.5),(67 3046453),(68 3065091.5),(69 3080496),(70 3084359.8),(71 3081049.8),(72 3066490.8),(73 3054464.8),(74 3049245.3),(75 3041904),(76 3041307.8),(77 3048939.8),(78 3056320.8),(79 3058053.3),
(1 73156.71),(2 250996.4),(3 490775.25),(4 739696.3),(5 969189.7),(6 1152916.4),(7 1288403.4),(8 1373511.8),(9 1426421),(10 1462490),(11 1498224.6),(12 1542688.9),(13 1607325.9),(14 1676889.4),(15 1744629.1),(16 1803544.3),(17 1851939),(18 1901892.9),(19 1939848.9),(20 1980774.1),(21 2020251.3),(22 2070193.9),(23 2123258.8),(24 2164334.3),(25 2204803.3),(26 2245645.8),(27 2292849.3),(28 2338372.5),(29 2379120),(30 2398381.8),(31 2410222.8),(32 2403748.5),(33 2382498.8),(34 2357227.5),(35 2329839),(36 2299568.5),(37 2286086.8),(38 2286673.3),(39 2292460.8),(40 2308050.5),(41 2336019),(42 2357635.8),(43 2368000.3),(44 2366770.3),(45 2370854.8),(46 2376454.8),(47 2398180),(48 2418903.8),(49 2433195.8),(50 2442020),(51 2443802.8),(52 2429994),(53 2413908),(54 2394188.5),(55 2373600),(56 2345225),(57 2316020.5),(58 2285796.5),(59 2256469),(60 2230300.3),(61 2207440.5),(62 2189358.3),(63 2170907.3),(64 2168071.5),(65 2177509),(66 2206827.8),(67 2249907.3),(68 2296291.5),(69 2355504.8),(70 2417938.3),(71 2483951),(72 2545759.5),(73 2587539.5),(74 2616723.5),(75 2624804),(76 2625714.3),(77 2623846),(78 2613612),(79 2607821.8),
(1 66815.71),(2 228527.34),(3 442874.4),(4 663155.94),(5 868938.75),(6 1046385.25),(7 1204194.8),(8 1335704.5),(9 1462156.5),(10 1580734.6),(11 1686611.1),(12 1779182.6),(13 1851925.5),(14 1906204.3),(15 1946849.4),(16 1992161.4),(17 2017717.1),(18 2031227.8),(19 2036074.6),(20 2030839.5),(21 2025194.5),(22 2019579.1),(23 2011399.8),(24 2003584.5),(25 2009053.4),(26 2036958.5),(27 2087443.5),(28 2140113.8),(29 2181125.3),(30 2200389),(31 2209334.5),(32 2206443.8),(33 2201999),(34 2209799.8),(35 2238664.8),(36 2285699),(37 2331079.5),(38 2382113),(39 2417724.5),(40 2433545.8),(41 2444188.5),(42 2454297.8),(43 2459360.3),(44 2458781.5),(45 2458215.3),(46 2455262),(47 2456287),(48 2457268.5),(49 2459951.5),(50 2468201),(51 2466903.3),(52 2466475),(53 2466894),(54 2471811.8),(55 2467779.8),(56 2457354.5),(57 2436411.3),(58 2409981.5),(59 2372551),(60 2340621),(61 2317449),(62 2300284.5),(63 2294849),(64 2295032.5),(65 2298419.3),(66 2312585),(67 2327643),(68 2351139),(69 2371662),(70 2383188),(71 2397977.8),(72 2417922.3),(73 2444244.8),(74 2476830.3),(75 2506636),(76 2533511.5),(77 2563240.3),(78 2576375.8),(79 2592788),
(1 69473.96),(2 236084.42),(3 453735.03),(4 681081.3),(5 889085.75),(6 1057670),(7 1197283.5),(8 1314570.6),(9 1415605.3),(10 1511104.8),(11 1599936.8),(12 1677804.1),(13 1748131.1),(14 1806740.5),(15 1854947.8),(16 1911841.9),(17 1966438.4),(18 2024269.4),(19 2079279.3),(20 2122970.5),(21 2157209),(22 2182668.8),(23 2206957.5),(24 2222504.3),(25 2231392.8),(26 2242794),(27 2258029.5),(28 2274588.8),(29 2282499.3),(30 2279259.3),(31 2279041.5),(32 2271285.3),(33 2258336.3),(34 2249598.5),(35 2254484.8),(36 2277776.8),(37 2308807.5),(38 2353026.8),(39 2395865.3),(40 2436824.5),(41 2478068),(42 2506465.8),(43 2517819.3),(44 2523733.5),(45 2516278.8),(46 2507147.5),(47 2504991),(48 2500061.3),(49 2494164.8),(50 2486539.5),(51 2479073),(52 2478614.8),(53 2484113),(54 2499122.5),(55 2511625.8),(56 2516311),(57 2515138.5),(58 2509414),(59 2498361.8),(60 2485104.3),(61 2485131.8),(62 2497401.8),(63 2513531.8),(64 2536907.3),(65 2556517.8),(66 2591317.3),(67 2623028.8),(68 2655686),(69 2694342.8),(70 2726541.5),(71 2755853.8),(72 2773912.8),(73 2789031.8),(74 2797976.5),(75 2798901.3),(76 2799493.3),(77 2792118.3),(78 2792742.3),(79 2800097),
(1 67088.82),(2 224772.17),(3 429728.97),(4 639172.4),(5 835497.06),(6 1001678.25),(7 1138282.6),(8 1247988.8),(9 1343253.3),(10 1426328.5),(11 1502427.4),(12 1575671.9),(13 1639161.6),(14 1693734.9),(15 1735786.1),(16 1788196.6),(17 1830329.1),(18 1866761.3),(19 1886295.6),(20 1886027.8),(21 1876480.8),(22 1865478.6),(23 1855844.8),(24 1851775.9),(25 1844689.1),(26 1849533.4),(27 1870796.1),(28 1892816),(29 1915317.5),(30 1939533.5),(31 1966448.4),(32 1982278.9),(33 1993834.1),(34 2007557.5),(35 2027052.1),(36 2051850.9),(37 2070514.1),(38 2088155.8),(39 2099852.5),(40 2111683.5),(41 2135830.8),(42 2161943.3),(43 2171473),(44 2179762.3),(45 2184262.5),(46 2190181.5),(47 2199744),(48 2209367.5),(49 2211810.3),(50 2215274.8),(51 2215544.3),(52 2216337.8),(53 2216118.5),(54 2216664.3),(55 2218139),(56 2212067.3),(57 2196387.5),(58 2170718.8),(59 2142432.5),(60 2115374),(61 2083870.9),(62 2071039.1),(63 2065066.5),(64 2080218.3),(65 2095468.6),(66 2119766.3),(67 2136778.8),(68 2146882.5),(69 2151979.8),(70 2156091.3),(71 2160466.3),(72 2160464),(73 2164533.3),(74 2166990.5),(75 2176170.3),(76 2177390.3),(77 2184098.3),(78 2188644),(79 2197246.5),
(1 69162.5),(2 234550.36),(3 452552.97),(4 681509.44),(5 889606.7),(6 1055653.6),(7 1177496.8),(8 1262828.3),(9 1323611.1),(10 1368678.4),(11 1401476.5),(12 1432609.3),(13 1462280.1),(14 1492945.1),(15 1534297.6),(16 1587601.1),(17 1645930.1),(18 1700252.6),(19 1750411.4),(20 1783079.5),(21 1799107),(22 1804375.9),(23 1802214.8),(24 1789215.6),(25 1774507.9),(26 1756021.5),(27 1745366),(28 1740028.1),(29 1739176.4),(30 1750370.3),(31 1773576.5),(32 1801163.4),(33 1829113.3),(34 1853204.8),(35 1867766.8),(36 1863341),(37 1837475.9),(38 1802009.4),(39 1765067.8),(40 1736151.9),(41 1726814.6),(42 1719858),(43 1722591.5),(44 1746885.1),(45 1767564.1),(46 1798658.5),(47 1831326.8),(48 1854800.4),(49 1861721.3),(50 1860449.4),(51 1851409.6),(52 1836158.6),(53 1826633.3),(54 1827212.1),(55 1830456.4),(56 1843228.3),(57 1853370.5),(58 1870259.9),(59 1888912.4),(60 1901090.3),(61 1912958.6),(62 1926180.1),(63 1932903.1),(64 1937534.6),(65 1926940.8),(66 1920359.5),(67 1931072.5),(68 1945516.1),(69 1952592),(70 1953076.5),(71 1949002.3),(72 1932086.9),(73 1914728.9),(74 1896377.6),(75 1881744),(76 1870820.3),(77 1867784.9),(78 1875930.9),(79 1883705.3),
(1 61134.85),(2 204844.95),(3 394437.84),(4 589647.3),(5 765155.06),(6 903142.1),(7 1004899.6),(8 1076918.1),(9 1128284),(10 1166381.6),(11 1195256.5),(12 1210474.3),(13 1215748.3),(14 1218325.4),(15 1232584.6),(16 1262020.4),(17 1295715.1),(18 1339323.4),(19 1381256.6),(20 1415697.6),(21 1441739.3),(22 1455209.4),(23 1469151.4),(24 1480551.3),(25 1486027.8),(26 1487045.4),(27 1494096.3),(28 1500409.4),(29 1506807.4),(30 1512943.3),(31 1516943.4),(32 1524255.3),(33 1537896.6),(34 1548591.9),(35 1558169.5),(36 1565944.3),(37 1572634.1),(38 1577345.9),(39 1581515.6),(40 1578470.6),(41 1565875.8),(42 1557573.3),(43 1553854.8),(44 1553599),(45 1557510.9),(46 1563143),(47 1567648.8),(48 1569696.4),(49 1565996.8),(50 1562949.8),(51 1552738.9),(52 1541919.8),(53 1523140.1),(54 1505052.9),(55 1492698.3),(56 1484511.9),(57 1484727),(58 1488553.3),(59 1492022.9),(60 1509133.4),(61 1524330.1),(62 1547562.9),(63 1560996.6),(64 1575113.8),(65 1585178.3),(66 1592192.5),(67 1600712),(68 1610314.5),(69 1619374.5),(70 1615984.4),(71 1610346.9),(72 1606567.3),(73 1601563.6),(74 1594478.1),(75 1590794.6),(76 1598298.3),(77 1610590.9),(78 1629559.8),(79 1643939.6),
(1 65651.77),(2 222355.47),(3 428066.84),(4 637303.6),(5 825081),(6 974957.1),(7 1084662.3),(8 1156326.6),(9 1202762.6),(10 1235719.5),(11 1263692.3),(12 1284329.3),(13 1312183.9),(14 1339803.3),(15 1364196.1),(16 1397173.9),(17 1422747.5),(18 1444147),(19 1458345.6),(20 1464394.9),(21 1469152.1),(22 1463632),(23 1457816.9),(24 1455044.8),(25 1455223.5),(26 1461204.1),(27 1473711.6),(28 1479362.9),(29 1488133.1),(30 1504151.3),(31 1514531.5),(32 1508923),(33 1501524.1),(34 1483822.1),(35 1460522),(36 1437568),(37 1415905.6),(38 1395604.1),(39 1382775.8),(40 1368246.9),(41 1361038.3),(42 1370159.3),(43 1394951),(44 1427633.1),(45 1466127.9),(46 1506258.9),(47 1536000.8),(48 1550395.5),(49 1557661.9),(50 1565119.9),(51 1565352.5),(52 1566546.6),(53 1561356.6),(54 1556740.1),(55 1550123.8),(56 1545071.3),(57 1544322.5),(58 1540344.5),(59 1539284.8),(60 1538427.9),(61 1535503.3),(62 1539737.3),(63 1538772.5),(64 1544542),(65 1546369.3),(66 1545361.6),(67 1540804.1),(68 1531652.6),(69 1524940.3),(70 1521558),(71 1526708.6),(72 1533195.4),(73 1531024.1),(74 1520049.8),(75 1507199.3),(76 1501191.5),(77 1504676.3),(78 1512548.1),(79 1523761.4),
