1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1393605.9),(2 1511814.5),(3 374112.28),(4 1934726),(5 2210208),(6 1107958.5),(7 2812540.8),(8 3231832),(9 2063724),(10 3755719.3),(11 4322217.5),(12 3107745.8),(13 4768803.5),(14 5325405.5),(15 4037895.3),(16 5593736.5),(17 6322344),(18 5264838),(19 6824072),(20 7758256),(21 6994921.5),(22 8657192),(23 10044674),(24 9402572),(25 11056055),(26 12466557),(27 11812187),(28 13448600),(29 14852400),(30 14135221),(31 15787048),(32 17272550),(33 16410209),(34 18078062),(35 19549968),(36 18627886),(37 20227220),(38 22057984),(39 20803870),(40 22137742),(41 23674288),(42 22240904),(43 23325650),(44 24671824),(45 22956626),(46 23857494),(47 25377240),(48 23876688),(49 24886342),(50 26740742),(51 25330880),(52 26570606),(53 29195610),(54 27650138),(55 28974448),(56 31460040),(57 30147426),(58 31519702),(59 34131100),(60 32852342),(61 34377524),(62 37241180),(63 35894316),(64 37361044),(65 40287756),(66 39118068),(67 40523108),(68 43933740),(69 42438268),(70 43462412),(71 46508332),(72 44987236),(73 45815904),(74 48199092),(75 46207460),(76 46429732),(77 48845172),(78 46890990),(79 46919148),
(1 118199.55),(2 428742),(3 907354.25),(4 1549451),(5 2311094),(6 3179983.8),(7 4135067.5),(8 5116904.5),(9 6130421),(10 7176463.5),(11 8217327.5),(12 9235153),(13 10198056),(14 11107315),(15 11934934),(16 12631420),(17 13194287),(18 13664896),(19 13999591),(20 14247560),(21 14457110),(22 14631402),(23 14783541),(24 14884998),(25 14970685),(26 15016100),(27 15054890),(28 15109640),(29 15183645),(30 15229521),(31 15324764),(32 15432779),(33 15503690),(34 15585601),(35 15642386),(36 15676388),(37 15727569),(38 15766037),(39 15749466),(40 15807162),(41 15850579),(42 15842364),(43 15841322),(44 15793000),(45 15763199),(46 15719917),(47 15678329),(48 15597724),(49 15540419),(50 15462169),(51 15418891),(52 15367346),(53 15309226),(54 15234660),(55 15141280),(56 14987393),(57 14785731),(58 14516954),(59 14217985),(60 13901574),(61 13549487),(62 13209451),(63 12945071),(64 12709810),(65 12507302),(66 12366918),(67 12295452),(68 12267203),(69 12304668),(70 12415474),(71 12592195),(72 12735744),(73 12861007),(74 12930994),(75 12987245),(76 13066248),(77 13164683),(78 13308216),(79 13493195),
(1 114715),(2 414453),(3 864132),(4 1450893.4),(5 2124677),(6 2862943.3),(7 3671481.8),(8 4464764.5),(9 5272401),(10 6109385.5),(11 6939696),(12 7762784),(13 8582081),(14 9356211),(15 9985255),(16 10470311),(17 10845829),(18 11064103),(19 11192781),(20 11224709),(21 11204811),(22 11183237),(23 11162122),(24 11124477),(25 11114931),(26 11096334),(27 11090483),(28 11163261),(29 11233412),(30 11257072),(31 11280725),(32 11267164),(33 11215045),(34 11121131),(35 11002265),(36 10864329),(37 10724731),(38 10623370),(39 10477216),(40 10319285),(41 10176457),(42 9981465),(43 9768247),(44 9564187),(45 9361530),(46 9188963),(47 9061444),(48 8995367),(49 8995257),(50 9111737),(51 9368757),(52 9685613),(53 10086649),(54 10542171),(55 11041893),(56 11527016),(57 11972891),(58 12307997),(59 12608248),(60 12788309),(61 12880560),(62 12850187),(63 12727349),(64 12526927),(65 12305616),(66 12030116),(67 11760364),(68 11503027),(69 11239703),(70 11060754),(71 10935559),(72 10808597),(73 10742513),(74 10724315),(75 10759207),(76 10880085),(77 11055225),(78 11266071),(79 11544397),
(1 134035.3),(2 494190.25),(3 1036375.2),(4 1734821.3),(5 2553997.5),(6 3455057.5),(7 4427610),(8 5424598),(9 6414425.5),(10 7407127.5),(11 8354114.5),(12 9207011),(13 9965971),(14 10592877),(15 11012691),(16 11279423),(17 11356104),(18 11299404),(19 11133732),(20 10910926),(21 10618295),(22 10296993),(23 9984778),(24 9680471),(25 9453354),(26 9272877),(27 9202021),(28 9236225),(29 9391849),(30 9596801),(31 9828755),(32 10062930),(33 10256582),(34 10412177),(35 10498997),(36 10549350),(37 10552472),(38 10515927),(39 10433313),(40 10344580),(41 10224257),(42 10079174),(43 9944334),(44 9774472),(45 9602481),(46 9467780),(47 9344769),(48 9277012),(49 9241504),(50 9268700),(51 9357103),(52 9486758),(53 9644083),(54 9790353),(55 9938427),(56 10077277),(57 10181470),(58 10235114),(59 10202938),(60 10140355),(61 10048506),(62 9866251),(63 9626774),(64 9396239),(65 9151629),(66 8913804),(67 8690349),(68 8486345),(69 8325785.5),(70 8216669),(71 8150626.5),(72 8090676.5),(73 8082478.5),(74 8092357),(75 8126484.5),(76 8216476),(77 8352911.5),(78 8466195),(79 8585345),
(1 94892.9),(2 335726.53),(3 688729.5),(4 1126368.8),(5 1634393),(6 2196511),(7 2779064.3),(8 3371654),(9 3956714.5),(10 4543896.5),(11 5096803.5),(12 5637454.5),(13 6148456.5),(14 6604078.5),(15 6987359.5),(16 7328393.5),(17 7632841.5),(18 7896009),(19 8148024.5),(20 8334482.5),(21 8443450),(22 8487963),(23 8493864),(24 8440512),(25 8376653),(26 8293433.5),(27 8227159),(28 8176077.5),(29 8163588),(30 8195924),(31 8268125.5),(32 8337866),(33 8406725),(34 8479784),(35 8559956),(36 8646523),(37 8751402),(38 8841197),(39 8923396),(40 9003537),(41 9068106),(42 9139783),(43 9259945),(44 9386886),(45 9488421),(46 9619680),(47 9744352),(48 9845516),(49 9918570),(50 9991828),(51 10077462),(52 10125293),(53 10151433),(54 10144794),(55 10100758),(56 10009739),(57 9847004),(58 9675472),(59 9480982),(60 9307762),(61 9206102),(62 9134698),(63 9072242),(64 9082926),(65 9107328),(66 9114423),(67 9128445),(68 9119392),(69 9100678),(70 9112159),(71 9122472),(72 9148783),(73 9217396),(74 9256049),(75 9282756),(76 9333012),(77 9379466),(78 9429645),(79 9505153),
(1 108943.3),(2 393120.63),(3 811865.6),(4 1352317.9),(5 1964864),(6 2621475.5),(7 3312857.5),(8 3996355),(9 4652231.5),(10 5262355),(11 5759898.5),(12 6144531),(13 6398544.5),(14 6531957.5),(15 6534165.5),(16 6463035.5),(17 6339856.5),(18 6205863),(19 6098941.5),(20 6042800.5),(21 6009779.5),(22 6030973),(23 6115514.5),(24 6259385),(25 6485310),(26 6731284),(27 7012363.5),(28 7315706),(29 7598778),(30 7813700.5),(31 7950089.5),(32 7992633.5),(33 7964202.5),(34 7891803.5),(35 7799881.5),(36 7671174),(37 7513892.5),(38 7390647),(39 7262452),(40 7159292.5),(41 7086392.5),(42 7043136),(43 7059255.5),(44 7130035.5),(45 7233748.5),(46 7341692.5),(47 7438470),(48 7519407),(49 7585500.5),(50 7647008),(51 7674284),(52 7703758),(53 7714617),(54 7676941.5),(55 7622963),(56 7584781.5),(57 7541673.5),(58 7546396),(59 7617156),(60 7720258.5),(61 7853111.5),(62 7975513),(63 8067206.5),(64 8098698.5),(65 8093844),(66 8020111.5),(67 7909824),(68 7778833),(69 7625851.5),(70 7494479.5),(71 7401074),(72 7337446.5),(73 7315923),(74 7329105),(75 7358081),(76 7437412),(77 7587699),(78 7805603.5),(79 8052729.5),
(1 136352.7),(2 500410),(3 1051288.4),(4 1774506),(5 2606740.3),(6 3509985.3),(7 4461083.5),(8 5396250.5),(9 6277794),(10 7062954.5),(11 7711387.5),(12 8198566),(13 8518146),(14 8678540),(15 8676986),(16 8537685),(17 8331640.5),(18 8087328),(19 7817401.5),(20 7560391.5),(21 7320478),(22 7079539),(23 6878528),(24 6715463.5),(25 6623465),(26 6590789.5),(27 6599872.5),(28 6649499),(29 6732493),(30 6781039),(31 6800680.5),(32 6833296),(33 6865794),(34 6916861),(35 6949106.5),(36 6956947.5),(37 7004730),(38 7086659),(39 7190309.5),(40 7337214),(41 7478664.5),(42 7625930.5),(43 7771267),(44 7859054.5),(45 7895993.5),(46 7861062.5),(47 7744644.5),(48 7578510),(49 7394639.5),(50 7218664),(51 7062042.5),(52 6933257),(53 6854806),(54 6825587.5),(55 6840346.5),(56 6929839),(57 7107305),(58 7373795),(59 7750645.5),(60 8189612.5),(61 8614609),(62 8976187),(63 9233280),(64 9427587),(65 9555991),(66 9547398),(67 9456299),(68 9266015),(69 9005012),(70 8706054),(71 8422061),(72 8175431.5),(73 7954427.5),(74 7775998),(75 7660714),(76 7606505.5),(77 7624146.5),(78 7692494.5),(79 7754985),
(1 110820.164),(2 394899),(3 812250.94),(4 1333056.3),(5 1913544),(6 2517264),(7 3124782.8),(8 3713229.5),(9 4261131),(10 4768387),(11 5226575),(12 5584922),(13 5825093),(14 5966417.5),(15 5999539),(16 5946832),(17 5856579),(18 5766935.5),(19 5713893),(20 5719734.5),(21 5784389),(22 5929335.5),(23 6157107.5),(24 6441423.5),(25 6801418),(26 7193864.5),(27 7592003),(28 7935324),(29 8249310),(30 8453557),(31 8548110),(32 8603319),(33 8589768),(34 8529084),(35 8454812),(36 8375510.5),(37 8278713.5),(38 8180513),(39 8046444),(40 7907568),(41 7739537.5),(42 7550955.5),(43 7348168.5),(44 7137204.5),(45 6914735),(46 6680134.5),(47 6419043),(48 6163571.5),(49 5927363.5),(50 5723984.5),(51 5549191),(52 5429980),(53 5359206),(54 5317497.5),(55 5321863),(56 5375342),(57 5474897.5),(58 5586136.5),(59 5719462.5),(60 5851971.5),(61 5976782.5),(62 6103773),(63 6205058),(64 6283618),(65 6354250.5),(66 6389360),(67 6447402.5),(68 6495276.5),(69 6506836),(70 6524000),(71 6543175),(72 6532608),(73 6539027.5),(74 6544222.5),(75 6546585),(76 6561882),(77 6584683),(78 6599258.5),(79 6604340),
(1 116477.41),(2 413086.84),(3 839468.9),(4 1360534.3),(5 1927612.8),(6 2500378.8),(7 3068861.5),(8 3578882.8),(9 4024127.3),(10 4386525),(11 4663127),(12 4834601),(13 4920961),(14 4934164.5),(15 4881520.5),(16 4773157),(17 4666239),(18 4571700),(19 4508712.5),(20 4483568.5),(21 4474097.5),(22 4486109.5),(23 4532865),(24 4603543),(25 4697472),(26 4807070.5),(27 4935641.5),(28 5048374.5),(29 5161728),(30 5283718),(31 5426280),(32 5567664),(33 5721206),(34 5872097),(35 6000361),(36 6112043.5),(37 6203093.5),(38 6243876),(39 6237126),(40 6179605.5),(41 6079138),(42 5951205),(43 5818352),(44 5658294),(45 5497515.5),(46 5367632),(47 5267274.5),(48 5205187.5),(49 5170936),(50 5168365.5),(51 5206335),(52 5289764),(53 5413896.5),(54 5574228.5),(55 5771546),(56 5987601.5),(57 6203446.5),(58 6418074),(59 6600422),(60 6743247.5),(61 6857249),(62 6938239.5),(63 7001768),(64 7035859.5),(65 7050921.5),(66 7046819),(67 7025624),(68 6994596),(69 6926645.5),(70 6849485.5),(71 6749425.5),(72 6611456),(73 6469252),(74 6320959),(75 6170155.5),(76 6048201.5),(77 5962871),(78 5897493),(79 5881941.5),
(1 123654.86),(2 444845.2),(3 900356.9),(4 1441577.9),(5 2022319.8),(6 2625724),(7 3238385.3),(8 3819094.3),(9 4323990),(10 4735695),(11 5018142),(12 5150229),(13 5147996.5),(14 5046654),(15 4887051),(16 4689695),(17 4520126),(18 4378028),(19 4289667),(20 4266215),(21 4320291),(22 4422474),(23 4569980),(24 4731169.5),(25 4921372),(26 5117866.5),(27 5283706),(28 5409489),(29 5521580.5),(30 5633765),(31 5750747),(32 5895644),(33 6041688),(34 6192959),(35 6302230),(36 6370650),(37 6389153),(38 6357342.5),(39 6288206.5),(40 6181611.5),(41 6029161.5),(42 5880073.5),(43 5742732),(44 5592941.5),(45 5454523.5),(46 5346467),(47 5273776.5),(48 5269745.5),(49 5338580.5),(50 5472419),(51 5642621),(52 5792619.5),(53 5935093),(54 6044474),(55 6138344),(56 6210683),(57 6275945),(58 6330120),(59 6379735),(60 6397806),(61 6408669),(62 6426182),(63 6454756.5),(64 6471611),(65 6518191.5),(66 6555916),(67 6573548),(68 6561518),(69 6517573),(70 6441920),(71 6315926),(72 6161751.5),(73 5975723),(74 5779778),(75 5611424.5),(76 5483927),(77 5384843),(78 5325027.5),(79 5316444),
(1 129982.31),(2 463413.63),(3 935758.7),(4 1487846.1),(5 2090378.6),(6 2704812),(7 3312395.8),(8 3901147.3),(9 4413901),(10 4823550.5),(11 5106875.5),(12 5233154.5),(13 5241056),(14 5158696),(15 5019025.5),(16 4861654.5),(17 4722155),(18 4611342.5),(19 4551675.5),(20 4560402),(21 4618842),(22 4704930.5),(23 4802878.5),(24 4885351),(25 4994981),(26 5130641.5),(27 5286298.5),(28 5446339.5),(29 5615995),(30 5778270),(31 5939828),(32 6100567.5),(33 6246665.5),(34 6388838),(35 6485445.5),(36 6509902.5),(37 6455790.5),(38 6318534),(39 6122061),(40 5883991.5),(41 5622123),(42 5352163.5),(43 5082020.5),(44 4821074.5),(45 4625429),(46 4480840.5),(47 4389053),(48 4354209),(49 4402408.5),(50 4508959),(51 4648188.5),(52 4776276.5),(53 4895416),(54 5011920.5),(55 5097534.5),(56 5135599.5),(57 5169292),(58 5193265.5),(59 5235668),(60 5259904.5),(61 5284947),(62 5304548.5),(63 5334499.5),(64 5379528),(65 5435323),(66 5484084),(67 5529478.5),(68 5571589),(69 5610655.5),(70 5654131),(71 5669979.5),(72 5687172),(73 5719860),(74 5755290.5),(75 5785076),(76 5813661.5),(77 5819980),(78 5814080),(79 5805425),
(1 118707.875),(2 427649.53),(3 880485.7),(4 1429252.8),(5 2032516.6),(6 2657345.3),(7 3259895.3),(8 3842415),(9 4320019),(10 4665534),(11 4898265),(12 4987767.5),(13 4961389.5),(14 4851867.5),(15 4675215.5),(16 4462689.5),(17 4253632),(18 4089790.3),(19 3972758.8),(20 3921108),(21 3928137.3),(22 3998582),(23 4117187.8),(24 4256512),(25 4419082),(26 4589414.5),(27 4768476.5),(28 4899526.5),(29 4983955),(30 5003671),(31 4957785.5),(32 4852258),(33 4729312),(34 4608840),(35 4459922.5),(36 4287347.5),(37 4115230.3),(38 3952095),(39 3812905.3),(40 3722303.8),(41 3685809.8),(42 3690082.8),(43 3754142.5),(44 3851811.3),(45 3969463.3),(46 4093977.5),(47 4189855.5),(48 4258447.5),(49 4325658),(50 4374063.5),(51 4408326),(52 4405197.5),(53 4387224.5),(54 4357747),(55 4344405.5),(56 4359922.5),(57 4417619),(58 4476005.5),(59 4560245),(60 4599786),(61 4598886.5),(62 4568994.5),(63 4540937),(64 4494469.5),(65 4463334.5),(66 4460331),(67 4483773),(68 4536525.5),(69 4627608),(70 4722399.5),(71 4792749.5),(72 4854173.5),(73 4913246.5),(74 4950326.5),(75 4956565),(76 4922043.5),(77 4856146.5),(78 4755812.5),(79 4638018),
(1 124931.54),(2 444202.1),(3 901099.2),(4 1443634.1),(5 2018429.1),(6 2589668.8),(7 3100851.8),(8 3533161.8),(9 3848342.3),(10 4034173),(11 4107671.5),(12 4056165.8),(13 3918025.3),(14 3721061),(15 3485081.8),(16 3262290.8),(17 3107215.5),(18 3017235.8),(19 2982377.3),(20 2982141.3),(21 2996068.8),(22 3045555),(23 3121364),(24 3224079),(25 3346725.3),(26 3499553.5),(27 3644817.8),(28 3753318.3),(29 3792137),(30 3766360.5),(31 3711136.5),(32 3634037.5),(33 3529548.8),(34 3423112.8),(35 3301905.3),(36 3179933.8),(37 3049945),(38 2912077.8),(39 2803641.3),(40 2756770.8),(41 2770065),(42 2853246),(43 3009553),(44 3195160.8),(45 3389463.5),(46 3571555),(47 3711689),(48 3846907),(49 3968158.8),(50 4065666.3),(51 4139929.8),(52 4193226.8),(53 4221058),(54 4221106),(55 4210169.5),(56 4203030),(57 4196183),(58 4180129),(59 4170091.5),(60 4169629),(61 4174429.8),(62 4187907),(63 4214063),(64 4265966),(65 4322578.5),(66 4385706),(67 4464879),(68 4528914),(69 4576984),(70 4604798),(71 4597227.5),(72 4561394),(73 4488937),(74 4360138.5),(75 4204022.5),(76 4046062.8),(77 3895307.5),(78 3764766.8),(79 3679739),
(1 92549.56),(2 321218.47),(3 632190.75),(4 976348.44),(5 1316526.9),(6 1631487.9),(7 1898007.6),(8 2130586.8),(9 2329744.8),(10 2492366.3),(11 2613276),(12 2662877.5),(13 2669107.3),(14 2644411.8),(15 2609486.8),(16 2598369.3),(17 2625796.8),(18 2684426.3),(19 2766062.5),(20 2871441),(21 2971332.5),(22 3065975.8),(23 3144762),(24 3206900),(25 3253816.5),(26 3302170.8),(27 3335553.5),(28 3358320),(29 3347135.3),(30 3330276),(31 3341537.8),(32 3349820),(33 3331418),(34 3315418.8),(35 3289657.8),(36 3275075),(37 3278810.8),(38 3304393.8),(39 3340724),(40 3377834.8),(41 3400377.3),(42 3405773.8),(43 3392151.5),(44 3362394.5),(45 3318512.3),(46 3271282.3),(47 3230896.8),(48 3214591.8),(49 3228696.5),(50 3267293.8),(51 3322695.8),(52 3365083.3),(53 3384068.8),(54 3398377),(55 3411896.5),(56 3428878.3),(57 3443143),(58 3440687.8),(59 3424400),(60 3388113.8),(61 3336881),(62 3297342.5),(63 3265103.8),(64 3256979.3),(65 3287423),(66 3330692.5),(67 3395296.8),(68 3468402.5),(69 3517126.3),(70 3561106.3),(71 3578500),(72 3562560.8),(73 3536134),(74 3503628.8),(75 3453043),(76 3406704.3),(77 3355694.5),(78 3304490),(79 3255390.5),
(1 100121.336),(2 346307.28),(3 672309.6),(4 1026418.25),(5 1367961.6),(6 1666194.1),(7 1909006.4),(8 2085118.6),(9 2191718.5),(10 2250492),(11 2270897),(12 2263992.5),(13 2253284.5),(14 2232061.3),(15 2203483.5),(16 2220031.5),(17 2292047.3),(18 2395829),(19 2508796.3),(20 2627795.8),(21 2725561.5),(22 2805172.5),(23 2864201.3),(24 2910458.8),(25 2945034.3),(26 2979938.5),(27 3025125),(28 3070700.8),(29 3107121),(30 3134656),(31 3184022),(32 3246373),(33 3287009),(34 3313357.5),(35 3329568.3),(36 3359738.3),(37 3408934),(38 3460175),(39 3508412.8),(40 3555166.3),(41 3577063),(42 3582482.3),(43 3575985.8),(44 3539318.8),(45 3488321.8),(46 3426509.3),(47 3382299),(48 3356443),(49 3342133.8),(50 3342311),(51 3359124),(52 3383492.3),(53 3415153),(54 3460686.5),(55 3524047),(56 3585817.3),(57 3624458.3),(58 3632915.5),(59 3614061.8),(60 3575311.8),(61 3512891.8),(62 3434407),(63 3349114.3),(64 3268002.8),(65 3211847),(66 3176441),(67 3169825.5),(68 3179488.8),(69 3192946.8),(70 3212882.5),(71 3224615.5),(72 3217623.8),(73 3201488),(74 3175643.8),(75 3145216.3),(76 3112985.5),(77 3076728.3),(78 3034244.3),(79 2969155.5),
(1 88104.63),(2 309857.47),(3 616892.8),(4 962474.56),(5 1310466),(6 1634744.5),(7 1909958.4),(8 2141785.8),(9 2308102.5),(10 2421344.8),(11 2491878),(12 2521445.3),(13 2534774),(14 2536194),(15 2515202.3),(16 2512529),(17 2536205.3),(18 2588692.3),(19 2655092.8),(20 2733232.3),(21 2826467.3),(22 2916627.3),(23 3002315.5),(24 3075672.3),(25 3130682),(26 3174064.8),(27 3191403),(28 3174930.5),(29 3122821.3),(30 3046216.5),(31 2965098.5),(32 2887983),(33 2799551),(34 2731062.5),(35 2696886),(36 2700344),(37 2722224.5),(38 2761015.8),(39 2817200),(40 2867002.3),(41 2908908.8),(42 2934494.3),(43 2955757.8),(44 2931012),(45 2877198.5),(46 2810395.3),(47 2751150.5),(48 2706311),(49 2677089),(50 2672909.3),(51 2689775),(52 2725357),(53 2761595.8),(54 2789117),(55 2810470.3),(56 2820806.5),(57 2818665.5),(58 2798521.3),(59 2774053.3),(60 2732833.8),(61 2694092.8),(62 2653535.8),(63 2643744),(64 2654942.3),(65 2694436),(66 2747180.5),(67 2812706.3),(68 2869812.5),(69 2892561.5),(70 2893675.3),(71 2891163),(72 2888436.5),(73 2887629.5),(74 2892785.8),(75 2908829.8),(76 2938682.8),(77 2959072.3),(78 2964830.3),(79 2954918.8),
(1 94064.04),(2 329208.13),(3 648181.44),(4 1009876),(5 1372541.5),(6 1714622.6),(7 1989178.6),(8 2180863.5),(9 2277979.3),(10 2305798.3),(11 2286837),(12 2250123.5),(13 2200934.8),(14 2167925.8),(15 2160428.5),(16 2214384.8),(17 2316766.8),(18 2454147),(19 2595871.5),(20 2736110.8),(21 2846673),(22 2929820.5),(23 2985523.8),(24 3020350.5),(25 3019163.5),(26 2993741),(27 2935222.3),(28 2851014.8),(29 2757143),(30 2662999.3),(31 2594387.8),(32 2533094),(33 2481045.3),(34 2458390.8),(35 2461733),(36 2478182),(37 2505755),(38 2537772),(39 2560322.3),(40 2554768.5),(41 2524214.8),(42 2479189.3),(43 2429560.8),(44 2356735.5),(45 2274909),(46 2208550),(47 2165544.8),(48 2165225.3),(49 2207037.8),(50 2278526),(51 2356774.3),(52 2416690.8),(53 2467688),(54 2497745.5),(55 2515260),(56 2524063),(57 2516986),(58 2500335.3),(59 2497874),(60 2466587.8),(61 2414892),(62 2366438.8),(63 2360740.5),(64 2373002),(65 2387445.3),(66 2403039),(67 2447950.5),(68 2499472.5),(69 2561608.5),(70 2636904),(71 2723977),(72 2805083.5),(73 2893036.3),(74 2951408.8),(75 2965791.3),(76 2955634.8),(77 2928931.8),(78 2889399.5),(79 2854545.3),
(1 92325.39),(2 308594),(3 583001.5),(4 877224),(5 1168511.3),(6 1431151.5),(7 1645966),(8 1808144.9),(9 1921846.8),(10 1990592.1),(11 2027111.9),(12 2035994.6),(13 2005160.5),(14 1957075.5),(15 1930242.6),(16 1940946.3),(17 1965672.1),(18 2003050),(19 2046750.3),(20 2096609.4),(21 2143562.8),(22 2178068),(23 2197621.3),(24 2202926),(25 2193685.8),(26 2175780),(27 2144521.8),(28 2091186.1),(29 2028390.6),(30 1969136.8),(31 1925675),(32 1883080.1),(33 1846926.4),(34 1857059.9),(35 1903649.8),(36 1961906.5),(37 2013161.3),(38 2042863.1),(39 2055050.6),(40 2043022.9),(41 2006418.9),(42 1956749.4),(43 1902438.6),(44 1853949.5),(45 1824085.4),(46 1821827.4),(47 1844066),(48 1884112.1),(49 1928691.3),(50 1979445.5),(51 2007587.8),(52 2029842.5),(53 2039171.5),(54 2034375.5),(55 2021677.4),(56 1998984.1),(57 1977466.6),(58 1973346.1),(59 1996476.5),(60 2035442),(61 2091529.4),(62 2157246.5),(63 2232534),(64 2311783.5),(65 2380119.5),(66 2439515.5),(67 2488140.5),(68 2531385.8),(69 2567677.8),(70 2593299.3),(71 2597421.8),(72 2588678),(73 2587233.8),(74 2585091.3),(75 2587820),(76 2587233.8),(77 2591597.5),(78 2580049),(79 2562295.3),
(1 77271.78),(2 255305.25),(3 479507.8),(4 710145.8),(5 926436.6),(6 1109526),(7 1252094),(8 1364414.4),(9 1436162.9),(10 1489121.6),(11 1527729.4),(12 1560873.1),(13 1577425),(14 1577909.1),(15 1596994.5),(16 1655145.8),(17 1723071),(18 1805280),(19 1886564.1),(20 1955318.6),(21 2001194.6),(22 2015629.1),(23 2019555.1),(24 2007094.3),(25 1993151.6),(26 1982060.4),(27 1972388.3),(28 1962768.6),(29 1939765.8),(30 1912011.6),(31 1888153.4),(32 1864257.4),(33 1830809.4),(34 1824017.3),(35 1847549),(36 1878798.4),(37 1907611),(38 1925534.1),(39 1934561.4),(40 1928940.4),(41 1912413.5),(42 1883521.3),(43 1852301.5),(44 1816829.5),(45 1775990.1),(46 1734882),(47 1699402.5),(48 1662281.1),(49 1634564.8),(50 1624479.9),(51 1620796.8),(52 1628390.6),(53 1641214.4),(54 1656732.8),(55 1677588.4),(56 1697528.8),(57 1713926.1),(58 1719543.6),(59 1729315),(60 1732016.8),(61 1724375.3),(62 1718340.5),(63 1724698.5),(64 1730661.1),(65 1742518),(66 1753233.8),(67 1789238.8),(68 1850827.9),(69 1919132.5),(70 1983787.3),(71 2025998.4),(72 2054231.6),(73 2074931.1),(74 2082338.5),(75 2078936.8),(76 2063768.5),(77 2035016.4),(78 1999301),(79 1971049.4),
