1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 41097.82),(2 124590.06),(3 287049),(4 488218.56),(5 759897.94),(6 1057495.9),(7 1397117.1),(8 1731798.4),(9 2082015),(10 2399287.8),(11 2716002),(12 2993799.8),(13 3255693.5),(14 3454207.3),(15 3643313.8),(16 3790546.8),(17 3954267.8),(18 4082908.3),(19 4228549.5),(20 4340574.5),(21 4472474.5),(22 4555598),(23 4629543.5),(24 4679076),(25 4727142.5),(26 4741749.5),(27 4773635.5),(28 4795365.5),(29 4838650.5),(30 4868246),(31 4927604),(32 4982397.5),(33 5074906),(34 5164949),(35 5287544.5),(36 5399585.5),(37 5534246),(38 5648460),(39 5780032.5),(40 5866626),(41 5946522.5),(42 5954752),(43 5957984),(44 5935499),(45 5926030.5),(46 5889095),(47 5846254),(48 5752985),(49 5660041.5),(50 5537140.5),(51 5438381.5),(52 5308030),(53 5212188.5),(54 5110773.5),(55 5057670),(56 5004341.5),(57 4993075.5),(58 4971248.5),(59 4980189),(60 4974375.5),(61 4995427),(62 5006893),(63 5045225),(64 5055964.5),(65 5081600),(66 5097036),(67 5132046.5),(68 5154651),(69 5213951.5),(70 5256406),(71 5338161),(72 5396287.5),(73 5478751.5),(74 5521545),(75 5563851),(76 5547443),(77 5522956),(78 5449937.5),(79 5371805),
(1 38906.71),(2 116226.305),(3 264750.9),(4 447006.9),(5 686655.75),(6 935894.5),(7 1212406.1),(8 1470265.6),(9 1737811.9),(10 1967801),(11 2192947),(12 2371834),(13 2538381),(14 2660422.5),(15 2767062),(16 2840433.3),(17 2910490.8),(18 2960775.3),(19 3024319.3),(20 3081992),(21 3151958.3),(22 3217430),(23 3295544),(24 3373076),(25 3460717.3),(26 3542660.8),(27 3637910.8),(28 3724621.3),(29 3819734.3),(30 3896613.3),(31 3982996),(32 4058571),(33 4142602),(34 4230598),(35 4332696),(36 4429803),(37 4534005.5),(38 4621542.5),(39 4705631.5),(40 4768200),(41 4814398.5),(42 4820138.5),(43 4815672),(44 4786208.5),(45 4736407),(46 4661859.5),(47 4590236),(48 4501708),(49 4411503.5),(50 4303482.5),(51 4203630),(52 4097250),(53 4010998),(54 3935894.8),(55 3886706.8),(56 3846167.8),(57 3830003.8),(58 3815822.8),(59 3817700.8),(60 3810274),(61 3820064.8),(62 3835302.8),(63 3878359.8),(64 3921830.3),(65 3987111.8),(66 4068162.8),(67 4169480),(68 4261611.5),(69 4377190.5),(70 4493983),(71 4629953),(72 4753708.5),(73 4881152.5),(74 4975562.5),(75 5056111.5),(76 5082987.5),(77 5089152.5),(78 5053819.5),(79 5001939),
(1 43848.605),(2 133176.53),(3 293435.44),(4 479631.9),(5 714457.94),(6 945131.7),(7 1193829.4),(8 1419781.1),(9 1658196.1),(10 1884988.1),(11 2136902.8),(12 2370256.8),(13 2611492.8),(14 2812052.5),(15 3011137.3),(16 3168071),(17 3324285),(18 3453461),(19 3583221),(20 3684332.8),(21 3786458.3),(22 3860300.8),(23 3942006.5),(24 4006935.8),(25 4078145),(26 4125298.3),(27 4193737.5),(28 4256400.5),(29 4330523.5),(30 4392802.5),(31 4479559.5),(32 4551388),(33 4631483),(34 4701644.5),(35 4781900),(36 4856589.5),(37 4944873.5),(38 5031883),(39 5119437),(40 5203499),(41 5276059.5),(42 5334594.5),(43 5391142),(44 5420816.5),(45 5428774.5),(46 5403115.5),(47 5364903),(48 5291220.5),(49 5200588),(50 5089218),(51 4977292),(52 4856877),(53 4733391.5),(54 4605824.5),(55 4489206.5),(56 4376941),(57 4281521),(58 4194482.5),(59 4128794.3),(60 4073833.5),(61 4035669.8),(62 4011107.8),(63 4006539.5),(64 4016880.8),(65 4053016.8),(66 4094039.3),(67 4141735.3),(68 4187783.8),(69 4247934),(70 4313184.5),(71 4385132.5),(72 4463490),(73 4557677),(74 4662970),(75 4780283.5),(76 4889422.5),(77 4996694),(78 5107266),(79 5223204.5),
(1 47114.01),(2 148387.44),(3 328868.22),(4 540653.2),(5 803572.56),(6 1062430.9),(7 1335327.8),(8 1580985),(9 1826931.9),(10 2037197.8),(11 2257784.5),(12 2459317.5),(13 2672963),(14 2850895.8),(15 3028611.8),(16 3172173.8),(17 3325903.8),(18 3455424),(19 3597509.5),(20 3714559.8),(21 3842783.3),(22 3934532.3),(23 4031542),(24 4084124.8),(25 4127448.3),(26 4127394),(27 4137161),(28 4141251.5),(29 4164435.8),(30 4185470),(31 4246597),(32 4287281.5),(33 4355634),(34 4407777.5),(35 4492433.5),(36 4575291.5),(37 4678453),(38 4784231.5),(39 4921975),(40 5051580),(41 5199662),(42 5329285.5),(43 5455593),(44 5540768.5),(45 5607239),(46 5629876),(47 5617877),(48 5558661),(49 5473578),(50 5352609),(51 5243061),(52 5119327.5),(53 5009234.5),(54 4891803),(55 4786462),(56 4659884),(57 4552838),(58 4441998.5),(59 4353688.5),(60 4250741),(61 4153521.5),(62 4047967.8),(63 3965403.3),(64 3885358.8),(65 3815680.3),(66 3751467),(67 3715371.3),(68 3689309),(69 3692020.8),(70 3694459.5),(71 3720668.3),(72 3745414),(73 3794338),(74 3841866),(75 3908247.3),(76 3960812.3),(77 4038183.3),(78 4123486.5),(79 4225396),
(1 49916.9),(2 158547.58),(3 345013.47),(4 557719.6),(5 811305.5),(6 1054706.1),(7 1309356),(8 1535652.8),(9 1752141.6),(10 1924222.4),(11 2092079.1),(12 2230004.5),(13 2372524.3),(14 2488499),(15 2618083),(16 2730529.8),(17 2855195.5),(18 2957725.8),(19 3076705.3),(20 3180187.8),(21 3298034.3),(22 3390803),(23 3485568),(24 3549174.5),(25 3614264),(26 3660674.3),(27 3729474.3),(28 3790196.8),(29 3875070),(30 3950084.3),(31 4050849.3),(32 4134814.8),(33 4235730.5),(34 4308732),(35 4393555.5),(36 4445291.5),(37 4499108),(38 4532046),(39 4576915.5),(40 4609972),(41 4663267),(42 4701865),(43 4761639.5),(44 4806382),(45 4868100.5),(46 4899021.5),(47 4930347.5),(48 4914951.5),(49 4895240.5),(50 4840776),(51 4793826),(52 4706660),(53 4616521),(54 4502699.5),(55 4399845.5),(56 4285085),(57 4201097),(58 4120461.8),(59 4073348.5),(60 4020242.3),(61 4003067.8),(62 3984792),(63 3981375.5),(64 3958313),(65 3942452.5),(66 3908163.5),(67 3886750),(68 3856398.8),(69 3850780.8),(70 3844907.3),(71 3860132.8),(72 3866348.5),(73 3903112),(74 3941355),(75 4002550.5),(76 4068757.8),(77 4164272.3),(78 4264048.5),(79 4376717),
(1 46430.508),(2 145172.4),(3 309155.4),(4 491623.34),(5 708695.1),(6 921916.25),(7 1152497.3),(8 1363026.3),(9 1571370.4),(10 1738671.8),(11 1897258),(12 2031276.8),(13 2174705.8),(14 2303065.8),(15 2450367),(16 2580966.5),(17 2718845.3),(18 2829440.3),(19 2940683.8),(20 3016821.8),(21 3084325.3),(22 3119505.8),(23 3151606.5),(24 3167096.3),(25 3193061.5),(26 3206907.3),(27 3242944),(28 3269167.3),(29 3313168.5),(30 3352524.8),(31 3413564.3),(32 3462708.3),(33 3523121),(34 3559381),(35 3601265),(36 3611624),(37 3619615.5),(38 3601324.3),(39 3603902.5),(40 3593604.8),(41 3610575.3),(42 3624682.5),(43 3668587),(44 3707729.5),(45 3764533.5),(46 3796440.5),(47 3839132.8),(48 3859552),(49 3889250.5),(50 3897292.5),(51 3912489.8),(52 3883640),(53 3860972.5),(54 3815188.3),(55 3782815.5),(56 3731195.3),(57 3701472.8),(58 3666336),(59 3661422.5),(60 3643925.5),(61 3650139.3),(62 3647105.3),(63 3652307.5),(64 3623223.8),(65 3593406.3),(66 3548416.3),(67 3520194.8),(68 3475993.5),(69 3452624),(70 3414730.3),(71 3392692.3),(72 3351061.3),(73 3325877.8),(74 3299611.3),(75 3294534.5),(76 3279620.8),(77 3282442.8),(78 3272836.5),(79 3267431.3),
(1 39550.58),(2 121784.35),(3 261620.19),(4 418646.25),(5 606955.06),(6 795336.4),(7 1002830.3),(8 1194193),(9 1383442.9),(10 1533311.9),(11 1675430.8),(12 1789670.1),(13 1905669.9),(14 1997594.1),(15 2098798),(16 2179636.8),(17 2264573.8),(18 2325696.8),(19 2391418.8),(20 2430809.8),(21 2472083.5),(22 2488364.5),(23 2506270),(24 2508736.3),(25 2525412.8),(26 2536371.5),(27 2566875.8),(28 2578144),(29 2602413.5),(30 2606064.5),(31 2626736.5),(32 2640240.5),(33 2675886),(34 2697038.5),(35 2734281.5),(36 2748811.8),(37 2772578.8),(38 2777205.8),(39 2792613.3),(40 2793044.5),(41 2808971.5),(42 2807157),(43 2825185),(44 2829910.8),(45 2848628.3),(46 2847879.3),(47 2865749.3),(48 2871227),(49 2900121.3),(50 2918687),(51 2965540.3),(52 2997537.5),(53 3043311.5),(54 3064453.8),(55 3089312),(56 3093273.8),(57 3105415.8),(58 3089649.5),(59 3075782.3),(60 3029910.8),(61 2984976.5),(62 2907409.5),(63 2834801),(64 2744178),(65 2672798.3),(66 2594574.5),(67 2546400),(68 2498359.3),(69 2488038.3),(70 2479057),(71 2501271),(72 2503900.5),(73 2532793.3),(74 2538818.8),(75 2554342),(76 2551881.3),(77 2567587.5),(78 2553495.3),(79 2548558),
(1 37995.938),(2 115806.71),(3 248855.58),(4 397458.97),(5 577980.5),(6 750137.44),(7 924278.3),(8 1058743.3),(9 1176334.3),(10 1253429.6),(11 1324705.4),(12 1372607.5),(13 1430272),(14 1474314.4),(15 1528238),(16 1571065.1),(17 1624094),(18 1664885.6),(19 1721518.5),(20 1760316.1),(21 1804601.1),(22 1827043.8),(23 1857088.4),(24 1877294.5),(25 1916600),(26 1951108.1),(27 2002578),(28 2046333.6),(29 2107733.8),(30 2151695.5),(31 2208978),(32 2250336.8),(33 2297481.3),(34 2317926.5),(35 2341916.8),(36 2337000.8),(37 2335310),(38 2310247),(39 2293099.8),(40 2258359.8),(41 2235280),(42 2203190),(43 2192753.8),(44 2175798),(45 2182675),(46 2179134),(47 2191095.3),(48 2195756.5),(49 2223774.8),(50 2245152.8),(51 2283627.8),(52 2302103.5),(53 2322266),(54 2315617.8),(55 2315128.5),(56 2296402.3),(57 2283863.3),(58 2251622.8),(59 2235638.8),(60 2209615.3),(61 2199595.3),(62 2178063.8),(63 2171060.8),(64 2148757.3),(65 2133849.8),(66 2100446),(67 2084137.8),(68 2060180.9),(69 2061903),(70 2059968),(71 2079226),(72 2085953.8),(73 2104509.5),(74 2113420.3),(75 2137946.3),(76 2151208.5),(77 2177361.5),(78 2181224.5),(79 2200722),
(1 45292.242),(2 143270.94),(3 304264.28),(4 481224.78),(5 684076.2),(6 871689.1),(7 1050769.8),(8 1184404.1),(9 1296387),(10 1371504),(11 1450348.3),(12 1514319.1),(13 1597049),(14 1669065.6),(15 1756646.5),(16 1831740.9),(17 1915280),(18 1969893.8),(19 2027914.3),(20 2058139.8),(21 2093749.3),(22 2109342),(23 2140973.5),(24 2170717.8),(25 2222951.8),(26 2260509.8),(27 2307761),(28 2339851.5),(29 2383530.8),(30 2408326),(31 2445208.8),(32 2462134),(33 2481555.3),(34 2475611),(35 2474006),(36 2450492.5),(37 2435978.3),(38 2404079),(39 2388334.3),(40 2360500),(41 2353613.8),(42 2344623.5),(43 2362079.5),(44 2374744.5),(45 2405804),(46 2420145),(47 2444892),(48 2451918.5),(49 2470192.8),(50 2470725.3),(51 2480384.5),(52 2468155.8),(53 2455581.3),(54 2420202.3),(55 2387078.5),(56 2333957.5),(57 2291514.5),(58 2239513),(59 2203400.5),(60 2160952),(61 2134399.3),(62 2098769.8),(63 2064383.3),(64 2011840.6),(65 1966100.5),(66 1907443.1),(67 1861310.9),(68 1811185),(69 1782634),(70 1759918.9),(71 1764983.5),(72 1777577.8),(73 1812385.3),(74 1846603.5),(75 1895639.1),(76 1932811.3),(77 1976770.3),(78 2009262.8),(79 2051410.5),
(1 38201.23),(2 121783.46),(3 260334.33),(4 417766.25),(5 602320),(6 783732.3),(7 970250.8),(8 1137386.8),(9 1300946.1),(10 1435306.5),(11 1572042.4),(12 1692940),(13 1818466),(14 1930463.6),(15 2043403.3),(16 2134711.3),(17 2218970.8),(18 2270361),(19 2306503.3),(20 2316570),(21 2327713.8),(22 2327803.3),(23 2343056.8),(24 2352295),(25 2369598.3),(26 2367234.3),(27 2357765.5),(28 2322890),(29 2289871),(30 2239602.5),(31 2199737),(32 2148420),(33 2110311.3),(34 2067614.8),(35 2044854.9),(36 2013344.4),(37 1991883),(38 1959070.8),(39 1934722),(40 1899624),(41 1872047.4),(42 1839568.4),(43 1822661.6),(44 1809190),(45 1811505.9),(46 1810407.4),(47 1824876.1),(48 1835833.3),(49 1863366.5),(50 1880744.4),(51 1908678.3),(52 1929175.8),(53 1958490),(54 1971094.5),(55 1986726),(56 1984958.9),(57 1985883.3),(58 1969473.8),(59 1969789.6),(60 1964468.8),(61 1980090.1),(62 1983733.3),(63 2001459.5),(64 2009822),(65 2027947.5),(66 2032054.9),(67 2039423.1),(68 2031722.4),(69 2031637.9),(70 2019373),(71 2015607.8),(72 2003608),(73 2002950.3),(74 1993613.9),(75 1999507.5),(76 1996540.1),(77 2003964.5),(78 2006592.9),(79 2022993.8),
(1 36659.957),(2 113625.69),(3 241964.4),(4 379242.9),(5 532652.94),(6 669039),(7 807399.44),(8 927572.25),(9 1054190),(10 1157271.5),(11 1264702.1),(12 1357520),(13 1457341.5),(14 1537236.4),(15 1613004.6),(16 1657561.1),(17 1698677.8),(18 1710895.5),(19 1719052),(20 1711975.8),(21 1716307.3),(22 1709599.5),(23 1712491.1),(24 1697558),(25 1686688.5),(26 1665577.6),(27 1647085.4),(28 1609185.9),(29 1572412),(30 1516314.3),(31 1472874.4),(32 1430495),(33 1412455.8),(34 1398021.6),(35 1408121.1),(36 1415305.6),(37 1436444.6),(38 1443927.4),(39 1467469.9),(40 1482309.5),(41 1510478.1),(42 1528286.4),(43 1563322.9),(44 1593825.1),(45 1636772.1),(46 1665083.9),(47 1696286.1),(48 1707745.6),(49 1724879.4),(50 1730352.4),(51 1746148.8),(52 1754324.4),(53 1777554.3),(54 1795078),(55 1824188.3),(56 1838981.6),(57 1864154.3),(58 1875227),(59 1901453.9),(60 1913374.4),(61 1934848),(62 1939075.3),(63 1959813),(64 1964084.6),(65 1983557),(66 1987162.3),(67 2000862.4),(68 1990504),(69 1983393.9),(70 1951068.1),(71 1924553.1),(72 1880936.5),(73 1850807.8),(74 1812348.1),(75 1795062.9),(76 1771124.3),(77 1762957.5),(78 1744952),(79 1742231.4),
(1 35546.61),(2 110359.71),(3 235591.03),(4 369101.63),(5 513408.72),(6 625768.8),(7 728524.25),(8 800371.7),(9 869243.25),(10 916940.75),(11 968084.44),(12 999038.75),(13 1035564.1),(14 1054629.9),(15 1077206.6),(16 1075432.9),(17 1080013.5),(18 1064584.8),(19 1058035),(20 1043110),(21 1051985.6),(22 1052308.8),(23 1070666.1),(24 1074770.1),(25 1088139),(26 1084744.5),(27 1091438.6),(28 1082825.5),(29 1089327.8),(30 1082895.1),(31 1089292.9),(32 1082926.5),(33 1091357.5),(34 1090528.9),(35 1110571.1),(36 1125255),(37 1158886.3),(38 1183130.4),(39 1227383),(40 1257643.5),(41 1291619.4),(42 1301907.6),(43 1317019.8),(44 1319743.9),(45 1328765.5),(46 1315779.6),(47 1306010.4),(48 1283588.1),(49 1280164.8),(50 1274847),(51 1289354.8),(52 1297935.4),(53 1322085.6),(54 1338136.5),(55 1367690.5),(56 1382745.4),(57 1408833.5),(58 1424300.1),(59 1447076.5),(60 1448934.8),(61 1448331.3),(62 1431954.5),(63 1422796.5),(64 1405135.5),(65 1401464.5),(66 1391264),(67 1395818),(68 1395211.6),(69 1397666.6),(70 1377765.5),(71 1354599.5),(72 1311821.5),(73 1277920.1),(74 1239986.5),(75 1228055.9),(76 1214101.3),(77 1224844.5),(78 1230747.9),(79 1260362.9),
(1 33627.28),(2 104545.6),(3 217205.05),(4 333263.34),(5 456119.22),(6 551643.4),(7 638992.25),(8 704520.8),(9 771844.9),(10 819430.1),(11 871491.44),(12 902657),(13 938436.2),(14 956890.1),(15 979414.6),(16 987166.1),(17 1003151.6),(18 1009001.2),(19 1024951.94),(20 1036553.5),(21 1065876.5),(22 1086523.5),(23 1117559.1),(24 1133367.5),(25 1151480.4),(26 1149710.6),(27 1162743.9),(28 1168199.3),(29 1189484.9),(30 1200981.3),(31 1228829.4),(32 1245397.6),(33 1277632.9),(34 1297523.5),(35 1330963.5),(36 1352923.1),(37 1385835.4),(38 1404796.9),(39 1438637.9),(40 1457421.6),(41 1480364.1),(42 1484256.8),(43 1493742.4),(44 1490150),(45 1500935.5),(46 1503136.9),(47 1523108),(48 1542476.1),(49 1583455.1),(50 1617050.3),(51 1659092.1),(52 1683685.4),(53 1709349.6),(54 1713561.6),(55 1721921.9),(56 1715858.4),(57 1718532.9),(58 1712500.9),(59 1717433.1),(60 1702377.6),(61 1697677.4),(62 1684536.1),(63 1681604.9),(64 1667534),(65 1667283.8),(66 1656275),(67 1657754.8),(68 1649408),(69 1649029.6),(70 1634088.5),(71 1622415.5),(72 1595698.8),(73 1580417.5),(74 1563186.6),(75 1565588.3),(76 1555826.4),(77 1552082),(78 1538489),(79 1537864),
(1 32264.861),(2 99050.84),(3 200766.16),(4 300111.53),(5 403665.7),(6 486460),(7 566923.6),(8 631440.4),(9 703761.94),(10 764164.06),(11 829630.3),(12 876001.5),(13 916831.44),(14 928854.06),(15 931309.75),(16 911466.3),(17 901594.3),(18 889067.4),(19 893523.44),(20 898377.75),(21 921949.3),(22 942220.44),(23 976008),(24 999595.2),(25 1027590.4),(26 1048972.8),(27 1081831.5),(28 1114684),(29 1160722.4),(30 1203364.5),(31 1256874.8),(32 1299835.5),(33 1349634.5),(34 1384938.5),(35 1426136.5),(36 1451346.1),(37 1485057.8),(38 1499851.8),(39 1520463.3),(40 1522250),(41 1529631.3),(42 1526328.1),(43 1532388.5),(44 1526890.5),(45 1529221.4),(46 1522688.9),(47 1528523.3),(48 1523611.8),(49 1526017.6),(50 1516570.3),(51 1518162.9),(52 1515291.9),(53 1524204.1),(54 1520158.6),(55 1520901),(56 1507922.6),(57 1502694),(58 1490419.9),(59 1491331),(60 1485201.6),(61 1496424.8),(62 1499741.4),(63 1510141.8),(64 1508907.4),(65 1517779.5),(66 1515974.8),(67 1527462.6),(68 1529577.4),(69 1544743.3),(70 1550615.9),(71 1567921.3),(72 1573809.8),(73 1585147.4),(74 1580991.9),(75 1576357.4),(76 1548044.8),(77 1519051.8),(78 1477676.3),(79 1443773.1),
(1 32330.994),(2 99462.71),(3 203053.83),(4 306306.13),(5 414566.03),(6 500940.03),(7 579749.3),(8 637863),(9 697475),(10 747972.8),(11 809508.2),(12 862479.2),(13 913767.44),(14 943937.25),(15 962922.5),(16 962203.75),(17 959579.4),(18 945346.7),(19 941186.25),(20 937247.6),(21 952141),(22 965598.7),(23 992248.7),(24 1013392),(25 1044694.06),(26 1067418.1),(27 1099014.3),(28 1122335.9),(29 1154211.3),(30 1172804.1),(31 1195175.4),(32 1205541.5),(33 1219606.4),(34 1219308.1),(35 1227037.1),(36 1225274),(37 1230241.5),(38 1221850.9),(39 1219268.3),(40 1201867.4),(41 1186213.8),(42 1160951.9),(43 1146256.5),(44 1127260.3),(45 1119755.8),(46 1108094.4),(47 1110993.8),(48 1105041.8),(49 1110128),(50 1109029.8),(51 1127589.8),(52 1149074.5),(53 1187094),(54 1218374.3),(55 1255345.8),(56 1278136.9),(57 1304394.8),(58 1319820.1),(59 1342850.6),(60 1359007.4),(61 1387853.4),(62 1409497.3),(63 1443999.5),(64 1472149.3),(65 1506755.3),(66 1523899.9),(67 1539055.3),(68 1535349.9),(69 1531232),(70 1516212.8),(71 1507365.1),(72 1488424.8),(73 1472107.9),(74 1444301.4),(75 1419896.5),(76 1385798),(77 1359401.4),(78 1325014.3),(79 1300114.5),
(1 32385.13),(2 98346.53),(3 199578.34),(4 299173.28),(5 406575.72),(6 490649.06),(7 568907.25),(8 624631.6),(9 683713.25),(10 727807.6),(11 777153),(12 806753.1),(13 843742.1),(14 866006.7),(15 891529.5),(16 898438.9),(17 911741.9),(18 908183.06),(19 909664.75),(20 897550.9),(21 892682.3),(22 877745.3),(23 877089.1),(24 874612.5),(25 889170.3),(26 902435.8),(27 927154.3),(28 935921.1),(29 950305.1),(30 942909.1),(31 939178.9),(32 920426.3),(33 910401.6),(34 888024.2),(35 878163.6),(36 861741.7),(37 859579.3),(38 846410.7),(39 842499.25),(40 825259.44),(41 815748.75),(42 793915.5),(43 781129.8),(44 759196.2),(45 746350.9),(46 732671.94),(47 740078.1),(48 746230),(49 766722.7),(50 779153.4),(51 807404.3),(52 834912.4),(53 877578.1),(54 910538.1),(55 947328.9),(56 962381.3),(57 984615.8),(58 987502.1),(59 999370.3),(60 997218.4),(61 1008975.06),(62 1011113.1),(63 1032637.5),(64 1040365.7),(65 1060697.8),(66 1066818.1),(67 1085389.1),(68 1090378.5),(69 1106217.8),(70 1109249.5),(71 1126929.3),(72 1130541),(73 1140061.8),(74 1126859.5),(75 1118594.1),(76 1098484.8),(77 1088741),(78 1058401.8),(79 1035415.25),
(1 30654.268),(2 91917.89),(3 185059.75),(4 272826.94),(5 359743.25),(6 422668.8),(7 479918.66),(8 521640.97),(9 571872.7),(10 615119.4),(11 665353.94),(12 695826.9),(13 723730.25),(14 733592.1),(15 744653.4),(16 744679.8),(17 756498.06),(18 761292),(19 773703.94),(20 774392.4),(21 779611.56),(22 771452.6),(23 774209),(24 769444.25),(25 781465.06),(26 789178.7),(27 811402.9),(28 823441.25),(29 843451.44),(30 845025.9),(31 849835.44),(32 840161.44),(33 838965.7),(34 828646.94),(35 827449.94),(36 817931.44),(37 816570.75),(38 800968.9),(39 790245),(40 768996.25),(41 760073),(42 747257.75),(43 745979.4),(44 739286.6),(45 746392.6),(46 744787.7),(47 751897.75),(48 752770.56),(49 768409.9),(50 775032.4),(51 793971.75),(52 807128),(53 832606.25),(54 850880.06),(55 874424.56),(56 887344.25),(57 911269.1),(58 928071.44),(59 951006.4),(60 961746.25),(61 979805.75),(62 987404.8),(63 1000335),(64 1001566.56),(65 1009894.56),(66 1007377.1),(67 1013866.7),(68 1015313.6),(69 1025221.25),(70 1021163),(71 1022652.6),(72 1012540.06),(73 1011631.6),(74 1001619.4),(75 1003795.3),(76 997066.4),(77 995366.06),(78 974469),(79 956435.56),
(1 30621.49),(2 92813.16),(3 185146.56),(4 274689.9),(5 366253.5),(6 433639.88),(7 494959.97),(8 538487.5),(9 584674.56),(10 624341.9),(11 672974.56),(12 706120.94),(13 733692.6),(14 739767.44),(15 742769.75),(16 731845.2),(17 728528.7),(18 720776.25),(19 726438.75),(20 728717.56),(21 740870.5),(22 743718.75),(23 755856.56),(24 760193.8),(25 774091.06),(26 780111.7),(27 797698.7),(28 805731.44),(29 820642.06),(30 823329.9),(31 831665.2),(32 826613),(33 830372.4),(34 830207.44),(35 842264.6),(36 848500.06),(37 858465.25),(38 858185.75),(39 863134.25),(40 863300.2),(41 873622.5),(42 883569.75),(43 907832.94),(44 927790.75),(45 953308.25),(46 966855.2),(47 986135.6),(48 998809.44),(49 1014975.7),(50 1018322.1),(51 1024273.25),(52 1021514.06),(53 1026036.9),(54 1020544.3),(55 1019953.9),(56 1010169.44),(57 1008158.56),(58 1002638.44),(59 1004761.44),(60 997828.2),(61 993744.25),(62 977330.75),(63 962714.4),(64 936088.2),(65 913880.5),(66 883149.9),(67 862380),(68 839237.2),(69 830734.1),(70 822563.94),(71 827117.94),(72 826385.9),(73 838533),(74 845563.44),(75 862301.9),(76 872080.3),(77 885562.4),(78 883833.94),(79 884451),
