1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 41916.65),(2 132094.4),(3 255255.78),(4 405447.7),(5 568167.44),(6 738416.8),(7 885315.6),(8 1019888.5),(9 1133664.1),(10 1233423.3),(11 1327677.6),(12 1401185.8),(13 1458455),(14 1501776.8),(15 1536571.1),(16 1567049.4),(17 1604370.8),(18 1634571.1),(19 1656505.3),(20 1672410.4),(21 1681544.4),(22 1688168),(23 1683112.8),(24 1663687.1),(25 1633641.6),(26 1607297.3),(27 1601335),(28 1611990.6),(29 1638872.4),(30 1675883.9),(31 1722711.5),(32 1783282.4),(33 1853976.5),(34 1928754.4),(35 1999086.3),(36 2057293.6),(37 2096535.3),(38 2115610.5),(39 2110593.5),(40 2099039.3),(41 2085582.6),(42 2067757.8),(43 2067331.5),(44 2077817.4),(45 2105099.8),(46 2142924.5),(47 2195593),(48 2242562),(49 2288542),(50 2304516.8),(51 2325303.3),(52 2352953.5),(53 2367811.8),(54 2375642),(55 2374783.5),(56 2378968.8),(57 2389483.8),(58 2398148.5),(59 2409366.5),(60 2401161),(61 2406256.5),(62 2410356.3),(63 2426088.8),(64 2448092.8),(65 2470756.5),(66 2491959),(67 2508477.5),(68 2523971.8),(69 2556659.8),(70 2589098.5),(71 2626679),(72 2666467.3),(73 2703594),(74 2746679.3),(75 2793478.3),(76 2823884.5),(77 2846997.5),(78 2876410),(79 2885449.5),
(1 41591.957),(2 131618.36),(3 249866.81),(4 386057.1),(5 530692.94),(6 680681.6),(7 811263.5),(8 925282.75),(9 1019273.3),(10 1095971.6),(11 1158317.1),(12 1208375.9),(13 1250528.9),(14 1287845.4),(15 1320016.8),(16 1353701.4),(17 1387452.3),(18 1423354.5),(19 1451951.4),(20 1468672.4),(21 1463662.6),(22 1443465.6),(23 1403015.5),(24 1348532.6),(25 1294904.4),(26 1253974.9),(27 1235964.5),(28 1249679.8),(29 1288471.1),(30 1343279.1),(31 1413280.9),(32 1503423.4),(33 1590646),(34 1668358.4),(35 1726660.4),(36 1762154.5),(37 1771827.6),(38 1770087.4),(39 1756442),(40 1752328.5),(41 1757615),(42 1786423.6),(43 1819932.4),(44 1866718.6),(45 1920209),(46 1984843.9),(47 2056717.4),(48 2122203.8),(49 2176581.5),(50 2210571.8),(51 2221700.5),(52 2218343.5),(53 2201562.3),(54 2179884),(55 2151939),(56 2134900.3),(57 2141139.8),(58 2165200.8),(59 2203693.5),(60 2236141.8),(61 2267872.3),(62 2293175.8),(63 2308881.3),(64 2321326.8),(65 2327256.3),(66 2328569.3),(67 2316046.3),(68 2300193.8),(69 2297307),(70 2283873.8),(71 2273260.8),(72 2264018.5),(73 2268973.5),(74 2279818.3),(75 2300470.8),(76 2320713.5),(77 2344208.3),(78 2392196.3),(79 2419835),
(1 43155.49),(2 136852.84),(3 258955.92),(4 398514.84),(5 542387.2),(6 694961.94),(7 820815.06),(8 929355.6),(9 1024926.56),(10 1104526.6),(11 1180311.4),(12 1241693.5),(13 1290142.1),(14 1335146.8),(15 1376778.3),(16 1410961.9),(17 1457317.1),(18 1493285.5),(19 1521546.9),(20 1539069.5),(21 1544906.5),(22 1544668.5),(23 1542133.1),(24 1546432.6),(25 1566148),(26 1599195.6),(27 1644153.6),(28 1696579.4),(29 1753799.5),(30 1803986.8),(31 1843769.1),(32 1886264.6),(33 1912151.6),(34 1923606.4),(35 1927197.5),(36 1916605.3),(37 1895516.1),(38 1865756.1),(39 1803144.6),(40 1765907.9),(41 1745425.5),(42 1745209.1),(43 1765679.4),(44 1804010.9),(45 1854456.4),(46 1914976.6),(47 1983453.8),(48 2043594.1),(49 2087761.5),(50 2117890),(51 2153355.8),(52 2194610),(53 2240026),(54 2289089.5),(55 2335156.3),(56 2391136.8),(57 2461828.8),(58 2536423),(59 2611361),(60 2660745),(61 2702951.8),(62 2732425),(63 2748635.8),(64 2756192),(65 2765681.5),(66 2775816.3),(67 2781451.8),(68 2789693.5),(69 2811483.3),(70 2821645.5),(71 2820903.8),(72 2805738.3),(73 2787358.8),(74 2758373),(75 2721415.8),(76 2686702.5),(77 2661975.5),(78 2652069),(79 2649087.3),
(1 50491.63),(2 156943.97),(3 290087.03),(4 438913.84),(5 590263.25),(6 730344.9),(7 842458.06),(8 935053.75),(9 1010179.25),(10 1071370.5),(11 1128443),(12 1176900),(13 1219712.4),(14 1264641.3),(15 1302895.9),(16 1346052.5),(17 1372884.8),(18 1382828.5),(19 1377302.3),(20 1363342.8),(21 1336672.6),(22 1317947.3),(23 1323360.5),(24 1345211.9),(25 1386220.6),(26 1442915.9),(27 1509121),(28 1578234.5),(29 1639561.9),(30 1685530.8),(31 1711384.1),(32 1715385.6),(33 1712714.3),(34 1703281.5),(35 1693301.5),(36 1696263),(37 1704320),(38 1711502.1),(39 1721462.9),(40 1740029.8),(41 1755533.9),(42 1763980.1),(43 1776303.9),(44 1778883.5),(45 1769722.9),(46 1760113),(47 1757475.9),(48 1753190.1),(49 1759871.4),(50 1771368),(51 1784493.5),(52 1804160),(53 1829140.8),(54 1860696.8),(55 1890357),(56 1931028.6),(57 1979068.5),(58 2027302.5),(59 2059310.5),(60 2067123),(61 2084826.9),(62 2089674.8),(63 2096093.5),(64 2094626.3),(65 2079061.8),(66 2057518.3),(67 2028404.4),(68 1997529.6),(69 1962095.4),(70 1923694.5),(71 1882307.3),(72 1848209.5),(73 1821537.1),(74 1802997.1),(75 1792212.8),(76 1790145.6),(77 1790252.6),(78 1782400.5),(79 1792360),
(1 43119.85),(2 128410.03),(3 236658.27),(4 357522.94),(5 479326.72),(6 604168.94),(7 697836.75),(8 772572.56),(9 828365.3),(10 873751.44),(11 913580.9),(12 955042.7),(13 994402.25),(14 1040179.9),(15 1077664.1),(16 1124114.1),(17 1163957.5),(18 1188047.9),(19 1200856),(20 1208125.3),(21 1209769),(22 1222729.9),(23 1229033.1),(24 1250523.8),(25 1280314.9),(26 1310712.9),(27 1342280.3),(28 1375621.5),(29 1404464.6),(30 1421283.9),(31 1427416.3),(32 1432458.6),(33 1443048.5),(34 1465546.4),(35 1493628.5),(36 1514775.5),(37 1526735.8),(38 1528275.3),(39 1516168.9),(40 1512022.6),(41 1499293.1),(42 1489400),(43 1465748.3),(44 1439684.8),(45 1417458.9),(46 1408546.4),(47 1413491.3),(48 1420345.4),(49 1435910.9),(50 1457357.6),(51 1487406.1),(52 1524671.4),(53 1562778.5),(54 1598373.4),(55 1623272.3),(56 1649999.4),(57 1682904.8),(58 1719679.9),(59 1768417.5),(60 1800212.5),(61 1821434.6),(62 1827426.1),(63 1817854.4),(64 1800024.1),(65 1782489.8),(66 1761524),(67 1740897.8),(68 1723480.5),(69 1728260.9),(70 1745014.4),(71 1780017.8),(72 1826957.1),(73 1871341.1),(74 1919227.4),(75 1960187.5),(76 1995858.4),(77 2025887.1),(78 2036712.5),(79 2054497.1),
(1 41715.875),(2 128017.35),(3 235114.2),(4 352213.8),(5 466555.47),(6 579302.2),(7 668918.75),(8 744820.94),(9 809171),(10 867070.06),(11 921812),(12 968448.56),(13 1008059.2),(14 1043453.6),(15 1068706),(16 1099997.1),(17 1114447.1),(18 1118621.1),(19 1121971.5),(20 1129365.1),(21 1148410.1),(22 1183052.8),(23 1238444.4),(24 1302173.8),(25 1361559.6),(26 1411235.3),(27 1434626.8),(28 1444141.9),(29 1443722.8),(30 1437494.4),(31 1428582),(32 1424614.8),(33 1430421.8),(34 1447338.3),(35 1471274.6),(36 1495220.5),(37 1508294.6),(38 1518965.3),(39 1538823.6),(40 1551013.6),(41 1563368.8),(42 1583609.6),(43 1607148.3),(44 1633926.9),(45 1657272.5),(46 1675306.3),(47 1683402.1),(48 1678014.4),(49 1665347.1),(50 1642161.6),(51 1627636),(52 1624470.9),(53 1635203.5),(54 1663140.8),(55 1702284.1),(56 1739928.3),(57 1772989.9),(58 1795086.4),(59 1798697.1),(60 1782542.9),(61 1773603.5),(62 1765384),(63 1763892.4),(64 1764126.6),(65 1769599.9),(66 1780179.4),(67 1794415.8),(68 1811252.9),(69 1835212.3),(70 1859024.5),(71 1892658.9),(72 1933600.3),(73 1977273.4),(74 2016681.6),(75 2049912.4),(76 2072027.8),(77 2082987.6),(78 2061168.9),(79 2047321.6),
(1 40786.234),(2 121968.484),(3 222372.88),(4 330349.03),(5 435484.38),(6 541563.4),(7 618362.1),(8 676203.9),(9 727327.94),(10 773721.06),(11 814985.56),(12 852174.4),(13 884625.1),(14 913956.1),(15 933826),(16 965890.44),(17 999689.8),(18 1020908),(19 1045070.2),(20 1078076.5),(21 1121840.8),(22 1171294.3),(23 1217415.5),(24 1261727),(25 1295477.6),(26 1324257.8),(27 1345049.8),(28 1359378.6),(29 1372213.6),(30 1382317.5),(31 1393868.9),(32 1420968),(33 1454106.6),(34 1488375.4),(35 1515173.4),(36 1527855.8),(37 1524762.4),(38 1509517.9),(39 1489347.9),(40 1472731.4),(41 1466656.5),(42 1482307.6),(43 1507613.6),(44 1539496.4),(45 1569346.9),(46 1599379.8),(47 1626055.1),(48 1646368.5),(49 1671377),(50 1702468.9),(51 1723920.8),(52 1746553),(53 1761859.8),(54 1771083.4),(55 1773547.1),(56 1768107.6),(57 1760680.9),(58 1748788.5),(59 1723978.6),(60 1711751.1),(61 1732589.4),(62 1770623.3),(63 1816750.1),(64 1863071.3),(65 1908002.6),(66 1949417.4),(67 1986720.4),(68 2022789.8),(69 2044491.9),(70 2057567),(71 2058111.5),(72 2049917.9),(73 2032361.3),(74 2005291.8),(75 1970036.4),(76 1931773.6),(77 1890482.3),(78 1845045.9),(79 1817560.5),
(1 43637.574),(2 132157.06),(3 245377.8),(4 369498.47),(5 487270.38),(6 598410.7),(7 677955.06),(8 736574.3),(9 778556.25),(10 811851.25),(11 836421.94),(12 856381.7),(13 873615.9),(14 887696.2),(15 896545.7),(16 901093),(17 919089.8),(18 939948.56),(19 970498.75),(20 1011628.75),(21 1052535.1),(22 1091656.5),(23 1124086.6),(24 1137364.6),(25 1131127.8),(26 1111537.8),(27 1086265.9),(28 1069841.9),(29 1067242),(30 1075621.5),(31 1098782.3),(32 1135358.6),(33 1168744.1),(34 1195290.8),(35 1215226.9),(36 1241633),(37 1260161.9),(38 1267204.4),(39 1266442),(40 1275204.9),(41 1286004.9),(42 1300318.8),(43 1309236.6),(44 1319889.3),(45 1327321.9),(46 1331375.9),(47 1334479.5),(48 1340233.4),(49 1345498.9),(50 1367112.8),(51 1391665.8),(52 1418582.4),(53 1438868.4),(54 1450069.3),(55 1441961.3),(56 1430566.8),(57 1419586),(58 1413060.4),(59 1434944.6),(60 1468088),(61 1502279),(62 1545976.9),(63 1594280.4),(64 1635509.4),(65 1667871.5),(66 1693062.3),(67 1709303.3),(68 1727319),(69 1751055.3),(70 1774044.1),(71 1794039.9),(72 1807967.4),(73 1813455.4),(74 1806452.1),(75 1795680.5),(76 1777276.3),(77 1753244),(78 1706770.6),(79 1665319),
(1 41297.72),(2 122638.85),(3 221027.55),(4 327849),(5 435155.5),(6 553401.2),(7 643114.6),(8 717953.75),(9 781480),(10 835609.25),(11 874511),(12 899238.9),(13 915056.25),(14 923402.7),(15 924950.3),(16 930371.94),(17 938277.06),(18 949013.56),(19 967384.94),(20 990205.8),(21 1015115.06),(22 1034698.75),(23 1044094.75),(24 1042028.25),(25 1034088.1),(26 1027368.5),(27 1026080.94),(28 1029696.2),(29 1042314.1),(30 1058837.1),(31 1080267.6),(32 1107876.5),(33 1117706.5),(34 1116553.3),(35 1113924.1),(36 1114239.3),(37 1120100.3),(38 1135718.5),(39 1159496),(40 1182385),(41 1205538.1),(42 1227907),(43 1259942),(44 1297183.1),(45 1335158.8),(46 1369386.5),(47 1398433.4),(48 1420283.8),(49 1434318.8),(50 1448701.5),(51 1452314.5),(52 1441800.5),(53 1427450.5),(54 1412302),(55 1400358),(56 1398788.3),(57 1413705.9),(58 1439495),(59 1481494.8),(60 1522119.8),(61 1546105),(62 1561849.3),(63 1573406.4),(64 1583472),(65 1582245.5),(66 1579011.8),(67 1573795),(68 1567754.4),(69 1545708.3),(70 1520072.6),(71 1491555.4),(72 1465507),(73 1440668.4),(74 1416596.6),(75 1393492.8),(76 1365406.8),(77 1340068.5),(78 1316306.8),(79 1294503.5),
(1 39599.48),(2 119535.87),(3 222394.33),(4 333966.9),(5 445768.5),(6 558908),(7 645386.1),(8 716638.7),(9 775444.7),(10 820050.44),(11 846703.4),(12 861402.3),(13 863887.4),(14 858022.94),(15 844373.5),(16 840023.25),(17 848932),(18 861934.4),(19 885914.1),(20 913754.94),(21 944605.75),(22 970259.9),(23 997447.8),(24 1011173.4),(25 1014812.44),(26 1012426.94),(27 1001860.44),(28 986916.3),(29 971306.8),(30 954228.9),(31 942268.44),(32 932186.8),(33 922761.75),(34 920303.25),(35 921033),(36 923347.9),(37 925118.7),(38 930101.94),(39 943235.4),(40 958311.56),(41 972900.3),(42 1004980.3),(43 1040388.56),(44 1070720.6),(45 1100049.9),(46 1125538.8),(47 1150393.4),(48 1168688.4),(49 1179018.6),(50 1178219.6),(51 1173690),(52 1168669),(53 1166163.4),(54 1171262.5),(55 1190683.6),(56 1211773.9),(57 1229577.5),(58 1243462.8),(59 1248313.1),(60 1257779.6),(61 1272286.8),(62 1293162.8),(63 1311377.8),(64 1320962.8),(65 1326188.1),(66 1326652.4),(67 1322858.5),(68 1319185.5),(69 1315462.8),(70 1307732.8),(71 1296998.8),(72 1286512.9),(73 1279330),(74 1273264),(75 1271925.9),(76 1275283),(77 1280742.3),(78 1293692.1),(79 1304646),
(1 52281.727),(2 158852.89),(3 287760.72),(4 421147.3),(5 541944.94),(6 640136.2),(7 710262.3),(8 759702.3),(9 794861),(10 816751.7),(11 820221.94),(12 813093.06),(13 805519.3),(14 796204.94),(15 793309.75),(16 811919.7),(17 846615.94),(18 892420.1),(19 939818.3),(20 982155),(21 1010695.44),(22 1026591.75),(23 1029881.25),(24 1028496),(25 1026050.75),(26 1031408.94),(27 1050088.6),(28 1073218.5),(29 1096549),(30 1113919.5),(31 1130967.1),(32 1139223.8),(33 1148437.5),(34 1160271.4),(35 1172105.8),(36 1176835.3),(37 1176746.3),(38 1171419.1),(39 1157088.4),(40 1155968.6),(41 1166623.3),(42 1184290),(43 1200521.3),(44 1215475.4),(45 1229014.9),(46 1248947.1),(47 1272429),(48 1297923.6),(49 1322056.1),(50 1342017.9),(51 1357006.4),(52 1360527.4),(53 1353615.9),(54 1343256.6),(55 1331018.5),(56 1329064.9),(57 1334691.9),(58 1350778.3),(59 1373574.4),(60 1390770),(61 1406138),(62 1411448.4),(63 1407507.8),(64 1393405.3),(65 1377999.6),(66 1363026),(67 1352597.8),(68 1347010.3),(69 1348821),(70 1345587.4),(71 1342790.8),(72 1341312.3),(73 1343792.4),(74 1339234),(75 1335233.5),(76 1329747.6),(77 1324904.1),(78 1334672.6),(79 1341101.8),
(1 54716.74),(2 161375.6),(3 290177.13),(4 429419.16),(5 560994.75),(6 678492.25),(7 762980.56),(8 821367.3),(9 858894.6),(10 876200.4),(11 880195.25),(12 872775.4),(13 865773.75),(14 862429.2),(15 872881.9),(16 900945.4),(17 934529.44),(18 956597.9),(19 973151),(20 985366.1),(21 985604.25),(22 981210.44),(23 975439.75),(24 974277.7),(25 981019.3),(26 991297.56),(27 1005872.3),(28 1023639.9),(29 1038941.56),(30 1048973.3),(31 1058941.6),(32 1072116.5),(33 1084669.9),(34 1096780.5),(35 1105416.4),(36 1112153.1),(37 1117585.3),(38 1124195.4),(39 1139510.4),(40 1167454.1),(41 1199176.5),(42 1228567.6),(43 1245384.9),(44 1249256.4),(45 1239505),(46 1227465.9),(47 1224447.9),(48 1238835.5),(49 1268994.5),(50 1306657.5),(51 1345869.5),(52 1387737.5),(53 1424689.3),(54 1449052),(55 1452730.5),(56 1447070),(57 1439284.6),(58 1429104.6),(59 1417486),(60 1413924.9),(61 1417032.3),(62 1424433.4),(63 1431535.5),(64 1439415.8),(65 1449788.8),(66 1454836.5),(67 1457692.8),(68 1449617.6),(69 1426613.5),(70 1403802.1),(71 1389208.9),(72 1382354.5),(73 1381093.6),(74 1376743.4),(75 1371657.8),(76 1363039.6),(77 1351442.6),(78 1340217.4),(79 1326299.8),
(1 42508.8),(2 129981.08),(3 236534.06),(4 346964.38),(5 451697.3),(6 549869.2),(7 625415.94),(8 683785.6),(9 727981.06),(10 755629.75),(11 767701.2),(12 768490.25),(13 769681.2),(14 772616.2),(15 781646.3),(16 798411.2),(17 820408.6),(18 838730.5),(19 853648.75),(20 865643.75),(21 875333.94),(22 879696.25),(23 879424.4),(24 874814.06),(25 864420.8),(26 850939.56),(27 836401.56),(28 826572),(29 820740.8),(30 824627.25),(31 836408.75),(32 855688.75),(33 874944.94),(34 890857),(35 905495.06),(36 918729.1),(37 928886.1),(38 935850.44),(39 952289.3),(40 980740.8),(41 1015537.7),(42 1040336.44),(43 1053956.6),(44 1058075.5),(45 1060634.5),(46 1064081),(47 1075090.9),(48 1089758.6),(49 1101719.9),(50 1111861.9),(51 1123016.5),(52 1135276.9),(53 1145819.4),(54 1153685.3),(55 1159764.8),(56 1159959.9),(57 1150695.9),(58 1130541.3),(59 1103387.8),(60 1083069),(61 1059497.4),(62 1037094.06),(63 1028153.1),(64 1031275.25),(65 1049143.4),(66 1068988.4),(67 1086947.4),(68 1098657.9),(69 1100918.1),(70 1104629.8),(71 1114336.6),(72 1133843),(73 1157555.9),(74 1173630.1),(75 1185843.1),(76 1194040.4),(77 1201305.1),(78 1196930.4),(79 1196153.9),
(1 48251.55),(2 143956.84),(3 259249.69),(4 379872.72),(5 486957.16),(6 578066.1),(7 643860.06),(8 691360.9),(9 723804.7),(10 742571.2),(11 748069.75),(12 750197),(13 759156.2),(14 776353.9),(15 805091.56),(16 845525.5),(17 870654.06),(18 889581.25),(19 900024),(20 902307.44),(21 895396.7),(22 879751.3),(23 858111.94),(24 848645.3),(25 846354.4),(26 852670.06),(27 873573.1),(28 900628.7),(29 929427.4),(30 953859.6),(31 970734.3),(32 989525),(33 999295.4),(34 1003979.4),(35 1007757.06),(36 1013808),(37 1019796.44),(38 1029435.1),(39 1041685),(40 1060600.6),(41 1081823.8),(42 1101261.8),(43 1119030.6),(44 1131926.8),(45 1140137.8),(46 1149188),(47 1162216.9),(48 1176681.4),(49 1188054.3),(50 1196038),(51 1205013.1),(52 1213809.1),(53 1219417.9),(54 1223101.5),(55 1223362.9),(56 1217450.8),(57 1200906),(58 1172008.4),(59 1129325.5),(60 1080874),(61 1043911.6),(62 1024784.9),(63 1028958.3),(64 1047770.9),(65 1076970.5),(66 1107373.1),(67 1132846.5),(68 1153013),(69 1162057.4),(70 1167274),(71 1170991.9),(72 1178023.3),(73 1188771.4),(74 1199725.5),(75 1208234),(76 1212786.6),(77 1213078.3),(78 1200858.8),(79 1188853.1),
(1 47764.055),(2 140084.33),(3 248322.38),(4 357671.63),(5 454801.13),(6 539492.56),(7 595462),(8 631497.75),(9 653151.1),(10 666174.5),(11 676427.1),(12 684636.5),(13 694735.2),(14 703755),(15 714360.56),(16 728052),(17 748398.94),(18 767562.75),(19 783436.44),(20 797506.75),(21 810169.94),(22 817402.1),(23 818509.44),(24 818604.7),(25 817197.94),(26 815283.6),(27 818971),(28 822776.2),(29 826507.4),(30 829422.7),(31 829203.44),(32 826213.9),(33 831066.94),(34 843620.25),(35 863099.44),(36 883446.4),(37 898095.4),(38 906708.44),(39 914914.7),(40 917852.8),(41 914725.75),(42 906836.6),(43 905521.5),(44 914583.4),(45 933896.44),(46 959620.2),(47 989594.4),(48 1016409.6),(49 1036021.5),(50 1048716.1),(51 1054486.8),(52 1055034.9),(53 1056380.1),(54 1059301.4),(55 1070144.6),(56 1087592.1),(57 1106972.6),(58 1123249.3),(59 1136402.3),(60 1120291.9),(61 1101976.3),(62 1082367.5),(63 1067057.9),(64 1051566.5),(65 1039395),(66 1035498.94),(67 1036726.9),(68 1044444.4),(69 1057112),(70 1071677.9),(71 1080601.9),(72 1084718.3),(73 1085812.8),(74 1081517.5),(75 1074879.3),(76 1068090.6),(77 1064322.6),(78 1060790.3),(79 1061978.6),
(1 43627.28),(2 127684.8),(3 227899.19),(4 331841.2),(5 424601.63),(6 504235.8),(7 566356),(8 616930.4),(9 656474.5),(10 683395.2),(11 700674.75),(12 710418.44),(13 715734),(14 720359.9),(15 729517.6),(16 739777.1),(17 749812.1),(18 760629.8),(19 767353.25),(20 774624.7),(21 781831.94),(22 788783.25),(23 790493.3),(24 784323.5),(25 775817.7),(26 766951.06),(27 765054.4),(28 765870.94),(29 768118.4),(30 767530.3),(31 765684.06),(32 759893.3),(33 759758.2),(34 760579.06),(35 763949.9),(36 769241.3),(37 777021.5),(38 786374.3),(39 791571.44),(40 801239.25),(41 809534),(42 812418.7),(43 810249.7),(44 808205.6),(45 813869.5),(46 821272.56),(47 831485.8),(48 837941.1),(49 841322.56),(50 835477.5),(51 831360.75),(52 830265.5),(53 832181.9),(54 839975.44),(55 854232.7),(56 876320.2),(57 904958.4),(58 938096.75),(59 963589.1),(60 976128.2),(61 995978.7),(62 1013732.75),(63 1030347.7),(64 1040690),(65 1043976.94),(66 1042207.6),(67 1039958.5),(68 1036436.94),(69 1038756.2),(70 1055198.8),(71 1072789.3),(72 1092914.6),(73 1113324.9),(74 1131494.9),(75 1142819.8),(76 1143506),(77 1138513),(78 1123134.1),(79 1109525.8),
(1 42804.715),(2 127111.36),(3 227221.47),(4 325281.13),(5 410351.9),(6 484538.84),(7 542903.75),(8 591528),(9 627933.25),(10 654627.94),(11 672677.75),(12 684976.8),(13 697392.25),(14 709511.75),(15 723740.06),(16 739893.7),(17 752115.8),(18 753078.7),(19 747613.94),(20 737015.75),(21 722657.3),(22 710572.7),(23 693533),(24 681852),(25 675395.4),(26 673937.9),(27 681061.7),(28 691515.2),(29 707768.56),(30 724438.4),(31 735368.5),(32 740834.56),(33 743489.75),(34 742749.5),(35 745253.75),(36 749708.44),(37 758142.75),(38 768155.6),(39 778649.25),(40 787783.2),(41 794549.94),(42 796056.8),(43 796152.56),(44 795345.3),(45 794604.6),(46 794074.3),(47 796500.56),(48 794233.3),(49 791321.6),(50 801347.8),(51 814925.3),(52 825187.2),(53 829257.6),(54 824465),(55 819213),(56 827113.5),(57 843095),(58 862390.75),(59 882215.3),(60 902602.9),(61 918514.25),(62 929285.5),(63 932840.4),(64 928081.5),(65 915491.3),(66 900003.8),(67 889705.6),(68 882073),(69 877258.4),(70 886383.44),(71 899531.8),(72 919295.1),(73 938668.7),(74 958557.44),(75 979764.25),(76 996037.1),(77 1007124.6),(78 1021885.06),(79 1025024.4),
(1 43450.594),(2 125205.7),(3 219456.78),(4 311830.9),(5 393538.8),(6 470007.56),(7 526223.1),(8 572643.6),(9 609176.25),(10 634632.3),(11 653536.3),(12 665519.5),(13 672980.6),(14 674806.8),(15 673341.5),(16 671943),(17 673941.9),(18 675799.94),(19 677849.75),(20 679971.5),(21 682625.9),(22 680548.5),(23 670825.75),(24 662540.9),(25 654403.7),(26 646019.94),(27 640136.4),(28 641233.75),(29 647449.6),(30 661708),(31 682130.06),(32 708406.25),(33 728612.7),(34 742111.2),(35 746634.25),(36 743496.8),(37 734467.6),(38 725797.8),(39 723931.94),(40 732274.9),(41 744954.06),(42 755433.2),(43 765464.6),(44 775213.94),(45 779443.75),(46 775980.4),(47 768955.3),(48 756351.94),(49 741586.2),(50 732846.1),(51 736117.5),(52 744177.8),(53 756004.25),(54 763936.56),(55 767002.7),(56 771307.75),(57 778432.8),(58 788356.56),(59 798885.8),(60 803517.6),(61 810709.6),(62 817844.25),(63 823895.4),(64 831390.44),(65 836917.5),(66 839056.4),(67 839024.8),(68 835617.2),(69 834632.3),(70 839552.4),(71 846833.6),(72 856304.2),(73 861426.44),(74 861474.75),(75 860315.1),(76 854682.06),(77 845937.1),(78 844054.9),(79 840974.06),
