1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43358.113),(2 152164.34),(3 336297.3),(4 574565.56),(5 890413.2),(6 1190747.6),(7 1579845.6),(8 2031983.5),(9 2527820.3),(10 3073628.8),(11 3697898),(12 4363522),(13 5083276),(14 5818271.5),(15 6585319.5),(16 7339161.5),(17 8114001.5),(18 8866991),(19 9631816),(20 10393675),(21 11172145),(22 11919799),(23 12689036),(24 13472344),(25 14249139),(26 15060260),(27 15901129),(28 16818314),(29 17743466),(30 18725760),(31 19474734),(32 20398404),(33 21346136),(34 22323472),(35 23399130),(36 24526730),(37 25844006),(38 27280342),(39 28785390),(40 30203970),(41 31426994),(42 32610890),(43 33771956),(44 34886092),(45 35958496),(46 37027860),(47 38072404),(48 39106068),(49 40056140),(50 40952224),(51 41769304),(52 42396700),(53 42858108),(54 43175980),(55 43467340),(56 43467116),(57 43378440),(58 43232020),(59 43186268),(60 43025424),(61 43076540),(62 43337652),(63 43719804),(64 44200200),(65 44731476),(66 45382956),(67 46122724),(68 46923120),(69 47869532),(70 48882068),(71 49994108),(72 51187148),(73 52628932),(74 54301828),(75 56187364),(76 58031308),(77 59838116),(78 61643300),(79 63321684),
(1 33359.566),(2 124908.85),(3 269130.44),(4 453762.3),(5 675678.2),(6 888031.06),(7 1138650.8),(8 1397127.5),(9 1653272.5),(10 1911983.3),(11 2165321.3),(12 2413827),(13 2647672.3),(14 2863442),(15 3057812.3),(16 3219315.3),(17 3358753.5),(18 3478432.8),(19 3575202.8),(20 3644932.8),(21 3686775.8),(22 3694684.5),(23 3681890),(24 3648754),(25 3616134.3),(26 3597624.8),(27 3595659.3),(28 3620727),(29 3672690.8),(30 3753747.8),(31 3841978.5),(32 3958215),(33 4079847),(34 4211087.5),(35 4350926),(36 4490178),(37 4631532.5),(38 4761072.5),(39 4880708),(40 5001592.5),(41 5114610),(42 5204099),(43 5273620),(44 5326543.5),(45 5348941),(46 5368219),(47 5399551),(48 5436823.5),(49 5472642),(50 5525343.5),(51 5575684.5),(52 5628347),(53 5692147.5),(54 5773434.5),(55 5832365.5),(56 5915099),(57 5998852),(58 6071040),(59 6133856),(60 6192274),(61 6241056.5),(62 6310909),(63 6371045.5),(64 6409495.5),(65 6433613),(66 6457454.5),(67 6483639.5),(68 6511486),(69 6557070.5),(70 6622479.5),(71 6695603.5),(72 6770901),(73 6853678),(74 6956018),(75 7041989.5),(76 7103350.5),(77 7173840),(78 7258901),(79 7336049.5),
(1 32277.813),(2 120922.37),(3 258793.8),(4 434022.16),(5 641316.75),(6 837108.06),(7 1072204.6),(8 1321814.5),(9 1584050),(10 1857356.4),(11 2136531.8),(12 2413054.3),(13 2681046),(14 2939332.3),(15 3179739),(16 3389703.3),(17 3572319.3),(18 3722835),(19 3844435),(20 3937366.3),(21 4008690.3),(22 4052622),(23 4074557.3),(24 4063601),(25 4035511),(26 3993408.8),(27 3946133),(28 3899674.8),(29 3868622.8),(30 3845655.3),(31 3818288.3),(32 3787667.8),(33 3758764),(34 3735776),(35 3724863.3),(36 3714353.3),(37 3721288),(38 3742030.8),(39 3759984),(40 3757463.3),(41 3747111.3),(42 3731933),(43 3717459.3),(44 3724100.8),(45 3744834),(46 3772127.8),(47 3795062),(48 3814653.8),(49 3829515.8),(50 3857260.8),(51 3882560.8),(52 3916730.8),(53 3967871.3),(54 4039294.3),(55 4093812),(56 4167580.8),(57 4239719.5),(58 4299974),(59 4357467),(60 4415442),(61 4487686.5),(62 4571449.5),(63 4652662),(64 4720601.5),(65 4787346.5),(66 4859568.5),(67 4926364),(68 4996523.5),(69 5069231.5),(70 5138392.5),(71 5210248),(72 5272272.5),(73 5321099),(74 5366742.5),(75 5395765.5),(76 5410013.5),(77 5413779.5),(78 5424849.5),(79 5417726),
(1 38285.09),(2 145041.22),(3 315832.63),(4 530426.6),(5 776627.1),(6 1010117.1),(7 1276557.4),(8 1550398.8),(9 1820212),(10 2082638.8),(11 2337372.3),(12 2575677),(13 2798651.5),(14 3003485.5),(15 3186671.3),(16 3334791.8),(17 3454505.5),(18 3552183.3),(19 3631907.8),(20 3704466.5),(21 3767942.5),(22 3832038),(23 3875760),(24 3904995.8),(25 3921154.5),(26 3918937),(27 3910572.5),(28 3898153),(29 3882096),(30 3854909.5),(31 3799833),(32 3740979.8),(33 3669868.3),(34 3594950.8),(35 3528802.5),(36 3475289),(37 3442492.3),(38 3412377.5),(39 3380059.3),(40 3348759.8),(41 3350880),(42 3362729),(43 3381962.3),(44 3406994.3),(45 3432861.5),(46 3456802.5),(47 3479394),(48 3509998),(49 3549572.8),(50 3595682.3),(51 3630887.8),(52 3659612.8),(53 3679308.5),(54 3691982),(55 3698284.3),(56 3700952.3),(57 3717713.3),(58 3757265.3),(59 3825132.5),(60 3921180.8),(61 4040702),(62 4158134),(63 4256177),(64 4348966),(65 4433373.5),(66 4516466),(67 4591585),(68 4646057.5),(69 4674267),(70 4652904.5),(71 4600212),(72 4525227.5),(73 4443445),(74 4352924),(75 4262921.5),(76 4171975.8),(77 4091552.8),(78 4025361.5),(79 3967171),
(1 40425.05),(2 151171.7),(3 323433.03),(4 536068.56),(5 773294.4),(6 993547.25),(7 1235766.9),(8 1472672.1),(9 1697601.8),(10 1906843.3),(11 2095105.3),(12 2261976.8),(13 2407315.3),(14 2532606.8),(15 2638989),(16 2727014.8),(17 2810072),(18 2898001.3),(19 2986382.5),(20 3081783.8),(21 3173199.3),(22 3258483),(23 3324406.8),(24 3380224.3),(25 3420611.3),(26 3448132.8),(27 3472605.5),(28 3478802),(29 3475819),(30 3454637.8),(31 3423680.3),(32 3384480.8),(33 3329512.8),(34 3283592),(35 3255018),(36 3236960.8),(37 3225141),(38 3221357.5),(39 3240642.3),(40 3269200.8),(41 3296330),(42 3308066),(43 3319746.3),(44 3330373),(45 3341482),(46 3349563.3),(47 3366120.3),(48 3391413.5),(49 3409811.8),(50 3421740.8),(51 3424042.3),(52 3418550.8),(53 3414195.8),(54 3411808.3),(55 3413603.8),(56 3416408.8),(57 3435948.8),(58 3473869.8),(59 3512749.8),(60 3544931.5),(61 3579006.8),(62 3623425.3),(63 3666057),(64 3710670.8),(65 3743390.8),(66 3761295),(67 3764834.5),(68 3749419.3),(69 3714516.3),(70 3661352.8),(71 3604498.5),(72 3553008.8),(73 3514823.8),(74 3481606.8),(75 3458145.5),(76 3438557),(77 3427820.8),(78 3431825.3),(79 3439896.8),
(1 39032.8),(2 144791.88),(3 308053.13),(4 508880.16),(5 730991.75),(6 930774.25),(7 1147901.6),(8 1357425.5),(9 1548899.9),(10 1715975.1),(11 1860737.5),(12 1984155),(13 2093543.1),(14 2188114.8),(15 2277981.8),(16 2360287.5),(17 2441386.3),(18 2516448.3),(19 2589968.3),(20 2669000.5),(21 2746274.3),(22 2821053.3),(23 2893679),(24 2963011),(25 3014896.5),(26 3041593.3),(27 3050504.5),(28 3021591),(29 2980105),(30 2929547),(31 2900188.3),(32 2865609),(33 2847766.5),(34 2853233),(35 2880671.8),(36 2915725.3),(37 2956129.3),(38 3001923),(39 3049093.8),(40 3087536.3),(41 3106712.5),(42 3115556.3),(43 3121863.5),(44 3130569),(45 3137048.3),(46 3138985.8),(47 3136646.3),(48 3128975.5),(49 3129371.8),(50 3137849),(51 3146519.8),(52 3140710.3),(53 3127355),(54 3093781.3),(55 3050100.5),(56 2984797.8),(57 2916142.8),(58 2837388.5),(59 2757261),(60 2677923.5),(61 2612374.8),(62 2579329),(63 2563458),(64 2551870.3),(65 2539255),(66 2522816.5),(67 2499259),(68 2474933.3),(69 2453711.5),(70 2438290.3),(71 2423228.3),(72 2405820.5),(73 2398794.5),(74 2402709),(75 2417373.8),(76 2436206.3),(77 2465926.3),(78 2511614.5),(79 2570771),
(1 32534.72),(2 120858.18),(3 253867.27),(4 413261),(5 588176.3),(6 741675.6),(7 905150.1),(8 1063568.9),(9 1209185.9),(10 1338827.9),(11 1452962.6),(12 1554441.9),(13 1644340.5),(14 1729019.6),(15 1808267.4),(16 1870107.5),(17 1922793.6),(18 1963101.4),(19 1999118.1),(20 2038957.1),(21 2080693.4),(22 2128983.8),(23 2180221.8),(24 2234174),(25 2286478.3),(26 2332422.5),(27 2376642.3),(28 2417237.3),(29 2458824.3),(30 2497121.3),(31 2532496.5),(32 2565703.3),(33 2603284.5),(34 2644070.5),(35 2685822.8),(36 2718239.3),(37 2739447.3),(38 2757820.3),(39 2773107.5),(40 2787501.3),(41 2802804.3),(42 2832027.5),(43 2869067.8),(44 2911204),(45 2952756.3),(46 2986956.3),(47 3019141.5),(48 3045107.5),(49 3064064),(50 3064355),(51 3039617.8),(52 2986021.3),(53 2912936),(54 2823788.3),(55 2732669.5),(56 2630993.8),(57 2531107.3),(58 2442359.3),(59 2378951.5),(60 2327336),(61 2286002.3),(62 2265336.5),(63 2258600.5),(64 2257772.8),(65 2266510.8),(66 2268760),(67 2265510.3),(68 2249613.3),(69 2223541.5),(70 2189544),(71 2150319.5),(72 2111099.5),(73 2082679.5),(74 2061051.5),(75 2056695.1),(76 2071147.5),(77 2099059),(78 2130973.8),(79 2164947),
(1 29785.838),(2 109413.445),(3 230157.9),(4 378506),(5 545400.8),(6 684964.9),(7 843936.5),(8 995294.7),(9 1131733),(10 1248691.4),(11 1340721),(12 1406950.6),(13 1452979.9),(14 1483494.3),(15 1506594.9),(16 1524621.6),(17 1540656.8),(18 1556146.6),(19 1572906.9),(20 1597270.5),(21 1629748.1),(22 1671073.5),(23 1719919),(24 1785158.3),(25 1862731.8),(26 1943741.6),(27 2024705.4),(28 2085636.3),(29 2119294),(30 2123305.3),(31 2120577.3),(32 2093734.3),(33 2067963.8),(34 2051876.6),(35 2035795.4),(36 2018073),(37 1999995.1),(38 1984965.8),(39 1968401.4),(40 1955207.6),(41 1953710.8),(42 1973691.1),(43 2008654.8),(44 2035206.6),(45 2053883.4),(46 2068607.8),(47 2075491.9),(48 2073834.3),(49 2069108.9),(50 2054852.4),(51 2036908.9),(52 2013967.3),(53 1993893.3),(54 1969626.3),(55 1931025.1),(56 1901252.9),(57 1875957.6),(58 1863972),(59 1860918.8),(60 1863661.9),(61 1876274.6),(62 1901799),(63 1935198.6),(64 1975256.5),(65 2015629),(66 2056424.5),(67 2083728.6),(68 2094200.8),(69 2093324.4),(70 2080882.4),(71 2055292.3),(72 2016960.8),(73 1981921.5),(74 1962709.4),(75 1967037.9),(76 1977873.5),(77 1990708),(78 2012425.5),(79 2037492.8),
(1 30837.69),(2 112680.586),(3 237662.27),(4 391270.84),(5 558933.2),(6 697263.7),(7 849321.3),(8 991974.9),(9 1120167.3),(10 1229210),(11 1318732.1),(12 1377608.5),(13 1411667.6),(14 1422168.6),(15 1426545.3),(16 1430727.8),(17 1438997.4),(18 1451496),(19 1473705.5),(20 1501041.5),(21 1535506.9),(22 1574453.6),(23 1621624.6),(24 1678352.3),(25 1740771.6),(26 1804336.6),(27 1864694.9),(28 1910030.5),(29 1933143.1),(30 1936060),(31 1935938.6),(32 1928066.1),(33 1919673.9),(34 1909744.4),(35 1889125.1),(36 1878069.9),(37 1869980.9),(38 1858880.6),(39 1842668.3),(40 1825409.6),(41 1823784.4),(42 1835581.4),(43 1857476.8),(44 1872251.3),(45 1880862.3),(46 1892065.4),(47 1892569.6),(48 1903932.6),(49 1924336.8),(50 1951788.4),(51 1982047.8),(52 2003977.8),(53 1991318.5),(54 1964597.4),(55 1930310),(56 1883893.6),(57 1837310.5),(58 1789412.6),(59 1753553.4),(60 1735866),(61 1730708.8),(62 1729756),(63 1735303.5),(64 1753986.5),(65 1781868.1),(66 1820480.5),(67 1852635.3),(68 1877097.6),(69 1891064.5),(70 1884268.9),(71 1866915.9),(72 1849388.8),(73 1848351.4),(74 1863053.9),(75 1887017.3),(76 1913392.5),(77 1937411.9),(78 1958024),(79 1971637.9),
(1 33734.688),(2 122897.39),(3 255708.1),(4 412667.1),(5 578868.8),(6 719821.3),(7 866402.2),(8 1003150.6),(9 1121168.5),(10 1218273.6),(11 1291618.6),(12 1327054.8),(13 1327147),(14 1304943.5),(15 1280781.6),(16 1257825.8),(17 1243184.9),(18 1237387.3),(19 1248006.1),(20 1265181.3),(21 1294906),(22 1333150.5),(23 1380632),(24 1437807.8),(25 1503812.1),(26 1568878.5),(27 1631334.5),(28 1682598.1),(29 1714959.5),(30 1733041.3),(31 1736699.5),(32 1732019.5),(33 1716922.1),(34 1690960.1),(35 1666073.9),(36 1652615.8),(37 1638837.3),(38 1631203.5),(39 1623768),(40 1630348.4),(41 1656131.3),(42 1684201.5),(43 1713525.3),(44 1732025.5),(45 1748763.5),(46 1777902.3),(47 1818711.6),(48 1869752.8),(49 1919811.4),(50 1965192.9),(51 1986771.8),(52 1967300.5),(53 1910160.3),(54 1843622),(55 1787415.1),(56 1724097),(57 1673958.8),(58 1642296.1),(59 1632486.8),(60 1632651),(61 1628633.9),(62 1616307.1),(63 1610681.8),(64 1613750.8),(65 1624387.1),(66 1643755.5),(67 1661323.4),(68 1665042.3),(69 1652001.1),(70 1631209),(71 1618526),(72 1619616),(73 1628268),(74 1643292.5),(75 1665361.5),(76 1695382.1),(77 1733677.9),(78 1771087.8),(79 1797042.4),
(1 31868.719),(2 116021.055),(3 238723.66),(4 377871.72),(5 520464.5),(6 636822.6),(7 755973),(8 864220.9),(9 954212.3),(10 1021426.7),(11 1065111.4),(12 1082226.1),(13 1074471.6),(14 1054885.1),(15 1036124),(16 1026278.25),(17 1026271.8),(18 1033512.9),(19 1042946.8),(20 1048992.3),(21 1064338.1),(22 1085635.3),(23 1115670.1),(24 1154411.6),(25 1199297),(26 1244636.4),(27 1294988.4),(28 1346969),(29 1387865.6),(30 1422959.6),(31 1444673.8),(32 1461050.9),(33 1462409.9),(34 1446682.5),(35 1432997.8),(36 1428459.8),(37 1418774.6),(38 1412305.5),(39 1411543.8),(40 1422205.8),(41 1434513),(42 1455941.5),(43 1480527.9),(44 1508459.6),(45 1549212.8),(46 1600804.4),(47 1656384.6),(48 1709608),(49 1751208.6),(50 1780009.8),(51 1790025.6),(52 1773892.4),(53 1733677.1),(54 1678855.9),(55 1621608.8),(56 1570448),(57 1538690.5),(58 1519456.9),(59 1507673.1),(60 1498244.8),(61 1488704.3),(62 1483524.1),(63 1486613),(64 1492963.4),(65 1497042.4),(66 1502457.5),(67 1508382),(68 1506304.6),(69 1498915.4),(70 1494164.4),(71 1492514.4),(72 1491959.1),(73 1489318.8),(74 1485175.5),(75 1484967.9),(76 1490945.3),(77 1490296.4),(78 1486144.9),(79 1472558.8),
(1 31880.693),(2 115771.16),(3 238149.6),(4 376174.9),(5 516726.7),(6 631317.94),(7 745889.4),(8 841599.06),(9 915400.7),(10 966904.44),(11 998619.06),(12 1011008.7),(13 1009140.56),(14 1009151.3),(15 1013241.4),(16 1028027.75),(17 1054972.8),(18 1093314.1),(19 1135520.8),(20 1176690.8),(21 1215521),(22 1245590.9),(23 1270617.4),(24 1290652.9),(25 1310322.8),(26 1334836.8),(27 1367458),(28 1404507.6),(29 1437603.5),(30 1473653.4),(31 1501555.4),(32 1534877.3),(33 1560088),(34 1580395.4),(35 1608822),(36 1639216.9),(37 1656887),(38 1671045.3),(39 1683231.8),(40 1695401.8),(41 1707370.3),(42 1725412),(43 1744595.6),(44 1767721.1),(45 1792924.4),(46 1822155.8),(47 1846852.4),(48 1864093.1),(49 1878705.6),(50 1886614.6),(51 1880927.1),(52 1854232.8),(53 1810219.6),(54 1771226.1),(55 1740336.1),(56 1713705.8),(57 1689617.4),(58 1661198.6),(59 1631557.5),(60 1604960.5),(61 1586849.9),(62 1576948),(63 1569055.6),(64 1558280),(65 1539012.6),(66 1522889.3),(67 1511369.5),(68 1502423.3),(69 1497838.6),(70 1494888.1),(71 1495016.5),(72 1490264.9),(73 1478494.4),(74 1462797),(75 1444346.1),(76 1419991.5),(77 1395303.5),(78 1376898.6),(79 1370203.4),
(1 31552.684),(2 114163.27),(3 231597.84),(4 363948.25),(5 501879.5),(6 615862.25),(7 730197),(8 826091.44),(9 905477.56),(10 965098.75),(11 1006364.25),(12 1032796.56),(13 1050774.9),(14 1065513.3),(15 1083278.9),(16 1113261.9),(17 1156991.6),(18 1209108.3),(19 1261851.5),(20 1308661.9),(21 1350317),(22 1383432.3),(23 1412439.1),(24 1434715),(25 1455530),(26 1481162),(27 1517285.1),(28 1557340.1),(29 1592887.6),(30 1620015.3),(31 1642627.5),(32 1656735.5),(33 1656806.9),(34 1651194.3),(35 1641200.6),(36 1625443.5),(37 1604919),(38 1582581.3),(39 1558186.9),(40 1529971.4),(41 1506157),(42 1496547.3),(43 1493721.4),(44 1503124.5),(45 1523390.4),(46 1558200.4),(47 1596550.6),(48 1628643.9),(49 1662069.5),(50 1681387.5),(51 1683344.8),(52 1665334.6),(53 1634455.1),(54 1611816.4),(55 1605131.5),(56 1588261.5),(57 1581235.5),(58 1580646.3),(59 1580682.5),(60 1567862.5),(61 1558187),(62 1539959.3),(63 1509536.4),(64 1476188.3),(65 1449487.6),(66 1438850.9),(67 1439011.6),(68 1445024.8),(69 1452354.9),(70 1454375.3),(71 1451626.9),(72 1437952.4),(73 1414955.8),(74 1387785.1),(75 1353256),(76 1312816.8),(77 1280527.5),(78 1257816.8),(79 1251206.1),
(1 29469.883),(2 106553.836),(3 214135.66),(4 332426.2),(5 455645.7),(6 553662.5),(7 655798.6),(8 743685.4),(9 818176.06),(10 878788.44),(11 926571.06),(12 966629.4),(13 1002136.2),(14 1032687.44),(15 1060727.8),(16 1093337.9),(17 1130256.8),(18 1163620),(19 1191816.4),(20 1215684),(21 1240216.1),(22 1259871.4),(23 1277951.3),(24 1283012.3),(25 1287164.3),(26 1296520.1),(27 1307352.9),(28 1312675.4),(29 1312883.4),(30 1311194.8),(31 1303114.4),(32 1292518.6),(33 1273923.8),(34 1253494.1),(35 1228677.6),(36 1195983.5),(37 1161959.6),(38 1128299.6),(39 1100223),(40 1075167.1),(41 1062703.5),(42 1065659.4),(43 1078548.1),(44 1102482.8),(45 1137168.9),(46 1182683.6),(47 1220793.6),(48 1256398.9),(49 1284178.1),(50 1290774.9),(51 1284627.4),(52 1272858),(53 1256392.1),(54 1252273.5),(55 1258844.9),(56 1265078.6),(57 1275471.3),(58 1283086),(59 1278875.5),(60 1260835.4),(61 1241967.6),(62 1214036.5),(63 1186225),(64 1165853.9),(65 1152018.6),(66 1146601.4),(67 1147192.9),(68 1148425.8),(69 1153317.4),(70 1156354.6),(71 1154185.6),(72 1140321.4),(73 1120660.6),(74 1102157.4),(75 1089669.6),(76 1086687.4),(77 1087027.1),(78 1090163.5),(79 1095296),
(1 35636.777),(2 128269.07),(3 254791.75),(4 392585.34),(5 533319.75),(6 644263.5),(7 761492),(8 866644.25),(9 952342.3),(10 1019774.4),(11 1070413.1),(12 1108994.8),(13 1130693.5),(14 1140329.4),(15 1142474.8),(16 1142859),(17 1140765.3),(18 1132057.6),(19 1122616.1),(20 1118039.8),(21 1118370),(22 1119209.8),(23 1120530),(24 1116258),(25 1116332.5),(26 1118507),(27 1120506),(28 1115290.5),(29 1105931),(30 1097387.5),(31 1083815.8),(32 1073661.1),(33 1056686.9),(34 1041854.06),(35 1024134.7),(36 1007394.5),(37 994281.1),(38 989733.9),(39 991719.8),(40 998125.25),(41 1016943.1),(42 1051774.3),(43 1090965.9),(44 1131665.3),(45 1168181.1),(46 1198407.5),(47 1214589.3),(48 1222230.4),(49 1204251.5),(50 1175549.5),(51 1148501.5),(52 1127479.9),(53 1116973.8),(54 1122092.5),(55 1130259.4),(56 1148192.8),(57 1174269.4),(58 1200874.3),(59 1220541.8),(60 1233075.8),(61 1240795.4),(62 1237811.9),(63 1227200.1),(64 1213024.8),(65 1194330),(66 1176068.5),(67 1160098.6),(68 1149117),(69 1142781.1),(70 1133205),(71 1117452.5),(72 1094892.5),(73 1072265.9),(74 1050357.4),(75 1032889.44),(76 1019474.7),(77 1014277.1),(78 1015089.5),(79 1013500.9),
(1 41202.734),(2 146850.64),(3 291064.3),(4 448014.53),(5 603771.1),(6 731627.1),(7 856070.5),(8 964370.1),(9 1050239.5),(10 1112320.9),(11 1154443.9),(12 1176604.8),(13 1179481.8),(14 1167585.8),(15 1146284.5),(16 1116102.9),(17 1077064.8),(18 1035756.8),(19 998598.3),(20 971818.06),(21 954649),(22 943273.75),(23 935139.56),(24 932361.44),(25 938178.56),(26 948440.06),(27 959379.4),(28 969718.06),(29 982969.94),(30 1001799.2),(31 1015555.56),(32 1040829.75),(33 1065891.4),(34 1094730.9),(35 1119956.5),(36 1143827.9),(37 1163139),(38 1176977.8),(39 1186112.9),(40 1199740.3),(41 1216887.3),(42 1237775.6),(43 1259725.8),(44 1285187.4),(45 1312848.4),(46 1336148.6),(47 1342045.8),(48 1332047),(49 1310762.9),(50 1287122.9),(51 1266087.5),(52 1247613.8),(53 1229532.5),(54 1214212),(55 1197585.1),(56 1182713.6),(57 1174099.3),(58 1164840.1),(59 1153790.1),(60 1135189),(61 1116843.9),(62 1097896),(63 1079097.1),(64 1063358.9),(65 1057655.6),(66 1055174.3),(67 1056490.6),(68 1061397.4),(69 1064725.8),(70 1062748.5),(71 1055833.8),(72 1044682.5),(73 1031747.75),(74 1023583.2),(75 1026098.1),(76 1035346.25),(77 1051312.3),(78 1066128.8),(79 1076775.1),
(1 41220.637),(2 146685.5),(3 289934.8),(4 443787.28),(5 589370.5),(6 703940.75),(7 808793.1),(8 894366.94),(9 960197.25),(10 1002598.94),(11 1026475.8),(12 1034480.56),(13 1030019.25),(14 1015272),(15 999558.56),(16 979383.06),(17 955538.4),(18 929639.1),(19 908784.3),(20 892650.1),(21 883577.1),(22 880996),(23 888051.3),(24 906727.06),(25 929523.9),(26 950328),(27 967031.8),(28 983627.06),(29 1002910.1),(30 1021939.44),(31 1035987.25),(32 1054456.8),(33 1071250.5),(34 1090471.5),(35 1108304.1),(36 1115922.6),(37 1113383.4),(38 1106517.6),(39 1097833.5),(40 1099882.1),(41 1113771.6),(42 1132684.6),(43 1158108.3),(44 1187471.6),(45 1208273.1),(46 1221760.4),(47 1234419.3),(48 1251577.1),(49 1261916.1),(50 1264945.9),(51 1258018.6),(52 1241526.5),(53 1215646.1),(54 1187441),(55 1165480.4),(56 1136879.8),(57 1117092.5),(58 1093638.8),(59 1062762.6),(60 1027248.2),(61 998577.7),(62 974447.06),(63 957023.6),(64 947669.6),(65 950829.3),(66 959556),(67 969403.8),(68 975560.1),(69 978367.44),(70 983326.94),(71 989184),(72 997634.3),(73 1009614.7),(74 1024982.9),(75 1032462.3),(76 1026527.3),(77 1015299.1),(78 1002092),(79 990079.44),
